"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"97","2019-06-10 10:10:54-03","FZB-BH","BHZB","10880","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,"Rezende, S.G et al.","4638","2014","07","02",NA,"Brasil","MG","Ouro Preto","Distrito de Miguel Burnier, Mina da Gerdau.","-43.801944","-20.44",NA,"Doação de duplicata para herbário CTBS em julho de 2016",NA,NA,"1200","1200","Meyer, P.B.","2014","08","02",NA,NA,NA,"43W 48' 07","20S 26' 24",NA,NA,NA,NA,NA
"98","2019-06-10 10:10:54-03","FZB-BH","BHZB","3743","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,"Fernandes, M.G.C.",NA,"2003","07","15",NA,"Brasil","MG","Congonhas",NA,"-43.8577995300293","-20.4997005462646",NA,"Altitude 1700m. Doação de duplicata para Herbário HUEFS , Maio 2019",NA,NA,"1700","1700","R.M,Harley","2015","02","10","16368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-06-10 10:10:55-03","FZB-BH","BHZB","3431","S","Plantae",NA,NA,"Lamiaceae","Hyptis Cf.","lippioides","Hyptis Cf. lippioides",NA,"Fernandes, M.G.C.","1237","2001","09","19",NA,"Brasil","MG","Ouro Preto","Estação Ecológica do Tripuí-Trilha do Apiário.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"R.M.Harley","2015","02","10","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-09-12 05:00:02-03","US","US","201053","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","A. Regnell","328","1865","6","20","South America - Neotropics","Brazil","São Paulo",NA,"Brasilia.",NA,NA,NA,NA,"US02887759","US02887759_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"101","2020-09-12 05:00:02-03","US","US","2197225","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","A. Macedo","3808","1953","6","6","South America - Neotropics","Brazil","Minas Gerais",NA,"Barreiro. Municipio Araxá. Estado MG.",NA,NA,NA,NA,"US02887761","US02887761_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"102","2020-09-12 05:00:02-03","US","US","2579936","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","L. De Azevedo","3","1962","7","3","South America - Neotropics","Brazil","São Paulo",NA,"Município de Campos do Jordão, 16 km. SSW da Estação Emílio Ribas.",NA,NA,NA,NA,"US02887762","US02887762_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"103","2020-09-12 05:00:02-03","US","US","3687746","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","J. M. F. Campos","17","1961","8","19","South America - Neotropics","Brazil","São Paulo",NA,"Mun. de São Carlos: just north of São Carlos, from Jockey Club on road to Santa Eudoxia. (Plateau of São Carlos).",NA,NA,NA,NA,"US02887758","US02887758_01","900",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"104","2020-09-12 05:00:02-03","US","US","1320814","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","A. Regnell","328","1879","6","4","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilia.",NA,NA,NA,NA,"US02887760","US02887760_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"105","2020-09-02 16:29:58-03","Cenargen","CEN","86994","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Marcelo Fragomeni Simon","1980","2013","08","22",NA,"Brasil","MG","SAO ROQUE DE MINAS","Estrada vicinal a 10 km W da entrada para a Cachoeira Casca D'Anta.","-46.5875","-20.315","Exsicatas","Arbusto 1 m. Flores lilases.","CEN00086994","CEN00086994","1174","1174","J. F. B. Pastore","2013","08",NA,NA,NA,NA,"-46.5875","-20.315",NA,NA,"2",NA,NA
"106","2020-09-02 16:29:58-03","Cenargen","CEN","94342","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Raymond Mervyn Harley - CFCR","4483","1984","07","14",NA,"Brasil","MG","DIAMANTINA","Estrada para Mendanha (MG2) ca. de 10 km.","-43.6002998352051","-18.2493991851807","Exsicatas","SPF 33298. Doação Universidade de São Paulo. Flora de Campos Rupestres.","CEN00094342","CEN00094342",NA,NA,"C. L. Silva-Luz","2015",NA,NA,"101169","auto",NA,NA,NA,NA,NA,"1",NA,NA
"107","2020-09-02 16:30:07-03","Cenargen","CEN","21530","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Lídio Coradin","8184","1987","08","22",NA,"Brasil","MG","POCOS DE CALDAS","Morro do Cristo - proximidades da estátua.",NA,NA,"Exsicatas","Plantas com 40 cm.","CEN00021530","CEN00021530","1510","1510","R. M. Harley","1996","06",NA,NA,NA,NA,"-4655000.0","-2176667.0",NA,NA,"5",NA,NA
"108","2019-11-13 11:20:36-03","USP","SPF","132941","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Rapini, A","671","1998","08","16",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco","-40.633889","-20.505278",NA,NA,"SPF00132941","SPF00132941","1180","1180","Silva-Luz, CL","2015",NA,NA,NA,NA,NA,"-40.633889","-20.505278",NA,NA,NA,NA,NA
"109","2019-11-13 11:20:36-03","USP","SPF","124868","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Coradin, L","8184","1987","08","22",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.55","-21.766667",NA,NA,"SPF00124868","SPF00124868","1510","1510","Silva-Luz, CL","2015",NA,NA,NA,NA,NA,"-46.55","-21.766667",NA,NA,NA,NA,NA
"110","2021-03-15 18:27:29-03","USP","SPF","209244","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Antar, GM; et al.","190","2013","06","21",NA,"Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio, Vargem do anjo, virando para Mato Virgem.","-43.03725","-18.144139",NA,"Arbusto ca. 60 cm alt. Perianto arroxeado.; Campo rupestre. Solo arenoso seco.","SPF00209244",NA,"1008","1008","Antar, GM","2017","01",NA,NA,NA,NA,"-43.03725","-18.144139",NA,NA,NA,NA,NA
"111","2019-11-13 11:20:36-03","USP","SPF","87433","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Martens, LA","80","1989","08",NA,NA,"Brasil","Minas Gerais","Brumadinho","Serra da Calçada","-44","-20.083333",NA,NA,"SPF00087433","SPF00087433","1400","1400","Silva-Luz, CL","2015",NA,NA,NA,NA,NA,"-44","-20.083333",NA,NA,NA,NA,NA
"112","2019-11-13 11:20:36-03","USP","SPF","33298","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Harley, RM","CFCR4483","1984","07","14",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00033298","SPF00033298",NA,NA,"Buchoski, MG","2019","06",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-13 11:20:36-03","USP","SPF","36245","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Harley, RM","CFCR6645","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"SPF00036245","SPF00036245","970","970","Buchoski, MG","2019","06",NA,"39586","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-13 11:20:36-03","USP","SPF","83284","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Horta, MB","179","1987","07","30",NA,"Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"SPF00083284","SPF00083284",NA,NA,"Buchoski, MG","2019","06",NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-13 11:20:36-03","USP","SPF","44656","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Cordeiro, I","CFCR10191","1986","09","08",NA,"Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,"SPF00044656","SPF00044656","830","830","Silva-Luz, CL","2015",NA,NA,"26996","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-13 11:20:36-03","USP","SPF","38790","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Mello-Silva, R","CFCR7824","1985","07","31",NA,"Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,"SPF00038790","SPF00038790",NA,NA,"Silva-Luz, CL","2015",NA,NA,"26996","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-13 11:20:36-03","USP","SPF","137131","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Giulietti, AM","1061","1989","07","29",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"SPF00137131","SPF00137131",NA,NA,"Silva-Luz, CL","2015",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-13 11:20:36-03","USP","SPF","31709","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Giulietti, AM","1041","1983","07","19",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"SPF00031709","SPF00031709",NA,NA,"Silva-Luz, CL","2015",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-22 16:07:27-03","UEFS","HUEFS","253382","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Sauthier; L.J.","61","2017","11","17",NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio, Serra Vargem do Anjo Areia Branca.","-43.025278","-18.143333",NA,NA,"HUEFS0253382","HUEFS0253382","1181","1181",NA,NA,NA,NA,NA,NA,"Asteranae","43W1'31''","18S8'36''",NA,NA,NA,NA,NA
"120","2019-10-07 09:16:16-03","UEFS","HUEFS","97347","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Giulietti, A.M.","1041","1983","07","19",NA,"Brasil","São Paulo","Campos do Jordão","Reserva do Horto Florestal.","-45.5900001525879","-22.7299995422363",NA,NA,"HUEFS0097347","HUEFS0097347",NA,NA,NA,NA,NA,NA,"21048","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"121","2019-10-07 09:16:15-03","UEFS","HUEFS","35913","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Barros, A.","7","1997","08","12",NA,"Brasil","Minas Gerais","Brumadinho","Retiro das Pedras.","-43.983611","-20.093056",NA,"Campo: 1.","HUEFS0035913","HUEFS0035913 HUEFS0035913_01",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae","43W59'1''","20S5'35''",NA,NA,NA,NA,NA
"122","2019-10-07 09:16:15-03","UEFS","HUEFS","35946","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Lombardi, J.A.","1836","1997","07","13",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra Canastra.","-46.664444","-20.171389",NA,"Campo limpo.","HUEFS0035946","HUEFS0035946","1396","1396",NA,NA,NA,NA,NA,NA,"Asteranae","46W39'52''","20S10'17''",NA,NA,NA,NA,NA
"123","2019-10-07 09:16:15-03","UEFS","HUEFS","35957","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Silveira, V.M.","1","1998","05","16",NA,"Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.983333","-20.1",NA,NA,"HUEFS0035957","HUEFS0035957","1400","1400",NA,NA,NA,NA,NA,NA,"Asteranae","43W59'","20S6'",NA,NA,NA,NA,NA
"124","2019-10-07 09:16:16-03","UEFS","HUEFS","49662","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Barros, A.","7","1997","08","12",NA,"Brasil","Minas Gerais","Brumadinho","Retiro das Pedras.","-43.983333","-20.083333",NA,"Campo.","HUEFS0049662",NA,"1480","1480","R.M.Harley","2001","05",NA,NA,NA,"Asteranae","43W59'","20S5'",NA,NA,NA,NA,NA
"125","2019-10-07 09:16:16-03","UEFS","HUEFS","251813","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Fernandes, M.G.C.","BHZB3743","2003","07","15",NA,"Brasil","Minas Gerais","Congonhas",NA,"-43.8577995300293","-20.4997005462646",NA,"Campo rupestre.","HUEFS0251813","HUEFS0251813",NA,NA,NA,NA,NA,NA,"16368","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"126","2019-10-07 09:16:16-03","UEFS","HUEFS","93948","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Brieger, A.","7089","1986","10","18",NA,"Brasil","São Paulo","Corumbataí",NA,"-47.6199989318848","-22.2199993133545",NA,"Cerrado.","HUEFS0093948","HUEFS0093948",NA,NA,"R.M.Harley","2006","08",NA,"14989","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"127","2019-10-07 09:16:16-03","UEFS","HUEFS","61406","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Souza, J.P.de","199","1995","10","14",NA,"Brasil","Minas Gerais","Itabirito","Ca. 10 km da cidade em direção a Belo Horizonte.","-43.801399230957","-20.2532997131348",NA,"Campo rupestre.","HUEFS0061406","HUEFS0061406",NA,NA,"R.M.Harley","2003","08",NA,"20553","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"128","2019-10-07 09:16:15-03","UEFS","HUEFS","32218","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Harley, R.M.","SPF33298","1984","07","14",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Mendanha ca. de 10km.","-43.6002998352051","-18.2493991851807",NA,NA,"HUEFS0032218","HUEFS0032218",NA,NA,NA,NA,NA,NA,"101169","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"129","2019-10-07 09:16:16-03","UEFS","HUEFS","82016","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Harley, R.M.","CFCR4483","1984","07","14",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Mendanha (MG2) ca. 10Km.","-43.6002998352051","-18.2493991851807",NA,"Campo rupestre.","HUEFS0082016","HUEFS0082016",NA,NA,"R.M.Harley","2007","05",NA,"101169","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"130","2019-10-07 09:16:16-03","UEFS","HUEFS","82014","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Cordeiro, I.","CFCR10191","1986","09","08",NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrosio. Espigão do Meio. Fazenda Vargem do Anjo.","-43.0092010498047","-18.2936000823975",NA,"Solo arenoso.","HUEFS0082014","HUEFS0082014","830","830","R.M.Harley","2007","03",NA,"26996","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"131","2019-10-07 09:16:16-03","UEFS","HUEFS","82017","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Mello-Silva, R.","CFCR7824","1985","07","31",NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio, Morro da Virada do Mato Virgem.","-43.0092010498047","-18.2936000823975",NA,NA,"HUEFS0082017","HUEFS0082017",NA,NA,"R.M.Harley","2007","05",NA,"26996","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"132","2019-10-07 09:16:16-03","UEFS","HUEFS","82025","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Horta, M.B.","179","1987","07","30",NA,"Brasil","Minas Gerais","Moeda","Serra da Moeda.","-44.0527992248535","-20.3330993652344",NA,"Campo rupestre.","HUEFS0082025","HUEFS0082025","1400","1400","R.M.Harley","2007","02",NA,"14750","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"133","2019-10-07 09:16:15-03","UEFS","HUEFS","26994","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Krieger, L.","CESJ15421","1955","07","20",NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Curral.","-43.937801361084","-19.9207992553711",NA,NA,"HUEFS0026994","HUEFS0026994",NA,NA,NA,NA,NA,NA,"17082","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"134","2019-09-04 19:26:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","fragilifolia","Hyptis fragilifolia",NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA
"135","2019-09-04 18:30:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,"J. B. E. Pohl","2866",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA
"136","2018-05-14 16:49:01-03","F","FMNH-SEEDPLANTS","V0144452F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,"E. H. Amorim","982",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,"V0144452F","V0144452F_01 V0144452F_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"982",NA,NA,NA
"137","2015-03-07 08:47:52-03","F","FMNH-SEEDPLANTS","V0144453F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0144453F","V0144453F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"138","2015-03-07 08:47:52-03","F","FMNH-SEEDPLANTS","V0144454F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0144454F","V0144454F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"139","2015-03-07 08:47:52-03","F","FMNH-SEEDPLANTS","V0144455F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0144455F","V0144455F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"140","2015-03-07 08:47:52-03","F","FMNH-SEEDPLANTS","V0144456F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0144456F","V0144456F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"141","2015-03-07 08:47:52-03","F","FMNH-SEEDPLANTS","V0144457F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0144457F","V0144457F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"142","2015-03-07 08:47:52-03","F","FMNH-SEEDPLANTS","V0144458F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0144458F","V0144458F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"143","2015-03-07 08:48:12-03","F","FMNH-SEEDPLANTS","V0145821F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0145821F","V0145821F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"144","2015-03-07 08:48:12-03","F","FMNH-SEEDPLANTS","V0145822F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0145822F","V0145822F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"145","2019-09-04 18:33:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","nervosa","Hyptis nervosa",NA,"J. B. E. Pohl",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Isotype",NA
"146","2015-03-07 08:48:02-03","F","FMNH-SEEDPLANTS","V0144798F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","nervosa","Hyptis nervosa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0144798F","V0144798F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"147","2019-01-22 15:29:08-02","F","FMNH-SEEDPLANTS","V0360044F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","nervosa","Hyptis nervosa",NA,"J. B. E. Pohl","6170",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0360044F","V0360044F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Possible type",NA
"148","2019-09-04 18:55:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","rigida","Hyptis rigida",NA,"J. B. E. Pohl","6171",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA
"149","2019-01-25 15:41:40-02","IAC","IAC","2550","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","J.E. Rombouts","36","1938","06","15",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5914","-22.7394",NA,NA,NA,NA,NA,NA,"A. Gehrt","1939","09","30",NA,NA,NA,"-45.5914","-22.7394",NA,NA,NA,NA,NA
"150","2019-01-25 15:41:40-02","IAC","IAC","6430","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","A.P. Viégas","s/nº","1941","07","05",NA,"Brasil",NA,NA,"Estrada Poços de Caldas, 5Kms, divisa São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"A.S. Lima","1942","01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
