"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","class","sex"
"11","2020-11-04 11:01:55-03","ESALQ","ESA","8578","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Loeuille, B.","Sakuragui, C.M. ; Souza, V.C.","212.0","1990","08","06",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"ESA008578","ESA008578","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:01:55-03","ESALQ","ESA","82970","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Loeuille, B.","Araújo, A.O.; Romão, G.O.; Vieira, S.",NA,"2003","01","08",NA,"Brasil","Minas Gerais","ca. 8 km de Diamantina na estrada para Mendanha","1230","1230",NA,"arbusto 1-1,5 m; flores roxas","ESA082970","ESA082970","Diamantina",NA,"-18.18","-43,543,333","-18.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:01:55-03","ESALQ","ESA","18942","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Loeuille, B.","Souza, V.C. et al.","8451.0","1995","03","13",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"ESA018942","ESA018942","Pedro Lessa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:01:55-03","ESALQ","ESA","60158","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Loeuille, B.","Souza, V.C. ; Souza, J.P.","22159.0","1999","03","14",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, 3 - 6 Km da estrada Diamantina - Gouveia. Campo rupestre.",NA,NA,NA,"Subarbusto; corola alvo-arroxeada; anteras violeta.","ESA060158","ESA060158","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:01:55-03","ESALQ","ESA","87781","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Loeuille, B.","Romão, G.O.","962.0","2003","02","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"ESA087781","ESA087781","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:01:55-03","ESALQ","ESA","22059","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Loeuille, B.","Souza, V.C. et al.","8483.0","1995","03","13",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"ESA022059","ESA022059","Presidente Kubitschek","-43.562198638916","-18.6144008636475",NA,NA,"13347","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:36:08-03","MN","R","15574","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Semir, J.","Glaziou, A.F.M.","19489","1892","04","04",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Plantas do Brasil Central","R000015574","R000015574_001",NA,NA,NA,NA,NA,NA,NA,"1992","11",NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:34:19-02","IPA","IPA","50131","S","Plantae","Plantae",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Semir, J.","Brazão, J.E.M.","240","1981","09","19","Southern America","Brasil","Minas Gerais","Refúgio Ecológico, Em locais com afloramentos rochosos",NA,NA,NA,"Arbusto bastante frequênte 1m de altura, caule escuro e inflorescência roxa.; Solo litólico.","IPA0050131",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto","1997",NA,NA,NA,NA,NA,NA,NA
"19","2019-02-15 11:34:19-02","IPA","IPA","89167","S","Plantae","Plantae",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch. Bip.","Loeuille, B.","Shepherd, G.J.; Kinoshita, L.S.; Andrade, J.B.; Tamashiro, J.Y.; Kinoshita, L.S.; Andrade, J.B.; Tamashiro, J.Y.","3854","1976","11","30","Southern America","Brasil","Minas Gerais","estrada Santo Hipólito a Diamantina, Km 81.",NA,NA,NA,"Arbusto até 3m; flores lilases.","IPA0089167","IPA0089167",NA,NA,NA,NA,NA,NA,NA,"2015","04","27",NA,NA,NA,NA,NA
"20","2021-03-01 16:24:37-03","UNICAMP","UEC","111655","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Monge, M","Lopes, NP","203","1999","03","10",NA,"Brazil","Minas Gerais","Próximo ao km 574, rodovia Diamantina-Araçuai.",NA,NA,NA,"Planta com aproximadamente 1,7m de altura com aquênios e sementes.","UEC125262","UEC125262",NA,NA,NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:24:37-03","UNICAMP","UEC","111656","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Monge, M","Lopes, NP","218","1999","03","11",NA,"Brazil","Minas Gerais","Km 505 da rodovia MG-BR 259 margem esquerda logo após a primeira curva.",NA,NA,NA,"Planta com aproximadamente 60 cm de altura com folhas pequenas, com flores e aquênios.","UEC125219","UEC125219",NA,NA,NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:37-03","UNICAMP","UEC","111657","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Monge, M","Lopes, NP","206","1999","09","10",NA,"Brazil","Minas Gerais","Próximo ao km 578 rodovia Diamantina-Araçuai (PLACA DA FIAT EDVEL VEÍCULOS).",NA,NA,NA,"Planta com aproximadamente 1,0 m de altura com flores roxas/lilás e pesençade aquênios.","UEC125221","UEC125221",NA,NA,NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:24:37-03","UNICAMP","UEC","111658","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Lopes, NP","200","1999","09","09",NA,"Brazil","Minas Gerais","Estrada Serro-Diamantina (margem direita).",NA,NA,NA,"Planta com 2,0m de altura, com flor roxa e com aquênios (dos dois tipos).","UEC125267","UEC125267",NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:37-03","UNICAMP","UEC","3116","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J; Monge, M","Shepherd, GJ; Andrade, JB; Kinoshita, LS; Tamashiro, JY","3854","1976","11","30",NA,"Brazil","Minas Gerais","Estrada Santo Hipólito a Diamantina, km 81.",NA,NA,NA,"Arbusto 3,0m, flores lilás.; Mata.","UEC125242","UEC125242",NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:06:00-03","UNICAMP","UEC","117572","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","00/35","2000","11","30",NA,"Brazil","Minas Gerais","Estrada Diamantina-São Gonçalo do Rio das Pedras, km 9,5 , lado D em direção á S.G.R.Pedras.","1090","1090",NA,NA,"UEC125254","UEC125254",NA,"-43.556944","-18.312222","-43.556944","-18.312222",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:06:00-03","UNICAMP","UEC","117582","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","00/31","2000","11","29",NA,"Brazil","Minas Gerais","Estrada Conselheiro Mata, km 165, afloramento ao lado E em direção à Cons. Mata.",NA,NA,NA,NA,"UEC125256","UEC125256","Diamantina","-43.889444","-18.308889","-43.889444","-18.308889",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:37-03","UNICAMP","UEC","117584","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","0016","2000","11","29",NA,"Brazil","Minas Gerais","Estrada para Biribiri, km 42, lado E em direção à Biribiri.","1150","1150",NA,"Arbusto 1m.","UEC005785","UEC005785","Diamantina","-43.623889","-18.199167","-43.623889","-18.199167",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:06:00-03","UNICAMP","UEC","117590","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","00/41","2000","11","30",NA,"Brazil","Minas Gerais","Estrada São Gonçalo do Rio das Pedras-Milho Verde, km 36 da estrada Diamantina-Serro.","1220","1220",NA,NA,"UEC125249","UEC125249",NA,"-43.488056","-18.448333","-43.488056","-18.448333",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:06:00-03","UNICAMP","UEC","117591","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Mansanares, ME; Belinello, R; Vitta, FA","00/38","2000","11","30",NA,"Brazil","Minas Gerais","Estrada Diamantina-São Gonçalo do Rio das Pedras, km 13, lado E em direção à S.G.R.Pedras.","1200","1200",NA,NA,"UEC125246","UEC125246",NA,"-43.547778","-18.336389","-43.547778","-18.336389",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:06:00-03","UNICAMP","UEC","120397","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01/106","2001","06","20",NA,"Brazil","Minas Gerais","Estrada para Conselheiro Mata.","1305","1305",NA,NA,"UEC125248","UEC125248","Diamantina","-43.886611","-18.310139","-43.886611","-18.310139",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:06:00-03","UNICAMP","UEC","120401","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01/95","2001","06","20",NA,"Brazil","Minas Gerais","Estrada para Conselheiro Mata.","1559","1559",NA,NA,"UEC125258","UEC125258","Diamantina","-43.72","-18.282306","-43.72","-18.282306",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:37-03","UNICAMP","UEC","120407","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Monge, M","Semir, J; Mansanares, ME; Belinello, R","01/173","2001","06","21",NA,"Brazil","Minas Gerais","Estrada para São João da Chapada, 20 km do asfalto.","1216","1216",NA,"Arbusto 1,70m.; Crescendo em campo pedregoso/arenoso.","UEC125264","UEC125264","Diamantina","-43.729083","-18.129583","-43.729083","-18.129583",NA,NA,"2013","07","07",NA,NA,NA,NA,NA
"33","2021-03-01 16:24:37-03","UNICAMP","UEC","120415","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01/14","2001","06","19",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"Arbusto até 2m.","UEC125255","UEC125255","Gouveia","-43.87525","-18.580472","-43.87525","-18.580472",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:24:37-03","UNICAMP","UEC","120460","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J; Monge, M","Semir, J; Mansanares, ME; Belinello, R","01/08","2001","06","19",NA,"Brazil","Minas Gerais","Estrada Curvelo-Gouveia, 1 km à frente do km 509 em direção à Gouveia.","1163","1163",NA,"Subarbusto, +/- 1,20m.","UEC125260","UEC125260",NA,"-43.949361","-18.60175","-43.949361","-18.60175",NA,NA,"2012","02",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:37-03","UNICAMP","UEC","120513","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J; Monge, M","Semir, J; Mansanares, ME; Belinello, R","01/06","2001","06","19",NA,"Brazil","Minas Gerais","Estrada Curvelo-Gouveia, 1 km à frente do km 509 em direção à Gouveia.","1163","1163",NA,"Subarbusto de aproximadamente 1,20m.","UEC125259","UEC125259",NA,"-43.899361","-18.60175","-43.899361","-18.60175",NA,NA,"2012","04",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:24:37-03","UNICAMP","UEC","120712","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Gibbs, PE; Monteiro, R","18355","1986","01","22",NA,"Brazil","Minas Gerais","Diamantina-Curvuelo, 8 km de Diamantina.",NA,NA,NA,"Flores lilás, até. ca. 1,80m.","UEC125252","UEC125252",NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:24:37-03","UNICAMP","UEC","127821","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Souza, VC; Miyagi, PH; Souza, JP","s.n.","1995","03","13",NA,"Brazil","Minas Gerais","Ca. 20 km de Datas em direção a Serro, km 444.","1200","1200",NA,"Arbusto, ca. 1,2 m alt.; flores roxo-claras.; Campo rupestre, arenoso.","UEC125233","UEC125233","Presidente Kubischeck","-43.593306","-0.571889","-43.593306","-0.571889",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:24:37-03","UNICAMP","UEC","133224","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Vichnewski, W","451","1998","07","09",NA,"Brazil","Minas Gerais","Na BR 367 no km 572 de Merdanha para Diamantina.",NA,NA,NA,"Arbusto 2 m, flores lilases.","UEC125228","UEC125228",NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:24:37-03","UNICAMP","UEC","133225","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Vichnewski, W","457","1998","07","10",NA,"Brazil","Minas Gerais","km 166 da estrada de terra para Conselheiro Mata.",NA,NA,NA,"Arbusto 2 m, flores lilases (jovens); flores cremes (adultos).","UEC125227","UEC125227",NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:24:37-03","UNICAMP","UEC","135553","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Monge, M","Nakajima, JN; Romero, R","3103","2001","04","01",NA,"Brazil","Minas Gerais","Estrada Diamantina-Conselheiro Mata (km 162), 29 km do trevo.","1221","1221",NA,"Arvoreta, ca. 1,8m. Brácteas involucrais esverdeadas, corola e ramos do estilete lilás, anteras arroxeadas.; Campo rupestre.","UEC125222","UEC125222",NA,"-43.909167","-18.314444","-43.909167","-18.314444",NA,NA,"2011","04",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:24:37-03","UNICAMP","UEC","127889","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Monge, M","Souza, VC; Miyagi, PH; Souza, JP","8451","1995","03","13",NA,"Brazil","Minas Gerais","Ca. 5 km de Trinta Réis em direção a Pedro Lessa. Km 437 da rodovia Serro-Datas.","1200","1200",NA,"Arbusto, ca. 1,0 m alt.; flores roxo-claras.; Campo rupestre; arenoso.","UEC125218","UEC125218","Pedro Lessa","-43.554056","-18.551694","-43.554056","-18.551694",NA,NA,"2011","04",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:24:37-03","UNICAMP","UEC","170270","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J; Monge, M","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9646","2009","03","01",NA,"Brazil","Minas Gerais","Cadeia do Espinhaço. Nature trail on property of Pousada Real ( formely Pousada Jardim da Serra ) on a ridge just east of the city of Diamantina off of Estrada do Cruzeiro Luminosa.","1211","1211",NA,"Coarse shrub to 2,5 m tall. Florets purple, turning white then broen. Commom.; Campo rupestre vegetation.","UEC010515","UEC010515","Diamantina","-43.968944","-18.3995","-43.968944","-18.3995",NA,NA,"2013","04",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:24:37-03","UNICAMP","UEC","138605","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Mello-Silva, R; Pirani, JR; Calió, MFA; Lepis, KB; Riina, R; Lovo, J","2475","2004","01","23",NA,"Brazil","Minas Gerais","15 km da saída norte de Diamantina (6,2 km norte da ponte sobre o córrego Soberbo) na estrada para Mendanha (BR367).",NA,NA,NA,"Até 4m alt. Flores lilases bem claras. Anteras lilases.; Afloramentos rochosos com candeia (Vanillosmopsis).","UEC125265","UEC125265","Diamantina","-43.522778","-18.2","-43.522778","-18.2",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:06:01-03","UNICAMP","UEC","169411","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Verola, CF; Costa, IR","58/2007","2007","05","17",NA,"Brazil","Minas Gerais","Estrada Diamantina Cons-Mata, primeira curva antes do grande inselberg.","4198","4198",NA,NA,"UEC063093","UEC063093","Diamantina","-43.753889","-18.3","-43.753889","-18.3",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:06:01-03","UNICAMP","UEC","169427","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Verola, CF; Costa, IR","76/207","2007","05","18",NA,"Brazil","Minas Gerais","Estrada Diamantina - Araguaí, Caminho dos Escravos.","4560","4560",NA,NA,"UEC063075","UEC063075","Diamantina","-43.602944","-18.216694","-43.602944","-18.216694",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 10:06:01-03","UNICAMP","UEC","169507","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Verola, CF; Costa, IR","59/2007","2007","05","15",NA,"Brazil","Minas Gerais","Estrada Diamantina Cons-Mata, km .","4171","4171",NA,NA,"UEC063003","UEC063003","Diamantina","-43.83875","-18.2985","-43.83875","-18.2985",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:06:01-03","UNICAMP","UEC","169517","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Verola, CF; Costa, IR","652007","2007","05","17",NA,"Brazil","Minas Gerais","Estrada Diamantina Cons-Mata, km 171.",NA,NA,NA,NA,"UEC063017","UEC063017","Diamantina","-43.837486","-18.2985","-43.837486","-18.2985",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:06:01-03","UNICAMP","UEC","169519","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.","Semir, J","Verola, CF; Costa, IR","62/2007","2007","05","17",NA,"Brazil","Minas Gerais","Estrada Diamantina Cons-Mata, km 171.","4171","4171",NA,NA,"UEC063016","UEC063016","Diamantina","-43.83875","-18.2985","-43.83875","-18.2985",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
