"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","infraspecificEpithet"
"93","2020-10-14 10:02:27-03","FURB","FURB","27841","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2010","08","25","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","3077","2010","07","13","Brasil","Santa Catarina","Blumenau","Área Virgem Parque Nacional da Serra do Itajaí.","-49.1391666","-27.0969444","-49.1391666","-27.0969444","660","660",NA,"FURB09158","FURB09158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:02:27-03","FURB","FURB","28961","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Cadorin, TJ","2010","05","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2137","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Epífita IFFSC e993b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB27873","FURB27873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:02:27-03","FURB","FURB","28991","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Cadorin, TJ","2010","09","27","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2557","2010","06","15","Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111","-49.0269445","-27.2636111","1097","1097",NA,"FURB09157","FURB09157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:02:27-03","FURB","FURB","3256","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Sevegnani, L","1998","03","04","Sevegnani, L.",NA,"1998","03","04","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,NA,"FURB09178","FURB09178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 10:02:27-03","FURB","FURB","32597","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2011","08","04","Verdi, M.; Martins, E.M. & Veiga, O.N.","5432","2010","08","18","Brasil","Santa Catarina","Itaiópolis","Moema.","-49.7694445","-26.5494444","-49.7694445","-26.5494444","796","796",NA,"FURB09156","FURB09156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 10:02:27-03","FURB","FURB","32598","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Verdi, M","2010","08","18","Verdi, M.; Martins, E.M. & Veiga, O.N.","5431","2010","08","18","Brasil","Santa Catarina","Itaiópolis","Moema.","-49.7694445","-26.5494444","-49.7694445","-26.5494444","796","796",NA,"FURB09155","FURB09155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-10-14 10:02:27-03","FURB","FURB","35952","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Cadorin, TJ","2011","04","29","Cadorin, T.J.; Oliveira, C.P.L.","3149","2011","04","29","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1480555","-26.3133333","-49.1480555","-26.3133333","393","393",NA,"FURB09154","FURB09154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-10-14 10:02:27-03","FURB","FURB","35953","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Cadorin, TJ","2011","04","26","Cadorin, T.J.; Oliveira, C.P.L.","3150","2011","04","26","Brasil","Santa Catarina","Joinville",NA,"-49.1544444","-26.3","-49.1544444","-26.3000000","644","644",NA,"FURB09153","FURB09153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-10-14 10:02:27-03","FURB","FURB","36929","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2011","12","12","Caetano, J.O.",NA,"2011","12","08","Brasil","Santa Catarina","Benedito Novo","Próximo à Ceesan liberdade.","-49.4283334","-26.7866666","-49.4283334","-26.7866666","377","377",NA,"FURB09152","FURB09152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-10-14 10:02:27-03","FURB","FURB","42510","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Caglioni, E","2012","02","20","Caglioni, E.; et al.","160","2012","02","20","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.0591667","-49.0783334","-27.0591667","320","320",NA,"FURB09151","FURB09151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 10:02:27-03","FURB","FURB","50965","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2016","05","19","Caglioni, E.; Junckes, A.R.","647","2016","05","04","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.9338889","-26.8033333","-48.9338889","-26.8033333","540","540",NA,"FURB50965","FURB50965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-14 10:02:27-03","FURB","FURB","51952","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gissi, DS","2016","09","23","Schwirkowski, P.","1846","2016","09","23","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Trilha do Parque das Aves.","-49.2766667","-26.3630556","-49.2766667","-26.3630556","150","150","Epífita, heliófita","FURB51952","FURB51952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:02:27-03","FURB","FURB","56035","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, A.L.","2017","11","28","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1435","2017","11","10","Brasil","Santa Catarina","Palhoça",NA,"-48.69","-27.72","-48.6900000","-27.7200000","108","108",NA,"FURB56035","FURB56035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:02:27-03","FURB","FURB","6627","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","et al.; Costa, LV","2007","09","28","Gasper, A.L. de","666","2007","07","29","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB09177","FURB09177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-24 16:38:36-03","FURB","FURB","66941","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gonzatti, F.","2018","11",NA,"Gonzatti, F.; Valduga, E. & Kulkamp, J.","3705","2017","07","29","Brasil","Santa Catarina","São Bonifácio",NA,"-48.9297223","-27.9019444","-48.9297223","-27.9019444","1201","1201",NA,"FURB66941","FURB66941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:02:27-03","FURB","FURB","6954","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2007","11","01","Gasper, A.L. de","854","2007","10","28","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB09176","FURB09176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:02:27-03","FURB","FURB","7533","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2008","05","08","Ceolin, L.M.",NA,"2008","05","03","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1080556","-27.0169444","-49.1080556","-27.0169444",NA,NA,NA,"FURB09175","FURB09175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-16 17:56:29-03","UCS","HUCS","43640","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Gasper, A.L.","2010","04","26","Stival-Santos, A.","2436","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves","-48.96","-27.54","-48.96","-27.54","718","718","FOD; estágio avançado; pastagem; epífita","HUCS002235","HUCS002235",NA,NA,"Pteridophyta","Lycopodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-16 17:56:29-03","UCS","HUCS","43669","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Gasper, A.L.","2009","06","06","Gasper, A.L.","2178","2009","06","05","Brasil","Santa Catarina","Brusque","RPPN Vhácara Dona Edith","-48.896667","-27.100833","-48.896667","-27.100833","112","112","FOD, estágio avançado, borda da mata, epífita.","HUCS002229","HUCS002229",NA,NA,"Pteridophyta","Lycopodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-16 17:56:29-03","UCS","HUCS","45063","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Cadorin, T.J.","2010","05","06","Cadorin, T.J.","1986","2010","05","06","Brasil","Santa Catarina","Joinville",NA,"-49.047778","-26.1925","-49.047778","-26.1925","576","576",NA,"HUCS002241","HUCS002241",NA,NA,"Pteridophyta","Lycopodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-16 17:56:29-03","UCS","HUCS","45087","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Schmitt, J.L.","2009","10","13","Schmitt, J.L.","310","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema","-49.23","-27.27","-49.23","-27.27","569","569","epífita de tronco caído;; Floresta Ombrófila Densa; Estágio Avançado","HUCS002230","HUCS002230",NA,NA,"Pteridophyta","Lycopodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-16 17:56:29-03","UCS","HUCS","48798","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Gonzatti, F.","2018","11",NA,"Gonzatti, F.","3705","2017","07","29","Brasil","Santa Catarina","São Bonifácio","Serra do Tabuleiro","-48.897389","-27.821833","-48.897389","-27.821833","1201","1201","Erva humícola em depósito de húmus na mata nebular","HUCS002242","HUCS002242",NA,NA,"Pteridophyta","Lycopodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-16 17:56:29-03","UCS","HUCS","7373","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Gonzatti, F.","2019","10",NA,"Sehnem, A.","s.n.","1941","03","03","Brasil","Santa Catarina","Florianópolis","Ilhade de Catarina - Morro do Antão","-48.5491981506348","-27.596700668335",NA,NA,"250","250","epiphytum","HUCS002236","HUCS002236","27000","auto","Pteridophyta","Lycopodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-14 16:10:24-03","UFC","EAC","18936","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B.Øllg.","Barros, I.C.L.","2003","03",NA,"Félix, L.P.","s.n.","1992","10","04","Brasil","Ceará","Maranguape","Próximo à Pedra da Rajada, Serra de Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"Epífita pendulosa, frequente, no interior da mata.","EAC0018936","EAC0018936","40608","auto","Lycopodiopsida",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-01-07 11:06:27-03","UFSM","SMDB","19464","S","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Ollg.","Gonzatti, F","2018","11",NA,"Gonzatti, F; Valduga, E; Kulkamp, J","3705","2017","07","29","Brasil","Santa Catarina","São Bonifácio","Serra do Tabuleiro","-48.8975","-27.821944","-48.8975","-27.821944","120","120","HUCS 48798 . Erva humícola; depósito de húmus em mata nebular","SMDB019464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:32:03-03","MBM","MBM","286400","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Dittrich, VA de O",NA,NA,NA,"Freitas, O.","23","1942","02","26","Brazil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM286400","MBM286400","30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:32:03-03","MBM","MBM","11132","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.","21405","1969","04","23","Brazil","Paraná","Paranaguá","Baía de Paranaguá, Piaçaguera","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM011132","MBM011132","24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:32:03-03","MBM","MBM","181537","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Smith, A.R.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","803","1995","03","25","Brazil","Paraná","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM181537","MBM181537","24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:32:03-03","MBM","MBM","283800","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Smith, A.R.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","3766","2003","07","01","Brazil","Paraná","Paranaguá","Trilha para a Torre da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM283800","MBM283800","24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:32:03-03","MBM","MBM","192127","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Labiak, P.",NA,NA,NA,"Labiak, P.","96","1994","03","26","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"= 187675","MBM192127","MBM192127","18121","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:32:03-03","MBM","MBM","346014","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Gasper, A.L. de","2008","08","20","Gasper, A.L. de; et al.; et al.","1655","2008","03","25","Brazil","Santa Catarina","Ponte Alta","Morro do Funil","-50.380298614502","-27.4841995239258",NA,NA,"1135","1135","Epífita. FOM Alto Montana. Classe da floresta estágio avançado de regeneração","MBM346014","MBM346014","33166","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:32:03-03","MBM","MBM","18703","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.","14164","1966","03","25","Brazil","Paraná","Antonina","Cacatu","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM018703","MBM018703","38300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:32:03-03","MBM","MBM","27888","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.","32989","1973","10","31","Brazil","Paraná","Antonina","Rio Pequeno","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM027888","MBM027888","38300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:32:03-03","MBM","MBM","18697","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Morton, C.V.",NA,NA,NA,"Hatschbach, G.","7818","1961","01","22","Brazil","Paraná","Campina Grande do Sul","Rio Pardinho","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM018697","MBM018697","55154","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:32:03-03","MBM","MBM","87657","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Salino, A.",NA,NA,NA,"Hatschbach, G.; Callejas, R.; Callejas, R.","47175","1983","11","30","Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM087657","MBM087657","37295","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:32:03-03","MBM","MBM","1495","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","14701","1966","09","13","Brazil","Paraná","Morretes","Estrada Itupava, Rio São João","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM001495","MBM001495","30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:32:03-03","MBM","MBM","7566","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.","19568","1968","08","08","Brazil","Paraná","Morretes","Rio Sagrado de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM007566","MBM007566","30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:32:03-03","MBM","MBM","3512","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.","16785","1967","07","25","Brazil","Paraná","Paranaguá","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM003512","MBM003512","24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:32:03-03","MBM","MBM","203922","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Salino, A.",NA,NA,NA,"Souza, W.S.","s.n.","1986","03","28","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM203922",NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:32:03-03","MBM","MBM","203921","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Salino, A.",NA,NA,NA,"Souza, W.S.","84","1986","03","28","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM203921",NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:32:03-03","MBM","MBM","203920","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Salino, A.",NA,NA,NA,"Souza, W.S.; et al.; et al.","s.n.","1988","05","28","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM203920",NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:32:03-03","MBM","MBM","187675","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Labiak, P.",NA,NA,NA,"Labiak, P.","96","1994","03","26","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"= 192127","MBM187675","MBM187675","18121","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:32:03-03","MBM","MBM","333016","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Matos, F.B.","2005",NA,NA,"Matos, F.B.; et al.; et al.","834","2005","10","06","Brazil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Corvo.","-48.7118988037109","-25.4286003112793",NA,NA,"60","60","Epífita próximo ao solo, no interior da mata. Floresta Ombrófila Densa.","MBM333016","MBM333016","38300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:32:03-03","MBM","MBM","9125","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.","20966","1969","01","30","Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM009125","MBM009125","55154","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:32:03-03","MBM","MBM","18704","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Windisch, P.G.",NA,NA,NA,"Hatschbach, G.","16301","1967","04","13","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM018704","MBM018704","37295","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:32:03-03","MBM","MBM","386087","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Michelon, C.","2010","05","23","Michelon, C.; et al.; et al.","1088","2011","05","18","Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"870","870","Epífita.; Floresta de galeria.","MBM386087","MBM386087","56988","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:32:08-03","MBM","MBM","409074","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Lozano, E.D.","2017","05","25","Barboza, E.; Silva, J.M.; Brotto, M.L.; Silva, J.M.; Brotto, M.L.","4578","2017","04","19","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.711389","-24.853889","-48.711389","-24.853889","890","890","Erva epífita.; Floresta Ombrófila Densa Montana.","MBM409074","MBM409074",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:32:08-03","MBM","MBM","411591","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Cadorin, T.J.","2009","11","21","Cadorin, T.J.; Clemes, S.M.; Oliveira, C.; Clemes, S.M.; Oliveira, C.","616","2009","11","21","Brazil","Santa Catarina","São Bento do Sul","Braço Esquerdo","-49.235556","-26.365","-49.235556","-26.365","417","417","Epífita; F.O.D.; Estágio avançado","MBM411591","MBM411591",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:32:08-03","MBM","MBM","428878","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","Lozano, E.D.","2019",NA,NA,"Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3244","2016","03","03","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.688861","-24.855","-48.688861","-24.855",NA,NA,"Epífita, 25 cm, interior da mata, topo de morro.; Floresta Ombrófila Densa Automontana.","MBM428878",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2015-09-03 16:08:52-03","MNHN","RECOLNAT_MNHN_P","P01238246","PreservedSpecimen",NA,"Pteridophyta","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"Glaziou, A.",NA,"1870","1","1","Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01238246' target='other'> <mi>dwc_moreinfo</mi></a>","P01238246","P01238246_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"2047",NA,NA
"143","2015-09-03 16:08:53-03","MNHN","RECOLNAT_MNHN_P","P01238254","PreservedSpecimen",NA,"Pteridophyta","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01238254' target='other'> <mi>dwc_moreinfo</mi></a>","P01238254","P01238254_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"2047",NA,NA
