"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","verbatimLongitude","verbatimLatitude","sex"
"11","2021-03-31 13:41:19-03","MN","R","35890","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana var.major","Cogn.","Hoehne, F.C.","Schwacke, C.A.W.","5507","1885","07","05",NA,"Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,NA,"23090","auto",NA,"var.major",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:26:39-03","IAP","PACA-AGP","66107","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb. f.","G. Pabst","Reitz & Klein","1904","1954","07","01",NA,"Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385","300","300",NA,"HBR 7979&nf;Flor verde e roxo. Habitat: Epífita da mata Fenofase: flor","PACA066107",NA,"27253","auto","Liliatae",NA,"1954",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:20:19-03","UNICAMP","UEC","160070","S","Plantae","Liliopsida",NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Forster, W","Moraes, PLR; Saka, MN; Rohwer, JG; Poli, LP","3269","2011","08","31",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque estudual Carlos Botelho. Estrada Principal.","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Epífita, botões verdes com a base e nervuras vináceas. Prensado em álcool.","UEC017841","UEC017841","27904","auto",NA,NA,"2011","12",NA,NA,NA,NA,NA,NA,NA
"14","2019-12-18 15:50:53-03","UFOP","OUPR","13856","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Magalhães-Gomes, F.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,"1893","11","19",NA,NA,NA,NA,NA,NA
"15","2019-08-16 08:40:26-03","UTFPR","HCF","15634","S","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","H. Ignowski","E.D. Lozano","1579","2013","10","16",NA,"Brasil","PR","Morretes","Estrada da Graciosa, Recanto Curva","-48.834400177002","-25.476900100708",NA,NA,NA,"epífita, 20 cm, flores vináceas, em árvore isolada em meio a churrasqueiras.",NA,NA,"30514","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:38:51-03","MBM","MBM","50117","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.","Pabst, G.","Hatschbach, G.","8207","1961","08","30","Southern America","Brazil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,"Epífita.","MBM050117","MBM050117","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:38:51-03","MBM","MBM","18162","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.","Pabst, G.","Hatschbach, G.","25377","1970","11","13","Southern America","Brazil","Paraná","Morretes","Serra Marumbi, Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,"Epífita.","MBM018162","MBM018162","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:38:51-03","MBM","MBM","387595","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.","Ignowski, H.","Lozano, E.D.; Buturi, C.V.; Pereira, S.F.; Engels, M.E.; Buturi, C.V.; Pereira, S.F.; Engels, M.E.","1579","2013","10","16","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Recanto Curva da Ferradura","-48.834400177002","-25.476900100708",NA,NA,NA,"Epífita, 20 cm, flores vináceaes, em árvore isolada em meio a churrasqueiras.; Floresta Ombrófila Densa Montana","MBM387595","MBM387595","30514","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2122","PreservedSpecimen","Plantae",NA,"Angiospermae","Orchidaceae","Stelis","hoehnei","Stelis hoehnei","Schltr.","F.J. Pabst","P. Capell S.J.","s.n.","1952","12",NA,NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"Heterotípico de Stelis ruprechtiana Rchb.f.&nf;&nf;Epífita.","002122",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-09-03 19:32:27-03","MNHN","RECOLNAT_MNHN_P","P00489404","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Corcovado",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489404' target='other'> <mi>dwc_moreinfo</mi></a>","P00489404","P00489404_01",NA,NA,NA,NA,NA,NA,NA,"6726",NA,NA,NA,NA,NA
"21","2015-09-03 19:32:27-03","MNHN","RECOLNAT_MNHN_P","P00489405","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, A.",NA,"1883","1","20",NA,"Brésil",NA,NA,"Petropolis",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489405' target='other'> <mi>dwc_moreinfo</mi></a>","P00489405","P00489405_01",NA,NA,NA,NA,NA,NA,NA,"14311",NA,NA,NA,NA,NA
"22","2015-09-03 19:32:27-03","MNHN","RECOLNAT_MNHN_P","P00489406","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, A.",NA,"1883","1","20",NA,"Brésil",NA,NA,"Petropolis",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489406' target='other'> <mi>dwc_moreinfo</mi></a>","P00489406","P00489406_01",NA,NA,NA,NA,NA,NA,NA,"14312",NA,NA,NA,NA,NA
"23","2015-09-03 19:32:27-03","MNHN","RECOLNAT_MNHN_P","P00489407","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, A.",NA,"1888","11","5",NA,"Brésil",NA,NA,"Alto Macahé",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489407' target='other'> <mi>dwc_moreinfo</mi></a>","P00489407","P00489407_01",NA,NA,NA,NA,NA,NA,NA,"17790",NA,NA,NA,NA,NA
"24","2015-09-03 19:32:27-03","MNHN","RECOLNAT_MNHN_P","P00489408","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil austro-oriental",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489408' target='other'> <mi>dwc_moreinfo</mi></a>","P00489408","P00489408_01",NA,NA,NA,NA,NA,NA,NA,"20500",NA,NA,NA,NA,NA
"25","2015-09-03 19:32:27-03","MNHN","RECOLNAT_MNHN_P","P00489409","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Moura, J.T. de",NA,"1887","6",NA,NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Serra des Orgaes, Therezopolis",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489409' target='other'> <mi>dwc_moreinfo</mi></a>","P00489409","P00489409_01",NA,NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA
"26","2015-09-03 19:29:06-03","MNHN","RECOLNAT_MNHN_P","P00489410","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Puiggary, J.I.",NA,"1888","12",NA,NA,"Brésil",NA,NA,"Apiahy",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489410' target='other'> <mi>dwc_moreinfo</mi></a>","P00489410","P00489410_01",NA,NA,NA,NA,NA,NA,NA,"3555",NA,NA,NA,NA,NA
"27","2021-02-11 17:21:02-03","UFPR","UPCB","84560","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb. f.","Toscano de Brito, A.","Santos, M.C., Bolson, M., | Santos, E | Peralta, D.","14","2015","08","28",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Morro Rochedinho","-48.834400177002","-25.476900100708",NA,NA,NA,"Possui amostra de DNA..","UPCB0036369","UPCB0036369","30514","auto",NA,NA,"2018","07","17",NA,NA,NA,NA,NA,NA
"28","2020-05-26 11:50:00-03","MO","MOBOT","101195181","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb. f.","fide Luer","Carl A. Luer|Jane Luer|Roberto Vásquez","Luer 12823","1988","1","15","South America","Bolivia","Cochabamba","Chapare","New road from Cochabamba to Villa Tunari",NA,NA,"1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"29","2018-06-22 05:25:00-03","MO","MOBOT","2483651","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb. f.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 2056",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"Itajaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2279721","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Stelis","hoehnei","Stelis hoehnei",NA,NA,"R. Reitz & R. M. Klein","4965","1957","10","3","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00450027","US00450027_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2279725","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Stelis","hoehnei","Stelis hoehnei",NA,NA,"R. Reitz & R. M. Klein","3452","1956","7","18","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00450029","US00450029_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2279727","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Stelis","hoehnei","Stelis hoehnei",NA,NA,"R. Reitz & R. M. Klein","3799","1956","9","28","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00450028","US00450028_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","2504726","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana",NA,NA,"R. Reitz & R. M. Klein","2910","1962","9","13","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00450147","US00450147_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2403219","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana",NA,NA,"R. Reitz & R. M. Klein","6854","1958","8","1","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00450145","US00450145_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2279667","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana",NA,NA,"R. Reitz & R. M. Klein","1904","1954","7","1","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00450146","US00450146_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","2504746","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana",NA,NA,"R. Reitz & R. M. Klein","10106","1960","10","8","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00450144","US00450144_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"37","2021-03-25 13:53:07-03","UNIVILLE","JOI","15348","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Mancinelli, W. S.","Mancinelli, W.S.","1025","2009","10","20",NA,"Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736","400","400",NA,"; HABITO: Epífita","JOI015348",NA,"13751","auto",NA,NA,"2010","03","02",NA,NA,NA,NA,NA,NA
"38","2020-08-20 20:37:57-03","UFSC","FLOR","61195","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Ignowski, H.","Lozano, E.D.; Buturi, C.V.; Pereira, S.F. & Engels, M.E.","1579","2013","10","16",NA,"Brasil","Paraná","Morretes","Estrada da Graciosa, Recanto Curva da Ferradura.","-48.834400177002","-25.476900100708",NA,NA,NA,"Epífita, 20 cm, flores vináceaes","FLOR0061195","FLOR0061195","30514","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-08-20 14:54:51-03","UFSC","FLOR","2674","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pabst, G.","Klein, R.M.; Bresolin, A.","10572","1972","12","14",NA,"Brasil","Santa Catarina","Águas Mornas","Rio Novo.","-48.823600769043","-27.6938991546631","900","900",NA,"epífito, flor roxa. Exemplar único.","FLOR0002674",NA,"26556","auto",NA,NA,"1974","06","25",NA,NA,NA,NA,NA,NA
"40","2020-08-20 20:37:56-03","UFSC","FLOR","3851","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pabst, G.","Klein, R.M.","7894","1968","10","16",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","490","490",NA,"epífito, flor roxa","FLOR0003851",NA,"27000","auto",NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-20 20:37:56-03","UFSC","FLOR","1555","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pabst, G.","Klein, R.M.; Bresolin, A.","7583","1967","09","28",NA,"Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","350","350",NA,"epífito, flor verde-marrom-escuro","FLOR0001555",NA,"27000","auto",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-08-20 14:54:51-03","UFSC","FLOR","3957","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pabst, G.","Klein, R.M.","9695","1971","09","21",NA,"Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736","300","300",NA,"epífita, flor creme, internamente roxa. (identificada originalmente por G. Pabst como Stelis hoenei Schltr., nome atualizado para S. ruprechtiana em 201 pela curadoria do FLOR).","FLOR0003957",NA,"13751","auto",NA,NA,"1975","10","20",NA,NA,NA,NA,NA,NA
"43","2020-08-20 20:37:56-03","UFSC","FLOR","1018","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pabst, G.","Klein, R.M.","2910","1962","09","13",NA,"Brasil","Santa Catarina","Lages","Alto da Serra, Encruzilhada.","-50.326099395752","-27.8160991668701","900","900",NA,"erva epífita, flor roxeada","FLOR0001018",NA,"70701","auto",NA,NA,"1963",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-08-20 14:54:51-03","UFSC","FLOR","3956","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pabst, G.","Klein, R.M.; Bresolin, A.","100999","1972","02","23",NA,"Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499","900","900",NA,"epífita, flor marrom","FLOR0003956",NA,"31105","auto",NA,NA,"1975","10","20",NA,NA,NA,NA,NA,NA
"45","2020-08-20 14:54:51-03","UFSC","FLOR","3961","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pabst, G.","Klein, R.M.; Souza Sobrinho, R.J. de","10492","1972","12","13",NA,"Brasil","Santa Catarina","Paulo Lopes","Bom Retiro.","-48.6836013793945","-27.9617004394531","400","400",NA,"epífito, flor em botão","FLOR0003961",NA,"23385","auto",NA,NA,"1975","10","20",NA,NA,NA,NA,NA,NA
"46","2020-08-20 14:54:51-03","UFSC","FLOR","1014","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pabst, G.","Reitz, R.; Klein, R.M.","10031","1960","10","06",NA,"Brasil","Santa Catarina","São Francisco do Sul","Garuva, Monte Crista.","-48.6380996704102","-26.2432994842529","900","900",NA,"epífita","FLOR0001014",NA,"23627","auto",NA,NA,"2011","11","23",NA,NA,NA,NA,NA,NA
"47","2014-10-09 13:58:32-03","UHH","HBG","502043","S","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Cogn.","Cogniaux, A.","Moura, J. de","29","1887","06","26","South America","Brazil",NA,NA,"Theresopolis (prov. Rio de Janeiro)",NA,NA,NA,NA,NA,"ex Herb. Kränzlin NEOTROP<br>Herbarium Hamburgense evacuated and inaccessible 1943-1992","HBG502043","HBG502043",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,NA
"48","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, AFM","14311",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientalis locis haud indicatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, AFM","14312",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientalis locis haud indicatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, AFM","20500",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientalis locis haud indicatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, AFM","17790",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientalis locis haud indicatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
