"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","eventTime","fieldNumber","individualCount","relatedCatalogItem","sex"
"145","2020-10-14 10:02:59-03","FURB","FURB","28823","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Oliveira, AA de","Korte, A.; Kniess, A.","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca.","-49.77","-26.8216667","-49.7700000","-26.8216667","701","701","Florística IFFSC 742 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","FURB30071","FURB30071","2011","02","23","3847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:02:59-03","FURB","FURB","3286","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R","Grippa, C.R.; Souza, N.L. de; Costa Silva, F. da & Bachmann, V.","2007","07","12","Brasil","Santa Catarina","Indaial","Warnow Alto.","-49.2683334","-27.0475","-49.2683334","-27.0475000","300","300","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo IV.","FURB30075","FURB30075","2009","10","03","692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:02:59-03","FURB","FURB","43992","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Bittencourt, F","Bittencourt, F.; Gasper, A.L. de & Rodrigues, A.V.","2014","04","21","Brasil","Santa Catarina","Brusque","Barracão.","-48.87","-27","-48.8700000","-27.0000000","45","45","solo arenoso. Projeto REFLORA FAPESC 14843/2011-1. Habitat: Floresta Ombrófila Densa; Estágio Médio; interior da mata Habito: arbustiva; Fruto verde;","FURB30073","FURB30073","2014","05","09","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:02:59-03","FURB","FURB","45790","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Oliveira, AA de","Oliveira, A.A. de","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Regeneração IFFSC 517 /O/56 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: flor inflorescência verde clara","FURB30072","FURB30072","2015","02","12","1144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-08 08:53:24-03","FURB","FURB","48669","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Oliveira, AA de","Oliveira, A.A. de","2015","10","30","Brasil","Santa Catarina","Garuva","Palmital.","-48.78","-26.0086111","-48.7800000","-26.0086111","39","39",NA,"FURB48669","FURB48669","2015","10","30","2695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:02:59-03","FURB","FURB","54127","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Oliveira, A. A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","06","07","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1758334","-26.5522222","-49.1758334","-26.5522222","180","180",NA,"FURB54127","FURB54127","2017","08","31","701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-08 08:53:24-03","FURB","FURB","62322","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Oliveira, A.A.","Kassner-Filho, A.","2019","01","13","Brasil","Santa Catarina","Ibirama","Fazenda Schacht.","-49.5619444","-26.9405555","-49.5619444","-26.9405555","762","762","flor branca Habitat: interior do fragmento Habito: arbusto","FURB62322","FURB62322","2019","08","13","4500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-16 17:53:45-03","UCS","HUCS","50190","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Oliveira, A.A. de","Korte, A.","2010","03","30","Brasil","Santa Catarina","Rodeio","São Pedro","-49.411389","-26.910278","-49.411389","-26.910278","611","611","Florística IFFSC 690 (Arbusto); arbusto; fruto com fruto; Floresta Ombrófila Densa; Estágio Médio",NA,NA,"2010","04","28","2318",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-16 17:53:45-03","UCS","HUCS","9177","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack","Wurdack, J.J.","Hatschbach, G.","1991","12","04","Brasil","Paraná","Guaraqueçaba","Rio Guaraqueçaba, próximo a barra","-48.3288993835449","-25.3066997528076",NA,NA,"10","10","arbusto 3m, flor alva; restinga arbórea",NA,NA,"1992",NA,NA,"56127",NA,NA,NA,NA,"Angiospermae","Myrtales","catharinensis","37295","auto",NA,NA,NA,NA,NA,NA
"154","2021-03-16 17:53:45-03","UCS","HUCS","9177","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack","Wurdack, J.J.","Hatschbach, G.","1991","12","04","Brasil","Paraná","Guaraqueçaba","Rio Guaraqueçaba, próximo a barra","-48.3288993835449","-25.3066997528076",NA,NA,"10","10","arbusto 3m, flor alva; restinga arbórea",NA,NA,"1992",NA,NA,"56127",NA,NA,NA,NA,"Angiospermae","Myrtales","catharinensis","37295","auto",NA,NA,NA,NA,NA,NA
"155","2014-10-14 15:56:54-03","BS","M","M-0165577","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata ssp. catharinensis","Wurdack",NA,"Reitz, R.","1949","11","24","Brasil",NA,NA,"Santa Catarina, Mata do Hoffmann, Brusque",NA,NA,NA,NA,NA,NA,NA,"M0165577",NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA,"Magnoliophyta","Myrtales","ssp. catharinensis",NA,NA,"Magnoliopsida","21:00",NA,NA,NA,NA
"156","2014-10-14 15:56:54-03","BS","M","M-0165577","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata ssp. catharinensis","Wurdack",NA,"Reitz, R.","1949","11","24","Brasil",NA,NA,"Santa Catarina, Mata do Hoffmann, Brusque",NA,NA,NA,NA,NA,NA,NA,"M0165577",NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA,"Magnoliophyta","Myrtales","ssp. catharinensis",NA,NA,"Magnoliopsida","21:00",NA,NA,NA,NA
"157","2019-06-27 10:25:39-03","UFES","VIES","11674","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R.","Meirelles, J.; Fraga, C.N. & Goldenberg, R.","2009","04","07","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.184700012207","-20.6035995483398",NA,NA,"1400","1400",NA,"VIES011674","VIES011674","2013",NA,NA,"292",NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA
"158","2021-02-12 18:12:15-03","UFES","VIES","12415","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R.","Gomes, J.M.L.","2000","10","14","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,"VIES012415","VIES012415","2013",NA,NA,"2904a",NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA
"159","2019-06-27 10:25:39-03","UFES","VIES","13803","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R.","Iglesias, D.T.; Dutra, V.F. & Barros, P.H.D.","2013","03","02","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,"VIES013803","VIES013803","2013",NA,NA,"148",NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA
"160","2020-04-27 16:10:35-03","UFES","VIES","30124","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R.","Dias, H.M.; Silva, A.E.","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"1500","1500",NA,"VIES030124",NA,"2013","11",NA,"761",NA,NA,NA,NA,NA,NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA
"161","2020-04-27 16:10:35-03","UFES","VIES","21440","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R.","Zorzanelli, J.P.F.; Silva, A.E.","2011","01","20","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,"VIES021440","VIES021440","2013","11",NA,"314",NA,NA,NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA
"162","2021-02-12 18:12:15-03","UFES","VIES","942","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R.","Santos, G.F.","1985","12","27","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"VIES000942","VIES000942","1999",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"163","2020-04-27 16:10:35-03","UFES","VIES","12520","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R.","Iglesias, D.T.; Cardoso, W.C.","2013","02","24","Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,NA,"VIES012520",NA,"2013","12",NA,"95",NA,NA,NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA
"164","2020-04-27 16:10:35-03","UFES","VIES","35357","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Iglesias, D.T.","Iglesias, D.T.; Barros, P.H.D. & Firmino, A.D.","2014","01","15","Brasil","Espírito Santo","Serra","Área de Proteção Ambiental Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,NA,"VIES035357","VIES035357","2015","02","13","164",NA,NA,NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA
"165","2021-02-12 18:12:15-03","UFES","VIES","25043","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","Iglesias, D.T.; Silva, L.A.; Cardoso, W.C.; Freitas. J.; Valadares, R.T.","2015","02","03","Brasil","Espírito Santo","Vargem Alta",NA,"-40.968333","-20.685278","40º58'6''W","20º41'7''S","893","893",NA,"VIES025043","VIES025043","2020","04","17","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-04-27 16:10:35-03","UFES","VIES","34230","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","Araújo, E.A.","2015","11",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 07, indivíduo 266. Parque Nacional do Caparaó","-41.765","-20.493889","41º45'54''W","20º29'38''S",NA,NA,NA,"VIES034230","VIES034230","2016","02",NA,"327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-12-06 19:29:55-03","UFES","VIES","34278","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","E.A. Araújo","Araújo, E.A.","2015","11",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 07, indivíduo 85. Parque Nacional do Caparaó","-41.765","-20.493889","41º45'54''W","20º29'38''S",NA,NA,NA,"VIES034278","VIES034278","2016",NA,NA,"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-05-14 15:20:33-03","UFES","VIES","36360","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","Assis, A.M.; Cribari, R.S.; Santos, R.","2018","10","01","Brasil","Espírito Santo","Vargem Alta",NA,"-41.004167","-20.496944","41º0'15''W","20º29'49''S","1080","1080",NA,"VIES036360","VIES036360","2020","04","17","4713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-02-12 18:12:15-03","UFES","VIES","15313","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Calatrone, J.W.","Thomaz, L.D.; et al.","2007","11","23","Brasil","Espírito Santo","Marechal Floriano","Rio Fundo.","-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,NA,"VIES015313","VIES015313","2007","12","20","1818b",NA,NA,NA,NA,NA,NA,NA,"23038","auto",NA,NA,NA,NA,NA,NA
"170","2019-08-16 08:40:02-03","UTFPR","HCF","15538","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","F.S. Meyer","M.G. Caxambu","2014","11","01","Brasil","PR","Guaraqueçaba","estrada Pedra Chata, beira do Rio Serra","-48.354028","-25.13375","48°21'14,5 W","25°08'01,5 S","48","48","arbusto ca. 2 m, semi-ciófilo. Flores alvas.",NA,NA,"2017","08","19","5773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-06-29 09:31:07-03","UFRRJ","RBR","46198","S","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","J.F.A. Baumgratz, M.R. Moutinho","J.F.A. Baumgratz; J.F.A. Baumgratz, M. Nadruz, M.G. Bovini, M.S. Wängler, F.H. Nadal","2019","01","31","Brasil","Rio de Janeiro","Paraty","Zona de amortecimento do Parque Nacional da Serra da Bocaina; Floresta Ombrófila Montana secundária. Zona de amortecimento do Parque Nacional da Serra da Bocaina; Floresta Ombrófila Montana secundária. trilha Corisquinho para Picinguaba. Parque Nacional d","-44.734722","-23.182222","44º44'5''W","23º10'56''S","442","442",NA,"RBR00046198",NA,"2019","03",NA,"1610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:34:36-03","MBM","MBM","171512","PreservedSpecimen","Plantae","Melastomataceae","Miconia","divaricata","Miconia divaricata","Gardner","Wurdack, J.J.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","1995","01","15","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,"1000","1000","Arvoreta, 3 m, flor alva, odorífera.; Mata pluvial.","MBM171512","MBM171512","1995",NA,NA,"61515",NA,"Southern America",NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:34:38-03","MBM","MBM","422619","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","2019","03","31","Brazil","Espírito Santo","Marechal Floriano","Rio Jacu Braço Sul, Rodovia BR-262","-40.8625","-20.415278","-40.8625","-20.415278","813","813","Arbusto com 1,9 m de altura; frutos verdes.; Floresta Ombrófila Densa Montana.","MBM422619",NA,"2019",NA,NA,"6094",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:34:38-03","MBM","MBM","425691","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Baumgratz, J.F.A.; Santos-Fil","Baumgratz, J.F.A.; Santos-Filho, L.A.F.; Heiden, G.; Silva, W.; Santos-Filho, L.A.F.; Heiden, G.; Silva, W.","2007","04","19","Brazil","Rio de Janeiro","Nova Iguaçu","Caminho do Ouro, ou estrada do Comércio","-43.466667","-22.566667","-43.466667","-22.566667","800","800","Árvore cerca de 6,5 metros de altura; ramos e pecíolos verdes; folhas verdes discolores; raque com indumento pardacento; frutos jovens globosos verde musgo, oligospérmico; sementes castanhas.","MBM425691",NA,"2007",NA,NA,"992",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:34:38-03","MBM","MBM","427970","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Meyer, F.S.","Lozano, E.D.; Ariati, V.; Marinero, F.; Marsaro, C.B.; Ferreira, P.C.; Ariati, V.; Marinero, F.; Marsaro, C.B.; Ferreira, P.C.","2017","02","08","Brazil","Santa Catarina","Itapoá","Área para ampliação do terminal retroportuário G. LAFFITTE","-48.612306","-26.173833","-48.612306","-26.173833",NA,NA,"Arbusto, 3 m, frutos imaturos verdes, interior da mata. Prensada com álcool.; Floresta Ombrófila Densa de Terras Baixas.","MBM427970",NA,"2017",NA,NA,"3566",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:34:38-03","MBM","MBM","242422","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Hatschbach, G.; Goldenberg, R.; Barboza, E.; Goldenberg, R.; Barboza, E.",NA,NA,NA,"Brazil","Paraná","Doutor Ulysses","Sete Quedas","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,"MBM242422","MBM242422",NA,NA,NA,"69806",NA,"Southern America",NA,NA,NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:34:38-03","MBM","MBM","352525","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Baumgratz, J.F.A.","Baumgratz, J.F.A.; et al.; et al.","2009","05","05","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha Maromba a Macieiras (Travessa Rui Braga-Sede Rebouças)","-44.5633010864258","-22.4960994720459",NA,NA,"1500","1500","Ramos e pecíolos pardo-ferrugíneos; folhas discolores; face adaxial verde-escura, face abaxial verde-pardacenta; inflorescências e frutos jovens verde-pardacentos. Na encosta ao longo da trilha. Arvoreta. Semi-heliófila. Floresta Omb","MBM352525","MBM352525","2009","05",NA,"1114",NA,"Southern America",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:34:38-03","MBM","MBM","331998","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Cordeiro, J.; Barboza, E.","Pombo de Sousa, M.M.","2007","03","23","Brazil","Santa Catarina","Guabiruba","Ribeirão do Braço do Cristalino.","-48.9810981750488","-27.0858001708984",NA,NA,NA,NA,"Arbusto, 3,50m, face abaxial da folha de coloração ferrugínea.","MBM331998","MBM331998","2007",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"16046","auto",NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:34:38-03","MBM","MBM","232864","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Goldenberg, R.",NA,NA,NA,"Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Estrada da Captação","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"MBM232864","MBM232864",NA,NA,NA,"462",NA,"Southern America",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:34:38-03","MBM","MBM","312386","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Goldenberg, R.; et al.; et al.","2005","10","20","Brazil","São Paulo","Registro","Aeroporto","-47.8400001525879","-24.4799995422363",NA,NA,NA,NA,NA,"MBM312386","MBM312386",NA,NA,NA,"780",NA,"Southern America",NA,NA,NA,NA,NA,"25922","auto",NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:34:38-03","MBM","MBM","271110","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Farah, F.T.; et al.; et al.","2001","04","12","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM271110","MBM271110",NA,NA,NA,"2179",NA,"Southern America",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:34:38-03","MBM","MBM","245085","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.",NA,"Goldenberg, R.",NA,NA,NA,"Brazil","São Paulo","São Sebastião","Barra do Una","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"MBM245085","MBM245085",NA,NA,NA,"415",NA,"Southern America",NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"183","2020-12-21 16:34:38-03","MBM","MBM","28703","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Cerro Azul","Rio do Turvo","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"MBM028703","MBM028703",NA,NA,NA,"32649",NA,"Southern America",NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"184","2020-12-21 16:34:38-03","MBM","MBM","275893","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Gatti, G.; et al.; et al.","2002","04","13","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM275893","MBM275893",NA,NA,NA,"765",NA,"Southern America",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"185","2020-12-21 16:34:38-03","MBM","MBM","19166","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Wurdack, J.J.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Rio Martins","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM019166","MBM019166",NA,NA,NA,"27597",NA,"Southern America",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"186","2020-12-21 16:34:38-03","MBM","MBM","271301","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Sobral, M.","2000","11","25","Brazil","Santa Catarina","Blumenau","Parque das Nascentes","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"MBM271301","MBM271301",NA,NA,NA,"9544",NA,"Southern America",NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA
"187","2020-12-21 16:34:38-03","MBM","MBM","33378","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack","Wurdack, J.J.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Picada Praia Deserta, Rio Paciência","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM033378","MBM033378",NA,NA,NA,"35305",NA,"Southern America",NA,NA,NA,NA,"catharinensis","37295","auto",NA,NA,NA,NA,NA,NA
"188","2020-12-21 16:34:38-03","MBM","MBM","108037","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack","Wurdack, J.J.","Hatschbach, G.; Guimarães, D.; Guimarães, D.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Rio Guaraqueçaba, próximo a barra","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM108037","MBM108037",NA,NA,NA,"56127",NA,"Southern America",NA,NA,NA,NA,"catharinensis","37295","auto",NA,NA,NA,NA,NA,NA
"189","2020-12-21 16:34:38-03","MBM","MBM","40724","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack","Wurdack, J.J.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM040724","MBM040724",NA,NA,NA,"9435",NA,"Southern America",NA,NA,NA,NA,"catharinensis","41937","auto",NA,NA,NA,NA,NA,NA
"190","2020-12-21 16:34:38-03","MBM","MBM","130984","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack","Wurdack, J.J.","Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Anitápolis","Povoado","-49.1286010742188","-27.9018993377686",NA,NA,NA,NA,NA,"MBM130984","MBM130984",NA,NA,NA,"10583",NA,"Southern America",NA,NA,NA,NA,"catharinensis","20462","auto",NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:34:38-03","MBM","MBM","234053","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Goldenberg, R.","Hatschbach, G.; Cervi, A.C.; Chautens, A.; Cervi, A.C.; Chautens, A.",NA,NA,NA,"Brazil","Paraná","Doutor Ulysses","Rio Turvo","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,"MBM234053","MBM234053",NA,NA,NA,"68876",NA,"Southern America",NA,NA,NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA,NA
"192","2020-12-21 16:34:38-03","MBM","MBM","188156","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Hatschbach, G.","Ziller, S.R.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM188156","MBM188156",NA,NA,NA,"616",NA,"Southern America",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"193","2020-12-21 16:34:38-03","MBM","MBM","161424","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Rei Souza, M.L. del","Negrelle, R.; Londero, C.; Londero, C.",NA,NA,NA,"Brazil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,"MBM161424","MBM161424",NA,NA,NA,"A782",NA,"Southern America",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA
"194","2020-12-21 16:34:38-03","MBM","MBM","202773","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardn.","Souza, M.L.","Falkenberg, D.B.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","São Pedro de Alcântara","Estação Experimental da CIDASC","-48.8053016662598","-27.5660991668701",NA,NA,NA,NA,NA,"MBM202773","MBM202773",NA,NA,NA,"4850",NA,"Southern America",NA,NA,NA,NA,NA,"15407","auto",NA,NA,NA,NA,NA,NA
