"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","imagecode","identifiedBy","yearIdentified","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus","class","order","preparationType","infraspecificEpithet"
"11","2019-06-25 10:11:00-03","MO","MOBOT","100740133","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|A.S. Poma C.|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando|Ibahuari, Basilio","Nieto Ariza 40","South America","Bolivia",NA,NA,"A. Fuentes (LPB)",NA,"2014","5","12","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8130833","-14.0843611",NA,NA,NA,NA,NA,NA,NA,"215.00000000","217.00000000","14-01","3",NA,NA,NA,NA,NA
"12","2019-06-25 10:07:00-03","MO","MOBOT","100740592","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|A.S. Poma C.|Cartagena Chuqui, Julio Teddy|Rubín de Celis Castillo, Daniel Fernando|Racua Amutari, Belisario|Ibahuari, Basilio","Nieto Ariza 371","South America","Bolivia",NA,NA,"A. Fuentes (LPB)",NA,"2014","5","21","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8080833","-14.0821945",NA,NA,NA,NA,NA,NA,NA,"219.00000000",NA,"14-05","3",NA,NA,NA,NA,NA
"13","2019-01-02 10:05:00-02","MO","MOBOT","163408","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Percy Núñez V.|W. Duellman|L. Trueb","Núñez Vargas 11162","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","7","18","Madre de Dios","Tambopata","Cusco Amazónico Reserve. 15 km NE of Puerto Maldonado in the Madre de Dios River.","-69.05","-12.5333333",NA,NA,NA,NA,NA,NA,NA,"185.00000000",NA,"38","4",NA,NA,NA,NA,NA
"14","2019-06-25 10:11:00-03","MO","MOBOT","100740935","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Beatriz Nieto Ariza|Huber Villca Corani|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando","Nieto Ariza 675","South America","Bolivia",NA,NA,"A. Fuentes (LPB)",NA,"2014","7","21","La Paz","Abel Iturralde","Ixiamas, concesión de la empresa forestal Bosques del Norte, arroyo Muri","-67.9128056","-13.4393333",NA,NA,NA,NA,NA,NA,NA,"207.00000000",NA,"14-12","3",NA,NA,NA,NA,NA
"15","2013-01-28 05:13:00-02","MO","MOBOT","1009310","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Timothy J. Killeen|René Guillén V.","Killeen 7373","South America","Bolivia",NA,NA,"J.A. Lombardi (HRCB), 8/",NA,"1994","12","10","Santa Cruz","Nuflo de Chavez","Nuflo de Chávez; 8 km E de Concepción, sobre camino a Alta Vista. Bosque semideciuo Chiquitano; dosel de 10-15 m, con emergente hasta 25 m, con muchas lianas. Especies comunes de Anadenanthera macrocarpa, Astronium urundeuva, Machaerium sp, Scheelea princeps. Algo alterado por actividad agricola y forestal.","-61.98333","-16.11944",NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,"15",NA,NA,NA,NA,NA
"16","2013-02-13 05:33:00-02","MO","MOBOT","1152771","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Mario Saldias P.|Antony Jardim|Juan Surubí","Saldias Paz 3202","South America","Bolivia",NA,NA,"A. Fuentes",NA,"1994","4","10","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado; camino entre el campamento viejo Los Fierros y el Puente Los Cepes; bosque húmedo de 20-25 m de altura en pie de monte. Parcela en estudio.","-60.78333","-14.6",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,"2",NA,NA,NA,NA,NA
"17","2014-04-04 05:49:00-03","MO","MOBOT","1239694","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Rodolfo Vásquez|Rocío Rojas","Vásquez Martínez 25206","South America","Peru",NA,NA,"J.A. Lombardi (BHCB)",NA,"1997","12","8","Cajamarca","San Ignacio","Namballe, Río Namballe. Bosque de rivera de Río.","-79.08861","-5.00083",NA,NA,NA,NA,NA,NA,NA,"650.00000000",NA,NA,"8",NA,NA,NA,NA,NA
"18","2014-04-04 05:51:00-03","MO","MOBOT","1433524","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Rodolfo Vásquez","Vásquez Martínez 25690","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1998","9","26","Madre de Dios","Tambopata","Campamento Explorers Inn Bosque primario. Plot 3.","-69.68333","-12.78333",NA,NA,NA,NA,NA,NA,NA,"270.00000000",NA,NA,"4",NA,NA,NA,NA,NA
"19","2014-04-04 05:51:00-03","MO","MOBOT","1433579","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Rodolfo Vásquez","Vásquez Martínez 25746","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1998","9","29","Madre de Dios","Tambopata","Campamento Explorers Inn Bosque primario. Plot 2.","-69.68333","-12.78333",NA,NA,NA,NA,NA,NA,NA,"270.00000000",NA,NA,"4",NA,NA,NA,NA,NA
"20","2011-06-08 17:15:00-03","MO","MOBOT","1487971","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","José Steinbach","Steinbach G. 7318","South America","Bolivia",NA,NA,"J.A. Lombardi (BHCB)",NA,NA,NA,NA,"Santa Cruz","Sara","Río Quimory",NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"21","2009-09-01 18:51:00-03","MO","MOBOT","1525552","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Michael H. Nee|Israel G. Vargas C.","Nee 44946","South America","Bolivia",NA,NA,"M. Nee",NA,"1994","2","14","Santa Cruz","Ichilo","4 km WSW of El Hondo, Potrerillo. Tropical semi-evergreen forest along Quebrada La Concha, sandy stream.","-63.46666","-17.67222",NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-02-26 11:13:00-03","MO","MOBOT","1592000","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Alwyn H. Gentry","Gentry 26794","South America","Peru",NA,NA,"J.A. Lombardi (BHCB)",NA,"1979","10","16","Madre de Dios",NA,"Cashu Cocha Camp, Río Manu, Parque Nacional de Manu, alluvial soil.","-71.4077778","-11.8880555",NA,NA,NA,NA,NA,NA,NA,"380.00000000",NA,"1821","3",NA,NA,NA,NA,NA
"23","2012-11-01 20:32:00-02","MO","MOBOT","1592237","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Guillermo Paz y Miño","Paz y Miño C. 81005","South America","Ecuador",NA,NA,"J.A. Lombardi (BHCB)",NA,"1988","4",NA,"Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno RPFC, 1 km al norte de la Laguna Grande Sendero detras de la Estacion Cuyabeno Cuadrante de vegetacion RPFC - 1. Tierra firme.","-76.725","0.13055",NA,NA,NA,NA,NA,NA,NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","163126","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Gilberto N. Morillo|Ronald L. Liesner","Morillo 8985","South America","Venezuela",NA,NA,"J.A.Lombardi (BHCB)",NA,"1982","5","8","Bolívar",NA,"SUCRE: Caño Cani, aprox. 40 km NO del campamento Las Pavas (Salto Para). Bosque húmedo tropical.","-64.58333","6.53333",NA,NA,NA,NA,NA,NA,NA,"220.00000000",NA,"82-2","5",NA,NA,NA,NA,NA
"25","2008-06-26 03:32:00-03","MO","MOBOT","163394","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Percy Núñez V.|O. L. Phillips|Nestor Jaramillo","Núñez Vargas 10557","South America","Peru",NA,NA,"J.A. Lombardi (BHCB)",NA,"1989","5","27","Madre de Dios","Tambopata","Cusco Amazónico, Tourist Lodge. Trail 1, 15 km NE of Puerto Maldonado.","-69.05","-12.55",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"31","1",NA,NA,NA,NA,NA
"26","2008-07-01 03:33:00-03","MO","MOBOT","163400","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Percy Núñez V.","Núñez Vargas 11046","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","6","14","Madre de Dios","Tambopata","Cusco Amazónico. Lodge camp site 1, Plot E Trees and Lianas 10 cm dbh.","-69.15944","-12.66305",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"35","2",NA,NA,NA,NA,NA
"27","2008-06-26 03:32:00-03","MO","MOBOT","163439","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Martín E. Timaná|Nestor Jaramillo","Timaná 2488","South America","Peru",NA,NA,"J.A. Lombardi (BHCB)",NA,"1991","10","9","Madre de Dios","Tambopata","Las Piedras. Cusco Amazónico. Inventario Permanente. Plantas colectadas en la trocha B.","-69.05","-12.48333",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"108","6",NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","163590","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Robin B. Foster","Foster 9596","South America","Peru",NA,NA,"R. Foster",NA,"1984","7","10","Madre de Dios","Manu","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest. Edge of cocha.","-71.41666","-11.83333",NA,NA,NA,NA,NA,NA,NA,"350.00000000",NA,"84-25","9",NA,NA,NA,NA,NA
"29","2012-07-10 13:24:00-03","MO","MOBOT","163650","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Alwyn H. Gentry|Hermes Cuadros V.","Gentry 68136","South America","Colombia",NA,NA,"J.A. Lombardi (BHCB)",NA,"1989","10","25","Sucre","Colosó","Colosó, Estación de Primatos, forest on limestone. Transect 1.","-75.3666667","9.5",NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,"284","3",NA,NA,NA,NA,NA
"30","2012-07-10 13:31:00-03","MO","MOBOT","163705","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Alwyn H. Gentry|Hermes Cuadros V.","Gentry 68234","South America","Colombia",NA,NA,"J.A. Lombardi (BHCB)",NA,"1989","10","26","Sucre","Colosó","Colosó, Estación de Primatos, forest on limestone. Transect 9-10.","-75.3666667","9.5",NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,"292","10",NA,NA,NA,NA,NA
"31","2008-07-01 03:33:00-03","MO","MOBOT","163799","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","O. L. Phillips","Phillips 475","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","6","19","Madre de Dios","Tambopata","Cusco Amazonico. Plants from Biodiversity Project Site (mature floodplain).","-69.05","-12.08333",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"39","5",NA,NA,NA,NA,NA
"32","2015-03-25 12:07:00-03","MO","MOBOT","163806","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","O. L. Phillips|Percy Núñez V.|Nestor Jaramillo","Phillips 559","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","6","21","Madre de Dios","Tambopata","Cusco Amazonico. Plants from Biodiversity Project Site (mature floodplain).","-69.05","-12.0833333",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"41","6",NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","163897","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Alwyn H. Gentry|S. Estenssoro","Gentry 70709","South America","Bolivia",NA,NA,"J.A. Lombardi (BHCB)",NA,"1990","5","27","La Paz",NA,"Alto Madidi, road ca 7 km NE of camp.","-68.76666","-13.58333",NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,"341","2",NA,NA,NA,NA,NA
"34","2011-06-09 17:10:00-03","MO","MOBOT","163907","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Calaway H. Dodson|et al.","Dodson 8847","South America","Ecuador",NA,NA,"J.A. Lombardi (HRCB)",NA,NA,NA,NA,"Los Ríos","Vinces","Jauneche forest, km 70 Quevedo-Palenque, via Mocachi.","-79.7","-1.26666",NA,NA,NA,NA,NA,NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","163912","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Alwyn H. Gentry|Nestor Jaramillo","Gentry 57525","South America","Peru",NA,NA,"R.E. Gereau",NA,"1987","5","24","Madre de Dios","Tambopata","Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp trail. Tree Plot.","-69.28333","-12.83333",NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,"87-95","2",NA,NA,NA,NA,NA
"36","2009-07-31 06:57:00-03","MO","MOBOT","163921","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Calaway H. Dodson|Alwyn H. Gentry","Dodson 9984","South America","Ecuador",NA,NA,"J.A. Lombardi (HRCB)",NA,"1980","3","27","Los Ríos",NA,"Jauneche forest. Km 70 on the Quevedo-Palenque road, via Mocachi.","-79.7","-1.26666",NA,NA,NA,NA,NA,NA,NA,"70.00000000",NA,"34",NA,NA,NA,NA,NA,NA
"37","2014-04-04 05:42:00-03","MO","MOBOT","163923","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Rodolfo Vásquez","Vásquez Martínez 6994","South America","Peru",NA,NA,"J.A. Lombardi (BHCB)",NA,"1985","11","29","Loreto","Ucayali","Canchahuayo (Isla Baños). Bosque inundable estacional.","-75.16666","-7.08333",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"85-57","6",NA,NA,NA,NA,NA
"38","2011-10-07 05:03:00-03","MO","MOBOT","163926","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Sandy Knapp","Knapp 8365","South America","Peru",NA,NA,"J. Lombardi (BHCB)",NA,"1986","9","21","San Martín","San Martín","Hills above Chazuta, ridge to W of Quebrada Chazuta. Tropical moist forest and second growth.","-76.2","-6.56666",NA,NA,NA,NA,NA,NA,NA,"200.00000000","300.00000000","86-59","6",NA,NA,NA,NA,NA
"39","2011-06-13 15:13:00-03","MO","MOBOT","164035","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Alwyn H. Gentry","Gentry 68741","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","12","14","Madre de Dios","Tambopata","Cusco Amazónico, 15 km ENE of Puerto Maldonado. Transect # 7","-69.08333","-12.58333",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"396","2",NA,NA,NA,NA,NA
"40","2011-06-09 17:46:00-03","MO","MOBOT","164037","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Israel G. Vargas C.","Vargas Caballero 578","South America","Bolivia",NA,NA,"J.A. Lombardi (BHCB)",NA,"1990","6","12","Santa Cruz","Nuflo de Chavez","Perseverancia, Riberas del Río Negro, 5 km al S, Río arriba.","-62.61666","-14.63333",NA,NA,NA,NA,NA,NA,NA,"257.00000000",NA,"91","4",NA,NA,NA,NA,NA
"41","2008-07-01 03:33:00-03","MO","MOBOT","164072","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Percy Núñez V.","Núñez Vargas 10775","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","6","14","Madre de Dios","Tambopata","Cusco Amazónico. Lodge camp site 1, Plot E Trees and Lianas 10 cm dbh.","-69.15944","-12.66305",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"35","1",NA,NA,NA,NA,NA
"42","2008-07-01 03:33:00-03","MO","MOBOT","164078","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Percy Núñez V.","Núñez Vargas 10790","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","6","14","Madre de Dios","Tambopata","Cusco Amazónico. Lodge camp site 1, Plot E Trees and Lianas 10 cm dbh.","-69.15944","-12.66305",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"35","3",NA,NA,NA,NA,NA
"43","2008-07-01 03:33:00-03","MO","MOBOT","164085","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Percy Núñez V.","Núñez Vargas 10793","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","6","14","Madre de Dios","Tambopata","Cusco Amazónico. Lodge camp site 1, Plot E Trees and Lianas 10 cm dbh.","-69.15944","-12.66305",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"35","1",NA,NA,NA,NA,NA
"44","2019-01-02 10:05:00-02","MO","MOBOT","164100","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Percy Núñez V.|W. Duellman|L. Trueb","Núñez Vargas 11141","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","7","18","Madre de Dios","Tambopata","Cusco Amazónico Reserve. 15 km NE of Puerto Maldonado in the Madre de Dios River.","-69.05","-12.5333333",NA,NA,NA,NA,NA,NA,NA,"185.00000000",NA,"38","4",NA,NA,NA,NA,NA
"45","2015-03-25 12:07:00-03","MO","MOBOT","164121","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","O. L. Phillips|Percy Núñez V.|Nestor Jaramillo","Phillips 547","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1989","6","21","Madre de Dios","Tambopata","Cusco Amazonico. Plants from Biodiversity Project Site (mature floodplain).","-69.05","-12.0833333",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"41","2",NA,NA,NA,NA,NA
"46","2014-04-04 05:42:00-03","MO","MOBOT","164279","PreservedSpecimen","Plantae",NA,"Celastraceae","Anthodon","decussatus","Anthodon decussatus","Ruiz & Pav.","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 45961","South America","Peru",NA,NA,"J.A. Lombardi (HRCB)",NA,"1984","2","22","Madre de Dios","Tambopata","Tropical moist forest on sandy Tierra firme soil. Upland Tree Plot","-69.3","-12.81666",NA,NA,NA,NA,NA,NA,NA,"280.00000000",NA,"84-232","1",NA,NA,NA,NA,NA
