"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class","infraspecificEpithet","verbatimLongitude","verbatimLatitude","dayIdentified","minimumDepthInMeters","maximumDepthInMeters","individualCount","coordinatePrecision","geoFlag","fieldNumber"
"51","2013-01-03 05:09:00-02","MO","MOBOT","2889963","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","R.S. Cowan","Joseph H. Kirkbride, Jr.|Eduardo Lleras","Kirkbride, Jr. 3042","1977","3","4","South America","Brazil","Mato Grosso",NA,"Campo cerrado at km. 135 on the road from Caceres to S. of Serra do Aguapei.",NA,NA,NA,NA,NA,NA,"190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-07-10 17:57:00-03","MO","MOBOT","2889964","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Troels M. Pedersen","Pedersen 15585","1990","11","19","South America","Argentina","Corrientes","Paso de los Libres","Estancia Tres Cerros, near Bonpland. On very loose sand, forming dunes, by the R. Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-11-15 05:15:00-02","MO","MOBOT","2889966","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Antonio C. Krapovickas","Krapovickas 8285","1954","3",NA,"South America","Argentina","Corrientes",NA,"Córdoba, Dep. Río Segundo. Manfredi, Estación Experimental.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2011-03-14 22:44:00-03","MO","MOBOT","2889967","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"R.O. Hammons|W.R. Langford|J. Pietrarelli","Hammons 8","1968","4","26","South America","Uruguay","Colonia",NA,"9 km. de Colonia, Playa Artilleros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2010-07-04 20:18:00-03","MO","MOBOT","2889968","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","F.C. Hoehne","William Andrew Archer","Archer 4952","1937","1","17","South America","Uruguay",NA,NA,"Playa Real de San Carlos, 7 km. north of Puerto Colonia. In coarse white sand along river bank.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2014-11-21 12:58:00-02","MO","MOBOT","100761940","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","J.F.M. Valls","José F.M. Valls|et al.","Valls 12812","1991","3","20","South America","Brazil",NA,NA,"Uruguai. Bella Union-Margem do rio Uruguai, junto ao Parador Municipal de Bella Union.","-57.6166667","-30.2666667",NA,NA,NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"57","2020-08-31 09:15:30-03","INPA","INPA","71146","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Arachis","villosa","Arachis villosa","Benth.","Cowan, RS","Kirkbride Junior, JH","3042","1977","03","04","Southern America","Brasil","Mato Grosso",NA,"Caceres to S of Serra do Aguapei, km 135, At km 135 on tha road from Caceres to S Sera do Aguapei.","-55.9","-15.3",NA,NA,"INPA0071146","INPA0071146_e INPA0071146_e1","190","190","1978",NA,NA,NA,"-55.9","-15.3",NA,NA,NA,NA,NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","1705459","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"W. A. Archer","4569","1936","11","27","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"US02048964","US02048964_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","3215692","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"G. Schmeda","1393","1991","2",NA,"South America","Paraguay","Alto Paraguay",NA,"Chovoreca, 160 km Nor-Oeste Bahia Negra",NA,NA,NA,NA,"US02048959","US02048959_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","1705612","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"W. A. Archer","4952","1937","1","17","South America","Uruguay",NA,NA,"Playa Real de San [illegible text], 7 k north of Puerto Colonia",NA,NA,NA,NA,"US02048963","US02048963_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","1930222","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"H. H. Bartlett","21201","1943","12","17","South America","Uruguay","Colonia",NA,"Along Arroyo de Pintos, Artilleros, near Puerto Platero",NA,NA,NA,NA,"US02048961",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","1904412","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"H. H. Bartlett","19244","1942","12","18","South America","Argentina","Buenos Aires",NA,"Instituto de Botanico Darwinion [interpreted], San Isidro",NA,NA,NA,NA,"US02048962","US02048962_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","1444418","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"W. G. F. Herter","1160","1929","12","28","South America","Uruguay","Artigas",NA,"Bella Union",NA,NA,NA,NA,"US02048965",NA,"50",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","3405504","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Valls, Miotto, Irgang, Baptista & et al.","14316","1999","5","3","South America","Brazil","Rio Grande do Sul",NA,"Municipio Uruguaiana, margem elevada do rio Uruguai na Granja Sao Miguel, Parque de Espinilho","-57.2317","-29.7867",NA,NA,"US02048957","US02048957_01","60",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","3405505","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Valls, Miotto, Irgang, Baptista & et al.","14309","1999","5","3","South America","Brazil","Rio Grande do Sul",NA,"Municipio Uruguaiana, Granja Sao Miguel, Junto ao rio Urugaui, Parque de Espinilho","-57.225","-29.7831",NA,NA,"US02048958","US02048958_01","70",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","3188551","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"N. Troncoso & et al.","1669","1977","1","20","South America","Argentina","Entre Rios",NA,"E. Rios, Federacion, Santa Ana",NA,NA,NA,NA,"US02048960",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"67","2020-09-02 16:26:47-03","Cenargen","CEN","32694","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","batizocoi x villosa","Arachis batizocoi x villosa",NA,NA,"Antônio Krapovickas - IBONE","34017","1978","08","14",NA,"Brasil",NA,NA,"USA, Texas, Stephenville.",NA,NA,"Exsicatas","p6 (PI 210554) x p19(9484) - 32 gah; cruzamiento realizado por Ch. Simpson; fls. amarillas. Doação da Universidad Nacional del Nordeste - Corrientes (CTES).","CEN00032694","CEN00032694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"68","2020-09-02 16:26:47-03","Cenargen","CEN","32891","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","batizocoi x villosa","Arachis batizocoi x villosa",NA,NA,"Antônio Krapovickas - IBONE","33994","1978","08","14",NA,"Brasil",NA,NA,"USA,Texas, Stephenville. Proc. Raleigh",NA,NA,"Exsicatas","P 19 (9484) x P6 (PI 210554) - 2 gah F1 C1 (hp 46). Doação Universidad Nacional del Nordeste - Corrientes (CTES)","CEN00032891","CEN00032891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"69","2020-09-02 16:26:52-03","Cenargen","CEN","32677","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","correntina x villosa","Arachis correntina x villosa",NA,NA,"Antônio Krapovickas - IBONE","33945","1978","08","14",NA,"Brasil",NA,NA,"USA,Texas, Stephenville. Proc. Raleigh",NA,NA,"Exsicatas","p6 (PI 210554) x p22 (9530-31) - 1A. Doação Universidad Nacional del Nordeste - Corrientes (CTES)","CEN00032677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"70","2020-09-02 16:26:52-03","Cenargen","CEN","32695","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","diogoi x villosa","Arachis diogoi x villosa",NA,NA,"Antônio Krapovickas - IBONE","34019","1978","08","14",NA,"Brasil",NA,NA,"USA, Texas, Stephenville. Proc. Raleigh",NA,NA,"Exsicatas","p6 ( PI 210554) x p37(10602) - 1. Doação da Universidad Nacional del Nordeste - Corrientes (CTES).","CEN00032695","CEN00032695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"71","2020-09-02 16:26:52-03","Cenargen","CEN","32901","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","diogoi x villosa","Arachis diogoi x villosa",NA,NA,"Antônio Krapovickas - IBONE","33968","1978","08","14",NA,"Brasil",NA,NA,"USA, Texas, Stephenville. Proc. Raleigh",NA,NA,"Exsicatas","p37 ( 10602) x p6 (PI 210554) - 6A. Fl. anaranjada. Doação da Universidad Nacional del Nordeste - Corrientes (CTES).","CEN00032901","CEN00032901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"72","2020-09-02 16:27:16-03","Cenargen","CEN","32692","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","stenosperma x villosa","Arachis stenosperma x villosa",NA,NA,"Antônio Krapovickas - IBONE","34012","1978","08","14",NA,"Brasil",NA,NA,"USA, Texas, Stephenville. Proc. Raleigh",NA,NA,"Exsicatas","p6 (PI 210554) x (410) - 19A. Fls. amarillas. Doação da Universidad Nacional del Nordeste - Corrientes (CTES).","CEN00032692","CEN00032692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"73","2020-09-02 16:27:16-03","Cenargen","CEN","8247","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","villosa","Arachis villosa","Benth.",NA,"A. M. R. Huidobro","3697","1946","12","16",NA,"Argentina",NA,NA,"Província de Corrientes, dep. de Pasos de Los Libres - Paso Troncon.",NA,NA,"Exsicatas","Doação Herbario Del Instituto Miguel Lillo.","CEN00008247","CEN00008247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"74","2020-09-02 16:27:16-03","Cenargen","CEN","90260","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","villosa","Arachis villosa","Benth.","J. F. M. Valls","José Francisco Montenegro Valls","12812","1991","03","20",NA,"Uruguai",NA,NA,"Bella Union - Margem do rio Uruguai, junto ao Parador Municipal de Bella Union.","-57.616666","-30.266666","Exsicatas","Raiz napiforme e ramos prostrados.","CEN00090260","CEN00090260","80","80","1991","03",NA,NA,"-57.616666","-30.266666",NA,NA,NA,"11",NA,NA,NA
"75","2020-09-02 16:27:16-03","Cenargen","CEN","18697","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","villosa","Arachis villosa","Benth.",NA,"Antônio Krapovickas - IBONE","11311","1964","03","28",NA,"Argentina",NA,NA,"Província Corrientes, dep. Monte Caseros. Monte Caseros, río Mariñay, cerca de su desembocadura en el río Uruguai.",NA,NA,"Exsicatas","En médano. Doação INSTITUTO DE BOTANICA DEL NORDESTE- Argentina - Corrientes (CTES.)","CEN00018697","CEN00018697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"76","2020-09-02 16:27:16-03","Cenargen","CEN","8248","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","villosa","Arachis villosa","Benth.",NA,"A. M. R. Huidobro","3712","1946","12","16",NA,"Argentina",NA,NA,"Província de Corrientes, dep. de Pasos de Los Libres - Paso Troncon.",NA,NA,"Exsicatas","Flor amarilla. Planta rastera.&nf;Doação do Herbario Del Instituto Miguel Lillo - Universidad Nacional de Tucuman.","CEN00008248","CEN00008248 CEN00008248_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"77","2020-09-02 16:27:16-03","Cenargen","CEN","34746","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","villosa","Arachis villosa","Benth.","J. F. M. Valls","José Francisco Montenegro Valls","14309","1999","05","03",NA,"Brasil","RS","URUGUAIANA","Granja São Miguel. Junto ao rio Uruguai.","-57.0882987976074","-29.7546997070312","Exsicatas","Raiz axonomorfa e ramos prostrados. O local tem acesso por estrada que parte da BR-472 para o oeste, passando frente à entrada da Fazenda Santana Velha. Entrando na Granja São Miguel, a estrada passa em frente à sede e desce ao rio. Ao bifurcar-se, segue à esquerda para o local da coleta.","CEN00034746","CEN00034746","70","70","1999","05",NA,NA,"-5722500.0","-2978306.0",NA,NA,NA,"8","93142","auto",NA
"78","2020-09-02 16:27:16-03","Cenargen","CEN","34753","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","villosa","Arachis villosa","Benth.","J. F. M. Valls","José Francisco Montenegro Valls","14316","1999","05","03",NA,"Brasil","RS","URUGUAIANA","Margem elevada do rio Uruguai na Granja São Miguel.","-57.0882987976074","-29.7546997070312","Exsicatas","Raiz axonomorfa e ramos prostrado-ascendentes. Ocorre como planta intersticial em pequena mancha de campo dominada pela grama jesuita, em área de mata baixa ribeirinha. Trecho da margem do rio Uruguai com barrancas altas.","CEN00034753","CEN00034753","60","60","1999","05",NA,NA,"-5723167.0","-2978667.0",NA,NA,NA,"8","93142","auto",NA
"79","2020-09-02 16:27:16-03","Cenargen","CEN","35232","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","villosa","Arachis villosa","Benth.","J. F. M. Valls","José Francisco Montenegro Valls","14260","1998","12","15",NA,"Brasil","RS","URUGUAIANA","Margem elevada do rio Uruguai, na Granja São Miguel, ao sul das bombas de recalque de água.","-57.0882987976074","-29.7546997070312","Exsicatas","Raiz axonomorfa e ramos prostrado-ascendentes. Aparece como planta intersticial em pequena mancha de campo dominado pela grama jesuita, entre manchas de mata baixa sobre patamar elevado com barrancas altas, junto ao rio Uruguai.","CEN00035232","CEN00035232 CEN00035232_1","100","100","1998","12",NA,NA,"-5723194.0","-2978667.0",NA,NA,NA,"6","93142","auto",NA
"80","2020-09-02 16:27:16-03","Cenargen","CEN","34549","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Arachis","villosa","Arachis villosa var. villosa","Benth.",NA,"Antônio Krapovickas - IBONE","8285","1954","03","00",NA,"Argentina",NA,NA,"Estación Experimental Manfredi.",NA,NA,"Exsicatas","Cultivado en Maceta. Planta de 1 año. Procedente de Colonia (Uruguay). Min. de Agricultura e Ganaderia. Estação Exp. Nacional Manfredi (Córdoba) Argentina.","CEN00034549","CEN00034549",NA,NA,NA,NA,NA,"var. villosa",NA,NA,NA,NA,NA,"1",NA,NA,NA
"81","2020-05-08 11:11:47-03","UEFS","HUEFS","208655","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Arachis","villosa","Arachis villosa","Benth.",NA,"Valls, J.F.M.","12812","1991","03","20",NA,"Uruguai","Artigas","Bella Union","Bella Union- Margem do rio Uruguai, junto ao Parador Municipal de Bella Union. Margem de rio apenas com vegetação de porte baixo.","-57.616667","-30.266667",NA,NA,"HUEFS0208655",NA,"80","80",NA,NA,"Rosanae",NA,"57W37'0''","30S16'0''",NA,NA,NA,NA,NA,NA,NA
"82","2019-09-04 20:03:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Arachis","villosa","Arachis villosa",NA,NA,"M. Cárdenas","2988","1934","10",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:41:26-03","UFRGS","ICN","117934","S","Plantae","Dicotyledon",NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Valls, JFM","Valls, JFM; Miotto, STS; Irgang, BE; Baptista, LRM; Carneiro, AM","14316","1999","05","03","América do Sul","Brasil","RS","Uruguaiana","margem elevada do rio Uruguai na Granja São Miguel. Borda de faixa de domínio ao longo do Parque do Espinilho. 29o 47' 12'' S ; 57o 13' 54'' W","-57.231667","-29.786667",NA,"Espécie ameaçada de extinção (Em perigo).; Erva com raiz axonomorfa e ramos prostrados ascendentes. Fruto estramíneo. Flor laranja.; Solo argiloso compactado sem estrutura. Relevo: plano. Ocorre como planta intersticial em pequena manch","ICN00020191","ICN00020191","60","60","1999","05",NA,NA,"-57.231667","-29.786667","07",NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:41:26-03","UFRGS","ICN","117932","S","Plantae","Dicotyledon",NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Valls, JFM","Valls, JFM; Miotto, STS; Irgang, BE; Baptista, LRM; Carneiro, AM","14309","1999","05","03","América do Sul","Brasil","RS","Uruguaiana","Granja São Miguel junto ao rio Uruguai. 29o 46' 59'' S ; 57o 13' 30'' W. Pequena clareira gramada em patamar na margem do rio. 29o 46' 59'' S; 57o 13' 301'' W","-57.225","-29.783056",NA,"Espécie ameaçada de extinção (Em perigo).; Erva com raiz axonomorfa e ramos prostrados. Fruto estramíneo.; Solo arenoso sem estrutura e com alta matéria orgânica. Relevo: declive suave.","ICN00019905","ICN00019905","70","70","1999","05",NA,NA,"-57.225","-29.783056","03",NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:41:26-03","UFRGS","ICN","171677","S","Plantae","Dicotyledon",NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Valls, JFM","Ferreira, PPA; et al.","861","2012","02","07","América do Sul","Uruguai","Artigas","Bella Unión","Área de Protección Ambiental Rincón de Franquía, 30",NA,NA,NA,"et al. = J. Durigon, G.A. Dettke, C.A.D. Welker & E.L.C. Soares; prostrado","ICN00019906","ICN00019906",NA,NA,"2014","04",NA,NA,NA,NA,"07",NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:41:26-03","UFRGS","ICN","098460","S","Plantae","Dicotyledon",NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Miotto, STS","Miotto, STS; et al.","1398","1993","03","20","América do Sul","Uruguai","Artigas","Bella Unió","em frente ao Parador Municipal",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Solo arenoso-pedregoso; formando grandes manchas; beira do rio Uruguai.","ICN00019904","ICN00019904 ICN00019904_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-08 12:41:26-03","UFRGS","ICN","166437","S","Plantae","Dicotyledon",NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Valls, JFM","Ferreira, PPA; Durigon, J; Dettke, GA","500","2010","12","02","América do Sul","Brasil","RS","Barra do Quaraí","Tríplice Fronteira","-57.596389","-30.184722",NA,NA,"ICN00019902","ICN00019902",NA,NA,"2014","04",NA,NA,"-57.596389","-30.184722","07",NA,NA,NA,NA,NA,NA
"88","2021-02-08 12:41:26-03","UFRGS","ICN","117920","S","Plantae","Dicotyledon",NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Valls, JFM","Valls, JFM; Souza-Chies; Palmieri","14260","1998","12","15","América do Sul","Brasil","RS","Uruguaiana","granja São Miguel ao sul das bombas de recalque de água","-57.0882987976074","-29.7546997070312",NA,"Espécie ameaçada de extinção (Em perigo). P/ melhoramento; Erva c/ raiz axonomorfa,ramos prostrado-ascendentes.Ocasional.; Aparece c/o planta intersticial em pequena mancha de campo dominado pela grama jesuíta,entre manchas de mata baix","ICN00019903","ICN00019903 ICN00019903_1","100","100","1998","12",NA,NA,NA,NA,"15",NA,NA,NA,"93142","auto",NA
"89","2019-11-21 10:04:52-03","IBt","SP","39095","S","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Handro, O","Handro, O","s.n.","1938","01","10",NA,"Uruguai",NA,NA,NA,NA,NA,NA,NA,"SP026060","SP026060",NA,NA,"1957","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:04:52-03","IBt","SP","45489","S","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Archer, WA","4569","1936","11","27","Southern America","Argentina","Buenos Aires",NA,"Jardim Botanico de la Faculdad de Agronomia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:04:52-03","IBt","SP","37557","S","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Hoehne, FC","Handro, O","s.n.","1938","01","10",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Cultivado no Jardim Botânico de sementes enviadas pelo Dr. W.A.Archer do Uruguai","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA
