"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","coordinatePrecision","imagecode","geoFlag","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"54","2020-06-17 15:23:53-03","UNESP-RC","HRCB","8613","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vent.","34265",NA,"auto",NA,"Izabel P. Corrêa",NA,NA,NA,NA,NA,NA
"55","2019-05-23 11:07:32-03","UFLA","ESAL","21558","S","Plantae","Apiaceae","Apium","australe","Apium australe","Argenta, JA","300",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Horto do UNILAVRAS","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,NA,"; ; ;",NA,NA,NA,"Thouars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","25722","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","L. Lee","s.n.","1888","1","22","South America","Chile","Magallanes y de la Antártica Chilena (XII)",NA,"Laredo Bay, Straits of Magellan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082740",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","1422205","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Bro. Claude-Joseph","5116","1927","10",NA,"South America","Chile",NA,NA,"Vallenar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082739",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","2778183","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","H. G. Barclay","s.n.","1976","2","14","South America","Chile",NA,NA,"Shipton Glacier, Bay of Mountains.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082731",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","2521189","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","N. Goodall","344","1966","2","22","South America","Argentina","Tierra del Fuego",NA,"Paso Garibaldi, on Ruta 3, between Ushuaia and Lago Fagnano. Estancia Harberton, Ushuaia. Varela Point.",NA,NA,NA,NA,NA,"60",NA,NA,NA,"US03082733",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","1177331","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","O. Buchtien","!664","1907","2",NA,"South America - Neotropics","Bolivia","La Paz",NA,"Aphrun [interpreted].",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082748",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","761732","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","J. N. Rose & Mrs. J.N. Rose","19168","1914","9","23","South America","Chile","Valparaíso (V)",NA,"Near Valparaiso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082729",NA,"Apiales","Thouars",NA,"US03082729_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2521264","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","N. Goodall","764","1967","3","17","South America","Argentina","Tierra del Fuego",NA,"No Top Mountain, near the limit with Moat. Estancia Harberton, Ushuaia. Cambaceres River, on lower slopes of w. side of No Top Mountain.",NA,NA,NA,NA,"152","305",NA,NA,NA,"US03082734",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","1283696","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Bro. Claude-Joseph","3950","1925","11",NA,"South America","Chile",NA,NA,"Tomé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082757",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","215946","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","W. E. Safford","s.n.","1886","11","28","South America","Chile","Magallanes y de la Antártica Chilena (XII)",NA,"Fortescue Bay, Magellan Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082744",NA,"Apiales","Thouars",NA,"US03082744_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","2521304","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","N. Goodall","651","1967","2","3","South America","Argentina","Tierra del Fuego",NA,"Just outside Harberton limit at Poste Fierro. Estancia Moat Bay, Beagle Channel.",NA,NA,NA,NA,NA,"15",NA,NA,NA,"US03082732",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2104939","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","L. Smith, A. Magnanini, Z. Lopes Da Silva, S. L. Oliveira e Silva & et al.","6663","1952","4","17","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Município de Cabo Frio, Cabo Frio, Ponta do Gabriel.","-42.025","-22.9467",NA,NA,NA,NA,NA,NA,NA,"US03082726",NA,"Apiales","Thouars",NA,"US03082726_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","2104920","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","L. Smith & R. Reitz","5827","1952","2","26","South America","Brazil","Rio Grande do Sul",NA,"Mun. Tôrres: Sea cliffs Torres.","-49.73","-29.33",NA,NA,"1","40",NA,NA,NA,"US03082727",NA,"Apiales","Thouars",NA,"US03082727_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","530086","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","G. Hastings","188","1900","11","23","South America","Chile",NA,NA,"Vicinity of Santiago. Mts. east of Santiago.",NA,NA,NA,NA,"762",NA,NA,NA,NA,"US03082750",NA,"Apiales","Thouars",NA,"US03082750_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","215912","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","The Albatross","s.n.","1887","1","22","South America","Chile","Magallanes y de la Antártica Chilena (XII)",NA,"Sts. Magellan, Laredo Bay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082737",NA,"Apiales","Thouars",NA,"US03082737_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","2926677","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","L. Constance, R. Goodall & D. Moore","3862","1968","2","6","South America","Argentina","Tierra del Fuego",NA,"Twin Islands, Beagle Channel, opposite mouth of Lashifhashaj River, Estancia Harberton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082730",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","1177352","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","O. Buchtien","s.n.","1903","2","7","South America","Chile",NA,NA,"Uspallata-Pass der chilenischen Hochcordillere (33° s. Breite): Juncal.",NA,NA,NA,NA,"2300",NA,NA,NA,NA,"US03082738",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","1189508","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Bro. Claude-Joseph","2156","1923","3",NA,"South America","Chile",NA,NA,"Punta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082747",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","257060","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","J. Ball","s.n.","1882","6",NA,"South America","Chile","Magallanes y de la Antártica Chilena (XII)",NA,"Patagonia. Hale Cove Messier's Channel. W. Patagonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082743",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","1232915","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","-- Banks & -- Solander","s.n.","1769","1",NA,"South America","Argentina","Tierra del Fuego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082753",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","2521273","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","N. Goodall","748","1967","3","4","South America","Argentina","Tierra del Fuego",NA,"No Top Mountain, near the limit with Moat. Estancia Harberton, Ushuaia. Cutalataca peninsula. North side, near beach.",NA,NA,NA,NA,NA,"60",NA,NA,NA,"US03082735",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","2321691","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","P. C. Hutchison","240","1951","12","31","South America","Paraguay","Concepcion",NA,"Andes. About 1 km. south of Ramuncho (lighthouse) at base of west-facing coastal cliffs, damp by seapage. West of Talcahuano, Punta Hualpén peninsula.",NA,NA,NA,NA,"5","100",NA,NA,NA,"US03082728",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","1693646","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","B. Rosengurtt","B1707","1936","1",NA,"South America","Uruguay",NA,NA,"Cerro Largo. Rìo Negro y A° Palleros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082745",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","1177328","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","O. Buchtien","237","1906","12","14","South America - Neotropics","Bolivia",NA,NA,"Sud-Yungas. Sirupaya bei Yanacachi 16°s. Br.",NA,NA,NA,NA,"2200",NA,NA,NA,NA,"US03082749",NA,"Apiales","Thouars",NA,"US03082749_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","1057370","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","E. Hassler","12453","1913","1",NA,"South America","Paraguay","Paraguari",NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082755",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","1134381","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","O. Buchtien","s.n.","1899","1","6","South America","Chile",NA,NA,"Valdivia: Ensenada bei Corral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082742",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","1233281","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Bro. Claude-Joseph","2919","1924","2",NA,"South America","Chile",NA,NA,"San Antoniö.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082752",NA,"Apiales","Thouars",NA,"US03082752_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","1121297","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Bro. Claude-Joseph","1750","1921","10",NA,"South America","Chile",NA,NA,"Nuñoa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082751",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","1858342","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","C. M. Hicken","s.n.","1921","2","17","South America","Chile",NA,NA,"Chile austral: Istmo de Ofqui, San Rafael.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082741",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","1134382","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","O. Buchtien","12183","1904","3",NA,"South America","Chile",NA,NA,"Süd-Chile. Valdivia (40°).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082736",NA,"Apiales","Thouars",NA,"US03082736_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","1189407","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Bro. Claude-Joseph","2005","1923","1","7","South America","Chile",NA,NA,"Budi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03082746",NA,"Apiales","Thouars",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","2841371","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","R. M. Klein","7256n","1967","2","25","South America","Brazil","Santa Catarina",NA,"Cabeçudas, Itajaí.",NA,NA,NA,NA,"2",NA,NA,NA,NA,"US03082826",NA,"Apiales","Labill. ex Vent.",NA,"US03082826_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","3186032","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","R. Wasum & et al.","6432","1989","12","1","South America","Brazil","Rio Grande do Sul",NA,"RS - Torres - Praia da Guarita.",NA,NA,NA,NA,"6",NA,NA,NA,NA,"US03082825",NA,"Apiales","Labill. ex Vent.",NA,"US03082825_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"88","2019-12-09 17:29:18-03","UFPR","EFC","17650","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Völtz, R.R.","1977","2016","02","08",NA,"Brasil","Santa Catarina","São Francisco do Sul","Balneário Enseada","-48.4969","-26.2269","-48.4969","-26.2269","10","10",NA,NA,"Erva 0,2 m alt.; flores alvacentas; fisionomia herbácea de costão. Formação Pioneira com Influência Marinha","EFC017650",NA,NA,"Labill.",NA,NA,NA,NA,"Völtz, R.R.","2018","11","26",NA,NA,NA
"89","2019-11-13 11:14:41-03","USP","SPF","148524","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Gehrt, A","s.n.","1920","11","04",NA,"Brasil","São Paulo","Peruíbe","Ilha da Queimada Grande.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"SPF00148524",NA,NA,"Labill.","21922","SPF00148524","auto",NA,"Corrêa, IP","1996","11",NA,NA,NA,NA
"90","2018-04-04 16:44:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","T. M. Pedersen","14459","1986","2","22","South America","Chile","Magallanes-Antártica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"Dicotyledoneae","RRC ID Flag",NA,NA,NA,"14459",NA,NA
"91","2018-04-04 16:15:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","K. Freas","73","1983","2","1","South America","Chile","Magallanes-Antártica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"Dicotyledoneae","RRC ID Flag",NA,NA,NA,"73",NA,NA
"92","2020-09-23 12:35:19-03","UFSC","FLOR","1436","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Hatschbach, G.","12624","1967","06","01",NA,"Brasil","Paraná","Paranaguá","Pontal do Sul.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"FLOR0001436",NA,"Apiales","Labill. ex Vent.","24916","FLOR0001436","auto",NA,"Constance, L.","1967",NA,NA,NA,NA,NA
"93","2020-09-23 12:35:19-03","UFSC","FLOR","17822","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Souza, M.L.; Sá, M.R. de; Fronza, M. & Araujo, A.C.","915","1988","02","23",NA,"Brasil","Santa Catarina","Florianópolis","Pontal da Daniela, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"herbáceo, flor branca Habitat: arenoso, seco, restinga","FLOR0017822",NA,"Apiales","Labill. ex Vent.","27000","FLOR0017822","auto",NA,"Lucas, D.B.","2020","01","22",NA,NA,NA
"94","2020-09-23 12:35:19-03","UFSC","FLOR","18326","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Klein, R.M.","7256","1967","02","25",NA,"Brasil","Santa Catarina","Itajaí","Cabeçudas.","-48.6618995666504","-26.9078006744385",NA,NA,"2","2",NA,NA,"erva, flor branca","FLOR0018326",NA,"Apiales","Labill. ex Vent.","27253","FLOR0018326","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-04 15:42:15-03","IF","SPSF","22684","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","A.Furlan","496","1988","04","10","América do Sul","Brasil","SP","Ubatuba","P.E.Serra do Mar, Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Apiales",NA,"34265",NA,"auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Apium","australe","Apium australe","Sello, HL","216",NA,NA,NA,"Southern America","Uruguay",NA,NA,"prope Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,"P11P1N0090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Apium","australe","Apium australe","Sello, HL","5952",NA,NA,NA,NA,"?",NA,NA,"loco non adnotato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,"P11P1N0090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Apium","australe","Apium australe","Sello, HL","4967",NA,NA,NA,NA,"?",NA,NA,"loco non adnotato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,"P11P1N0090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Apium","australe","Apium australe","Sello, HL","640",NA,NA,NA,"Southern America","Uruguay",NA,NA,"prope Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,"P11P1N0090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Apium","australe","Apium australe","Sello, HL","865",NA,NA,NA,"Southern America","Uruguay",NA,NA,"prope Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,"P11P1N0090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Apium","australe","Apium australe","Glaziou, AFM","4001",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro prope Gavia, in litore maris locis humidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,"P11P1N0090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Apium","australe","Apium australe","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro prope Gavia, in litore maris locis humidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,"P11P1N0090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Apium","australe","Apium australe","Sello, HL","214",NA,NA,NA,"Southern America","Uruguay",NA,NA,"prope Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,"P11P1N0090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:31:51-03","UFRGS","ICN","005418","S","Plantae","Apiaceae","Apium","australe","Apium australe","Schultz, AR; Ferreira, AG; Irgang, BE","s.n.","1968","11","12","América do Sul","Brasil","RS","Torres","Morro do Farol","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"Gramado.",NA,"Dicotyledon",NA,"Thouars","20837",NA,"auto",NA,"Irgang, BE",NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:31:51-03","UFRGS","ICN","005489","S","Plantae","Apiaceae","Apium","australe","Apium australe","Schultz, AR; Ferreira, AG; Irgang, BE","s.n.","1968","11","13","América do Sul","Brasil","SC","Passo de Torres",NA,"-49.7228012084961","-29.3349990844727",NA,NA,NA,NA,NA,NA,"Solo arenoso, baixo.",NA,"Dicotyledon",NA,"Thouars","14251",NA,"auto",NA,"Irgang, BE",NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:31:51-03","UFRGS","ICN","000940","S","Plantae","Apiaceae","Apium","australe","Apium australe latisectum","Schultz, AR","940",NA,NA,NA,"América do Sul","Brasil","RS","Torres","Praia Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"H.Wolff","20837",NA,"auto",NA,"Irgang, BE","1951","11","04",NA,NA,"latisectum"
"107","2021-02-08 12:31:51-03","UFRGS","ICN","004161","S","Plantae","Apiaceae","Apium","australe","Apium australe latisectum","Irgang, BE","58","1967","05","07","América do Sul","Brasil","RS","Torres","Morro das Furnas","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"Folhas carnosas em vivo, vegetal com odor forte.; Vegetal pioneiro, assoc. com Limonium brasiliense.",NA,"Dicotyledon",NA,"H.Wolff","20837",NA,"auto",NA,"Irgang, BE",NA,NA,NA,NA,NA,"latisectum"
"108","2021-02-08 12:31:51-03","UFRGS","ICN","001088","S","Plantae","Apiaceae","Apium","australe","Apium australe latisectum","Schultz, AR","1088","1950","11","04","América do Sul","Brasil","RS","Torres","Praia Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"H.Wolff","20837",NA,"auto",NA,"Irgang, BE",NA,NA,NA,NA,NA,"latisectum"
"109","2021-02-08 12:31:51-03","UFRGS","ICN","000940","S","Plantae","Apiaceae","Apium","australe","Apium australe latisectum","Schultz, AR","940",NA,NA,NA,"América do Sul","Brasil","RS","Torres","Praia Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"H.Wolff","20837",NA,"auto",NA,"Irgang, BE","1951","11","04",NA,NA,"latisectum"
"110","2021-02-08 12:31:51-03","UFRGS","ICN","004161","S","Plantae","Apiaceae","Apium","australe","Apium australe latisectum","Irgang, BE","58","1967","05","07","América do Sul","Brasil","RS","Torres","Morro das Furnas","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"Folhas carnosas em vivo, vegetal com odor forte.; Vegetal pioneiro, assoc. com Limonium brasiliense.",NA,"Dicotyledon",NA,"H.Wolff","20837",NA,"auto",NA,"Irgang, BE",NA,NA,NA,NA,NA,"latisectum"
"111","2021-02-08 12:31:51-03","UFRGS","ICN","001088","S","Plantae","Apiaceae","Apium","australe","Apium australe latisectum","Schultz, AR","1088","1950","11","04","América do Sul","Brasil","RS","Torres","Praia Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"H.Wolff","20837",NA,"auto",NA,"Irgang, BE",NA,NA,NA,NA,NA,"latisectum"
"112","2021-02-08 12:31:51-03","UFRGS","ICN","146592","S","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Kinupp, VF","3034","2005","10","26","América do Sul","Brasil","RS","Porto Alegre","Lami Sítio Capororoca","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Erva rosetada; escapo floral ereto; eixo da umbela verde e flores brancas; planta semi-suculenta comestível.; Cultivada. Oriunda de Torres - Guaritas/RS.",NA,"Dicotyledon",NA,"Labill.","29946",NA,"auto",NA,"Kinupp, VF",NA,NA,NA,NA,NA,NA
"113","2021-02-08 12:31:51-03","UFRGS","ICN","191266","S","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Silva Filho, PJS","1868","2013","01",NA,"América do Sul","Brasil","SC","Laguna","Ponta da Galheta","-48.786389","-28.5675","-48.786389","-28.5675",NA,NA,NA,NA,"Entre rochas, à meia sombra",NA,"Dicotyledon",NA,"Labill.",NA,NA,NA,NA,"Silva Filho, PJS",NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:31:51-03","UFRGS","ICN","120333","S","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Carneiro, AM","783","2000","12","08","América do Sul","Brasil","RS","Torres","Morro das Furnas escada que desce para a Guarita face voltada para o mar","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Em rocha voltada para o mar.",NA,"Dicotyledon",NA,"Labill.","20837",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
