"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","identifiedBy","infraspecificEpithet","yearIdentified","monthIdentified","imagecode","class","order","relatedCatalogItem","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","preparationType","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus"
"11","2020-12-21 16:14:12-03","MBM","MBM","146525","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55860","Southern America","Brazil","MBM146525","1991","11","07","Goiás","São Gabriel de Goiás",NA,NA,NA,NA,"Ereta, capítulos amarelos.; Campo cerrado.",NA,"Pruski, J.",NA,"1992",NA,"MBM146525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:14:12-03","MBM","MBM","14738","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Hatschbach, G.","23607","Southern America","Brazil","MBM014738","1970","02","15","Mato Grosso","Rio Brilhante",NA,NA,NA,NA,"Erva, 50 cm, capítulos amarelos.; Do cerrado.",NA,"Nakajima, J.N.",NA,"2009","09","MBM014738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:14:12-03","MBM","MBM","154783","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","58286","Southern America","Brazil","MBM154783","1992","11","30","Goiás","São Gabriel de Goiás",NA,NA,NA,NA,"Xilopodífera, ereta, capítulos amarelos.; Campo cerrado.",NA,"Pruski, J.",NA,"1993",NA,"MBM154783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:14:12-03","MBM","MBM","156808","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","58258","Southern America","Brazil","MBM156808","1992","11","29","Goiás","Catalão",NA,"-47.9463996887207","-18.1658000946045","94621","Ereta, capítulos amarelos.; Campo cerrado.","auto","Pruski, J.",NA,"1995",NA,"MBM156808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:14:12-03","MBM","MBM","154781","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","58407","Southern America","Brazil","MBM154781","1992","12","04","Goiás","Luziânia",NA,"-47.9502983093262","-16.2525005340576","83221","Xilopodífera, 70 cm, ereta, capítulos amarelos.; Campo cerrado.","auto","Pruski, J.",NA,"1993",NA,"MBM154781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:14:12-03","MBM","MBM","133756","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53817","Southern America","Brazil","MBM133756","1990","02","11","Goiás","São João d'Aliança",NA,"-47.5247001647949","-14.7055997848511","91641","Xilopodífera, 50 cm, capitulos amarelos.; Campo cerrado.","auto","Pruski, J.",NA,"1990",NA,"MBM133756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:14:12-03","MBM","MBM","113693","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Hatschbach, G.; Cervi, A.C.; Cordeiro, J.; Cervi, A.C.; Cordeiro, J.","51164","Southern America","Brazil","MBM113693","1987","03","20","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867","37970","Ereta, 1 m, capítulos amarelos.; Cammpo rupestre, afloramentos rochosos.","auto","Nakajima, J.N.",NA,"2009","09","MBM113693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-10-05 18:18:06-03","MNHN","RECOLNAT_MNHN_P","P00709930","PreservedSpecimen",NA,NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Vauthier",NA,NA,"Brésil","P00709930",NA,"5",NA,NA,NA,"lieux élevés et sablonneux,environs de Sabara. Minas Geraïs",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00709930' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"P00709930_01",NA,NA,NA,NA,NA,NA,"321","hb",NA,NA,NA,NA
"19","2016-10-17 10:08:15-02","MNHN","RECOLNAT_MNHN_P","P02514642","PreservedSpecimen",NA,NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Pohl, J.E.",NA,NA,"Brésil","P02514642",NA,NA,NA,"Minas Gerais",NA,"Brasilia, in serra de Christaes, Paracatu, v. Pedro, S. Luzia",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514642' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"P02514642_01",NA,NA,NA,NA,NA,NA,"705","hb",NA,NA,NA,NA
"20","2020-12-11 11:32:18-03","UFMG","BHCB","47761","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","Baker","Lombardi, JA","3000","Southern America","Brasil","BHCB051288","1999","06","12","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Entre a coordenada indicada e o Riacho das Éguas.","-43.35","-18.133333",NA,"Plantas do Brasil.; Arbusto, ca. 0,6m. Folhas coriáceas, brácteas verdes de ápice vermelho, lacínios e flores amarelos.; Cerrado.",NA,NA,NA,"2001","07",NA,NA,NA,NA,NA,"-43.35","-18.133333",NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:32:18-03","UFMG","BHCB","47769","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","Baker","Lombardi, JA","3008","Southern America","Brasil","BHCB051289","1999","06","12","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Entre a coordenada indicada e o Riacho das Éguas.","-43.35","-18.133333",NA,"Plantas do Brasil.; Arbusto, ca. 0,5m. Folhas coriáceas, brácteas verdes, frutos imaturos verdes.; Cerrado.",NA,NA,NA,"2000","04",NA,NA,NA,NA,NA,"-43.35","-18.133333",NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:18:13-03","UFPR","UPCB","22265","PreservedSpecimen","Plantae",NA,"Asteraceae","Wedelia","ovalifolia","Wedelia ovalifolia","(DC.) B.L.Turner","Hatschbach, G.","58407",NA,"Brasil",NA,"1992","12","04","Goiás","Luziânia","Arredores da cidade","-47.9502983093262","-16.2525005340576","83221","Xilopodífera, 70cm, ereta, capítulos amarelos. Campo cerrado..","auto","Pruski, J.",NA,"1993","01",NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"23","2011-12-22 05:01:00-02","MO","MOBOT","1000756","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Teodoro Rojas","Rojas 6602","South America","Paraguay",NA,"1934","1",NA,"Amambay",NA,"Pedro Juan Caballero.","-55.61666","-22.56666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"24","2020-08-31 08:52:46-03","INPA","INPA","123222","S","Plantae","Dicotyledon Asterids","Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Kirkbride Junior, JH","3802","Southern America","Brasil","INPA0123222","1981","02","12","Distrito Federal",NA,"4 km. oeste do rio Preto perto de DF 6. Campo cerrado.","-47.366667","-15.716667",NA,NA,NA,"Robinson, EA",NA,"1983",NA,"INPA0123222 INPA0123222_e",NA,"Asterales",NA,NA,"-47.366667","-15.716667",NA,NA,NA,"880","880",NA
"25","2020-08-31 08:52:46-03","INPA","INPA","215200","S","Plantae","Dicotyledon Asterids","Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Farias, R","288","Southern America","Brasil","INPA0215200","1999","01","19","Rondônia",NA,NA,"-60.355833","-12.5575",NA,NA,NA,"Ramos, JF",NA,"2005","01","INPA0215200 INPA0215200_e INPA0215200_e1",NA,"Asterales",NA,"03","-60.355833","-12.5575",NA,NA,NA,"580","580",NA
"26","2020-08-31 08:52:46-03","INPA","INPA","249177","S","Plantae","Dicotyledon Asterids","Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Taxonomy Class of Universidade de Brasília","517","Southern America","Brasil","INPA0249177","1977","11","16","Distrito Federal",NA,"Brasilândia, South side of campus of Universidade de Brasília. Cerrado low-tree & scrub savanna (the natural vegetation here, with woody layer slightly opened by fires from the original tree & scrub woodland form).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPA0249177 INPA0249177_e",NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-08-31 08:52:46-03","INPA","INPA","77978","S","Plantae","Dicotyledon Asterids","Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Shepherd, GJ","3597","Southern America","Brasil","INPA0077978","1976","11","26","Goiás",NA,"Estrada de Goiania a Anápolis. km. 42.Cerrado.",NA,NA,NA,NA,NA,"Pruski, JF",NA,"1987","09","INPA0077978 INPA0077978_e INPA0077978_e1",NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-19 11:17:15-03","UFG","UFG","27843","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Rizzo, J.A.; et all","12634",NA,"Brasil","UFG0027843","2004","12","19","Goiás","Catalão","Próximo ao rio São Marcos. Cerrado.","-47.700944","-18.047167",NA,"Erva cerca de 20 cm de altura, corola branca, brácteas verdes.",NA,"Ferreira, H.D.",NA,"2004","12",NA,NA,NA,NA,"26","-47.700944","-18.047167",NA,NA,NA,NA,NA,NA
"29","2019-12-19 11:17:15-03","UFG","UFG","28018","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Rizzo, J.A.; et all","12808",NA,"Brasil","UFG0028018","2005","01","21","Goiás","Catalão","COPEBRÁS","-47.864167","-18.163056",NA,"Erva de 40 cm de altura, caule verde amarelado, folha verde áspera, brácteas verdes, corda ligulada branca e tubulada, estilo branco.",NA,"Ferreira, H.D.",NA,"2005","03",NA,NA,NA,NA,"10","-47.864167","-18.163056",NA,NA,NA,NA,NA,NA
"30","2019-12-19 11:17:15-03","UFG","UFG","28128","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Rizzo, J.A.; et all","12914",NA,"Brasil","UFG0028128","2005","01","23","Goiás","Catalão","Próximo ao rio São Marcos. Cerrado.","-47.42034","-18.02498",NA,"Erva cerca de 1 m de altura, inflorescência branca.",NA,"Ferreira, H.D.",NA,"2005","05",NA,NA,NA,NA,"10","-47.42034","-18.02498",NA,NA,NA,NA,NA,NA
"31","2019-12-19 11:17:15-03","UFG","UFG","1068","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Rizzo, J.A.; Barbosa, A.","3347",NA,"Brasil","UFG0001068","1969","01","01","Goiás","Nerópolis","À direita da GO-9 para Nerópolis, 15 km de Goiânia.","-49.2186012268066","-16.406400680542","15315","Herbácea, corola amarela.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-19 11:17:15-03","UFG","UFG","1928","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Rizzo, J.A.; Barbosa, A.","3926",NA,"Brasil","UFG0001928","1969","03","05","Goiás","Goiânia","À esquerda da GO-060 de Goiânia para Trindade no km 12. Campo cerrado.","-49.2538986206055","-16.6786003112793","25250","Subarbusto cerca de 0,5 m de altura, corola amarela.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-19 11:17:15-03","UFG","UFG","703","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Rizzo, J.A.; Barbosa, A.","96",NA,"Brasil","UFG0000703","1968","04","06","Goiás","Goiânia","À esquerda do ribeirão Dourado, próximo à sua cabeceira. Cerrado, ocorre mata ciliar.","-49.2538986206055","-16.6786003112793","25250","Herbácea, corola amarela.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-19 11:17:15-03","UFG","UFG","4581","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Rizzo, J.A.","4598",NA,"Brasil","UFG0004581","1969","12","06","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, Na divisa dos municípios de Mossâmedes ao Sul, e Goiás ao Norte. Área da UFG, campo rupestre.","-50.2150001525879","-16.1266994476318","30139","Herbácea, corola amarelada.","auto","Barroso, G.M.",NA,"1970","02",NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-19 11:17:15-03","UFG","UFG","18113","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Gomes-Klein, V.L.; Marquete, R.","2724",NA,"Brasil","UFG0018113","1995","03","29","Distrito Federal","Brasília","Reserva Ecologica do IBGE, Próximo ao ribeirão Taquara.","-47.9296989440918","-15.7797002792358","70570","Subarbusto cerca de 0,30 m de altura, folhas verdes, flores amarelas, vistisas. Solo areno-argiloso.","auto","Gomes-Klein, V.L.",NA,"1996","04",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-06-10 10:10:11-03","FZB-BH","BHZB","8820","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia",NA,"Ordones, J. et al.","1787",NA,"Brasil",NA,"2012","04","17","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.709444","-19.0425",NA,"Ponto 83, 635818 7893979 1273 m, com duplicata. Duplicata doada para Herbário HUFU.",NA,"Jimi Nakajima",NA,"2013","02",NA,NA,NA,NA,NA,"43W 42' 34","19S 02' 33",NA,NA,NA,"1273","1273",NA
"37","2019-06-10 10:10:11-03","FZB-BH","BHZB","9084","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia",NA,"Fernandes, M.G.C. et al.","1439",NA,"Brasil",NA,"2012","07","09","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.708056","-19.046389",NA,"Ponto 98 (635943, 7893554 1285 m) Mirante do Vale do rio das Pedras perto do Pico do Sol , Duplicata doada para Herbário HUFU",NA,"Jimi Nakajima",NA,"2013","02",NA,NA,NA,NA,NA,"43W 42' 29","19S 02' 47",NA,NA,NA,"1285","1285",NA
"38","2019-06-10 10:10:11-03","FZB-BH","BHZB","9932","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia",NA,"Ordones, J. et al.","2022",NA,"Brasil",NA,"2012","11","26","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.708056","-19.046389",NA,"Ponto 98 : 635943 7893554 1285 m Borda da mata. , com duplicata, Duplicata doada para Herbário HUFU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W 42' 29","19S 02' 47",NA,NA,NA,"1285","1285",NA
"39","2019-06-10 10:10:11-03","FZB-BH","BHZB","9962","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia",NA,"Fernandes, M.G.C. et al.","1679",NA,"Brasil",NA,"2012","11","27","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.7144012451172","-19.1688995361328","26557","s/ponto Folhas ásperas, Duplicata doada para Herbário HUFU.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-06-10 10:10:11-03","FZB-BH","BHZB","8727","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia",NA,"Andrade, I.R. et al.","468",NA,"Brasil",NA,"2012","05","15","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais, caminho para Cachoeira Bicame","-43.724167","-19.020833",NA,"Ponto 102 634277 7896393 1230m. Duplicata doada para Herbário HUFU.",NA,"Jimi Nakajima",NA,"2013","02",NA,NA,NA,NA,NA,"43W 43' 27","19S 01' 15",NA,NA,NA,"1230","1230",NA
"41","2019-06-10 10:10:11-03","FZB-BH","BHZB","8675","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia",NA,"Andrade, I.R. et al.","358",NA,"Brasil",NA,"2012","05","15","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,Cachoeira do Bicame","-43.719722","-19.018889",NA,"Ponto 100 634747 7896579 1155 m, Duplicata doada para Herbário HUFU.",NA,"Jimi Nakajima",NA,"2013","02",NA,NA,NA,NA,NA,"43W 43' 11","19S 01' 08",NA,NA,NA,"1155","1155",NA
"42","2019-06-10 10:10:11-03","FZB-BH","BHZB","9053","S","Plantae",NA,"Asteraceae","Aspilia Cf.","ovalifolia","Aspilia Cf. ovalifolia",NA,"Fernandes, M.G.C. et al.","1647",NA,"Brasil",NA,"2012","07","12","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328","26557","s/ponto. Duplicata doada para Herbário HUFU","auto","Jimi Nakajima",NA,"2013","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-06-10 10:10:11-03","FZB-BH","BHZB","8752","S","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia",NA,"Andrade, I.R. et al.","316",NA,"Brasil",NA,"2012","05","14","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.708056","-19.046389",NA,"Ponto 98 635943 7893554 1285m,com duplicata",NA,"Jimi Nakajima",NA,"2013","02",NA,NA,NA,NA,NA,"43W 42' 29","19S 02' 47",NA,NA,NA,"1285","1285",NA
"44","2020-09-02 16:20:50-03","Cenargen","CEN","98429","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","José Floriano Barêa Pastore","4098",NA,"Brasil","CEN00098429","2012","09","27","MG","GOUVEIA","Base do Morro do Camelinho.","-43.7407989501953","-18.4543991088867","37970","Foto com Henrique.","auto","J. B. Bringel",NA,"2018","11","CEN00098429",NA,NA,NA,NA,NA,NA,NA,"Unicata","1",NA,NA,NA
"45","2019-11-13 11:15:58-03","USP","SPF","214391","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Taxonomy class of Universidade de Brasilia","517",NA,"Brasil","SPF00214391","1977","11","16","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.85","-15.75",NA,NA,NA,"Eiten, G",NA,"1978",NA,NA,NA,NA,NA,NA,"-47.85","-15.75",NA,NA,NA,NA,NA,NA
"46","2019-10-07 09:11:06-03","UEFS","HUEFS","15021","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Hatschbach, G.","58286",NA,"Brasil","HUEFS0015021","1992","11","30","Goiás","São Gabriel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0015021","Asteranae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-04 16:39:46-03","FFCLRP","SPFR","7476","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(D.C.) Baker","Da Costa,F.B.","141",NA,"Brasil",NA,"2003","11","19","Minas Gerais","Campo Alegre","Rod. BR050, km 169",NA,NA,NA,NA,NA,"Nakajima, J.N.",NA,"2004","08",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-09-04 19:38:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia",NA,"A.-C. Vauthier","321","South America","Brazil",NA,"1833",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
