"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","sex"
"1","2021-04-05 14:25:37-03","UNESC","CRI","7492","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Cristiane Krug","2006","10","20","Brasil","Santa Catarina","Porto União","-51.078611","-26.238611","51º4'43''W","26º14'19''S","CRI004945","CRI004945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:33:44-03","UNESC","CRI","6423","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","J. A. Jarenkow","1992","12","05","Brasil","Rio Grande do Sul","Torres","-49.727222","-29.335833","49º43'38''W","29º20'9''S","CRI004946","CRI004946","M. Sobral","2231","Perdida.","36","36","Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:25:37-03","UNESC","CRI","14459","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","03","20","Brasil","Santa Catarina","Erval Velho","-51.387778","-27.269722","51º23'16''W","27º16'11''S","CRI013579","CRI013579","Verdi, M","1854","Fazenda Maragatos. Fazenda Maragatos.","802","802","Florística IFFSC 442. Habitat: Floresta Ombrófila Mista; Habito: Fruto verde;","2009","03","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:25:37-03","UNESC","CRI","7493","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Cristiane Krug","2006","11","05","Brasil","Santa Catarina","Porto União","-51.078611","-26.238611","51º4'43''W","26º14'19''S","CRI004954","CRI004954",NA,NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","386721","PreservedSpecimen","Plantae","Myrtaceae","Britoa","hassleriana","Britoa hassleriana","Barb.Rodr.","E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"NY00386721","NY00386721_01",NA,"4921",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392791' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","type","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"6","2016-09-27 07:38:00-03","NY","NYBG","386720","PreservedSpecimen","Plantae","Myrtaceae","Britoa","hassleriana","Britoa hassleriana",NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"NY00386720","NY00386720_01",NA,"4894","Iter ad Yerbales montium Sierra de Maracayú; in region vicine Igatimi",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392790' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","type","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","386723","PreservedSpecimen","Plantae","Myrtaceae","Britoa","sellowiana","Britoa sellowiana","O.Berg","A. F. Regnell",NA,NA,NA,"Brazil","Minas Gerais","Caldas","-46.3858","-21.9236",NA,NA,"NY00386723","NY00386723_01",NA,"II110","Caldas",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=312369' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","lectotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","579604","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","F. C. Hoehne","1928","11","05","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,"NY00579604","NY00579604_01",NA,"s.n.","Jaguariahyva.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385160' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","579605","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","J. R. Pirani","1994","12","08","Brazil","Espírito Santo","Vila Velha","-40.286823","-20.328351",NA,NA,"NY00579605","NY00579605_01","M. L. Kawasaki","3478","ES-060, mata de restinga a W da Rodovia, ca. 1 km N da Praia da Sereias.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385141' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","579592","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","R. M. Klein","1962","12","05","Brazil","Santa Catarina","Lajes","-50.3258","-27.8161",NA,NA,"NY00579592","NY00579592_01","L. R. Landrum","3196","Encruzilhada, Lajes","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385154' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"11","2017-02-01 14:13:00-02","NY","NYBG","579584","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia",NA,"E. M. Zardini","1989","10","16","Paraguay","Guairá",NA,"-56.33","-25.8",NA,NA,"NY00579584",NA,"B. K. Holst","15206","Cordillera de Ybytyruzú. Road to Cantera Jhú, 5 kms S of Coronel Oviedo. Gallery forest along Chorro Creek.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385156' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","579598","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","G. G. Hatschbach","1982","09","30","Brazil","Paraná","Teixeira Soares","-50.4606","-25.3683",NA,NA,"NY00579598","NY00579598_01","L. R. Landrum","45513","Rio da Areia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","579594","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","L. B. Smith","1964","10","20","Brazil","Santa Catarina","Sao Miguel do Oeste","-53.53","-26.7",NA,NA,"NY00579594","NY00579594_01","L. R. Landrum","12752","2 km northwest of Sao Miguel d'Oeste.","700","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385157' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00907105","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","J. R. Pirani","1998","01","12","Brazil","Minas Gerais","Monjolos","-44.0369","-18.2925",NA,NA,"NY00907105","NY00907105_01","M. L. Kawasaki","3919","Estrada Monjolos- Conselheiro Mata, ca. 2 km NE da ponte perto da cidade","770","770","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984066' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","579586","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","S. A. Mori","1978","09","18","Brazil","Bahia","Prado","-39.2206","-17.3411",NA,NA,"NY00579586","NY00579586_01","M. I. U. de Oliveira","10666","Rod. BA 284, trecho Prado/Itamaraju, ca. de 65 Km a NW de Prado. Folha SE - 24 (17-39c).",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385142' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","557686","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","W. W. Thomas","1991","07","01","Brazil","Bahia","Uruçuca","-39.0617","-14.4231",NA,NA,"NY00557686","NY00557686_01","M. I. U. de Oliveira","7202","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Parcel 6. Tree # 211",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385140' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","579589","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","J. G. Kuhlmann","1943","11","15","Brazil",NA,NA,NA,NA,NA,NA,"NY00579589","NY00579589_01","L. R. Landrum","6431","Goitacazes. Rio Doce.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385146' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 07:45:00-03","NY","NYBG","579585","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia",NA,"L. R. Landrum","1987","12","11","Argentina","Misiones","San Ignacio",NA,NA,NA,NA,"NY00579585",NA,NA,"5737","San Ignacio, new road to Loreto, ca. 1 km from Ruta 12.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385162' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","617056","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","G. Jönsson","1914","05","15","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,"NY00617056","NY00617056_01","C. E. B. Proença","363a","Jaguariahyva",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375015' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","579603","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","J. C. Lindeman","1966","12","08","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00579603","NY00579603_01","L. R. Landrum","3485","Steep N bank of Rio Iguaçu E of ferry in road to Capanema.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385158' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","579601","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","P. K. H. Dusén","1914","11","25","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,"NY00579601","NY00579601_01","L. R. Landrum","15947","Jaguariahyva opp.","730","730","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385151' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","579595","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","G. G. Hatschbach","1975","10","24","Brazil","Paraná","Laranjeiras do Sul","-52.4158","-25.4081",NA,NA,"NY00579595","NY00579595_01","L. R. Landrum","37339","Faxinal Grande",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385143' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","777095","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","M. Borgo","1999","12","04","Brazil","Paraná","Fênix","-51.97","-23.92",NA,NA,"NY00777095","NY00777095_01","S. M. Silva","567","Parque Estadual Vila Rica do Espírito Santo",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385152' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","579600","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","G. G. Hatschbach","1969","10","21","Brazil","Paraná","Guarapuava","-51.4581","-25.3956",NA,NA,"NY00579600","NY00579600_01","L. R. Landrum","22561","Entre Rios.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385153' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","579599","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","G. G. Hatschbach","1974","11","13","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,"NY00579599","NY00579599_01","L. R. Landrum","35427","Rio Jaguariaiva",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385150' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","579602","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","A. P. Duarte","1945","05","19","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00579602","NY00579602_01","L. R. Landrum","1818","Parque Nacional do Iguaçú.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385159' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","579590","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","M. Sobral","1985","12",NA,"Brazil","Rio Grande do Sul","Agudo","-53.24","-29.6456",NA,NA,"NY00579590","NY00579590_01","M. Sobral","4510","Cerro Agudo, Agudo.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385139' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","579597","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","G. G. Hatschbach","1982","08","18","Brazil","Paraná","Guairá","-54.2556","-24.08",NA,NA,"NY00579597","NY00579597_01","L. R. Landrum","45213","Sete Quedas",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385148' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","533275","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","C. Medri","1999","09","11","Brazil","Paraná","Sao Jerônimo da Serra","-50.7408","-23.7278",NA,NA,"NY00533275","NY00533275_01",NA,"848","Salto Joao Nogueira, Sao Jerônimo da Serra.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385161' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-01-12 11:08:00-02","NY","NYBG","00907106","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia",NA,"P. Clausen",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00907106","NY00907106_01","L. R. Landrum","147.A","Minas. Brasilia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984071' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","579593","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","L. B. Smith","1957","02","19","Brazil","Santa Catarina","Xanxerê","-52.4042","-26.8769",NA,NA,"NY00579593","NY00579593_01","L. R. Landrum","11507","3-4 km south of Abelardo Luz.","500","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385155' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","579596","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","G. G. Hatschbach","1969","10","08","Brazil","Paraná","Ivaí","-50.8589","-25.0108",NA,NA,"NY00579596","NY00579596_01","L. R. Landrum","22384","Bom Jardim",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385147' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","579587","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","L. R. Landrum","1982","02","07","Brazil","Paraná","Curitiba","-49.25","-25.5",NA,NA,"NY00579587","NY00579587_01","L. R. Landrum","4298","Parque Barreirinha.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385144' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","579588","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","L. R. Landrum","1981","12","29","Brazil","Paraná","Foz do Iguaçu","-54.5881","-25.5481",NA,NA,"NY00579588","NY00579588_01","L. R. Landrum","4014","Foz de Iguazu, near corner of Benjamin Constant and rua Antonio.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1281790","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","H. C. de Lima","1984","01","09","Brazil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596",NA,NA,"NY01281790","NY01281790_01","M. I. U. de Oliveira","4855","Trecho entre Itaóca e Itapemirim, Pontal, ca. 4 km antes da ponte sobre o rio Itapemirim.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742503' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","37987","auto",NA,NA,NA,NA,NA,NA
"36","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG5098","S","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia",NA,"JLPR",NA,NA,NA,"Brasil","Minas Gerais","Santa Maria de Itabira","-43.1124992370605","-19.4493999481201",NA,NA,NA,NA,NA,"(127) 018","Comunidade Indaiá",NA,NA,"Fruto comestível",NA,NA,NA,NA,NA,NA,NA,NA,"22502","auto",NA,NA,NA,NA,NA,NA
"37","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1730","S","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia",NA,"M.F.V Starling(57); M.A. Biaggi","1983",NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"M.F.V Starling; M.A. Biaggi",NA,"Parque dos Mangabeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","6668","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Amaral Jr., A.","1972","10","13","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU006668",NA,NA,"1171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","31551","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Torres, R.B.","2006","11","04","Brasil","São Paulo","Santo Antônio do Pinhal",NA,NA,"9999","9999","BOTU031551",NA,"Sobral, M.E.G.","1792","Sítio Matão",NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","24399","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Francisco, E.M.","1998","10","08","Brasil","Paraná","São Jeronimo da Serra",NA,NA,"9999","9999","BOTU024399",NA,"Viani, R.A.G.",NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","18734","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Nicolini Gabriel, E.M.","1989","11","09","Brasil","São Paulo","Bofete",NA,NA,"9999","9999","BOTU018734",NA,"Nicolini Gabriel, E.M.",NA,NA,NA,NA,NA,"1989","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:09:32-03","UNESP-IBB","BOTU","22126","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Bicudo, L.R.H.","1998","10","13","Brasil","São Paulo","Panorama","-51.856667","-21.347222","51°51'24w","21°20'50s","BOTU022126",NA,NA,"93",NA,NA,NA,"Mata de galeria, 4,5 m de altura, cálice verde. Corola, corola branca, androceu branco, odor desagradável",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","4714","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Correa, A.M.","1974","11","08","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU004714",NA,"Faria Jr., J.E.R.","136",NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","4718","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Pompei, D.G.","1974","10","26","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU004718",NA,"Pompei, D.G.","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","4717","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Rocha, C.P.","1974","10","19","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU004717",NA,"Faria Jr., J.E.R.",NA,NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","4715","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia","(Cambess.) O.Berg","Bellusci, N.","1974","11","09","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU004715",NA,"Biral, L.","47",NA,NA,NA,NA,"2010","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
