"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","day","county","verbatimLongitude","verbatimLatitude","decimalLongitude","decimalLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus"
"54","2019-01-25 15:45:15-02","IAC","IAC","47830","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","O. Kotchetkoff-Henriques; M. Sandrini & A. Nogueira","414","2001","06",NA,"Brasil","São Paulo","Reserva Gleide",NA,"UTM W0213837, S7659544, zona 23",NA,NA,"S.L. Jung-Mendaçolli","2008","05","21","28","Ribeirão Preto","-47.755176","-21.142722","-47.755176","-21.142722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-01-25 15:45:15-02","IAC","IAC","49550","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","L.C. Bernacci; L. Alves & L.G. Veiga","4477","2007","10",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Base Itamambuca, próximo a Parcela N (Biota Gradiente Funcional)",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2008","05","19","16","São Luís do Paraitinga","-45.3100","-23.2217","-45.31","-23.2217",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-01-25 15:45:15-02","IAC","IAC","50490","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","J.A. Lombardi; M.M. Silva-Castro & N. Guerin","6435","2006","09",NA,"Brasil","São Paulo","Rodovia SP-225, 0,5km antes do pedágio, lado direito no sentido Itirapina/SP-310",NA,NA,NA,NA,"J.A. Lombardi","2006","09","14","14","Itirapina","-47.8228","-22.2528","-47.8228","-22.2528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-01-25 15:45:15-02","IAC","IAC","52849","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","A.P. Teixeira & B.G. Luize","139","2006","04",NA,"Brasil","São Paulo","Estação Ecológica de Itirapina",NA,"Pouco frequente sobre solos hidromórficos; coordenada do material: 22o15#?#54S,47o40#?#51W, 720m de altitude, no entanto essa coordenada se localiza no município de Corumbataí (SP), lado oposto ao da Estação Ecológica de Itirapina",NA,NA,"L.C. Bernacci","2009","09","09","22","Itirapina","-47.8228","-22.2528","-47.8228","-22.2528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-01-25 15:45:15-02","IAC","IAC","33332","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","M. Kuhlmann","1530","1947","11",NA,"Brasil","São Paulo","Fazenda Santa Tereza",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","13","Espírito Santo do Pinhal","-46.6828","-22.1158","-46.6828","-22.1158",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-01-25 15:45:15-02","IAC","IAC","33333","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","M. Kuhlmann","1529","1947","11",NA,"Brasil","São Paulo","Fazenda Santa Tereza",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","13","Espírito Santo do Pinhal","-46.6828","-22.1158","-46.6828","-22.1158",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-01 15:08:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Heringer, EP","8770","1961","11","Southern America","Brasil","Distrito Federal","Horto do Guará",NA,"Árvore de 5 m de altura; Mata",NA,NA,"Smith, LB; Smith, SF","1967",NA,NA,"15","Brasília",NA,NA,"-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"61","2019-11-01 15:08:26-03","UnB","UB","34198","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Irwin, HS","19346","1968","01","Southern America","Brasil","Goiás","Corumbá de Goiás, 20km ao NW de Corumbá de Goiás",NA,NA,NA,NA,"Fonnegra, R",NA,NA,NA,"27","Corumbá de Goiás","-48.8086","-15.9236","-48.8086","-15.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:08:26-03","UnB","UB","34199","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Irwin, HS","32242","1971","03","Southern America","Brasil","Goiás","Alto Paraíso de Goiás, 20km ao N de Alto Paraíso de Goiás",NA,NA,NA,NA,"Fonnegra, R",NA,NA,NA,"19","Alto Paraíso de Goiás","-47.516667","-14.116667","-47.516667","-14.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-05-06 12:00:51-03","UFU","HUFU","3646","S","Plantae",NA,NA,"Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Equipe do Jardim Botânico de Brasília","602","1985","10",NA,"Brasil","Distrito Federal","Jardim Botânico de Brasília, ca. de 20 km a SE de Brasília. Estrada de visitantes.",NA,"Subarbusto, ca. de 60 cm. Botões e flores branco-esverdeados, com anteras rosadas e muito perfume.","HUFU00020009","HUFU00020009","Freitas, M.F.","2012","09","18","31","Brasília",NA,NA,"-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"64","2021-03-04 15:45:50-03","IF","SPSF","19598","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","S.E.Martins","117","1995","06","América do Sul","Brasil","SP","P.E.da Serra do Mar",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"S.L.J.Mendacolli","2002","08","15","01","Cubatão",NA,NA,"-46.4199981689453","-23.8899993896484","Magnoliopsida",NA,"15123","auto",NA,NA,NA,NA,NA
"65","2021-03-04 15:45:50-03","IF","SPSF","14417","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","J.A.Pastore","368","1991","07","América do Sul","Brasil","SP","próximo ao cerrado Estrela",NA,"COLETA: XLS: SPSFAntigo&nf;Região alagada.&nf;Árvore, flores amarelo everdeadas.;",NA,NA,"S.L.J.Mendacolli","2002","08","15","21","Itirapina",NA,NA,"-47.8199996948242","-22.25","Magnoliopsida",NA,"22843","auto",NA,NA,NA,NA,NA
"66","2021-03-04 15:45:50-03","IF","SPSF","30121","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus",NA,"J.A.Pastore & C.Moura","1185","2002","07","América do Sul","Brasil","SP","P.E.Xixova-Japui, Paranapua",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da caixa d'agua&nf;;",NA,NA,"S.L.J.Mendacolli","2003","05","14","19","São Vicente",NA,NA,"-46.3899993896484","-23.9599990844727","Magnoliopsida",NA,"25482","auto",NA,NA,NA,NA,NA
"67","2021-03-04 15:45:50-03","IF","SPSF","38623","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","O. T. Aguiar & J. B. Baitello & C. R. Lima","753","2007","08","América do Sul","Brasil","SP","Estação Ecológica de Paranapanema",NA,"COLETA: Arvoreta 1,5m, inflorescencia fase inicial.; GEOGRAFIA: Trilha 4.;",NA,NA,"J. A. Pastore","2007","09","11","30","Paranapanema",NA,NA,"-48.784167","-23.540556","Magnoliopsida",NA,NA,NA,"630","630",NA,NA,NA
"68","2021-03-04 15:45:50-03","IF","SPSF","39208","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","R.Cielo-Filho & J.B.Baitello & C.R.Lima","631","2008","01","América do Sul","Brasil","SP","Estação Ecológica de Paranapanema",NA,"COLETA: Arvoreta 3m, frutos vermelhos.; GEOGRAFIA: Palmital.;",NA,NA,"A.P.Ribeiro","2008","03","10","30","Paranapanema",NA,NA,"-48.780278","-23.529167","Magnoliopsida",NA,NA,NA,"610","610",NA,NA,NA
"69","2021-03-04 15:45:50-03","IF","SPSF","40126","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","C.R.Lima & R.Cielo-Filho & J.B.Baitello","327","2008","05","América do Sul","Brasil","SP","Estação Ecológica",NA,"COLETA: Arbusto 0,8 m, fruto maduro negro.;",NA,NA,"J.B.Baitello","2008","06","02","28","Itapeva",NA,NA,"-49.081944","-24.075556","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-04 15:45:50-03","IF","SPSF","40290","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","O.T. Aguiar & R.S.Almeida & J.B.Baitello","847","2008","05","América do Sul","Brasil","SP","Estação Ecológica",NA,"COLETA: Arbusto 0,8 m, flores creme e frutos negros.;",NA,NA,"R.Cielo-Filho","2008","06","30","29","Itapeva",NA,NA,"-49.066944","-24.079722","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-04 15:45:50-03","IF","SPSF","40500","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","C.R.Lima & J.B.Baitello & R.Cielo-Filho","78","2008","08","América do Sul","Brasil","SP","Estação Ecológica",NA,"COLETA: Árvore 3 m, flores creme.;",NA,NA,"L.C.Bernacci","2008","11","03","27","Itapeva",NA,NA,"-49.081389","-24.073889","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-04 15:45:50-03","IF","SPSF","41126","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","C.R.Lima & J.B.Baitello & R.Cielo-Filho","125","2008","11","América do Sul","Brasil","SP","Estação Ecológica",NA,"COLETA: Arbusto 2m; GEOGRAFIA: trilha do rio Pirituba.;",NA,NA,"L. de Cicco","2008","12","30","25","Itapeva",NA,NA,"-49.068056","-24.080833","Magnoliopsida",NA,NA,NA,"750","750",NA,NA,NA
"73","2021-03-04 15:45:50-03","IF","SPSF","41127","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","C.R.Lima & J.B.Baitello & R.Cielo-Filho","126","2008","11","América do Sul","Brasil","SP","Estação Ecológica",NA,"COLETA: Arbusto 1,5m de altura, frutos; GEOGRAFIA: trilha do rio Pirituba.;",NA,NA,"L. de Cicco","2008","12","30","25","Itapeva",NA,NA,"-49.068056","-24.080833","Magnoliopsida",NA,NA,NA,"750","750",NA,NA,NA
"74","2021-03-04 15:45:50-03","IF","SPSF","15630","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","G.Durigan",NA,"1992","09","América do Sul","Brasil","BA","Estação Experimental Lemos Maia",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"S.L.J.Mendacolli","2002","08","15","09","Una",NA,NA,"-39.0752983093262","-15.2932996749878","Magnoliopsida",NA,"36070","auto",NA,NA,NA,NA,NA
"75","2021-03-04 15:45:50-03","IF","SPSF","40058","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","J.L.S.Tannus","580","2002","02","América do Sul","Brasil","SP","Estação Ecológica",NA,"COLETA: Cerrado.&nf;Subarbusto 50cm, flores creme, frutos vinho.; GEOGRAFIA: Campo Úmido, solo saturado, margem de riacho;",NA,NA,"J.L.S.Tannus","2006","06","30","12","Itirapina",NA,NA,"-47.8199996948242","-22.25","Magnoliopsida",NA,"22843","auto",NA,NA,NA,NA,NA
"76","2021-03-04 15:45:50-03","IF","SPSF","44690","PreservedSpecimen","Plantae","Magnoliophyta","Primulales","Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","B.A.Aranha","600","2010","04","América do Sul","Brasil","SP","Parque Natural Municipal Nascentes do Paranapiacaba",NA,"COLETA: Arbusto 4m altura; frutos.; GEOGRAFIA: Bica dos Namorados;",NA,NA,"G.A.D.C. Franco","2010","05","21","22","Santo André",NA,NA,"-46.5299987792969","-23.6599998474121","Magnoliopsida",NA,"27258","auto",NA,NA,NA,NA,NA
"77","2017-09-11 17:13:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Silva Manso, ALP","s.n.",NA,NA,"Southern America","Brazil","Mato Grosso","Prope urbem Cujaba",NA,NA,NA,"P10P0N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-25 09:38:42-03","IBt","SP","78431","S","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Kuhlmann, M","3070",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-25 09:38:42-03","IBt","SP","69420","S","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Macedo, A","4595",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-02 08:40:52-03","IBt","SP","286767","S","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Alvarenga, D","913","1994","11",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","Alto Paraíso de Goiás",NA,NA,"-47.5099983215332","-14.1324996948242",NA,NA,"44724","auto",NA,NA,NA,NA,NA
"81","2019-11-21 10:17:20-03","IBt","SP","18618","S","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Loefgren, A","CGG2656","1894","09",NA,"Brasil","São Paulo","Beira do rio Una da Aldeia.",NA,"Arbor. fl. spicata parva.","SP007345","SP007345","Fonnegra, R","1983","03","23","29","Iguape",NA,NA,"-47.5499992370605","-24.7000007629395",NA,NA,"55628","auto",NA,NA,NA,NA,NA
"82","2020-08-27 12:20:23-03","IBt","SP","305503","S","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Amaral, MCE","95/69","1995","07",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","Itirapina",NA,NA,"-47.8199996948242","-22.25",NA,NA,"22843","auto",NA,NA,NA,NA,NA
"83","2019-11-21 10:17:20-03","IBt","SP","10931","S","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Loefgren, A","CGG1007","1888","10",NA,"Brasil","São Paulo","Feijão, Est. Corrego Feijão, banhado.",NA,"Arbusto.","SP007346","SP007346","Mez, C","1901",NA,NA,"01","Rio Claro",NA,NA,"-47.560001373291","-22.4099998474121",NA,NA,"21773","auto",NA,NA,NA,NA,NA
"84","2019-11-21 10:17:20-03","IBt","SP","209938","S","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Sugiyama, M; Suemitsu, C","627","1985","07",NA,"Brasil","São Paulo","Serra de Paranapiacaba",NA,NA,NA,NA,"Jung Mendaçolli, SL","2002","08","15","20","Santo André",NA,NA,"-46.5299987792969","-23.6599998474121",NA,NA,"27258","auto",NA,NA,NA,NA,NA
