"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount"
"46","2020-12-11 11:44:21-03","UFMG","BHCB","83742","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Duarte, AP","11243","1968","11","07","Southern America","Brasil","Minas Gerais","Pedro Leopoldo","Fazenda Da Jaguara","-44.043098449707","-19.6180992126465",NA,NA,"Planta epífita em ramos de árvores velhas.; Planta epífita em ramos de árvores velhas.","BHCB009177",NA,NA,NA,"2013","07","16",NA,"17853","auto",NA,NA,NA,NA,NA
"47","2020-12-11 11:44:21-03","UFMG","BHCB","36436","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Brina, AE; Costa, LVC","s.n.","1995",NA,NA,"Southern America","Brasil","Minas Gerais","Lagoa Santa","Lagoa Santa e Matozinhos. APA Carste de Lagoa San","-43.8897018432617","-19.6271991729736",NA,NA,"Mata semidecídua.; Mata semidecídua.","BHCB009171",NA,NA,NA,"2013","07","16",NA,"12338","auto",NA,NA,NA,NA,NA
"48","2020-12-11 11:44:21-03","UFMG","BHCB","119819","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Batista, JAN","2138","2007","10","04","Southern America","Brasil","Minas Gerais","Lagoa Santa","Parque Estadual do Sumidouro. Gruta da Lapinha.","-43.8897018432617","-19.6271991729736",NA,NA,"Erva epífita, em mata mesofitica semidecidua (mata seca) sobre afloramento calcário. Sobre galhos finos de vegetação arbustiva em local sombreado. Obs. Coletada durante a saída de campo da disciplina de Métodos em Sistemática Vegetal,","BHCB009172",NA,NA,NA,"2013","07","16",NA,"12338","auto",NA,NA,NA,NA,NA
"49","2020-12-11 11:44:21-03","UFMG","BHCB","40870","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Costa, LVC","s.n.","1998","01","20","Southern America","Brasil","Minas Gerais","Unaí","UHE-Queimados","-46.9061012268066","-16.3575000762939",NA,NA,"Mata seca.; Mata seca.","BHCB009176",NA,NA,NA,"2013","07","16",NA,"97926","auto",NA,NA,NA,NA,NA
"50","2021-02-11 17:20:53-03","UFPR","UPCB","85672","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","aff. neglectum","Campylocentrum aff. neglectum","(Rchb. f. & Warm.) Cogn.","Klein, J.","188",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Rolante",NA,"-50.5758018493652","-29.6506004333496",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,"Smidt, E.C.",NA,NA,NA,NA,NA,"18269","auto",NA,NA,NA,NA,NA
"51","2021-02-11 17:20:53-03","UFPR","UPCB","85850","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Nascimento-Júnior, J.E.","145","2007","08","01",NA,"Brasil","Sergipe","Areia Branca","Parque Nacional Serra de Itabaiana, Topo da Serra Comprida. Moita em todo de montanha.","-37.315299987793","-10.7578001022339",NA,NA,"Epífita; folhas coriáceas e grossas; frutos verde escuros..",NA,NA,"Nascimento-Júnior, J.E.",NA,"2008","01","15",NA,"11840","auto",NA,NA,NA,NA,NA
"52","2013-02-15 05:37:00-02","MO","MOBOT","3368812","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","César Patzi","Patzi 148B","2003","8","16","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Astillero. Mesobosque montano de yunga . Serie Mesotropical pluviestacional humeda de Blepharocalyx salicifolius - Prumnopitys exigua, entre algunas especies diferenciales: Myrcianthes callicoma, Weinmannia microphylla, W. sorbifolia, Clethra scabra, Oreopanax sp. y Dicksonia sellowiana. Sotobosque denso con melastomataceas y varias familias de pteridophytas","-64.67916","-17.8175","2640.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2013-02-15 05:37:00-02","MO","MOBOT","3368603","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","César Patzi","Patzi 190","2003","9","20","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Siberia Sud (Astilla). Mesobosque montano de yunga . Serie Mesotropical pluviestacional humeda de Blepharocalyx salicifolius - Prumnopitys exigua, entre algunas especies diferenciales: Myrcianthes callicoma, Weinmannia microphylla, W. sorbifolia, Clethra scabra, Oreopanax sp. y Dicksonia sellowiana. Sotobosque denso con melastomataceas y varias familias de pteridophytas","-64.70277","-17.84361","2850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-12-06 14:40:00-02","MO","MOBOT","2813225","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Carl A. Luer|Jane Luer|N. de Barath|E. de Barath","Luer 10480","1984","11","13","South America","Paraguay","Caaguazú",NA,"In scrub trees beside a stream, 8 km north of Caaguazu.",NA,NA,"200.00000000",NA,NA,NA,NA,"C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2013-01-28 05:13:00-02","MO","MOBOT","100247011","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Andres E. Johnson","Johnson 0409","1993","12","8","South America","Argentina","Formosa",NA,"Dpto. Clorinda, Ea. de Oro, Río Pilcomayo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"56","2018-01-26 12:07:00-02","MO","MOBOT","100923383","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Isabel Basualdo","Basualdo 2584","1988","11","26","South America","Paraguay","Paraguarí",NA,"A orillas del Lago Ypoa.","-57.4","-25.95",NA,NA,NA,NA,NA,"G. Carnevali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"57","2016-08-17 16:14:00-03","MO","MOBOT","100923385","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Lidia Pérez de Molas|David R. Brunner","Pérez de Molas 914","1986","8","23","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í.",NA,NA,NA,NA,NA,NA,NA,"E. Christenson (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"58","2016-08-17 16:21:00-03","MO","MOBOT","100923388","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Rosa Degen","Degen 748","1988","6","15","South America","Paraguay","Cordillera",NA,"Tobati, Cerro Tbytú silla, a 2 km al sur de la ciudad.","-57.1166667","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2016-08-17 16:44:00-03","MO","MOBOT","100923391","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Rosa Degen","Degen 884","1988","10","28","South America","Paraguay","Caazapá",NA,"Bosque cercano al hospital.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"60","2012-03-18 05:12:00-03","MO","MOBOT","1009346","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Fabiana Mamani M.|Antony Jardim","Mamani M. 286","1995","11","27","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Lomerio. 12 km al Norte de la comunidad Las Trancas. Area de estudio del proyecto BOLFOR. Bosque semideciduo chiquitano.","-61.84638","-16.52027","450.00000000",NA,NA,NA,NA,"R. Vásquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"61","2018-01-26 12:12:00-02","MO","MOBOT","101025661","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","María T. Florentín P.","Florentín Peña 42","1989","1","25","South America","Paraguay","Alto Paraguay",NA,"Colonia Potrerito a 17 km SW de Bahia Negra.",NA,NA,NA,NA,NA,NA,NA,"G. Carnevali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"62","2019-04-07 13:31:00-03","MO","MOBOT","101123860","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Émile Hassler","Hassler 1502",NA,NA,NA,"South America","Paraguay",NA,NA,"Cordillera de Altos: Rio Apa",NA,NA,NA,NA,NA,NA,NA,"fide Pessoa & Alves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1"
"63","2019-04-08 12:44:00-03","MO","MOBOT","101124061","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Benedict (Benjamin) Balansa","Balansa 714",NA,NA,NA,"South America","Paraguay",NA,NA,"Pirayu-bi: between Paraguari and Vila Rica",NA,NA,NA,NA,NA,NA,NA,"fide Pessoa & Alves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1"
"64","2008-05-27 22:02:00-03","MO","MOBOT","1196436","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","J. Richard Abbott","Abbott 16940","1995","6","12","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Pascana Ministro; 70 road km E of Cuatro Cañadas, then 10-30 km SE of San Miguelito roadside through dry, spiny, chaco forest.","-61.78333","-17.75","300.00000000",NA,NA,NA,NA,"F. Mamani (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2013-03-09 05:41:00-03","MO","MOBOT","1322175","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Alfredo F. Fuentes|G. Navarro","Fuentes Claros 1992A","1997","8","17","South America","Bolivia","Santa Cruz","Cordillera","Estancia Isla Verde, a orillas de los Bañados del Izozog, Río Parapeti. Bosque chaqueño mal drenado con Aspidosperma triternatum y Trithrinax campestris, 20 en linea recta al NE de la estancia.","-61.91666","-18.4","300.00000000",NA,NA,NA,NA,"A. Fuentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-07-10 12:38:00-03","MO","MOBOT","1532765","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Michael H. Nee","Nee 45395","1994","7","27","South America","Bolivia","Santa Cruz","Andrés Ibáñez","10 km E of Cotoca, along Quebrada Quitachiyú, 2 km S of Cotoca-Pailas highway.","-62.9","-17.7458333","350.00000000",NA,NA,NA,NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2016-08-17 16:30:00-03","MO","MOBOT","100923389","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Nélida Soria","Soria Rey 4024","1989","8","6","South America","Paraguay","Caazapá",NA,"Tavai; al NE del destacamento.","-55.2833333","-26.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"68","2012-09-12 05:06:00-03","MO","MOBOT","1750768","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Alfredo F. Fuentes|Narel Paniagua Zambrana|Tatiana B. Miranda|Carla Maldonado|Renate Seidel|D. De la Quintana","Fuentes Claros 3828","2002","2","8","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Quendeque, campamento de guardaparques, senda hacia el S. Bosque amazónico pluviestacional húmedo, con Pentaplaris davidsmithii, Moraceae spp, Burseraceae spp, Annonaceae spp; en partes con elementos de bosques semideciduos como Anadenanthera colubrina. Terreno ondulado","-67.74194","-15.01944","300.00000000",NA,NA,NA,NA,"R. Vasquez (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-10",NA,"3"
"69","2012-04-12 05:10:00-03","MO","MOBOT","1751723","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Alfredo F. Fuentes","Fuentes Claros 4256","2002","4","3","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Hondo, arroyo Negro. Bosque amazónico estacional húmedo con Pentaplaris davidsmithii, Annonaceae, Moraceae y Lauraceae; en terraza","-67.79444","-14.6475","230.00000000",NA,NA,NA,NA,"A. Vasquez (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-17",NA,"3"
"70","2011-06-09 17:46:00-03","MO","MOBOT","1761348","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Israel G. Vargas C.","Vargas Caballero 5859","1998","10","16","South America","Bolivia","Santa Cruz",NA,"El campo Vibora se encuentra en la provincia Ichilo del departamento de Santa Cruz, a 185 km de la ciudad del mismo nombre. Pozo 37. Semicircular; al borde del camino de ingreso, suelo arenoso descubierto, hierbas ralas bajas sobre la planchada y en otras en germinacion, depresion al lado norte, cubierta de vegetacion herbacea hasta 1 m y arbustos de 2,5 m de altura, sector sur presenta un cerrito arenoso con bosque xerofitico de suelos arenosos, intervenido.","-64.28611","-17.07944","270.00000000",NA,NA,NA,NA,"Israel Vargas, (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2010-04-23 21:39:00-03","MO","MOBOT","2233147","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Osvaldo Morrone|Norma B. Deginani|M. Mónica Ponce|Diego Giraldo-Cañas","Morrone 1370","1996","10","15","South America","Argentina","Misiones","General Manuel Belgrano","Ruta Nac. 101, 8 Km de Bernardo de Irigoyen hacia San Antonio, Salto Andrecito","-53.66666","-26.2","690.00000000",NA,NA,NA,NA,"Correa, M. N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-05-17 05:28:00-03","MO","MOBOT","2233168","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Renée H. Fortunato|María E. Múlgura|A. Martínez","Fortunato 1712","1990","11","26","South America","Argentina","Chaco","Bermejo","Alrededores de Puerto Las Palmas.","-58.66666","-27.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-08-21 04:37:00-03","MO","MOBOT","2233180","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1678","2000","3","5","South America","Argentina","Misiones","San Pedro","Parque Provincial Piñalito, sendero junto a un bajo inundable","-53.81666","-26.41666",NA,NA,NA,NA,NA,"Correa, M. N., 07/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2018-05-17 05:28:00-03","MO","MOBOT","2254749","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Rosa Guaglianone|María E. Múlgura","Guaglianone 2236","1988","12","14","South America","Argentina","Formosa","Pilcomayo","Parque Nac. Pilcomayo, isleta de monte al E de Laguna Blanca",NA,NA,NA,NA,NA,NA,NA,"Correa, M. N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","2409704","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Maevia N. Correa|Osvaldo Boelcke|Roberto Gómez Cadret","Correa 5061","1973","7","27","South America","Argentina","Buenos Aires","San Pedro","Ruta 14, Piñalito, cerca de Tobuna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2011-03-30 20:38:00-03","MO","MOBOT","2409722","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Sara G. Tressens|et al.","Tressens 5804","1997","5","7","South America","Argentina","Misiones","Guaraní","Predio Guaraní. Tramo I","-54.2","-26.9",NA,NA,NA,NA,NA,"Correa, M. N., 06-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-10-25 08:46:00-02","MO","MOBOT","2514008","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","L.C. Stutz","Stutz de Ortega 1842",NA,NA,NA,"South America","Paraguay","Alto Paraná",NA,"Centre forestier du Haut Parana, 12 km a l'ouest de Ciudad del Este",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-06-09 17:49:00-03","MO","MOBOT","2812131","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Blas Pérez","Pérez Maricerich 480","1991","1",NA,"South America","Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.46666","-25.33333",NA,NA,NA,NA,NA,"E.A. Christenson,Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-07-10 12:34:00-03","MO","MOBOT","2812169","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Belén Jiménez|Griselda Marín O.","Jiménez 1249","1996","6","19","South America","Paraguay","Canindeyú",NA,"Rumbo norte, Jejui-mi. 49450/30600.",NA,NA,NA,NA,NA,NA,NA,"E.A.Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"80","2009-10-24 12:44:00-02","MO","MOBOT","2812319","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Manuel J. Belgrano|R.J. Zuloaga","Belgrano s.n.","2000","3","5","South America","Argentina","Misiones","San Pedro","Parque Provinicial Piñalito, sendero junto a un bajo inundable.","-53.81666","-26.41666",NA,NA,NA,NA,NA,"M.N. Correa, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2016-11-15 05:15:00-02","MO","MOBOT","2812476","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 11605","1965","10","17","South America","Argentina","Corrientes","San Cosme","Costa Toledo. Flor blanca, sobre en bosque en Galeria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-07-10 12:28:00-03","MO","MOBOT","2812756","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Pedro Jörgensen","Jörgensen 2074","1919",NA,NA,"South America","Argentina","Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"83","2015-12-06 14:40:00-02","MO","MOBOT","2813018","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Carl A. Luer|Jane Luer|N. de Barath|E. de Barath","Luer 12262","1986","5","31","South America","Paraguay",NA,NA,"In tall forest, Salto Cristal, southeast of Asuncion.",NA,NA,"310.00000000",NA,NA,NA,NA,"C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-07-10 12:30:00-03","MO","MOBOT","2813356","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","F. Javier Fernández Casas|J. Molero","Fernández Casas 3670","1980","9","16","South America","Paraguay",NA,NA,"Paraguarí-Misiones. Isla del Tebicuary cerca de Villaflorida.",NA,NA,NA,NA,NA,NA,NA,"C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"85","2008-05-27 22:02:00-03","MO","MOBOT","2813451","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Milan Vavrek","Vavrek 697","1982","4","28","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybycuí. Sobre tronco de arbol.",NA,NA,NA,NA,NA,NA,NA,"C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2014-03-26 20:20:00-03","MO","MOBOT","2813609","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","I.M. Vavrek","Vavrek 665","1982","5","20","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybycuí. Exp. sombra, vegetación sobre tronco de arbol, bosque húmedo.",NA,NA,NA,NA,NA,NA,NA,"C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","2813827","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Émile Hassler","Hassler 12675","1913",NA,NA,"South America","Paraguay",NA,NA,"Paraguaria Centralis. In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-05-15 13:24:00-03","MO","MOBOT","2814138","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Pedro Jörgensen","Jörgensen 3950",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","2814785","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Fátima Mereles","Mereles H. 4361","1992","8","2","South America","Paraguay","Central",NA,"Luque, compania Tarumandy, propiedad nueva asuncion.",NA,NA,NA,NA,NA,NA,NA,"E.A. Christenson, May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2013-02-15 05:37:00-02","MO","MOBOT","3368604","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","César Patzi","Patzi 250","2003","9","22","South America","Bolivia","Cochabamba","Carrasco","Siberia Oeste, Sunchal. Mesobosque montano de yunga . Serie Mesotropical pluviestacional humeda de Blepharocalyx salicifolius - Prumnopitys exigua, entre algunas especies diferenciales: Myrcianthes callicoma, Weinmannia microphylla, W. sorbifolia, Clethra scabra, Oreopanax sp. y Dicksonia sellowiana. Sotobosque denso con melastomataceas y varias familias de pteridophytas","-64.70166","-17.84444","2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","633093","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Elsa M. Zardini","Zardini 14995","1989","10","16","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú, 8 kms S of route to Coronel Oviedo. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,"E. Christensen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"155",NA,"4"
"92","2008-05-27 22:02:00-03","MO","MOBOT","633999","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Elsa M. Zardini|U. Velázquez","Zardini 23884","1990","11","10","South America","Paraguay","Caaguazú",NA,"Arroyo Cambay. Inundated savanna.","-55.91666","-25.41666",NA,NA,NA,NA,NA,"J. T. Atwood (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"460",NA,"3"
"93","2008-05-27 22:02:00-03","MO","MOBOT","634109","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Elsa M. Zardini|R. Velázquez","Zardini 21968","1990","7","7","South America","Paraguay","Cordillera",NA,"Road Eusebio Ayala - Parque Nacional Vapor Cué. Arroyo Yakare'y. Gallery forest.","-56.83333","-25.5",NA,NA,NA,NA,NA,"J.T. Atwood (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"381",NA,"4"
"94","2008-05-27 22:02:00-03","MO","MOBOT","634199","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Elsa M. Zardini|E. Velázquez","Zardini 21999","1990","7","7","South America","Paraguay","Cordillera",NA,"Road Eusebio Ayala - Parque Nacional Vapor Cué. Arroyo Yakare'y. Gallery forest.","-56.83333","-25.5",NA,NA,NA,NA,NA,"J.T. Atwood (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"383",NA,"4"
