"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"51","2014-05-30 13:46:00-03","MO","MOBOT","2305463","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Thomas Morong","Morong 147","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1888",NA,NA,"Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Type"
"52","2014-08-20 08:30:00-03","MO","MOBOT","2342720","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","F. M. Rodríguez","Rodríguez 343","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1910","5","6","Misiones","Bonpland","-55.48333","-27.48333",NA,NA,NA,NA,"Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-08-20 08:30:00-03","MO","MOBOT","2342737","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Horacio Descole","Descole 3394","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1945","2","20","Misiones","Cataratas del Iguazú",NA,NA,NA,NA,NA,NA,"Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2014-08-20 08:30:00-03","MO","MOBOT","2342756","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elena Schwindt","Schwindt 3149","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1950","1","20","Misiones","Ruta 12, kn 259",NA,NA,NA,NA,NA,NA,"Cainguás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2014-08-20 08:30:00-03","MO","MOBOT","2342773","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elena Schwindt","Schwindt 338","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1948","7","15","Misiones","San Juan",NA,NA,NA,NA,NA,NA,"Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2014-08-20 08:30:00-03","MO","MOBOT","2342794","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Ulrich G. Eskuche","Eskuche 341","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1969","5","8","Misiones","Tobuna","-53.8916666","-26.4722223",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2014-08-20 08:30:00-03","MO","MOBOT","2343660","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elena Schwindt","Schwindt 490","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1947","10","24","Misiones","Puerto Rico","-55.01666","-26.8",NA,NA,NA,NA,"Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2014-08-20 08:30:00-03","MO","MOBOT","2343672","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Gloria E. Barboza|Franco E. Chiarini|Marisa Matesevach|C. Carrizo García","Barboza 486","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","Barboza, G. E.","2002","12","11","Misiones","Justo a la salida de la portada del guardaparque del Parque Nacional Iguazú, rumbo a Deseado",NA,NA,NA,NA,NA,NA,"Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2014-08-20 08:30:00-03","MO","MOBOT","2343697","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Gloria E. Barboza|Franco E. Chiarini|Marisa Matesevach|C. Carrizo García","Barboza 472","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","Barboza, G. E.","2002","12","9","Misiones","Viniendo de San Pedro a Tobuna, desvío hacia Parque Prov. Cruce Caballero, 5 km antes de desvío a la izquierda","-53.95722","-26.53472","670.00000000",NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2014-06-03 16:23:00-03","MO","MOBOT","2425367","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Fernando O. Zuloaga|Diego Giraldo-Cañas|F. Biganzoli","Zuloaga 6727","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1998","3","28","Misiones","Ruta entre Peñalito y Bernardo de Irigoyen","-53.7333333","-26.3333333","600.00000000",NA,NA,NA,"General Manuel Belgrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2014-08-20 08:30:00-03","MO","MOBOT","2425382","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Fernando O. Zuloaga|Diego Giraldo-Cañas|F. Biganzoli","Zuloaga 6713","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","Barboza, G. E.","1998","3","27","Misiones","Ruta Provincial 21 de Paraíso a Moconá, picada de extracción de madera","-54.13333","-26.83333","430.00000000",NA,NA,NA,"Guaraní",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2014-08-20 08:30:00-03","MO","MOBOT","2442916","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Gloria E. Barboza|Marisa Matesevach|M.A. Gutiérrez","Barboza 825","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","Barboza, G. E.","2003","11","30","Misiones","Deseado, en un desvío a 200 m del Arroyo Deseado","-54.01916","-25.78833","320.00000000",NA,NA,NA,"General Manuel Belgrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-08-25 05:21:00-03","MO","MOBOT","2442925","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","H. A. Keller","Keller 85","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","Keller, H. A., //","1999","8","25","Misiones","Pto. Bosetti. Pérez Companc. Faja ecológica, Rumbo Cupay",NA,NA,NA,NA,NA,NA,"Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-08-20 08:30:00-03","MO","MOBOT","2458140","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","F. M. Rodríguez","Rodríguez s.n.42","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1912","11","24","Misiones","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,"Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2015-01-31 23:23:00-02","MO","MOBOT","2458156","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","A. de Llamas","Llamas s.n.20","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1904","12","2","Misiones","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,"Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2014-08-20 08:30:00-03","MO","MOBOT","2458173","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Santiago Venturi","Venturi s.n.","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1909","2","27","Misiones","Puerto Leoni","-55.16666","-26.98333",NA,NA,NA,NA,"Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2014-08-20 08:30:00-03","MO","MOBOT","2483592","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Luis Ariza Espinar","Ariza Espinar 1164","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","Ariza Espinar, L.","1960","10","30","Santa Catarina","Dionisio Cerqueira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2014-08-20 08:30:00-03","MO","MOBOT","2516332","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","L.C. Stutz","Stutz de Ortega 1407","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,NA,NA,NA,"Alto Paraná","Centre Forestier du Haut Parana, 12 km al oeste de Ciudad del Este",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2014-05-30 13:27:00-03","MO","MOBOT","2939096","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","L.C. Stutz","Stutz de Ortega 2087","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1984",NA,NA,NA,"Forêt secondaire, C.F.A.P., Pto Stroessner, Km 12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2014-05-30 13:34:00-03","MO","MOBOT","2939414","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Luciano Bernardi","Bernardi 18639","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1978","11","15",NA,"Subfrutex ramosus foliis membranaceis ovatis acuminatis decurrentibus ad petiolum. Flores pulchelli cyanei. In pascuis et ad oram nemoris relicti circa Artigas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2014-05-30 13:33:00-03","MO","MOBOT","2939443","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Troels M. Pedersen","Pedersen 3890","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1956",NA,NA,"Corrientes","Estancia La Yela.",NA,NA,NA,NA,NA,NA,"Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2014-05-30 13:32:00-03","MO","MOBOT","2939689","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Nélida Soria","Soria Rey 003426","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1989","3","17","Caazapá","Tavai. Prop. Trosiuk. En el bosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2016-11-15 05:15:00-02","MO","MOBOT","2939882","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Antonio C. Krapovickas","Krapovickas 44061","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1992",NA,NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2015-07-06 16:41:00-03","MO","MOBOT","2940032","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","L.C. Stutz","Stutz de Ortega 1396","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1983","3",NA,"Alto Paraná","Bord de chemin, C.F.A.P., Pto Stroessner, Km 12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2013-12-10 08:18:00-02","MO","MOBOT","2940812","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","William R. Anderson","Anderson 9186","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","M. Nee","1973","4","19","Minas Gerais","13 km by road W of Januária on road to Serra das Araras; road cut through tropical forest on sandy soil, apparently over limestone, ca 2 km E of large limestone hill.",NA,NA,"575.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2014-05-30 13:36:00-03","MO","MOBOT","2943614","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Pedro Jörgensen","Jörgensen 3670","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1929",NA,NA,NA,"Rare in hedges.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2014-05-30 13:35:00-03","MO","MOBOT","2943885","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Itaipú Binacional","Itaipú Binacional 71","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1979","1","28","Alto Paraná","Rva. Tatí Yupí. Sotobosque, bosque alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2014-05-30 13:26:00-03","MO","MOBOT","2951121","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Michael H. Nee","Nee 51951","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","2002","3","24","Santa Cruz","Río Seco.","-63.25","-18.65","550.00000000",NA,NA,NA,"Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2014-05-30 13:45:00-03","MO","MOBOT","3002528","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Thomas Morong","Morong 708","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1888",NA,NA,"Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2014-08-20 08:30:00-03","MO","MOBOT","3348065","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","J. Peredo","Peredo 360","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1945","3","6","Santa Cruz",NA,NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2014-08-20 08:30:00-03","MO","MOBOT","3359140","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","T. Herzog","Herzog 534","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","Foster's catalog note file",NA,NA,NA,"Santa Cruz","Near Yacuses",NA,NA,NA,NA,NA,NA,"Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-05-13 14:44:00-03","MO","MOBOT","3396367","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","L.C. Stutz","Stutz de Ortega 1600","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","M.Nee","1983","3","29","Alto Paraná","Pto stressner",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"83","2014-05-30 13:28:00-03","MO","MOBOT","456747","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Teodoro Rojas","Rojas 4871","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1924","4",NA,"Guairá","Colonia Independencia.","-56.1666667","-25.6666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2014-05-30 13:35:00-03","MO","MOBOT","458164","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","William J. Hahn|et al.","Hahn 967","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1982","12","16","Canindeyú","Guadalupe, 30 km from road to Puerto Adela. Tall forest to 25 m. Dense understory. Rolling hills. Soil red clay.","-54.5","-24.5","360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-18","10",NA
"85","2014-05-30 13:34:00-03","MO","MOBOT","772542","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|Carlos Cuevas","Zardini 5266","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1988","6","30","Paraguarí","Macizo Acahay. In forest on Eastern peak.","-57.15","-25.9","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-39","1",NA
"86","2014-05-30 13:18:00-03","MO","MOBOT","954506","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|Leongino Guerrero","Zardini 41748","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1994","12","26","Alto Paraná","Estancia Río Bonito. Forest III, western part. Tall forest.","-54.8138889","-25.6302778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"980","5",NA
"87","2014-05-30 13:19:00-03","MO","MOBOT","954552","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|Leongino Guerrero","Zardini 41794","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1994","12","26","Alto Paraná","Estancia Río Bonito. Forest III, western part. Tall forest.","-54.8138889","-25.6302778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"980","5",NA
"88","2014-05-30 13:20:00-03","MO","MOBOT","954629","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|Leongino Guerrero","Zardini 41865","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1994","12","27","Alto Paraná","Estancia Río Bonito: Forest II (around Río Bonito). Tall forest.","-54.8052778","-25.6316667","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"982","5",NA
"89","2014-05-30 13:19:00-03","MO","MOBOT","954666","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|Leongino Guerrero","Zardini 41895","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1994","12","27","Alto Paraná","Estancia Río Bonito: Forest II (around Río Bonito). Tall forest.","-54.8052778","-25.6316667","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"982","5",NA
"90","2016-03-08 11:12:00-03","MO","MOBOT","987116","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|Leongino Guerrero","Zardini 42542","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1995","5","25","Alto Paraná","Estancia Río Bonito. Forest III.","-54.8138889","-25.6302778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000","3",NA
"91","2016-06-16 08:19:00-03","MO","MOBOT","1817706","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|R. Gamarra","Zardini 59429","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","2002","12","7","Itapúa","Yacyreta dam island reserve. Oculto.","-56.7586111","-27.4541667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1275","5",NA
"92","2020-09-12 05:00:02-03","US","US","3223892","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","L. C. Stutz","2428","South America","Paraguay",NA,NA,NA,"US02840422",NA,"Solanales","(Lesc.) Bitter",NA,"1985","3","11",NA,"C.F.A.P., Pto Stroessner, Km 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","1616995","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","C. Novaes","6138","South America - Neotropics","Brazil",NA,NA,NA,"US01936239",NA,"Solanales","(Lesc.) Bitter",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,"US01936239_01 US01936239_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","2368500","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","L. Smith, R. Klein & J. Schnorrenberg","11772","South America - Neotropics","Brazil",NA,NA,NA,"US01936241",NA,"Solanales","(Lesc.) Bitter",NA,"1957","2","24","Amazonas","6km west of Popí, on the road to Sant´António","-58.021900177002","-2.7488899230957","200","350","US01936241_01 US01936241_02",NA,"Itapiranga","144800","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2438359","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","E. Pereira & G. Hatschbach","7811","South America - Neotropics","Brazil",NA,NA,NA,"US01936243",NA,"Solanales","(Lesc.) Bitter",NA,"1963","11","10","Paraná","Poço Preto","-54.5881004333496","-25.5478000640869",NA,NA,"US01936243_01 US01936243_02",NA,"Foz do Iguaçu","39570","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2458236","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","R. Reitz & R. M. Klein","19688","South America - Neotropics","Brazil",NA,NA,NA,"US01936245",NA,"Solanales","(Lesc.) Bitter",NA,"1964","1","3","Santa Catarina","Peperí",NA,NA,"600",NA,"US01936245_01 US01936245_02",NA,"Sãoiguel d´Oeste",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","2444995","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","R. Reitz & D. Klein","12024","South America - Neotropics","Brazil",NA,NA,NA,"US01936242",NA,"Solanales","(Lesc.) Bitter",NA,"1962","1","25","Paraná",NA,"-52.0811004638672","-23.5988998413086",NA,NA,"US01936242_01 US01936242_02",NA,"Floresta","11668","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","1175771","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","K. Fiebrig","5769","South America","Paraguay",NA,NA,NA,"US02840427",NA,"Solanales","(Lesc.) Bitter",NA,"1909",NA,NA,"Alto Parana","In regione fluminis Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","1193561","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","W. Popenoe","1050","South America - Neotropics","Colombia",NA,NA,NA,"US02840420",NA,"Solanales","(Lesc.) Bitter",NA,"1920","1","9",NA,"Zipacon.",NA,NA,"2530",NA,"US02840420_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","1495796","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","P. Jörgensen","3670","South America","Paraguay",NA,NA,NA,"US02840428",NA,"Solanales","(Lesc.) Bitter",NA,"1929","3","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"101","2020-09-12 05:00:02-03","US","US","2253702","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","C. Junge","2865","South America","Chile",NA,NA,NA,"US02840426",NA,"Solanales","(Lesc.) Bitter",NA,"1949","4","19",NA,"Concepción, (Chile), Jardin Zoológico, cult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"102","2020-09-12 05:00:02-03","US","US","2458203","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","R. Reitz & D. Klein","16980","South America - Neotropics","Brazil",NA,NA,NA,"US01936244",NA,"Solanales","(Lesc.) Bitter",NA,"1964","1","3","Santa Catarina","Sãoiguel do Oeste","-53.6719017028809","-26.613899230957","700",NA,"US01936244_01 US01936244_02",NA,"Paraíso","15765","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"103","2020-09-12 05:00:02-03","US","US","2048484","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","C. Junge","2865","South America","Chile",NA,NA,NA,"US02840425",NA,"Solanales","(Lesc.) Bitter",NA,"1949","4","19",NA,"Concepción, (Chile), Jardin Zoológico, cult.",NA,NA,NA,NA,"US02840425_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"104","2020-09-12 05:00:02-03","US","US","3075736","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","G. Schmeda","848","South America","Paraguay",NA,NA,NA,"US02840421",NA,"Solanales","(Lesc.) Bitter",NA,"1987","2","14","Guaira","Estancia J. C., Independencia, Depto. Guairá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"105","2020-09-12 05:00:02-03","US","US","812530","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","C. F. Meisner","s.n.","South America - Neotropics","Brazil",NA,NA,NA,"US01936238",NA,"Solanales","(Lesc.) Bitter",NA,"1866","8",NA,NA,NA,NA,NA,NA,NA,"US01936238_01 US01936238_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"106","2020-09-12 05:00:02-03","US","US","2250523","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","A. L. Woolston","491-B","South America","Paraguay",NA,NA,NA,"US02840424",NA,"Solanales","(Lesc.) Bitter",NA,"1957","1","13",NA,"Primavera, Alto Rio, Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
