"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","class","relatedCatalogItem","typeStatus"
"79","2020-07-23 12:05:53-03","CEPLAC","CEPEC","78546","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","grandifolium","Caryodendron grandifolium",NA,"G. L. Webster","G. Hatschbach","50694","1988","12","08",NA,"Brasil","Espírito Santo","Alto Bananal.",NA,NA,NA,NA,"-41.2439002990723","-20.3682994842529","CONCEIÇÃO DO CASTELO","17824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989",NA
"80","2020-07-23 12:05:53-03","CEPLAC","CEPEC","131350","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense",NA,"M. Emmerich","Pessoal do Horto Florestal","254","1993","11","01",NA,"Brasil","Rio de Janeiro","Mata das Obras Públicas, perto da sede do Horto Florestal.",NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232","rio de janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/04/2006",NA
"81","2020-08-20 20:39:36-03","UFSC","FLOR","29243","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Caryodendron","grandifolium","Caryodendron grandifolium","(Müll.Arg.) Pax","Webster, G.L.","Hatschbach, G.; Silva, J.M.","50694","1986","11","06",NA,"Brasil","Espírito Santo","Alto Bananal.",NA,"arbusto, flor esverdeada, 3m altura","FLOR0029243",NA,"-41.2439002990723","-20.3682994842529","Conceição do Castelo","17824","auto",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA
"82","2021-03-04 15:44:35-03","IF","SPSF","43835","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense","Müll.Arg.","I.Cordeiro","N. M. Ivanauskas","6297","2005","05","12","América do Sul","Brasil","RJ",NA,NA,"GEOGRAFIA: Córrego dos Micos;",NA,NA,"-44.7131004333496","-23.2178001403809","Paraty","34470","auto",NA,NA,NA,NA,"2010","11","25",NA,NA,"Magnoliopsida",NA,NA
"83","2021-03-04 15:44:35-03","IF","SPSF","29333","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense",NA,NA,"I.Cordeiro","2285","2000","08","23","América do Sul","Brasil","SP","P.E.Serra do Mar, Núcleo Caraguatatuba",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",NA,NA,"-45.4099998474121","-23.6200008392334","Caraguatatuba","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"84","2021-03-04 15:44:35-03","IF","SPSF","28747","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense",NA,NA,"I.Cordeiro","2334","2000","09","27","América do Sul","Brasil","SP","P.E.Serra do Mar, Núcleo Caraguatatuba",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa&nf;;",NA,NA,"-45.4099998474121","-23.6200008392334","Caraguatatuba","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"85","2017-09-11 16:27:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Centrodiscus","grandifolius","Centrodiscus grandifolius","Müll.Arg.",NA,"Riedel, L","1051",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat prope Rio de Janeiro.",NA,"There is another Riedel 1051 that is Sorghum minarum",NA,"P11P2N0102","-43.21","-22.9","Rio de Janeiro",NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-05-20 18:18:27-03","UFMT","CNMT","9645","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense","Müll.Arg.","Giacoppini, D.R.","Giacoppini, D.R.; Monte, J.; Vanderlei, H.D.","623","2019","09",NA,NA,"Brasil","Mato Grosso","Parque Estadual do Cristalino. Estrada de acesso para Cachoeira do Escondido. Borda da mata.",NA,"Frutos verdes imaturos.Projeto Monitora ICMBio - SEMA - MT e UFMT Sinop.","CNMT009645",NA,"-55.247067","-9.603894","Novo Mundo",NA,NA,"55°14'49.44W","9°36'14.02S","347","347",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-05-20 18:18:27-03","UFMT","CNMT","9616","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense","Müll.Arg.","Batista, J.","Giacoppini, D.R.; Monte, J.; Vanderlei, H.D.","594","2019","09",NA,NA,"Brasil","Mato Grosso","Parque Estadual do Cristalino. Trilha de Monitoramento III. Cruz de Malta III. Planta 1184.",NA,"Frutos verdes imaturos.Projeto Monitora ICMBio - SEMA - MT e UFMT Sinop.","CNMT009616","CNMT009616","-55.203125","-9.517214","Novo Mundo",NA,NA,"55°12'11.25W","9°31'1.97S","398","398","2019","09",NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:03:54-03","IBt","SP","329239","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","grandifolium","Caryodendron grandifolium","(Müll.Arg.) Pax","Webster, GL","Hatschbach, G; Silva, JM","50694","1986","11","06",NA,"Brasil","Espírito Santo","Alto Bananal.",NA,"Arbusto, 3m de altura, flor esverdeada. Mata pluvial.",NA,NA,"-41.2439002990723","-20.3682994842529","Conceição do Castelo","17824","auto",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:03:54-03","IBt","SP","420166","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense","Müll.Arg.","Cordeiro, I","Lima, RAF","772","2009","08","13",NA,"Brasil","São Paulo","Na beira do Rodovia SP 55, aproximadamente no km 75",NA,NA,NA,NA,"-45.675556","-23.758611","São Sebastião",NA,NA,"-45.675556","-23.758611",NA,NA,"2009","08",NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:03:54-03","IBt","SP","447359","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense","Müll.Arg.",NA,"Authan, KCC; Giordano, LC","6","1995","07","06",NA,"Brasil","Rio de Janeiro","Rodovia Rio-Santos BR101, entre os kms 205 e 206, caminhos entre a mata. Apa-Cairuçu. Elev: 160 msm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-22 10:13:07-03","IBt","SP","447362","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense","Müll.Arg.","Cordeiro, I","Frutuoso, LCF; Gomes Klein, VL; Costa, DP","127","1990","10","20",NA,"Brasil","Rio de Janeiro","Caminho da Praia dos Antigos para Praia Negro.",NA,NA,NA,NA,"-44.7131004333496","-23.2178001403809","Parati","34470","auto",NA,NA,NA,NA,"2013","08",NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:03:54-03","IBt","SP","338409","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense","Müll.Arg.","Cordeiro, I","Moraes, FAL","151","1999","08","26",NA,"Brasil","São Paulo","Parque do IAC",NA,NA,NA,NA,"-47.060001373291","-22.8999996185303","Campinas","23900","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:03:54-03","IBt","SP","351669","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","janeirense","Caryodendron janeirense","Müll.Arg.","Cordeiro, I","Rocha, FT; Aguiar, OT","108","2000","11","28",NA,"Brasil","São Paulo","Parque Estadual de Ilhabela, Trilha da Água Branca, na mata.",NA,"Árvore com 9,5m de altura e 15,5cm ao nível do DAP, tronco marmorizado, frutos imaturos verdes.",NA,NA,"-45.3499984741211","-23.7700004577637","Ilhabela","23719","auto",NA,NA,NA,NA,"2001","07","17",NA,NA,NA,NA,NA
"94","2014-09-23 10:57:27-03","G","G","G00434279","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","grandifolium","Caryodendron grandifolium","(Müll. Arg.) Pax","?","Riedel, L.","1051",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00434279",NA,"-42.9125","-22.48222222",NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPUS of Centrodiscus grandifolius Müll. Arg."
