"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"128","2021-03-01 16:24:51-03","UNICAMP","UEC","108632","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","; Cordeiro, I; Mamede, MCH","1997",NA,NA,"Anunciação, EA; Gomes, MZ","1993","06","28","Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, trilha da Figueira Grande.","-47.25","-24.55","-47.25","-24.55",NA,NA,"UEC128724","UEC128724","275","Trepadeira, flores alvas.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:24:51-03","UNICAMP","UEC","121334","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Souza, VC","2001","04",NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC","2001","04","18","Brazil","São Paulo","Itanhaém","Loteamento Maramba ll, 6 km de Itanhaém em direção a Peruíbe.","-46.922306","-24.230861","-46.922306","-24.230861","510","510","UEC128729","UEC128729","271","Liana, flores creme.; Floresta de restinga com predomínio de guanandi (Calophyllum brasiliense Cambess) em alguns trechos.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:24:51-03","UNICAMP","UEC","121443","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Souza, JP","2001","04",NA,"Romão, GO; Herrerias, C; Pereira, M; Zevallos, P; Rodrigues, RR; Souza, VC","2001","04","11","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo.","-46.733333","-23.983333","-46.733333","-23.983333","800","800","UEC128730","UEC128730","595","Liana, capítulos creme.; Floresta ribeirinha altomontana com campo adjacente.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:24:51-03","UNICAMP","UEC","164066","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Meireles, LD","2009",NA,NA,"Meireles, LD; Nunes, JA","2005","08","10","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Toca do Lobo.","-44.907833","-22.450917","-44.907833","-22.450917","1500","1500","UEC068181","UEC068181","1981","Liana com flores alvas.; Floresta Alto-montana.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:24:51-03","UNICAMP","UEC","76711","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Moraes, MD","1997",NA,NA,"Souza, JP; Ferraro, L; Wongtschowski, M; Monteiro, CA","1994","09","07","Brazil","São Paulo","Pariquera-Açu","Acesso de terra Pariquera-mirim - Subaúna.","-47.742333","-24.815083","-47.742333","-24.815083",NA,NA,"UEC128749","UEC128749","142","Inflorescência creme, estigma rosa, odor característico.; Interior de mata.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-12-09 15:31:02-03","UNICAMP","UEC","88407","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"Souza, VC; Souza, JP; Rodrigues, RR; Scalon, VR; Ivanauskas, NM; Arzolla, FARDP","1995","09","05","Brazil","São Paulo","Eldorado","Cachoeira do Sapatu, Mata Atlântica.","-48.407778","-24.634722","-48.407778","-24.634722",NA,NA,"UEC162943","UEC162943","9154","Escandente, flortes creme. Beira de mata.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:24:51-03","UNICAMP","UEC","186166","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Souza, FO","2007","12",NA,"Silva, SMP; Barros, LCP; Matos, VA; Ferreira, MI; Silva, AM","2006","04","28","Brazil","São Paulo","Piquete","Estrada São Francisco-Campos do Jordão, divida Piquete/Wenceslau Braz.","-45.300278","-23.026667","-45.300278","-23.026667","645","645","UEC128722","UEC128722","151","Cipó herbáceo lenhoso, sem gavinhas.; Sobre árvores.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:24:51-03","UNICAMP","UEC","37354","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Ritter, MR","2000","09","25","Weyland Vieira, MC","1982","08","27","Brazil","Minas Gerais","Monte Alegre de Minas","Reserva Nacional Poço das Antas.","-48","-18.8","-48","-18.8",NA,NA,"UEC128733","UEC128733","188","(Bálsamo Bengué). Cipó.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:24:51-03","UNICAMP","UEC","74136","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Moraes, MD","1997",NA,NA,"Miyagi, PH; Ivanauskas, NM; Souza, VC; Ettori Junior, O; Nakagomi, MY; Pomari, ML","1994","09","07","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC. Beira da Rodovia Regis Bittencourt.","-47.88775","-24.622917","-47.88775","-24.622917",NA,NA,"UEC128738","UEC128738","149","Cipó; flores alvas.; Beira de Mata. área com fragmento de Mata Atlântica secundária.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:24:51-03","UNICAMP","UEC","81797","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Moraes, MD",NA,NA,NA,"Ivanauskas, NM","1995","09","28","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"UEC128746","UEC128746","407","Liana. Flores brancas.; Floresta Atlântica.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-12-09 15:31:02-03","UNICAMP","UEC","89820","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"Kim, AC; et al.","1993","11","15","Brazil","Rio de Janeiro","Parati","Praia das Laranjeiras, Planície. Beira de estrada. Encosta.","-44.65","-23.333333","-44.65","-23.333333",NA,NA,"UEC162939","UEC162939","30086","Liana. Flores brancas com ápice lilás.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:24:51-03","UNICAMP","UEC","88135","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"Zanella, FC; Schwartz Filho, DL","1986","06","29","Brazil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC162944","UEC162944","25018","trepadeira de flores esverdeadas",NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:24:51-03","UNICAMP","UEC","88140","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"Silva, SM; Souza, WS","1986","06","15","Brazil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC162945","UEC162945","25026","trepadeira com flores esverdeadas, folhas verdes brilhantes, próximo a litoral rochoso",NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:24:51-03","UNICAMP","UEC","53954","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Ritter, MR","2000","09","25","Britez, RM","1987","08","14","Brazil","Paraná","Paranaguá","Ilha do Sul; Reserva Ecológica (ponta oeste).","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC128740","UEC128740","1748","Trepadeira de flores brancas, coletada a 10 m de altura.; Floresta pluvial da planície litorânea.",NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:24:51-03","UNICAMP","UEC","89726","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Esteves, RL","1999","12",NA,"Britez, RM; Sousa, WS","1986","07","13","Brazil","Paraná","Paranaguá","Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC128744","UEC128744","24753","Liana de flores brancas, a 13 m do solo, aromática.; Floresta de encosta.",NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:24:51-03","UNICAMP","UEC","75786","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Silva, SM","1995","05",NA,"Silva, SM; et al.","1988","07","22","Brazil","Paraná","Paranaguá","Reserva Ecológica, Ilha do Mel.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC128736","UEC128736","1578","Trepadeira de flores brancas, coletada a 10m de altura.; Floresta pluvial da planície litorânea.",NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:24:51-03","UNICAMP","UEC","83615","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Vieira, CM","1993","10",NA,"Vieira, CM; Gurken, LC","1993","09","12","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, proximidades da entrada da Fazenda Ouro Verde.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"UEC128742","UEC128742","416","Trepadeira. Folhas discolores verdes. Inflorescência esverdeada; brácteas esverdeadas; flores alvacentas levemente perfumadas.",NA,NA,NA,"Magnoliopsida",NA,"33190","auto",NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:24:51-03","UNICAMP","UEC","91658","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Ritter, MR","1989","10","24","Romaniuc; et al.","1985","07","10","Brazil","São Paulo","Cananéia","Ilha do Cardoso; Morro da captação.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC128748","UEC128748","273","Trepadeira da mata. Flores e botões cremes.",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:24:51-03","UNICAMP","UEC","91659","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Leitão Filho, HF","1990","11","14","Melo, MRF; et al.","1986","09","17","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC128737","UEC128737","679","Trepadeira. Flores com corolas esbranquiçadas.; Mata de encosta do Morro do Cardoso, às margens do rio Cardoso.",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:24:51-03","UNICAMP","UEC","87065","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Hoehne, W",NA,NA,NA,"Hoehne, W","1953","07","16","Brazil","São Paulo","Caraguatatuba","Martim de Sá.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"UEC128731","UEC128731","4075","Trepadeira. Volúvel de flores alvas.; Cerrado.",NA,NA,NA,"Magnoliopsida",NA,"30093","auto",NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:24:51-03","UNICAMP","UEC","108621","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","; Cordeiro, I; Mamede, MCH","1997",NA,NA,"Nicolau, SA; et al.","1992","06","24","Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, área do redor do alojamento.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UEC128727","UEC128727","369","Trepadeira volúvel. Inflorescência creme.",NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:24:51-03","UNICAMP","UEC","108628","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Hind, DJN","1993",NA,NA,"Mamede, MCH; Cordeiro, I; Rossi, L","1990","06","21","Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, caminho do Imperador em direção a foz do rio Verde.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UEC128726","UEC128726","288","Trepadeira, inflorescências esverdeadas.; Restinga.",NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:24:51-03","UNICAMP","UEC","108629","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Costa, MP","1990","08","23","Cordeiro, I; Catharino, ELM; Rossi, L","1990","05","17","Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, proximidades do maciço da Juréia, morro a esquerda da bifurcação da trilha no alto da encosta, próxima ao alojamento do IBAMA.","-47.5499992370605","-24.7000007629395",NA,NA,"300","300","UEC128728","UEC128728","636","Planta escandente, capítulos alvos.",NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:24:51-03","UNICAMP","UEC","108615","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Hind, DJN","1993",NA,NA,"Anunciação, EA; et al.","1990","10","17","Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, arredores do alojamento do IBAMA.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UEC128723","UEC128723","30","Trepadeira de capítulos alvos, tornando-se castanhos quando mais velhos.",NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:24:51-03","UNICAMP","UEC","108622","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","; Cordeiro, I; Mamede, MCH","1997",NA,NA,"Rossi, L; et al.","1991","06","11","Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, trilha da Figueira.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UEC128734","UEC128734","903","Trepadeira sobre árvore de 13,0m alt. Cálice verde, corola lilás-claro. Filetes e estiletes alvos.",NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:24:51-03","UNICAMP","UEC","108616","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","; Cordeiro, I; Mamede, MCH","1997",NA,NA,"Rossi, L; et al.","1991","08","13","Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, trilha na restnga entre margem do rio Verde e caminho do Imperador.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UEC128725","UEC128725","916","Escandente. Inflorescência creme.",NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:24:51-03","UNICAMP","UEC","37264","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Mantovani, W","1983","08","04","Kirizawa, M; Souza, AVG; et al.","1983","07","28","Brazil","São Paulo","Mogi das Cruzes","Serra do Mar. Picada Mogi-Bertioga, parte elevada.","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"UEC128747","UEC128747","1019","Trepadeira, com flores brancas.",NA,NA,NA,"Magnoliopsida",NA,"28666","auto",NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:24:51-03","UNICAMP","UEC","103823","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Moraes, MD","1999","01",NA,"Furlan, A; et al.","1989","07","14","Brazil","São Paulo","Ubatuba","Picinguaba. Trilha atrás do alojamento.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC128745","UEC128745","814","Trepadeira, inflorescência creme.",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:24:51-03","UNICAMP","UEC","103801","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Moraes, MD","1999","01",NA,"Ribeiro, JELS; et al.","1988","08","05","Brazil","São Paulo","Ubatuba","Picinguaba. Trilha atrás do alojamento.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC128735","UEC128735","387","Trepadeira. Inflorescência creme.; Restinga rpóxima a Mata Atlântica.",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:24:51-03","UNICAMP","UEC","103927","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Moraes, MD",NA,NA,NA,"Moraes, MD","1995","06","27","Brazil","São Paulo","Ubatuba","Planície litorânea de Picinguaba, trilha da guarita.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC128732","UEC128732","57","Liana. Corola e ramos do estilete creme. Odor agradável. Pleno sol. Abundante. Presença de dípteros, arapuás e lepdópteros.",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"158","2019-12-09 15:31:02-03","UNICAMP","UEC","38552","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"Yamamoto, K; Semir, J; Taroda, N","1985","06","17","Brazil","São Paulo","Ubatuba","Praia Dura, Borda de mata.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC162937","UEC162937","17665","Trepadeira, capítulos cremes.",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"159","2021-03-01 16:24:51-03","UNICAMP","UEC","2190","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Siqueira, JC","1989",NA,NA,"Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976","08","22","Brazil","São Paulo","Ubatuba","Serra do Mar.","-45.0699996948242","-23.4300003051758",NA,NA,"700","700","UEC128743","UEC128743","59920","Flowers creamy.; Edge of rain forest. Climber (evergreen).",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:24:51-03","UNICAMP","UEC","33837","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Vieira, MF; Gomes, JIR","1989","06",NA,"Sarti, SJ; Santos Filho, D","1983","08","16","Brazil","São Paulo","Ubatuba","Ubatuba/Caraguatatuba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC128739","UEC128739","14998","Trepadeira, capítulos em frutificação.; Em restinga.",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"161","2019-11-19 14:04:56-03","UFRPE","PEUFR","147","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","G.M. Barroso","1960",NA,NA,"G. Hatschbach","1959","07","19","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"30","100","PEUFR000147",NA,NA,"Capítulos cremes",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"162","2019-11-19 14:04:56-03","UFRPE","PEUFR","1758","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","G.M. Barroso","1962",NA,NA,"G. Hatschbach","1961","08","30","Brasil","Paraná","São José dos Pinhais","Rodovia Governador Lupion; Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"PEUFR001758",NA,NA,"Capítulos cremes",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"163","2019-11-05 16:45:15-03","UFOP","OUPR","1761","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"Vieira, C.M.","1990","09","01","Brasil","Rio de Janeiro","Nova Friburgo","Reserva de Macaé","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,"s.n.","Trepadeira",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"164","2019-11-05 16:45:15-03","UFOP","OUPR","14642","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Zuloaga, F.O.","2008",NA,NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.","Cerrado. Trepadeira. Flores pálidas",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"165","2019-11-05 16:45:15-03","UFOP","OUPR","14644","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Zuloaga, F.O.","2008",NA,NA,"Badini, J.","1941","07","06","Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.","Cerrado. Trepadeira. Flores pálidas",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"166","2019-11-05 16:45:15-03","UFOP","OUPR","14643","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Zuloaga, F.O.","2008",NA,NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.","Cerrado. Trepadeira. Flores pálidas",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"167","2019-01-17 11:24:34-02","PUCRS","MPUC","11902","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","C.A. Mondin","2009","01","01","et.al.","2009","08","29","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,NA,"Trepadeira na encosta do morro","South America",NA,NA,NA,"Asterales",NA,NA,"Magnoliopsida",NA,NA,"80","1",NA
"168","2019-01-17 11:24:34-02","PUCRS","MPUC","17846","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","C.A. Mondin",NA,NA,NA,NA,"2012","09","01","Brasil","SC","Araquari","Fazenda Poço Grande","-48.7221984863281","-26.3700008392334",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Asterales","25329","auto","Magnoliopsida",NA,NA,NA,"1",NA
"169","2020-10-14 09:59:14-03","FURB","FURB","18097","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Oliveira, AA de","2010","09","14","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","2009","11","28","Brasil","Santa Catarina","Siderópolis","Vila São Jorge.","-49.4088889","-28.6219445","-49.4088889","-28.6219445","43","43","FURB00874","FURB00874","3219","Florística IFFSC 49 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Inicial a Médio Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-14 09:59:14-03","FURB","FURB","62225","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Ritter, M.","2000","08","18","Citadini-Zanette, V.; Negrelle, R.","1992","07","31","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha. Reserva Volta Velha.","-48.6163889","-26.1175","-48.6163889","-26.1175000",NA,NA,"FURB62225","FURB62225","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-08 08:50:00-03","FURB","FURB","5916","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Vieira, FCS","2007","03","08","Vieira, F.C.S.","2005","09","05","Brasil","Santa Catarina","Garuva","Monte Crista, rio do Cristo.","-48.8549995422363","-26.0266990661621",NA,NA,"30","30","FURB18138","FURB18138","1237",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"172","2019-11-08 08:50:00-03","FURB","FURB","5922","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Vieira, FCS","2005","10","25","Vieira, F.C.S.","2005","10","20","Brasil","Santa Catarina","Garuva","Monte Crista, rio do Cristo.","-48.8549995422363","-26.0266990661621",NA,NA,"30","30","FURB18139","FURB18139","1368",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"173","2020-10-14 09:59:14-03","FURB","FURB","5906","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Vieira, FCS","2005","09","21","Vieira, F.C.S.","2005","08","21","Brasil","Santa Catarina","Joinville","Sambaqui do Cubatão.","-48.8456001281738","-26.3043994903564",NA,NA,"5","5","FURB18137","FURB18137","1215",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA
"174","2021-03-16 17:50:58-03","UCS","HUCS","30976","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Ritter, M.R.","2000",NA,NA,"Hatschbach, G.","1990","10","04","Brasil","Paraná","Guaraqueçaba","Caminho do Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,"54336","Herbario MBM; Orla da mata pluvial",NA,NA,NA,"Angiospermae","Asterales","37295","auto",NA,NA,NA,NA,NA,NA
"175","2021-03-16 17:50:58-03","UCS","HUCS","06476","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Robinson, H.","1988",NA,NA,"Kummrow, R.","1982","09","14","Brasil","Paraná","Guaratuba","Itararé","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"2013","Mata pluvial",NA,NA,NA,"Angiospermae","Asterales","41937","auto",NA,NA,NA,NA,NA,NA
"176","2021-03-16 17:50:58-03","UCS","HUCS","13635","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Hatschbach, G.","1998",NA,NA,"Cruz, J.M.","1998","07","21","Brasil","Paraná","Pontal do Paraná","Ponta do Poço","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,NA,"15","Restinga arbórea",NA,NA,NA,"Angiospermae","Asterales","19508","auto",NA,NA,NA,NA,NA,NA
"177","2020-04-27 16:08:53-03","UFES","VIES","18228","S","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Heiden, G.","2016","04","08","Azevedo, A.R.; Passamani, F.","1996",NA,NA,"Brasil","Espírito Santo","Serra","Jacaraípe.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES018228","VIES018228","10",NA,NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA
