"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-30 12:51:52-03","EAO","IAN","183254","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Vitta, FA","Souza, VC; Scaramuzza, CAM; Shimabukuro, MT","3944","1993","Southern America","Brasil",NA,"Erva, ca. 10cm de altura; brácteas castanhas.","IAN183254","Barros","05","22","São Paulo","Itararé","Fazenda São Nicolau. Campo rupestre (P-73).","-49.144167","-24.272222",NA,NA,NA,"1993","10",NA,"-49.144167","-24.272222",NA,NA,NA,NA,NA
"12","2020-02-08 10:12:41-03","NBC","NL-BOTANY","L.1348709","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"Pedersen TM",NA,"1969","Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1348709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1348709","Barros","04","25",NA,NA,"Estancia,,Garruchos'', Dep. Santo Tomé, Prov. Corrientes.",NA,NA,"NL-L1348709",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"13","2020-02-08 10:12:41-03","NBC","NL-BOTANY","L.1348708","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"Pedersen TM",NA,"1975","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1348708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1348708","Barros","02","02",NA,NA,"São Paulo, mun. Palmeira: Corrego da Anta, rough grasslands.",NA,NA,"NL-L1348708",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"14","2020-02-08 10:12:41-03","NBC","NL-BOTANY","L.1348707","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"Pedersen TM",NA,"1972","Southern America","Paraguay",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1348707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1348707","Barros","03","28",NA,NA,"Itacurubi, Dep. La Cordillera.",NA,NA,"NL-L1348707",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 10:12:41-03","NBC","NL-BOTANY","U.1212543","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"Porto ML; Oliveira PL",NA,"1971","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1212543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1212543","Barros","01","03",NA,NA,"Brasil, 107 km Santa Rosa - Palmeira das Missoes.",NA,NA,"NL-U1212543",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 10:12:47-03","NBC","NL-BOTANY","L.1348388","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","sphaerolepis","Bulbostylis sphaerolepis",NA,"Bang M",NA,"1890","Southern America","Bolivia",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1348388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1348388","(Boeckeler) Beetle","01","01",NA,NA,"Plantae Blovianae. Yungas.",NA,NA,"NL-L1348388",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:12:47-03","NBC","NL-BOTANY","U.1235708","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","sphaerolepis","Bulbostylis sphaerolepis",NA,"Steinbach J",NA,"1917","Southern America","Bolivia",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1235708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1235708","(Boeckeler) Beetle","11","03",NA,NA,"Buena Vista, Dep. Sta Cruz.",NA,NA,"NL-U1235708",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 10:12:47-03","NBC","NL-BOTANY","U.1235709","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","sphaerolepis","Bulbostylis sphaerolepis",NA,"Steinbach J",NA,"1917","Southern America","Bolivia",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1235709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1235709","(Boeckeler) Beetle","11","03",NA,NA,"Buena Vista, Dep. Sta Cruz.",NA,NA,"NL-U1235709",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-11-04 11:05:41-03","ESALQ","ESA","16679","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","F.A.Vitta","Souza, V.C. et al.","3944.0","1993",NA,"Brasil",NA,NA,"ESA016679","Barros","05","22","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA016679",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA
"20","2020-11-04 11:05:41-03","ESALQ","ESA","18066","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"Souza, V.C. et al.","7390.0","1994",NA,"Brasil",NA,NA,"ESA018066",NA,"09","14","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA018066",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA
"21","2019-08-27 13:25:24-03","IAP","PACA-AGP","11801","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Bulbostylis","major","Bulbostylis major","R.E. Ardissone","Rambo, B.",NA,"1943",NA,"Brasil",NA,"Habitat: In campestribus siccis alte graminosis. Fenofase: flor e fruto","PACA011801","Palla",NA,NA,"RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"2013","05","14",NA,NA,"Liliatae","29946","auto",NA,NA
"22","2019-08-27 13:25:24-03","IAP","PACA-AGP","38935","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Bulbostylis","major","Bulbostylis major","R.E. Ardissone","Rambo, B.",NA,"1948",NA,"Brasil",NA,"Habitat: In campestribus siccis graminosis. Fenofase: flor e fruto","PACA038935","Palla","12","18","RS","Porto Alegre","Itapoan - Chácara Weber.","-51.2299995422363","-30.0331001281738",NA,NA,NA,"2013","05","13",NA,NA,"Liliatae","29946","auto",NA,NA
"23","2019-08-27 13:25:24-03","IAP","PACA-AGP","59018","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Bulbostylis","major","Bulbostylis major","R.E. Ardissone","Camargo, O. R.","173","1956",NA,"Brasil",NA,"Habitat: In siccis graminosis. Fenofase: fruto","PACA059018","Palla","02","12","RS","Santa Maria","Estação de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,"2013","05","14",NA,NA,"Liliatae","37819","auto",NA,NA
"24","2020-12-21 16:36:48-03","IAP","PACA-AGP","7043","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Bulbostylis","major","Bulbostylis major","R.E. Ardissone","Bruxel, A.",NA,"1935",NA,"Brasil",NA,"Habitat: In campestribus graminosis. Fenofase: flor e fruto","PACA007043","Palla",NA,NA,"SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"2013","05","14",NA,NA,"Liliatae","70701","auto",NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0004269","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"S. G. Tressens; R. Carnevali, A. Schinini, R. Vanni","6615","2000",NA,"Argentina",NA,NA,NA,"Barros","3","29","Corrientes",NA,"Dep. Ituzaingo. Establecimiento Puerto Valle, SHELL C.A.P.S.A.","-56.7","-27.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:19:23-03","UNICAMP","UEC","158146","S","Plantae","Liliopsida",NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Vitta, FA","Souza, VC; Scaramuzza, CAMR; Shimabukuro, MT","3944","1993",NA,"Brazil",NA,"Erva, ca. 10cm alt.; brácteas castanhas.; Campo e campo rupestre.","UEC015121","Barros","05","22","São Paulo","Itararé","Fazenda São Nicolau","-49.141694","-24.272306","UEC015121",NA,NA,"1993","10",NA,"-49.141694","-24.272306",NA,NA,NA,NA,NA
"27","2021-03-18 10:22:02-03","UTFPR","HCF","10526","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","sphaerolepis","Bulbostylis sphaerolepis","R. Trevisan","M.G. Caxambu","3955","2012",NA,"Brasil",NA,"erva heliófita, cespitosa. Sementes de cor castanha.",NA,"(Boeckeler) Beetle","04","20","PR","Tuneiras do Oeste","cerrado alterado","-52.75025","-23.912111",NA,"535","535","2013","06","06","52°45'00,9 W","23°54'43,6 S",NA,NA,NA,NA,NA
"28","2021-03-18 10:22:02-03","UTFPR","HCF","10197","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","sphaerolepis","Bulbostylis sphaerolepis","R. Trevisan","S. Kuerten",NA,"2011",NA,"Brasil",NA,"erva ereta, heliófita, ca.0,50 m. Sementes castanhas (amostra 1).",NA,"(Boeckeler) Beetle","12","21","MS","Jardim","RPPN Buraco das Araras","-56.401806","-21.490361",NA,NA,NA,"2013","06","06","56°24'06,5 W","21°29'25,3 S",NA,NA,NA,NA,NA
"29","2021-03-18 10:22:02-03","UTFPR","HCF","4966","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","sphaerolepis","Bulbostylis sphaerolepis","R.E. Ardissone","M.G. Caxambu","1449","2007",NA,"Brasil",NA,"erva cespitosa, heliófita, com sementes no ápice dos ramos.",NA,"(Boeckeler) Beetle","03","21","PR","Campo Mourão","Cerrado dos Perdonsini","-52.3830986022949","-24.0456008911133",NA,NA,NA,"2013","05","09",NA,NA,NA,"28572","auto",NA,NA
"30","2019-11-25 12:11:47-03","UFSM","SMDB","1233","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","major","Bulbostylis major","Ardissone, RE","Alvarez, A.F.","s.n.","1976",NA,"Brasil",NA,NA,"SMDB001233","Palla","04","14","Rio Grande do Sul",NA,"BR 290 Km 53",NA,NA,NA,NA,NA,"2013","05","14",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:21:54-03","MBM","MBM","262233","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closi","Bulbostylis closi","López, M.G.","Tressens, S.G.; et al.; et al.","6615","2000","Southern America","Argentina",NA,NA,"MBM262233","Barros","03","29",NA,NA,"Corrientes",NA,NA,"MBM262233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:21:54-03","MBM","MBM","154148","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","López, M.G.","Vanni, R.; et al.; et al.","3035","1991","Southern America","Argentina",NA,NA,"MBM154148","Barros","12","21",NA,NA,NA,NA,NA,"MBM154148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:21:54-03","MBM","MBM","45289","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Pedersen, T.M.","Pedersen, T.M.","10084","1972","Southern America","Paraguay",NA,NA,"MBM045289","Barros","03","28",NA,NA,NA,NA,NA,"MBM045289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:21:54-03","MBM","MBM","174854","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Pedersen, T.M.","Dombrowski, L.T.","5939","1975","Southern America","Brazil",NA,NA,"MBM174854","Barros","03","18","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535","MBM174854",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA
"35","2020-12-21 16:21:54-03","MBM","MBM","203711","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Vitta, F.A.","Souza, V.C.; et al.; et al.","3944","1993","Southern America","Brazil",NA,NA,"MBM203711","Barros","05","22","São Paulo","Itararé","Fazenda São Nicolau","-49.3400001525879","-24.1100006103516","MBM203711",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA
"36","2020-12-21 16:21:56-03","MBM","MBM","343508","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","major","Bulbostylis major","Alves, M.","Kozera, C.; et al.; et al.","3416","2005","Southern America","Brazil",NA,"Herbácea em campo seco com afloramento de arenito","MBM343508","Palla","03","29","Paraná","Balsa Nova","Ponta dos Arcos","-49.6356010437012","-25.5839004516602","MBM343508",NA,NA,"2009","06","06",NA,NA,NA,"27346","auto",NA,NA
"37","2020-12-21 16:21:56-03","MBM","MBM","15887","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","major","Bulbostylis major","Alves, M.","Hatschbach, G.","23962","1970","Southern America","Brazil",NA,"Orla de brejo","MBM015887","Palla","03","01","Paraná","Piraquara","Pinhais","-49.0633010864258","-25.4416999816895",NA,"950","950","2009","06","02",NA,NA,NA,"12577","auto",NA,NA
"38","2020-12-21 16:21:56-03","MBM","MBM","18442","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","major","Bulbostylis major","Alves, M.","Hatschbach, G.","26515","1971","Southern America","Brazil",NA,"Lageados úmidos as margens de rio","MBM018442","Palla","02","25","Paraná","Pitanga","Rio Bonito","-51.7613983154297","-24.7572002410889","MBM018442",NA,NA,"2009","06","02",NA,NA,NA,"37178","auto",NA,NA
"39","2015-09-03 21:39:57-03","MNHN","RECOLNAT_MNHN_P","P00234863","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"Pedersen, T.M.",NA,"1969",NA,"Argentine","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00234863' target='other'> <mi>dwc_moreinfo</mi></a>","P00234863","Barros","4","25",NA,NA,"Corrientes, dep. Santo Tomé, estanciaGarruchos",NA,NA,"P00234863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9151",NA
"40","2015-09-03 21:37:31-03","MNHN","RECOLNAT_MNHN_P","P00234864","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"Pedersen, T.M.",NA,"1972",NA,"Paraguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00234864' target='other'> <mi>dwc_moreinfo</mi></a>","P00234864","Barros","3","28",NA,NA,"Itacurubi, dep. La Cordillera",NA,NA,"P00234864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10084",NA
"41","2020-12-11 11:43:42-03","UFMG","BHCB","42150","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Barros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:43:42-03","UFMG","BHCB","42160","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii",NA,"Souza, VC de; Scaramuza, CAM; Shimabukuro, MT","3944","1993","Southern America","Brasil",NA,"Erva, ca. 10 cm alt; bracteas castanhas.","BHCB038274","Barros","05","22","São Paulo","Itararé","Fazenda São Nicolau","-49.144194","-24.272306",NA,NA,NA,"1993","10",NA,"-49.144194","-24.272306",NA,NA,NA,NA,NA
"43","2010-06-18 17:08:00-03","MO","MOBOT","2251855","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Barros, M.","Arturo E. Burkart|et al.","Burkart 21672","1960","South America","Argentina",NA,NA,NA,"Barros","4","17","Entre Ríos","Federación","Santa Ana, barranca arenosa Río Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-05-15 11:31:00-03","MO","MOBOT","2251870","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Barros, M.","Pedro Jörgensen","Jörgensen 2871","1918","South America","Argentina",NA,NA,NA,"Barros",NA,NA,"Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-07-17 06:53:00-03","MO","MOBOT","2440072","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Barros, M.","Arturo E. Burkart","Burkart 995","1927","South America","Argentina",NA,NA,NA,"Barros","1","26","Entre Ríos","Concordia","Arroyo Ayuí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-08-23 08:48:00-03","MO","MOBOT","2453151","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Barros, M.","Lyman B. Smith|Roberto M. Klein","Smith 11198",NA,"South America","Brazil",NA,NA,NA,"Barros",NA,NA,"Santa Catarina",NA,"Campos Novos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-12-10 05:33:00-02","MO","MOBOT","2490377","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","López, M. G., //","M. Gabriela López|Ricardo O. Vanni|Marizza Quintana|Brigitte Marazzi","López 250","2003","South America","Paraguay",NA,NA,NA,"Barros","2","7","Alto Paraná",NA,"16 Km de Hernandarias ruta a Salto del Guayrá, 2 Km E de acceso a troncal 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2011-12-22 05:00:00-02","MO","MOBOT","268156","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Barros","Teodoro Rojas","Rojas 13395A","1946","South America","Paraguay",NA,NA,NA,"Barros","6","13","Cordillera",NA,"Colonia Pedro Pablo Caballero, Piribebuy.","-57.08333","-25.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2009-07-31 17:15:00-03","MO","MOBOT","2825682","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","R. Kral","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 19338","1968","South America","Brazil",NA,NA,NA,"Barros","1","27","Goiás",NA,"Serra dos Pirineus. Outcrop in cerrado. 20 km NW of Corumbá de Goiás, near Pico dos Pirineus. Cerrado.",NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2010-04-27 13:21:00-03","MO","MOBOT","2944734","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","Irene Fedon","Tarciso S. Filgueiras|Fernando O. Zuloaga","Filgueiras 2118","1992","South America","Brazil",NA,NA,NA,"Barros","2","23","Distrito Federal",NA,"Hacia do Rio Sao Bartolomeu, campo bajo.","-47.6833333","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2010-01-25 20:07:00-02","MO","MOBOT","2998591","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","closii","Bulbostylis closii","T.M. Pedersen","Troels M. Pedersen","Pedersen 10933","1975","South America","Brazil",NA,NA,NA,"Barros","2","2","São Paulo",NA,"Mun. Palmeira: Corrego da Anta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2010-11-16 16:08:00-02","MO","MOBOT","100324144","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","major","Bulbostylis major",NA,"J.R.I. Wood","Wood 10796",NA,"South America","Bolivia",NA,NA,NA,"Palla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"53","2014-08-23 05:35:00-03","MO","MOBOT","2825295","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","sphaerolepis","Bulbostylis sphaerolepis","R. Kral","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 25264","1970","South America","Brazil",NA,NA,NA,"(Boeckeler) C.B. Clarke","1","24","Goiás",NA,"Contraforte Central. Serra do Facão. Cerrado ca 25 km NE of Catalão.",NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
