"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","individualCount","geoFlag","class","fieldNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","564013","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","arenicola","Inga arenicola","T.D.Penn.","isotype","S. J. Mayo","616","1983","02","18","South America","Brazil","Rio de Janeiro","Maricá","Barra de Maricá, about 1 km. from the sea. Sea level","-42.8183","-22.9194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=764707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564013","NY00564013_01",NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1280370","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","arenicola","Inga arenicola","T.D.Penn.",NA,"T. C. Plowman","12850","1983","02","18","South America","Brazil","Rio de Janeiro","Maricá","Praia de Maricá","-42.9","-22.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1604243' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280370","NY01280370_01","T. D. Pennington",NA,NA,NA,NA,NA
"3","2020-11-10 04:40:00-03","MO","MOBOT","101197016","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","arenicola","Inga arenicola","T.D. Penn.","Holotype","Simon J. Mayo|A.K. Mayo|H. C. de Lima|M.P.M. de Lima|C. Z. Salvador|Timothy C. Plowman","Mayo 616","1983","2","18","South America","Brazil","Rio de Janeiro","Maricá","Barra de Maricá, high restinga about 1km from the sea with forest up to about 5m with +/- continuous canopy, area much dissected by dirt roads, soil almost pure sand. Sea level.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"20726","1","auto",NA,NA
"4","2015-03-07 01:39:17-03","F","FMNH-SEEDPLANTS","V0116992F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","arenicola","Inga arenicola",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0116992F","V0116992F_01",NA,NA,NA,NA,"Dicotyledoneae",NA
"5","2018-04-04 16:44:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","arenicola","Inga arenicola",NA,NA,"T. Plowman","12850",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,"Dicotyledoneae","12850"
