"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","sex"
"186","2019-09-16 10:29:44-03","UNICAMP","UEC","33981","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Rocha, YV","15566","1983","08","25",NA,"Brazil",NA,NA,NA,"UEC027785","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Estação de Tratamento de Água","-46.974722","-23.004722","UEC027785",NA,NA,"Vinhedo","1990",NA,NA,"05","-46.974722","-23.004722",NA,NA,"08",NA,NA,NA,NA
"187","2021-03-01 16:27:48-03","UNICAMP","UEC","176766","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Santos, K; Belinello, R","3343","2000","08","24",NA,"Brazil",NA,NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total 8 m; altura do fuste 6 m; PAP 107 cm. Nome popular: espinheira-santa.; Floresta estacional semidecidual.","UEC023263","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Mata da Fazenda Malabar (Fragmento M2); área total: 21 ha.","-46.85","-22.9","UEC023263","777","777","Itatiba",NA,NA,NA,NA,"-46.85","-22.9",NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:27:48-03","UNICAMP","UEC","40577","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Grady, LW","25399","1984","10","15",NA,"Brazil",NA,NA,"Tree 5m high; flowers yellowish-green.","UEC027796","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Serra do Japi, Mesic evergreen forest.","-46.866667","-23.183333","UEC027796",NA,NA,"Jundiaí","1990",NA,NA,"05","-46.866667","-23.183333",NA,NA,"08",NA,NA,NA,NA
"189","2021-03-01 16:27:48-03","UNICAMP","UEC","52966","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Grady, LW","25399","1984","10","15",NA,"Brazil",NA,NA,"Tree 5m high; flowers yellowish-green.","UEC027782","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Serra do Japi, Mesic evergreen forest.","-46.866667","-23.183333","UEC027782",NA,NA,"Jundiaí","1990",NA,NA,"05","-46.866667","-23.183333",NA,NA,"08",NA,NA,NA,NA
"190","2021-03-01 16:27:48-03","UNICAMP","UEC","80527","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Cardoso-Leite, E; Oliveira, A","241","1993","10","02",NA,"Brazil",NA,NA,"8 m alt.","UEC027778","Magnoliopsida",NA,"Mart.","Rodrigues, RR; Cardoso-Leite, E","São Paulo","Mata da Câmara","-47.1125","-23.523889","UEC027778",NA,NA,"São Roque",NA,NA,NA,NA,"-47.1125","-23.523889",NA,NA,NA,NA,NA,NA,NA
"191","2021-03-01 16:27:48-03","UNICAMP","UEC","61787","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Bernacci, LC","24442","1989","09","05",NA,"Brazil",NA,NA,"Arvoreta ca. 3,0 alt. flores verde-amareladas.; Mata.","UEC027813","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Fazenda São Vicente, Interior da mata, próximo à beira.",NA,NA,"UEC027813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-08-20 10:09:22-03","UNICAMP","UEC","79972","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Santin, DA","33672","1994","11","21",NA,"Brazil",NA,NA,NA,"UEC027809","Magnoliopsida",NA,"Mart.","Santin, DA","São Paulo","Bosque São José","-47.060001373291","-22.8999996185303","UEC027809",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-08-20 10:09:22-03","UNICAMP","UEC","62096","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Kuhlmann, JG","s.n.","1934","10","13",NA,"Brazil",NA,NA,NA,"UEC027812","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","Alagoas","E.S.A.V","-36.2407989501953","-9.3713903427124","UEC027812",NA,NA,"Viçosa","1990","18701","auto","05",NA,NA,NA,NA,"08",NA,NA,NA,NA
"194","2021-03-01 16:27:48-03","UNICAMP","UEC","108979","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Francisco, EM; Pavão, OC; Alves, J","s.n.","1998","11","20",NA,"Brazil",NA,NA,"Frutos vermelhos.","UEC027761","Magnoliopsida",NA,"Mart.","Viani, RAG","Paraná","Beira do Rio Bocas-patrimonio Regina","-51.1627998352051","-23.3103008270264","UEC027761",NA,NA,"Londrina",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-01 16:27:48-03","UNICAMP","UEC","65458","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Chagas e Silva, F","01529","1992","08","27",NA,"Brazil",NA,NA,"Árvore, c/ 9 malt.; botões florais jovens esverdeados.","UEC027816","Magnoliopsida",NA,"Mart.","Biral","Paraná","Floresta Godoy, pouco frequente na área, margem direto do ribeirão dos Apertados.","-51.1627998352051","-23.3103008270264","UEC027816",NA,NA,"Londrina","2012","63728","auto","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-01 16:27:48-03","UNICAMP","UEC","157785","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Francisco, EM","s.n.","1998","07","20",NA,"Brazil",NA,NA,"4,5 m altura, flores creme.","UEC015907","Magnoliopsida",NA,"Mart.","Viani, RAG","Paraná","Mata perto do Shopping Catuaí","-51.1627998352051","-23.3103008270264","UEC015907",NA,NA,"Londrina","1998","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-08-20 10:09:22-03","UNICAMP","UEC","79958","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Santin, DA","33672","1994","11","21",NA,"Brazil",NA,NA,NA,"UEC027784","Magnoliopsida",NA,"Mart.","Santin, DA","São Paulo","Bosque São José","-47.060001373291","-22.8999996185303","UEC027784",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-01 16:27:48-03","UNICAMP","UEC","55016","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Grombone-Guaratini, MT; Bernacci, LC; Meira Neto, JAA; Tamashiro, JY; Leitão Filho, HF","21137","1987","06","01",NA,"Brazil",NA,NA,"Árvore com 4,caule marrom, frutos alaranjados.","UEC027791","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516","UEC027791",NA,NA,"Atibaia",NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-01 16:27:48-03","UNICAMP","UEC","50671","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Tamashiro, JY; Joly, CA","18615","1986","10","03",NA,"Brazil",NA,NA,"Ramos novos cilindricos alvatados, folha com peciolo e muitos espinhos na margem..","UEC027794","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Reserva Municipal de Atibaia, Pedra grande.","-46.5499992370605","-23.1100006103516","UEC027794",NA,NA,"Atibaia","1990","21675","auto","09",NA,NA,NA,NA,"08",NA,NA,NA,NA
"200","2021-03-01 16:27:48-03","UNICAMP","UEC","88481","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Zickel, CS; Belinello, R","30274","1992","04","13",NA,"Brazil",NA,NA,"individuo com 18cm altura e 0,23cm diametro, (vegetativo).","UEC027810","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Fazenda Santa Elisa","-48.1199989318848","-22.2800006866455","UEC027810",NA,NA,"Brotas",NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-01 16:27:48-03","UNICAMP","UEC","88482","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Zickel, CS; Belinello, R","30273","1992","04","13",NA,"Brazil",NA,NA,"Indivíduo com 62 ca altura e 0,45 cm diametro, (vegetativo).","UEC027805","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Fazenda Santa Elisa","-48.1199989318848","-22.2800006866455","UEC027805",NA,NA,"Brotas",NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-01 16:27:48-03","UNICAMP","UEC","52753","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Salis, SM","2","1986","10",NA,NA,"Brazil",NA,NA,"Frutos verdes, placa n° 261; Mata ciliar.","UEC027803","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Fazenda Santa Elisa","-48.1199989318848","-22.2800006866455","UEC027803",NA,NA,"Brotas","1992","26585","auto","10",NA,NA,NA,NA,"15",NA,NA,NA,NA
"203","2021-03-01 16:27:48-03","UNICAMP","UEC","52744","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Salis, SM","1","1989","10","19",NA,"Brazil",NA,NA,"Fruto verde, 3m.; Mata ciliar.","UEC027779","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Fazenda Santa Elisa","-48.1199989318848","-22.2800006866455","UEC027779",NA,NA,"Brotas","1992","26585","auto","10",NA,NA,NA,NA,"15",NA,NA,NA,NA
"204","2019-08-20 10:09:22-03","UNICAMP","UEC","52730","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Salis, SM","30","1986","09","24",NA,"Brazil",NA,NA,NA,"UEC027799","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Fazenda Santa Elisa, Beira do rio Jacaré-Pepira.","-48.1199989318848","-22.2800006866455","UEC027799",NA,NA,"Brotas","1992","26585","auto","10",NA,NA,NA,NA,"15",NA,NA,NA,NA
"205","2021-03-01 16:27:48-03","UNICAMP","UEC","84269","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Bernacci, LC; Metezger, JP; Goldenberg, R","34955","1993","03","15",NA,"Brazil",NA,NA,"Árvore, material estéril.; Floresta Ripária.","UEC027807","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Fazenda Santa Elisa, Margem do Rio jacaré-Pepira.","-48.1199989318848","-22.2800006866455","UEC027807",NA,NA,"Brotas",NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-01 16:27:48-03","UNICAMP","UEC","46816","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Salis, SM; Spigolon, JR","19449","1987","03","31",NA,"Brazil",NA,NA,"Árvore com 8m,semflores e frutos. Placa n° 400.","UEC027783","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Fazenda Santa Elisa, Mata ciliar do Rio Jacaré-Pepira-Mirim.","-48.1199989318848","-22.2800006866455","UEC027783",NA,NA,"Brotas","1990","26585","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-01 16:27:48-03","UNICAMP","UEC","1312","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Mathes, LAF","10075","1978","06","15",NA,"Brazil",NA,NA,"Árvore até 7m, flores creme.","UEC027804","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Bosque dos Jequitibás, Nativo do interior do Bosque dos Jequitibas.","-47.060001373291","-22.8999996185303","UEC027804",NA,NA,"Campinas","1990","23900","auto","05",NA,NA,NA,NA,"08",NA,NA,NA,NA
"208","2021-03-01 16:27:48-03","UNICAMP","UEC","1310","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Mathes, LAF","10074","1978","06","15",NA,"Brazil",NA,NA,"Árvore até 7m, flores creme.","UEC027801","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Bosque dos Jequitibás, Nativo do interior do Bosque dos Jequitibas.","-47.060001373291","-22.8999996185303","UEC027801",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-01 16:27:48-03","UNICAMP","UEC","1314","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Tozzi, AMGA; Yamamoto, K","8822","1978","11","19",NA,"Brazil",NA,NA,"Arbusto 2-3m.; ramos longos, flores amareladas.","UEC027787","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Bosque São José","-47.060001373291","-22.8999996185303","UEC027787",NA,NA,"Campinas","1990","23900","auto","05",NA,NA,NA,NA,"08",NA,NA,NA,NA
"210","2021-03-01 16:27:48-03","UNICAMP","UEC","62473","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Aidar, MPM","23185","1987","09","09",NA,"Brazil",NA,NA,"Árvore com 4 metros, frutosvermelhos.; Mata ciliar.","UEC027777","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303","UEC027777",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:27:48-03","UNICAMP","UEC","1316","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Leitão Filho, HF; Taroda, N","8172","1978","07","11",NA,"Brazil",NA,NA,"Árvore até 4m. Flores esbranquiçadas.; Em mata.","UEC027798","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Fazenda Sta. Genebra","-47.060001373291","-22.8999996185303","UEC027798",NA,NA,"Campinas","1990","23900","auto","05",NA,NA,NA,NA,"08",NA,NA,NA,NA
"212","2021-03-01 16:27:48-03","UNICAMP","UEC","45528","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Tamashiro, JY; Zickel, CS; Salis, SM","18227","1986","12",NA,NA,"Brazil",NA,NA,"Árvore de 12m. frutos imaturos.","UEC027793","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Reserva Biológica ARA","-47.060001373291","-22.8999996185303","UEC027793",NA,NA,"Campinas","1990","23900","auto","09",NA,NA,NA,NA,"08",NA,NA,NA,NA
"213","2021-03-01 16:27:48-03","UNICAMP","UEC","45530","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Sallis, SM; Tamashiro, JY; Zickel, CS","17784","1986","12",NA,NA,"Brazil",NA,NA,"Árvore de 5 m altura, frutos verdes.","UEC027765","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Reserva Biológica ARA","-47.060001373291","-22.8999996185303","UEC027765",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:27:48-03","UNICAMP","UEC","45503","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Tamashiro, JY; Silva, AF","17919","1985","10","28",NA,"Brazil",NA,NA,"Árvore de 6m, flores creme.","UEC027786","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Reserva Florestal ARA","-47.060001373291","-22.8999996185303","UEC027786",NA,NA,"Campinas","1990","23900","auto","05",NA,NA,NA,NA,"08",NA,NA,NA,NA
"215","2021-03-01 16:27:48-03","UNICAMP","UEC","80877","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Zickel, CS","30338","1991","01","30",NA,"Brazil",NA,NA,"Indivíduo com 31 cm de latura, vegetativo.","UEC027808","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303","UEC027808",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:27:48-03","UNICAMP","UEC","78296","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Zickel, CS","30406","1992","11","12",NA,"Brazil",NA,NA,"Indivíduo com 13 cm de altura (vegetativo).","UEC027788","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303","UEC027788",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:27:48-03","UNICAMP","UEC","108954","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Spinelli, T; Ahn, YJ","133","1999","08","03",NA,"Brazil",NA,NA,"Arbusto, sub-bosque, corola verde-claro.","UEC027775","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Sítio São Francisco","-47.060001373291","-22.8999996185303","UEC027775",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:27:48-03","UNICAMP","UEC","136902","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Santos, K","147","1996","11","06",NA,"Brazil",NA,NA,"Arbusto, 2 m altua, frutos jovens verdes.; Floresta estacional semidecidual.","UEC027773","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Sub-Distrito de Sousas","-47.060001373291","-22.8999996185303","UEC027773",NA,NA,"Campinas",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-01 16:27:48-03","UNICAMP","UEC","113084","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Cavalcanti, DC","300","1995","08","29",NA,"Brazil",NA,NA,"Ávore ca. 5m, frutos esverdeados.; Mata de Planalto.","UEC027774","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Reserva Florestal da Escola de Especialistas da Ae, EEAR.","-45.189998626709","-22.8099994659424","UEC027774",NA,NA,"Guaratinguetá",NA,"27040","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-01 16:27:48-03","UNICAMP","UEC","113080","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Cavalcanti, DC","301","1995","08","29",NA,"Brazil",NA,NA,"Árvore ca. 3m, frutos esverdeados; Mata de Planalto.","UEC027811","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Reserva Florestal da Escola de Especialistas da Ae, EEAR.","-45.189998626709","-22.8099994659424","UEC027811",NA,NA,"Guaratinguetá",NA,"27040","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:27:48-03","UNICAMP","UEC","52995","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Grady, LW; Tamashiro, JY","25535","1986","10","09",NA,"Brazil",NA,NA,"Tree 5-8m hig, ocassional; fls. yellowsh-green.; Degraded smi-deciduous subtropical forest.","UEC027780","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Reserva Florestal Ara","-46.8800010681152","-23.1800003051758","UEC027780","700","700","Jundiaí","1992","17840","auto","10",NA,NA,NA,NA,"15",NA,NA,NA,NA
"222","2021-03-01 16:27:48-03","UNICAMP","UEC","45118","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Tamashiro, JY","19753","1985","10","07",NA,"Brazil",NA,NA,"Árvore ca.de 30 de alt..; flores amareladas.","UEC027802","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Serra do Japi","-46.8800010681152","-23.1800003051758","UEC027802",NA,NA,"Jundiaí","1992","17840","auto","10",NA,NA,NA,NA,"15",NA,NA,NA,NA
"223","2021-03-01 16:27:48-03","UNICAMP","UEC","40626","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Morellato-Fonzar, LPC; Rodrigues, RR","16798","1984","12","13",NA,"Brazil",NA,NA,"Árvore, 4m de altura, com frutos.","UEC027795","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Serra do Japi, Ermida.","-46.8800010681152","-23.1800003051758","UEC027795",NA,NA,"Jundiaí","1990","17840","auto","05",NA,NA,NA,NA,"08",NA,NA,NA,NA
"224","2019-08-20 10:09:19-03","UNICAMP","UEC","098979","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Durigan, G","291119","1989","11","29",NA,"Brazil",NA,NA,NA,"UEC027767","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo",NA,"-49.939998626709","-22.2099990844727","UEC027767",NA,NA,"Marília",NA,"38865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-08-20 10:09:22-03","UNICAMP","UEC","98979","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Durigan, G","s.n.","1989","11","29",NA,"Brazil",NA,NA,NA,NA,"Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","E.E. Marília","-49.939998626709","-22.2099990844727",NA,NA,NA,"Marília",NA,"38865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-01 16:27:48-03","UNICAMP","UEC","77885","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Durigan, G","30561","1992","08","11",NA,"Brazil",NA,NA,"Árvore de Sub bosque, flores verde-claras.; Mata ciliar.","UEC027800","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Estação Experimental de Marília","-49.939998626709","-22.2099990844727","UEC027800",NA,NA,"Marília",NA,"38865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-01 16:27:48-03","UNICAMP","UEC","74268","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Bernacci, LC; Andrade, PRP; Belinello, R; Camargo, O","1255","1995","03","15",NA,"Brazil",NA,NA,"Arvore ca. 8m alt., frutos maduros avermelhados, arilo branco.","UEC027781","Magnoliopsida",NA,"Mart.",NA,"São Paulo","E.E. do IAC","-46.6800003051758","-22.6800003051758","UEC027781",NA,NA,"Monte Alegre do Sul",NA,"11114","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-01 16:27:48-03","UNICAMP","UEC","184135","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Carvalho, LM","8/2013","2013","01","04",NA,"Brazil",NA,NA,"arbusto, fruto","UEC107447","Magnoliopsida",NA,"Mart.",NA,"São Paulo","CPMA, CPQBA, Betel","-47.1500015258789","-22.7600002288818","UEC107447",NA,NA,"Paulínia",NA,"11851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-01 16:27:48-03","UNICAMP","UEC","070678","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Tamashiro, JY; Rodrigues, RR; Ivanauskas, NM; Belinello, R","939","1995","05","08",NA,"Brazil",NA,NA,"Árvore de 4m, frutos maduros.","UEC027806","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Bairro do Lima","-46.439998626709","-22.7900009155273","UEC027806",NA,NA,"Pedra Bela",NA,"10848","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-01 16:27:48-03","UNICAMP","UEC","137003","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Yamamoto, LF","108","1997","12","17",NA,"Brazil",NA,NA,"Frutos amarelos, semente com arilo branco, arvoreta 4 m.","UEC027792","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Fazenda Bela Vista","-46.9000015258789","-22.7399997711182","UEC027792",NA,NA,"Pedreira",NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:27:48-03","UNICAMP","UEC","137004","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Yamamoto, LF","130","1998","01","20",NA,"Brazil",NA,NA,"Fruto alaranjado, arvorta 3,5m.","UEC027789","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Fazenda Bela Vista","-46.9000015258789","-22.7399997711182","UEC027789",NA,NA,"Pedreira",NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-01 16:27:48-03","UNICAMP","UEC","50296","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Leitão Filho, HF; Tamashiro, JY; Semir, J; Meira Neto, JAA; Bernacci, LC","20924","1988","10","14",NA,"Brazil",NA,NA,"Árvore de 8m, flores creme.","UEC027797","Magnoliopsida",NA,"Mart.","Carvalho-Okano, RM","São Paulo","Parque da Câmara","-47.1300010681152","-23.5200004577637","UEC027797",NA,NA,"São Roque","1992","15567","auto","10",NA,NA,NA,NA,"15",NA,NA,NA,NA
"233","2021-03-01 16:27:48-03","UNICAMP","UEC","117099","S","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Pedroni, F; et al.","31192","1993","05","21",NA,"Brazil",NA,NA,"Árvore de 20 metrosde altura, materal vegetativo.","UEC027814","Magnoliopsida",NA,"Mart.",NA,"São Paulo","Núcleo Picinguaba, Margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758","UEC027814",NA,NA,"Ubatuba",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-19 14:05:42-03","UFRPE","PEUFR","52984","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolia","Maytenus aquifolia","M. Galetti","952","1994","11","24",NA,"Brasil",NA,NA,"Árvore, 7m de latura; frutos maduros amarelos com arilo branco.","PEUFR052984",NA,NA,"Mart.",NA,"São Paulo","Fazenda Intervales, Base Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Sete Barras",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-11-19 14:05:42-03","UFRPE","PEUFR","53179","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolia","Maytenus aquifolia","V. B. Zipparro","1529","1996","07","12",NA,"Brasil",NA,NA,"Árvore com 11m; flores brancas, em forma de buquê; indivíduo nº 241 na fitossociologia.","PEUFR053179",NA,NA,"Mart.","L. Biral","São Paulo","Parque Intervales, Base Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Sete Barras","2012","34059","auto","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-05 16:46:44-03","UFOP","OUPR","22454","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Amaral, A.; Mendonça, J.O. & Dias, O.","123","1998","10","15",NA,"Brasil",NA,NA,"Arbusto 1,5 m. Mata de galeria",NA,NA,NA,"(Mart.) Biral",NA,"Mato Grosso do Sul","Anaurilândia, Distrito de Quebracho","-52.4221992492676","-21.7141990661621",NA,NA,NA,"Bataguassu","2019","65610","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-11-05 16:46:44-03","UFOP","OUPR","2726","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Damazio, L.B.","s.n.","1906","10",NA,NA,"Brasil",NA,NA,"Capoeira",NA,NA,NA,"(Mart.) Biral",NA,"Minas Gerais","Miguel Burnier","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto","2019","44599","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
