"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","imagecode","locality","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"222","2021-03-01 16:40:39-03","UNICAMP","UEC","14332","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Ramos, MEM; et al.","s.n.","1977","05","12",NA,"Brazil",NA,NA,"Trepadeira, flores brancas, sementespreta-azuladas.","UEC159830","Magnoliopsida",NA,NA,"L.","Ferrucci, MS","São Paulo","UEC159830","Joaquim Egidio","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA
"223","2021-03-01 16:40:39-03","UNICAMP","UEC","14336","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Ramos, MEM; et al.","4800","1977","05","12",NA,"Brazil",NA,NA,"Trepadeira, flores brancas, sementes preta-azuladas.","UEC159835","Magnoliopsida",NA,NA,"L.","Ferrucci, MS","São Paulo","UEC159835","Joaquim Egídio","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA
"224","2019-08-20 10:25:43-03","UNICAMP","UEC","130139","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Carmello-Guerreiro, SM; Cortez, PA; Sacoman, JL","158","2002","10","15",NA,"Brazil",NA,NA,NA,"UEC059215","Magnoliopsida",NA,NA,"L.","Semir, J","São Paulo","UEC059215","Laboratório Sincrontron.","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-01 16:40:39-03","UNICAMP","UEC","14331","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Traldi, NH; Souza, ST","s.n.","1977","05","09",NA,"Brazil",NA,NA,"Herbáceo, trepadeira sarmentosa.","UEC184123","Magnoliopsida",NA,NA,"L.","Tamashiro, JY","São Paulo","UEC184123","Fazenda Malota (Serra do Japí).","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-01 16:40:42-03","UNICAMP","UEC","74319","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Bernacci, LC; Andrade, PRP; Belinello, R; Camargo, O","1253","1995","03","15",NA,"Brazil",NA,NA,"Trepadeira herbácea, frutos imaturos.; Região Montanhosa, mata.","UEC184118","Magnoliopsida",NA,NA,"L.","Somner, GV","São Paulo","UEC184118","Estação Experimental do I.A.C.","Monte Alegre do Sul","-46.6800003051758","-22.6800003051758",NA,NA,"11114","auto",NA,NA,"1996","12","18",NA,NA,NA,NA,NA
"227","2020-04-22 16:24:54-03","UFPB","JPB","54184","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Monteiro, H","752","1934","01","29","Southern America","Brasil",NA,NA,NA,"JPB0054184","Angiosperma","Dicotyledon",NA,"L.","Acevedo, P","Minas Gerais",NA,"Jardim Botânico de Belo Horizonte, Terreno Carlos Torres.","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA
"228","2020-06-23 19:50:04-03","UFPB","JPB","17628","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Moura, OT","526","1991","01","29","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.","Pereira, LA","Paraíba",NA,"Consolação","Cruz do Espírito Santo","-35.0863990783691","-7.1399998664856",NA,NA,"19405","auto",NA,NA,"2012","11","14",NA,NA,NA,NA,NA
"229","2020-04-22 16:24:54-03","UFPB","JPB","54183","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Monteiro, H","2771","1949","11","13","Southern America","Brasil",NA,NA,NA,"JPB0054183","Angiosperma","Dicotyledon",NA,"L.",NA,"Rio de Janeiro",NA,"Seropédica, Em um prado à margem da estrada de Belém.","Itaguaí","-43.7752990722656","-22.8521995544434",NA,NA,"17747","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-03-12 10:29:34-03","UFOP","OUPR","33576","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Pedrosa, L.G.","1433","2019","03","19",NA,"Brasil",NA,NA,"Liana, 2m. Flores alvas/creme. Pastagem.",NA,NA,NA,NA,"L.","Pedrosa, L.G.","Minas Gerais",NA,NA,"Mariana","-43.4160995483398","-20.377799987793",NA,NA,"33524","auto",NA,NA,"2019","03","19",NA,NA,NA,NA,NA
"231","2020-03-12 10:29:34-03","UFOP","OUPR","34709","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Pedrosa, L.G.","2178","2019","11","20",NA,"Brasil",NA,NA,"Liana, flores alvas, frutos inflados. Capoeira em beira de estrada",NA,NA,NA,NA,"L.","Pedrosa, L.G.","Minas Gerais",NA,"Parque Estadual do Itacolomi","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,"2019","11",NA,NA,NA,NA,NA,NA
"232","2020-12-04 13:19:44-03","UDESC","LUSC","4981","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Pereira, C.A.L.",NA,"2007","04","25",NA,"Brasil",NA,NA,NA,"LUSC009071",NA,NA,NA,"L.","Pereira, C.A.L.","Santa Catarina","LUSC009071","Propriedade Roberto Parizzoto.","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,"43319","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-12-04 13:19:44-03","UDESC","LUSC","4980","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Carniel, G.",NA,"2007","04","08",NA,"Brasil",NA,NA,NA,"LUSC005498",NA,NA,NA,"L.","Carniel, G.; Corrêa, S.C.; Zanella, E.; Macedo, C.","Santa Catarina","LUSC005498",NA,"Xanxerê","-52.4042015075684","-26.8768997192383",NA,NA,"16278","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-01-17 11:27:05-02","PUCRS","MPUC","3618","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum",NA,NA,"1973","05","22","South America","Brasil",NA,NA,NA,NA,NA,"Sapindales",NA,"(Funfh) Blume","A.A. Massing","RS",NA,"Morro Santana","Porto Alegre","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"-51.2372222222","-30.0191388889","2018","06","14","Magnoliopsida",NA,NA,"1",NA
"235","2019-01-17 11:27:05-02","PUCRS","MPUC","13975","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum",NA,NA,"1990","01","25","South America","Brasil",NA,NA,NA,NA,NA,"Sapindales",NA,"(Funfh) Blume","A.A. Massing","RS",NA,"Bairro Partenon, campus da PUCRS","Porto Alegre","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"-51.2372222222","-30.0191388889","2018","01","01","Magnoliopsida",NA,NA,"1",NA
"236","2019-01-17 11:27:05-02","PUCRS","MPUC","9317","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum",NA,NA,"1989","02","23","South America","Argentina",NA,NA,NA,NA,NA,"Sapindales",NA,"L.","Equipe do Projeto","Misiones",NA,"Porto Azara, rio Uruguaí","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA
"237","2019-01-17 11:27:05-02","PUCRS","MPUC","14680","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum",NA,NA,"2001","06","27","South America","Brasil",NA,NA,NA,NA,NA,"Sapindales",NA,"(Funfh) Blume","A.A. Massing","RS",NA,"Bairro Partenon","Porto Alegre","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"-51.2372222222","-30.0191388889","2018","01","01","Magnoliopsida",NA,NA,"4",NA
"238","2019-01-17 11:27:05-02","PUCRS","MPUC","8997","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","C.S.A. Martins",NA,"1996","11","14","South America","Brasil",NA,NA,NA,NA,NA,"Sapindales",NA,"L.","N.I. Matzenbacher","RS",NA,"Espigão Alto, rio Uruguaí, junto a confluência dos rios Canoas e Pelotas","Barracão","-51.4506667","-27.6711111",NA,NA,NA,NA,"-51.4506667000","-27.6711111000",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA
"239","2019-01-17 11:27:05-02","PUCRS","MPUC","8992","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum",NA,NA,"1989","05","26","South America","Brasil",NA,NA,NA,NA,NA,"Sapindales",NA,"(Funfh) Blume","A.A. Massing","RS",NA,"Passo do Auto, sanga Santa Maria","São Nicolau","-55.2672004699707","-28.1825008392334",NA,NA,"25814","auto",NA,NA,"2018","01","01","Magnoliopsida",NA,NA,"1",NA
"240","2019-01-17 11:27:05-02","PUCRS","MPUC","21327","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum",NA,NA,"1999","03","05","South America","Brasil",NA,NA,NA,NA,NA,"Sapindales",NA,"(Funfh) Blume","A.A. Massing","RS",NA,"Granja Guará","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,"93142","auto",NA,NA,"2018","01","01","Magnoliopsida",NA,NA,"1",NA
"241","2020-10-14 10:06:27-03","FURB","FURB","13522","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Dreveck, S.; Carneiro, F.E.","787","2009","03","30",NA,"Brasil",NA,NA,"Florística IFFSC 3323(Liana) Habitat: Floresta Estacional Decidual; Estágio médio de regeneração Habito: liana;","FURB43107",NA,NA,NA,"L.","Sobral, M","Santa Catarina","FURB43107","Linha Stefano.","Santiago do Sul","-52.65","-26.64","510","510",NA,NA,"-52.6500000","-26.6400000","2009","07","17",NA,NA,NA,NA,NA
"242","2020-10-14 10:06:27-03","FURB","FURB","13108","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Stival-Santos, A.; Silveira, S.","506","2009","03","19",NA,"Brasil",NA,NA,"Florística IFFSC 3082(Liana) Habitat: Floresta Estacional Decidual; Estágio Avançado; borda da mata Habito: liana; Fruto verde;","FURB03456",NA,NA,NA,"L.","Sobral, M","Santa Catarina","FURB03456","Lageado Rabo de Galo.","Barra Bonita","-53.4102778","-26.7288889","467","467",NA,NA,"-53.4102778","-26.7288889","2009","07","17",NA,NA,NA,NA,NA
"243","2020-10-14 10:06:27-03","FURB","FURB","35348","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Korte, A.","6056","2011","03","01",NA,"Brasil",NA,NA,"Florística IFFSC 859 (Liana) Habitat: Floresta Ombrófila Densa; Habito: liana; flor creme","FURB43418",NA,NA,NA,"L.","Funez, L.A.","Santa Catarina","FURB43418_1 FURB43418_2","Rio Rosina.","Rio dos Cedros","-49.32","-26.64","585","585",NA,NA,"-49.3200000","-26.6400000","2016","11","09",NA,NA,NA,NA,NA
"244","2020-10-14 10:06:27-03","FURB","FURB","38371","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Funez, L.A.","546","2012","05","19",NA,"Brasil",NA,NA,NA,"FURB43104",NA,NA,NA,"L.","Funez, L.A.","Santa Catarina","FURB43104",NA,"Jaraguá do Sul","-49.1033333","-26.4830556","55","55",NA,NA,"-49.1033333","-26.4830556","2012","06","19",NA,NA,NA,NA,NA
"245","2019-11-08 08:56:16-03","FURB","FURB","41895","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Funez, L.A.; Zermiani, A.E.","2145","2013","05","30",NA,"Brasil",NA,NA,NA,"FURB43059",NA,NA,NA,"L.","Funez, L.A.","Santa Catarina","FURB43059","Bairro Ipiranga.","Rodeio","-49.3858333","-26.8947222","315","315",NA,NA,"-49.3858333","-26.8947222","2013","05","30",NA,NA,NA,NA,NA
"246","2020-10-14 10:06:27-03","FURB","FURB","43864","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Funez, L.A.","2754","2014","01","22",NA,"Brasil",NA,NA,NA,"FURB43056",NA,NA,NA,"L.","Funez, L.A.","Santa Catarina","FURB43056","banhado em área aberta, ao lado do ginásio de esportes municipal.","Rodeio","-49.3725","-26.9213889",NA,NA,NA,NA,"-49.3725000","-26.9213889","2014","03","12",NA,NA,NA,NA,NA
"247","2020-10-14 10:06:27-03","FURB","FURB","45769","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Funez, L.A.","3186","2014","12","18",NA,"Brasil",NA,NA,NA,"FURB43058",NA,NA,NA,"L.","Funez, L.A.","Santa Catarina","FURB43058","Bairro Frederico Ferronato.","Xanxerê","-52.3894444","-26.8744445","825","825",NA,NA,"-52.3894444","-26.8744445","2014","12","18",NA,NA,NA,NA,NA
"248","2020-10-14 10:06:27-03","FURB","FURB","53922","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","467","2017","05","13",NA,"Brasil",NA,NA,NA,"FURB53922",NA,NA,NA,"L.","Funez, L.A.","Santa Catarina","FURB53922","Linha Dois Irmãos.","Seara","-52.29","-27.18","620","620",NA,NA,"-52.2900000","-27.1800000","2017","05",NA,NA,NA,NA,NA,NA
"249","2020-10-14 10:06:27-03","FURB","FURB","53923","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","490","2017","05","13",NA,"Brasil",NA,NA,NA,"FURB53923",NA,NA,NA,"L.","Funez, L.A.","Santa Catarina","FURB53923","Linha Dois Irmãos.","Seara","-52.29","-27.18","620","620",NA,NA,"-52.2900000","-27.1800000","2017","05",NA,NA,NA,NA,NA,NA
"250","2020-10-14 10:06:27-03","FURB","FURB","53924","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","508","2017","05","16",NA,"Brasil",NA,NA,"flor branca Habitat: borda da U.A. Habito: liana","FURB53924",NA,NA,NA,"L.","Farias, D.M.","Santa Catarina","FURB53924",NA,"Concórdia","-52.0197223","-27.2719445","702","702",NA,NA,"-52.0197223","-27.2719445","2017","06","01",NA,NA,NA,NA,NA
"251","2020-12-09 14:47:25-03","FURB","FURB","66876","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Schwirkowski, P.","4051","2020","05","01",NA,"Brasil",NA,NA,"FOM. Borda de mata Habitat: Heliófita. Cálice verde, corola branca. Frutos negros Habito: Liana","FURB66876",NA,NA,NA,"L.","Schwirkowski, P.","Santa Catarina","FURB66876","Vila Pilz. Margens do Rio Banhados.","São Bento do Sul","-49.4580556","-26.2863889","850","850",NA,NA,"-49.4580556","-26.2863889","2020","05","01",NA,NA,NA,NA,NA
"252","2020-10-14 10:06:27-03","FURB","FURB","58213","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Funez, L.A.","7255","2018","02","13",NA,"Brasil",NA,NA,"Flores brancas Habitat: Terreno baldio Habito: Liana","FURB58213",NA,NA,NA,"L.","Funez, L.A.","Santa Catarina","FURB58213","Frederico Ferronato.","Xanxerê","-52.4042015075684","-26.8768997192383",NA,NA,"16278","auto",NA,NA,"2018","02","13",NA,NA,NA,NA,NA
"253","2021-03-16 17:55:02-03","UCS","HUCS","48619","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Stival-Santos, A.","506","2009","03","19",NA,"Brasil",NA,NA,"Florística IFFSC 3082(Liana); borda da mata",NA,"Angiospermae","Sapindales",NA,"L.","Sobral, M.","Santa Catarina",NA,"Lageado Rabo de Galo.","Barra Bonita","-53.410278","-26.728889","467","467",NA,NA,"-53.410278","-26.728889","2009","07","17",NA,NA,NA,NA,NA
"254","2021-03-16 17:55:02-03","UCS","HUCS","33087","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Urdampilleta, J.D.","171","2003","05","12",NA,"Brasil",NA,NA,"Frutos verdes, Herbário FUEL 37597",NA,"Angiospermae","Sapindales",NA,"L.","Urdampilleta, J.D.","Paraná",NA,NA,"Primeiro de Maio","-51.0283012390137","-22.8505992889404",NA,NA,"18944","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA
"255","2021-03-16 17:55:02-03","UCS","HUCS","2677","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Oliveira, P.I.","993","1986","04","24",NA,"Brasil",NA,NA,"Escandente - flor alvescente.",NA,"Angiospermae","Sapindales","microcarpum","(H.B.K.) Blume","Ferrucci, M.S.","Paraná",NA,"Areial","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA
"256","2021-03-16 17:55:02-03","UCS","HUCS","11544","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Butzke, A.","s.n.","1995","03","23",NA,"Brasil",NA,NA,"HERBARA - 7657; Em beira da estrada",NA,"Angiospermae","Sapindales","microcarpum","(H.B.K.) Blume","Smith, S.F.","Rio Grande do Sul",NA,"BR 153","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,"46790","auto",NA,NA,"1996","07",NA,NA,NA,NA,NA,NA
"257","2021-03-16 17:55:02-03","UCS","HUCS","21850","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Hatschbach, G.","72800","2002","05","09",NA,"Brasil",NA,NA,"Escandente, flor alvacenta, Herbário MBM.; Solo rochoso, área degradada.",NA,"Angiospermae","Sapindales","microcarpum","(H.B.K.) Blume","Ferrucci, M.S.","Paraná",NA,"Colônia São Judas Tadeu","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"53832","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"258","2021-03-16 17:55:02-03","UCS","HUCS","17044","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Scur, L.","705","2000","03","25",NA,"Brasil",NA,NA,"Em orla do campo.",NA,"Angiospermae","Sapindales",NA,"L.","Smith, S.F.","Rio Grande do Sul",NA,"Criúva","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto",NA,NA,"2001","07",NA,NA,NA,NA,NA,NA
"259","2021-03-16 17:55:02-03","UCS","HUCS","15274","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Kegler, A.","737","2000","03","05",NA,"Brasil",NA,NA,"Na capoeira.",NA,"Angiospermae","Sapindales","microcarpum","(H.B.K.) Blume","Acevedo, P.","Rio Grande do Sul",NA,"Vila Cristina","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto",NA,NA,"2000","09",NA,NA,NA,NA,NA,NA
"260","2021-02-12 18:12:30-03","UFES","VIES","481","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Curso de Especialização em Taxonomia Vegetal","s.n.","1984","07","03",NA,"Brasil",NA,NA,NA,"VIES000481",NA,NA,NA,"L.",NA,"Espírito Santo","VIES000481","Morro da Televisão.","Vitória","-40.3377990722656","-20.3194007873535",NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020064",NA,NA,"Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","MarcGrave, G.","64","1638 - 1644",NA,NA,NA,"BRAZIL",NA,NA,NA,"C10020064",NA,NA,NA,"L.","Andrade-Lima, D.",NA,"C10020064","NE Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA
"262","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020065",NA,NA,"Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","MarcGrave, G.","65","1638 - 1644",NA,NA,NA,"BRAZIL",NA,NA,NA,"C10020065",NA,NA,NA,"L.","Andrade-Lima, D.",NA,"C10020065","NE Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA
"263","2019-08-16 08:41:04-03","UTFPR","HCF","25257","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","E.L. Siqueira","2558","2018","03","28",NA,"Brasil",NA,NA,"trepadeira com gavinhas, heliófita. Frutos alados verdes. Flores alvas. Botões florais avermelhados.",NA,NA,NA,NA,"L.","M.G. Caxambu","PR",NA,"Estação Ecológica Municipal Dr. Orlando","Nova Tebas","-51.902139","-24.359444","410","410",NA,NA,"51°54'07,7 W","24°21'34 S","2018","04","20",NA,NA,NA,NA,NA
"264","2019-11-15 20:23:39-03","UTFPR","HCF","23098","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","E.L. Siqueira","2268","2017","07","07",NA,"Brasil",NA,NA,"trepadeira com gavinhas, heliófita. Flores com cálice roxa e corola alva. Frutos imaturos verdes.",NA,NA,NA,NA,"L.","G.A. Dettke","PR",NA,"Estação Ecológica Municipal Dr. Orlando","Nova Tebas","-51.903222","-24.359111","401","401",NA,NA,"51°54'11,6 W","24°21'32,8 S","2019","11","13",NA,NA,NA,NA,NA
"265","2019-08-16 08:41:04-03","UTFPR","HCF","19047","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","M.G. Caxambu","7244","2016","02","12",NA,"Brasil",NA,NA,"trepadeira com gavinhas, heliófita. Flores com cálice verde e corola alva. Frutos imaturos verdes. Orla da floresta.",NA,NA,NA,NA,"L.","M.G. Caxambu","PR",NA,"Parque Nacional do Iguaçu, cercanias da","Céu Azul","-53.716639","-25.085861","709","709",NA,NA,"53°42'59,9 W","25°05'09,1 S","2016","02","24",NA,NA,NA,NA,NA
"266","2019-08-16 08:41:04-03","UTFPR","HCF","19445","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","M.G. Caxambu","7324","2016","03","31",NA,"Brasil",NA,NA,"trepadeira com gavinhas, heliófita. Botões florais alvo-esverdeados. Frutos imaturos verdes com sementes negras.",NA,NA,NA,NA,"L.","M.G. Caxambu","PR",NA,"Estação Ecológica Municipal Juquiri","Mato Rico","-52.127056","-24.759639","814","814",NA,NA,"52°07'37,4 W","24°45'34,7 S","2016","04","13",NA,NA,NA,NA,NA
"267","2019-08-16 08:41:04-03","UTFPR","HCF","28425","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","E. Buttura","51","1979","05","11",NA,"Brasil",NA,NA,"volúvel, 4 m. Margem da rodovia.",NA,NA,NA,NA,"L.","G. Hatschbach","PR",NA,"Rodovia BR-277, Km 2","Foz do Iguaçu","-54.578611","-25.504722",NA,NA,NA,NA,"54°34'43 W","25°30'17 S",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-08-16 08:41:04-03","UTFPR","HCF","19479","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","M.G. Caxambu","7358","2016","03","31",NA,"Brasil",NA,NA,"trepadeira com gavinhas, heliófita. Flores com cálice verde e corola alva. Frutos imaturos verdes.",NA,NA,NA,NA,"L.","M.G. Caxambu","PR",NA,"Estação Ecológica Municipal Cantú","Mato Rico","-52.134194","-24.775861","575","575",NA,NA,"52°08'03,1 W","24°46'33,1 S","2016","04","14",NA,NA,NA,NA,NA
"269","2019-08-16 08:41:04-03","UTFPR","HCF","7715","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","J. Bueno","45","2009","03","03",NA,"Brasil",NA,NA,"trepadeira com gavinhas a cerca de 1,5 m do solo. Orla da floresta.",NA,NA,NA,NA,"L.","M.G. Caxambu","PR",NA,"RPPN Ana Tramujas - Propriedade do Sr.","Campo Mourão","-52.402361","-24.236111","621","621",NA,NA,"52°24'08,5 W","24°14'10 S","2009","03","23",NA,NA,NA,NA,NA
"270","2019-08-16 08:41:04-03","UTFPR","HCF","851","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","N.A. Toneti",NA,"2004","02","06",NA,"Brasil",NA,NA,"Planta herbácea, trepadeira, com gavinhas, para fixação. Flores amarelas.",NA,NA,NA,NA,"L.","M.G. Caxambu","PR",NA,NA,"Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"28572","auto",NA,NA,"2004","07","02",NA,NA,NA,NA,NA
"271","2019-08-16 08:41:04-03","UTFPR","HCF","1007","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","E. Ferreira",NA,"2004","03","27",NA,"Brasil",NA,NA,"Planta herbácea, trepadeira, com gavinhas. Presença de frutos verdes com sementes pretas.",NA,NA,NA,NA,"L.","G. Hatschbach","PR",NA,"rio do Campo","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"28572","auto",NA,NA,"2004","06","27",NA,NA,NA,NA,NA
"272","2019-08-16 08:41:04-03","UTFPR","HCF","29025","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","I.E. Hedlund","72","2016","04","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"L.","L.F. Lima & I.E. Hedlund","RS",NA,"Instituto Federal Farroupilha","São Vicente do Sul","-54.6794013977051","-29.6916999816895",NA,NA,"42672","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-08-16 08:41:04-03","UTFPR","HCF","21439","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","G. Hatschbach","79254","2005","03","17",NA,"Brasil",NA,NA,"escandente, flor alva. restinga. Alt: 3-10 m.",NA,NA,NA,NA,"L.","M.S. Ferrucci","SC",NA,"Praia do Sol","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-06-29 09:32:11-03","UFRRJ","RBR","31532","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","P.L.K.","12214","1972","07","15",NA,"Brasil",NA,NA,NA,"RBR00031532",NA,NA,NA,"L.","G.M. Barroso","Amazonas",NA,NA,"Tefé","-64.7114028930664","-3.35417008399963",NA,NA,"340205","auto",NA,NA,"1979","10","08",NA,NA,NA,NA,NA
