"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-01-14 15:29:34-03","MN","R","6682","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Garcia, F.C.P.","Ducke, W.A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Herbario H. Barboza",NA,NA,NA,NA,NA,NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:29:34-03","MN","R","217353","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.",NA,"Sylvestre, L.; et al.","1023","1994","02","24",NA,"Brasil","Rio de Janeiro","Silva Jardim",NA,"-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"13","2019-02-22 11:45:27-03","IPA","IPA","65625","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","leptantha","Inga leptantha","Benth.",NA,"Lima, H.C. de; Farney, C.; Andreata, P.; Gomes, J.C.; Wendt, T.; Farney, C.; Andreata, P.; Gomes, J.C.; Wendt, T.","3013","1987","06","25","Southern America","Brasil","Rio de Janeiro","Santa Maria Madalena","Pedra Dubois","-42.0080986022949","-21.9552993774414",NA,"Arvoreta com 3metros de altura. Ramos flexuosos. Fruto passados castanho-ferrugineos. Raro na Mata de encosta.","IPA0065625",NA,NA,NA,NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA
"14","2019-08-27 13:29:46-03","IAP","PACA-AGP","103646","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Inga","leptantha","Inga leptantha","Benth.",NA,"L. Sylvestre","1023","1994","02","24",NA,"Brasil","RJ","Silva Jardim","Poço das Antas, caminho para casa do Aristidis, após entrada para torre.","-42.25","-22.5",NA,"ca. 6 m alt.; folhas verdes discolores, pilosas; inflorescências longo pedunculadas; brácteas e botões verdes; fuste 4&nf;RB 315667 Hábito: arbórea","PACA103646",NA,NA,NA,"42°15'00W","22°30'00S",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"15","2020-12-20 21:17:27-03","UFV","VIC","19258","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Garcia, F.C.P.","Bortoluzzi, R.L.C.","59","1998","03","20",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Rerstaurante.","-42.7322006225586","-19.7122001647949",NA,"Arbusto, c.a. de 3,0 metros de altura. Folíolos alongados. Ocorrência em torno de 100 metros do Hotel-alojamento.","VIC019258","VIC019258",NA,NA,NA,NA,NA,"1998","03","28215","auto",NA,NA,NA,NA,NA
"16","2020-12-20 21:17:27-03","UFV","VIC","27159","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","05","2001","02","14",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa do Meio.","-42.7322006225586","-19.7122001647949",NA,"Árvore, c.a. de 3,0 metros de altura. Estágio floral. Localizada à margem da Lagoa do Meio.","VIC027159","VIC027159",NA,NA,NA,NA,NA,"2002","10","28215","auto",NA,"08",NA,NA,NA
"17","2020-12-20 21:17:27-03","UFV","VIC","051985","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.",NA,"Fernandes, J.M.","1398","2012","03","10",NA,"Brasil","Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949",NA,"Arvoreta de 6 m, flores de estames brancos, cheiro doce, material para filogenia.","VIC051985","VIC051985",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"18","2020-12-20 21:17:27-03","UFV","VIC","20829","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Fernandes, J.M.","Amorim, A.M.; et al.","6658","2007","01","19",NA,"Brasil","Bahia","Arataca","Serra do Peito-de-Moça, Estrada que liga Arataca à Una, ramal ca. 22,4 Km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras. Floresta Ombrófila Densa Montana.","-39.341667","-15.173611",NA,"Arvoreta ca. 4 m de altura. Folíolos algo discolores. Cálice, corola e estames alvos.","VIC020829","VIC020829",NA,NA,"-39.341667","-15.173611",NA,"2007","10",NA,NA,NA,"27",NA,NA,NA
"19","2020-12-20 21:17:27-03","UFV","VIC","27561","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Fernandes, J.M.","Garcia, F.C.P.; Bosquetti, L.B.","992","2002","08","22",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha do Aníbal.","-42.496083","-19.785333",NA,"Árvore, c.a. de 5,0 metros de altura. Frutos verdes imaturos.","VIC027561","VIC027561",NA,NA,"-42.496083","-19.785333",NA,"2011","05",NA,NA,NA,"17",NA,NA,NA
"20","2020-12-20 21:17:27-03","UFV","VIC","35023","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Fernandes, J.M.","Fernandes, J.M.","933","2009","02","02",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Floresta Estacional Semidecidual.","-42.614722","-19.777778",NA,"Árvore, c.a. de 8,0 metros de altura; fruto maduro, amarelado, com tricomas hirsutos.","VIC035023","VIC035023",NA,NA,"-42.614722","-19.777778",NA,"2009","02",NA,NA,NA,"02",NA,NA,NA
"21","2020-12-20 21:17:27-03","UFV","VIC","21661","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Lima, J.R.","Lima, J.R.","315","2007","02","08",NA,"Brasil","Ceará","Pacoti","Mata Assombrada","-38.9233016967773","-4.22499990463257",NA,"Topo. Habitat: mata úmida.&nf;Hábito: Árvore - Jovem.","VIC021661","VIC021661",NA,NA,NA,NA,NA,"2008","01","9622","auto",NA,"10",NA,NA,NA
"22","2020-12-20 21:17:27-03","UFV","VIC","34091","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Fernandes, J.M.","Folli, D.A.","6571","2010","03","13",NA,"Brasil","Espírito Santo","Aracruz","Estrada Aracruz - Barra do Riacho, Mata de Tabuleiro.","-40.2733001708984","-19.8202991485596",NA,"Arbóreo, terrestre, c.a. de 3,0 metros, fuste de 1,5 metros, CAP de fuste do 28 cm, diâmetro da copa de 2,0 metros. Casca áspera. Flor branca, botão verde.","VIC034091","VIC034091",NA,NA,NA,NA,NA,"2010","11","37987","auto",NA,"10",NA,NA,NA
"23","2020-12-20 21:17:27-03","UFV","VIC","34095","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Fernandes, J.M.","Folli, D.A.","5547","2007","04","11",NA,"Brasil","Espírito Santo","Linhares","Estrada Lagoa Três Pontas, Mata ciliar.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, terrestre, c.a. de 5,0 metros de altura, fuste com 2,0 metros de altura, CAP fuste 18 cm, diâmetro copa 2,0 metros. Flor branca, botão verde.","VIC034095","VIC034095",NA,NA,NA,NA,NA,"2010","11","48094","auto",NA,"10",NA,NA,NA
"24","2020-12-20 21:17:27-03","UFV","VIC","34085","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Fernandes, J.M.","Folli, D.A.","5971","2008","03","18",NA,"Brasil","Espírito Santo","Linhares","Lagoa Três Pontas, Mata ciliar. Lagoa Juparanã, Praia Três Pontas.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, terrestre, c.a. de 4,0 metros de altura, fuste de 2,0 metros, CAP do fuste de 18 cm, diâmetro da copa de 3,0 metros. Casca áspera. Botão verde, flor branca.","VIC034085","VIC034085",NA,NA,NA,NA,NA,"2010","11","48094","auto",NA,"10",NA,NA,NA
"25","2020-12-20 21:17:27-03","UFV","VIC","19143","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Garcia, F.C.P.","Folli, D.A.","3090","1998","01","05",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Estrada: Flamengo Km 1,4.&nf;Ecossistema: Mussununga","-40.0722007751465","-19.3910999298096",NA,"Porte:Arbóreo terrestre, altura 5 m.&nf;Botão verde. Flor branca.&nf;Exsudação seiva incolor&nf;Altura do fuste 25 cm. CAP: 25 cm.&nf;Diâmetro da Copa: 4 m.","VIC019143","VIC019143",NA,NA,NA,NA,NA,"1998","04","48094","auto",NA,"01",NA,NA,NA
"26","2020-12-20 21:17:27-03","UFV","VIC","34090","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Fernandes, J.M.","Siqueira, G.S.","164","2005","04","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Mata de Tabuleiro. Estrada Flamengo.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, terrestre, fuste cilíndrico, altura de 5,0 metros, fuste com 2,5 metros, CAP do fuste de 18 cm, diâmetro da copa de 3,0 metros. Fruto maduro amarelo e imaturo verde.","VIC034090","VIC034090",NA,NA,NA,NA,NA,"2010","11","48094","auto",NA,"10",NA,NA,NA
"27","2020-12-20 21:17:27-03","UFV","VIC","34773","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Garcia, F.C.P.","Folli, D.A.","3090B","1998","01","05",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Mussununga. Estrada do Flamengo.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, terrestre, c.a. de 5,0 metros de altura. CAP fuste de 25 cm, diâmetro da copa de 4,0 metros. Botão floral verde, flor branca; exsudato incolor.","VIC034773","VIC034773",NA,NA,NA,NA,NA,"1998","04","48094","auto",NA,"02",NA,NA,NA
"28","2020-12-20 21:17:27-03","UFV","VIC","34083","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Fernandes, J.M.","Folli, D.A.","3943","2001","06","12",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, RFL 120 linha 9 parcela 17. Mata de Tabuleiro. Estrada Cinco Folhas.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, terrestre, c.a. de 5,0 metros de altura, fuste de 3,0 metros, CAP do fuste de 13 cm, diâmetro da copa de 2,0 metros. Casca áspera. Fruto maduro amarelo e imaturo verde.","VIC034083","VIC034083",NA,NA,NA,NA,NA,"2010","11","48094","auto",NA,"10",NA,NA,NA
"29","2020-12-20 21:17:27-03","UFV","VIC","23081","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Garcia, F.C.P.","Bortoluzzi, R.L.C.; et al.","532","1999","02","25",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Aníbal.","-42.7322006225586","-19.7122001647949",NA,"Arvoreta, caule delgado, liso; flores verdes imaturas.","VIC023081","VIC023081",NA,NA,NA,NA,NA,"1999","02","28215","auto",NA,NA,NA,NA,NA
"30","2020-12-20 21:17:27-03","UFV","VIC","27160","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da; Pereira, R.M.","142","2002","01","07",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada Portaira / Área de Camping.","-42.7322006225586","-19.7122001647949",NA,"Árvore, c.a. de 8,0 metros de altura, com ramos escandentes, flores de filetes brancos. Localizada adentrando a margem da trilha principal em local denominado Trilha de Treinamento de Combate aos Incêndios Florestais.","VIC027160","VIC027160",NA,NA,NA,NA,NA,"2002","01","28215","auto",NA,NA,NA,NA,NA
"31","2020-12-20 21:17:27-03","UFV","VIC","27165","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da","176","2002","04","12",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada Portaria / Área de Camping.","-42.7322006225586","-19.7122001647949",NA,"Árvore com ramos escandentes. Com frutos de cor verde, pilosos. Coletada c.a. de 3,0 metros para dentro da mata.","VIC027165","VIC027165",NA,NA,NA,NA,NA,"2002","04","28215","auto",NA,"12",NA,NA,NA
"32","2020-12-20 21:17:27-03","UFV","VIC","27167","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","193","2002","04","18",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada Portaria / Área de Camping.","-42.7322006225586","-19.7122001647949",NA,"Arvoreta com frutos hirsutos, imaturos, de cor verde.","VIC027167","VIC027167",NA,NA,NA,NA,NA,"2002","04","28215","auto",NA,NA,NA,NA,NA
"33","2020-12-20 21:17:27-03","UFV","VIC","27166","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","192","2002","04","18",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada Portaria / Área de Camping.","-42.7322006225586","-19.7122001647949",NA,"Arvoreta com frutos hirsutos, imaturos, de cor verde.","VIC027166","VIC027166",NA,NA,NA,NA,NA,"2002","04","28215","auto",NA,NA,NA,NA,NA
"34","2020-12-20 21:17:27-03","UFV","VIC","27164","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","166","2002","03","19",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada Portaria / Área de Camping.","-42.7322006225586","-19.7122001647949",NA,"Arvoreta com flores e frutos hirsutos, imaturos, de cor verde.","VIC027164","VIC027164",NA,NA,NA,NA,NA,"2002","04","28215","auto",NA,NA,NA,NA,NA
"35","2020-12-20 21:17:27-03","UFV","VIC","27161","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da; Pereira, R.M.","143","2002","02","07",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada Portaria / Área de Camping.","-42.7322006225586","-19.7122001647949",NA,"Árvore, c.a. de 8,0 metros de altura, com ramos escandentes, flores de filetes brancos. Localizada à cerca de 12 metros da margem da trilha adentrando a mata.","VIC027161","VIC027161",NA,NA,NA,NA,NA,"2002","02","28215","auto",NA,NA,NA,NA,NA
"36","2020-12-20 21:17:27-03","UFV","VIC","27163","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","194","2002","04","18",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada Portaria / Área de Camping.","-42.7322006225586","-19.7122001647949",NA,"Arvoreta com botões florais; inflorescências espiciformes.","VIC027163","VIC027163",NA,NA,NA,NA,NA,"2002","04","28215","auto",NA,NA,NA,NA,NA
"37","2020-12-20 21:17:27-03","UFV","VIC","27162","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","156","2002","03","13",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha do Aníbal.","-42.7322006225586","-19.7122001647949",NA,"Árvore, c.a. de 10 metros de altura com ramos escandentes com flores de filetes brancos.","VIC027162","VIC027162",NA,NA,NA,NA,NA,"2002","03","28215","auto",NA,"13",NA,NA,NA
"38","2020-12-20 21:17:27-03","UFV","VIC","051984","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.",NA,"Fernandes, J.M.","1399","2012","03","10",NA,"Brasil","Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949",NA,"Arvoreta de 3 m, flores de estames brancos. mATERIAL PARA FILOGENIA.","VIC051984","VIC051984",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"39","2020-12-20 21:17:27-03","UFV","VIC","22779","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Garcia, F.C.P.","Oliveira, P.P. de","1682","1997","06","05",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,"Ingá.","VIC022779","VIC022779",NA,NA,NA,NA,NA,"1999","02","17620","auto",NA,NA,NA,NA,NA
"40","2020-04-27 16:09:54-03","UFES","VIES","32447","S","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Folli, D.A.","Folli, D.A.","6571","2010","03","13",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES032447",NA,"15",NA,NA,NA,"15","2010","03","37987","auto",NA,"13",NA,NA,NA
"41","2020-04-27 16:09:54-03","UFES","VIES","10518","S","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Chagas, A.P.","Kollmann, L.J.C.","6417","2004","01","28",NA,"Brasil","Espírito Santo","Castelo","Fazenda Forno Grande.","-41.184700012207","-20.6035995483398",NA,NA,"VIES010518","VIES010518","1110",NA,NA,NA,"1110","2013","06","23588","auto",NA,NA,NA,NA,NA
"42","2020-04-27 16:09:54-03","UFES","VIES","47526","S","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Nunes, P.M. & Miranda, V.S.","Oliveira, R.M.; Nichio-Amaral, R.; Nepomuceno, A.; Sossai, B.G.; Dutra, S.C.","116","2020","02","17",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Canastra. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES047526","VIES047526",NA,NA,NA,NA,NA,"2020","03","41644","auto",NA,"09",NA,NA,NA
"43","2020-04-27 16:09:54-03","UFES","VIES","19422","S","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Chagas, A.P.","Valadares, R.T.; Peres, A.L.S.S.","947","2010","01","11",NA,"Brasil","Espírito Santo","Linhares","Canivete.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES019422","VIES019422",NA,NA,NA,NA,NA,"2014","04","48094","auto",NA,"25",NA,NA,NA
"44","2020-04-27 16:09:54-03","UFES","VIES","32449","S","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Pennington, T.D.","Folli, D.A.","5547","2007","04","11",NA,"Brasil","Espírito Santo","Linhares","Lagoa Três Pontas.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES032449","VIES032449",NA,NA,NA,NA,NA,"2010","12","48094","auto",NA,"01",NA,NA,NA
"45","2020-04-27 16:09:54-03","UFES","VIES","32450","S","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Garcia, F.C.P.","Folli, D.A.","3090","1998","01","05",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES032450","VIES032450",NA,NA,NA,NA,NA,"1998","04","48094","auto",NA,"02",NA,NA,NA
"46","2020-04-27 16:09:54-03","UFES","VIES","32096","S","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","A.P. Chagas","Magnago, L.F.S.; Demuner, V.; Cruz, T. & Bausen, E.","1436","2006","09","27",NA,"Brasil","Espírito Santo","Marilândia","Liberdade.","-40.5416984558105","-19.4127998352051",NA,NA,"VIES032096","VIES032096",NA,NA,NA,NA,NA,"2014","02","21644","auto",NA,NA,NA,NA,NA
"47","2020-04-27 16:09:54-03","UFES","VIES","10511","S","Plantae",NA,NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.","Chagas, A.P.","Magnago, L.F.S.; Demuner, V.; Cruz, T.A. & Bausen, E.","1044","2006","05","18",NA,"Brasil","Espírito Santo","Santa Leopoldina","Morro Agudo.","-40.5297012329102","-20.1005992889404",NA,NA,"VIES010511","VIES010511",NA,NA,NA,NA,NA,"2013","06","23799","auto",NA,NA,NA,NA,NA
