"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","class","order","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","sex"
"232","2008-05-27 22:02:00-03","MO","MOBOT","637642","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Alexander Hirtz|et al.","Hirtz 3770","1988","5","16","Ecuador","Zamora-Chinchipe",NA,"Zamora-Gualaquiza. Cord. Condor","-78.607","-3.811",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"233","2008-05-27 22:02:00-03","MO","MOBOT","638329","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","B. Løjtnant","L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 4246","1973","4","23","Ecuador","Morona-Santiago",NA,"Misión Bomboiza, rain forest.","-78.56666","-3.48333",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"234","2008-05-27 22:02:00-03","MO","MOBOT","640805","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Alexander Hirtz|et al.","Hirtz 3810","1988","5","20","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"235","2008-05-27 22:02:00-03","MO","MOBOT","640838","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 4246","1973","4","23","Ecuador","Morona-Santiago",NA,"Misión Bomboiza, rain forest.","-78.56666","-3.48333",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"236","2008-05-27 22:02:00-03","MO","MOBOT","643208","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","B. Løjtnant","L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 7030","1973","6","10","Ecuador","Pichincha",NA,"Finca Carlita, at km 13 on road Santo Domingo de los Colorados-Chone.","-79.23333","-0.25",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-06-11 11:07:00-03","MO","MOBOT","644034","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Ynés Mexia","Mexia 7302","1935","4","21","Ecuador","Napo",NA,NA,NA,NA,NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"238","2008-05-27 22:02:00-03","MO","MOBOT","644341","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","G. Carnevali (MO)","Carlos E. Cerón|Carlos Iguago","Cerón Martínez 5285","1988","10","20","Ecuador","Napo",NA,"Carretera Coca-Loreto. Entre la Comuna 10 de Agosto y el río Pinguillo. Bosque muy húmedo Premontano.","-77.46666","-0.71666",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"88-25",NA
"239","2011-06-09 16:42:00-03","MO","MOBOT","648765","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Carl A. Luer|et al.","Luer 7362","1982","3","14","Ecuador","Pichincha",NA,"Sto. Domingo-Quito.","-78.727","-0.437",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","649277","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"G. A. Suárez","Suárez 186",NA,NA,NA,"Ecuador","Napo",NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"241","2008-05-27 22:02:00-03","MO","MOBOT","651868","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Alexander Hirtz","Hirtz 857","1983","3",NA,"Ecuador","Napo",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-06-05 14:54:00-03","MO","MOBOT","657315","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Michael T. Madison|et al.","Madison 4667","1978","5","28","Ecuador","Carchi",NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-06-13 08:07:00-03","MO","MOBOT","659521","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Grady L. Webster|et al.","Webster 28968","1991","7","10","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"244","2008-05-27 22:02:00-03","MO","MOBOT","637925","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Calaway H. Dodson|T.A. Dodson","Dodson 16509","1986","6","9","Ecuador","Pichincha",NA,"km 31","-78.6666",NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"245","2008-05-27 22:02:00-03","MO","MOBOT","660931","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","C. Dodson","Bruce A. Stein","Stein 2659","1985","5","1","Ecuador","Pichincha",NA,"c. 5 km SW of San José de Niebli, (13 road km N of Calacalí). Remnant montane wet forest and moist roadside shrubbery.","-78.53333","0.03333",NA,NA,"2450.00000000",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"85-163",NA
"246","2008-05-27 22:02:00-03","MO","MOBOT","664218","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Calaway H. Dodson","Dodson 158","1960","7","26","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"247","2011-10-07 05:03:00-03","MO","MOBOT","666543","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Sandy Knapp|Peter W. Alcorn","Knapp 7771","1986","6","13","Peru","San Martín","Rioja","Km 399 of Carretera Marginal, trail to Quebrada Venceremos and Río Serranoyacu, 67 km E of Pomacochas, 8 km W of bridge over Río Serranoyacu. Premontane rainforest","-77.48333","-5.75",NA,NA,"1400.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"86-26",NA
"248","2008-05-27 22:02:00-03","MO","MOBOT","672268","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Erik Asplund","Asplund 20009","1956","4","2","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"249","2008-05-27 22:02:00-03","MO","MOBOT","672938","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Alexander Hirtz|et al.","Hirtz 4809","1990","4","10","Ecuador","Napo",NA,NA,NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"250","2016-10-13 05:57:00-03","MO","MOBOT","673217","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","C. H. Dodson","David A. Neill|Fernando Hurtado|Alberto Angel Alvarado","Neill 8620","1988","9","20","Ecuador","Napo",NA,"Carretera Hollín-Loreto, Km 32, 8 km al W de Guamaní, arriba del Río Guamaní. Bosque muy húmedo Premontano. Bosque secundario.","-77.63333","-0.71666",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"88-21",NA
"251","2008-05-27 22:02:00-03","MO","MOBOT","673561","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Erik Asplund","Asplund 20095","1956","4","2","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-06-05 15:03:00-03","MO","MOBOT","674182","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Michael T. Madison|et al.","Madison 3904","1977","4","13","Ecuador","Carchi",NA,NA,NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"253","2011-06-09 17:11:00-03","MO","MOBOT","675481","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Calaway H. Dodson|et al.","Dodson 13746","1983","2","16","Ecuador","Pichincha",NA,"Toachi-Las Pampas","-78.95","-0.3166667",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"254","2008-05-27 22:02:00-03","MO","MOBOT","677159","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Calaway H. Dodson|Bermeo, L. M.","Dodson 15723","1985","3","14","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"255","2008-05-27 22:02:00-03","MO","MOBOT","677964","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","C.H. Dodson (MO)","Alexander Hirtz","Hirtz 1730","1984","4",NA,"Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"256","2016-10-13 05:57:00-03","MO","MOBOT","678183","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Marc A. Baker|David A. Neill|Walter A. Palacios|Jorge Zaruma","Baker 5442","1985","3","3","Ecuador","Pastaza",NA,"Hacienda San Antonio del Barón Von Humboldt, 2 km al NE de Mera. Bosque pluvial premontano. Bosque secundario. DIRECCION NACIONAL FORESTAL - MAG Herbarios MO-NY-QAME; apoyo de USAID","-78.1","-1.45",NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"85-2",NA
"257","2008-05-27 22:02:00-03","MO","MOBOT","678716","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","G. Carnevalli & I. Ramirez","Ronald L. Liesner|Germán Carnevali","Liesner 22549","1987","10","27","Venezuela","Amazonas",NA,"RIO NEGRO: Cerro Aracamuni, summit. Proa camp. Medium height, semi-open forest.","-65.81666","1.53333",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"87-49",NA
"258","2008-05-27 22:02:00-03","MO","MOBOT","680092","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 4246","1973","4","23","Ecuador","Morona-Santiago",NA,"Misión Bomboiza, rain forest.","-78.56666","-3.48333",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"259","2013-02-15 05:37:00-02","MO","MOBOT","3368741","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"César Patzi","Patzi 77","2003","6","20","Bolivia","Santa Cruz","Manuel Maria Caballero","Chua Kocha. Mesobosque montano de yunga . Serie Mesotropical pluviestacional humeda de Blepharocalyx salicifolius - Prumnopitys exigua, entre algunas especies diferenciales: Myrcianthes callicoma, Weinmannia microphylla, W. sorbifolia, Clethra scabra, Oreopanax sp. y Dicksonia sellowiana. Sotobosque denso con melastomataceas y varias familias de pteridophytas","-64.70888","-17.82361",NA,NA,"2360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"260","2013-02-15 05:37:00-02","MO","MOBOT","3368742","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"César Patzi","Patzi 85","2003","6","21","Bolivia","Santa Cruz","Manuel Maria Caballero","Chua Kocha. Mesobosque montano de yunga . Serie Mesotropical pluviestacional humeda de Blepharocalyx salicifolius - Prumnopitys exigua, entre algunas especies diferenciales: Myrcianthes callicoma, Weinmannia microphylla, W. sorbifolia, Clethra scabra, Oreopanax sp. y Dicksonia sellowiana. Sotobosque denso con melastomataceas y varias familias de pteridophytas","-64.70805","-17.81944",NA,NA,"2220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","22804","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","E.C. Smidt","Eric de Camargo Smidt",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Ilha Anchieta","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Tracheophyta","Liliopsida","Asparagales","34265",NA,"Sem flores, característico pelo porte pendente;","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-08-31 09:19:33-03","INPA","INPA","274427","S","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pessoa, EM","Pessoa, EM","1023","2012","09","02","Brasil","Roraima","Amajari","Serra do Tepequém","-61.689444","3.759167","-61.689444","3.759167","1131","1131","INPA0274427",NA,"Monocotyledon",NA,"Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,"2012","09",NA,NA,NA,NA
"263","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","12306",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","L. Kollmann/Jun.-2000","L. Kollmann; et al","2767","2000","03","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML012306","MBML012306",NA,NA,NA,NA,NA,"Mata de encosta. Epidendrum epifita em galho caido. Flores amarelados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","13137",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","L. Kollmann/21-06-2000","L. Kollmann; et al","3038","2000","06","21","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML013137","MBML013137",NA,NA,NA,NA,NA,"Mata de encosta. Epífita na sombra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","13430",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","L. Kollmann/11-09-2000","R.R. Vervloet; et al","15","2000","07","28","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML013430","MBML013430",NA,NA,NA,NA,NA,"Epífita, sépalas e pétalas verdes, local seco ensolarado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","13431",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","L. Kollmann/11-09-2000","R.R. Vervloet; et al","16","2000","07","28","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML013431","MBML013431",NA,NA,NA,NA,NA,"Epífita, local seco ensolarado. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","14360",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","L. Kollmann/12-06-2001","L. Kollmann; et al","3915","2001","06","12","Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167","40W34'60","19S59'3",NA,NA,"MBML014360","MBML014360",NA,NA,NA,NA,NA,"Epífita na sombra. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","16838",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","R. Vervloet/2002","R.R. Vervloet; et al","139","2002","04","16","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"MBML016838","MBML016838",NA,NA,NA,NA,NA,"Terrestre, solo arenoso, vegetação de médio porte, solo com muita herbácea. Epífita a 1,5m do solo, ramificada. Flores amarelas esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","19709",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A. P. Fontana. 24-03-2004","A. P. Fontana; et al","470","2002","12","31","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167","40W28'20","19S54'51",NA,NA,"MBML019709","MBML019709",NA,NA,NA,NA,NA,"Epífita, flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","19877",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A. P. Fontana. 24-03-2004","A. P. Fontana; et al","483","2003","02","08","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167","40W28'20","19S54'51",NA,NA,"MBML019877","MBML019877",NA,NA,NA,NA,NA,"Epífita, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20193",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","M.V.S. Berger/20-05-2003","M. V. S. Berger; et al","74","2003","04","06","Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944","40W55'27","20S10'37",NA,NA,"MBML020193","MBML020193",NA,NA,NA,NA,NA,"Epífita, meia sombra, com frutos verde. Em cultivo. Floração em: / / . Flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20499",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Fraga/15-07-2003","R.R. Vervloet; et al","2323","2003","04","29","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"MBML020499","MBML020499",NA,NA,NA,NA,NA,"Epífita, a 1m de altura, flores de cor verde. Topo de morro, dossel 14m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20923",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A. P. Fontana. 24-03-2004","A. P. Fontana; et al","604","2003","06","28","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167","40W28'20","19S54'51",NA,NA,"MBML020923","MBML020923",NA,NA,NA,NA,NA,"Epífita, flores secas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20983",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A. P. Fontana. 24-03-2004","A. P. Fontana; et al","580","2003","05","04","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167","40W28'20","19S54'51",NA,NA,"MBML020983","MBML020983",NA,NA,NA,NA,NA,"Epífita, flores amarelas esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","23162",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"A. P. Fontana; et al","797","2004","03","19","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,"MBML023162","MBML023162",NA,NA,NA,NA,NA,"Frutos verdes, flores secas, epífita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","24127",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A. P. Fontana/12-02-2005","A. P. Fontana; et al","1094","2004","11","15","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,"MBML024127","MBML024127",NA,NA,NA,NA,NA,"Florida em 12/02/2005. Rupestre, heliófila, flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","24303",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A.P. Fontana/13-02-2009","A. P. Fontana; et al","1181","2005","03","15","Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta","-40.614444","-20.173056","40W36'52","20S10'23",NA,NA,"MBML024303","MBML024303",NA,NA,NA,NA,NA,"Epífita, flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","24447",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A. P. Fontana/12-01-2008","A. P. Fontana; et al","1294","2005","04","10","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,"MBML024447","MBML024447",NA,NA,NA,NA,NA,"Epífita sobre Velloziaceae, flores verdes amareladas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","34204",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A.P. Fontana/Jan.2008","C. Esgario; et al","150","2007","03","20","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,"MBML034204","MBML034204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","40222",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","A.P. Fontana/2006","A. P. Fontana; K.A. Brahim","2155","2006","06","06","Brasil","Espírito Santo","João Neiva","Cavalinhos. Torres de Transmissão. Floresta Ombrófila Densa, mata de encosta.","-40.398333","-19.711944","40W23'54","19S42'43","660","660","MBML040222","MBML040222",NA,NA,NA,NA,NA,"Epífita, sobre árvore caída. Fruto verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","40589",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","L.Kollmann/01-9-2010","L. Kollmann","12036","2010","09","01","Brasil","Minas Gerais","Santa Maria do Salto","propr. F. Teixeira","-40.046667","-16.283333","40W2'48","16S17'","700","700","MBML040589","MBML040589",NA,NA,NA,NA,NA,"Epifita caida, flores verdes. Floração em cultivo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","5620",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","L. Kollmann/01-06-1989","H. Q. Boudet Fernandes",NA,"1986","10","21","Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944","40W38'39","19S58'37",NA,NA,"MBML005620","MBML005620",NA,NA,NA,NA,NA,"Flor verde, bráctea marrom amarelada, cult. Herb. Herborizada em 01/6/1989.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","38799",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","D.R.Couto - 10/1/2008","D.R. Couto","42","2003","02","20","Brasil","Espírito Santo","Alegre","Caveira da Anta","-41.5331001281738","-20.763599395752",NA,NA,"1140","1140","MBML038799","MBML038799",NA,NA,NA,"26101",NA,"Rupícola na sombra, scandente. Flores verdes, bem fechadas. Paredão da Cachoeira.","auto",NA,NA,NA,"2008","01","10",NA,NA,NA
"284","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","12917",NA,"Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","L. Kollmann/01-11-2001","V. Demuner; et al","1137","2000","06","14","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Propriedade do Leomir","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"MBML012917","MBML012917",NA,NA,NA,"23813",NA,"Epífita sobre árvore recém caída, frutos de cor verde. Interior de mata.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
