"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","county","decimalLongitude","decimalLatitude","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","previousCatalogNumber"
"43","2015-09-05 08:29:30-03","MNHN","RECOLNAT_MNHN_P","P05530050","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Weddell, H.A.",NA,"1845",NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530050' target='other'> <mi>dwc_moreinfo</mi></a>","P05530050","P05530050_01",NA,"4",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3107",NA,NA,NA
"44","2012-12-26 08:51:00-02","MO","MOBOT","134407","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Alwyn H. Gentry|Marielos Peña|Bonifacio Mostacedo C.","Gentry 73895","1991","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"C. Anderson (MICH)","5",NA,"-59.5","-18.3333333","16","Quiapaca, 10 km N of Santiago, valley of Río Tucuvaca dry forest. Transect 1.",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,"619","7",NA,NA
"45","2014-03-24 15:28:00-03","MO","MOBOT","2515531","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Hugh A. Weddell","Weddell 3017",NA,"South America","Paraguay","Alto Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vicinity of Fort Olimpo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","2869294","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Ricardo de Lemos Fróes","Fróes 11690","1940","South America","Brazil",NA,NA,NA,NA,NA,"Christiane Anderson","1",NA,NA,NA,NA,"State of Mato Gross, Corumba. Secondary forest, high land.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2010-06-09 09:13:00-03","MO","MOBOT","3496352","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"G.A. Parada","Parada-Gutierrez 956","2008","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"C. Anderson (MICH)","5","Germán Busch","-58.6205556","-18.8227778","14","Bosque bajo sobre suelos arenosos Abayoy, camino entre el Carmen Rivero Torrez y el Carmen Viejo.",NA,NA,"162.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"48","2019-12-19 11:19:32-03","UFG","UFG","46549","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Frencener, A.; et al.","941","2010",NA,"Brasil","Mato Grosso do Sul",NA,"Liana, 5m, heliófila. Folhas discolores, face abaxial argêntea e adaxial verde. Flores amarelas e frutos imaturos verdes e maduros pardos.","UFG0046549",NA,"Francener, A.","03","Porto Murtinho","-57.876667","-22.022778","26",NA,"-57.876667","-22.022778","85","85","2011","02","01",NA,NA,NA,NA,NA,NA
"49","2019-07-31 14:32:58-03","CPATSA","HTSA","3674","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Kiill, L.H.P.","3674","2009",NA,"Brasil","Sergipe",NA,NA,NA,NA,NA,"09","Nossa Senhora da Glória","-37.4202995300293","-10.2182998657227","23",NA,NA,NA,NA,NA,NA,NA,NA,"39088","auto",NA,NA,NA,NA
"50","2020-09-02 16:32:24-03","Cenargen","CEN","101076","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Arnildo Pott","11124","2003",NA,"Brasil","MS","Exsicatas","Doação Herbário CGMS nº 44977.","CEN00101076","CEN00101076","A. Pott","03","CORUMBA","-57.661944","-17.915277","31","Fazenda Mandioré, lado oeste da serra do Amolar.","-57.661944","-17.915277","150","150","2009",NA,NA,NA,NA,NA,"1",NA,NA
"51","2019-06-11 13:34:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum",NA,NA,"A. H. Gentry","73895","1991","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"RRC ID Flag","5",NA,"-61.5","-17.5","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73895",NA,"Dicotyledoneae",NA
"52","2019-06-11 13:25:25-03","F","FMNH-SEEDPLANTS","V0392875F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum",NA,NA,"B. A. Krukoff","11690","1940","South America","Brazil","Mato Grosso",NA,NA,"V0392875F","V0392875F_01 V0392875F_02","RRC ID Flag","1",NA,"-57","-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11690",NA,"Dicotyledoneae",NA
"53","2020-07-23 12:12:01-03","CEPLAC","CEPEC","138046","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum",NA,NA,"A. Francener","941",NA,NA,"Brasil","Mato Grosso do Sul",NA,"<ll>dwc_commonname:</ll>",NA,NA,"A. Francener",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-07-23 12:12:01-03","CEPLAC","CEPEC","138360","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum",NA,NA,"V.C.Souza","9747",NA,NA,"Brasil","São Paulo",NA,"<ll>dwc_commonname:</ll>",NA,NA,"R.F.Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-08-23 10:59:45-03","NHMLondon","NHM-LONDON-BOT","BM000020724","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore","Holotype","S. Moore; S.Moore","969","1891",NA,"Brasil","Mato Grosso",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/8d4028d877f4c141693a36553c150b0738910adc/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Christiane Eva Anderson; b.1944; C.E.Anderson",NA,NA,"-55.929878","-13.163117",NA,NA,"-55.929878","-13.163117",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:440248"
"56","2016-08-23 11:00:34-03","NHMLondon","NHM-LONDON-BOT","BM000020725","S","Plantae","Angiosperm",NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore","Lectotype","Spencer le Marchant Moore; b.1850; d.1931; S.Moore","970","1891",NA,"Brasil","Mato Grosso",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/cfe231d6e9702ec86d2a78fdcf9325db0399a63f/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Christiane Eva Anderson; b.1944; C.E.Anderson",NA,NA,"-55.929878","-13.163117",NA,NA,"-55.929878","-13.163117",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:440257"
"57","2019-11-01 15:03:19-03","UnB","UB","181513","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Francener, A; Damasceno Júnior, GA; Andrade, MD; Padilha, DR","941","2010","Southern America","Brasil","Mato Grosso do Sul",NA,"Liana 5 m.; heliófila; folhas discolores, face abaxial argêntea e adaxial verde; flores amarelas e frutos imaturos verdes e maduros pardos.; Borda da floresta, com solo argiloso e úmido.",NA,NA,"Francener, A","03","Porto Murtinho","-57.876667","-22.022778","26","Chaco florestado na Fazenda Santa Virgínia.","-57.876667","-22.022778","85","85","2011","02","01",NA,NA,NA,NA,NA,NA
"58","2019-05-06 11:58:55-03","UFU","HUFU","46489","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno Júnior, G.A.; Velasques, J.S.; Bortolotto, I.M. & Ávila, R.V.","2890","2002",NA,"Brasil","Mato Grosso do Sul",NA,"Mata decídua, solo litólico calcário, morro.","HUFU00014762","HUFU00014762",NA,"05","Corumbá","-57.6533012390137","-19.0091991424561","17","Baía do Castelo, Paredão de Cactáceas. Expedição com o Globo Rural.",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"59","2020-12-11 17:06:53-03","UFMT","UFMT","39779","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Francener, A.; Damasceno-Júnior, G.A.; Andrade, M.D.; Padilha, D.R.","941","2010",NA,"Brasil","Mato Grosso do Sul",NA,"Liana, 5m, heliófila, folhas discolores, face abaxial argêntea e adaxial verde, flores amarelas e frutos imaturos verdes e maduros pardos.; Borda da floresta com solo argiloso e úmido.",NA,NA,"Francener, A.","03","Porto Murtinho","-57.876667","-22.022778","26","Chaco Florestado na Fazenda Santa Virgínia.","-57.876667","-22.022778","85","85","2011","02","01",NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:09:19-03","IBt","SP","313909","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Pott, VJ","119","1984",NA,"Brasil","Mato Grosso do Sul",NA,NA,"SP022181","SP022181","Mamede, MCH","12","Corumbá","-57.65","-19.016667","13","Rua 21 de Setembro, próximo à Embrapa","-57.65","-19.016667","140","140","1997",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:09:19-03","IBt","SP","313930","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Pott, VJ","107","1984",NA,"Brasil","Mato Grosso do Sul",NA,NA,"SP022180","SP022180","Mamede, MCH","11","Corumbá","-57.65","-19.016667","14","Rua 21 de Setembro, terreno baldio","-57.65","-19.016667","141","141","1997",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:09:19-03","IBt","SP","365731","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno Jr, GA; Lima, MS; Garcia, MM","2183","2001",NA,"Brasil","Mato Grosso do Sul",NA,NA,"SP022175","SP022175","Mamede, MCH","01","Ladário","-57.580833","-19.175278","31","Fazenda Vale do Paraíso, Morro Santa Cruz. Mata de galeria do córrego Bandalta","-57.580833","-19.175278","300","300","2003","10","07",NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:09:19-03","IBt","SP","365737","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno Jr, GA; Velasques, JS; Bortolotto, JM; Ávila, RV","2890","2002",NA,"Brasil","Mato Grosso do Sul",NA,NA,"SP022178","SP022178","Mamede, MCH","05","Corumbá","-57.580278","-18.883056","13","Baía do Castelo, Paredão das Cactáceas","-57.580278","-18.883056","90","90","2003","10","07",NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:09:19-03","IBt","SP","365741","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno Jr, GA; Ferreira, VL","1345","1998",NA,"Brasil","Mato Grosso do Sul",NA,NA,"SP022177","SP022177","Mamede, MCH","02","Ladário","-57.558611","-19.167222","27","Estrada da Manga p'rox. à Fazenda Bandalta","-57.558611","-19.167222","150","150","2003","10","07",NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:09:19-03","IBt","SP","365742","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno Jr, GA; Ferreira, VL","1520","1998",NA,"Brasil","Mato Grosso do Sul",NA,NA,"SP022176","SP022176","Mamede, MCH","06","Ladário","-57.558611","-19.167222","03","Estrada da Manga p'rox. à Fazenda Bandalta","-57.558611","-19.167222","600","600","2003","10","07",NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:09:19-03","IBt","SP","30251","S","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Hoehne, FC","CRONDON3716","1911",NA,"Brasil","Mato Grosso do Sul",NA,NA,"SP022179","SP022179","Anderson, CE","02","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"295160","auto",NA,NA,NA,NA
