"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","phylum","order","individualCount","coordinatePrecision","geoFlag","continentOcean","preparationType","class","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","400461","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E.Morren) E.Morren ex Mez","R. Reitz","1161","1953","11","02","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400461","NY00400461_01","R. Reitz",NA,NA,NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645847","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E.Morren) E.Morren ex Mez","A. C. Cervi","7017","2000","03","09","Brazil","Santa Catarina","Camboriú","Pico da Gurita","-48.6","-27",NA,NA,NA,NA,"UPCB-42080 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645847","NY00645847_01","A. C. Cervi",NA,NA,NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","400460","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E.Morren) E.Morren ex Mez","D. Lemos","12405","1924","01","06","Brazil","São Paulo","Ribeirao Pires","Alto da Serra, matta da Estaçao Biologica","-46.4097","-23.71",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400460","NY00400460_01","L. B. Smith",NA,NA,NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA
"14","2020-06-29 11:29:42-03","UFRJ","RFA","28660","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E.Morren ex Mez","T. Wendt; L. O. F. Sousa; L. M. Versieux","514","2004","05","26","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Trilha do Túmulo. Ilha D","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Erva epífita, folhas cartáceas com colores verdes, com bainha roxa, brácteas passadas esverdeadas e frutos imaturos verdes","RFA51315",NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"15","2019-12-04 15:26:26-03","PUCPR","HUCP","3610","S","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E. Morren) E. Morren ex Mez.","Britez, RM","1811",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva ecológica 1.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Silva, SM","1987","11","06","Monocotiledonea",NA,NA,"24916","auto",NA,NA,NA,NA
"16","2019-12-04 15:26:26-03","PUCPR","HUCP","23200","S","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E. Morren) E. Morren ex Mez.","Kersten, RA","s.n.","2013","10","12","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"Kersten, RA",NA,NA,NA,"Monocotiledonea",NA,NA,"30514","auto",NA,NA,NA,NA
"17","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174607","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E.Morren) E.Morren ex Mez","Lindeman JC; Haas JH de",NA,"1967","01","12","Brazil",NA,NA,"Brasiliae Australis. Hab. Est. Paraná: Serra do Mar; Upper Rio do Corvo, S. of old road to Morretes, ca. 25 km E. of Curitiba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174607","NL-U1174607",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA
"18","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174611","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E.Morren) E.Morren ex Mez","Lindeman JC; Haas JH de",NA,"1967","11","23","Brazil",NA,NA,"Hab. Est. Paraná, Serra do Mar; Bela Vista, Altantic slope above old road from Curitiba to Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174611","NL-U1174611",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA
"19","2020-11-04 11:03:57-03","ESALQ","ESA","83166","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E. Morren) E. Morren ex Mez.","Matteo, B.C. et al.","478.0","1999","07","17","Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,"ESA083166","ESA083166_1 ESA083166_2","Coffani-Nunes, J.V.","2011","12","16","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:03:57-03","ESALQ","ESA","83162","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E. Morren) E. Morren ex Mez.","Matteo, B.C. et al.","509.0","1999","10","09","Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,"ESA083162","ESA083162","Coffani-Nunes, J.V.","2011","12","16","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:03:57-03","ESALQ","ESA","70387","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morr. ex Mez","Krieger, L.","13362.0","1974","07","27","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"ESA070387","ESA070387","Martinelli, G.",NA,NA,NA,"Magnoliophyta",NA,NA,"41937","auto",NA,NA,NA,NA
"22","2020-11-04 11:03:57-03","ESALQ","ESA","71559","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(Morr.) Mez","Bertoncini, A.P. et al.","735.0","1996","12","12","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"ESA071559","ESA071559",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"38855","auto",NA,NA,NA,NA
"23","2020-11-04 11:03:57-03","ESALQ","ESA","76025","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E.Morren) E.Morren ex Mez.","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","620.0","2001","04","12","Brasil","São Paulo","São Paulo","BLOQUEADO","-46.6300010681152","-23.5400009155273",NA,NA,"700","700","Erva terrestre. Brácteas florais verdes com ápice róseo. Floresta de encosta.","ESA076025","ESA076025","Forster, W.","2001",NA,NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA
"24","2020-11-04 11:03:57-03","ESALQ","ESA","75734","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E. Morren) E. Morren ex Mez.","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","591.0","2001","04","11","Brasil","São Paulo","São Paulo","BLOQUEADO","-46.6300010681152","-23.5400009155273",NA,NA,"800","800","Epífita. Folhas com base purpúreas; brácteas florais vermelho-alaranjadas, flores amarelas. Interior de mata.","ESA075734","ESA075734","Coffani-Nunes, J.V.","2011","12","16","Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA
"25","2020-11-04 11:03:57-03","ESALQ","ESA","79873","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","(E. Morren) E. Morren ex Mez.","Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","476.0","2002","04","25","Brasil","São Paulo","Sete Barras","BLOQUEADO","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita. Folhas com manchas arroxeadas na base e no ápice. Brácteas florais verde-amareladas com o ápice vermelho.","ESA079873","ESA079873","Fontoura, T.","2002","05","03","Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA
"26","2021-03-24 16:39:43-03","MN","R","102706","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Smith, L.B.","6212","1952","03","14","Brasil","Santa Catarina","Palhoça","Pilões","-48.666667","-27.666667","48°40'W","27°40'S","50","50",NA,"R010012052","R010012052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 17:00:40-03","MN","R","102873","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Smith, L.B. 5728; Reitz, R.",NA,"1952","02","21","Brasil","Paraná","Guaratuba",NA,"-48.6","-25.9","48°36'W","25°54'S","2","2",NA,"R010012051","R010012051","Smith, L.B.","1952","02","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-07 08:35:14-03","MN","R","212870","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Schimitt, J.L. 1720; Caglioni, E.; Andrade, S. & Cristofolini, C.",NA,"2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.231389","-27.181389","49°13'53W","27°10'53S",NA,NA,NA,"R010012024","R010012024","Costa, A.F.","2011","02","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-07 08:35:14-03","MN","R","212960","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Cadorin, T.J. 685; Clemes, S.M. & Oliveira, C.P.L.",NA,"2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem Parque Nacional Serra Itajaí.","-49.139167","-27.096944","49°08'21W","27°05'49S",NA,NA,NA,"R010012023","R010012023","Cadorin, T.J.","2009","11","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-07 08:35:14-03","MN","R","212962","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Schimitt, J.L. 122; Cadorin, T.J. & Gasper, A.L.",NA,"2009","09","30","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.727222","-26.055","48°43'38W","26°03'18S",NA,NA,NA,"R010012021","R010012021","Schimitt, J.L.","2009","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-07 08:35:14-03","MN","R","212963","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Verdi, M. 4074; Klettenberg, D.H. & Klemz, G.",NA,"2010","03","17","Brasil","Santa Catarina","Imaruí","Forquilha da Arantigaúba/Parque Estadual da Serra do Tabuleiro.","-48.870278","-28.169444","48°52'13W","28°10'10S",NA,NA,NA,"R010012020","R010012020","Gasper, A.L.","2010","03","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-07 08:35:14-03","MN","R","212964","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Cadorin, T.J. 816; Uller, H.F. & Oliveira, C.P.L.",NA,"2009","12","10","Brasil","Santa Catarina","Joinville","Serra Dona Francisca.","-49.047778","-26.1925","49°02'52W","26°11'33S",NA,NA,NA,"R010012044","R010012044","Cadorin, T.J.","2009","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-07 08:35:14-03","MN","R","212965","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Schimitt, J.L. 794; Cristofolini, C.; Andrade, S. & Caglioni, E.",NA,"2009","12","09","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","49°24'36W","28°10'12S",NA,NA,NA,"R010012042","R010012042","Schimitt, J.L.","2009","12","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 17:00:40-03","MN","R","213014","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Cadorin, T.J. 3070; Grosch, B. & Lopes, C.P.",NA,"2010","07","13","Brasil","Santa Catarina","Blumenau",NA,"-49.139167","-27.096944","49°8'21''W","27°5'49''S","660","660",NA,"R010012050","R010012050","Cadorin, T.J.","2010","07","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 17:00:40-03","MN","R","213421","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S. 66; Uribbe, F.P.",NA,"2012","09","15","Brasil","São Paulo","Santo André","Paranapiacaba.","-46.3","-23.766667","46°18'W","23°46'S","846","846",NA,"R010012048","R010012048","Neves, B.F.S.","2012","10","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-07 08:35:14-03","MN","R","215439","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S. 135; Néri, J. & Uribbe, F.P.",NA,"2012","11","24","Brasil","Paraná","Morretes",NA,"-48.885806","-25.347194","048°53'08.9''W","25°20'49.9''S","511","511",NA,"R010012031","R010012031 R010012031_1","Neves, B.F.S.","2013","02","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-07 08:35:14-03","MN","R","215440","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S. 144; Néri, J.",NA,"2012","11","25","Brasil","Paraná","Matinhos",NA,"-48.530583","-25.790194","048°31'50.1''W","25°47'24.7''S","16","16",NA,"R010012032","R010012032","Neves, B.F.S.","2013","02","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-07 08:35:14-03","MN","R","215441","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S. 88; Néri, J.; Gonçalves, L.F. & Uribbe, F.P.",NA,"2012","10","08","Brasil","São Paulo","Salesópolis","Estação Biológica da Boracéia","-45.883444","-23.651417","045°53'00.4''W","23°39'05.1''S","875","875",NA,"R010012034","R010012034","Neves, B.F.S.","2012","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-07 08:35:14-03","MN","R","225016","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S. 296; Jacques, S.S.A.",NA,"2015","04","11","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.534972","-19.967056","40°32'05,9''W","19°58'01,4''S",NA,NA,NA,"R010012019",NA,"Neves, B.F.S.","2015","04","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-07 08:35:14-03","MN","R","225180","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S. 231; Almeida, M.C.",NA,"2015","02","06","Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar- Núcleo Santa Virgínia",NA,NA,NA,NA,NA,NA,NA,"R010012017",NA,"Neves, B.F.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 17:00:40-03","MN","R","225189","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S.","244","2014","12","10","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010012018",NA,"Neves, B.F.S.","2015","02","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-07 08:35:14-03","MN","R","225322","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S. 373; Costa, A.F. & Zanella, C.M.",NA,"2015","10","06","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- Núcleo Santa Virgínia","-45.15025","-23.338556","45°09'00,9''W","23°20'18,8''S",NA,NA,NA,"R010012015","R010012015","Neves, B.F.S.","2015","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-07 08:35:14-03","MN","R","225324","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Neves, B.F.S. 376; Costa, A.F. & Zanella, C.M.",NA,"2015","10","06","Brasil","São Paulo",NA,"Divisa São Luís do Paraitinga/ Ubatuba. Parque Estadual da Serra do Mar- Núcleo Santa Virgínia","-45.115444","-23.35475","45°06'55,6''W","23°21'17,1''S",NA,NA,NA,"R010012016","R010012016","Neves, B.F.S.","2015","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-07 08:35:14-03","MN","R","234313","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Kessous, I.M. 348; Pinto, A.R. & Picanço, W.",NA,"2018","04","29","Brasil","Santa Catarina","Gaspar Alto",NA,NA,NA,NA,NA,NA,NA,NA,"R010052226",NA,"Kessous, I.M.","2018","04","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 17:00:40-03","MN","R","292961","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Verdi, M. 3945; Klettenberg, D.H. & Klemz, G.",NA,"2010","03","12","Brasil","Santa Catarina","Orleans","Rio Mirador (próximo ao Parque Estadual da Serra Furada).","-49.41","-28.17","49°24'36''W","28°10'12''S","431","431",NA,"R010012022","R010012022","Verdi, M.","2010","03","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-24 16:39:43-03","MN","R","32441","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Foster, M.B.","273","1939","07","26","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"R010012030","R010012030","Smith, L.B.",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"47","2021-03-24 16:39:43-03","MN","R","46324","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Dusén, P.K.H.","3973","1907","04","03","Brasil","Paraná","Ipiranga",NA,"-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,NA,"R010012045","R010012045 R010012045_1 R010012045_2","Smith, L.B.","1952","02",NA,NA,NA,NA,"31827","auto",NA,NA,NA,NA
"48","2021-03-31 13:37:05-03","MN","R","105077","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Vidal, J.","II - 2389","1952","05",NA,"Brasil","Rio de Janaeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"1030","1030",NA,"R010066934",NA,"Costa, A.","1997","04","08",NA,NA,NA,"38539","auto",NA,NA,NA,NA
"49","2021-03-24 16:39:43-03","MN","R","213013","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Gonçalves, L.F.","79","2012","04","12","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,"1343","1343",NA,"R010012029","R010012029","Gonçalves, L.F.","2012","04","12",NA,NA,NA,"21463","auto",NA,NA,NA,NA
"50","2021-03-24 16:39:43-03","MN","R","213011","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Gonçalves, L.F.","28","2011","10","25","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,NA,"R010012027","R010012027 R010012027_1","Gonçalves, L.F.","2011","10","25",NA,NA,NA,"21463","auto",NA,NA,NA,NA
"51","2021-03-24 16:39:43-03","MN","R","213012","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E. Morren ex Mez","Gonçalves, L.F.","81","2012","04","12","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,"1225","1225",NA,"R010012028","R010012028","Gonçalves, L.F.","2012","04","12",NA,NA,NA,"21463","auto",NA,NA,NA,NA
