"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","coordinatePrecision","individualCount","geoFlag","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","71260","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","aliciae","Heteropterys aliciae","W.R.Anderson","type","W. R. Anderson","37119","1972","03","17","South America","Brazil","Bahia","Cocos","Cerrado ca. 5km W of Cocos","-44.53","-14.18","530","530","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00071260","NY00071260_01",NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","71259","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","aliciae","Heteropterys aliciae","W.R.Anderson","isotype","W. R. Anderson","37119","1972","03","17","South America","Brazil","Bahia","Cocos","Cerrado ca. 5km W of Cocos","-44.53","-14.18","530","530","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00071259","NY00071259_01",NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","475743","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","aliciae","Heteropterys aliciae","W.R.Anderson",NA,"W. R. Anderson","37118","1972","03","17","South America","Brazil","Bahia","Cocos","Cerrado ca. 5 km W of Cocos near limestone boulders","-44.53","-14.18","530","530","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475743","NY00475743_01","W. R. Anderson",NA,NA,NA,NA,NA,NA
"4","2020-02-08 09:55:15-03","NBC","NL-BOTANY","U.1368581","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Heteropterys","aliciae","Heteropterys aliciae","W.R.Anderson",NA,"Fróes RL; Black GA",NA,"1951","07","10","Southern America","Brazil",NA,NA,"Amazonia, Territorio do Amapá. Macapá; Curiaú, Cipó, ao longo da mata na beira da relva.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1368581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1368581","NL-U1368581",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"5","2013-12-23 16:41:00-02","MO","MOBOT","100661418","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","aliciae","Heteropterys aliciae","W.R. Anderson","Isotype","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 37119","1972","3","17","South America","Brazil","Bahia","Cocos","Cerrado ca. 5 km W of Cocos, near limestone boulders.","-44.5344009399414","-14.1838998794556","530.00000000",NA,NA,NA,NA,NA,"W. R. Anderson",NA,"199742","1","auto",NA,NA
"6","2021-02-08 13:25:33-03","UFBA-IMS","HVC","810","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","aliciae","Heteropterys aliciae","W.R.Anderson",NA,"M.G.A. Oliveira,; P.B.L. Oliveira, A.F.P. Machado & C.O. Azevedo.","40","2014","01","27",NA,"Brasil","Bahia","Vitória da Conquista","Matinha da UESB. Matinha da UESB. Mata de Cipó.","-40.8394012451172","-14.8661003112793",NA,NA,NA,"com flores amarelas.","HVC00000810",NA,"M.G.A.Oliveira",NA,"70493",NA,"auto",NA,NA
"7","2019-10-07 09:31:58-03","UEFS","HUEFS","221890","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Heteropterys","aliciae","Heteropterys aliciae","W.R.Anderson",NA,"Oliveira, M.G.A.","40","2014","01","27",NA,"Brasil","Bahia","Vitória da Conquista","Matinha da UESB.","-40.792778","-14.880278",NA,NA,NA,NA,"HUEFS0221890","HUEFS0221890",NA,"Rosanae",NA,NA,NA,"40W47'34''","14S52'49''"
