"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"147","2021-03-15 16:37:00-03","NY","NYBG","00933927","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa paranani","H. S. Irwin","15476","1966","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933927","Magnoliophyta","Fabales","paranani","Barneby","R. C. Barneby","Goiás","Formosa","Fazenda J. Teles, ca. 10 km N.W. of Formosa, Goiás, near source of Rio Paraná","-47.43","-15.4","850","850","NY00933927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","2814","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa paranani","H. S. Irwin","14225","1966","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002814","Magnoliophyta","Fabales","paranani","Barneby",NA,"Goiás","Formosa","Serra Geral de Goiás. Rio Paraná, ca 35 km N of Formosa on road to Sao Gabriel. Alt. 950 m.","-47.3342","-15.5372",NA,NA,"NY00002814_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-15 16:37:00-03","NY","NYBG","00933299","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa peregrina","R. de Mello-Silva","1488","1997","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933299","Magnoliophyta","Fabales","peregrina","Barneby","L. M. Borges","Minas Gerais","Itacambira","estrada Juramento-Itacambira, à direita, no alto da Serra de Itacambira","-43.3089","-17.0647","1250","1250","NY00933299_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-15 16:37:00-03","NY","NYBG","00932799","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa peregrina","J. R. Pirani","2232","1988","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932799","Magnoliophyta","Fabales","peregrina","Barneby","L. M. Borges","Minas Gerais","Itacambira","Itacambira. Serra de Itacambira, a 45 Km de Juramento.","-43.33","-17.07","1200","1200","NY00932799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-15 16:37:00-03","NY","NYBG","419392","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa peregrina","G. P. Lewis","CFCR6901","1984","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=147022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419392","Magnoliophyta","Fabales","peregrina","Barneby","R. C. Barneby","Bahia","Rio de Contas","Pico das Almas p/Rio de Contas. 13km de Rio de Contas","-41.8114","-13.5792","1275","1275","NY00419392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","419385","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa peregrina","G. G. Hatschbach","56735","1992","04","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=147031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419385","Magnoliophyta","Fabales","peregrina","Barneby","R. C. Barneby","Bahia","Rio de Contas","Subida para o Campo da Aviaçao","-41.8114","-13.5792","1100","1100","NY00419385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","00932798","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa peregrina","M. Meguro","CFCR9079","1986","01","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932798","Magnoliophyta","Fabales","peregrina","Barneby","L. M. Borges","Minas Gerais","Itacambira","Itacambira, estrada para Montes Claros","-43.3089","-17.0647",NA,NA,"NY00932798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","419391","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa peregrina","R. M. Harley","19784","1977","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=147029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419391","Magnoliophyta","Fabales","peregrina","Barneby","R. C. Barneby","Bahia",NA,"18km WNW along road from Vila do Rio de Contas to the Pico das Almas","-41.88","-13.55","1300","1300","NY00419391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","419390","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa peregrina","R. M. Harley","20138","1977","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=147027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419390","Magnoliophyta","Fabales","peregrina","Barneby","R. C. Barneby","Bahia",NA,"Between 2.5 and 5km S of Vila do Rio de Contas on side road to W of the road to Livramento, leading to the Rio Brumado","-41.83","-13.6","980","980","NY00419390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-15 16:37:00-03","NY","NYBG","00933297","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","A. C. Sevilha","1812","1999","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933297","Magnoliophyta","Fabales","pubescens","Benth.","L. M. Borges","Minas Gerais","Formoso","Parque Nacional Grande Sertao Veredas; area proximo a cachoeira do Ribeirao Mato Grande","-45.9583","-15.365","710","710","NY00933297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-15 16:37:00-03","NY","NYBG","00933232","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","J. De Sousa","10","1983","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933232","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal","Brasília","C. Olímpico entre a pista e o lago norte","-47.9294","-15.7797",NA,NA,"NY00933232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-15 16:37:00-03","NY","NYBG","00933301","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","A. M. V. de Carvalho","2279","1986","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933301","Magnoliophyta","Fabales","pubescens","Benth.","L. M. Borges","Distrito Federal","Brasília","25 km na estrada de Brasília para Unaí","-47.9294","-15.7797",NA,NA,"NY00933301_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-15 16:37:00-03","NY","NYBG","00933234","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","M. C. Garcia Kirkbride","1460","1981","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008797' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933234","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal","Brasília","Fazenda Agua Limpa. Campo Experimental da UnB","-47.9","-15.95","1100","1100","NY00933234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:37:00-03","NY","NYBG","00933206","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","E. P. Heringer","16800","1975","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933206","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal","Brasília","Sobradinho","-47.9294","-15.7797",NA,NA,"NY00933206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-15 16:37:00-03","NY","NYBG","00933235","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","A. G. Fernandes","s.n.","1985","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933235","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal","Brasília","Centro de Pesquisa Agropecuária- DF","-47.9294","-15.7797",NA,NA,"NY00933235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-15 16:37:00-03","NY","NYBG","00933202","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","H. S. Irwin","26469","1970","02","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933202","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal","Brasília","Ca. 12 km S. of Planaltina, DF-13","-47.6607","-15.72725","1300","1300","NY00933202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-15 16:37:00-03","NY","NYBG","00933209","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","M. L. Fonseca","1779","1998","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933209","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Goiás","Niquelândia","Estrada para Colinas do Sul, ca. 48 km de Niquelândia. Folha Uruaçú SD 22-Z-B","-48.1544","-14.2714","535","535","NY00933209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-15 16:37:00-03","NY","NYBG","00933226","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","G. G. Hatschbach","43790","1981","04","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933226","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Goiás","Ipameri","Domiciano Ribeiro","-48.1594","-17.7219",NA,NA,"NY00933226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-15 16:37:00-03","NY","NYBG","00933212","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","R. P. Belém","1932","1965","12","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933212","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal",NA,"Saída para Anápolis",NA,NA,NA,NA,"NY00933212_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-15 16:37:00-03","NY","NYBG","00933199","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","H. S. Irwin","13708","1966","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933199","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Goiás","Cristalina","Serra dos Cristais, ca. 20 km N. of Cristalina","-47.6","-16.56928","1100","1100","NY00933199_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-15 16:37:00-03","NY","NYBG","00933207","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","B. A. S. Pereira","2515","1993","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933207","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal","Brasília","Area de Proteçao Ambiental (APA) de Cafuringa. Fazenda Dois Irmaos. Entre os córregos Landim e Dois Irmaos","-47.9294","-15.7797",NA,NA,"NY00933207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-15 16:37:00-03","NY","NYBG","00933231","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","B. M. T. Walter","3284","1996","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933231","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Goiás","Minaçú","Estrada Minacú/ Serra da Mesa. Cerca de 25 km de Minacú. Area de influencia do AHE Serra da Mesa","-48.43","-13.82","930","930","NY00933231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-15 16:37:00-03","NY","NYBG","00933938","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa rigens","E. Pereira","7461","1963","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933938","Magnoliophyta","Fabales","rigens","Barneby","L. M. Borges","Goiás","Luziânia","BR 7.","-47.9503","-16.2528",NA,NA,"NY00933938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-15 16:37:00-03","NY","NYBG","2818","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa rigens","H. S. Irwin","24681","1969","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=406718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002818","Magnoliophyta","Fabales","rigens","Barneby",NA,"Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros. Ca 20 km S of Alto do Paraíso (formerly Veadeiros). Alt. 1000 m.","-47.5099983215332","-14.1324996948242",NA,NA,"NY00002818_01","isotype","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-15 16:37:00-03","NY","NYBG","00933167","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa vernicosa","N. S. Chukr","CFCR9550","1986","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933167","Magnoliophyta","Fabales","vernicosa","Barneby","L. M. Borges","Minas Gerais","Diamantina","Diamantina. Estrada Conselheiro Mata- Diamantina. Km 166","-43.6003","-18.2494",NA,NA,"NY00933167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-15 16:37:00-03","NY","NYBG","00933166","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","H. S. Irwin","22925","1969","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933166","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 5 km N.E. of Diamantina, on road to Mendanha","-43.62195","-18.20175","1300","1300","NY00933166_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-15 16:37:00-03","NY","NYBG","00933195","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","W. R. Anderson","35136","1972","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933195","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Gouveia","Serra do Espinhaço, ca. 35 km SW of Gouveia, km 243 on MG-259","-43.98545","-18.6094","1080","1080","NY00933195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-15 16:37:00-03","NY","NYBG","00933193","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","G. G. Hatschbach","44651","1982","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933193","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Gouveia","Rod. BR-259, Subida da Serra do Espinhaço","-43.7406","-18.4544",NA,NA,"NY00933193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-15 16:37:00-03","NY","NYBG","00933170","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","G. G. Hatschbach","29030","1972","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933170","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Diamantina","Biri-Biri","-43.6003","-18.2494",NA,NA,"NY00933170_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-06-29 11:30:35-03","UFRJ","RFA","36418","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa brevibractea","J. R. Pirani; R. Mello-Silva, M.F.A. Calió, R. Riina Olivares, J. Lovo, K. B. Lepis","5305","2004","01","26",NA,"Brasil",NA,NA,"Arvoreta de 2 m de altura, heliófila em solo arenoso entre rochas. Cálice e corola creme, filetes rosa-claros, anteras creme. Craspédios castanhos, secos, poucos","RFA23239",NA,NA,"brevibractea","Barneby","V. L. Dutra","Minas Gerais","Joaquim Felício","Serra do Cabral, estrada para Várzea da Palma, ca. 16,5 km da ponte do Córrego da Onça, alto da serra","-44.270833","-17.699167","1146","1146",NA,NA,NA,NA,"2007","44º16'15''W","17º41'57''S",NA,NA,NA,NA,NA,NA,NA
"177","2020-11-13 09:19:50-03","UFRJ","RFA","17690","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa brevibractea","E.P. Heringer","13231","1974","04","10",NA,"Brasil",NA,NA,"Planta com 1,5 de altura,flor rosa em pomposinho","RFA14838",NA,NA,"brevibractea","Barneby","L. M. Borges","Bahia","Sobradinho",NA,"-40.823299407959","-9.45528030395508",NA,NA,NA,NA,"53874","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-11-13 09:19:50-03","UFRJ","RFA","17689","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa foederalis","E.P. Heringer","13229","1974","04","10",NA,"Brasil",NA,NA,"Arbustinho do cerrado com 80 cm de altura, flor rósea","RFA14835",NA,NA,"foederalis","Barneby","L. M. Borges","Distrito Federal","Brasília","Sobradinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-11-13 09:19:50-03","UFRJ","RFA","13940","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa multipinna","A.P. Duarte","10221","1967","01","21",NA,"Brasil",NA,NA,NA,"RFA43656",NA,NA,"multipinna","(Benth.) Barneby","L.M. Borges","Goiás","Serra Dourada",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-06-29 11:30:35-03","UFRJ","RFA","5814","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","M. Magalhães","18010","1960","07",NA,NA,"Brasil",NA,NA,"Nas pedras, arbusto 1,00 - cespitoso, flor rósea muito frequente","RFA25945",NA,NA,"viscidula","Barneby","L. M. Borges","Minas Gerais","Minas Gerais","Serra de Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-04-08 17:40:04-03","EAO","IAN","88294","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa","Macêdo, A","3847","1955","07","20","Southern America","Brasil",NA,NA,"Arbusto da serra. So frutos ja assonalado em Niquedandia.","IAN088294","Dicotiledônea",NA,NA,"Benth.","Borges, LM","Goiás","Natividade","Nativid..",NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,"06","27",NA,NA,NA,NA,NA
"182","2021-04-08 17:40:04-03","EAO","IAN","107502","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa foliolosa","Magalhães, MG","5480","1946","01","30","Southern America","Brasil",NA,NA,"Arbustos - freq. regular 0,50 -1,00; flor rosea.","IAN107502","Dicotiledônea",NA,"foliolosa","(Benth.) Barneby","Trindade, MJS","Minas Gerais",NA,"Cerrado c/ Cascalho Pitangui.",NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"03","12",NA,NA,NA,NA,NA
"183","2021-04-08 17:40:04-03","EAO","IAN","149321","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa gravida","Ratter, JA; Fonsêca, SG da; Castro, RA de","2294","1972","08","28","Southern America","Brasil",NA,NA,"Shrub, 2 tall, composed of a clump of stick-like stems.","IAN149321","Dicotiledônea",NA,"gravida","Barneby","Barneby, RC","Mato Grosso",NA,"Vale do Sonhos (80 km N of Barra do Garcas on the road to Xavantina)&nf;In cerradao (tall savanna woodland)","-52.333333","-15.666667",NA,NA,NA,"isotipo",NA,NA,"1988","-52.333333","-15.666667",NA,NA,NA,NA,NA,NA,NA
"184","2021-04-08 17:40:04-03","EAO","IAN","105672","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa pachycarpa","Magalhães, MG","9875","1957","01","18","Southern America","Brasil",NA,NA,"Arbustos 0,50 - 1,00m altura; flor rosea.","IAN105672","Dicotiledônea",NA,"pachycarpa","(Benth.) Barneby","Barneby, RC","Goiás",NA,"Cerrado pedregoso e dosso da serra Dourada 50km mais ou menos L da antiga Capital.",NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"03","01",NA,NA,NA,NA,NA
"185","2021-04-08 17:40:04-03","EAO","IAN","190865","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa pachycarpa","Simon, MF; Cruz, HR; Muzzi, MRS","1294","2011","04","14","Southern America","Brasil",NA,NA,"Subarbusto crescendo de xilopódio 30cm.","IAN190865","Dicotiledônea",NA,"pachycarpa","(Benth.) Barneby","Simon, MF","Minas Gerais","Santana do Riacho","Campo rupestre com árvores baixas e arbustos; solo pedregoso, relevo ondulado, frequência comum. Serra do Cipó, ao longo da MG - 010.","-43.598889","-19.291389","1153","1153",NA,NA,NA,NA,"2011","-43.598889","-19.291389","04",NA,NA,NA,NA,NA,NA
"186","2021-04-08 17:40:04-03","EAO","IAN","128275","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa foliolosa","Belém, RP","1932","1965","12","10","Southern America","Brasil",NA,NA,"Planta de 1-2m; flores avermelhadas, estames roseos, anteras amarelas.","IAN128275","Dicotiledônea",NA,"foliolosa","(Benth.) Barneby","Barneby, RC","Distrito Federal","Brasilia","Saida para Anapolis. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-04-08 17:40:04-03","EAO","IAN","120133","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa foliolosa","Belém, RP","1932","1965","12","10","Southern America","Brasil",NA,NA,"Planta de 1-2m; flores avermelhadas, estames róseos, anteras amarelas.","IAN120133","Dicotiledônea",NA,"foliolosa","(Benth.) Barneby",NA,"Distrito Federal","Brasilia","Saída para Anápolis. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-04-08 17:40:04-03","EAO","IAN","120137","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa pubescens","Belém, RP","1937","1965","12","10","Southern America","Brasil",NA,NA,"Planta de 1m; flores avermelhadas, estames roseos.","IAN120137","Dicotiledônea",NA,"pubescens","Benth.","Barneby, RC","Distrito Federal","Brasília","Saida para Anapolis. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-04-08 17:40:04-03","EAO","IAN","107822","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","foliolosa","Mimosa foliolosa","Magalhães, MG","17536","1960","04","01","Southern America","Brasil",NA,NA,"Arbustos 1-2,00m; flor rosea.","IAN107822","Dicotiledônea",NA,NA,"Benth.","Simon, MF","Minas Gerais","Diamantina","Campo arenoso c/ cascalho quartzo.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto","2012",NA,NA,"09","25",NA,NA,NA,NA,NA
