"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","251197","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","casteloense","Piper casteloense","Yunck.","isotype","A. C. Brade","19189","1948","08","08","South America","Brazil","Espírito Santo","Castelo","Braco do Sul","-41.1844","-20.6036","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=744675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00251197","NY00251197_01",NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1085707","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","casteloense","Piper casteloense","Yunck.","isotype","A. C. Brade","19189","1948","08","08","South America","Brazil","Espírito Santo",NA,"Castelo. Braço do Sul",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250455' target='other'> <mi>dwc_moreinfo</mi></a>","NY01085707","NY01085707_01",NA,NA,NA
"3","2019-11-13 11:28:23-03","USP","SPF","187416","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","casteloense","Piper casteloense","Yunck.",NA,"Brade, AC","19189","1948","08","08",NA,"Brasil","Espírito Santo","Castelo","Braço do Sul.","-41.184700012207","-20.6035995483398",NA,NA,"SPF00187416","SPF00187416","Anônimo","23588","auto"
