"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount","relatedCatalogItem"
"13","2019-08-27 13:28:47-03","IAP","PACA-AGP","86385","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","G. Hatschbach","R.J.H. Varotti","21","2001","04","14",NA,"Brasil","PR","Antonina","Rio Cacatu","-48.7118988037109","-25.4286003112793",NA,"trepadeira lenhosa, fruto vermelho Habitat: floresta atlântica","PACA086385",NA,"38300","auto","2001",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043075","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler",NA,"J. M. Silva; G. Hatschbach, L. A. Ferreira","2952","1999","4","27",NA,"Brazil","Parana",NA,"Reserva Biologica de Sapitanduva (Mun. Antonina).","-48.7167","-25.45",NA,"Trepadiera lenhosa, fruto marrom.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","70",NA,NA,NA,NA
"15","2019-11-21 14:34:06-03","UFJF","CESJ","44150","PreservedSpecimen","Plantae","Angiosperma",NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","C.N. Fraga","J.P. Boubli","s.n.","2003","06","06","América do Sul","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434",NA,"PJ 661, plot FT, árvore 711. Mata. Cipó. Frutos verdes.","CESJ044150",NA,"49886","auto","2009","02",NA,NA,"02",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:28:56-03","UNICAMP","UEC","46633","S","Plantae","Magnoliopsida",NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Tamashiro, JY","Vieira, AOS","5039","1987","09","14",NA,"Brazil","Paraná",NA,"Fazenda Santa Maria - Tamarana.",NA,NA,NA,"Trepadeira, frutos vermelhos, flores brancas.","UEC097384","UEC097384",NA,NA,"1996","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:28:56-03","UNICAMP","UEC","115420","S","Plantae","Magnoliopsida",NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Tamashiro, JY","Hanazaki, N; Veríssimo, MM; Peroni, N","16","1998","11","16",NA,"Brazil","São Paulo","Cananéia","São Paulo Bagre.","-47.89","-24.956944",NA,"Liana. Uso: medicinal. Status: nativa.; Floresta Ombrófila Densa das Terras Baixas.","UEC097382","UEC097382",NA,NA,NA,NA,"-47.89","-24.956944",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:28:56-03","UNICAMP","UEC","46634","S","Plantae","Magnoliopsida",NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Tamashiro, JY","Vieira, AOS","5038","1987","09","14",NA,"Brazil","Paraná",NA,"Fazenda Santa Maria - Rio Tibagi.",NA,NA,NA,"Trepadeira, flores brancas.","UEC097381","UEC097381",NA,NA,"1996","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:28:56-03","UNICAMP","UEC","145110","S","Plantae","Magnoliopsida",NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Cervi, AC","Clochet, FA; Coltro, F","116","1999","08","28",NA,"Brazil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,"Cipó; frutos imaturos verdes; maduros marrons.","UEC097383","UEC097383","20625","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-19 14:06:33-03","UFRPE","PEUFR","32983","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","R.G.Oliveira","L.M. Nascimento; M.J.N.Rodal; E.R.Almeida","161","1998","11","26",NA,"Brasil","Pernambuco","Brejo Madre de Deus","Estrada para Buriti Grande","-36.389167","-8.384722",NA,"Frutos maduros avermelhados; planta lenhosa e escandente","PEUFR032983",NA,NA,NA,"1999","10","36º23'21,0W","8º23'05,00S","13","932","932",NA,NA,NA,NA
"21","2019-11-19 14:06:33-03","UFRPE","PEUFR","32984","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","R.G.Oliveira","A.G.da Silva; L.M. Nascimento","145","1999","09","14",NA,"Brasil","Pernambuco","Brejo Madre de Deus","Mata do Buriti","-36.414278","-8.185842",NA,"Trepadeira; frutos maduros vermelhos","PEUFR032984",NA,NA,NA,"1999","10","36º24'51,4W","8º11'9,03S","13","920","1020",NA,NA,NA,NA
"22","2019-11-19 14:06:33-03","UFRPE","PEUFR","32984","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","R.G.Oliveira","A.G.da Silva; L.M. Nascimento","140","1999","08","18",NA,"Brasil","Pernambuco","Brejo Madre de Deus","Mata do Cassange","-36.414278","-8.185842",NA,"Trepadeira; frutos imaturos verdes","PEUFR032984",NA,NA,NA,"1999","10","36º24'51,4W","8º11'9,03S","13","962","1020",NA,NA,NA,NA
"23","2019-11-19 14:06:33-03","UFRPE","PEUFR","35190","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","R.G.Oliveira","L.M. Nascimento; A.G.da Silva","150","2000","09","06",NA,"Brasil","Pernambuco","Brejo Madre de Deus","Mata do Buriti","-36.392222","-8.2075",NA,"Trepadeira; fruto maduros vermelhos e imaturos verdes, com cálice persistente; frequente","PEUFR035190",NA,NA,NA,"1999","10","36º23'32,0W","8º12'27,00S","08","920","1030",NA,NA,NA,NA
"24","2019-11-19 14:06:33-03","UFRPE","PEUFR","37562","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","A.G.da Silva","A.G.da Silva; L.M. Nascimento","387","2001","04","25",NA,"Brasil","Pernambuco","Brejo Madre de Deus","Mata do Buriti","-36.392222","-8.2075",NA,"Trepadeira; folhas discolor; flores com sépalas verdes, pétalas e estames alvos; frequente","PEUFR037562",NA,NA,NA,"2001","04","36º23'32,0W","8º12'27,00S","24","922","1030",NA,NA,NA,NA
"25","2020-07-12 17:21:10-03","UFPB","JPB","27580","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.",NA,"Silva, AG da; Nascimento, LM","140","1999","08","18","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-12 17:21:10-03","UFPB","JPB","27662","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.",NA,"Silva, AG da; Nascimento, LM","145","1999","09","14","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:01:02-03","FURB","FURB","27615","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Stival-Santos, A.; Legal, E. & Silveira, S.","2276","2010","03","30",NA,"Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27",NA,"Florística IFFSC 467 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; flor verde","FURB23566","FURB23566",NA,NA,"2017","10","-49.1400000","-27.2700000","16","639","639",NA,NA,NA,NA
"28","2020-10-14 10:01:02-03","FURB","FURB","27617","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1695","2010","03","16",NA,"Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889",NA,"Florística IFFSC e518b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; Fruto verde;","FURB23564","FURB23564",NA,NA,"2017","10","-49.2313889","-27.1813889","16","533","533",NA,NA,NA,NA
"29","2020-10-14 10:01:02-03","FURB","FURB","27619","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1681","2010","03","16",NA,"Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778",NA,"Florística IFFSC e8006a (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; Fruto vermelho; flor branca","FURB23563","FURB23563",NA,NA,"2017","10","-48.4925000","-27.7752778","16","46","46",NA,NA,NA,NA
"30","2020-10-14 10:01:02-03","FURB","FURB","27620","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1343","2010","02","05",NA,"Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444",NA,"Florística IFFSC e8002b (Liana) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio a avançado; interior do fragmento Habito: liana; Fruto verde piloso;","FURB23573","FURB23573",NA,NA,"2017","10","-48.6019444","-27.1494444","16","55","55",NA,NA,NA,NA
"31","2020-10-14 10:01:02-03","FURB","FURB","27621","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1274","2010","02","01",NA,"Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889",NA,"Florística IFFSC e226a (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; flor botão floral verde","FURB23562","FURB23562",NA,NA,"2017","10","-48.7619444","-27.8788889","16","180","180",NA,NA,NA,NA
"32","2020-10-14 10:01:02-03","FURB","FURB","27622","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2846","2010","05","21",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72",NA,"Florística IFFSC 286 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: liana; Fruto roxo;","FURB23568","FURB23568",NA,NA,"2017","10","-48.7800000","-27.7200000","16","612","612",NA,NA,NA,NA
"33","2020-10-14 10:01:02-03","FURB","FURB","31854","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2645","2010","06","05",NA,"Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889",NA,"Florística IFFSC e226b (Liana). Forófito 1b Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; Fruto redondo, mole, cor vermelha;","FURB23572","FURB23572",NA,NA,"2017","10","-48.7619444","-27.8788889","16","180","180",NA,NA,NA,NA
"34","2020-10-14 10:01:02-03","FURB","FURB","54040","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Funez, L.A.","6412","2017","05","01",NA,"Brasil","Santa Catarina","Apiúna","Morro Dom Bosco.","-49.3666667","-27.0502778",NA,"Frutos vermelhos imaturos Habitat: Topo do morro Habito: Liana","FURB54040","FURB54040",NA,NA,"2017","10","-49.3666667","-27.0502778","16","171","171",NA,NA,NA,NA
"35","2021-03-16 17:51:45-03","UCS","HUCS","13808","PreservedSpecimen","Plantae","Angiospermae","Dilleniales","Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Hatschbach, G.","Silva, J.M.","2952","1999","04","27",NA,"Brasil","Paraná","Anotonina","Reserva Biológica de Sapitanduva",NA,NA,NA,"trepadeira lenhosa, fruto marrom; floresta atlântica",NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:51:45-03","UCS","HUCS","48560","PreservedSpecimen","Plantae","Angiospermae","Dilleniales","Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Damasceno, R.","Stival-Santos, A.","2846","2010","05","21",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72",NA,"Florística IFFSC 286 (Liana); interior de fragmento",NA,NA,NA,NA,"2017","10","-48.78","-27.72","16","612","612",NA,NA,NA,NA
"37","2019-09-27 18:04:25-03","UFES","VIES","10193","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Pereira, O.J.","Bianchi, R.C.; Silva, S.S.","15","1996","11","10",NA,"Brasil","Espírito Santo","Guarapari","Lagoa do Milho.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES010193","VIES010193","28401","auto","1996","11",NA,NA,"10",NA,NA,NA,NA,NA,NA
"38","2020-04-27 16:09:29-03","UFES","VIES","1032","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","Pereira, O.J.","Sobral, M.","4000","1985","07",NA,NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da Vale do Rio Doce.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES001032","VIES001032","48094","auto","1987","03",NA,NA,"12",NA,NA,NA,NA,NA,NA
"39","2019-08-16 08:39:07-03","UTFPR","HCF","10776","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","J. Cordeiro & P.Bohrer","E.L. Siqueira","540","2012","05","19",NA,"Brasil","PR","Pontal do Paraná","Balneário de Canoas","-48.472278","-25.674083",NA,"trepadeira volúvel, psamófila. Frutos carnosos, avermelhados.",NA,NA,NA,NA,"2013",NA,"48°28'20,2 W","25°40'26,7 S",NA,"15","15",NA,NA,NA,NA
"40","2019-08-16 08:39:07-03","UTFPR","HCF","14850","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","E. Barboza","E.L. Siqueira","1089","2014","07","31",NA,"Brasil","PR","Loanda","Fazenda Theodoro - Paleovossoroca 1","-53.098556","-22.928139",NA,"subarbusto escandente, semi-ciófilo. Frutos imaturos verdes e maduros avermelhados.",NA,NA,NA,NA,"2016",NA,"53°05'54,8 W","22°55'41,3 S",NA,"434","434",NA,NA,NA,NA
"41","2019-08-16 08:39:07-03","UTFPR","HCF","13513","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichler","C.T. Blum & M.A.G. Bensberg","G. Gatti","86","1997","04","28",NA,"Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,"epífitas sobre ramos, frutos imaturos verdes, cálice vermelho.",NA,NA,"24916","auto","2016","06",NA,NA,"23",NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:22:51-03","MBM","MBM","236842","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","Hatschbach, G.","Silva, J.M.; Hatschbach, G.; Ferreira, L.A.; Hatschbach, G.; Ferreira, L.A.","2852","1999","04","27","Southern America","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"MBM236842","MBM236842","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:22:51-03","MBM","MBM","137939","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","Hatschbach, G.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","54098","1990","03","16","Southern America","Brazil","Paraná","Guaraqueçaba","Caminho do Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,"MBM137939","MBM137939","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:22:51-03","MBM","MBM","129180","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","Ribas, O.S.","Hatschbach, G.; Nicolack, V.; Nicolack, V.","52754","1989","04","12","Southern America","Brazil","Paraná","Guaratuba","Colônia Limeira","-48.5746994018555","-25.8827991485596",NA,NA,"MBM129180","MBM129180","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:22:51-03","MBM","MBM","427459","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","Damasceno, R.","Stival-Santos, A.; Legal, E.; Meyer, D.; Silveira, S.; Legal, E.; Meyer, D.; Silveira, S.","2846","2010","05","21","Southern America","Brazil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro","-48.78","-24.72",NA,"Liana. Fruto roxo.; Floresta Ombrófila Densa. Estágio médio de regeneração. Interior do fragmento.","MBM427459",NA,NA,NA,"2017","10","-48.78","-24.72","16","612","612",NA,NA,NA,NA
"46","2020-12-21 16:22:51-03","MBM","MBM","384841","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","Cordeiro, J.; Bohrer, P.","Siqueira, E.L.","540","2012","05","19","Southern America","Brazil","Paraná","Pontal do Paraná","Balneário de Canoas","-48.472278","-25.674083",NA,"Trepadeira volúvel, psamófila. Frutos carnosos, avermelhados.; Floresta Ombrófila Densa das Terras Baixas. Relevo plano.","MBM384841","MBM384841",NA,NA,"2013",NA,"-48.472278","-25.674083",NA,"15","15",NA,NA,NA,NA
"47","2020-12-21 16:22:51-03","MBM","MBM","412847","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","Völtz, R.R.","Völtz, R.R.","1414","2017","08","07","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.318889","-25.174444",NA,"Liana sobre copa da árvore; frutos verde-claro a fracamente vinoso; dossel de Floresta Ombrófila Densa Submontana.; Floresta Ombrófila Densa Submontana.","MBM412847","MBM412847",NA,NA,"2017","09","-48.318889","-25.174444","19","70","70",NA,NA,NA,NA
"48","2020-12-21 16:22:51-03","MBM","MBM","228351","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","glomeratus","Doliocarpus glomeratus","Eichl.","Smith, S.F.","Silva, J.M.; Barboza, E.; Abe, L.M.; Barboza, E.; Abe, L.M.","2502","1998","09","06","Southern America","Brazil","Paraná","Diamante do Norte","Rio Paranapanema","-52.8596992492676","-22.656400680542",NA,NA,"MBM228351","MBM228351","16110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
