"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"11","2021-03-24 17:09:28-03","UFES","SAMES","3536","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","Ribeiro,M.; Almeida,T.R.R.","534","2011","07",NA,"Brasil","Reserva Biológica do Córrego Grande. Floresta Alta sobre Tabuleiro, km 4 da estrada interna.",NA,"Árvore de seis metros, frutos verdes.","SAMES03536",NA,"04","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","Aledi,V.L.","2012","03","29","-398050000.0","-182625000.0",NA,NA,NA,"41644","auto",NA,NA,NA
"12","2021-03-24 17:09:28-03","UFES","SAMES","3526","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","Menezes,L.F.T.; Figueiredo,D.D.;Giaretta,A.O.;Lobão,A.G.","1883","2009","02",NA,"Brasil","Reserva Biológica do Córrego Grande. Floresta alta de Tabuleiro.",NA,"Árvore de 6m de altura com frutos verdes brilhosos, pontos glandulosos esbranquiçados no fruto.","SAMES03526",NA,"12","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","Peixoto,A.L.","2013","02","27","-398050000.0","-182625000.0",NA,NA,NA,"41644","auto",NA,NA,NA
"13","2019-08-20 10:20:35-03","UNICAMP","UEC","150191","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Bertoncello, R; Pansonato, M","791","2007","02",NA,"Brazil","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro",NA,NA,"UEC128092",NA,"27","São Paulo","Ubatuba","-44.787222","-23.303889","Lirio, EJ","2016",NA,NA,"-44.787222","-23.303889","1120","1120",NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:20:35-03","UNICAMP","UEC","148915","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Aranha, BA","424","2007","01",NA,"Brazil","Fazenda Capricórnio, Parcela J",NA,NA,"UEC128095",NA,"10","São Paulo","Ubatuba","-45.084167","-23.366389","Lirio, EJ","2016",NA,NA,"-45.084167","-23.366389","380","380",NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:20:35-03","UNICAMP","UEC","148916","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Aranha, BA","423","2007","01",NA,"Brazil","Fazenda Capricórnio, Parcela J",NA,NA,"UEC128094",NA,"10","São Paulo","Ubatuba","-45.084167","-23.366389","Lirio, EJ","2016",NA,NA,"-45.084167","-23.366389","380","380",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:35:44-03","UNICAMP","UEC","166557","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1623","1997","04",NA,"Brazil","Picinguaba, Morro do Corisco.",NA,"Árvore 508 com 7 m de altura, com flores esverdeadas.; Mata Atlântica de Encosta.","UEC040236","UEC040236","16","São Paulo","Ubatuba","-44.8","-23.366667",NA,NA,NA,NA,"-44.8","-23.366667","1000","1000",NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:35:44-03","UNICAMP","UEC","166909","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Stefani, EJF; Belinello, R; Galvão, JC","89","2010","05",NA,"Brazil","Parque Estadual da Serra do Mar",NA,"Árvore com 7 m.; Mata Atlântica.","UEC098722","UEC098722","30","São Paulo","Caraguatatuba","-45.527222","-23.623333","Lirio, EJ","2016",NA,NA,"-45.527222","-23.623333","50","90",NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:35:44-03","UNICAMP","UEC","170000","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Rochelle, ALC","J288",NA,NA,NA,"Brazil","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",NA,"Indivíduo J288 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041661","UEC041661",NA,"São Paulo","Ubatuba","-45.084167","-23.366667","Peixoto","2008","03",NA,"-45.084167","-23.366667","450","450",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:35:44-03","UNICAMP","UEC","170002","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Rochelle, ALC","J277",NA,NA,NA,"Brazil","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",NA,"Indivíduo J277 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041655","UEC041655",NA,"São Paulo","Ubatuba","-45.084167","-23.366667","Lirio, EJ","2016",NA,NA,"-45.084167","-23.366667","450","450",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:35:44-03","UNICAMP","UEC","173755","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1773","1997","05",NA,"Brazil","Picinguaba, Morro do Corisco.",NA,"Árvore 897 com 6m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC089629","UEC089629","29","São Paulo","Ubatuba","-44.816944","-23.3025","Peixoto",NA,NA,NA,"-44.816944","-23.3025","600","600",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:35:44-03","UNICAMP","UEC","174948","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1494","1997","02",NA,"Brazil","Ubatuba, Morro do Corisco.&nf;23º18'40'' S , 44º48'44''",NA,"Árvore 38 ca. 6,5m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC029757","UEC029757","04","São Paulo","Picinguaba",NA,NA,"Lirio, EJ","2016",NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:35:44-03","UNICAMP","UEC","166782","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1866","2008",NA,NA,"Brazil","Núcleo Santa Virgínia. Parcela K.",NA,"K1221 Árvore, 10 m, com frutos. &nf;Abundância: 31 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039940","UEC039940",NA,"São Paulo","São Luiz do Paraitinga","-45.067778","-23.325556","Lirio, EJ","2016",NA,NA,"-45.067778","-23.325556","1086","1093",NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:35:44-03","UNICAMP","UEC","186028","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Padgurschi, MCG; Tamashiro, JY; Belinello, R","490","2008",NA,NA,"Brazil","PESM - Núcleo Santa Virgínia - Parcela K",NA,"Árvore, ca. 4.5m, material vegetativo. Projeto Biota Gradiente Funcional: Parcela K, indivíduo K0543; Floresta Ombrófila Densa Montana","UEC109367","UEC109367",NA,"São Paulo","São Luiz do Paraitinga","-45.068333","-23.325278","Lirio, EJ","2016",NA,NA,"-45.068333","-23.325278","1062","1093",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:35:44-03","UNICAMP","UEC","166774","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Padgurschi, MCG; Tamashiro, JY; Belinello, R","33","2008",NA,NA,"Brazil","PESM. Núcleo Santa Virgínia. Parcela K.",NA,"K0033 Árvore, ca. 8 m, sem flores ou frutos.&nf;Abundância: 2 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039899","UEC039899",NA,"São Paulo","São Luiz do Paraitinga","-45.068333","-23.325","Lirio, EJ","2016",NA,NA,"-45.068333","-23.325","1073","1093",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:35:44-03","UNICAMP","UEC","85689","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","Perkins","Melo, MMRF; Romaniuc; Godoi, JV; Muniz, CFS","1008","1994","05",NA,"Brazil","Mata de encosta na divisa de Praia Grande e Monguaguá.",NA,"Árvore ca 8m alt. Frutos imaturos verdes com manchas alvas.",NA,NA,"03","São Paulo","Santos","-46.3300018310547","-23.9599990844727","Peixoto; Peixoto","2001",NA,NA,NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA
"26","2020-04-27 16:10:40-03","UFES","VIES","11067","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","Cribari, R.S.; Assis, A.M.","51","2010","07",NA,"Brasil","Mestre Álvaro.",NA,NA,"VIES011067",NA,"23","Espírito Santo","Serra","-40.3078002929688","-20.1285991668701","Lírio, E.J.","2010","08","23",NA,NA,"220","220",NA,"16451","auto",NA,NA,NA
"27","2019-09-27 18:05:28-03","UFES","VIES","15627","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","Dan, M.L.","71","2004","08",NA,"Brasil","Parque Municipal da Fonte Grande.",NA,NA,"VIES015627","VIES015627","26","Espírito Santo","Vitória","-40.3377990722656","-20.3194007873535","Peixoto, A.L.","2010","11","16",NA,NA,NA,NA,NA,"15291","auto",NA,NA,NA
"28","2021-02-12 18:12:15-03","UFES","VIES","36936","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","Gurtler, J.; Dutra, S.C.","JAC 454","2018","02",NA,"Brasil","Fazenda Santa Rita. Ao pé da pedra da torre (P5).",NA,NA,"VIES036936","VIES036936","16","Espírito Santo","Nova Venécia","-40.441111","-18.783056",NA,NA,NA,NA,"40º26'28''W","18º46'59''S",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-04-27 16:10:40-03","UFES","VIES","25094","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","Ribeiro, M.; Almeida, T.R.R.","534","2011","07",NA,"Brasil","Reserva Biológica de Córrego Grande.",NA,NA,"VIES025094","VIES025094 VIES025094_1","04","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","Aledi, V.L.","2012","03","29",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA
"30","2020-06-29 09:31:12-03","UFRRJ","RBR","10941","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","A.L. Peixoto","431","1980","11",NA,"Brasil","Mata da Tijuca, Pai Ricardo.",NA,NA,"RBR00010941",NA,"20","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"31","2020-06-29 09:31:12-03","UFRRJ","RBR","7435","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","M. Sanchez; F. Pedroni, R.R. Laps, R. Belinello","1773","1997","05",NA,"Brasil","Picinguaba,23º18#?#19' S, 44º 48#?#61' W.",NA,NA,"RBR00007435",NA,"29","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","A.L. Peixoto",NA,NA,NA,NA,NA,"600","600",NA,"34265","auto",NA,NA,NA
"32","2020-06-29 09:31:12-03","UFRRJ","RBR","8210","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","R. Marquete; N.M.F. Silva, M.C. Valente","978","1993","04",NA,"Brasil","Tronco do Corisco, subindo o Rio Corisco.Relevo Ingreme, veg: Flor. Omb. densa submontana degradada.",NA,NA,"RBR00008210",NA,"29","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809","A.L. Peixoto",NA,NA,NA,NA,NA,"350","350",NA,"34470","auto",NA,NA,NA
"33","2020-06-29 09:31:12-03","UFRRJ","RBR","8255","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","L.D. Thomaz","1143","1992","09",NA,"Brasil",NA,NA,NA,"RBR00008255",NA,"29","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","A.L. Peixoto",NA,NA,NA,NA,NA,"650","650",NA,"23813","auto",NA,NA,NA
"34","2020-06-29 09:31:12-03","UFRRJ","RBR","8208","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","T. Konno; R. Marquete, J. Caruso, J.C. Silva","212","1993","07",NA,"Brasil","Entrada á direita da BR antes da ponte, na mata próxima ao córrego dos Micos.",NA,NA,"RBR00008208",NA,"01","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809","A.L. Peixoto",NA,NA,NA,NA,NA,"90","90",NA,"34470","auto",NA,NA,NA
"35","2020-06-29 09:31:12-03","UFRRJ","RBR","8256","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","L.D. Thomaz","1142","1993","08",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,NA,"RBR00008256",NA,"25","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","A.L. Peixoto",NA,NA,NA,NA,NA,"650","650",NA,"23813","auto",NA,NA,NA
"36","2020-06-29 09:31:12-03","UFRRJ","RBR","8662","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","L.D. Thomaz","1144","1993","03",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,NA,"RBR00008662",NA,"10","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","A.L. Peixoto",NA,NA,NA,NA,NA,"650","650",NA,"23813","auto",NA,NA,NA
"37","2020-06-29 09:31:12-03","UFRRJ","RBR","8240","S","Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","R. Romero","138","1990","10",NA,"Brasil","Picinguaba. Trilha do palmital atrás do alojamento.",NA,NA,"RBR00008240",NA,"05","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","A.L. Peixoto",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"38","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7817","PreservedSpecimen","Plantae",NA,"Angiospermae","Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","J.M. Freire; R.R. Oliveira; B.L. Rosendo","60","2008","06",NA,"Brasil","Maciço da Pedra Branca 1.10",NA,"Árvore com 6 m de altura, com 8.92 cm de CAP.","FCAB007817",NA,"11","Rio de Janeiro","Camorim","-74.977056","-66.302222","A.L. Peixoto",NA,NA,NA,"-74.977056","-66.302222","80","80",NA,NA,NA,NA,NA,NA
"39","2019-11-01 15:28:26-03","PUC-RIO","FCAB","6314","PreservedSpecimen","Plantae",NA,"Angiospermae","Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","A. Solórzano; R.R. Oliveira","2507","2002","03",NA,"Brasil","Maciço da Pedra Branca, Floresta do Camorim, Morro",NA,"Continuação da localidade: bacia do rio Camorim, vertente sudoeste.&nf;Árvore de apriximadamente 8m de altura, com diâmetro a altura do peito de 0,92m.","006314",NA,"09","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"40","2017-05-31 16:41:30-03","MNHN","RECOLNAT_MNHN_P","P00080306","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Tul.) Perk.","Pohl, J.E.",NA,NA,NA,NA,"Brésil","Brasilae prov. Sebastianopol., prope Macahé, in sylvis","hb","in Hb Martius <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080306' target='other'> <mi>dwc_moreinfo</mi></a>","P00080306","P00080306_01",NA,NA,NA,NA,NA,"Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-01-02 17:55:12-02","MNHN","RECOLNAT_MNHN_P","P00909626","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Tul.) Perk.","Braga, J.M.A.",NA,"1997","7",NA,"Brasil","Rio de Janeiro, Bairro do Recreio dos Bandeirantes, Prainha, Morro da BOa VIsta. (Area de Proteçao Ambiental)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00909626' target='other'> <mi>dwc_moreinfo</mi></a>","P00909626","P00909626_01","8","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4157",NA,NA
"42","2019-02-19 04:30:00-03","MO","MOBOT","3121763","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","utriculata","Mollinedia utriculata","Mart. ex Tul.","C.F.P. Martius","Martius s.n.","1817",NA,"South America","Brazil","Pres. Macaché.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","27984",NA,"Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1146","2006","07",NA,"Brasil","Aguas Claras, propr.: Seu Voito.",NA,"Arbusto 2,5m de alt. Flores amarelas. Mata.","MBML027984","MBML027984","27","Espírito Santo","Águia Branca","-40.666944","-18.902778","A. Peixoto/23-06-2010",NA,NA,NA,"40W40'1","18S54'10","300","300",NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","13795",NA,"Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","V. Demuner; et al","1447","2000","10",NA,"Brasil","Santo Antônio",NA,"Arvoreta 7m, frutos maduros apresentando epicarpo cor vinho escuro, mesocarpo alaranjado, semente preta. Borda de mata.","MBML013795","MBML013795","24","Espírito Santo","Santa Teresa","-40.589167","-19.922222","Al Peixoto/2006",NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","15636",NA,"Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","L. Kollmann; et al","5052","2001","11",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Arvoreto 6m. Frutos verdes.","MBML015636","MBML015636","28","Espírito Santo","Santa Teresa","-40.553056","-19.9075","Al Peixoto/2006",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","17214",NA,"Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","R.R. Vervloet; et al","477","2002","07",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Arbusto com 4m de altura, meia encosta, dossel aproximado 25m, frutos de cor verde, maduros amarelos.","MBML017214","MBML017214","16","Espírito Santo","Santa Teresa","-40.553056","-19.9075","L. Kollmann. 05-04-2004",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","20187",NA,"Plantae",NA,NA,"Monimiaceae","Macrotorus","utriculatus","Macrotorus utriculatus","(Mart.) Perkins","R.R. Vervloet; et al","1910","2003","02",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Arvoreta, ca. 3m, folhas coriáceas, carpideos imaturos verdes.","MBML020187","MBML020187","25","Espírito Santo","Santa Teresa","-40.553056","-19.9075","Al Peixoto/2006",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
