"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","eventTime","fieldNumber"
"91","2020-02-08 09:16:49-03","NBC","NL-BOTANY","U.1079116","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Constantino D",NA,"1921","09","10","Southern America","Brazil",NA,"Rio de Janeiro in rabulosis maritinús Praia do Pinto.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079116 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079116","NL-U1079116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"92","2020-02-08 09:16:49-03","NBC","NL-BOTANY","U.1079117","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Kuhlmann JG",NA,"1919","11","01","Southern America","Brazil",NA,"Rio de Janeiro prope urbem loco Mundo Novo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079117","NL-U1079117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"93","2020-02-08 09:16:49-03","NBC","NL-BOTANY","U.1079119","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Klein RM",NA,"1955","08","04","Southern America","Brazil",NA,"Plantas da Santa Catarina - Brasil. Morro da Fazenda, Itajaí, Mata.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079119","NL-U1079119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"94","2020-02-08 09:16:49-03","NBC","NL-BOTANY","U.1079120","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Klein RM",NA,"1955","01","18","Southern America","Brazil",NA,"Plantas da Santa Catarina - Brasil. Mata da Cia. Hering. Bllumenau, Mata.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079120 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079120","NL-U1079120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"95","2020-02-08 09:16:49-03","NBC","NL-BOTANY","U.1079121","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Reitz R; Klein RM",NA,"1957","12","30","Southern America","Brazil",NA,"Plantas da Santa Catarina - Brasil. Peroba, Sabiá, Vidal Ramos, Mata.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079121","NL-U1079121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"96","2020-02-08 09:16:49-03","NBC","NL-BOTANY","U.1079122","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Klein RM",NA,"1966","12","20","Southern America","Brazil",NA,"Plantas da Ilha de Santa Catarina-Florianopolis-S.C.-Brasil. Morro do Ribeirão.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079122 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079122","NL-U1079122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"97","2020-02-08 09:16:49-03","NBC","NL-BOTANY","WAG.1476100","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Cervi AC; Hatschbach GG; Cordeiro J",NA,"1989","10","27","Southern America","Brazil",NA,"Parque Vila Velha (mun. Ponta Grossa) Parana.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1476100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1476100","NL-WAG1476100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"98","2020-02-08 09:16:49-03","NBC","NL-BOTANY","WAG.1476101","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Carvalho AMV de; Guedes ML; Pennington TR",NA,"1991","06","15","Southern America","Brazil",NA,"Flora da Bahia, Brasil. Municipio de Salvador, Dunas de Itapoa. Arredores da Leqoa de Abeete.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1476101 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1476101","NL-WAG1476101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"99","2020-02-08 09:16:49-03","NBC","NL-BOTANY","WAG.1476102","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Heringer EP; et al.",NA,"1980","07","08","Southern America","Brazil",NA,"Brasilia DF, Bacia do Rio Sao Bartolomeu.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1476102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1476102","NL-WAG1476102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"100","2020-02-08 09:16:49-03","NBC","NL-BOTANY","WAG.1476103","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Mori SA; Boom BM; Carvalho AMV de; Santos TS dos",NA,"1981","04","29","Southern America","Brazil",NA,"Plants of Brazil. Bahia: Municipality of Una, Marui, border of the Fazendas Marium and Dois de Julho, 33 km SW of Olivenca on the road from Olivenca to Buerarema.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1476103 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1476103","NL-WAG1476103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"101","2020-02-08 09:16:49-03","NBC","NL-BOTANY","WAG.1476104","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Heringer EP; et al.",NA,"1979","12","18","Southern America","Brazil",NA,"Brasilia DF. Bacia do Rio Sao Bartolomeu.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1476104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1476104","NL-WAG1476104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"102","2020-02-08 09:16:49-03","NBC","NL-BOTANY","WAG.1476105","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Hatschbach GG",NA,"1965","10","14","Southern America","Brazil",NA,"Est. Parana (Brasil). Rio da Vargem.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1476105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1476105","NL-WAG1476105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"103","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L 0931169","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sellowii","Aspidosperma sellowii","Müll.Arg.","isotype","Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200931169 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0931169","NL-L0931169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"104","2020-11-04 10:54:42-03","ESALQ","ESA","141106","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","36.0","2017","04","20",NA,"Brasil","Rio de Janeiro","Ilha do Governador; Base de Fuzileiros Navais; Trilha das Pelonas; Floresta Ombrófila Densa",NA,"Árvore; 8 metros de altura; frutos imaturos marrom","ESA141106",NA,"Rodrigues, R.R.","Rio de Janeiro","-43.1834","-22.7827",NA,NA,NA,"2017","04","26",NA,NA,"-43.1834","-22.7827",NA,NA,NA,NA,NA
"105","2020-11-04 10:59:42-03","ESALQ","ESA","69730","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Silva, J.M. ; Abe, L.M.","3107.0","1999","12","14",NA,"Brasil","Paraná",NA,NA,NA,"ESA069730","ESA069730","Hatschbach, G.","Tunas do Paraná","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA
"106","2020-11-04 10:54:42-03","ESALQ","ESA","141253","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","376.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Base dos Fuzilieros Navais. 3° Batalhão Paissandu. Na trilha ao lado da estrada.",NA,"Árvore ca. 2,5 m, vegetativo. Material em sílica.","ESA141253",NA,"R.R. Rodrigues","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"2017","04","27","57442","auto","-43,159,195","-22,780,183",NA,NA,NA,NA,NA
"107","2020-11-04 10:54:42-03","ESALQ","ESA","139348","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","376.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Base dos Fuzilieros Navais. 3° Batalhão Paissandu. Na trilha ao lado da estrada.",NA,"Árvore ca. 2,5 m, vegetativo. Material em sílica.","ESA139348",NA,"R.R. Rodrigues","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"2017","04","27","57442","auto","-43,159,195","-22,780,183",NA,NA,NA,NA,NA
"108","2021-01-14 15:20:37-03","MN","R","218460","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Queiroz, L.P. 7978; Gross, E. ; Souza, E.R.; Leite, K.R.B. & Reis, P.S.",NA,"2003","11","27",NA,"Brasil","Bahia",NA,NA,NA,"R010014671",NA,"Souza-Silva, R.F.","Remanso","-41.365","-9.316111","446","446",NA,"2006","06",NA,NA,NA,"41°21'54''W","9°18'58''S",NA,NA,NA,NA,NA
"109","2021-01-14 15:20:37-03","MN","R","213895","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Guedes, M.L.","19574","2012","04","06",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Rodarte, A.T.A.",NA,NA,NA,NA,NA,NA,"2012","11","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-01-14 15:20:37-03","MN","R","218461","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Mello Filho, L.E. 1993; Rente, J.A.",NA,"1961","10","26",NA,"Brasil","São Paulo",NA,NA,NA,"R010013934,R010013935,R010013936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-01-14 15:20:37-03","MN","R","219421","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Mello Filho, L.E.","4645","1981","12",NA,NA,NA,NA,NA,NA,NA,"R010014694,R010014695,R010014696",NA,"Mello Filho, L.E.",NA,NA,NA,NA,NA,NA,"1981","02","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-04-02 18:54:33-03","MN","R","45772","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Duarte, A.P.",NA,"1945","11","04",NA,NA,NA,NA,NA,NA,NA,NA,"Duarte, A.P.",NA,NA,NA,NA,NA,NA,"1964","12","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-01-14 15:20:37-03","MN","R","52084","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Schwacke, C.A.W.",NA,"1882","11","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Handro, O.",NA,NA,NA,NA,NA,NA,"1961","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-01-14 15:20:37-03","MN","R","195846","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Mello Filho, L.E. 6040",NA,"1992","12","05",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"115","2021-01-14 15:20:37-03","MN","R","195845","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Mendes, C.V.; Mello Filho, L.E. 5731 & Sampaio, R. 237",NA,"1994","12","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA
"116","2021-01-14 15:20:37-03","MN","R","168688","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","2438","1988","12","27",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"117","2021-01-14 15:20:37-03","MN","R","218463","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Pinheiro, M.C.B.","394","1988","10","21",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R010014683",NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-01-14 15:20:37-03","MN","R","168690","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","2021","1985","07","28",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"119","2021-01-14 15:20:37-03","MN","R","160506","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"120","2021-01-14 15:20:37-03","MN","R","146056","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1019","1984","08","16",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"121","2021-01-14 15:20:37-03","MN","R","168689","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","2056","1988","02","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"122","2021-01-14 15:20:37-03","MN","R","146058","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1018","1984","08","16",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"123","2021-01-14 15:20:37-03","MN","R","148870","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1071","1985","05","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"124","2021-01-14 15:20:37-03","MN","R","146060","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1016","1984","08","16",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"125","2021-03-31 13:35:11-03","MN","R","231008","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Pinto, C.G. 182; Rodrigues, L.",NA,"2000","05","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R010032262,R010032263,R010032264",NA,"Pinto, C.G.","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"126","2021-01-14 15:20:37-03","MN","R","146059","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1020","1984","08","16",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"127","2021-01-14 15:20:37-03","MN","R","218464","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Lima, H.A.",NA,"2003","04","24",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R010014681,R010014682",NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"128","2021-01-14 15:20:37-03","MN","R","161055","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.",NA,"1984","08","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"129","2021-01-14 15:20:37-03","MN","R","194938","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Maia, V.C.",NA,"1997","02","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-01-14 15:20:37-03","MN","R","176425","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","2180","1988","06","27",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-01-14 15:20:37-03","MN","R","168691","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","2228","1988","07","02",NA,"Brasil","Rio de Janeiro",NA,NA,"Projeto Em Área de Impacto - CNPq",NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-01-14 15:20:37-03","MN","R","159311","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1639","1987","07","17",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"133","2021-01-14 15:20:37-03","MN","R","218462","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Santos, R.P.R. 135; Barros, C. 8 & Vieira, R.C. 327",NA,"1986","09","15",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R010014684",NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"134","2021-01-14 15:20:37-03","MN","R","195911","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Argôlo, A.M.","491","1999","01","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"135","2021-01-14 15:20:37-03","MN","R","178063","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Barros, A.A.M. 181; Rizzini, C.M. 400 & Occhioni, E.M. 585",NA,"1987","11","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Souza, A.","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"1990",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-01-14 15:20:37-03","MN","R","218465","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Klein, R.M.","6973","1966","12","20",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,"Markgraf, F.","Florianópolis","-48.5491981506348","-27.596700668335","350","350",NA,"1967",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"137","2021-01-14 15:20:37-03","MN","R","160820","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","809","1982","04","20",NA,"Brasil","Rio de Janeiro","Grumari",NA,NA,NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"138","2021-01-14 15:20:37-03","MN","R","219420","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Alves, M.V.S. 344; Araujo, D.S.D.",NA,"1989","11","28",NA,"Brasil","Rio de Janeiro","Ilha Grande",NA,NA,"R010014561",NA,NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"139","2021-01-14 15:20:37-03","MN","R","164088","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1943","1987","12","17",NA,"Brasil","Rio de Janeiro","Itaipuaçu",NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"140","2021-01-14 15:20:37-03","MN","R","161073","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1016","1984","08","16",NA,"Brasil","Rio de Janeiro","Itaipuaçu",NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"141","2021-01-14 15:20:37-03","MN","R","160821","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Souza, A.","1035","1984","10","07",NA,"Brasil","Rio de Janeiro","Itaipuaçu",NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
