"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","442927","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","R. C. Barneby","L. Riedel","48","1831","12",NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442927","NY00442927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","419352","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","R. C. Barneby","J. C. Lindeman","6319","1971","07","14","South America","Brazil","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794","sheet","6RP6/10 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171377' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419352","NY00419352_01","No terreno da Cia, Perynas ao S de Cabo Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","419348","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","R. C. Barneby","W. Hoehne","5795","1964","07","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","-43.369099","-22.995332","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419348","NY00419348_01","Barra de Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 14:43:00-02","NY","NYBG","419351","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","elliptica","Mimosa elliptica",NA,"R. C. Barneby","B. D. Sucre","1265","1966",NA,NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031","sheet","Collection date 30/LL/1966 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419351","NY00419351_01","Guanabara, restinga da Marambaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:19:50-03","UFRJ","RFA","25657","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Lucas Jordão","F. M. B. Pereira","19/47","2000","10","28",NA,"Brasil","Rio de Janeiro","Guapimirim","-43.076944","-22.681944",NA,"Hábito rasteiro, folha verde, flor rosa, abundante no local.","RFA39449",NA,"Fazendas Sendas.","2","2",NA,"2012","10","05","43º4'37''W","22º40'55''S",NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:30:35-03","UFRJ","RFA","42324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","M.F. Castilhori","A. A. Silva",NA,"2015","05","16",NA,"Brasil","Rio de Janeiro","Carapebus","-41.6875","-22.2975",NA,"Planta rastejante 22 cm. caule com espinhos; fruto seco do tipo legume, muito comum no local","RFA36259",NA,"Parque Nacional da Restinga de Jurubatiba (Macaé, Carapebus e Quissamã)",NA,NA,NA,"2018","11","07","41º41'15''W","22º17'51''S",NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:30:35-03","UFRJ","RFA","34845","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","M.F. Castilhori","Claudia M. Vieira; M.A.Louzada","1335","2004","01","18",NA,"Brasil","Rio de Janeiro","Itaocara","-42.076099395752","-21.6692008972168",NA,"Árvore, heliófila, ocasional. Espinhos esparsos nos ramos. Inflorescência e botões verdes, flores com estames alvos","RFA22409",NA,"Trecho entre Itaocara e a Ilha do Capixete",NA,NA,NA,"2018","11","07",NA,NA,"22830","auto",NA,NA,NA,NA,NA
"18","2020-06-29 11:30:35-03","UFRJ","RFA","33267","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","M.F. Castilhori","Tatiana U.P.Konno; Rosana C. Lopes, Cássia M.Sakuragui, Eduardo de Araújo P. Gomes","947","2007","05","05",NA,"Brasil","Rio de Janeiro","Macaé","-42.155556","-22.502778",NA,"Erva rastejante cerca de 30cm,folhas herbáceas,flores rosadas,comum no local","RFA21765",NA,"Restinga de Jurubatiba, Lagoa de Cabiúnas",NA,NA,NA,"2018","11","07","42º9'20''W","22º30'10''S",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309428","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Lindeman JC",NA,"1971","07","14","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309428","NL-U1309428","Restinga no terrano da Cia, Perynas ao S de Cabo Frio, RJ.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2021-01-14 15:29:56-03","MN","R","103243","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão. L.","Smith, L.B.; Magnanini, A.; Oliveira e Silva, S.L.; Dau, L.; Ormond, W.T. & Silva, Z.L.","6610","1952","04","17",NA,"Brasil","Rio de Janeiro","Cabo Frio","-42.031667","-22.946667",NA,"Smithsonian Institution",NA,NA,NA,NA,NA,NA,"2012","09","25","42°1'54''W","22°56'48''S",NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:29:56-03","MN","R","103244","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão. L.","Smith, L.B.; Magnanini, A.; Oliveira e Silva, S.L.; Dau, L.; Ormond, W.T. & Silva, Z.L.","6615","1952","04","17",NA,"Brasil","Rio de Janeiro","Cabo Frio","-42.031667","-22.946667",NA,"Smithsonian Institution",NA,NA,NA,NA,NA,NA,"2012","09","25","42°1'54''W","22°56'48''S",NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:29:56-03","MN","R","138736","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Segadas-Vianna, F.","3596","1950","11","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.346944","-23.003611",NA,NA,NA,NA,"Recreio dos Bandeirantes",NA,NA,NA,NA,NA,NA,"43°20'49''W","23°00'13''S",NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:29:56-03","MN","R","208510","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Fontella, J.P.; Santo, I.E.","4031","2007","12","13",NA,"Brasil","Rio de Janeiro","Macaé","-41.683333","-22.283333",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14","41°41'W","22°17'S",NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:29:56-03","MN","R","209516","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Castilhori, M.F. ; Santo, I.E.","273","2009","02","11",NA,"Brasil","Rio de Janeiro","Macaé","-41.688333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14","41°41'18''W","22°17'70''S",NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:29:56-03","MN","R","219628","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Jordão, L.S.B.","57","2013","01","25",NA,"Brasil","Rio de Janeiro","Magé","-43.195639","-22.647",NA,NA,NA,NA,NA,"22","22",NA,NA,NA,NA,"43°11'44.3W","22°38'49.2 S",NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:29:56-03","MN","R","219705","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Jordão, L.S.B.","56","2013","01","25",NA,"Brasil","Rio de Janeiro","Magé","-43.195639","-22.647",NA,NA,NA,NA,NA,"22","22",NA,NA,NA,NA,"43°11'44.3W","22°38'49.2 S",NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:29:56-03","MN","R","219706","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Jordão, L.S.B.","59","2013","01","25",NA,"Brasil","Rio de Janeiro","Magé","-43.196083","-22.646944",NA,NA,NA,NA,NA,"22","22",NA,NA,NA,NA,"43°11'45.9W","22°38'49.0 S",NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:29:56-03","MN","R","219708","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Jordão, L.S.B.","49","2013","01","24",NA,"Brasil","Rio de Janeiro","Magé","-43.196083","-22.646944",NA,NA,NA,NA,NA,"22","22",NA,NA,NA,NA,"43°11'45.9W","22°38'49.0 S",NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:29:56-03","MN","R","138741","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Segadas-Vianna, F.","4235","1951","02",NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,"2012","09","25",NA,NA,"25964","auto",NA,NA,NA,NA,NA
"30","2021-01-14 15:29:56-03","MN","R","138738","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Cowan, R.S.","Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline & Lorêdo Jr., J.","s.n.","1953","08","12",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,"1959","08",NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"31","2021-01-14 15:29:56-03","MN","R","138737","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Cowan, R.S.","Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline & Lorêdo Jr., J.","s.n.","1953",NA,NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,"1959",NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"32","2021-01-14 15:29:56-03","MN","R","138735","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Segadas-Vianna, F.","4148","1951","02",NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"33","2021-01-14 15:29:56-03","MN","R","130731","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Cowan, R.S.","Mello Filho, L.E.","1106","1951","02",NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,"1959","08",NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"34","2021-01-15 14:42:18-03","MN","R","108867","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline & Lorêdo Jr., J.","Restinga I - 311","1953","05","24",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"35","2021-01-14 15:29:56-03","MN","R","108864","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline & Lorêdo Jr., J.","s.n.","1953","05","24",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"36","2021-01-15 14:42:18-03","MN","R","108863","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.",NA,"Segadas-Vianna, F.","Restinga I - 564","1953","05","24",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"37","2021-01-14 15:29:56-03","MN","R","67460","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Oliveira, R.F.","Sampaio, A.J.","s.n.","1939",NA,NA,NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,NA,NA,NA,NA,NA,NA,"1965",NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA
"38","2021-01-14 15:29:56-03","MN","R","66747","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Sampaio, A.J.","2998","1918","04",NA,NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,NA,NA,NA,NA,NA,NA,"1965","03","17",NA,NA,"62761","auto",NA,NA,NA,NA,NA
"39","2021-01-14 15:29:56-03","MN","R","208120","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Bove, C.P.; Moreira, C.B. & Malva, G.","s.n.","1999","09","30",NA,"Brasil","Rio de Janeiro","Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14",NA,NA,"13257","auto",NA,NA,NA,NA,NA
"40","2021-01-14 15:29:56-03","MN","R","190326","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Oliveira, M.C.; Silva, I.M. 373; Souza, C. 12 & Souza, P.C.T.","398","1996","10","28",NA,"Brasil","Rio de Janeiro","Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14",NA,NA,"13257","auto",NA,NA,NA,NA,NA
"41","2021-01-14 15:29:56-03","MN","R","199621","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Fontella, J.P.; Silva, I.M. 865 & Moreira, F.F. 339","3574","2001","11","20",NA,"Brasil","Rio de Janeiro","Quissamã","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14",NA,NA,"33509","auto",NA,NA,NA,NA,NA
"42","2021-01-14 15:29:56-03","MN","R","202026","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Boscolo, O.H.","129","2001","12","06",NA,"Brasil","Rio de Janeiro","Quissamã","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14",NA,NA,"33509","auto",NA,NA,NA,NA,NA
"43","2021-01-14 15:29:56-03","MN","R","205824","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Bove, C.P.; Paz, J.","s.n.","2005","07","06",NA,"Brasil","Rio de Janeiro","Quissamã","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14",NA,NA,"33509","auto",NA,NA,NA,NA,NA
"44","2021-01-14 15:29:56-03","MN","R","205833","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Bove, C.P.; Paz, J.","s.n.","2005","07","05",NA,"Brasil","Rio de Janeiro","Quissamã","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14",NA,NA,"33509","auto",NA,NA,NA,NA,NA
"45","2021-01-14 15:29:56-03","MN","R","208667","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Fontella, J.P.; Castilhori, M.F.","4080","2008","05","06",NA,"Brasil","Rio de Janeiro","Quissamã","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14",NA,NA,"33509","auto",NA,NA,NA,NA,NA
"46","2021-01-14 15:29:56-03","MN","R","208825","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Fontella, J.P.; Teixeira, S. 74","3807","2003","10","14",NA,"Brasil","Rio de Janeiro","Quissamã","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11","14",NA,NA,"33509","auto",NA,NA,NA,NA,NA
"47","2021-01-14 15:29:56-03","MN","R","220451","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Braga, H.N.","Braga, H.N.","1327","2000","09","01",NA,"Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,NA,NA,NA,"2003","05",NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA
"48","2021-01-14 15:29:56-03","MN","R","64441","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Oliveira, R.F.","Sampaio, A.J.","1325","1914","12",NA,NA,"Brasil","Rio de Janeiro","São João da Barra","-41.0511016845703","-21.6403007507324",NA,NA,NA,NA,NA,NA,NA,NA,"1965","03","17",NA,NA,"31235","auto",NA,NA,NA,NA,NA
"49","2021-01-14 15:29:56-03","MN","R","64484","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Jordão, L.","Rangel, A.L.; Schwacke, C.A.W.","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Campo Grande",NA,NA,NA,"2012","09","25",NA,NA,"57442","auto",NA,NA,NA,NA,NA
"50","2021-01-14 15:29:56-03","MN","R","138739","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Cowan, R.S.","Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline & Lorêdo Jr., J.","s.n.","1953","05","27",NA,"Brasil","Rio de Janeiro","Casimiro de Abreu","-42.2042007446289","-22.4806003570557",NA,NA,NA,NA,"Distrito de Barra de São Jõao",NA,NA,NA,"1959",NA,NA,NA,NA,"24732","auto",NA,NA,NA,NA,NA
"51","2021-01-14 15:29:56-03","MN","R","64535","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","elliptica","Mimosa elliptica","Benth.","Oliveira, R.F.","Ule, E.H.G.","s.n.","1897","12",NA,NA,"Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"Inhomirim",NA,NA,NA,"1965","03","17",NA,NA,"20531","auto",NA,NA,NA,NA,NA
"52","2019-11-08 11:07:10-03","IPA","IPA","39590","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","cinerea","Mimosa cinerea","Vell.",NA,"Glaziou","3932",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IPA0039590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-02-22 11:45:38-03","IPA","IPA","59433","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","cinerea","Mimosa cinerea","Vell.","Rita Pereira","Oliveira, J.","11","2001","03",NA,"Southern America","Brasil","Rio Grande do Norte","Parelhas","-36.6575012207031","-6.68777990341187",NA,"Flor rosa.","IPA0059433",NA,NA,NA,NA,NA,"2001","08","27",NA,NA,"21363","auto",NA,NA,NA,NA,NA
