"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"91","2019-08-27 13:34:01-03","IAP","PACA-AGP","97450","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","A. C. Araújo","Ohlweiler, A. A.","1996","12","09","Brasil","RS","Canoas","Parque Getúlio Vargas.","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"PACA097450",NA,"1998",NA,NA,"469","HASU 7822.","Magnoliophyta","Violales",NA,NA,"8037","auto","Magnoliatae",NA,NA,NA,NA
"92","2019-08-27 13:34:01-03","IAP","PACA-AGP","90381","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","A. C. Araújo","Ohlweiler, A. A.","1998","02",NA,"Brasil","RS","Canoas","Parque Getúlio Vargas.","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"PACA090381",NA,NA,NA,NA,"395","HASU 6526.&nf;Arvoreta com 3,5m de altura, de ramos flexuosos. Habitat: Beira de mata. Hábito: arvoreta","Magnoliophyta","Violales",NA,NA,"8037","auto","Magnoliatae",NA,NA,NA,NA
"93","2019-08-27 13:34:01-03","IAP","PACA-AGP","76312","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","J. A. Jarenkow","J. A. Jarenkow","1989","01","06","Brasil","RS","Capão do Leão","Horto Bot. Irm. Teodoro Luis","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"PACA076312",NA,"1989","09",NA,"1214","7m de alt. Habitat: Em borda de mata arenosa Fenofase: flor Hábito: árvore","Magnoliophyta","Violales",NA,NA,"28605","auto","Magnoliatae",NA,NA,NA,NA
"94","2019-08-27 13:34:01-03","IAP","PACA-AGP","31256","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1946","01","15","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA031256",NA,"1954","07","31",NA,"sicher, 31,7,1954.; ster. Habitat: in araucarieto","Magnoliophyta","Violales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA
"95","2019-08-27 13:34:01-03","IAP","PACA-AGP","39","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1933","11","16","Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,NA,"PACA000039",NA,"1954","07","31",NA,"sicher, 31,7,1954.; fl.subaperto Habitat: in silva campestri","Magnoliophyta","Violales",NA,NA,"7214","auto","Magnoliatae",NA,NA,NA,NA
"96","2019-08-27 13:34:01-03","IAP","PACA-AGP","57565","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","J. Pivetta","1953","10","30","Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"PACA057565",NA,"1957","05","13","671","sicher, 13,5,1957.; fl. Habitat: in silva","Magnoliophyta","Violales",NA,NA,"36807","auto","Magnoliatae",NA,NA,NA,NA
"97","2019-08-27 13:34:01-03","IAP","PACA-AGP","48016","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Sehnem, A.","1946","11","16","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA048016",NA,"1954","07","31","2302","Habitat: in silva primaeva Fenofase: flor","Magnoliophyta","Violales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA
"98","2019-08-27 13:34:01-03","IAP","PACA-AGP","72340","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","A. Sehnem","Sehnem, A.","1973","02","24","Brasil","RS","Montenegro","Morro Sao Joao","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA072340",NA,"1978",NA,NA,NA,"Habitat: arbor in cacumine montis Fenofase: fruto","Magnoliophyta","Violales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA
"99","2019-08-27 13:34:01-03","IAP","PACA-AGP","28539","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1945","03",NA,"Brasil","RS","Nonoai","ad fl. Uruguai","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"PACA028539",NA,"1954","07","31",NA,"sicher, 31,7,1954.; ster. Habitat: in araucarieto","Magnoliophyta","Violales",NA,NA,"35080","auto","Magnoliatae",NA,NA,NA,NA
"100","2019-08-27 13:34:01-03","IAP","PACA-AGP","106420","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","M. Grings","M. Grings","2008","11","02","Brasil","RS","Nova Petropolis","bairro Alpina, Mato da Creche","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"PACA106420",NA,NA,NA,NA,"272","árvore com início de botões florais Habitat: em floresta com araucária em estado secundário","Magnoliophyta","Violales",NA,NA,"14669","auto","Magnoliatae",NA,NA,NA,NA
"101","2019-08-27 13:34:01-03","IAP","PACA-AGP","48656","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Sehnem, A.","1945","10","24","Brasil","RS","Pareci Novo",NA,"-51.3974990844727","-29.6382999420166",NA,NA,"50","50","PACA048656",NA,"1954","07","31","1422","Com duplicata no HASU. Habitat: in silva Fenofase: flor","Magnoliophyta","Violales",NA,NA,"9951","auto","Magnoliatae",NA,NA,NA,NA
"102","2019-08-27 13:34:01-03","IAP","PACA-AGP","30015","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Emrich, K.",NA,NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA030015",NA,"1954","07","31",NA,"sicher, 31,7,1954.; florens .; SINE DIE Habitat: in silva campestri","Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"103","2019-08-27 13:34:01-03","IAP","PACA-AGP","41635","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1949","05","18","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA041635",NA,"1954","07","31",NA,"sicher, 31,7,1954.; fr.nondum aperto Habitat: in silva campestri","Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"104","2019-08-27 13:34:01-03","IAP","PACA-AGP","29320","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1945","10","26","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA029320",NA,"1954","07","31",NA,"sicher, 31,7,1954.; fl. Habitat: in silva campestri","Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"105","2019-08-27 13:34:01-03","IAP","PACA-AGP","38441","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1948","12","01","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA038441",NA,"1954","07","31",NA,"sicher, 31,7,1954.; fl. Habitat: in silva campestri","Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"106","2019-08-27 13:34:01-03","IAP","PACA-AGP","40094","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1949","01","22","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA040094",NA,"1954","07","31",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor","Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"107","2019-08-27 13:34:01-03","IAP","PACA-AGP","40366.1","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1949","03","03","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA040366-1",NA,"1954","07","31",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: fruto","Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"108","2019-08-27 13:34:01-03","IAP","PACA-AGP","46096","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1950","03","03","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA046096",NA,"1954","07","31",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: fruto","Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"109","2019-08-27 13:34:01-03","IAP","PACA-AGP","90374","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","T. C. de Marchi","T. C. de Marchi","2001","02","24","Brasil","RS","Santo Antonio da Patrulha",NA,"-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"PACA090374",NA,NA,NA,NA,"18","HASU 10766.","Magnoliophyta","Violales",NA,NA,"29157","auto","Magnoliatae",NA,NA,NA,NA
"110","2019-08-27 13:34:01-03","IAP","PACA-AGP","38605","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1948","12","07","Brasil","RS","São Leopoldo","ad montem das Cabras","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA038605",NA,"1954","07","31",NA,"Habitat: in silva campestri Fenofase: flor","Magnoliophyta","Violales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"111","2019-08-27 13:34:01-03","IAP","PACA-AGP","103734","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Sobral, M.","Jagmin, N.",NA,NA,NA,"Brasil","RS","São Leopoldo","margem do Rio dos Sinos","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA103734",NA,NA,NA,NA,NA,"Xiloteca nº 91","Magnoliophyta","Violales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"112","2019-08-27 13:34:01-03","IAP","PACA-AGP","90409","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","A. C. Araújo","C. Steffen","1994","02","26","Brasil","RS","Sapiranga","Picada Verão.","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA090409",NA,NA,NA,NA,NA,"HASU 4739.","Magnoliophyta","Violales",NA,NA,"11711","auto","Magnoliatae",NA,NA,NA,NA
"113","2019-08-27 13:34:01-03","IAP","PACA-AGP","90363","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","C. Mondin","Mondin, C.","2001","11","15","Brasil","RS","Taquara","Rodovia RS 20.","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"PACA090363",NA,"2001","11",NA,"2467","HASU 14396.&nf;Árvore com cerca de 9m de altura. Habitat: Em beira de estrada. Fenofase: flores amarelas Hábito: árvore","Magnoliophyta","Violales",NA,NA,"22252","auto","Magnoliatae",NA,NA,NA,NA
"114","2019-08-27 13:34:01-03","IAP","PACA-AGP","61672","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Camargo, O. R.","1957","12","10","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"PACA061672",NA,"1958","09","29","2804","SEM MATERIAL Habitat: in silva Fenofase: flor","Magnoliophyta","Violales",NA,NA,"21657","auto","Magnoliatae",NA,NA,NA,NA
"115","2019-08-27 13:34:01-03","IAP","PACA-AGP","48774.1","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Emrich-Rambo","Rambo, B.","1951","01","18","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA048774-1",NA,"1954","07","31",NA,"sicher, 31,7,1954.; fr.submaturo Habitat: in silva riparia","Magnoliophyta","Violales",NA,NA,"20837","auto","Magnoliatae",NA,NA,NA,NA
"116","2019-08-27 13:34:01-03","IAP","PACA-AGP","58364","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","L. B. Smith","R. Klein","1953","04","04","Brasil","SC","Palhoça","Anitapolis","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"PACA058364",NA,"1954",NA,NA,"431","HBR 7547 Habitat: in silva Fenofase: flor Hábito: árvore","Magnoliophyta","Violales",NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA
"117","2020-12-20 21:17:53-03","UFV","VIC","29300","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth","Dias, M.C.","Francisco, E.M.; et al.","1999","12","14","Brasil","Paraná","Rolândia","Fazenda Conquista","-51.3692016601562","-23.309700012207",NA,NA,NA,NA,"VIC029300",NA,"2000",NA,NA,"s.n.","Árvore de 15 m, botões florais amarelos.",NA,NA,NA,NA,"19311","auto",NA,NA,NA,NA,NA
"118","2020-12-20 21:17:53-03","UFV","VIC","034350","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth",NA,"Venzket, T.S.","2008","12","30","Brasil","Rio Grande do Sul","Pelotas","Colônia Maciel","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"VIC034350","VIC034350",NA,NA,NA,"s.n.","7 m de altura, DAP 32 cm",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"119","2021-03-24 17:09:58-03","UFES","SAMES","10396","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S; Firmino, A.D.","2020","01","07","Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596","-399319445.0","-196969444.0",NA,NA,"SAMES10396",NA,NA,NA,NA,"9453","Planta com 7 metros de altura. Fruto verde e amarelo quando maduro.",NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA
"120","2021-03-24 17:09:58-03","UFES","SAMES","10239","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Pereira, O.J.; Penha, J.S.;Lemes, B.X.","2019","11","19","Brasil","Espírito Santo","Aracruz","Reserva Biológica de Comboios. Restinga Holocênica. Reserva Biológica de Comboios","-40.2733001708984","-19.8202991485596","-399313889.0","-196966666.0",NA,NA,"SAMES10239",NA,NA,NA,NA,"9368","Planta com 7 m altura. Flor amarela. Exala perfume. Habitat: Formação Florestal não inundável",NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA
"121","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030581","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","G. Hatschbach","P. I. Oliveira; J. Cordeiro","1985","2","4","Brazil","Parana",NA,"Serra do Capivari Grande (Mun. Campina Grande do Sul).","-49.0833","-25.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"852","Árvore 6 m, flor amarela.","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-27 13:52:44-03","UFS","ASE","41449","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Cordeiro, J; Barboza, E","Geraldino, HCL","2006","01","26","Brasil","Paraná","Tuneiras do Oeste","Fazenda Água do Índio","-52.5233","-23.5215","-52.5233","-23.5215",NA,NA,"ASE0042963",NA,"2007","02",NA,"179","Árvore ca. 6 m, com frutos imaturos verdes e maduros avermelhados. Na beira de aceiro.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:40:34-03","UNICAMP","UEC","48479","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Leitão Filho, HF; Leitão, PF","1984","12","11","Brazil","Minas Gerais","Poços de Caldas","Cascata das Antas.","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"UEC046857","UEC046857",NA,NA,NA,"2233","Árvore até 6m; flores amarelas ornamentais.; Mata ciliar.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:40:34-03","UNICAMP","UEC","21177","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Hatschbach, G","Hatschbach, G","1979","12","14","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"UEC046854","UEC046854","1980",NA,NA,"42651","Árvore 6m, flor amarela. Capão.","Magnoliopsida",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"125","2021-03-01 16:40:34-03","UNICAMP","UEC","75972","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Hatschbach, G","Silva, JM; Poliquesi, CB","1994","04","13","Brazil","Paraná","Quatro Barras","Borda de Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"UEC046850","UEC046850","1994",NA,NA,"1311","Árvore, 5m, frutos avermelhados. Da mata.","Magnoliopsida",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"126","2021-03-01 16:40:34-03","UNICAMP","UEC","56926","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Hatschbach, G","Silva, JM; Guimarães, D","1991","01","08","Brazil","Paraná","Quatro Barras","Borda de Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"UEC046856","UEC046856","1991",NA,NA,"908","Árvore 6m, flor amarelo pálido. Erval.","Magnoliopsida",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"127","2021-03-01 16:40:34-03","UNICAMP","UEC","81536","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Jarenkow, JA","Jarenkow, JA","1989","01","06","Brazil","Rio Grande do Sul","Capão do Leão","Horto Botânico Irmão Teodoro Luis.","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"UEC046852","UEC046852","1989","09",NA,"1214","Árvore com ca. de 7m alt., em borda de mata arenosa. Flores amarelo-ouro.","Magnoliopsida",NA,NA,NA,"28605","auto",NA,NA,NA,NA,NA
"128","2021-03-01 16:40:34-03","UNICAMP","UEC","47632","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Sobral, M","Sobral, M; Sander, P; Schenckel, E","1984","11","22","Brazil","Rio Grande do Sul","Porto Alegre","Morro Santana.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"UEC046855","UEC046855","1984",NA,NA,"3512","Arvoreta 4m alt.; em beira de mata; flores amarelas., em botão.","Magnoliopsida",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"129","2021-03-01 16:40:34-03","UNICAMP","UEC","48178","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Torres, RB","Sobral, M","1984","01",NA,"Brazil","Rio Grande do Sul","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"UEC046853","UEC046853","1988","04",NA,"3144","Árvoreta ca. 4m alt.; em beira de mata; flores amarelas.","Magnoliopsida",NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"130","2020-04-22 16:19:34-03","UFPB","JPB","6886","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","Benth.",NA,"Sehnem, A","1900","01","01","Brasil","Rio Grande do Sul","Pareci Novo-Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPB6886",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-01-17 11:26:21-02","PUCRS","MPUC","9225","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A Gray) Benth","P. Brack",NA,"1996","05","03","Brasil","SC","Florianópolis","Ponta das Canas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,"27000","auto","Magnoliopsida",NA,"1",NA,NA
"132","2019-01-17 11:26:21-02","PUCRS","MPUC","11972","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A Gray) Benth","P.J.S. Silva Filho",NA,"2008","07","17","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,"2009","01","01",NA,"Borda da mata",NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"133","2019-01-17 11:26:21-02","PUCRS","MPUC","17568","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A Gray) Benth","P.J.S. Silva Filho",NA,"2010","11","21","Brasil","RS","Viamão","Entorno do lago de Tarumã","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,"2010","01","01",NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"2","1224",NA
"134","2019-01-17 11:26:21-02","PUCRS","MPUC","5495","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A Gray) Benth",NA,NA,"1990","12","09","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"135","2019-03-14 10:34:00-03","PUCRS","MPUC","22383","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A Gray) Benth","N.I. Matzenbacher",NA,"2011","05","07","Brasil","RS","Guaíba","Fazenda São Maximiano, BR 116, KM 307","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,"2011","01","01",NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"136","2020-10-14 10:06:19-03","FURB","FURB","16837","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Verdi, M","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","311","311","FURB42789","FURB42789","2009","11","23","3102","Florística IFFSC 37 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: árvore; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:06:19-03","FURB","FURB","169","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Oliveira, AA de","Sevegnani, L.","1993","10","12","Brasil","Rio Grande do Sul","Maquiné","Estação Experimental Fitotécnica de Osório.","-50.2133333","-29.6616667","-50.2133333","-29.6616667",NA,NA,"FURB42786","FURB42786","2010","08","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:06:19-03","FURB","FURB","17835","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Sobral, M","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","11","07","Brasil","Santa Catarina","Nova Veneza","São Bonifácio.","-49.5886111","-28.7080556","-49.5886111","-28.7080556","124","124","FURB03429","FURB03429","2010","01","25","3075","Florística IFFSC 39 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbórea; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:06:19-03","FURB","FURB","20115","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Gasper, AL de","Dreveck, S.; Verdi, M.","2007","12","12","Brasil","Santa Catarina","Itaiópolis","Moema.","-49.7708334","-26.5497222","-49.7708334","-26.5497222","943","943","FURB42788","FURB42788","2010","01","25","1347","Regeneração IFFSC 901 /O/31 Habitat: Floresta Ombrófila Mista; Habito: arbustiva;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:06:19-03","FURB","FURB","35495","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Korte, A","Korte, A.","2011","03","01","Brasil","Santa Catarina","Rio dos Cedros","Rio Rosina.","-49.32","-26.64","-49.3200000","-26.6400000","585","585","FURB42787","FURB42787","2011","03","01","6073","Florística IFFSC 859 (Arbórea) Habitat: Floresta Ombrófila Densa; Habito: árvore; Fruto vermelho;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 10:06:19-03","FURB","FURB","45428","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Oliveira, AA de","Oliveira, A.A. de","2015","01","12","Brasil","Santa Catarina","Jacinto Machado","Cará.","-49.8591667","-28.9794445","-49.8591667","-28.9794445","311","311","FURB42784","FURB42784","2015","01","12","833","Fito IFFSC 15 /L/39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 10:06:19-03","FURB","FURB","56695","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Sobral, M.","Funez, L.A.","2017","11","18","Brasil","Santa Catarina","Indaial","Próximo ao Morro Geisler.","-49.2216667","-26.8883333","-49.2216667","-26.8883333","94","94","FURB56695","FURB56695","2018","11","23","6729","Flores verdes Habitat: Borda da estrada Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
