"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"323","2016-04-27 05:36:00-03","MO","MOBOT","100594804","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17825","2013","4","18","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,NA,"951.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","13-01",NA
"324","2016-04-27 05:36:00-03","MO","MOBOT","100594810","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17828","2013","4","18","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,NA,"951.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","13-01",NA
"325","2016-04-27 05:36:00-03","MO","MOBOT","100594811","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17829","2013","4","18","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,NA,"951.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","13-01",NA
"326","2016-04-27 05:36:00-03","MO","MOBOT","100594815","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17830","2013","4","18","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,NA,"951.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","13-01",NA
"327","2016-04-27 05:36:00-03","MO","MOBOT","100594828","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17834","2013","4","18","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,NA,"951.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","13-01",NA
"328","2014-05-26 13:03:00-03","MO","MOBOT","100708531","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18677","2014","4","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","14-03",NA
"329","2014-05-26 13:06:00-03","MO","MOBOT","100708539","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18681","2014","4","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","14-03",NA
"330","2014-05-28 09:49:00-03","MO","MOBOT","100708629","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18689","2014","4","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","14-03",NA
"331","2014-05-28 09:53:00-03","MO","MOBOT","100708632","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18691","2014","4","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","14-03",NA
"332","2008-05-27 22:02:00-03","MO","MOBOT","1068852","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Renee Fortunato (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 43752","1995","11","27","Paraguay","Alto Paraná",NA,"Estancia Río Bonito: Forest II (around Río Bonito on eastern side of property). Tall forest on red sandy soil.","-54.80472","-25.63194",NA,NA,"240.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1033",NA
"333","2008-05-27 22:02:00-03","MO","MOBOT","1072147","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","R. Fortunato (BAB)","Elsa M. Zardini|M. Vera","Zardini 43930","1995","11","28","Paraguay","Alto Paraná",NA,"Estancia Río Bonito: forest III (center of property). Tall forest on red sandy soil.","-54.81388","-25.63027",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1035",NA
"334","2008-05-27 22:02:00-03","MO","MOBOT","1073061","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","R. Fortunato (BAB)","Elsa M. Zardini","Zardini 44151","1995","12","26","Paraguay","Central",NA,"Río Salado at Paso Correo. Gallery forest.","-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1039",NA
"335","2008-05-27 22:02:00-03","MO","MOBOT","110516","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Al Gentry (MO)","Alwyn H. Gentry|Marielos Peña|Bonifacio Mostacedo C.","Gentry 73945","1991","5","16","Bolivia","Santa Cruz",NA,"Quiapaca, 10 km N of Santiago, valley of Río Tucuvaca dry forest. Transect 5.","-59.5","-18.33333",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","622",NA
"336","2012-03-18 05:12:00-03","MO","MOBOT","1152047","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","D.A. Neill (MO)","Fabiana Mamani M.|A. Mamani","Mamani M. 1166","1997","11","9","Bolivia","Santa Cruz","Chiquitos","San Juan de Chiquito. 40 km al Noreste de camino a Bocamina. con elementos de Anadenanthera colubrina; Schinopsis brasiliensis. suelos rojiso.","-60.75","-17.83333",NA,NA,"400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA
"337","2008-05-27 22:02:00-03","MO","MOBOT","1211182","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","R. Fortunato (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 45929","1996","12","12","Paraguay","Presidente Hayes",NA,"Estancia Zalazar. Laguna Zalazar. Scrub on salt flats and on border of lake and patches of dry forest.","-59.18888","-23.03583",NA,NA,"90.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1083",NA
"338","2008-05-27 22:02:00-03","MO","MOBOT","1307051","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","R. Fortunato (BAB)","Elsa M. Zardini|G. Hellman","Zardini 49026","1998","7","23","Paraguay","Caazapá",NA,"Estancia Golondrina. Reserva Privada Ypeti. Tall forest, including permanent plots of the School of Forestry of Paraguay/Universität de Freiburg of Germany.","-55.53","-25.68305",NA,NA,"200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1150",NA
"339","2011-08-26 16:15:00-03","MO","MOBOT","1514300","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","D.A. Neill (MO)","Elsa M. Zardini|Idilfo Franco","Zardini 55066","2000","8","30","Paraguay","Canindeyú",NA,"Lagunita-Aguara Ñu. Tall forest.","-55.3333333","-24.1302778",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1215",NA
"340","2011-08-26 16:15:00-03","MO","MOBOT","1514361","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","D.A. Neill (MO)","Elsa M. Zardini|Idilfo Franco","Zardini 55127","2000","8","30","Paraguay","Canindeyú",NA,"Lagunita-Aguara Ñu. Tall forest.","-55.3333333","-24.1302778",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1215",NA
"341","2011-08-26 16:15:00-03","MO","MOBOT","1514366","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","D.A. Neill (MO)","Elsa M. Zardini|Idilfo Franco","Zardini 55132","2000","8","30","Paraguay","Canindeyú",NA,"Lagunita-Aguara Ñu. Tall forest.","-55.3333333","-24.1302778",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1215",NA
"342","2013-09-05 17:06:00-03","MO","MOBOT","1574670","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","D. Neill (MO)","Israel G. Vargas C.","Vargas Caballero 3612",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"343","2008-05-27 22:02:00-03","MO","MOBOT","1586137","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","R. Fortunato (BAB)","Elsa M. Zardini|M. Vera","Zardini 56913","2001","6","26","Paraguay","San Pedro",NA,"Around San Pedro de Ycuamandiyú. Mosaic of Chaco and Paranense forests, esteros and cerrado scrubs.","-57.0775","-24.32138",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1237",NA
"344","2008-05-27 22:02:00-03","MO","MOBOT","1719460","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","I. G. Vargas '95","Israel G. Vargas C.|et al.","Vargas Caballero 3605",NA,NA,NA,"Bolivia","Santa Cruz","Chiquitos","Valle de Tucabaca. A 20 km al W del pueblo de Santo Corazón. Tramo entre La Cal y 8 km al W del campamento Los Murcielagos. Bosque decíduo subhúmedo sobre ladera de roca caliza; comunidades de morado (Machaerium scleroxylon) y soto (Schinopsis cf. brasiliensis).","-59.05","-18.08333",NA,NA,"500.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2015-09-08 10:01:00-03","MO","MOBOT","1779915","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","R. Fortunato (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 58830","2002","6","26","Paraguay","Concepción",NA,"Between Estancias Belo Horizonte and Primavera.","-57.4933333","-22.7138889",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1262",NA
"346","2008-05-27 22:02:00-03","MO","MOBOT","1837920","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","G.P.Lewis(K)","Rosa Degen","Degen 2050","1991","8","30","Paraguay","Central",NA,"Luque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2020-08-19 20:33:00-03","MO","MOBOT","1854266","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (USZ)","F. Canqui|Alejandro Araujo M.|Héctor Cabrera|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Antonio Álvarez|Remberto Alvarez|Mario Álvarez","Canqui Magne 125","2003","2","20","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, camino Apolo-Asariamas, arroyo Pintata. A 314 m del campamento en dirección SE, aproximadamente a 15 minutos saliendo del camino.","-68.5388055","-14.4684723",NA,NA,"940.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","03-02",NA
"348","2020-08-21 19:02:00-03","MO","MOBOT","1860608","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Fuentes (USZ)","L. Cayola|et al.","Cayola Pérez 195","2003","2","27","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, camino Apolo-Asariamas, Arroyo Pintata entrando hora y media desde Sipia. Parcela Permanente V.","-68.5425","-14.4652778",NA,NA,"880.00000000","1015.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","03-07",NA
"349","2012-04-12 13:05:00-03","MO","MOBOT","1940192","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Lidia Pérez de Molas","Pérez de Molas 702","1986","2","11","Paraguay","Central",NA,"Trinidad, Jardin Botanico - Bosque alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2012-04-12 13:05:00-03","MO","MOBOT","1940193","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Lidia Pérez de Molas","Pérez de Molas 336","1984","10","4","Paraguay","Paraguarí",NA,"Parque Nacional Ybycui - Bosque alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2008-05-27 22:02:00-03","MO","MOBOT","1940194","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Reinilda Duré","Duré Rodas 286","1984","3","8","Paraguay","Paraguarí",NA,"Parque Nacional Ybycui - Bosque alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2008-05-27 22:02:00-03","MO","MOBOT","1940195","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Little","Little 40006","1984","1","18","Paraguay","Central",NA,"Asuncion, Jardin Botanico - Bosque alto humedo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2015-02-20 12:47:00-02","MO","MOBOT","2186852","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Teodoro Rojas","Rojas 6999","1934","11",NA,"Paraguay","Central",NA,"Jardin Botanico","-57.573138","-25.24428",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2009-12-23 06:59:00-02","MO","MOBOT","2187037","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Karl Fiebrig","Fiebrig 5409",NA,NA,NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2009-12-23 06:59:00-02","MO","MOBOT","2187038","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Karl Fiebrig","Fiebrig 325",NA,NA,NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2009-12-23 06:59:00-02","MO","MOBOT","2187039","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Karl Fiebrig","Fiebrig 6175",NA,NA,NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2014-03-29 16:57:00-03","MO","MOBOT","2193411","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"H. Van de Venne","Van de Venne 125","1906",NA,NA,"Argentina","Misiones","Candelaria","Bonpland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2013-01-28 05:13:00-02","MO","MOBOT","2193427","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Johnson, A. E.","Andres E. Johnson","Johnson 1060","2003","10","12","Argentina","Misiones","General Manuel Belgrano","Reserva de Vida Silvestre Urugua-í, camino de acceso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2018-05-17 05:28:00-03","MO","MOBOT","2193472","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ulibarri, E. A.","Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","Morrone 1919","1997","4","20","Argentina","Misiones","San Ignacio","camino al balneario, 1 km de la Ruta Nac. 12","-55.51666","-27.3",NA,NA,"120.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2021-02-02 10:32:00-03","MO","MOBOT","2242133","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"C. V. Pavetti","Pavetti Morín 9822","1942","8",NA,"Paraguay","Central",NA,"Jardin Botanico. Selva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2012-04-27 13:11:00-03","MO","MOBOT","2242139","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"M. S. Bertoni","Bertoni 239","1919","8","7","Paraguay","Alto Paraná",NA,"Puerto Bertoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"362","2011-12-22 05:01:00-02","MO","MOBOT","2242140","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Teodoro Rojas","Rojas 9170","1941","9",NA,"Paraguay","Central",NA,"Jardin Botanico","-57.573138","-25.24428",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2011-12-22 05:01:00-02","MO","MOBOT","2242141","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Teodoro Rojas","Rojas 5871","1932","5",NA,"Paraguay","Caazapá",NA,"Abai",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2011-12-22 05:01:00-02","MO","MOBOT","2242142","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Teodoro Rojas","Rojas 1361","1915","8",NA,"Paraguay","Central",NA,"Trinidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2011-02-22 06:43:00-03","MO","MOBOT","2291670","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ulibarri, E. A.","F. Biganzoli|Paola Peralta|A. Giallorenzo|V. Moreno|M. Mattioni","Biganzoli 313","1998","9","22","Argentina","Misiones","Libertador General San Martín","Predio UNLP : valle del arroyo Cuña Pirú. Picada cerca del balneario de A. del Valle","-55.03333","-27.03333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2009-06-25 14:16:00-03","MO","MOBOT","2409648","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hunziker, A. T.","Armando T. Hunziker","Hunziker 5843","1944","11","2","Argentina","Corrientes","Capital","Ciudad de Corrientes, ribera del Río Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2014-04-29 05:39:00-03","MO","MOBOT","2429560","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Fortunato, R. H.","Renée H. Fortunato|A. D'Agostini|J.A. Greppi|A. Martínez","Fortunato 6665","2000","3","7","Argentina","Chaco","1 de Mayo","Campo Silvo-Pastoril del INTA Colonia Benítez (camino a Margarita Belén).","-58.95","-27.3",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2011-03-11 20:58:00-03","MO","MOBOT","2429572","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Tressens, S. G., //","Sara G. Tressens|Romeo Carnevali|Aurelio Schinini|Ricardo O. Vanni","Tressens 6555","2000","3","28","Argentina","Corrientes","Ituzaingó","Establecimiento Puerto Valle, SHELL C.A.P.S.A. 9 Km S de ruta 12","-56.48333","-27.68333",NA,NA,"80.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2016-11-15 05:15:00-02","MO","MOBOT","2452176","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Burkart, A.","R. Martínez Crovetto|Antonio C. Krapovickas","Martínez Crovetto s.n.","1945",NA,NA,"Argentina","Misiones","Iguazú","Puerto Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2009-10-18 08:03:00-02","MO","MOBOT","2452185","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"F. M. Rodríguez","Rodríguez s.n.23","1913","4","16","Argentina","Misiones","Iguazú","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2010-11-28 09:46:00-02","MO","MOBOT","2452209","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Arturo E. Ragonese|Julio A. Castiglioni","Ragonese s.n.2","1944","11","4","Argentina","Misiones","Oberá","Campo Viera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-08-19 06:03:00-03","MO","MOBOT","2700516","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","A. Araujo-M (LPB)","C. Campos|Alejandro Araujo M.|A. Antezana|D. Choque A.|Vania Torrez|Remberto Jove|Gerardo Jove","Campos Villanueva 125","2005","6","13","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi. Norte de Apolo.","-68.5723889","-14.3334722",NA,NA,"1010.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","05-03",NA
"373","2016-12-17 05:24:00-02","MO","MOBOT","2704103","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","L. Cayola (LPB)","A. T. Fernández C.|L. Cayola|J. Uzquiano|Pepe Sevillanos|Guzmán Jove","Fernández Choque 59","2005","5","23","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas al Norte de Apolo.","-68.5650278","-14.3266945",NA,NA,"711.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","05-03",NA
"374","2020-07-22 10:36:00-03","MO","MOBOT","2828568","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","M. Macia (MA)","Vania Torrez|Manuel J. Macía|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani","Torrez Flores 44","2005","9","30","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion NE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.6619444","-14.2061111",NA,NA,"960.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","05-01",NA
