"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"47","2009-07-01 16:15:00-03","MO","MOBOT","3165141","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Anonymous","Anonymous s.n.",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N. Taylor, 21.9.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2014-11-10 19:06:00-02","MO","MOBOT","3165251","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","P.I. Oliveira","Oliveira 591","1982","South America","Brazil","Col. Santos Andrade (mun. S. José dos Pinhaes).",NA,NA,NA,NA,NA,"7","13","Paraná",NA,NA,NA,"N. Taylor, 23.9.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2018-09-12 14:48:06-03","UNIOESTE","UNOP","7023","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Lombardi, J.A.; Saka, M.N.; Santos, L.B.; Saka, M.N.; Santos, L.B.","7806","2010",NA,"Brasil","Reserva Particular do Patrimônio Natural Paiol Maria, Trilha Ibirá - Mirim",NA,"Trilhas no interior de mata atlântica secundária. Epífita pendente, pericarpelo verde, flores alvas, fundo levemente avermelhado.",NA,NA,NA,"08","17","São Paulo","São Lourenço da Serra","-46.941722","-23.824222","Lombardi, J.A.","762","762","-46.941722","-23.824222",NA,NA,NA,"2010","11",NA,NA,NA,NA,NA
"50","2018-09-12 14:48:06-03","UNIOESTE","UNOP","7120","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Lombardi, J.A.; Saka, M.N.; Cavalca, L.B.; Saka, M.N.; Cavalca, L.B.","7924","2010",NA,"Brasil","Entorno da Reserva Particular do Patrimonio Natural Paiol Maria,ca.",NA,"Trilhas no interior de mata atlântica secundária. Epífita pendente, coletada com frutos imaturos verdes em 19/10/210, frutos amadurecidos parcialmente avemelhados.",NA,NA,NA,"12","02","São Paulo","São Lourenço da Serra","-46.933333","-26.816667","Lombardi, J.A.","700","700","-46.933333","-26.816667",NA,NA,NA,"2010","10",NA,NA,NA,NA,NA
"51","2015-10-22 10:02:41-02","UNIOESTE","UNOP","6469","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Cervi, A.C.","2781","1989",NA,"Brasil","Serra do Mar, Estrada da Graciosa",NA,"Epífita, flores alvas, filetes róseos.",NA,NA,NA,"08","11","Paraná","Morretes","-48.834400177002","-25.476900100708","Zappi, D.","900","900",NA,NA,"30514","auto",NA,"2005","10",NA,NA,NA,NA,NA
"52","2021-03-04 11:06:37-03","UFRB","HURB","764","PreservedSpecimen","Plantae","Anthophyta",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Souza, L.C.","244","1998",NA,"Brasil","Estação Experimental;",NA,NA,"HURB000000764","HURB000000764",NA,"01","12","São Paulo","Itapetininga","-48","-23.566667","L.Y.S.Aona",NA,NA,"48°00'W","23°34'S",NA,NA,NA,"2008","11",NA,NA,NA,NA,NA
"53","2021-03-04 11:06:37-03","UFRB","HURB","765","PreservedSpecimen","Plantae","Anthophyta",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Arzolla, F.A.R.D.P.; Paula, G.C.R. de; Vilela, F.E.S.P.;Santos,J.R. dos","931","2005",NA,"Brasil","Parque Estadual da Cantareira, Núcleo Cabuçu; Trilha da Cachoeira",NA,"UTM 7.413.013 N e 343.709 E.","HURB000000765","HURB000000765",NA,"08","11","São Paulo","Guarulhos","-46.5299987792969","-23.4599990844727","L.Y.S.Aona","717","717",NA,NA,"26398","auto",NA,"2008","11",NA,NA,NA,NA,NA
"54","2020-06-15 15:29:46-03","UNESP-RC","HRCB","18219","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Kiyama, C.Y.","31","1994",NA,"Brasil","Estação Biológica de Boracéia",NA,"Epífita com frutos alvos, translúcidos",NA,NA,NA,"09","04","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455","Taylor, N. P.",NA,NA,NA,NA,"18032","auto",NA,"2004","08","10",NA,NA,NA,NA
"55","2020-06-15 15:29:46-03","UNESP-RC","HRCB","54078","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Lombardi","7924","2010",NA,"Brasil","Reserva Particular do Patrimônio Natural Paiol Maria",NA,"Epífita pendente, coletada com frutos imaturos verdes em 19/10/2010, frutos amadurecidos parcialmente avermelhados",NA,NA,NA,"12","02","São Paulo","São Lourenço da Serra","-46.933333","-23.816667","Lombardi, J.A.","700","700","46º56'W","23º49'S",NA,NA,NA,"2010","10",NA,NA,NA,NA,NA
"56","2020-06-15 15:29:46-03","UNESP-RC","HRCB","53337","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Lombardi","7806","2010",NA,"Brasil","Reserva Particular do Patrimônio Natural Paiol Maria",NA,"epífita pendente, pericarpelo verde, flores alvas, fundo levemente avermelhado",NA,NA,NA,"08","17","São Paulo","São Lourenço da Serra","-46.939998626709","-23.8500003814697","Lombardi, J.A.","762","762","46º56'30.2W","23º49'27,2S","10031","auto",NA,"2010","11",NA,NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","3054083","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","J. N. Rose","20857","1915","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Isotype","8","15","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"58","2020-09-12 05:00:02-03","US","US","3054084","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","J. N. Rose","20849","1915","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,"8","14","São Paulo",NA,NA,NA,"Taylor, N. P.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"59","2020-09-12 05:00:02-03","US","US","762784","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","J. N. Rose & G. Rose","20844","1915","South America - Neotropics","Brazil",NA,NA,NA,"US00182264","US00182264_01",NA,"8","14","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","3047672","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","J. N. Rose & G. Rose","20844","1915","South America - Neotropics","Brazil",NA,NA,NA,"US00180608","US00180608_01",NA,"8","14","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"61","2020-09-12 05:00:02-03","US","US","762794","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","J. N. Rose & G. Rose","20857","1915","South America - Neotropics","Brazil",NA,NA,NA,"US00182261","US00182261_01",NA,"8","15","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"62","2020-09-12 05:00:02-03","US","US","3047673","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","J. N. Rose","20849",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00180609","US00180609_01",NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"63","2019-11-13 11:17:22-03","USP","SPF","98569","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Ávila, NS","309","1994",NA,"Brasil","Camping Ana Paula.",NA,NA,"SPF00098569",NA,NA,"09","12","São Paulo","São Paulo","-46.774444","-23.9","Zappi, DC",NA,NA,"-46.774444","-23.9",NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:17:22-03","USP","SPF","99239","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Kiyama, CY","31","1994",NA,"Brasil","Estação Biológica de Boracéia",NA,NA,"SPF00099239",NA,NA,"09","04","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455","Zappi, DC",NA,NA,NA,NA,"18032","auto",NA,"2004",NA,NA,NA,NA,NA,NA
"65","2019-11-13 11:17:22-03","USP","SPF","144161","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Fiaschi, P","557","2001",NA,"Brasil","Parque Estadual da Serra do Mar",NA,NA,"SPF00144161",NA,NA,"01","19","São Paulo","São Luís do Paraitinga","-45.310001373291","-23.2199993133545","Zappi, DC",NA,NA,NA,NA,"27362","auto",NA,"2004",NA,NA,NA,NA,NA,NA
"66","2019-06-11 14:10:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii",NA,"A. Krapovickas","42153","1988","South America","Brazil",NA,NA,NA,NA,NA,NA,"1","29","Santa Catarina",NA,"-50","-27","RRC ID Flag",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"42153",NA,NA,NA
"67","2020-07-23 12:01:23-03","CEPLAC","CEPEC","57734","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cribata","Rhipsalis cribata",NA,"S. C. de Sant'Ana","319","1993",NA,"Brasil","Reserva Estadual Wenceslau Guimarães. Ca. 40Km a W Teolândia, proximo aom povoado de Nova Esperanca.",NA,NA,NA,NA,NA,"04","01","Bahia","WENCESLAU GUIMARÃES","-39.4794006347656","-13.686900138855","M. Kimnach",NA,NA,NA,NA,"37469","auto",NA,NA,NA,NA,NA,NA,"30/12/1994",NA
"68","2020-08-20 20:38:24-03","UFSC","FLOR","75","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","cribrata","Rhipsalis cribrata","(Lem.) Rümpler","Reitz, R.; Klein, R.M.","4388","1957",NA,"Brasil","Sabiá.",NA,"epífito, flor verde-avermelhado","FLOR0000075",NA,NA,"06","16","Santa Catarina","Presidente Nereu","-49.3903007507324","-27.2772006988525","Castellanos, A.","650","650",NA,NA,"21642","auto",NA,"1964",NA,NA,NA,NA,NA,NA
"69","2021-03-04 15:42:46-03","IF","SPSF","23112","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","L.C.Souza","243","1998","América do Sul","Brasil","E.E.Instituto Florestal",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"01","12","SP","Itapetininga","-48.0499992370605","-23.5900001525879","L. Y. S. Aona",NA,NA,NA,NA,"40712","auto","Magnoliopsida","2008","12","03",NA,NA,NA,NA
"70","2021-03-04 15:42:46-03","IF","SPSF","35202","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","F. A. R. D. P. Arzolla & G.C.R.de Paula & F.E.S.P.Vilela & J.R.dos Santos","931","2005","América do Sul","Brasil","Parque Estadual da Cantareira, Núcleo Cabuçú",NA,"COLETA: Floresta Ombrófila Densa Montana&nf;Epífita sobre tronco caido, frutos imaturos verdes; GEOGRAFIA: trilha da Cachoeira;",NA,NA,NA,"08","11","SP","Guarulhos","-46.5299987792969","-23.4599990844727","L. Y. S. Aona","717","717",NA,NA,"26398","auto","Magnoliopsida","2008","12","03",NA,NA,NA,NA
"71","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Rhipsalis","cribata","Rhipsalis cribata","(Lem.) Rümpler","Regnell, AF","623*",NA,"Southern America","Brazil","Prope Caldas.",NA,"Floret Octobri.&nf;Autor 1: [Ruempl.]",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-07-02 08:39:46-03","IBt","SP","280105","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Miyagi, PH","232","1994",NA,"Brasil",NA,NA,NA,NA,NA,NA,"09","09","São Paulo","Tapiraí","-47.624722","-24.105278",NA,NA,NA,"-47.624722","-24.105278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-04-15 17:19:33-03","IBt","SP","253550","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Simão Bianchini, R","17","1987",NA,"Brasil","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"10","31","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-02 08:39:46-03","IBt","SP","278237","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Kiyama, CY","31","1994",NA,"Brasil","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"09","04","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-02 08:39:46-03","IBt","SP","278241","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Ávila, NS","309","1994",NA,"Brasil",NA,NA,NA,NA,NA,NA,"09","12","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-07-02 08:39:46-03","IBt","SP","285327","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Godoy, SAP","727","1995",NA,"Brasil",NA,NA,NA,NA,NA,NA,"08","15","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-18 08:30:14-03","IBt","SP","5728","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Gehrt, A","s.n.","1921",NA,"Brasil",NA,NA,NA,NA,NA,NA,"08","14","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:03:01-03","IBt","SP","18180","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Loefgren, A","CGG3312","1895",NA,"Brasil","Em cultivo da Commissão",NA,NA,"SP023335","SP023335",NA,"09",NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Taylor, NP",NA,NA,NA,NA,"53584","auto",NA,"1993","12","20",NA,NA,NA,NA
"79","2019-03-11 18:52:29-03","GH","HU-HERB","GH 01677877","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","A. Krapovickas & C. L. Cristóbal","42153","1988","South America","Brazil","Itajubá","Sheet",NA,NA,NA,NA,"1","29","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42153",NA,NA,"undetermined"
