"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"54","2019-02-15 11:47:03-02","IPA","IPA","31742","S","Plantae","Plantae",NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Yedo Alquini","Yedo Alquini","19","1982","09","29","Southern America","Brasil","Paraná",NA,NA,NA,NA,"Planta trepadeira, folhas ovaladas, flores isoladas.","IPA0031742",NA,"Capão no Centro Politécnico. Margem da BR- 116 área nº 05.",NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-27 13:34:05-03","IAP","PACA-AGP","94730","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","Mondin, C.",NA,"2002","02","17",NA,"Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"HASU 16094","PACA094730",NA,"Fazenda Souza",NA,NA,"49662","auto","2003","08",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:34:05-03","IAP","PACA-AGP","94735","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","C. Mondin & A. Iob","1725","1999","02","02",NA,"Brasil","RS","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,"HASU 7205 Habitat: Na mata ciliar, a beira da estrada Hábito: trepadeira","PACA094735",NA,"Arredores da cidade",NA,NA,"12766","auto","1999","02",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:34:05-03","IAP","PACA-AGP","101237","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","R. Wasum","R. Wasum","304","1972","01","09",NA,"Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,"Fenofase: fruto Hábito: liana","PACA101237",NA,NA,NA,NA,"12924","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:34:05-03","IAP","PACA-AGP","101284","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","R. Wasum","R. Wasum","120","1971","10","17",NA,"Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,"Fenofase: flores Hábito: liana","PACA101284",NA,NA,NA,NA,"12924","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:34:05-03","IAP","PACA-AGP","103154","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","R. Wasum","R. Wasum","217","1971","11","17",NA,"Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,"Fenofase: flor e fruto Hábito: liana","PACA103154",NA,NA,NA,NA,"12924","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:34:05-03","IAP","PACA-AGP","97528","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Bauer, D.","Bauer,D.",NA,"2001","07","01",NA,"Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,"Sem n° de HASU&nf;Sobre patamar, na porção sombreada do afloramento rochoso Habitat: Em paredão rochoso","PACA097528",NA,"Fazenda Padre Eterno",NA,NA,"12924","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"61","2019-08-27 13:34:05-03","IAP","PACA-AGP","42226","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Emrich-Rambo","Rambo, B.",NA,"1949","06","23",NA,"Brasil","RS",NA,NA,NA,NA,"Confirmado por José da Costa Sacco em 1969.&nf;Confirmado por L.C. Bernacci em 2009. Habitat: In silva secundaria Fenofase: estéril","PACA042226",NA,"Schwabenschneis",NA,NA,NA,NA,"1954","09","06","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"62","2019-08-27 13:34:05-03","IAP","PACA-AGP","44921","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Emrich-Rambo","Rambo, B.",NA,"1949","12","18",NA,"Brasil","RS","São Francisco",NA,NA,NA,"Sem Material Habitat: In araucarieto Fenofase: flor","PACA044921",NA,NA,NA,NA,NA,NA,"1954","09","06","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:34:05-03","IAP","PACA-AGP","50990","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Emrich-Rambo","Sehnem, A.","5116","1950","12","19",NA,"Brasil","RS","Taimbezinho",NA,NA,NA,"Confirmado por L.C. Bernacci em 2009. Habitat: In araucarieto scandens Fenofase: estéril","PACA050990",NA,NA,NA,NA,NA,NA,"1954","09","06","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"64","2019-08-27 13:34:05-03","IAP","PACA-AGP","56407","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Emrich-Rambo","Rambo, B.",NA,"1955","01","02",NA,"Brasil","RS","São Francisco",NA,NA,NA,"Sem Material Habitat: in silva scandens Fenofase: fruto","PACA056407",NA,"Fazenda Englert",NA,NA,NA,NA,"1955","04","09","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"65","2019-08-27 13:34:05-03","IAP","PACA-AGP","114254","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","A. Sehnem","Sehnem, A.","9616","1967","10","30",NA,"Brasil","RS","Dois Irmãos","-51.0853004455566","-29.5802993774414",NA,"Confirmado por Sacco em 1969. Habitat: sarmentum in silva primaeva","PACA114254",NA,"Morro Reuter.","700","700","7716","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"66","2019-08-27 13:34:05-03","IAP","PACA-AGP","114147","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","A. Sehnem","Sehnem, A.","8960","1966","12","20",NA,"Brasil","RS","Dois Irmãos","-51.0853004455566","-29.5802993774414",NA,"Habitat: sarmentum in silva primaeva","PACA114147",NA,"Morro Reuter.","700","700","7716","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"67","2019-08-27 13:34:05-03","IAP","PACA-AGP","94731","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","C. Mondin & A. Iob","2336","2001","10","13",NA,"Brasil","RS","Maquiné","-50.2071990966797","-29.6749992370605",NA,"HASU 15725 Habitat: Na beira da estrada. Hábito: trepadeira","PACA094731",NA,"Entre o Rincão dos kroef e a barra do ouro",NA,NA,"28094","auto","2001","10",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"68","2019-08-27 13:34:05-03","IAP","PACA-AGP","94733","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","Mauhs, J.",NA,"1995","01","05",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"HEDU 5709 Habitat: Mata com aráucaria Hábito: Cipó","PACA094733",NA,"FLONA",NA,NA,"76715","auto","2002","05",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"69","2019-08-27 13:34:05-03","IAP","PACA-AGP","97214","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","J. Mauhs","Mauhs, J.",NA,"1993","11","06",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"HEDU 9971 Habitat: Beira de mata nativa Hábito: trepadeira","PACA097214",NA,"FLONA",NA,NA,"76715","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"70","2019-08-27 13:34:05-03","IAP","PACA-AGP","94732","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","Mondin, C.","2469","2001","11","15",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"HASU 14397 Habitat: Na beira da mata Fenofase: frutos imaturos Hábito: trepadeira","PACA094732",NA,"Pró - Mata da PUC",NA,NA,"76715","auto","2001","11",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-27 13:34:05-03","IAP","PACA-AGP","37034","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Emrich-Rambo","A. Spies",NA,"1947","09",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Confirmado por Jodé da Costa Sacco em 1969.&nf;Confirmado pór L.C. Bernacci em 2009. Habitat: In silva campestri Fenofase: estéril","PACA037034",NA,NA,NA,NA,"10287","auto","1954","09","06","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-27 13:34:05-03","IAP","PACA-AGP","94737","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","C. Mondin et al.","1682","1998","12","17",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"HASU 7135 Fenofase: frutos imaturos Hábito: trepadeira","PACA094737",NA,"FLONA, junto à sede",NA,NA,"76715","auto","1998","12","17","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-27 13:34:05-03","IAP","PACA-AGP","94736","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","Mondin, C.","1474","1998","09","18",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"HASU 6876&nf;Flores c/ corola branca, c/ filamentos de cor branca alternada c/ lilás e bordô Hábito: trepadeira","PACA094736",NA,"FLONA, na sede",NA,NA,"76715","auto","1998","09",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"74","2019-08-27 13:34:05-03","IAP","PACA-AGP","94729","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","Zaremba, R.",NA,"1998","11","28",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"HASU 9731&nf;c/ altura de + ou - 3,00 m&nf;Inflorescência lilás Habitat: Borda da mata Hábito: liana","PACA094729",NA,"FLONA, Pinheiros centenários","912","912","76715","auto","2002","04",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"75","2019-08-27 13:34:05-03","IAP","PACA-AGP","7276","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Emrich-Rambo","F. Theissen SJ",NA,"1907",NA,NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Confirmado por José da Costa Sacco em 1969.&nf;Confirmado por L.C. Bernacci em 2009. Habitat: In silva campestri scandens Fenofase: flor","PACA007276",NA,NA,NA,NA,"10287","auto","1954","09","06","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"76","2019-08-27 13:34:05-03","IAP","PACA-AGP","94734","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C. Mondin","C. Mondin & A. Iob","1885","1999","10","11",NA,"Brasil","RS","Três Cachoeiras","-49.9244003295898","-29.4556007385254",NA,"HASU 10646 Habitat: Na beira da estrada","PACA094734",NA,"BR 101",NA,NA,"17224","auto","1999","10",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"77","2019-08-27 13:34:05-03","IAP","PACA-AGP","58146","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Killip","Reitz, R.","1181","1953","11","02",NA,"Brasil","SC","Ibirama","-49.5177993774414","-27.0569000244141",NA,"HBR 9156&nf;Confirmado por José da Costa Sacco em 1969.&nf;Confirmado por L.C. Bernacci em 2009. Habitat: Ad silvam Fenofase: flor","PACA058146",NA,NA,NA,NA,"18533","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"78","2019-08-27 13:34:05-03","IAP","PACA-AGP","32087","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Emrich-Rambo","Rambo, B.",NA,"1946","02","13",NA,"Brasil","SC","Praia Grande","-49.9502983093262","-29.1966991424561",NA,"Confirmado por José da Costa Sacco em 1969.&nf;Confirmado por L.C. Bernacci em 2009. Habitat: In silvula scandens Fenofase: estéril","PACA032087",NA,NA,NA,NA,"21549","auto","1954","09","06","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"79","2020-02-27 16:44:08-03","UFSC","CTBS","2939","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,"Salvalaggio, A.V. et al.","7","2016","09","23",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Liana, flores de pétalas brancas, com corona basalmente listrada de branco",NA,NA,"Jardim Botânico de Curitiba",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,"UFPR",NA,NA,NA,NA
"80","2020-10-20 14:17:55-03","UFOPA","HSTM","7372","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Ramos, J.F.","Miranda, I.P.; Barbosa, E.M.; Ramos, J.F.","397","1999","06","18",NA,"Brasil","Pará","Oriximiná","-56.45","-1.7",NA,NA,"HSTM007372","HSTM007372","Porto Trombetas. Mineração Rio do Norte, mina Saracá km 7, área do inventário botânico da campina.",NA,NA,NA,NA,"1999","07","01",NA,"56º27'0''W","1º42'0''S",NA,NA,NA,NA,NA
"81","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0044172","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","John M. MacDougal","E. F. Paciornik; C. B. Poliquesi","296","1986","10","6",NA,"Brazil","Parana",NA,"-49.237331","-25.442591",NA,"Escandente, pétalas alvescentes.",NA,NA,"Bosque Tapajós (mun. Curitiba).","880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-04-07 11:46:57-03","UFMS","CGMS","75530","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","O.A. Guimarães","Mario Joly",NA,"1969","10","09",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Pétalas brancas, coroa de estaminódios com máculas vinosas e amarelas. UPCB 7773.","CGMS1108484",NA,"Jardim da Faculdade de Farmácia, Rua Coronel Dulcídio, 638.",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-08-20 10:22:25-03","UNICAMP","UEC","106445","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Bernacci, LC","Anderson, LO; Belinello, R; Galvão, JC; Aona, LYS; Faria, AD","9928","1999","01","19",NA,"Brazil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"UEC135170","UEC135170","Reserva Macaé de Cima, Estrada de terra do Hotel São João para o Sítio dos Miller.",NA,NA,"33190","auto","2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-04 13:19:34-03","UDESC","LUSC","6585","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","SEGER, G.D.S.","Floriani, M.M.P.","40","2011","04","26",NA,"Brasil","Santa Catarina","Rio Rufino","-49.7792015075684","-27.8605995178223",NA,"Habitat: campos e bordas Habito: trepadeira","LUSC008945","LUSC008945","Fazenda Santo Antônio.",NA,NA,"29300","auto","2019","02","25",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-04 13:19:34-03","UDESC","LUSC","6867","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,"Floriani, M.M.P.","322","2013","03","27",NA,"Brasil","Santa Catarina","Rio Rufino","-49.7792015075684","-27.8605995178223",NA,NA,"LUSC008946","LUSC008946","Fazenda Santo Antônio.",NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-01-28 13:24:37-03","PUCRS","MPUC","21076","S","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","C.F. Jurinitz",NA,NA,"2015","10","24","South America","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"Trepadeira na borda da trilha.",NA,NA,"CPCN Pró-Mata, trilha da serraria",NA,NA,"76715","auto","2016","01","01","Magnoliopsida",NA,NA,NA,"319","1",NA,NA
"87","2020-12-09 14:47:24-03","FURB","FURB","1283","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Nunes, T.S.","Karstedt, F.",NA,"2005","12","18",NA,"Brasil","Santa Catarina","Joinville","-48.8069444","-26.3052778",NA,NA,"FURB36818","FURB36818","RPPN Caetezal.",NA,NA,NA,NA,"2020","10","16",NA,"-48.8069444","-26.3052778",NA,NA,NA,NA,NA
"88","2020-10-14 10:04:27-03","FURB","FURB","42304","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Nunes, T.S.","Funez, L.A.","2294","2013","10","10",NA,"Brasil","Santa Catarina","Rodeio","-49.4005556","-26.8780556",NA,"flor pêndula Habitat: Floresta Ombrófila Densa; borda da floresta Habito: liana; flor branca com os filamentos centrais lilazes","FURB36791","FURB36791","Eremitério Frei Egídio.","807","807",NA,NA,"2020","10","06",NA,"-49.4005556","-26.8780556",NA,NA,NA,NA,NA
"89","2019-11-08 08:54:38-03","FURB","FURB","6074","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Vieira, FCS","Vieira, F.C.S.","653","2004","11","25",NA,"Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"FURB02910","FURB02910","Castelo dos Bugres.","900","900","37150","auto","2005","03","30",NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-16 17:53:24-03","UCS","HUCS","49330","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Gonzatti, F.","Gonzatti, F.","4967","2019","02","19",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","-50.964639","-29.198583",NA,"Liana em bordo de mata, junto à estrada",NA,NA,"Santa Lúcia do Piaí","792","792",NA,NA,"2019","02",NA,NA,"-50.964639","-29.198583",NA,NA,NA,NA,NA
"91","2021-03-16 17:53:24-03","UCS","HUCS","18818","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Mondin, C.A.","Scur, L.","926","2002","02","17",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"orla da mata",NA,NA,"Fazenda Souza",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:53:24-03","UCS","HUCS","14476","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Feuillet, C.","Scur, L.","263","1999","12","01",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"orla da mata",NA,NA,"Fazenda Souza","780","780","49662","auto","2000","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:53:24-03","UCS","HUCS","14474","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Feuillet, C.","Kegler, A.","412","1999","12","01",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"orla da mata",NA,NA,"Fazenda Souza","780","780","49662","auto","2000","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-16 17:53:24-03","UCS","HUCS","15716","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Feuillet, C.","Wasum, R.A.","558","2000","03","19",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"sobre arbustos; beira da mata",NA,NA,"RS 235","830","830","76715","auto","2001","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-08-16 08:40:27-03","UTFPR","HCF","8328","S","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","M.G. Caxambu","M.G. Caxambu","2798","2009","10","17",NA,"Brasil","PR","Ponta Grossa","-50.133083","-25.056611",NA,"trepadeira com gavinhas, heliófita. Flores com pétalas alvas e filetes alvos e roxos. Freqüente.",NA,NA,"estrada nova aos fundos do Campus da","932","932",NA,NA,"2010","05","05",NA,"50°07'59,1 W","25°03'23,8 S",NA,NA,NA,NA,NA
"96","2019-08-16 08:40:27-03","UTFPR","HCF","20794","S","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","J. Cordeiro","M.E. Engels","2095","2013","12","10",NA,"Brasil","PR","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,"liana. Caule e folhas verdes. Frutos imaturos esféricos, verdes. Floresta Ombrófila Mista, mata ripária de galeria.",NA,NA,"Recanto dos Papagaios",NA,NA,"27346","auto","2013","12","10",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-06-29 09:31:44-03","UFRRJ","RBR","45582","S","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","T.A. Amorim","G.V. Somner; Alunos Curso Lianas Neotropicais","1935","2018","09","18",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.991389","-22.451667",NA,NA,"RBR00045582","RBR00045582","estrada que vai para Barragem. Parque Nacional da Serra dos Órgãos",NA,NA,NA,NA,"2018","09","18",NA,"42º59'29''W","22º27'6''S",NA,NA,NA,NA,NA
"98","2021-03-21 19:37:54-03","UFC","EAC","15411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Hatschabach, G.","Paciornik, E.F.; Poliguesi, C.B.","s.n.","1986","10","06","Southern America","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Escandente, pétala alvescente.","EAC0015411",NA,"Bosque Tapajós, Do Capão",NA,NA,"25180","auto","1987","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-01-07 14:11:04-03","UFSM","SMDB","19463","S","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Gonzatti, F","Gonzatti, F; Minello, L","4967","2019","02","19",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","-50.964722","-29.198611",NA,"HUCS 49330; liana em boda de mata","SMDB019463",NA,"Santa Lúcia do Piaí, junto à estrada","79","79",NA,NA,"2019","02",NA,NA,"-50.964722","-29.198611",NA,NA,NA,NA,NA
"100","2020-12-21 16:39:10-03","MBM","MBM","85409","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Hatschbach, G.","Hatschbach, G.","47152",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM085409","MBM085409","Bacacheri",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:39:10-03","MBM","MBM","29993","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Hatschbach, G.","33892",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM029993","MBM029993","Bairro Alto",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:39:10-03","MBM","MBM","85411","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Hatschbach, G.","Hatschbach, G.","47156",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM085411","MBM085411","Parque Barigui",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:39:10-03","MBM","MBM","362122","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cordeiro, J.","Santos, K.C. dos","2","2010","08",NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Volúvel, flor lilás.Orla do capão","MBM362122","MBM362122","Setor de Ciências Agrárias UFPR",NA,NA,"25180","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:39:10-03","MBM","MBM","259732","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Cervi, A.C.; Santos, E.P.; Santos, E.P.","6894",NA,NA,NA,"Southern America","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM259732","MBM259732","Serra do Araçatuba, Morro dos Perdidos",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:39:10-03","MBM","MBM","161115","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Ziller, S.R.; Vicentini, A.; Vicentini, A.","417",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM161115","MBM161115","Rio Iraí",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:39:10-03","MBM","MBM","241500","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dunaiski Jr.; A.; A.","Amaral, W. do","310",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM241500","MBM241500","Campus II da FIES",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
