"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","verbatimLongitude","verbatimLatitude","barcode","phylum","recordNumber","county","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","locality","minimumElevationInMeters","maximumElevationInMeters","continentOcean","occurrenceRemarks","fieldNumber","preparationType","class","previousCatalogNumber","order","infraspecificEpithet"
"54","2021-03-25 13:53:02-03","UNIVILLE","JOI","16600","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Mancinelli, W. S.","2015","11","27","Mancinelli, W.","2015","11","27","Brasil","Santa Catarina",NA,NA,"JOI016600",NA,"1545","Itapoá","-48.6161003112793","-26.1168994903564","18121",NA,"auto",NA,"25","25",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-25 13:53:02-03","UNIVILLE","JOI","15029","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","M.E. Engels","2012","07","11","Mancinelli, W.S.","2012","07","11","Brasil","Santa Catarina",NA,NA,"JOI015029",NA,NA,"Joinville","-48.8456001281738","-26.3043994903564","37150",NA,"auto","Morro da Tromba.","700","700",NA,"Número de coleta: 1453-A; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana",NA,NA,NA,NA,NA,NA
"56","2019-07-09 12:46:46-03","F","FMNH-SEEDPLANTS","V0435947F","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","fuscolutea","Cirrhaea fuscolutea",NA,NA,NA,NA,NA,"F. C. Hoehne","1924","1","1","Brazil","São Paulo",NA,NA,"V0435947F","Spermatophyta","9473",NA,NA,NA,NA,"V0435947F_01 V0435947F_02",NA,NA,NA,NA,"South America",NA,"9473",NA,"Monocotyledoneae",NA,NA,NA
"57","2019-11-13 16:04:56-03","UNISANTA","HUSC","8009","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","M.Magenta","2012",NA,NA,"R. Guandalini","2012","03","13","Brasil","São Paulo",NA,NA,NA,"Magnoliophyta","23","Guarujá","-46.25","-23.9899997711182","18989",NA,"auto","Serra do Guararu, condomínio Iporanga, área B.",NA,NA,NA,"Epífita com flores.; Floresta ombrofila densa.",NA,NA,NA,NA,NA,NA
"58","2019-11-13 16:04:56-03","UNISANTA","HUSC","8008","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","M.Magenta","2012",NA,NA,"A. Cavalieri; M.Magenta","2012","08","22","Brasil","São Paulo",NA,NA,NA,"Magnoliophyta","10","Guarujá","-46.25","-23.9899997711182","18989",NA,"auto","Serra do Guararu, condomínio Iporanga, área C, parcela 20, árvore 1198.",NA,NA,NA,"Epífita coletada à 5,0m do solo.; Floresta ombrofila densa.",NA,NA,NA,NA,NA,NA
"59","2016-08-23 09:45:42-03","NHMLondon","NHM-LONDON-BOT","BM000533396","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) G.Don",NA,NA,NA,NA,"George Gardner; b.1812; d.1849; Gardner","1841","04",NA,"Brasil",NA,"-53.08982","-10.773109",NA,NA,"5874",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4650649",NA,NA
"60","2016-08-23 09:45:42-03","NHMLondon","NHM-LONDON-BOT","BM000885177","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) G.Don",NA,NA,NA,NA,"John Miers; b.1789; d.1879; Miers","1838",NA,NA,"Brasil",NA,"-53.08982","-10.773109",NA,NA,"3483",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4650652",NA,NA
"61","2020-08-20 20:37:52-03","UFSC","FLOR","2425","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Pabst, G.","1971",NA,NA,"Bresolin, A.","1971","01","20","Brasil","Santa Catarina",NA,NA,"FLOR0002425",NA,"111","Florianópolis","-48.5491981506348","-27.596700668335","27000",NA,"auto","Lagoinha do Leste, Ilha de Santa Catarina.","250","250",NA,"epífito, flor verde-creme salpicada de marrom",NA,NA,NA,NA,"Asparagales",NA
"62","2020-08-20 20:37:52-03","UFSC","FLOR","2558","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens dependens",NA,"Pabst, G.","1971",NA,NA,"Bresolin, A.","1971","01","04","Brasil","Santa Catarina",NA,NA,"FLOR0002558",NA,"76","Florianópolis","-48.5491981506348","-27.596700668335","27000",NA,"auto","Rio Tavares, Ilha de Santa Catarina.","300","300",NA,"epífito, flor roxo salpicado de amarelo. Floresceu no Horto Botânico.",NA,NA,NA,NA,"Asparagales","dependens"
"63","2020-08-20 14:54:43-03","UFSC","FLOR","8259","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","fuscolutea","Cirrhaea fuscolutea","Lindl.","Pessoa, E.","2013","10","02","Reis, A.","1976","11","28","Brasil","Santa Catarina",NA,NA,"FLOR0008259",NA,"120","Florianópolis","-48.5491981506348","-27.596700668335","27000",NA,"auto","Rio Tavares, Ilha de Santa Catarina.","50","50",NA,"flor amarelo-esverdeado",NA,NA,NA,NA,"Asparagales",NA
"64","2020-08-20 20:37:52-03","UFSC","FLOR","2556","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","saccata","Cirrhaea saccata","Lindl.","Pabst, G.","1971",NA,NA,"Bresolin, A.","1970","12","18","Brasil","Santa Catarina",NA,NA,"FLOR0002556",NA,"74","Florianópolis","-48.5491981506348","-27.596700668335","27000",NA,"auto","Tapera, Caieira, Ilha de Santa Catarina.","300","300",NA,"epífito, flor verde-clara, botão roxo-vermelho. Floresceu no Horto Botânico.",NA,NA,NA,NA,"Asparagales",NA
"65","2021-03-04 15:42:04-03","IF","SPSF","38354","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) (Loudon)","T.B.Breier","2004","09","30","T.B.Breier & J.C.Budke","2002","08","26","Brasil","SP",NA,NA,NA,"Magnoliophyta","582","Sete Barras","-47.931944","-24.169444",NA,NA,NA,"Parque Estadual Carlos Botelho - Núcleo Sete Barras",NA,NA,"América do Sul","COLETA: Caída no solo preparado 16/01/2004.; GEOGRAFIA: Parcelas permanentes.;",NA,NA,"Liliopsida",NA,"Orchidales",NA
"66","2014-10-09 13:58:27-03","UHH","HBG","500701","S","Plantae","Orchidaceae","Cirrhaea","saccata","Cirrhaea saccata","Lindl.","Kränzlin",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"HBG500701",NA,NA,NA,NA,NA,NA,NA,NA,"Umgegend von Soinville",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"67","2014-10-09 13:58:27-03","UHH","HBG","500702","S","Plantae","Orchidaceae","Cirrhaea","saccata","Cirrhaea saccata","Lindl.",NA,NA,NA,NA,"Dusén, P.","1909","12","02","Brazil",NA,NA,NA,"HBG500702",NA,"9032",NA,NA,NA,NA,NA,NA,"Paraná, Porto de Cima, in silv. prim.","200","200","South America",NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Miers, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"in Serra dos Orgãos",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Warre",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"in Brasilia austro-orientali locis accuaratis haud indicatis",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"14323?",NA,NA,NA,NA,NA,NA,"in eadem prov. loco haud indicato",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"14323",NA,NA,NA,NA,NA,NA,"in eadem prov. loco haud indicato",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Harrison, DS",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"in sylvis supra arbores ad sinum Botafogo",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Tweedie, J",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"in Brasilia austro-orientali locis accuaratis haud indicatis",NA,NA,"Southern America","Floret Junio",NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Warre",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"in Brasilia austro-orientali locis accuaratis haud indicatis",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Harrison, DS",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"in sylvis supra arbores ad sinum Botafogo",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Tweedie, J",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"in Brasilia austro-orientali locis accuaratis haud indicatis",NA,NA,"Southern America","Floret Junio",NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Miers, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"in Serra dos Orgãos",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","saccata","Cirrhaea saccata","Lindl.",NA,NA,NA,NA,"Incógnit",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"P03P5N0102",NA,"Habitat in Brasilia supra arbores loco accurato haud indicto secund. Scheidweiler",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cirrhaea","saccata","Cirrhaea saccata","Lindl.",NA,NA,NA,NA,"Incógnit",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"P03P5N0102",NA,"Habitat in Brasilia supra arbores loco accurato haud indicto secund. Scheidweiler",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:52:12-03","UFRGS","ICN","015010","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","Loudon",NA,NA,NA,NA,"Dutra, J","1927","12",NA,"Brasil","RS",NA,NA,"ICN00039509","Monocotyledon","1010","São Leopoldo","-51.1472015380859","-29.7602996826172","10287",NA,"auto","Ferrabraz",NA,NA,"América do Sul","Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:52:12-03","UFRGS","ICN","015124","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","Loudon","Dutra",NA,NA,NA,"Dutra, J","1931","01","04","Brasil","RS",NA,NA,"ICN00039508","Monocotyledon","1124","Torres","-49.7268981933594","-29.3353004455566","20837",NA,"auto",NA,NA,NA,"América do Sul","Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:52:12-03","UFRGS","ICN","035725","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","Loudon","Waechter, JL",NA,NA,NA,"Waechter, JL","1977","07","09","Brasil","RS",NA,NA,"ICN00039501","Monocotyledon","s.n.","Torres","-49.7268981933594","-29.3353004455566","20837",NA,"auto","Morro Azul",NA,NA,"América do Sul","Espécie ameaçada de extinção (Em perigo).; Coleta estéril, floresceu em fins de novembro de 1977; flores aromáticas.",NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:52:12-03","UFRGS","ICN","014886","S","Plantae","Orchidaceae","Cirrhaea","saccata","Cirrhaea saccata","Lindl.",NA,NA,NA,NA,"Dutra, J","1926","12",NA,"Brasil","RS",NA,NA,"ICN00039520","Monocotyledon","886","São Leopoldo","-51.1472015380859","-29.7602996826172","10287",NA,"auto","Fazenda Fialho",NA,NA,"América do Sul","Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,NA
"84","2021-03-03 22:00:02-03","FLAS","FLAS","178435","PreservedSpecimen","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","Loudon",NA,NA,NA,NA,"Mark Whitten",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"93152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Label footing:] Voucher for NSF grant Chemosystematics and Pollination Biology of Gongora",NA,"Preserved herbarium specimen",NA,NA,NA,NA
"85","2019-11-21 10:13:02-03","IBt","SP","29421","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Hoehne, FC",NA,NA,NA,"Hoehne, FC","1922","01","16","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Serra do Gongo Socco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:13:02-03","IBt","SP","4865","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Hoehne, FC",NA,NA,NA,"Hoehne, FC","1921","11",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Serra da Água Limpa, no Gongo Socco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:13:02-03","IBt","SP","81041","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Handro, O",NA,NA,NA,"Handro, O","1954","01","17","Brasil","São Paulo",NA,NA,NA,NA,"383",NA,NA,NA,NA,NA,NA,"Piassaguéra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:13:02-03","IBt","SP","340088","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Pinheiro, F","2000","01",NA,"Müller, H","2000","01",NA,"Brasil","Bahia",NA,NA,NA,NA,"s.n.","Salvador","-38.510799407959","-12.9710998535156","26018",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:13:02-03","IBt","SP","25615","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Mamede, MCH","2011","03",NA,"Spannagel, C","1926","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"50","Petrópolis","-43.1786003112793","-22.5049991607666","36524",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:13:02-03","IBt","SP","24966","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Mamede, MCH","2011","03",NA,"Hoehne, FC","1916","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"95","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442",NA,"auto","Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:13:02-03","IBt","SP","253221","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Barros, F","1991","12","23","Barros, F",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,"auto","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 15722, fl. 22-XII-1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:13:02-03","IBt","SP","340084","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Pinheiro, F","1999","12",NA,"Barros, F","1988","09","06","Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,"auto","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 15.722, flroesceu em XII.1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:13:02-03","IBt","SP","340082","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Pinheiro, F","1999","12",NA,"Barros, F","1982","03",NA,"Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,"auto","Ilha do Cardoso, Cultivada no Orquidário do Instituto de Botânica sob nº 12484, fl. XII-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:13:02-03","IBt","SP","344281","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Pinheiro, F","1999","12",NA,"Barros, F","1988","09","06","Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,"auto","Ilha do Cardoso, Cultivada no Orquidário do Instituto de Botânica sob nº 15722, fl. XII-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:13:02-03","IBt","SP","340083","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Pinheiro, F","1999","12",NA,"Brolio, P",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Peruíbe","-46.9900016784668","-24.3199996948242","21922",NA,"auto","Matas do clube de caça e pesca Guaraú, 5 km na periferia da cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:13:02-03","IBt","SP","105070","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Bicalho, HD","1970","05","11","Pires, AS","1964","06","19","Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Praia Grande","-46.4000015258789","-24","22363",NA,"auto","Cidade Ocian (arredores)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:13:02-03","IBt","SP","29429","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Gehrt, A","1926","01","09","Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"auto","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra Cultivada em São Paulo (Butantan), nas estufas do Horto Oswaldo Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:13:02-03","IBt","SP","6073","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Gehrt, A","1921","12","12","Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"auto","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra Cultivada em São Paulo (Butantan), nas estufas do Horto Oswaldo Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 10:13:02-03","IBt","SP","29424","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Hoehne, FC",NA,NA,NA,"Edwall, G","1895","01","03","Brasil","São Paulo",NA,NA,"SP009560",NA,"CGG2869","Santo André","-46.5299987792969","-23.6599998474121","27258","SP009560","auto","Em cultivo de Campo Grande.",NA,NA,NA,"Epifita, fl. pendentes brancas.",NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:13:02-03","IBt","SP","31678","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon",NA,NA,NA,NA,"Mello, P","1924","01","03","Brasil","São Paulo",NA,NA,NA,NA,"s.n.","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:13:02-03","IBt","SP","343334","S","Plantae","Orchidaceae","Cirrhaea","dependens","Cirrhaea dependens","(Lodd.) Loudon","Pinheiro, F",NA,NA,NA,"Pinheiro, F; Cunha, MR",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,"39","Ubatuba","-45.0699996948242","-23.4300003051758","34265",NA,"auto","Vila do Ipiranguinha, mata próxima á estação da Sabesp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:13:02-03","IBt","SP","81040","S","Plantae","Orchidaceae","Cirrhaea","fuscolutea","Cirrhaea fuscolutea","Lindl.","Mamede, MCH","2011","03",NA,"Handro, O","1954","01","17","Brasil","São Paulo",NA,NA,NA,NA,"382",NA,NA,NA,NA,NA,NA,"Piassaguéra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:13:02-03","IBt","SP","344274","S","Plantae","Orchidaceae","Cirrhaea","fuscolutea","Cirrhaea fuscolutea","Lindl.","Mamede, MCH","2011","03",NA,"Müller, H","2000","01",NA,"Brasil","Bahia",NA,NA,NA,NA,"1961","Salvador","-38.510799407959","-12.9710998535156","26018",NA,"auto","Arredores de Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:13:02-03","IBt","SP","28741","S","Plantae","Orchidaceae","Cirrhaea","fuscolutea","Cirrhaea fuscolutea","Lindl.","Mamede, MCH","2011","03",NA,"Spannagel, C","1931","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"307","Petrópolis","-43.1786003112793","-22.5049991607666","36524",NA,"auto","Meio da serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-21 10:13:02-03","IBt","SP","340064","S","Plantae","Orchidaceae","Cirrhaea","fuscolutea","Cirrhaea fuscolutea","Lindl.","Mamede, MCH","2011","03",NA,"Gil, VL; Neto, G; Silva, MB",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,"s.n.","São Sebastião","-45.4099998474121","-23.7600002288818","41977",NA,"auto","Fazenda da Juréia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-21 10:13:02-03","IBt","SP","9473","S","Plantae","Orchidaceae","Cirrhaea","saccata","Cirrhaea saccata","Lindl.",NA,NA,NA,NA,"Hoehne, FC","1924","01","01","Brasil","São Paulo",NA,NA,NA,NA,"s.n.","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"auto","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra Cultivada em São Paulo (Butantan), nas estufas do Horto Oswaldo Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
