"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"157","2020-02-08 10:07:42-03","NBC","NL-BOTANY","U.1449114","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vand. ex Vell.) Munz",NA,NA,NA,NA,"Ramamoorthy TP; Reitz R","1980","05","09","Brazil",NA,NA,"Santa Catarina, Boa Vista. Growing near top of road cuts.",NA,NA,NA,NA,"NL-U1449114","NL-U1449114",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1449114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"158","2020-02-08 10:07:42-03","NBC","NL-BOTANY","U.1449115","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vand. ex Vell.) Munz",NA,NA,NA,NA,"Hatschbach GG","1961","07","07","Brazil",NA,NA,"Est. Parana, Mun. S. José dos Pinha. Rio Pequeno.",NA,NA,NA,NA,"NL-U1449115","NL-U1449115",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1449115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"159","2020-02-08 10:07:42-03","NBC","NL-BOTANY","WAG.1128451","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vand. ex Vell.) Munz",NA,NA,NA,NA,"Hatschbach GG","1977","02","17","Brazil",NA,NA,"Malhada (mun. S. José dos Pinhaes).",NA,NA,NA,NA,"NL-WAG1128451","NL-WAG1128451",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1128451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"160","2020-02-08 10:07:42-03","NBC","NL-BOTANY","WAG.1128452","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vand. ex Vell.) Munz",NA,NA,NA,NA,"Hatschbach GG","1977","02","17","Brazil",NA,NA,"Malhada (mun. S. José dos Pinhaes).",NA,NA,NA,NA,"NL-WAG1128452","NL-WAG1128452",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1128452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"161","2020-02-08 10:07:42-03","NBC","NL-BOTANY","WAG.1128453","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vand. ex Vell.) Munz",NA,NA,NA,NA,"Hatschbach GG","1977","02","17","Brazil",NA,NA,"Malhada (mun. S. José dos Pinhaes).",NA,NA,NA,NA,"NL-WAG1128453","NL-WAG1128453",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1128453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"162","2020-02-08 10:07:42-03","NBC","NL-BOTANY","WAG.1128454","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","radicans","Fuchsia regia radicans","(Miers) Munz",NA,NA,NA,NA,"Hatschbach GG","1977","09","22","Brazil",NA,NA,"Pirai (mun. Tijucas de Sul) Paraná.",NA,NA,NA,NA,"NL-WAG1128454","NL-WAG1128454",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1128454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"163","2020-02-08 10:07:42-03","NBC","NL-BOTANY","U 0284517","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","regia","Fuchsia regia regia",NA,NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R","1966","02","10","Brazil","Paraná",NA,"Est. Paraná, Mun. Gal Carneiro. Galinhas.",NA,NA,NA,NA,"NL-U0284517",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae","Uw14345",NA,NA,NA,NA,NA,NA
"164","2020-02-08 10:07:42-03","NBC","NL-BOTANY","U.1449118","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","regia","Fuchsia regia regia",NA,NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R","1966","02","10","Brazil","Paraná",NA,"Est. Paraná, Mun. Gal Carneiro. Galinhas.",NA,NA,NA,NA,"NL-U1449118","NL-U1449118",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1449118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"165","2020-02-08 10:07:42-03","NBC","NL-BOTANY","WAG.1128455","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","regia","Fuchsia regia regia",NA,NA,NA,NA,NA,"Hatschbach GG","1973","02","10","Brazil",NA,NA,"Vale Verde (mun. Caparao) Minas Gerais.",NA,NA,NA,NA,"NL-WAG1128455","NL-WAG1128455",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1128455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"166","2020-02-08 10:07:42-03","NBC","NL-BOTANY","L.2554056","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","reitzii","Fuchsia regia reitzii","P.E.Berry","Berry PE; Ramamoorthy TP",NA,NA,NA,"Reitz R; Klein RM","1959","01","13","Brazil","Santa Catarina",NA,"Fazenda de Laranja, Bom Jardim, S.Joaquim.",NA,NA,NA,NA,"NL-L2554056","NL-L2554056",NA,NA,NA,"Pinhal.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2554056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,"isotype",NA,NA,NA,NA,NA
"167","2020-02-08 10:07:42-03","NBC","NL-BOTANY","U 0005335","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","reitzii","Fuchsia regia reitzii","P.E.Berry","Berry PE; Ramamoorthy TP",NA,NA,NA,"Reitz R; Klein RM","1959","01","13","Brazil","Santa Catarina",NA,"Fazenda de Laranja, Bom Jardim, S.Joaquim.",NA,NA,NA,NA,"NL-U0005335","NL-U0005335",NA,NA,NA,"Pinhal.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005335 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae","123254 B","isotype",NA,NA,NA,NA,NA
"168","2020-02-08 10:07:42-03","NBC","NL-BOTANY","L.2554059","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","typica","Fuchsia regia typica","(Munz)",NA,NA,NA,NA,"Braga PIS; Sucre Benjamin D","1968","04","27","Brazil",NA,NA,"Estado do Rio de Janeiro, Petrópolis, Aranas, Morro Bolo de Milho, mais ou menos entre.",NA,NA,NA,NA,"NL-L2554059","NL-L2554059",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2554059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"169","2020-11-04 12:17:22-03","ESALQ","ESA","84885","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Toledo, R.M.",NA,NA,NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","2003","04","15","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, trilha da Caçadinha, com início na estrada do Carmo.Vegetação Secundária de Floresta Ombrófila Densa Alto Montana",NA,"-242.775","-48,419,167","-242,775","ESA084885","ESA084885","95.0","710","710","Liana, cálice vermelho, pétalas roxas, ramos longos e escandentes (a 2,5m do chão)",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-11-04 12:17:21-03","ESALQ","ESA","119185","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,"Nalle, D.L.S.","2011","11","14","Nalle, D.L.S.","2011","11","05","Brasil","São Paulo","Monte Verde","Área urbana.",NA,NA,NA,NA,"ESA119185","ESA119185","1.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-11-04 12:17:22-03","ESALQ","ESA","84884","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Toledo, R.M.",NA,NA,NA,"Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","2003","04","19","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales. Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E.E. Xiutê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito.","-48.35",NA,"-48.35","-24,466,667","ESA084884","ESA084884","85.0","788","788","liana coletada na borda da mata; flores com pétalas cor de rosa, sépalas roxas e estames vermelhos",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-11-04 12:17:22-03","ESALQ","ESA","79762","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vand.) Munz.","Berndt, A. et al.",NA,NA,NA,"Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","23","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrofila Densa Montana. Trilha do Taquaral.",NA,"-240.575","-47,995,278","-240,575","ESA079762","ESA079762","686.0",NA,NA,"Liana escandente. Sépalas rosa; pétalas roxas; anteras, estilete e estigma rosa.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-11-04 12:17:22-03","ESALQ","ESA","80167","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Castellen, M.","2002","01","01","Bortoleto, S.; Araújo, A.O.; Freire, R.A.P.; Capretz, R.L.; Castellen, M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","20","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana. Borda de floresta.",NA,"-240.675","-47,968,889","-240,675","ESA080167","ESA080167","36.0",NA,NA,"Erva de 45 cm. Cálice vermelho e corola roxa.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-11-04 12:15:40-03","ESALQ","ESA","142060","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz.","Gomes, M.P.","2016","02","02","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","2015","09","09","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","44°48'50W","23°08'25S","ESA142060",NA,"272.0","1800","1800","Erva, cálice rosa, corola roxa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-11-04 12:17:22-03","ESALQ","ESA","5089","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Sousa, N.X.M.","2018","08","01","Carvalho, M.P.","1988","12","05","Brasil","Minas Gerais","Itajubá",NA,"-45.4528007507324","-22.4256000518799",NA,NA,"ESA005089","ESA005089",NA,NA,NA,NA,"19946","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-11-04 12:17:22-03","ESALQ","ESA","110222","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Sousa, N.X.M.","2018","08","01","Colletta, G.D.","2009","05","06","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"ESA110222","ESA110222","91.0",NA,NA,NA,"44599","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-11-04 12:15:40-03","ESALQ","ESA","57007","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,"Sousa, N.X.M.","2018","08","01","Stehmann, J.R.","1999","03","27","Brasil","Minas Gerais","Toledo",NA,"-46.371898651123","-22.7430992126465",NA,NA,"ESA057007","ESA057007","2450.0",NA,NA,NA,"12773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-11-04 12:15:40-03","ESALQ","ESA","57008","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Sousa, N.X.M.","2018","08","01","Stehmann, J.R.","1999","03","27","Brasil","Minas Gerais","Toledo",NA,"-46.371898651123","-22.7430992126465",NA,NA,"ESA057008","ESA057008","2450.0",NA,NA,NA,"12773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-11-04 12:17:22-03","ESALQ","ESA","60836","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Hatschbach, G. et al.","1998","01","21","Brasil","Paraná","Inácio Martins",NA,"-51.0788993835449","-25.5711002349854",NA,NA,"ESA060836","ESA060836","67514.0",NA,NA,NA,"35964","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-11-04 12:17:22-03","ESALQ","ESA","3718","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Robim, M.J.","1987","02","02","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA003718",NA,"435.0",NA,NA,NA,"21048","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-11-04 12:17:22-03","ESALQ","ESA","18433","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1994","01","27","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,"ESA018433","ESA018433","1914.0",NA,NA,NA,"38740","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-11-04 12:17:22-03","ESALQ","ESA","9020","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Scaramuzza, C.A.M. ; Souza, V.C.","1989","04","09","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009020",NA,"112.0",NA,NA,NA,"27729","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-11-04 12:17:22-03","ESALQ","ESA","17126","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Souza, V.C. et al.","1993","02","18","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA017126","ESA017126","2359.0",NA,NA,NA,"27729","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-11-04 12:17:21-03","ESALQ","ESA","106083","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,"Bazarian, S.V.","2007",NA,NA,"Bazarian, S.V.","2006","03","04","Brasil","São Paulo","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879",NA,NA,"ESA106083","ESA106083","150.0",NA,NA,NA,"25028","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-11-04 12:17:22-03","ESALQ","ESA","17415","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Sousa, N.X.M.","2018","08","01","Moraes, P.L.R.","1995","01","18","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017415","ESA017415","1117.0",NA,NA,NA,"27904","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-11-04 12:17:22-03","ESALQ","ESA","79091","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Sousa, N.X.M.","2018","08","01","Forster, W. et al.","2000","04","25","Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"ESA079091","ESA079091","308.0",NA,NA,NA,"41977","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-11-04 12:17:22-03","ESALQ","ESA","97337","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Rocca, M.A.","2004","02","02","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA097337","ESA097337","40.0",NA,NA,NA,"34059","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-11-04 12:17:22-03","ESALQ","ESA","123237","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Sousa, N.X.M.","2018","08","01","Bovini, M.G.","2000","06","05","Brasil","Rio de Janeiro","Macaé","Distrito de Frade, trilha em direção ao Pico.","-41.7868995666504","-22.3708000183105",NA,NA,"ESA123237","ESA123237","1855.0",NA,NA,NA,"47209","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-11-04 12:17:22-03","ESALQ","ESA","55135","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz.","Ivanauskas, N.M.","2007","04","03","Coelho, R.L.G.","2007","04","03","Brasil","Santa Catarina","Urupema","Fazenda Farofa, trilha do pasto sujo, atrás da sede. Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"ESA055135","ESA055135","122.0","1400","1400","Arbusto, 0,3m. Cálice rosa pink, corola e estames roxos.","23096","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-11-04 12:17:22-03","ESALQ","ESA","55477","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz.","Ivanauskas, N.M.","2007","04","03","Souza, R.P.M.","2007","04","03","Brasil","Santa Catarina","Urupema","Fazenda Farofa, trilha do pasto sujo atrás da sede. Solo argiloso, rico em matéria orgânica. Borda de Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"ESA055477","ESA055477","53.0","1370","1370","Trepadeira. Flor com cálice rosa e corola roxa.","23096","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-11-04 12:17:22-03","ESALQ","ESA","27562","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Sousa, N.X.M.","2018","08","01","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","10","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"ESA027562","ESA027562","9958.0",NA,NA,"Arbusto subescandente, até 3 m alt.; cálice vermelho; corola lilás, filetes vermelhos. Beira de mata.","33136","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-11-04 12:17:22-03","ESALQ","ESA","79663","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz.","Tamashiro, J.Y. & Franco, G.C.",NA,NA,NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","21","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139, Km69). Floresta Ombrófila Densa Montana ao longo e no entorno do Rio Bonito.","-47.9199981689453","-24.3799991607666","-47,994,167","-24,141,389","ESA079663","ESA079663","263.0",NA,NA,"Arbusto escandente de 2,5m coletado na borda da mata. Flores com cálice rosa, corola violeta.","34059","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-11-04 12:15:40-03","ESALQ","ESA","141926","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Gomes, M.P.","2016","02","02","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2015","11","29","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,NA,"ESA141926",NA,"2311.0",NA,NA,"Trepadeira com flores rosa.","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-11-04 12:17:21-03","ESALQ","ESA","119168","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,"Moraes.J.M.M.","2011","11","14","Moraes, J.M.M.","2011","11","05","Brasil","São Paulo","Monte Verde","Área urbana.",NA,NA,NA,NA,"ESA119168","ESA119168","2.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 12:17:22-03","ESALQ","ESA","53719","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Lucas, E.J. et al.","2006","11","25","Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,"ESA053719","ESA053719","719.0",NA,NA,NA,"16385","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-04 12:15:40-03","ESALQ","ESA","57030","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,"Sousa, N.X.M.","2018","08","01","Stehmann, J.R.","2001","09","20","Brasil","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506",NA,NA,"ESA057030","ESA057030","2980.0",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-04 12:17:22-03","ESALQ","ESA","83314","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","Sousa, N.X.M.","2018","08","01","Marcondes-Ferreira, W. Tsuji, R.","2001","04","26","Brasil","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506",NA,NA,"ESA083314","ESA083314","1708.0",NA,NA,NA,"22140","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 12:17:22-03","ESALQ","ESA","77217","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Mota, R.C.","1999","12","18","Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,"ESA077217","ESA077217","119.0",NA,NA,NA,"11966","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-04 12:17:22-03","ESALQ","ESA","2346","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Kummrow, R.","1983","01","25","Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,"ESA002346",NA,"2192.0",NA,NA,NA,"35166","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-04 12:17:21-03","ESALQ","ESA","13843","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1993","09","21","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA013843",NA,"1199.0",NA,NA,NA,"21048","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-04 12:17:22-03","ESALQ","ESA","17125","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Souza, V.C. et al.","1993","02","13","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA017125","ESA017125","2238.0",NA,NA,NA,"27729","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 12:17:21-03","ESALQ","ESA","12953","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia",NA,NA,NA,NA,NA,"Moraes, P.L.R.","1990","06","08","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA012953",NA,"71.0",NA,NA,NA,"27904","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
