"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","sex"
"46","2021-03-30 12:53:17-03","EAO","IAN","162000","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Drudi, A","02","1987","12","16","Brasil","Goiás","Xambioá","Fazenda Mundial.",NA,NA,NA,NA,NA,NA,"IAN162000",NA,NA,NA,NA,"Erecto, decumbente. Cultivado em algumas fazendas. Capim aquático.","Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:53:17-03","EAO","IAN","29389","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA","897","1947","06","20","Brasil","Pará",NA,"Beira do Rio Ituqui. É muito freqüente na água lamacenta do rio Ituquí.",NA,NA,NA,NA,NA,NA,"IAN029389","IAN029389 IAN029389_e",NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:53:17-03","EAO","IAN","33043","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA","2284","1948","01","03","Brasil","Pará",NA,"Rio Cupari. Lago Curuçá.",NA,NA,NA,NA,NA,NA,"IAN033043","IAN033043 IAN033043_e",NA,NA,NA,"Flutuante, 1 - 2 m; inflorescência escura.","Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:53:17-03","EAO","IAN","36906","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA","3004","1948","07","21","Brasil","Pará",NA,"Várzea do Rio Tajapurú. Ilha de São Sebastião e Nazaré.",NA,NA,NA,NA,NA,NA,"IAN036906","IAN036906 IAN036906_e",NA,NA,NA,"Capim em matupi.","Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:53:17-03","EAO","IAN","43874","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Hitchcock, AS","16791",NA,NA,NA,"Guiana",NA,NA,"Vreed-en-Hoop: In water of canal.",NA,NA,NA,NA,NA,NA,"IAN043874",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:53:17-03","EAO","IAN","43951","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Swallen, JR","6956","1944","05","02","Brasil","Pará",NA,"Margin of Lago Arari opposite Genipapo, in water several feet deep. Ilha do Marajó.",NA,NA,NA,NA,NA,NA,"IAN043951",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:53:17-03","EAO","IAN","50102","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Pires, JM","1927","1947",NA,NA,"Brasil",NA,NA,"Local não anotado.",NA,NA,NA,NA,NA,NA,"IAN050102",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:53:17-03","EAO","IAN","55441","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA; Lobato, LCB","9380","1950","04","15","Brasil","Amapá",NA,"Lago Bom Nome, Fazenda Queimadas.",NA,NA,NA,NA,NA,NA,"IAN055441",NA,NA,NA,NA,"Perene; flutuante, abundante; melhor pasto.","Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:53:17-03","EAO","IAN","65978","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Luetzelberg, P von","21445","1927","08",NA,"Brasil","Amazonas","Porto Esperança",NA,NA,NA,NA,NA,NA,NA,"IAN065978",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:53:17-03","EAO","IAN","67106","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Goeldi, EA","285",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN067106",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-30 12:53:17-03","EAO","IAN","69378","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA; Parodi, LR","11546","1951","03","10","Argentina",NA,NA,"Universidade Nacional; ex Horto L. Parodi.",NA,NA,NA,NA,NA,NA,"IAN069378",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-30 12:53:17-03","EAO","IAN","72565","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Amshoff, GJH","Esse","22","1914","07",NA,"Suriname",NA,NA,"Paramaribo.",NA,NA,NA,NA,NA,NA,"IAN072565",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-30 12:53:17-03","EAO","IAN","77272","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA","15367","1952","07","03","Brasil","Pará",NA,"Cacaual Grande; Canal Novais Filho.",NA,NA,NA,NA,NA,NA,"IAN077272",NA,NA,NA,NA,"Perene, robusta, Aquática, em barranco.","Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-30 12:53:17-03","EAO","IAN","82987","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Ledoux, PVD","84","1952","05","17","Brasil",NA,NA,"Introduzida na Fazenda Tuiuiú, Rio Ararí. Municipio de Arariuna. Foi transplantada da cultura do I.A.N. As estacas floresceram depois de 21 dias de plantação. Atinge 0,90 m de altura.",NA,NA,NA,NA,NA,NA,"IAN082987",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-30 12:53:17-03","EAO","IAN","85309","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA; Vincent","17471","1954","11","04","Guiana Francesa",NA,NA,"Beira do Rio Kaw, várzea.",NA,NA,NA,NA,NA,NA,"IAN085309",NA,NA,NA,NA,"Colar no ápice da baínha.",NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-30 12:53:17-03","EAO","IAN","89128","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA","18190","1954","10",NA,"Guiana Francesa",NA,NA,"Campo perto de Kourow.",NA,NA,NA,NA,NA,NA,"IAN089128",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-30 12:53:17-03","EAO","IAN","92972","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Black, GA","Andrade-Lima, D de","902","1951","02","16","Brasil","Pernambuco",NA,"Jatinã. Margem do São Francisco.",NA,NA,NA,NA,NA,NA,"IAN092972",NA,"1955","02",NA,"Capim.","Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-30 12:53:17-03","EAO","IAN","94680","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Black, GA","D'Aage, C","s.n.","1954","02",NA,"Guiana Francesa",NA,NA,"Savana de Kaw, várzea.",NA,NA,NA,NA,NA,NA,"IAN094680",NA,"1956",NA,NA,"São os mais freqüentes.",NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-30 12:53:17-03","EAO","IAN","94682","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"D'Aage, C","5a","1954","02",NA,"Guiana Francesa",NA,NA,"Savana de Kaw, várzea.",NA,NA,NA,NA,NA,NA,"IAN094682",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-30 12:53:17-03","EAO","IAN","94683","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"D'Aage, C","5b","1954","02",NA,"Guiana Francesa",NA,NA,"Savanna de Kaw, várzea.",NA,NA,NA,NA,NA,NA,"IAN094683",NA,NA,NA,NA,"São os mais frequentes.",NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-30 12:53:17-03","EAO","IAN","95100","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Hoock, J","sc","s.n.","1956","02","02","Guiana Francesa",NA,NA,"Cayenne, Maraes frin chemin flage Montabo.",NA,NA,NA,NA,NA,NA,"IAN095100",NA,"1957","12",NA,NA,NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-30 12:53:17-03","EAO","IAN","183752","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Costa Neto, SV","Costa Neto, SV; Cardoso, J","2589","2006","11","26","Brasil","Amapá","Amapá","Macarry","-50.793098449707","2.0533299446106",NA,NA,NA,NA,"IAN183752",NA,NA,NA,NA,"Erva aquática flutuante fixa. Inflorescência esverdeada.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"134143","auto",NA,NA,NA,NA,NA,NA
"68","2021-03-30 12:53:17-03","EAO","IAN","159373","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Cordeiro, MR","Dantas, M; Cordeiro, MR","1414","1982","11","09","Brasil","Amapá","Calçoene","Entroncamento: Caloene-Amapá-Base. Campo de terra firme.","-50.948600769043","2.49749994277954",NA,NA,NA,NA,"IAN159373",NA,NA,NA,NA,"Erva perene, com fruto.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"178685","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-30 12:53:17-03","EAO","IAN","158377","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Cordeiro, MR","Dantas, M","909","1982","03","15","Brasil","Amapá","Macapá","BR 156, a 3 km do Rio Araguarí, após Ferreira Gomes. Várzea. Solo argiloso.","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,"IAN158377",NA,NA,NA,NA,"Capim. Fruto amarelo.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
"70","2021-03-30 12:53:17-03","EAO","IAN","166242","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Cordeiro, MR; Batista, J","2605","1997","04","26","Brasil","Amapá","Macapá","Fazenda São Bento. Bloco-5. Ponto-14. Igarapé Glória. Coleta Geral.","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,"IAN166242",NA,NA,NA,NA,"Caspim. Flor verde.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
"71","2021-03-30 12:53:17-03","EAO","IAN","98076","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Black, GA","Ledoux, PVD","290","1955","08","12","Brasil","Amapá","Mazagão","Ilha Barreiras.","-51.2893981933594","-0.115000002086163",NA,NA,NA,NA,"IAN098076",NA,"1955",NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,"195641","auto",NA,NA,NA,NA,NA,NA
"72","2021-03-30 12:53:17-03","EAO","IAN","17841","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Pires, JM; Black, GA","851","1945","10","28","Brasil","Amazonas","Benjamin Constant",NA,"-70.0310974121094","-4.38305997848511",NA,NA,NA,NA,"IAN017841","IAN017841 IAN017841_e",NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,"293020","auto",NA,NA,NA,NA,NA,NA
"73","2021-03-30 12:53:17-03","EAO","IAN","63420","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Pires, JM","3210","1951","05","26","Brasil","Pará","Belém","Cultivada.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN063420","IAN063420 IAN063420_e",NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"74","2021-03-30 12:53:17-03","EAO","IAN","79040","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Fróes, RL; Filho, JP","29502","1953","03","10","Brasil","Pará","Monte Alegre","Rio Maicurú. À beira do rio.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"IAN079040",NA,NA,NA,NA,"Capim.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"279177","auto",NA,NA,NA,NA,NA,NA
"75","2021-03-30 12:53:17-03","EAO","IAN","158790","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Cordeiro, MR","Dantas, M; Nivaldo, S","1105","1982","04","22","Brasil","Pará","Muaná","Rio Anabijú; margem esquerda, em frente a Fazenda Espírito Santo. Campo.","-49.2167015075684","-1.52832996845245",NA,NA,NA,NA,"IAN158790",NA,NA,NA,NA,"Capim. Fruto verde.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"72451","auto",NA,NA,NA,NA,NA,NA
"76","2021-03-30 12:53:17-03","EAO","IAN","61627","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA; Ledoux, PVD","10333","1950","10","28","Brasil","Pará","Santarém","Cacaual Grande. Campo aberto de várzea.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"IAN061627","IAN061627 IAN061627_1 IAN061627_1e IAN061627_e",NA,NA,NA,"Perene, colmos decumbentes pela base; altura de 2 m a 2,5 m.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"77","2021-03-30 12:53:17-03","EAO","IAN","54419","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA","9112","1950","02","25","Brasil","Pará","Soure","Rio Paracauarí; fazenda Gavinho, Porto Santo Antonio.","-48.5233001708984","-0.716666996479034",NA,NA,NA,NA,"IAN054419",NA,NA,NA,NA,"Canarana com pêlos, procedente do baixo Amazonas.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"69952","auto",NA,NA,NA,NA,NA,NA
"78","2021-03-30 12:53:17-03","EAO","IAN","54515","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Black, GA; Lobato, JJ","9215","1950","03","15","Brasil","Pará","Soure","Uchí.","-48.5233001708984","-0.716666996479034",NA,NA,NA,NA,"IAN054515",NA,NA,NA,NA,"Flutuante, solto.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"69952","auto",NA,NA,NA,NA,NA,NA
"79","2021-04-08 17:45:20-03","EAO","IAN","82519","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Moraes, JC de","864","1953","07","15","Brasil","Paraíba","Areia","Escola de Agronomia do Nordeste. Lugares pantanosos.","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"IAN082519",NA,NA,NA,NA,"Herbacea.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA
"80","2021-03-30 12:53:17-03","EAO","IAN","65149","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"sc","48125","1929","04","18","Brasil","Rio de Janeiro","Volta Redonda","Herb. Escola de Agrostologia S. Barreira.","-44.1041984558105","-22.523099899292",NA,NA,NA,NA,"IAN065149",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,"16209","auto",NA,NA,NA,NA,NA,NA
"81","2021-03-30 12:53:17-03","EAO","IAN","37263","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Viégas, GP","8166","1947","03","07","Brasil","São Paulo","Campinas","Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN037263","IAN037263 IAN037263_e",NA,NA,NA,"Herbaceo.","Southern America",NA,NA,"Monocotiledônea",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"82","2019-12-04 15:26:41-03","PUCPR","HUCP","24690","S","Plantae","Poaceae","Echinochloa","polystachya var spectabil","Echinochloa polystachya var spectabil","(Nees. ex Trin.) Mart.Crov.","Molina, PV","Lewandowski, JP","35","1985","04","30","Brasil","Paraná","Curitiba","Parque João Paulo II","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00024690","HUCP00024690",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"83","2019-12-04 15:26:41-03","PUCPR","HUCP","10176","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Bessa, FA","Bessa, FA","049","1996","08","13","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00006458","HUCP00006458",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-12-04 15:26:41-03","PUCPR","HUCP","10177","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Irgang, B","Bessa, FA","020","1996","07","17","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00006406","HUCP00006406",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-12-04 15:26:41-03","PUCPR","HUCP","10178","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Bessa, FA","Bessa, FA","021","1996","07","17","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00006510","HUCP00006510",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-12-04 15:26:41-03","PUCPR","HUCP","10239","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Bessa, FA","Bessa, FA","050","1996","09","13","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00006505","HUCP00006505",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-15 16:10:39-03","CPAN-UFMS","COR","8553","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Pott, V. J.","Damasceno-Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","3018","2001","11","22","Brasil","Mato Grosso do Sul","Corumbá","Porto Três Bocas; rio Ingazal; corixo","-57.500556","-17.891667","57º30'2''W","17º53'30''S","90","90",NA,NA,"2001","11","22","Erva aquática, 50 cm Habito: Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 16:10:39-03","CPAN-UFMS","COR","8954","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Porfírio, G. E. O.","Dias, C. S.","3","2002","10","01","Brasil","Mato Grosso do Sul","Corumbá","Cacimba da Saúde","-57.666944","-18.998611","57º40'1''W","18º59'55''S","90","90",NA,NA,NA,NA,NA,"Erva anfíbia ou emergente, perene Habito: Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-15 16:10:38-03","CPAN-UFMS","COR","16614","PreservedSpecimen",NA,"Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Pott, V. J.","Damasceno-Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","3018","2001","11","22","Brasil","Mato Grosso do Sul","Corumbá","Porto Três Bocas; rio Ingazal; corixo","-57.500556","-17.891667","57º30'2''W","17º53'30''S",NA,NA,NA,NA,NA,NA,NA,"Erva aquática, 50 cm de altura Habito: Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-15 16:10:39-03","CPAN-UFMS","COR","895","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Guglieri, A.","Almeida Rego","738","1986","08","06","Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.653611","-19.009722","57º39'13''W","19º0'35''S",NA,NA,NA,NA,"2009","05","21","Erva Habito: Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-15 16:10:39-03","CPAN-UFMS","COR","5376","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Guglieri, A.","Bezerra, M. A. O.","49",NA,NA,NA,"Brasil","Mato Grosso do Sul","Ladário","Lagoa Negra","-57.516944","-19.073889","57º31'1''W","19º4'26''S","90","90",NA,NA,NA,NA,NA,"Erva Habito: Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-11-26 18:09:11-03","CPAN-UFMS","COR","15967","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","A. Guglieri","A. Guglieri","1976","2009","05","28","Brasil","Mato Grosso do Sul","Japorã","Gleba 3, MS-084, km 6; próximo à ponte. Campo úmido, beira de riacho.; ;.","-54.4042015075684","-23.8910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34354","auto",NA,NA,NA,NA,NA,NA
"93","2021-03-02 16:29:10-03","CPAN-UFMS","COR","3545","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","A. Guglieri","Sanches,A.L. et al.","11","1994","05","31","Brasil","Mato Grosso do Sul","Ladário",NA,"-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"2009","05","21","emergente Habito: Herbáceae",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"94","2021-03-02 16:29:10-03","CPAN-UFMS","COR","4486","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","A.Guglieri","Damasceno Jr, G.A.; Balestieri, J.B.","809","1995","05","05","Brasil","Mato Grosso do Sul","Ladário",NA,"-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"2009","05","20","Habito: Erva",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"95","2020-11-26 18:09:11-03","CPAN-UFMS","COR","3585","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","A. Guglieri","Sanches,A.L. et al.","51","1994","09","12","Brasil","Mato Grosso do Sul","Ladário",NA,"-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anfíbia",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
