"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","454184","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","R. de Mello-Silva","823","South America","Brazil","Espírito Santo","Viana","-40.4958","-20.3906","sheet","Foto <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454184","NY00454184_01","1993","05","11","Rodovia Vitória - Belo Horizonte (Br262), km 31. Encontas do Vale do rio Jucu, braço norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00837382","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","H. C. Cutler","H. C. Cutler","12410","South America","Brazil","Ceará","Fortaleza","-38.5431","-3.7172","wood sample","Part of a collection of 42 remedies from one herb stall. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837382","NY00837382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1581479","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","H. S. Irwin","29710","South America","Brazil","Minas Gerais",NA,"-43.41795","-20.37495","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1846238' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581479","NY01581479_01","1971","02","03","Serra do Espinhaço, valley of Riacho Mariana, ca. 3 km N. of Mariana","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1581476","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","H. S. Irwin","28114","South America","Brazil","Minas Gerais","Diamantina","-43.68125","-17.99895","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1846278' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581476","NY01581476_01","1970","03","23","Serra do Espinhaço, ca. 15 km N. of São João da Chapada","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1040062","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","W. Hoehne","5546","South America","Brazil","Espírito Santo",NA,"-40.536302","-20.663179","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502142' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040062","NY01040062_01","1964","01","25","Arredores de Guarapari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","52501","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","J. A. Kallunki","617","South America","Brazil","Rio de Janeiro","Sao Pedro da Aldeia","-42.15","-22.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00052501","NY00052501_01","1995","02","17","Serra Sepeatiba, at TELERJ tower reached (eventually) after 5.8 km on dirt road turning N from Araruama-S. Pedro de Aldeia road at 3.5 km W of turn to Macaé, in forest near tower.","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1040056","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","F. C. Hoehne","10449","South America","Brazil","Minas Gerais",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502109' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040056","NY01040056_01","1924","03","05","Santa Bárbara do Mato Dentro. Cult. no Horto Osw. Cruz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1581475","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","H. S. Irwin","27741","South America","Brazil","Minas Gerais",NA,"-43.5028","-18.162","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1846279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581475","NY01581475_01","1970","03","17","Serra do Espinhaço, Ca. 23 km E. of Diamantina","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","52502","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","J. A. Kallunki","617","South America","Brazil","Rio de Janeiro","Sao Pedro da Aldeia","-42.15","-22.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00052502","NY00052502_01","1995","02","17","Serra Sepeatiba, at TELERJ tower reached (eventually) after 5.8 km on dirt road turning N from Araruama-S. Pedro de Aldeia road at 3.5 km W of turn to Macaé, in forest near tower.","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1018092","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.",NA,"S. J. da Silva Neto","772","South America","Brazil","Rio de Janeiro","Nova Iguaçú","-43.4508","-22.7594","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248660' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018092","NY01018092_01","1996","08","04","Estrada para a jangada, trilha dos crentes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1040058","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","G. Gardner","616","South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502113' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040058","NY01040058_01","1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","454184","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","F. A. González","R. de Mello-Silva","823","South America","Brazil","Espírito Santo","Viana","-40.4958","-20.3906","sheet","Foto <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454184","NY00454184_01","1993","05","11","Rodovia Vitória - Belo Horizonte (Br262), km 31. Encontas do Vale do rio Jucu, braço norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:28:43-03","UNESP-IBB","BOTU","8539","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.",NA,"Brantjes, N.B.M.","703104",NA,"Brasil","São Paulo","São Sebastião",NA,NA,NA,"trepadeira","BOTU008539",NA,"1978","02","26",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:28:43-03","UNESP-IBB","BOTU","8539","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.",NA,"Brantjes, N.B.M.","703104",NA,"Brasil","São Paulo","São Sebastião",NA,NA,NA,"trepadeira","BOTU008539",NA,"1978","02","26",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:29:03-03","UFRJ","RFA","16147","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","D. S. Gissi","P. Occhioni","6972",NA,"Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,"Volúvel, perigonio creme, com manchas marrom.","RFA34237",NA,"1975","02","18",NA,NA,NA,NA,NA,"2012","01","13","20531","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:18:55-03","UFRJ","RFA","18576","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","D.S. Gissi","P. Occhioni","8352",NA,"Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,"Volúvel, flor, perigonio manchado.","RFA15574",NA,"1978","03","00","Morro do Ipê",NA,NA,NA,NA,"2012","01","13","20531","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:18:55-03","UFRJ","RFA","24796","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","A.Quinet","Flávio Britto Pereira","20/38",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303",NA,"Trepadeira,folha verde e flor creme e lilás.","RFA32464",NA,"2000","10","03","6º distrito.Fazendas consorciadas - Fazenda Sertão.","128","128",NA,NA,"2001","08","24","32671","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:29:03-03","UFRJ","RFA","22049","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","E. de L. Costa","A. A. M. de Barros; H. R. L. Pugialli","280",NA,"Brasil","Rio de Janeiro","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,"Erva trepadeira. Flores amarelas com fundo vinho. Odor fétido.","RFA34202",NA,"1988","03","26","Reserva Biológica de Poço das Antas entre a trilha Portuense e Osmarina.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:29:03-03","UFRJ","RFA","15936","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","D. S. Gin","P. Occhioni","6826",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,"Volúvel, flor verde x roxa.","RFA34231",NA,"1975","01",NA,"Serra dos Orgãos.",NA,NA,NA,NA,"2012","01","13","38539","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:29:03-03","UFRJ","RFA","16147","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","D. S. Gissi","P. Occhioni","6972",NA,"Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,"Volúvel, perigonio creme, com manchas marrom.","RFA34237",NA,"1975","02","18",NA,NA,NA,NA,NA,"2012","01","13","20531","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:18:55-03","UFRJ","RFA","18576","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","D.S. Gissi","P. Occhioni","8352",NA,"Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,"Volúvel, flor, perigonio manchado.","RFA15574",NA,"1978","03","00","Morro do Ipê",NA,NA,NA,NA,"2012","01","13","20531","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:18:55-03","UFRJ","RFA","24796","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","A.Quinet","Flávio Britto Pereira","20/38",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303",NA,"Trepadeira,folha verde e flor creme e lilás.","RFA32464",NA,"2000","10","03","6º distrito.Fazendas consorciadas - Fazenda Sertão.","128","128",NA,NA,"2001","08","24","32671","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:29:03-03","UFRJ","RFA","22049","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","E. de L. Costa","A. A. M. de Barros; H. R. L. Pugialli","280",NA,"Brasil","Rio de Janeiro","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,"Erva trepadeira. Flores amarelas com fundo vinho. Odor fétido.","RFA34202",NA,"1988","03","26","Reserva Biológica de Poço das Antas entre a trilha Portuense e Osmarina.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:29:03-03","UFRJ","RFA","15936","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","D. S. Gin","P. Occhioni","6826",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,"Volúvel, flor verde x roxa.","RFA34231",NA,"1975","01",NA,"Serra dos Orgãos.",NA,NA,NA,NA,"2012","01","13","38539","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:09:29-03","UFBA","ALCB","04447","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","M.L. Guedes","Hoehne, W","Hoehne, W","15","Southern America","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Cultivada. Escandente.","ALCB002193","ALCB002193 ALCB002193_1","1942","01","10","Horto Fac. Farmácia",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:09:29-03","UFBA","ALCB","04447","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","M.L. Guedes","Hoehne, W","Hoehne, W","15","Southern America","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Cultivada. Escandente.","ALCB002193","ALCB002193 ALCB002193_1","1942","01","10","Horto Fac. Farmácia",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:09:50-03","NBC","NL-BOTANY","L.3731975","PreservedSpecimen","Plantae",NA,"Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart.",NA,"Irwin HS; et al.",NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3731975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3731975","NL-L3731975","1970","03","17","Estado de Minas Gerais, Serra do Epinhaco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:09:50-03","NBC","NL-BOTANY","U.1110339","PreservedSpecimen","Plantae",NA,"Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart.",NA,"Brantjes NBM",NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110339","NL-U1110339","1978","02","26","Sao Sebastiaõ, 13 km south of S.S. along road Rio-Santos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:09:50-03","NBC","NL-BOTANY","L.3731975","PreservedSpecimen","Plantae",NA,"Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart.",NA,"Irwin HS; et al.",NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3731975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3731975","NL-L3731975","1970","03","17","Estado de Minas Gerais, Serra do Epinhaco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:09:50-03","NBC","NL-BOTANY","U.1110339","PreservedSpecimen","Plantae",NA,"Piperales","Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart.",NA,"Brantjes NBM",NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110339","NL-U1110339","1978","02","26","Sao Sebastiaõ, 13 km south of S.S. along road Rio-Santos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:00:42-03","ESALQ","ESA","125951","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera",NA,"Saka, M.N.","Lombardi, J.A.","8933.0",NA,"Brasil","Espírito Santo","Ibatiba","-41.5106010437012","-20.2339000701904",NA,NA,"ESA125951","ESA125951","1905","07","03",NA,NA,NA,NA,NA,"1905","07","03","18895","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:00:42-03","ESALQ","ESA","118941","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera",NA,"Krieger, L.","Krieger, L.","21297.0",NA,"Brasil","Minas Gerais","Antonio Carlos","-43.7467002868652","-21.3180999755859",NA,NA,"ESA118941","ESA118941","1986","10","01",NA,NA,NA,NA,NA,"1986","10","01","30131","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:00:42-03","ESALQ","ESA","118921","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera",NA,"Krieger, L.","Krieger, L. ; Brügger, M.C.","15273.0",NA,"Brasil","Minas Gerais","Ubá","-42.942798614502","-21.1200008392334",NA,NA,"ESA118921","ESA118921","1977","09","01","Estrada de Ubá para Viçosa.",NA,NA,NA,NA,"1977","09","22","24067","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:00:42-03","ESALQ","ESA","93520","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aristolochiaceae","Aristolochia","cymbifera","Aristolochia cymbifera","Mart. & Zucc.","Gissi, D.S.","Eq. Jar. Bot. Brasília","1014.0",NA,"Brasil","Goiás","Distrito Federal",NA,NA,NA,NA,"ESA093520","ESA093520","1987","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
