"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","individualCount","class"
"1","2021-03-15 16:37:00-03","NY","NYBG","1163879","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratype","R. Bertoncello","899","2008","11","15","South America","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro","-45.07","-23.43","1270","1270","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393262' target='other'> <mi>dwc_moreinfo</mi></a>","NY01163879","NY01163879_01",NA,NA,NA,NA,NA,NA,NA
"2","2021-03-01 16:42:12-03","UNICAMP","UEC","147352","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratypus","Bertoncello, R; Mello, TJ","900","2008","11","15",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.","UEC060873","UEC060873","Aranha, JLM","2010","03","34265","auto",NA,NA
"3","2021-03-01 16:42:12-03","UNICAMP","UEC","147346","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratypus","Bertoncello, R; Pansonato, M","894","2007","02","27",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arbusto 1,7m alt.; Mata Atlântica, mata nebular.","UEC060869","UEC060869","Aranha, JLM","2010","03","34265","auto",NA,NA
"4","2021-03-01 16:42:12-03","UNICAMP","UEC","147342","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha",NA,"Bertoncello, R; Pansonato, M","897","2007","02","27",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3m alt.; Mata Atlântica, mata nebular.",NA,NA,"Aranha, JLM","2010","03","34265","auto",NA,NA
"5","2021-03-01 16:42:12-03","UNICAMP","UEC","147354","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratypus","Bertoncello, R; Mello, TJ","903","2008","11","15",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.","UEC060874","UEC060874","Aranha, JLM","2010","03","34265","auto",NA,NA
"6","2021-03-01 16:42:12-03","UNICAMP","UEC","147340","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratypus","Bertoncello, R; Pansonato, M","896","2007","02","27",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.","UEC060878","UEC060878","Aranha, JLM","2010","03","34265","auto",NA,NA
"7","2021-03-01 16:42:12-03","UNICAMP","UEC","147347","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratypus","Bertoncello, R; Mello, TJ","899","2008","11","15",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.","UEC060875","UEC060875","Aranha, JLM","2010","03","34265","auto",NA,NA
"8","2021-03-01 16:42:12-03","UNICAMP","UEC","147335","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratypus","Bertoncello, R; Pansonato, M","895","2007","02","27",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.","UEC060877","UEC060877","Aranha, JLM","2010","03","34265","auto",NA,NA
"9","2021-03-01 16:42:12-03","UNICAMP","UEC","147343","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha",NA,"Bertoncello, R; Pansonato, M","898","2007","02","27",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 4m alt.; Mata Atlântica, mata nebular.",NA,NA,"Aranha, JLM","2010","03","34265","auto",NA,NA
"10","2021-03-01 16:42:12-03","UNICAMP","UEC","147356","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha",NA,"Bertoncello, R; Pansonato, M","33","2006","12","20",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.",NA,NA,"Aranha, JLM","2010","03","34265","auto",NA,NA
