"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","individualCount","class"
"11","2021-03-01 16:42:12-03","UNICAMP","UEC","147345","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratypus","Bertoncello, R; Pansonato, M","893","2006","12","20",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3m alt.; Mata Atlântica, mata nebular.","UEC060872","UEC060872","Aranha, JLM","2010","03","34265","auto",NA,NA
"12","2021-03-01 16:42:12-03","UNICAMP","UEC","150175","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha",NA,"Bertoncello, R; Mello, TJ","901","2008","11","15",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.","UEC143568","UEC143568","Aranha, JLM","2010","03","34265","auto",NA,NA
"13","2021-03-01 16:42:12-03","UNICAMP","UEC","147337","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha",NA,"Bertoncello, R; Pansonato, M","131","2007","04","19",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1200","1200",NA,"Árvore 7,5m alt.; Mata Atlântica, transição para mata nebular.",NA,NA,"Aranha, JLM","2010","03","34265","auto",NA,NA
"14","2021-03-01 16:42:12-03","UNICAMP","UEC","147344","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha",NA,"Bertoncello, R; Pansonato, M","24","2006","12","20",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.",NA,NA,"Aranha, JLM","2010","03","34265","auto",NA,NA
"15","2021-03-01 16:42:12-03","UNICAMP","UEC","147353","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha",NA,"Bertoncello, R; Mello, TJ","901","2008","11","15",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt.; Mata Atlântica, mata nebular.",NA,NA,"Aranha, JLM","2010","03","34265","auto",NA,NA
"16","2020-12-21 16:46:06-03","MBM","MBM","358322","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","PARATYPE","Bertoncello, R.; Pansonato, M.; Pansonato, M.","895","2007","02","27","Southern America","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m alt. Mata atlântica, mata nebular; Arvoreta 3.5m alt.; Mata Atlântica, mata nebular.","MBM358322","MBM358322","Aranha Filho, J.L.M.","2010","04","34265","auto",NA,NA
"17","2020-12-11 11:42:34-03","UFMG","BHCB","143033","PreservedSpecimen","Plantae","Dicotyledon",NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","Paratypus","Bertoncello, R; Mello, TJ","905","2008","11","15","Southern America","Brasil","São Paulo","Ubatuba","Parque estadual da Serra do Mar, Cuscuzeiro","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta, 3,5m alt.; Mata atlântica, mata nebular","BHCB000424","BHCB000424",NA,"2009",NA,"34265","auto",NA,NA
"18","2021-02-11 17:21:53-03","UFPR","UPCB","68290","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","Paratype","Bertoncello, R.","903","2008","11","15",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270","1270",NA,"Arvoreta 3,5m, Mata Atlântica, mata nebular..","UPCB0002359","UPCB0002359","Aranha Filho, J.L.M.","2010","03","34265","auto",NA,NA
"19","2010-10-12 11:12:00-03","MO","MOBOT","100311615","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","Paratype","R. Bertoncello|M. Pansonato","Bertoncello 894","2007","2","27","South America","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Cuscuzeiro.","-45.0699996948242","-23.4300003051758","1270.00000000",NA,NA,NA,NA,NA,"J.L. M. Aranha Filho",NA,NA,"34265","auto","1",NA
"20","2019-11-13 11:32:24-03","USP","SPF","196471","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","paratype","Bertoncello, R","895","2007","02","27",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758","1270","1270",NA,NA,"SPF00196471",NA,"Aranha Filho, JLM","2010","03","34265","auto",NA,NA
"21","2010-07-22 16:54:06-03","CAS","CAS-BOT","32753","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","atlantica","Symplocos atlantica","Aranha","isotype","Bertoncello, R.; Mello, T. J.","904","2008","11",NA,"South America","Brazil","São Paulo",NA,"Ubatuba, Parque Estadual da Serra do Mar, Cuscuzeiro.",NA,NA,"1270","1270",NA,"Arvoreta 4 m alt.",NA,NA,"J. L.M. Aranha",NA,NA,NA,NA,NA,"Magnoliopsida"
