"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","recordNumber","continentOcean","imagecode","locality","class","order","coordinatePrecision","geoFlag","preparationType","fieldNumber","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus","relatedCatalogItem"
"70","2020-09-02 16:39:34-03","Cenargen","CEN","52433","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","G. M. Barroso","1977","12",NA,"Moyses Kuhlmann","1950","06","12","Brasil",NA,NA,NA,NA,NA,NA,"Doação do Instituto de Botânica - SP. São Paulo. 117644","CEN00052433",NA,"2502",NA,"CEN00052433","Minas Gerais , Saõ Francisco dos Campos",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,"1",NA,NA
"71","2020-09-02 16:39:34-03","Cenargen","CEN","21136","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","M. S. Ferrucci","1997","07",NA,"Hamilton Garboggini Pinho dos Santos","1994","09","16","Brasil","MG","EWBANK DA CAMARA","-43.5099983215332","-21.5510997772217","-4350000.0","-2155000.0","Frutos com alas avermelhadas.","CEN00021136",NA,"357",NA,"CEN00021136","Fazenda Cascatinha, ao longo da estrada para Chapéu D`Uvas.",NA,NA,"14340","auto","Exsicatas",NA,"778","778","5",NA,NA
"72","2019-11-13 11:31:38-03","USP","SPF","214277","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Somner, GV; Fenicci, MS","2006","10",NA,"Braga, JMA","1995","06","01","Brasil","Rio de Janeiro","Itatiaia","-44.566667","-22.25","-44.566667","-22.25",NA,"SPF00214277",NA,"2443",NA,NA,"Parque Nacional do Itatiaia",NA,NA,NA,NA,NA,NA,"660","660",NA,NA,NA
"73","2019-11-13 11:31:38-03","USP","SPF","162305","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Barroso, GM","1977","12",NA,"Kuhlmann, M","1950","06","12","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"SPF00162305",NA,"2502",NA,NA,"São Francisco dos Campos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:31:38-03","USP","SPF","212972","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Ferrucci, MS; Silva","2010",NA,NA,"Silva, KF","2009","08","17","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.504917","-19.162222","-43.504917","-19.162222",NA,"SPF00212972",NA,"145",NA,NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"610","610",NA,NA,NA
"75","2019-11-13 11:31:38-03","USP","SPF","212981","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Ferrucci, MS; Silva","2010","05",NA,"Silva, KF","2009","08","17","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.512917","-19.178917","-43.512917","-19.178917",NA,"SPF00212981",NA,"147",NA,NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"1342","1342",NA,NA,NA
"76","2019-11-13 11:31:38-03","USP","SPF","99404","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Ferrucci, MS","1997",NA,NA,"Franco, GADC","1994","08","17","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"SPF00099404",NA,"566",NA,NA,"Parque Estadual da Serra do Mar",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:31:38-03","USP","SPF","116355","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Acevedo, P","2018","10",NA,"Árbocz, GF","1996","05","25","Brasil","São Paulo","Piquete","-45.1699981689453","-22.6100006103516",NA,NA,NA,"SPF00116355",NA,"279",NA,NA,NA,NA,NA,"13434","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-09-04 18:58:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa",NA,NA,NA,NA,NA,"J. Lhotsky","1832",NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta","339","South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"79","2020-07-23 12:22:08-03","CEPLAC","CEPEC","82084","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa",NA,"M. S. Ferrucci",NA,NA,NA,"W. W. Thomas","1971","03","08","Brasil","Bahia","PORTO SEGURO","-37.4","-16.85","37W24'","16S51'",NA,NA,NA,"12073",NA,NA,"Parque Nacional de Monte Pascoal, 3Km ao S do entroncamento ao longo da Rod. ao N do Parque..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2003"
"80","2021-03-04 15:46:36-03","IF","SPSF","17743","PreservedSpecimen","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa",NA,NA,NA,NA,NA,"M.L.Kawazaki & G.A.D.C. Franco","1994","08","17","Brasil","SP","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","566","América do Sul",NA,"P.E.Serra do Mar - Núcleo Cunha","Magnoliopsida","Sapindales","38855","auto",NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Claussen, P",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"144",NA,"P13P3N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Claussen, P",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"m. Mart. 1836, flor.",NA,NA,"139",NA,"P13P3N0064","in sylvis siccis vulgaris,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Brunet, E",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"m. Jun. 1884 flor.; Hb. Berol",NA,NA,"1",NA,"P13P3N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Lhotsky, J","1832",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America","P13P3N0064","In Brasiliae prov. Rio de Janeiro (et in Minas Geraes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Mendonça, CV","1867",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Hb. Warming, Eichl.",NA,NA,"535","Southern America","P13P3N0064","prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"8595","Southern America","P13P3N0064","prope Novo-Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"339","Southern America","P13P3N0064","In Brasiliae prov. Rio de Janeiro (et in Minas Geraes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Lund, PW","1825",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America","P13P3N0064","In Brasiliae prov. Rio de Janeiro (et in Minas Geraes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"m. Nov. 1842, fruct. semimat.",NA,NA,"141","Southern America","P13P3N0064","prope Novo-Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"?",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"m. Jul. 1888, flor.; scandens, flor. alb., fruct. coccin",NA,NA,"s.n.","Southern America","P13P3N0064","Serra da Caninana, prope Santa Luzia de Carangola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:13:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner",NA,NA,NA,NA,"Schwacke, A","1889",NA,NA,"?",NA,NA,NA,NA,NA,NA,"Hb. Berol",NA,NA,"6239",NA,"P13P3N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:19:07-03","IBt","SP","117644","S","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Barroso, GM","1977","12",NA,"Kuhlmann, M","1950","06","12","Brasil","Minas Gerais","São Francisco dos Campos",NA,NA,NA,NA,NA,"SP047081",NA,"2502",NA,"SP047081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:19:07-03","IBt","SP","117644a","Extra","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Barroso, GM","1977","12",NA,"Kuhlmann, M","1950","06","12","Brasil","Minas Gerais","São Francisco dos Campos",NA,NA,NA,NA,NA,"SP047082",NA,"2502",NA,"SP047082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:19:07-03","IBt","SP","19238","S","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Barroso, GM","1977",NA,NA,"Hoehne, FC","1927","04","28","Brasil","Minas Gerais","Pouso Alegre","-45.9364013671875","-22.2299995422363",NA,NA,NA,"SP047084",NA,"s.n.",NA,"SP047084",NA,NA,NA,"20835","auto",NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:19:07-03","IBt","SP","301710","S","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Ferrucci, MS","1997",NA,NA,"Sugiyama, M; et al.","1995","05","11","Brasil","São Paulo","Bananal","-44.3199996948242","-22.6800003051758",NA,NA,NA,"SP047078",NA,"1354",NA,"SP047078","Estrada para a sede da Pró-Bocaina.",NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:19:07-03","IBt","SP","118449","S","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Somner, GV","1987","01","30","Mattos, J","1968","06","12","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"SP047083",NA,"15333",NA,"SP047083","Boa Vista, junto a Rodovia Cunha-Parati.",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:19:07-03","IBt","SP","301594","S","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Ferrucci, MS","2009",NA,NA,"Kawasaki, ML; Franco, GADC","1994","08","17","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"SP047080",NA,"566",NA,"SP047080","Parque Estadual da Serra do Mar, Picada do Rio Bonito.",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:19:07-03","IBt","SP","301694","S","Plantae","Sapindaceae","Serjania","deflexa","Serjania deflexa","Gardner","Ferrucci, MS","1997",NA,NA,"Árbocz, GF; et al.","1996","05","25","Brasil","São Paulo","Piquete","-45.1699981689453","-22.6100006103516",NA,NA,NA,"SP047079",NA,"2814",NA,"SP047079","Margem da estrada para São Francisco dos Campos.",NA,NA,"13434","auto",NA,NA,NA,NA,NA,NA,NA
