"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"22","2020-12-21 16:44:35-03","MBM","MBM","83681","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, M.S.","Hatschbach, G.","46689",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire, arredores",NA,NA,"MBM083681","MBM083681",NA,NA,"Muniz Freire","-41.4131011962891","-20.4641990661621","30072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:44:35-03","MBM","MBM","267685","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Barreto, M.","Barreto, M.","1486",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Fazenda da Cachoeira",NA,NA,"MBM267685","MBM267685",NA,NA,"Tombos","-42.0228004455566","-20.9046993255615","16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:44:35-03","MBM","MBM","167839","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, M.S.","Thomas, W.W.; et al.; et al.","9133",NA,NA,NA,"Southern America","Brazil","Bahia","Rodovia para Serra Grande",NA,NA,"MBM167839","MBM167839",NA,NA,"Ilhéus","-39.0494003295898","-14.7889003753662","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:44:35-03","MBM","MBM","164126","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Somner, G.V.","Webster, G.L.","29586",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Cabeceira do Pau Gigante",NA,NA,"MBM164126","MBM164126",NA,NA,"Ibiraçu","-40.369701385498","-19.8318996429443","13709","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:44:35-03","MBM","MBM","144320","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, M.S.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55421",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rod. MG-111, Fazenda Modelo",NA,NA,"MBM144320","MBM144320",NA,NA,"Manhumirim","-41.9580993652344","-20.3577995300293","14432","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-01 15:28:39-03","PUC-RIO","FCAB","3614","PreservedSpecimen","Plantae",NA,"Angiospermae","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","G.V. Somner","J.C. Siqueira","2030","1985","04","04",NA,"Brasil","Rio de Janeiro","Furnas do Catete",NA,NA,"03614",NA,NA,NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto",NA,NA,"2015","07","01",NA,NA,NA,NA
"28","2019-11-01 15:28:39-03","PUC-RIO","FCAB","2422","PreservedSpecimen","Plantae",NA,"Angiospermae","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"P. Capell S.J.","s.n.","1953","08","24",NA,"Brasil","Rio de Janeiro",NA,NA,"N.Friburgo, e silva culminis serras , quase respicit ad rium","002422",NA,NA,NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-15 09:04:18-03","UESC","UESC","805","S","Plantae","Angiospermae","Florideophycidae","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,NA,"9133","1992","05","05",NA,"Brasil","Bahia",NA,NA,"Restinga arbórea perturbada.; Vine at edge of forest.","UESC0000805",NA,"Dicotyledoneae",NA,"Ilhéus","-39.0494003295898","-14.7889003753662","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 19:59:21-03","MNHN","RECOLNAT_MNHN_P","P00107901","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"Mexia, Y.",NA,"1930","9","24",NA,"Brazil",NA,"Minas Geraes, Viçosa, Fazenda do Deserto ; slopes naer road in open, cut over woods","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00107901' target='other'> <mi>dwc_moreinfo</mi></a>","P00107901","P00107901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5093",NA
"31","2015-09-04 19:59:21-03","MNHN","RECOLNAT_MNHN_P","P00107902","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"Mexia, Y.",NA,"1930","8","16",NA,"Brazil",NA,"Minas Geraes, Districto Ilheu, Fazenda de Tabunha, east of building","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00107902' target='other'> <mi>dwc_moreinfo</mi></a>","P00107902","P00107902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4958",NA
"32","2020-12-11 11:41:23-03","UFMG","BHCB","72927","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"Barreto, HLM","1486",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Tombos","-42.0228004455566","-20.9046993255615","16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:21:42-03","UFPR","UPCB","12678","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, S.","Hatschbach, G.","46689","1983","08","04",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,"Escandente, fruto vermelho. Capoeira..",NA,NA,NA,NA,"Muniz Freire",NA,NA,NA,NA,"9999","9999","1983","01","01",NA,NA,NA,NA
"34","2021-02-11 17:21:42-03","UFPR","UPCB","19320","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, S.","Hatschbach, G.","51326","1987","08","20",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,"Trepadeira lenhosa, fruto vermelho. Orla mata pluvial..",NA,NA,NA,NA,"Conceição do Castelo",NA,NA,NA,NA,"9999","9999","1988","01","01",NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","3015490","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","M.S. Ferrucci","Gert G. Hatschbach","Hatschbach 46694","1983","8","4","South America","Brazil","Espírito Santo","Muniz Freire, arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","3015715","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","M.S. Ferrucci","Gert G. Hatschbach","Hatschbach 46689","1983","8","4","South America","Brazil","Espírito Santo","Muniz Freire, arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-01-31 16:37:00-02","MO","MOBOT","3400730","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","M. S. Ferricco.","W. Wayt Thomas|A. Carvalho|André M. Amorim|Sérgio C. de Sant'Ana|Jomar G. Jardim|J. Gebhards","Thomas 9133","1992","5","5","South America","Brazil","Bahia","Mun. Ilhéus. Rd from Ilhéus to Serra Grande, 11.3 km N of the Itaipe bridge leaving Ilhéus. Disturbed restinga forest ca. 200 m from beach.",NA,NA,NA,NA,NA,NA,NA,"-39.15","-14.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-03-22 04:44:00-03","MO","MOBOT","3423912","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"Gert G. Hatschbach|et al.","Hatschbach 51326","1987","8","20","South America","Brazil","Espírito Santo","Alto Bananal (mun. Conceicao do Castelo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-10 20:47:54-03","INPA","INPA","179195","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Acevedo-Rodríguez, P","Costa, MAS","78","1995","01","05","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Na entrada da Reserva.",NA,NA,"INPA0179195","INPA0179195 INPA0179195_e",NA,NA,"Manaus","-59.966667","-2.883333",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"40","2021-01-10 20:47:54-03","INPA","INPA","179201","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Acevedo-Rodríguez, P","Pruski, JF","3232","1987","09","12","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke",NA,NA,"INPA0179201","INPA0179201 INPA0179201_e",NA,NA,"Manaus","-59.966667","-2.883333",NA,NA,"-59.966667","-2.883333","1996","07",NA,NA,NA,NA,NA
"41","2021-01-10 20:47:54-03","INPA","INPA","188251","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Acevedo-Rodríguez, P","Campos, MTVA do A.","503","1996","02","16","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Área de plantio de pau-rosa.",NA,NA,"INPA0188251",NA,NA,NA,"Manaus","-59.966667","-2.883333",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"42","2021-01-10 20:47:54-03","INPA","INPA","188266","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"Ribeiro, JELS","1853","1996","11","07","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke",NA,NA,"INPA0188266","INPA0188266 INPA0188266_e",NA,NA,"Manaus","-59.966667","-2.883333",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"43","2021-01-10 20:47:54-03","INPA","INPA","192585","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Costa, MAS","Assunção, PACL","771","1998","01","14","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke",NA,NA,"INPA0192585","INPA0192585 INPA0192585_e",NA,NA,"Manaus","-59.966667","-2.883333",NA,NA,"-59.966667","-2.883333","1999","05",NA,NA,NA,NA,NA
"44","2021-01-10 20:47:54-03","INPA","INPA","209041","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Kinupp, VF","Kinupp, VF","1746","2001","05","01","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Reserva Florestal Adolpho Ducke",NA,NA,"INPA0209041","INPA0209041 INPA0209041_e",NA,NA,"Manaus","-59.966667","-2.883333",NA,NA,"-59.966667","-2.883333","2001",NA,NA,"4600","4600",NA,NA
"45","2020-08-31 09:10:16-03","INPA","INPA","227079","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Terra-Araujo, MH","Terra-Araujo, MH","191","2008","04","21","Southern America","Brasil","Amazonas","Morro dos Seis Lagos, Coletada próxima a lagoa da Pata, platô (N 00º17' 08,3'' W 066º40' 64,7'') REBIO Morro dos Seias Lagos, Parque Nacional do Pico da Neblina. Solo raso arenoso com muitas rochas.",NA,NA,"INPA0227079",NA,NA,NA,"São Gabriel da Cachoeira","-67.08","0.11",NA,NA,"-67.08","0.11","2008","08","29",NA,NA,NA,NA
"46","2020-08-31 09:10:16-03","INPA","INPA","278699","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ramos, JF; Silva, AS da","Saraiva, DP","735","2016","03","11","Southern America","Brasil","Amazonas","Rebio Uatumã, Base Waba. Na beira da trilha A, lado esquerdo.",NA,NA,"INPA0278699",NA,NA,NA,"Presidente Figueiredo","-59.853283","-1.499017",NA,NA,"-59.853283","-1.499017","2017","01","17",NA,NA,NA,NA
"47","2021-01-10 20:47:54-03","INPA","INPA","284371","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Farroñay, FJ","Cabral, FN","1615","2017","08","18","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Trilha do Jardim Botânico - MUSA.",NA,NA,"INPA0284371",NA,NA,NA,"Manaus","-59.939038","-3.006327",NA,NA,"-59.939038","-3.006327","2019","04","03",NA,NA,NA,NA
"48","2020-08-31 09:10:16-03","INPA","INPA","40828","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Acevedo-Rodríguez, P","Steward, WC","P17631","1973","11","09","Southern America","Brasil","Amazonas","Ceplac, CEPLAC, cocoa research station, Manaus-Itacoatiara road, km 31",NA,NA,"INPA0040828","INPA0040828 INPA0040828_e INPA0040828_e1",NA,NA,"Manaus","-59.9","-2.7",NA,NA,"-59.9","-2.7","2008",NA,NA,NA,NA,NA,NA
"49","2020-08-31 09:10:16-03","INPA","INPA","141267","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, MS","Hatschbach, GG","46689","1983","08","04","Southern America","Brasil","Espírito Santo","Arredores. Capoeira.",NA,NA,"INPA0141267","INPA0141267 INPA0141267_e",NA,NA,"Muniz Freire","-41.4131011962891","-20.4641990661621","30072","auto",NA,NA,"1983",NA,NA,NA,NA,NA,NA
"50","2020-08-31 09:10:16-03","INPA","INPA","141268","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, MS","Hatschbach, GG","46694","1983","08","04","Southern America","Brasil","Espírito Santo","Arredores. orla mata pluvial.",NA,NA,"INPA0141268","INPA0141268 INPA0141268_e",NA,NA,"Muniz Freire","-41.4131011962891","-20.4641990661621","30072","auto",NA,NA,"1983",NA,NA,NA,NA,NA,NA
"51","2020-09-22 12:01:05-03","MBML","MBML-HERBARIO","14259",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","S.Obando & J.Urdampilleta/Maio-2008","L. Kollmann","4098","2001","07","05",NA,"Brasil","Espírito Santo","Vila Nova",NA,"Trepadeira no sol. Frutos verdes.","MBML014259",NA,NA,NA,"Santa Teresa","-40.609167","-19.938889",NA,NA,"40W36'33","19S56'20",NA,NA,NA,NA,NA,NA,NA
