"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","195853","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","M. S. Ferrucci","G. G. Hatschbach","46694","1983","04","08","South America","Brazil","Espírito Santo","Muniz Freire, arredores","sheet","Prefeitura Municipal de Curitiba, Museu Botânico Municipal <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195853","NY00195853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-02-08 10:33:04-03","NBC","NL-BOTANY","L.2315852","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Smith LB","Hatschbach GG",NA,"1961","02","04","Southern America","Brazil","Paraná","Brazil, Paraná, Mun. Cerro Azul, Ribeirão do Veado",NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2315852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2315852","NL-L2315852","Magnoliopsidae","L 0198796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-02-08 10:33:04-03","NBC","NL-BOTANY","L.2315853","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Smith LB","Hatschbach GG",NA,"1961","05","26","Southern America","Brazil","Paraná","Brazil, Paraná, Mun. Cerro Azul, Ribeirão do Veado",NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2315853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2315853","NL-L2315853","Magnoliopsidae","L 0198797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-11-04 11:19:29-03","ESALQ","ESA","2401","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera",NA,NA,"Hatschbach, G.","46689.0","1983","08","04",NA,"Brasil","Espírito Santo",NA,NA,NA,"ESA002401","ESA002401",NA,NA,"Muniz Freire","-41.4131011962891","-20.4641990661621","30072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-07-26 11:41:16-03","IPA","IPA","56724","S","Plantae","Plantae",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"Thomas, W.W.; Carvalho, A.; Amorim, A.M.; Sant'Ana, S.; Jardim, J.G.; Gebhards,; Carvalho, A.; Amorim, A.M.; Sant'Ana, S.; Jardim, J.G.; Gebhards, J.","56724","1992","05","05","Southern America","Brasil","Bahia","Rd. from Ilhéus to Serra Grande, 11,3km N of the Itaipe bridge leaving Ilhéus. Disturbed restinga forest ca. 200m from beach.",NA,"Vine at edge of forest, leaves lustrous green above, paler beneath. Inflorescences pale green, corollas white, fruits pale green becoming salmom.","IPA0056724",NA,NA,NA,"Ilhéus","-39.15","-14.683333",NA,NA,"-39.15","-14.683333",NA,NA,NA,NA,NA,NA,NA
"6","2019-08-27 13:32:46-03","IAP","PACA-AGP","69372","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","M. S. Ferruci","Hatschbach, G.","51326","1987","08","20",NA,"Brasil","ES","Alto Bananal",NA,"trepadeira lenhosa; fruto vermelho. Habitat: orla da mata pluvial Hábito: trepadeira","PACA069372",NA,"Magnoliatae",NA,"Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824","auto",NA,NA,"1988",NA,NA,NA,NA,NA,NA
"7","2019-11-21 14:44:59-03","UFJF","CESJ","49113","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","J. Miloski","F.R.G. Salimena; P.H. Nobre","2430","2007","02","16","América do Sul","Brasil","Minas Gerais","Serra Negra, Boqueirão, divisa com Santa Bárbara do Monte Verde.",NA,"Liana em floresta de encosta. Flores alvas.","CESJ049113",NA,NA,NA,"Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,NA,"2009","10",NA,NA,NA,NA,NA
"8","2019-11-21 14:44:59-03","UFJF","CESJ","41457","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"A.S.M. Valente; K. Antunes; C.N. Matozinhos; F.R.G. Salimena; L.C.S. Assis; O.J. Bastos Neto","330","2004","02","21","América do Sul","Brasil","Minas Gerais","Serra Negra, Fazenda da Tiririca.",NA,"Liana em borda de mata, pétalas alvas, anteras amarelas.","CESJ041457",NA,NA,NA,"Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"9","2019-11-21 14:44:59-03","UFJF","CESJ","41420","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; K. Antunes; F.R.G. Salimena; A.J. Fernandes Júni","345","2004","02","22","América do Sul","Brasil","Minas Gerais","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.",NA,"Liana na borda da mata escandente. Cálice verde, corola alva, anteras amarelas.","CESJ041420",NA,NA,NA,"Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"10","2019-11-21 14:44:59-03","UFJF","CESJ","41819","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","K.F.Silva","K. Antunes; A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; A.J. Fernandes Júnior; F.R.G. Sa","55","2004","02","25","América do Sul","Brasil","Minas Gerais","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.",NA,"Liana, borda de mata. Flores creme. Presença de gavinha bífida.","CESJ041819",NA,NA,NA,"Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,NA,"2007","03",NA,NA,NA,NA,NA
"11","2021-03-01 16:40:52-03","UNICAMP","UEC","153199","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Urdampilleta, JD","Urdampilleta, JD; Obando, S","436","2008","05","08",NA,"Brazil","Espírito Santo","Caminhos de terra, 694 msm",NA,"Com botões, flores, frutos imaturos verdes. Fixados em FAA.","UEC042467","UEC042467",NA,NA,"Santa Teresa","-40.634806","-19.9415",NA,NA,"-40.634806","-19.9415",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:40:52-03","UNICAMP","UEC","47627","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Somner, GV","Boechat, SC","14","1986","10","07",NA,"Brazil","Minas Gerais","Parque Municipal de Lajinha",NA,"Cipó, fruto a flor (?) vermelha, em grande número na área, sobre um arbusto médio, coletado em local onde o sol pega o dia todo.","UEC054742","UEC054742",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","03","25",NA,NA,NA,NA
"13","2019-08-20 10:25:56-03","UNICAMP","UEC","73899","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, MS","Webster, GL","29586","1992","08","02",NA,"Brazil","Espírito Santo","Cabeceira do Pau Gigante, c. 8km airline SE of Acioli, elev. c.350m.&nf;Rain forest in IBAMA reserve on steep slopes.&nf;Woody vine; frs reddish.",NA,NA,"UEC042468","UEC042468",NA,NA,"Ibiraçu","-40.5","-19.711944",NA,NA,"-40.5","-19.711944","2003",NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:25:56-03","UNICAMP","UEC","153161","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Urdampilleta, JD","Urdampilleta, JD; Gonçalves, AP","307","2006","07","17",NA,"Brazil","Bahia","Caminho a Orojo, a 23 Km da ponte Camamu/ Tremembe, 154 - msm",NA,NA,"UEC042470","UEC042470",NA,NA,"Camamu","-40.244167","-14.606111",NA,NA,"-40.244167","-14.606111",NA,NA,NA,NA,NA,NA,NA
"15","2019-11-06 09:57:36-03","UFOP","OUPR","22608","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Badini, J.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Piedade",NA,"Mata. Trepadeira. Flores pálidas",NA,NA,NA,NA,"Ponte Nova","-42.9085998535156","-20.4164009094238","16921","auto",NA,NA,"1936",NA,NA,NA,NA,NA,NA
"16","2020-06-29 09:32:19-03","UFRRJ","RBR","5650","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","G.V. Somner","L.S. Leoni","5466","2003","09","08",NA,"Brasil","Minas Gerais","Fazenda Jatobá, 670m/s. Área ao lado da floresta estacioanl semidecidual",NA,NA,"RBR00005650",NA,NA,NA,"Faria Lemos","-42.0297012329102","-20.8083000183105","14353","auto",NA,NA,"2008","06","14",NA,NA,NA,NA
"17","2020-06-29 09:32:19-03","UFRRJ","RBR","26608","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","G.V. Somner, G.M. Barroso","J.G. Kuhlmann","s.n.","1934","00","00",NA,"Brasil","Minas Gerais",NA,NA,NA,"RBR00026608",NA,NA,NA,"Viçosa","-42.8819007873535","-20.7539005279541","13937","auto",NA,NA,"1987","06","20",NA,NA,NA,NA
"18","2020-06-29 09:32:19-03","UFRRJ","RBR","30692","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"G.V. Somner","1131","2003","09","11",NA,"Brasil","Minas Gerais","estrada de Sapucaia para Mar de Espanha, do lado da estrada",NA,NA,"RBR00030692",NA,NA,NA,"Chiador","-43.0578002929688","-22.0025005340576","24306","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-21 19:38:48-03","UFC","EAC","50941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Lima-Verde, L.W.; Loiola, M.I.B.","Gomes, V.; Ribeiro, K.; Otutumi, A.","441","2003","08","19","Southern America","Brasil","Ceará","Sítio Jardim",NA,NA,"EAC0050941",NA,NA,NA,"Mulungu","-39.010556","-4.285278",NA,NA,"-39.010556","-4.285278","2012","08","13","760","760",NA,NA
"20","2020-12-21 16:44:35-03","MBM","MBM","116540","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, M.S.","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","51326",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Alto Bananal",NA,NA,"MBM116540","MBM116540",NA,NA,"Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:44:35-03","MBM","MBM","83684","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, M.S.","Hatschbach, G.","46694",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire, arredores",NA,NA,"MBM083684","MBM083684",NA,NA,"Muniz Freire","-41.4131011962891","-20.4641990661621","30072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
