"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","class","individualCount"
"49","2020-09-12 05:00:02-03","US","US","795920","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","A. F. Regnell","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00182295","US00182295_01",NA,"Zappi, D. C.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"50","2020-09-12 05:00:02-03","US","US","2987496","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","J. N. Rose & P. G. Russell","21151","1915",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"US00200661","US00200661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"51","2020-09-12 05:00:02-03","US","US","762941","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","J. N. Rose & P. G. Russell","21151",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"US00200662","US00200662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"52","2020-09-12 05:00:02-03","US","US","603317","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","O. Derby","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00117115","US00117115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type material","Dicotyledonae","1"
"53","2020-09-12 05:00:02-03","US","US","762777","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","J. N. Rose & G. Rose","20817","1915","8","12","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"US00200664","US00200664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"54","2020-09-12 05:00:02-03","US","US","762660","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","J. N. Rose & G. Rose","20583","1915","7","26","South America - Neotropics","Brazil",NA,NA,NA,NA,"1800","1800",NA,NA,"US00200663","US00200663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"55","2020-09-12 05:00:02-03","US","US","762659","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","J. N. Rose & G. Rose","20583","1915","7","26","South America - Neotropics","Brazil",NA,NA,NA,NA,"1800","1800",NA,NA,"US00200665","US00200665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"56","2019-11-13 11:17:22-03","USP","SPF","209400","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","aurea","Rhipsalis aurea","M.F.Freitas & J.M.A.Braga","Braga, JMA","7494","2004","10","27",NA,"Brasil","Rio de Janeiro","Serra de Friburgo, Estrada de Macaé de Cima, acesso pela BR116.","-42.502222","-22.363889","1201","1201",NA,NA,"SPF00209400",NA,"Nova Friburgo","Braga, JMA","2014",NA,NA,NA,NA,"-42.502222","-22.363889",NA,NA,NA
"57","2019-11-13 11:17:24-03","USP","SPF","189793","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Forzza, RC","4147","2005","08","11",NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca","-43.883333","-21.716667","1650","1650",NA,NA,"SPF00189793",NA,"Lima Duarte","Zappi, DC","2006",NA,NA,NA,NA,"-43.883333","-21.716667",NA,NA,NA
"58","2019-11-13 11:17:24-03","USP","SPF","194544","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Calvente, AM","264","2007","01","13",NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Conceição do Ibitipoca.","-43.875167","-21.687556","1575","1575",NA,NA,"SPF00194544",NA,NA,"Calvente, AM",NA,NA,NA,NA,NA,"-43.875167","-21.687556",NA,NA,NA
"59","2019-11-13 11:17:24-03","USP","SPF","194545","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Calvente, AM","232","2006","07","20",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos","-43.007333","-22.451667","1500","2263",NA,NA,"SPF00194545",NA,"Teresópolis","Calvente, AM",NA,NA,NA,NA,NA,"-43.007333","-22.451667",NA,NA,NA
"60","2019-11-13 11:17:24-03","USP","SPF","194546","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Calvente, AM","231","2006","07","20",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos","-43.007333","-22.451667","1500","2263",NA,NA,"SPF00194546",NA,"Teresópolis","Calvente, AM",NA,NA,NA,NA,NA,"-43.007333","-22.451667",NA,NA,NA
"61","2019-11-13 11:17:24-03","USP","SPF","194572","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Calvente, AM","364","2007","10","13",NA,"Brasil","São Paulo",NA,"-44.637944","-22.705833","1692","1692",NA,NA,"SPF00194572",NA,"São José do Barreiro","Calvente, AM","2008",NA,NA,NA,NA,"-44.637944","-22.705833",NA,NA,NA
"62","2019-11-13 11:17:24-03","USP","SPF","72095","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Zappi, DC","260","1991","07","27",NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1500","1500",NA,NA,"SPF00072095",NA,"Lima Duarte","Zappi, DC","1991","30417","auto","07","27",NA,NA,NA,NA,NA
"63","2019-11-13 11:17:24-03","USP","SPF","178431","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Calvente, AM","334","2007","02","18",NA,"Brasil","Rio de Janeiro",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"SPF00178431",NA,"Nova Friburgo","Calvente, AM","2007","33190","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:17:24-03","USP","SPF","178430","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Calvente, AM","333","2007","02","18",NA,"Brasil","Rio de Janeiro",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"SPF00178430",NA,"Nova Friburgo","Calvente, AM","2007","33190","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:18:46-03","UEFS","HUEFS","221666","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Gonçalves, L.N.","221","2013","09","05",NA,"Brasil","São Paulo","Pico dos Marins-APA Serra da Mantiqueira. Estrada para o Moro do Careca.","-45.142222","-22.505556","1700","1700",NA,"Mata nebular.","HUEFS0221666","HUEFS0221666","Piquete",NA,NA,NA,NA,NA,NA,"45W8'32''","22S30'20''",NA,"Caryophyllanae",NA
"66","2019-08-08 09:59:54-03","UFU","HUFU","78534","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Santiago, A.O.; Lombardi, J.A.; Silva, K.R.; Seidinger, L.C. & Gonçalves, R.A.","s.n.","2015","08","22",NA,"Brasil","Minas Gerais","Parque Nacional do Itatiaia, Estrada para a entrada alta (ponto 3).","-44.736944","-22.359722","2","2",NA,"Prensado em álcool. Amostra em sílica.; Epífitas pêndulas, ca. de 4m de comprimento á 10 m de altura. Caule verde escuro, flores com corolas alvas com manchas rosadas.","HUFU00076155",NA,"Itamonte","Lombard, J.A.",NA,NA,NA,NA,NA,"-44.736944","-22.359722",NA,NA,NA
"67","2021-02-23 13:22:01-03","MN","R-TIPOS","221887","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","aurea","Rhipsalis aurea","M.F. Freitas & J.M.A. Braga","Braga, J.M.A.","7494","2004","10","27",NA,"Brasil","Rio de Janeiro","Serra de Friburgo","-42.502222","-22.363889",NA,NA,NA,NA,"R000221887","R000221887_001","Nova Friburgo","Braga, J.M.A.","2014",NA,NA,NA,NA,"42°30'8W","22°21'50S","Isotypus",NA,NA
"68","2021-03-04 15:42:46-03","IF","SPSF","50988","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","A. Maruyama & L. Cicco","536","2016","08","26","América do Sul","Brasil","SP",NA,"-45.014167","-23.245556","1101","1101",NA,"COLETA: Epífita com sépalas de coloração vermelha e pétalas de coloração branca, em forófito de Myrsine coriacea (Sw.) R.Br. Ex Roem. & Schult.; GEOGRAFIA: Floresta Ombrófila Densa, borda;",NA,NA,"São Paulo","D.Zappi","2016",NA,NA,"08","31",NA,NA,NA,"Magnoliopsida",NA
"69","2021-03-04 15:42:46-03","IF","SPSF","51185","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","A. Maruyama & L. Cicco","551","2016","09","07","América do Sul","Brasil","SP",NA,"-45.013611","-23.23","1062","1062",NA,"COLETA: Epífita em forófito de Prunus myrtifolia com pétalas de coloração brancas e avermelhada próximo a inserção do cálice.; GEOGRAFIA: Floresta Aluvial, borda.;",NA,NA,"Cunha","D. Zappi","2016",NA,NA,"09","13",NA,NA,NA,"Magnoliopsida",NA
"70","2021-03-04 15:42:46-03","IF","SPSF","08358","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra",NA,"D.Moreira",NA,"1982","07","27","América do Sul","Brasil","SP","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Campos do Jordão",NA,NA,"21048","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"71","2020-12-10 11:27:04-03","IBt","SP","392601","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Forzza, RC","3227","2004","03","11",NA,"Brasil","Minas Gerais","Parque Estadual da Serra do Ibitipoca","-43.866667","-21.683333",NA,NA,NA,NA,NA,NA,"Lima Duarte",NA,NA,NA,NA,NA,NA,"-43.866667","-21.683333",NA,NA,NA
"72","2019-11-21 10:03:01-03","IBt","SP","8834","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Derby, OA","CGG4394",NA,NA,NA,NA,"Brasil","São Paulo","Serra da Mantiqueira, Em cultivo da Comissão",NA,NA,NA,NA,NA,NA,"SP023342","SP023342",NA,"Catharino, ELM","1987",NA,NA,"08","17",NA,NA,"Holotype",NA,NA
