"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","sex"
"56","2019-11-06 09:55:57-03","UFOP","OUPR","16692","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Suíça","Vaud","Bex","Bévieux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-06 09:55:57-03","UFOP","OUPR","17942","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,"Herva. Logar húmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-06 09:55:57-03","UFOP","OUPR","17945","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,"Herva. Flor pallida. Logar fresco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-06 09:55:57-03","UFOP","OUPR","29136","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Teixeira, B.S.; Sousa, C.V.; Bevilacqua, T.; Pedrosa, T.C.F. & Scalon, V.R.","s.n.","2015","12",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Campus Morro do Cruzeiro - UFOP, Horto de Plantas medicinais, ICEB","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Cultivada. levante",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-06 09:55:57-03","UFOP","OUPR","29146","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Teixeira, B.S.; Sousa, C.V.; Bevilacqua, T.; Pedrosa, T.C.F. & Scalon, V.R.","s.n.","2015","12",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Campus Morro do Cruzeiro - UFOP, Horto de Plantas medicinais, ICEB","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Cultivada. hortelã",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-06 09:55:57-03","UFOP","OUPR","4526","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"s.col.","s.n.","1985","03","08",NA,"Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Flores róseas.",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:02:08-03","FURB","FURB","57457","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Schwirkowski, P.","Schwirkowski, P.","2644","2018","02","01",NA,"Brasil","Santa Catarina","São Bento do Sul","Bairro Centenário. Horta comunitária do CRAS do Bairro Centenário. Programa Farmácia Viva.","-49.3472222","-26.2394444","850","850",NA,"Flores brancas Habitat: Cultivada Habito: Herbácea","FURB57457","FURB57457",NA,NA,"-49.3472222","-26.2394444","2018","02","01",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-16 17:52:48-03","UCS","HUCS","45795","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.","Gonzatti, F.","Barremaker, A.","s.n.","2017","03","14",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Ana Rech, interior","-51.1794013977051","-29.1681003570557",NA,NA,NA,"cultivada",NA,NA,"49662","auto",NA,NA,"2017","03",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:52:48-03","UCS","HUCS","45759","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.","Gonzatti, F.","Silva, C.R.","s.n.","2017","03","01",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Bairro Santos Dumont","-51.1794013977051","-29.1681003570557",NA,NA,NA,"cultivada",NA,NA,"49662","auto",NA,NA,"2017","03","13",NA,NA,NA,NA,NA,NA,NA
"65","2019-06-27 10:25:22-03","UFES","VIES","21108","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Tuler, A.C.","39","2009","02","12",NA,"Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742",NA,NA,NA,NA,"VIES021108","VIES021108","17816","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-08-16 08:39:40-03","UTFPR","HCF","21457","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","M. Mathias","A. Mattos",NA,"1951","12","14",NA,"Brasil","PR","Telêmaco Borba","Distrito de Harmonia - Monte Alegre","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,"1963","11","06",NA,NA,NA,NA,NA,NA,NA
"67","2020-06-29 09:30:33-03","UFRRJ","RBR","30302","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","R.M. Harley","I.M. Silva","569","2005","03","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Planta adquirida no Mercado de Madureira, bairro de Madureira.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00030302",NA,"57442","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-06-29 09:30:33-03","UFRRJ","RBR","30303","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","R.M. Harley","I.M. Silva","636","2005","02","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Planta adquirida no Mercado de Madureira, bairro de Madureira.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00030303",NA,"57442","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-14 16:07:29-03","UFC","EAC","16483","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Matos, F.J.","Mourão, L.","s.n.","1990","02","02","Southern America","Brasil","Ceará","Fortaleza","Horto de Plantas Medicinais - UFC","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0016483","EAC0016483","19924","auto",NA,NA,"1990","02","02",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-14 16:07:29-03","UFC","EAC","18676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Lopes, J.","s.n.","1992","09","09","Southern America","Brasil","Ceará","Fortaleza","Horto de Plantas Medicinais - UFC","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0018676","EAC0018676","19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-14 16:07:29-03","UFC","EAC","61574","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Loiola, M.I.B.","Sobczak, JCMSM","283","2016","12","08","Southern America","Brasil","Ceará","Redenção","Comunidade Piroás.","-38.794806","-4.148333","239","239",NA,"Erva, 51 cm de alt., DAS 2,5 mm; folha simples, odorosa, herbácea, membranácea, lisa, rugosa; flor perfumada, cálice verde, corola branca.","EAC0061574","EAC0061574",NA,NA,"-38.794806","-4.148333","2018","04","25",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-21 19:36:22-03","UFC","EAC","17607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Matos, F.J.A.","Krush, A.","s.n.","1991","10","11","Southern America","Brasil","Ceará","Fortaleza","Horto de Plantas Medicinais - UFC","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0017607","EAC0017607","19924","auto",NA,NA,"1991","10","11",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-14 16:07:29-03","UFC","EAC","18378","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Lima, F.S.","s.n.","1992","04","14","Southern America","Brasil","Ceará","Fortaleza","Horto de Plantas Medicinais - UFC","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0018378","EAC0018378","19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 16:53:09-03","UFSM","SMDB","7635","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","4170","2000","01","20",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,NA,NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007635",NA,"12492","auto",NA,NA,"2010","04","29",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 16:53:09-03","UFSM","SMDB","7723","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","3861","2000","01","05",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,NA,NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007723",NA,"12492","auto",NA,NA,"2010","04","29",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 16:53:09-03","UFSM","SMDB","7638","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Bordignon, S.A.L.; Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","4136","2000","01","20",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,NA,NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007638",NA,"12492","auto",NA,NA,"2010","04","20",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-25 12:12:07-03","UFSM","SMDB","10215","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Harley, R","Garlet, TMB","s.n.","2005","02","02",NA,"Brasil","Rio Grande do Sul","Cruz Alta","Horto Universidade de Cruz Alta","-53.6063995361328","-28.638599395752",NA,NA,NA,"Planta rizomatosa, fortemente pilosa, inflorescências lilases, folhas alongadas","SMDB010215",NA,"44498","auto",NA,NA,"2005","03","14",NA,NA,NA,NA,NA,NA,NA
"78","2020-11-20 16:47:44-03","UFSM","SMDB","19505","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Essi, L","Badke, M; Essi, L","38","2015","10","18",NA,"Brasil","Rio Grande do Sul","Santa Maria","Arroio do Só","-53.8069000244141","-29.6842002868652",NA,NA,NA,"Erva. Planta com uso na medicina popular. Horário de coleta: 15:05. Testemunho de tese de Márcio Badke","SMDB019505",NA,"37819","auto",NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-11 16:53:09-03","UFSM","SMDB","7722","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","4082","2000","01","20",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,NA,NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007722",NA,"12492","auto",NA,NA,"2010","04","29",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:30:25-03","MBM","MBM","163107","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Jones, C.L.","40","1989","07","17","Northern America","USA",NA,NA,"Near Roosevelt dam, Gila Co., Arizona",NA,NA,NA,NA,NA,NA,"MBM163107","MBM163107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:30:25-03","MBM","MBM","242750","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Schinini, A.","Seijo, G.","1335",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM242750","MBM242750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:30:25-03","MBM","MBM","300130","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Bonzani, N.","68","1998","02","14","Southern America","Argentina",NA,NA,"Córdoba",NA,NA,NA,NA,NA,NA,"MBM300130","MBM300130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:30:25-03","MBM","MBM","300133","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Espinar, L.A.","Espinar, L.A.","3375","1998","01",NA,"Southern America","Argentina",NA,NA,"San Juan",NA,NA,NA,NA,NA,NA,"MBM300133","MBM300133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:30:25-03","MBM","MBM","300134","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Ariza Espinar, L.","Ariza Espinar, L.","3375","1998","01","30","Southern America","Argentina","San Juan","Chimbas","Calle Tucumán, cerca de calle Centenario",NA,NA,NA,NA,NA,"A rolla de acequia.","MBM300134","MBM300134",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:30:25-03","MBM","MBM","335840","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Valverde, R.M.","Paulleti, G.","1","2006","02","14","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Fazenda Souza, Centro Experimental","-51.1794013977051","-29.1681003570557","780","780",NA,"Cultivada","MBM335840","MBM335840","49662","auto",NA,NA,"2006","03","31",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:30:25-03","MBM","MBM","33050","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Harley, R.M.","Ferreira, L.F.","159","1974","12","13","Southern America","Brazil","Paraná","Curitiba","Vila Tingui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM033050","MBM033050","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:30:25-03","MBM","MBM","254717","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Bordignon, S.A.L.","Bordignon, S.A.L.","s.n.",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Cachoeira do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,"MBM254717","MBM254717","71201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:30:25-03","MBM","MBM","269655","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Smith, S.F.","Rossato, M.","49","2001","01","12","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"MBM269655","MBM269655","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:30:25-03","MBM","MBM","107659","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata spicata","L.","Lebeau, J.","Duvigneaud, J.","74B1125","1974","10","28","Europe","Belgium",NA,NA,"Prov. Liège",NA,NA,NA,NA,NA,NA,"MBM107659","MBM107659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spicata",NA,NA,NA
"90","2020-12-21 16:30:25-03","MBM","MBM","351521","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Morales, R.","Gambato, G.","s.n.","2006","12","12","Southern America","Brazil","Rio Grande do Sul","Farroupilha",NA,"-51.3478012084961","-29.2250003814697","700","700",NA,"Cultivada","MBM351521","MBM351521","19545","auto",NA,NA,"2009","02","06",NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:30:25-03","MBM","MBM","36691","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","L.","Brade, A.C.","Stellfeld, C.","31",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM036691","MBM036691","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:30:25-03","MBM","MBM","3565","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","L.","Hatschbach, G.","Lindeman, J.; Haas, H.; Haas, H.","434","1966","01","27","Southern America","Brazil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM003565","MBM003565","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:30:25-03","MBM","MBM","211148","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","L.","Mathias, M.","Mattos, A.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Monte Alegre","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM211148",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-08-15 09:03:43-03","UESC","UESC","23035","S","Plantae","Angiospermae","Florideophycidae","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"T.S. Nunes","1","2017","04","24",NA,"Brasil","Bahia","Santa Luzia",NA,"-39.334167","-15.429444","195","195",NA,"Planta herbácea, perene.; Frequente no local.","UESC0023035",NA,NA,NA,"39W20'3''","15S25'46''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"95","2019-08-15 09:03:43-03","UESC","UESC","23594","S","Plantae","Angiospermae","Florideophycidae","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Aline O. da Conceição,","42","2017","09","25",NA,"Brasil","Bahia","Una",NA,"-39.045556","-15.299167","6","6",NA,"Herbácea rastejante, cerca de 0,2m. Folhas e talo.; HORTELÃ MIÚDO. ACS Sebastiana Cristiane Serafim.Projeto: Levantamento etnobotânico e atividade antibacteriana in vitro de plantas utilizadas no tratamento de infecções bucais em","UESC0023594",NA,NA,NA,"39W2'44''","15S17'57''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:36:54-03","UFMG","BHCB","3789","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Grandi, TSM; et al.","911","1982","03","01","Southern America","Brasil","Minas Gerais","Belo Horizonte","Cercadinho.","-43.937801361084","-19.9207992553711",NA,NA,NA,"cultivado;herbáceo;utilizada p/ fazer bala;",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-24 17:17:54-03","UFMA","MAR","9577","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"SALES, A. S.","1","2016","12","20",NA,"Brasil","Maranhão","São Luís","Horto vegetal Ático Seabra","-44.305778","-2.553861",NA,NA,NA,NA,NA,NA,NA,NA,"44°18'20.8W","2°33'13.9S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-02-11 17:19:17-03","UFPR","UPCB","65966","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Vieira, F.C.S.","Vieira, F.C.S.","192","2003","01","01",NA,"Brasil","Santa Catarina","Joinville","Aventureiro.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"Erva, cultivada..",NA,NA,"37150","auto",NA,NA,"2007","03","28",NA,NA,NA,NA,NA,NA,NA
"99","2015-03-20 11:24:00-03","MO","MOBOT","100800815","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"M. Monigatti|F. Díaz Vega","Monigatti 124","2010","6","30","South America","Peru","La Libertad","Bolivar","Distrito Uchumarca. Pusac.","-77.9343833","-6.9883333","1432.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"100","2009-09-09 10:18:00-03","MO","MOBOT","100214111","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Andrew Townesmith|Rodrigo del Toro Cervantes","Townesmith 1101","2008","6","24","South America","Peru","La Libertad","Trujillo","Purchased at Mercado Mayorista, Psto. Blanquita, 057E.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","91",NA
"101","2009-09-11 11:11:00-03","MO","MOBOT","100214269","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Andrew Townesmith|Rodrigo del Toro Cervantes","Townesmith 1166","2008","6","30","South America","Peru","Lambayeque","Chiclayo","Purchased from vendors in Mercado Moshequeque.","-79.8333333","-6.7666667","26.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","93",NA
"102","2010-01-04 15:39:00-02","MO","MOBOT","100238801","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","K.M. Meyer (MO)","Karen M. Meyer|G. Chait","Meyer 453","2008","6","26","South America","Peru","La Libertad","Trujillo","Mercado Mayorista - purchased plants.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","117",NA
"103","2010-01-05 09:18:00-02","MO","MOBOT","100238898","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","K.M. Meyer (MO)","Karen M. Meyer|G. Chait","Meyer 500","2008","6","30","South America","Peru","Lambayeque","Chiclayo","Purchased at Mercado Moshequeque Booth: Elmer Crúz.","-79.8333333","-6.7666667","26.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","119",NA
"104","2010-04-19 15:24:00-03","MO","MOBOT","100268198","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Karen M. Meyer|Andrew Townesmith|Jennifer Truppner","Meyer 900","2010","1","13","South America","Peru","La Libertad","Trujillo","Purchased in the Mayorista Market. Medicinal plant area.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","154",NA
"105","2010-04-19 15:31:00-03","MO","MOBOT","100268203","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Karen M. Meyer|Andrew Townesmith|Jennifer Truppner","Meyer 903","2010","1","13","South America","Peru","La Libertad","Trujillo","Purchased in the Mayorista Market. Medicinal plant area.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","154",NA
"106","2011-08-15 08:50:00-03","MO","MOBOT","100401210","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Andrew Townesmith|Karen M. Meyer|Jennifer Truppner","Townesmith 1690","2010","1","12","South America","Peru","La Libertad","Trujillo","Purchased at the Mercado Mayorista at stall 057E, Blanquita.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","131",NA
"107","2008-05-27 22:02:00-03","MO","MOBOT","1948728","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Isabel Basualdo","Basualdo 2662",NA,NA,NA,"South America","Paraguay","Cordillera",NA,"Caacupé, Compañia Cabañas, cultivada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2009-07-15 15:59:00-03","MO","MOBOT","2295769","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"R. Martínez Crovetto","Martínez Crovetto 3240","1945",NA,NA,"South America","Argentina","Río Negro","Bariloche","El Bolsón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2012-03-28 05:28:00-03","MO","MOBOT","2776966","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Jorge Caranqui","Caranqui 1191","2004","7","8","South America","Ecuador","Chimborazo","Alausí","Parroquia Totoras. Huerto de plantas medicinales para Jambikiwa","-78.66416","-2.25333","3744.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2010-04-21 17:05:00-03","MO","MOBOT","2910962","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","R.M. Harley (K)","John L. Morrison|R. Wagenknecht","Morrison 17441","1939","2","28","South America","Chile","Coquimbo",NA,"Illapel. Along Tencaan Creek near Cuncumen; moist stream banks.",NA,NA,"1100.00000000","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","2911406","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","S. Crespo, III/","Elisa G. Nicora","Nicora 7504","1970",NA,NA,"South America","Argentina","Chubut",NA,"Ruta de Tecka a Gobernador Costa, arroyo [laquel]. Muy común a orillas del camino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
