"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","county","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"633","2008-05-27 22:02:00-03","MO","MOBOT","1158287","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","M. Aguilar R.|D. Castro","1996",NA,NA,"South America","Peru",NA,NA,NA,NA,"Aguilar R. 950",NA,NA,"Gaudich.","Madre de Dios","Santuario Nacional Pampas del Heath, Rio Heath, Pto. San Antonio. Bosque de terraza.","-68.73694","-12.65638","Tambopata","C.C. Berg (BG)",NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6"
"634","2008-05-27 22:02:00-03","MO","MOBOT","1524799","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Michael H. Nee","1991","12","4","South America","Bolivia",NA,NA,NA,NA,"Nee 41872",NA,NA,"Gaudich.","Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.6","-17.75",NA,"M. Nee",NA,"600.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2008-05-27 22:02:00-03","MO","MOBOT","1526818","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Michael H. Nee",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Nee 50173",NA,NA,"Gaudich.","Santa Cruz","The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,"M. Nee",NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2008-05-27 22:02:00-03","MO","MOBOT","1529121","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Michael H. Nee",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Nee 40107",NA,NA,"Gaudich.","Santa Cruz",NA,NA,NA,NA,"C. C. Berg",NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2008-05-27 22:02:00-03","MO","MOBOT","1532775","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Michael H. Nee",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Nee 44395",NA,NA,"Gaudich.","Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,"M. Nee",NA,"1130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2008-05-27 22:02:00-03","MO","MOBOT","1534966","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Michael H. Nee",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Nee 41974",NA,NA,"Gaudich.","Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,"C. C. Berg",NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2008-05-27 22:02:00-03","MO","MOBOT","1560059","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Luzmila Arroyo P.|John Blake|Pablo Solíz|Carlos Vargas","1999","7","14","South America","Bolivia",NA,NA,NA,NA,"Arroyo Padilla 1598",NA,NA,"Gaudich.","Santa Cruz","Parque Nacional Noel Kempff Mercado. Serrania de Huanchaca, subiendo ahcia Huanchaca II, Isla pequena frente al tope de la meseta. Parcela permanente de estudio. Con emergentes de 24 m altura, poca hojarazca. Suelos amarilleno en algunas subparcelas y rojizos en otras. Presencia de Apuleia, Metrodorea, Aspidosperma como las mas comunes.","-60.74694","-14.55777","Velasco","L. Arroyo",NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2008-05-27 22:02:00-03","MO","MOBOT","1722974","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Israel G. Vargas C.|R. Vargas","2000","10","3","South America","Bolivia",NA,NA,NA,NA,"Vargas Caballero 5302",NA,NA,"Gaudich.","Santa Cruz","Potrero San Rafael 5 km al S de Buena Vista, por el camino a Huaytú. Bosque al SE de la comunidad, terreno ondulados; laderas con Astrunium urundeuva, Cariniana estrellensis y Sparattosperma leucanthum.","-63.64888","-17.50055","Ichilo",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2016-02-26 11:06:00-03","MO","MOBOT","1747022","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Alfredo F. Fuentes|Narel Paniagua Zambrana|Tatiana B. Miranda|F. Cito","2002","1","22","South America","Bolivia",NA,NA,NA,NA,"Fuentes Claros 3555",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, río Quendeque, proximidades del arroyo Retama.","-67.7908333","-14.9797223","Franz Tamayo","A. Fuentes (LPB)",NA,"380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-01","1"
"642","2016-04-28 08:30:00-03","MO","MOBOT","1748972","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Alfredo F. Fuentes|D. De la Quintana|Vicente Lipa","2002","1","26","South America","Bolivia",NA,NA,NA,NA,"Fuentes Claros 3652",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, río Quendeque, proximidades del arroyo Retama.","-67.795","-14.9736111","Franz Tamayo","A. Fuentes (LPB)",NA,"435.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-04","4"
"643","2016-06-06 14:06:00-03","MO","MOBOT","1749227","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","D. De la Quintana|Renate Seidel|Carla Maldonado|Vicente Lipa|S. Vidaurre","2002","1","22","South America","Bolivia",NA,NA,NA,NA,"De la Quintana 114",NA,NA,"Gaudich.","La Paz","Región Madidi, río Quendeque, proximidades del arroyo Retama.","-67.7897222","-14.9797223","Franz Tamayo","A. Fuentes (LPB)",NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-01","3"
"644","2020-07-14 10:00:00-03","MO","MOBOT","1762748","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Renate Seidel|et al.","2002","2","6","South America","Bolivia",NA,NA,NA,NA,"Seidel 8743",NA,NA,"Gaudich.","La Paz","Parque Madidi, orilla derecha del Río Quendeque, terraza aluvial, plana. Bosque bajo con abundancia de palmeras","-67.7927777","-14.99","Franz Tamayo","V. Cardona (USZ)",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"645","2017-04-11 07:45:00-03","MO","MOBOT","1763821","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Carla Maldonado|Narel Paniagua Zambrana|Juan Cerda","2002","1","26","South America","Bolivia",NA,NA,NA,NA,"Maldonado Goyzueta 1597",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, orilla izquierda Río Quendeque, una hora del campamento Retamas.","-67.7952777","-14.9733334","Franz Tamayo","A. Araujo",NA,"430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-03","3"
"646","2020-07-14 10:45:00-03","MO","MOBOT","1764438","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Renate Seidel|et al.","2002","1","24","South America","Bolivia",NA,NA,NA,NA,"Seidel 8446",NA,NA,"Gaudich.","La Paz","Parque Madidi, orilla izquierda Río Quendeque, una hora del campamento Retamas. bosque bajo, con muchas palmeras, bejucos, en el sotobosque muchas marantaceas y Asplundia","-67.7933333","-14.9766667","Franz Tamayo","V. Cardona",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"647","2008-05-27 22:02:00-03","MO","MOBOT","3093191","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Ghillean T. Prance","1980","12","1","South America","Brazil",NA,NA,NA,NA,"Prance 26567",NA,NA,"Gaudich.","Pará","Forest on terra firme. Genipapo trail. Basin of Rio Xingi, Gleba Bacaja, lote 88, just below mouth of Rio Bacaja.","-50.79722","-3.37222",NA,"C.C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2017-06-02 09:01:00-03","MO","MOBOT","1851890","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Stephan G. Beck","1990","5","28","South America","Bolivia",NA,NA,NA,NA,"Beck 70724",NA,NA,"Gaudich.","La Paz","Alto madidi, ca. de 7 km al NE del campamento. Transecto 8","-68.76666","-13.58333","Abel Iturralde",NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2008-05-27 22:02:00-03","MO","MOBOT","1855589","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Manuel J. Macía|et al.","2001","6","23","South America","Bolivia",NA,NA,NA,NA,"Macía 4883",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme fuerte pendiente, región de Tumupasa","-67.92111","-14.17694","Abel Iturralde","conf. C.C. Berg (BG)",NA,"820.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2020-07-15 08:50:00-03","MO","MOBOT","1857604","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Renate Seidel|et al.","2002","8","11","South America","Bolivia",NA,NA,NA,NA,"Seidel 9289",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, sobre el camino de Apolo a San Jose de Uchupiamonas, cerca Mamacona, orilla del río Mamacona. Parcela temporal 49.","-68.1875","-14.4525","Abel Iturralde","V. Cardona",NA,"1540.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-37","4"
"651","2017-04-11 10:51:00-03","MO","MOBOT","1860105","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Carla Maldonado|Renate Seidel|Hector Cabrera|M. Seidel|Honorio Pariamo|Marcelino Villanueva|Remberto Alvares|José Tito","2002","8","1","South America","Bolivia",NA,NA,NA,NA,"Maldonado Goyzueta 2431",NA,NA,"Gaudich.","La Paz","Área Natural de Manejo Integrado Madidi, comunidad Mamacona, sobre camino de Apolo a San José de Uchupiamonas, a 1 km subiendo el río Mamacona. Parcela temporal 46.","-68.195","-14.4680556","Franz Tamayo","V. Cardona",NA,"1578.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-31","4"
"652","2020-07-15 11:05:00-03","MO","MOBOT","1864419","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Renate Seidel|et al.","1996","11","29","South America","Bolivia",NA,NA,NA,NA,"Seidel 8144",NA,NA,"Gaudich.","La Paz","Alto Beni, Concesión de la Cooperativa San Luis, cerca del río Mayaya. Bosque primario","-67.6","-15.0333333","Larecaja",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"653","2012-04-12 05:10:00-03","MO","MOBOT","1869195","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Tatiana B. Miranda|et al.","2002","12","7","South America","Bolivia",NA,NA,NA,NA,"Miranda Gonzáles 614",NA,NA,"Gaudich.","La Paz","Senda Apolo-San Jose de Uchupiamonas, ladera exposición SSE sobre rio Machariapo. Parcela Temporal de Muestreo (0.1 ha) 73.","-68.36611","-14.62944","Franz Tamayo","V. cardona (USZ)",NA,"1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-31",NA
"654","2008-05-27 22:02:00-03","MO","MOBOT","1992123","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Joaquin Justiniano|J. Pinto","2001","9","12","South America","Bolivia",NA,NA,NA,NA,"Justiniano 138",NA,NA,"Gaudich.","Santa Cruz","Empresa Forestal La Chonta. Parcelas Permanentes de Investigacion. Bloque 2 (BOLFOR). Bosque humedo de llanura. ojoso blanco","-62.76666","-15.68333","Guarayos","M. Toledo (USZ)",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2009-07-17 16:45:00-03","MO","MOBOT","2629502","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Henning Christensen","1989","1","20","South America","Ecuador",NA,NA,NA,NA,"Christensen 71957",NA,NA,"Gaudich.","Sucumbíos","Reserva Faunistica Cuyabeno, 1 km north of Laguna Grande. One-hectare study plot for quantitative inventory. Tropical rainforest on terra firme.","-76.18333","0.01666",NA,"Berg, C.C. (BG)",NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2009-07-17 16:45:00-03","MO","MOBOT","2629555","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Henning Christensen","1989","1","20","South America","Ecuador",NA,NA,NA,NA,"Christensen 71989",NA,NA,"Gaudich.","Sucumbíos","Reserva Faunistica Cuyabeno, 1 km north of Laguna Grande. One-hectare study plot for quantitative inventory. Tropical rainforest on terra firme.","-76.18333","0.01666",NA,"H. Christensen",NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2009-07-17 16:45:00-03","MO","MOBOT","2629903","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Henning Christensen","1989","1","20","South America","Ecuador",NA,NA,NA,NA,"Christensen 72178",NA,NA,"Gaudich.","Sucumbíos","Reserva Faunistica Cuyabeno, 1 km north of Laguna Grande. One-hectare study plot for quantitative inventory. Tropical rainforest on terra firme.","-76.18333","0.01666",NA,"H. Christensen",NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2009-07-17 16:45:00-03","MO","MOBOT","2630555","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Henning Christensen","1989","1","20","South America","Ecuador",NA,NA,NA,NA,"Christensen 72530",NA,NA,"Gaudich.","Sucumbíos","Reserva Faunistica Cuyabeno, 1 km north of Laguna Grande. One-hectare study plot for quantitative inventory. Tropical rainforest on terra firme.","-76.18333","0.01666",NA,"H. Christensen",NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2009-07-17 16:45:00-03","MO","MOBOT","2630565","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Henning Christensen","1989","1","20","South America","Ecuador",NA,NA,NA,NA,"Christensen 72535",NA,NA,"Gaudich.","Sucumbíos","Reserva Faunistica Cuyabeno, 1 km north of Laguna Grande. One-hectare study plot for quantitative inventory. Tropical rainforest on terra firme.","-76.18333","0.01666",NA,"H. Christensen",NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2009-07-17 16:45:00-03","MO","MOBOT","2630874","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Henning Christensen","1989","1","20","South America","Ecuador",NA,NA,NA,NA,"Christensen 72730",NA,NA,"Gaudich.","Sucumbíos","Reserva Faunistica Cuyabeno, 1 km north of Laguna Grande. One-hectare study plot for quantitative inventory. Tropical rainforest on terra firme.","-76.18333","0.01666",NA,"H. Christensen",NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2009-07-17 16:46:00-03","MO","MOBOT","2633384","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Henning Christensen","1988","9","15","South America","Ecuador",NA,NA,NA,NA,"Christensen 83268",NA,NA,"Gaudich.","Sucumbíos","Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.18333",NA,NA,"H. Christensen",NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2012-04-12 05:10:00-03","MO","MOBOT","2761461","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Alfredo F. Fuentes|et al.","2005","6","29","South America","Bolivia",NA,NA,NA,NA,"Fuentes Claros 9054",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, Fuertecillo, entre Tokoake y Carjata Bosque subandino superior pluvial transicionando a estacional con poco Dictyocaryum lamarckianum, Cedrela sp, Lauraceas y Moraceas. Inventario fitosociologico Madidi 50. Plantas alcoholizadas.","-68.92944","-14.59777","Franz Tamayo","A. Fuentes (LPB)",NA,"1739.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-84","3"
"663","2013-07-30 08:43:00-03","MO","MOBOT","2766277","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Alfredo F. Fuentes|Evert Cuevas|Ramiro Cuevas","2005","7","4","South America","Bolivia",NA,NA,NA,NA,"Fuentes Claros 9369",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, Wilinculín, subiendo del rio Mojos, entre Mojos y Charopampa. Bosque subandino superior estacional humedo con Juglans boliviana y Cariniana estrellensis. Inventario fitosociologico Madidi 57. Plantas alcoholizadas.","-68.83888","-14.55777","Franz Tamayo","A. Fuentes (LPB)",NA,"1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-93","3"
"664","2020-07-22 17:00:00-03","MO","MOBOT","2836553","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Vania Torrez|Manuel J. Macía|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani","2005","10","16","South America","Bolivia",NA,NA,NA,NA,"Torrez Flores 301",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de Yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion SW. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.6519444","-14.1975","Franz Tamayo","A. Fuentes (LPB)",NA,"974.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-11","4"
"665","2017-10-06 18:01:00-03","MO","MOBOT","2840242","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","S. Paredes|Alejandro Araujo M.|A. T. Fernández C.|Guzmán Jove|Remberto Jove|Lisandro Molina","2005","11","15","South America","Bolivia",NA,NA,NA,NA,"Paredes Salinas 203",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, Azariamas, Rio San Juan.","-68.6397222","-14.1986111","Franz Tamayo","A. Araujo-M (LPB)",NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-03","4"
"666","2020-07-15 17:42:00-03","MO","MOBOT","2840418","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Guzmán Jove","2005","10","8","South America","Bolivia",NA,NA,NA,NA,"Araujo Murakami 2082",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, Tuichi, Río San Juan, Buenahora.","-68.6519444","-14.1997222","Franz Tamayo","A. Araujo-M (LPB)",NA,"940.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-10","5"
"667","2020-07-15 17:57:00-03","MO","MOBOT","2840894","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Guzmán Jove","2005","10","1","South America","Bolivia",NA,NA,NA,NA,"Araujo Murakami 2088",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, Tuichi, Río San Juan.","-68.6558333","-14.2002778","Franz Tamayo",NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-09","4"
"668","2020-09-04 13:19:00-03","MO","MOBOT","2880224","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano","2005","10","2","South America","Bolivia",NA,NA,NA,NA,"Cayola Pérez 1853",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, Azariamas, rio Ubito. Bosque de yungas subandino pluviestacional con Oxandra espintana, Esenbeckia almawillia y Eugenia sp. Cima. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.5213889","-14.2208334","Franz Tamayo","A. Fuentes (LPB)",NA,"767.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-30","4"
"669","2020-09-05 16:57:00-03","MO","MOBOT","2880859","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano","2005","10","8","South America","Bolivia",NA,NA,NA,NA,"Cayola Pérez 1961",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, Azariamas, subida del echadero. Bosque de yungas subandino pluviestacional con Euphorbiaceae spp. y Esenbeckia sp. Ladera, exposicion NE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.5427777","-14.23","Franz Tamayo","A. Fuentes (LPB)",NA,"963.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-35","2"
"670","2020-07-21 18:08:00-03","MO","MOBOT","3026001","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove","2006","5","25","South America","Bolivia",NA,NA,NA,NA,"Ticona Plata 45",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, senda Azariamas-San Fermin, sector Monos. Bosque yungueño subandino pluviestacional humedo con Moraceae, Sapotaceae y Juglans boliviana; ladera surcada por arroyo seco. PPM-1 (1 ha). Plantas secadas en campo.","-68.7241667","-14.155","Franz Tamayo","C.C. Berg (BG)",NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-01","4"
"671","2020-07-21 19:09:00-03","MO","MOBOT","3026030","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove|A. Urbano","2006","6","4","South America","Bolivia",NA,NA,NA,NA,"Ticona Plata 143",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, senda Azariamas-San Fermin sector Mutún. Bosque yungueño subandino superior pluviestacional humedo, con Fabaceae, Sapotaceae y Capparis coimbrana; ladera. PPM-2 (1 ha). Plantas secadas en campo.","-68.745","-14.1455555","Franz Tamayo","C.C. Berg (BG)",NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-02","4"
"672","2020-07-21 19:56:00-03","MO","MOBOT","3026096","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove|A. Urbano","2006","6","4","South America","Bolivia",NA,NA,NA,NA,"Ticona Plata 217",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, senda Azariamas-San Fermin sector Mutún. Bosque yungueño subandino superior pluviestacional humedo, con Fabaceae, Sapotaceae y Capparis coimbrana; ladera. PPM-2 (1 ha). Plantas secadas en campo.","-68.745","-14.1455555","Franz Tamayo","A. Araujo-M (LPB)",NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-02","1"
"673","2017-01-15 11:09:00-02","MO","MOBOT","3026244","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","I. Loza|L. Cayola|G. Chive|S. Paredes|E. Segundo|B. Sánchez","2006","5","27","South America","Bolivia",NA,NA,NA,NA,"Loza Rivera 67",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, NW de Apolo, senda Azariamas-San Fermín.","-68.7359722","-14.1479444","Franz Tamayo","A. Fuentes (LPB)",NA,"1326.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-02","4"
"674","2017-01-15 11:23:00-02","MO","MOBOT","3028516","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","I. Loza|L. Cayola|G. Chive|S. Paredes|E. Segundo|B. Sánchez","2006","6","8","South America","Bolivia",NA,NA,NA,NA,"Loza Rivera 412",NA,NA,"Gaudich.","La Paz","Parque Nacional Madidi, NW de Apolo, senda Azariamas-San Fermín.","-68.7205278","-14.1553889","Franz Tamayo","C.C. Berg (BG)",NA,"1145.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-11","4"
"675","2008-05-27 22:02:00-03","MO","MOBOT","3090259","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","* BAILLON",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"BAILLON 116096",NA,NA,"Gaudich.","Rio de Janeiro","Bahia, entre Ajuda e porto Seguro.",NA,NA,NA,"Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2008-05-27 22:02:00-03","MO","MOBOT","3090640","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Thomas","1993","5","2","South America","Brazil",NA,NA,NA,NA,"Thomas 9767",NA,NA,"Gaudich.","Bahia","mun. Itacaré. 11.6 km south of junction with BA 654 at Loteamento Marambaia on road to Serra Grande, the junction 6 km west of Itacaré. Partially disturbed southern Bahian wet forest over clay.","-39.26666","-14.4",NA,"Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2011-02-18 15:24:00-02","MO","MOBOT","3090679","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","C. Gaudichaud-Beaupré","1934",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Gaudichaud-Beaupré 1089",NA,NA,"Gaudich.","Rio de Janeiro",NA,NA,NA,NA,"William C. Burger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2014-10-29 09:57:00-02","MO","MOBOT","3090723","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","João Murça Pires|George A. Black|John J. Wurdack|Nilo","1956","12","12","South America","Brazil",NA,NA,NA,NA,"Pires 6150",NA,NA,"Gaudich.","Pará","Serra do Cachimbo",NA,NA,NA,"Berg",NA,"425.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
