"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount","class"
"13","2021-03-01 16:24:32-03","UNICAMP","UEC","126478","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","299","2002","07","30",NA,"Brazil","Minas Gerais","Serra do Cabral.",NA,"Arbusto até 2,0 m, frutos.","UEC121741","UEC121741","Joaquim Felício","-44.190667","-17.736194","2005",NA,NA,NA,NA,"-44.190667","-17.736194","900","900",NA,NA,NA,NA
"14","2021-03-01 16:24:32-03","UNICAMP","UEC","127823","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Souza, VC; Sousa, JP","22068","1999","03","13",NA,"Brazil","Minas Gerais","Serra do Cabral",NA,"Arbusto, até 2m alt., flores lilases; Campo rupestre","UEC128413","UEC128413","Joaquim Felício","-44.173611","-17.730028","2010","06",NA,NA,NA,"-44.173611","-17.730028",NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:24:32-03","UNICAMP","UEC","137831","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Mansanares, ME; Verola, CF","366","2003","08","17",NA,"Brazil","Minas Gerais","Estrada Gouveia-Curvelo.",NA,"Arbusto até 2 m. Flores Magenta.","UEC121744","UEC121744","Gouveia","-43.9525","-18.599444","2005",NA,NA,NA,NA,"-43.9525","-18.599444",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:24:32-03","UNICAMP","UEC","156278","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","0104","2001","06","19",NA,"Brazil","Minas Gerais","Estrada Curvelo-Gouveia, lado direito da estrada",NA,"Arbusto, 1.50m-2m, flores de magenta a esbranquiçadas","UEC067828","UEC067828",NA,"-43.967778","-18.600556",NA,NA,NA,NA,NA,"-43.967778","-18.600556","939","939",NA,NA,NA,NA
"17","2021-03-01 16:24:32-03","UNICAMP","UEC","161457","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J; Monge, M","Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","8508","2001","08","17",NA,"Brazil","Minas Gerais","Road to TV tower Wof Joaquim Felício about 5 km from town.",NA,"Shrub 1-1,5 m tall. Florets magenta. Locally common.; Rocky cerrado vegetation recovering from a recent fire.","UEC121738","UEC121738","Joaquim Felício","-44.190833","-17.752778","2012","05",NA,NA,NA,"-44.190833","-17.752778","1099","1099",NA,NA,NA,NA
"18","2021-03-01 16:24:32-03","UNICAMP","UEC","181766","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Scatigna, AV","316","2012","12","03",NA,"Brazil","Minas Gerais","Subida para PE Serra do Cabral.",NA,"Arvoreta ca. 1,8 m. Capítulos velhos.; Cerrado rupestre.","UEC049108","UEC049108","Joaquim Felício","-44.182778","-17.726667",NA,NA,NA,NA,NA,"-44.182778","-17.726667",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:24:32-03","UNICAMP","UEC","196333","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Scatigna, AV; Pereira, CG","46","2012","03","28",NA,"Brazil","Minas Gerais","Serra do Cabral, estrada para Parque Estadual da Serra do Cabral.",NA,"Arvoreta ca. 1,5m. Corola lilás. Estigma roxo.; Cerrado","UEC045106","UEC045106","Joaquim Felício","-44.182472","-17.726111","2012","04",NA,NA,NA,"-44.182472","-17.726111","930","930",NA,NA,NA,NA
"20","2021-03-01 16:24:32-03","UNICAMP","UEC","196717","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2261","2013","11","19",NA,"Brazil","Minas Gerais","APA Morro do Pedreira. Lapinha da Serra. Subida para Pico do Breu. Depois da 2° Cachoeira",NA,"Arbusto, 1 m, flores lilazes.; campo rupestre","UEC156577","UEC156577","Santana do Riacho","-43.699167","-19.1175",NA,NA,NA,NA,NA,"-43.699167","-19.1175","1166","1166",NA,NA,NA,NA
"21","2019-08-20 10:05:56-03","UNICAMP","UEC","196967","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.",NA,"Vichnewski, W","429","1997","05","07",NA,"Brazil","Minas Gerais","Rodovia Gouveia Curvelo, km 505, 300m antes da Usina da CEMIG.",NA,NA,"UEC141379","UEC141379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:05:56-03","UNICAMP","UEC","203455","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.",NA,"Vichnewski, W","429","1997","05","07",NA,"Brazil","Minas Gerais","Rodovia Gouveia Curvelo, km 505, 300m antes da Usina da CEMIG.",NA,NA,"UEC036228","UEC036228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:24:32-03","UNICAMP","UEC","196340","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J; Monge, M","Nakajima, JN; et al.","4927","2008","09","23",NA,"Brazil","Minas Gerais","Estrada Diamantina - Curvelo, ca. 15 km de Gouveia",NA,"Arvoreta, ca. 1,80m de altura. Plantas com flores, com perfume levemente adocicado, flores com corola rósea, estigma levemente ramificado com frutos.","UEC024013","UEC024013","Diamantina","-43.835278","-18.560278","2012","11",NA,NA,NA,"-43.835278","-18.560278","1057","1057",NA,NA,NA,NA
"24","2021-01-29 12:45:36-03","UNICAMP","UEC","24524","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Semir, J","17922","1980","07","19",NA,"Brazil","Minas Gerais","Fazenda Prata (proprietário: Everaldo Gonçalves)",NA,NA,"UEC128414","UEC128414","Gouveia","-43.87525","-18.580472","2010","06",NA,NA,NA,"-43.87525","-18.580472",NA,NA,NA,NA,NA,NA
"25","2021-01-29 12:45:36-03","UNICAMP","UEC","27536","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J; Monge, M","Semir, J","CFCR189","1980","07","19",NA,"Brazil","Minas Gerais","Fazenda Prata (proprietário: Everaldo Gonçalves).",NA,NA,"UEC121736","UEC121736","Gouveia","-43.691667","-18.426389","2010","06",NA,NA,NA,"-43.691667","-18.426389",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:32-03","UNICAMP","UEC","27559","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Giulietti, AM; Semir, J; Menezes, NL; Giulietti, N; Mattos, AJ","21492","1981","08","29",NA,"Brazil","Minas Gerais","Fazenda Contagem, 13 km direita na rodovia Curvelo-Diamantina",NA,"Arbusto 2.5m, flores lilás","UEC050465","UEC050465","Gouveia","-43.87525","-18.580472","2010","06",NA,NA,NA,"-43.87525","-18.580472",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:32-03","UNICAMP","UEC","38612","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Tamashiro, JY; Semir, J; Leitão Filho, HF; Martins, FR","17166","1985","06","03",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto até 1,70 m capítulos com flores lilazes.; Campo Rupestre.","UEC121742","UEC121742","Gouveia","-43.87525","-18.580472","2005",NA,NA,NA,NA,"-43.87525","-18.580472","1100","1100",NA,NA,NA,NA
"28","2021-03-01 16:24:32-03","UNICAMP","UEC","45576","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Semir, J; Chukr, NS; Meneses, NL; Mello-Silva, R; Cavalcanti, TB","CFCR9571","1986","02","24",NA,"Brazil","Minas Gerais","Fazenda Contagem.",NA,"Arbusto com até 1,7 m alt., flores lilases com base da corola branca.; Campo arenoso.","UEC121740","UEC121740","Gouveia","-43.87525","-18.580472","1992","11",NA,NA,NA,"-43.87525","-18.580472",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:24:32-03","UNICAMP","UEC","60938","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Hatschbach, G; Anderson, W; Barneby, RC; Gates, B","36435","1975","02","23",NA,"Brazil","Minas Gerais","BR 259, Serra do Espinhaço",NA,"Arbusto 1m70, flor lilaz; Campo rochoso","UEC128420","UEC128420","Gouveia","-43.87525","-18.580472","2010","06",NA,NA,NA,"-43.87525","-18.580472",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:24:32-03","UNICAMP","UEC","63973","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Harley, RM; et al.","24877","1988","10","12",NA,"Brazil","Minas Gerais","Serra do Cabral, a 6-7 km da cidade",NA,"Arvoreta 1-3.5m de altura, ramificada na parte superior. Tronco suberoso e com fendas longitudinais, fundas. Sinflorescências com as inflorescências inferiores florescendo primeiro. Tubo de corola e base de lobos alvos, os ápices dos","UEC128421","UEC128421","Buenópolis","-44.25","-17.883333","2010","06",NA,NA,NA,"-44.25","-17.883333","760","760",NA,NA,NA,NA
"31","2019-08-20 10:05:56-03","UNICAMP","UEC","193333","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.",NA,"Luque, R; Menezes, NL","5","1992","04","18",NA,"Brazil","Minas Gerais","Estrada Diamantina",NA,NA,"UEC132070","UEC132070","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:32-03","UNICAMP","UEC","21449","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Barros, F","126","1980","04","06",NA,"Brazil","Minas Gerais","Serra do Tigre",NA,"Arbusto com ca. 2m alt., flores lilazes; Campos rupestres cascalhentos","UEC128419","UEC128419","Curvelo","-44.4308013916016","-18.7563991546631","2010","06",NA,"57661","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:32-03","UNICAMP","UEC","28090","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Duarte, AP","14014","1972","10","07",NA,"Brazil","Minas Gerais",NA,NA,"Planalto","UEC128418","UEC128418","Diamantina","-43.6002998352051","-18.2493991851807","2010","06",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:05:56-03","UNICAMP","UEC","120716","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Duarte, M","12819","1970","08","18",NA,"Brazil","Minas Gerais","Estrada para Liga de Alumínio",NA,NA,"UEC128415","UEC128415","Diamantina","-43.6002998352051","-18.2493991851807","2010","06",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:32-03","UNICAMP","UEC","3194","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Gibbs, PE; Abbott, JR; Andrade, JB","5164","1977","05","15",NA,"Brazil","Minas Gerais","Ca. 50 km N de Corinto. Estrada para Buenópolis.",NA,"Cerrado, campo rupestre.","UEC121733","UEC121733","Joaquim Felício","-44.1721992492676","-17.7574996948242","1992","11",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:24:32-03","UNICAMP","UEC","135552","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Monge, M","Romero, R; Nakajima, JN","6133","2001","04","02",NA,"Brazil","Minas Gerais","Estrada para Serra do Cabral, ca. 5 km NE da cidade",NA,"Arvoreta, ca. 1.6m, brácteas involucrais esverdeadas, corola e ramos do estilete lilás, anteras arroxeadas; Cerrado, solo litólico","UEC128417","UEC128417","Joaquim Felício","-44.1721992492676","-17.7574996948242","2010","06",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:05:53-03","UNICAMP","UEC","120715","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Semir, J","Wanderley, MDGL; Cerati, TM; Kral, R","782","1985","08","05",NA,"Brazil","Minas Gerais","Serra do Cabral, Bocaina.",NA,NA,"UEC121734","UEC121734","Joaquim Felício","-44.1721992492676","-17.7574996948242","1992","11",NA,"37503","auto",NA,NA,"920","920",NA,NA,NA,NA
"38","2021-03-01 16:24:33-03","UNICAMP","UEC","3192","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","heterotheca","Lychnophora heterotheca","(Sch.Bip.) Coile & S.B.Jones","Leitão Filho, HF","Gibbs, PE; Abbott, JR; Andrade, JB","5123","1977","05","15",NA,"Brazil","Minas Gerais","ca. 30km. SE de Montes Claros. Estrada para Juramento.",NA,"Campo rupestre","UEC009631","UEC009631","Montes Claros","-43.8616981506348","-16.7350006103516",NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-16 17:50:45-03","UCS","HUCS","04103","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Episcothamnus","candelabrum","Episcothamnus candelabrum","(Sch.Bip.) H. Rob.","Robinson, H.","Hatschbach, G.","49697","1985","09","14",NA,"Brasil","Minas Gerais","Torre da Telemig Gouveia",NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:16:30-03","MBM","MBM","73934","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch. Bip.","Semir, J.","Hatschbach, G.","44653","1982","03","12","Southern America","Brazil","Minas Gerais","Rod. BR-259, subida da serra do Espinhaço",NA,NA,"MBM073934","MBM073934","Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:16:30-03","MBM","MBM","119701","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch. Bip.","Semir, J.","Hatschbach, G.; Cervi, A.C.; Guimarães, O.; Cervi, A.C.; Guimarães, O.","51167","1987","03","20","Southern America","Brazil","Minas Gerais","Barro Preto, Torre Telemig",NA,NA,"MBM119701","MBM119701","Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:16:30-03","MBM","MBM","103323","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch. Bip.","Semir, J.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","49697","1985","09","14","Southern America","Brazil","Minas Gerais","Barro Preto, Torre Telemig",NA,NA,"MBM103323","MBM103323","Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:16:30-03","MBM","MBM","54405","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch. Bip.","Semir, J.","Leitão Filho, H.F.","5164","1977","05","15","Southern America","Brazil","Minas Gerais","Ca. 50km N de Corinto, Serra do Cabral, estrada para Buenópolis",NA,NA,"MBM054405","MBM054405","Corinto","-44.4564018249512","-18.3808002471924",NA,NA,NA,"49021","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:16:30-03","MBM","MBM","136497","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch. Bip.","Semir, J.","Ferreira, F.V.; et al.; et al.","903","1980","10","03","Southern America","Brazil","Minas Gerais","67km SW de Diamantina",NA,NA,"MBM136497","MBM136497","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:16:32-03","MBM","MBM","192070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","candelabrum","Lychnophoriopsis candelabrum","(Sch.Bip.) H.Rob.","Robinson, H.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64660","1996","04","14","Southern America","Brazil","Minas Gerais","Serra do Cabral",NA,"Arbusto, 2 m, ramificado no ápice. Capítulo lilás-rosado.; Campo rupestre, encosta de morro.","MBM192070","MBM192070","Joaquim Felício","-44.1721992492676","-17.7574996948242","1996",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:32-03","MBM","MBM","258451","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","candelabrum","Lychnophoriopsis candelabrum","(Sch.Bip.) H.Rob.","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","66401","1997","03","17","Southern America","Brazil","Minas Gerais","Serra do Catuni",NA,"Arbusto, flor creme.; Campo rupestre, solo rochoso, encosto do morro.","MBM258451","MBM258451","Juramento","-43.5868988037109","-16.8481006622314","2001",NA,NA,"19357","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-01-07 16:15:12-02","MNHN","RECOLNAT_MNHN_P","P00683121","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Loeuille","Glaziou, A.",NA,"1892","3","18",NA,"Brésil",NA,"Minas Geraes. Entre Barreira Grande et Vallo Funda","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683121' target='other'> <mi>dwc_moreinfo</mi></a>","P00683121","P00683121_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19465",NA,NA,NA
"48","2015-10-04 11:49:43-03","MNHN","RECOLNAT_MNHN_P","P00683122","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Loeuille","Glaziou, A.",NA,"1892","3","18",NA,"Brésil",NA,"Minas Geraes. Entre Barreira Grande et Vallo Funda","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683122' target='other'> <mi>dwc_moreinfo</mi></a>","P00683122","P00683122_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19465",NA,NA,NA
"49","2015-10-21 22:55:38-02","MNHN","RECOLNAT_MNHN_P","P00733042","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","candelabrum","Lychnophora candelabrum","Sch.Bip.","Loeuille","Riedel, L.",NA,"1824","11",NA,NA,"Brésil",NA,"S. [Serra] da Lapa","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733042' target='other'> <mi>dwc_moreinfo</mi></a>","P00733042","P00733042_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1009",NA,NA,NA
