"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","stateProvince","phylum","order","continentOcean","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber"
"50","2020-12-21 16:37:10-03","MBM","MBM","214828","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M.","Nicolack, V.; Scherer Neto, P.; Scherer Neto, P.","503","1993","06","11","Brazil","Guaraqueçaba","Ilha das Peças, Bertioga","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM214828","MBM214828","Paraná",NA,NA,"Southern America",NA,"Árvore 12m, frutos maduros pretos imaturos amarelados, interior da mata",NA,"37295","auto",NA,NA,"1998",NA,NA,NA,NA
"51","2020-12-21 16:37:10-03","MBM","MBM","57605","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M.","Hatschbach, G.","23362","1970","01","18","Brazil","Guaratuba","Divisa","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM057605","MBM057605","Paraná",NA,NA,"Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:37:10-03","MBM","MBM","2449","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Hatschbach, G.","15605","1966","01","02","Brazil","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,"5","5","MBM002449","MBM002449","Paraná",NA,NA,"Southern America",NA,"ÁRvore 10m, flor alva, mata pluvial da planície litorânea.",NA,"24916","auto",NA,NA,"1969","08",NA,NA,NA
"53","2020-12-21 16:37:10-03","MBM","MBM","103668","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Klein, R.","7394","1967","05","16","Brazil","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM103668","MBM103668","Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:37:10-03","MBM","MBM","131521","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Klein, R.","8134","1969","01","24","Brazil","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM131521","MBM131521","Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:37:10-03","MBM","MBM","232308","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Ribas, O.S.","Reitz, R.; Klein, R.M.; Klein, R.M.","1735","1954","03","04","Brazil","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM232308",NA,"Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:37:10-03","MBM","MBM","232309","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Ribas, O.S.","Reitz, R.; et al.; et al.","3061","1956","11","06","Brazil","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"MBM232309",NA,"Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:37:10-03","MBM","MBM","232306","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Ribas, O.S.","Reitz, R.; et al.; et al.","3061","1956","11","06","Brazil","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"MBM232306",NA,"Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:37:10-03","MBM","MBM","130774","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Klein, R.; et al.; et al.","10650","1972","11","15","Brazil","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,"MBM130774","MBM130774","Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:37:10-03","MBM","MBM","232307","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Ribas, O.S.","Reitz, R.; et al.; et al.","5908","1957","12","22","Brazil","São Francisco do Sul","Monte Crista, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"MBM232307",NA,"Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:37:10-03","MBM","MBM","64936","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M.","Hatschbach, G.","23362","1970","01","18","Brazil","Guaratuba","Divisa","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM064936","MBM064936","Paraná",NA,NA,"Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:37:10-03","MBM","MBM","131522","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Klein, R.","8117","1969","11","23","Brazil","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM131522","MBM131522","Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:37:10-03","MBM","MBM","332126","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Vieira, F.C.S.","Vieira, F.C.S.","s.n.","2006","03","20","Brazil","Garuva","Monte Crista, rio do Cristo","-48.8549995422363","-26.0266990661621",NA,NA,"20","20","MBM332126","MBM332126","Santa Catarina",NA,NA,"Southern America",NA,"Arvoreta. Terrestre. FODTB, mata ciliar.",NA,"22441","auto",NA,NA,"2006","03","20",NA,NA
"63","2020-12-21 16:37:10-03","MBM","MBM","49588","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Reitz, R.; Klein, R.M.; Klein, R.M.","9395","1959","12","11","Brazil","Sombrio","Pirão Frio, Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,"10","10","MBM049588","MBM049588","Santa Catarina",NA,NA,"Southern America",NA,"Mata, ÁRvore 12 m alt. Flor branca; Árvore 12m, flor branca.; Mata","PARATYPE","16515","auto",NA,NA,"1961",NA,NA,NA,NA
"64","2020-12-21 16:37:10-03","MBM","MBM","143663","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M.","Silva, J.M.","1015","1991","05","19","Brazil","Guaratuba","Brejatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM143663","MBM143663","Paraná",NA,NA,"Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:37:10-03","MBM","MBM","232305","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Ribas, O.S.","Souza, W.S.; et al.; et al.","1287","1988","05","27","Brazil","Paranaguá","Morro Bento Alves, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM232305",NA,"Paraná",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:37:10-03","MBM","MBM","232304","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Ribas, O.S.","Souza, W.S.; et al.; et al.","1287","1988","05","28","Brazil","Paranaguá","Reserva Ecológica, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM232304",NA,"Paraná",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:37:10-03","MBM","MBM","2711","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Reitz, R.; Klein, R.M.; Klein, R.M.","9611","1960","04","22","Brazil","Blumenau","Bom Retiro, Mata da Companhia Hering","-49.0661010742188","-26.9193992614746",NA,NA,"250","250","MBM002711","MBM002711","Santa Catarina",NA,NA,"Southern America",NA,"Mata. Árvore 15m alt. Fruto imaturo verde.; Árvore 15m, fruto imaturo verde.; Mata.","PARATYPE","34291","auto",NA,NA,"1961",NA,NA,NA,NA
"68","2020-12-21 16:37:10-03","MBM","MBM","301775","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M.","Cervi, A.C.; Silva, J.M.; Silva, J.M.","8782","2004","12","22","Brazil","Garuva","Rio Saí-Guaçu, Rodovia Garuva - Guaratuba, ponte do XV","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"MBM301775","MBM301775","Santa Catarina",NA,NA,"Southern America",NA,"Árvore, mais ou menos 10 m, flor alva.; Floresta Atlântica.",NA,"22441","auto",NA,NA,"2005",NA,NA,NA,NA
"69","2020-12-21 16:37:10-03","MBM","MBM","95952","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Bresolin, A.","412","1971","12","14","Brazil","Governador Celso Ramos","Vargem do Macário","-48.5592002868652","-27.3146991729736",NA,NA,NA,NA,"MBM095952","MBM095952","Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"13751","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:37:10-03","MBM","MBM","49585","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.; Klein, R.M.; Klein, R.M.","1893","1954","06","21","Brazil","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"15","15","MBM049585","MBM049585","Santa Catarina",NA,NA,"Southern America",NA,"Mata. Árvore 10m alt.. Fruto maduro preto; Árvore 10m, fruto maduro preto.; Mata.","PARATYPE","27253","auto",NA,NA,"1992","10","30",NA,NA
"71","2020-12-21 16:37:10-03","MBM","MBM","232303","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Reitz, R.; et al.; et al.","1893","1954","06","21","Brazil","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM232303",NA,"Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:37:10-03","MBM","MBM","162936","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M.","Leite, P.F.; et al.; et al.","76","1988","10","07","Brazil","São João do Sul","Entre Timbopeba e Vila Santa Catarina","-49.810001373291","-29.2233009338379",NA,NA,NA,NA,"MBM162936","MBM162936","Santa Catarina",NA,NA,"Southern America",NA,NA,NA,"13742","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:39:23-03","UFMG","BHCB","110085","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand",NA,"Vieira, FCS","s.n.","2006","03","20","Brasil","Garuva","Monte Crista, Rio do Cristo. Mata ciliar.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"BHCB012615","BHCB012615","Santa Catarina","Dicotyledon",NA,"Southern America",NA,"Arvoreta.",NA,"22441","auto",NA,NA,"2006","03","20",NA,NA
"74","2021-02-11 17:20:44-03","UFPR","UPCB","6735","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.","412","1953","03","12","Brasil","Palhoça","Campo do Massiambú","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"Árvore, 8m. Mata. N.V.: guamirim ferro..",NA,"31105","auto",NA,NA,"1994","05","04",NA,NA
"75","2021-02-11 17:20:44-03","UFPR","UPCB","2066","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.","1893","1954","06","21","Brasil","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"UPCB0024238","UPCB0024238","Santa Catarina",NA,NA,NA,NA,"Árvore, 10m, fruto maduro preto. Mata. N.V.: guamirim ferro..",NA,"27253","auto",NA,NA,"1994","05","04",NA,NA
"76","2021-02-11 17:20:44-03","UFPR","UPCB","49462","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.","1893","1954","06","21","Brasil","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"Árvore, 10m, fruto maduro preto. Mata. N.V.: guamirim ferro..",NA,"27253","auto",NA,NA,"1994","05","04",NA,NA
"77","2021-02-11 17:20:44-03","UFPR","UPCB","32151","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silva, S.M.","Silva, S.M.",NA,"1996","01","29","Brasil","Paranaguá","Ilha do Mel, Estação Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0024237","UPCB0024237","Paraná",NA,NA,NA,NA,"Árvore de 16m, PAP = 133cm, em floresta paludosa da planície litorânea. Material estéril..",NA,"24916","auto",NA,NA,"1996","02",NA,NA,NA
"78","2021-02-11 17:20:44-03","UFPR","UPCB","1761","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.","1753","1954","03","18","Brasil","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"UPCB0024720","UPCB0024720","Santa Catarina",NA,NA,NA,NA,"Árvore, 12m, fruto imaturo verde. MAta..",NA,"27253","auto",NA,NA,"1994","05","04",NA,NA
"79","2021-02-11 17:20:44-03","UFPR","UPCB","34323","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.","1753","1954","03","18","Brasil","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"Árvore, 12m, fruto imaturo verde. MAta..",NA,"27253","auto",NA,NA,"1994","05","04",NA,NA
"80","2021-02-11 17:20:44-03","UFPR","UPCB","6068","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.","1753","1954","03","18","Brasil","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"Árvore, 12m, fruto imaturo verde. Mata..",NA,"27253","auto",NA,NA,"1994","05","04",NA,NA
"81","2021-02-11 17:20:44-03","UFPR","UPCB","2059","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.","3061","1956","11","06","Brasil","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"UPCB0024719","UPCB0024719","Santa Catarina",NA,NA,NA,NA,"Árvore, 10m, fruto imaturo verde. MAta..",NA,"31105","auto",NA,NA,"1994","05","04",NA,NA
"82","2021-02-11 17:20:44-03","UFPR","UPCB","48952","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silveira, N.","Reitz, R.","3061","1956","11","06","Brasil","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"Árvore, 10m, fruto imaturo verde. MAta..",NA,"31105","auto",NA,NA,"1994","05","04",NA,NA
"83","2010-11-13 04:25:00-02","MO","MOBOT","2476916","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"Roberto M. Klein","Klein 7140","1967","1","18","Brazil",NA,"Saco Grande",NA,NA,NA,NA,"200.00000000",NA,NA,NA,"Santa Catarina",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3206892","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","M. Sobral","Gert G. Hatschbach","Hatschbach 23362","1970","1","18","Brazil",NA,"Divisa (mun. Guaratuba).",NA,NA,NA,NA,"200.00000000",NA,NA,NA,"Paraná",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-07-17 14:12:00-03","MO","MOBOT","3206919","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","D. Legrand","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9335","1965","10","20","Brazil",NA,"Chapada dos Veadeiros. Rocky slope, Chapada dos Veadeiros, ca. 13 km. N.W. of Veadeiros.",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,"Goiás",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2012-10-22 12:41:00-02","MO","MOBOT","3207446","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","M.F. Santos","Heitz, A.","Heitz 412","1953","3","12","Brazil",NA,"Campo Massiambú, Falhoça. Mata.",NA,NA,NA,NA,"5.00000000",NA,NA,NA,"Santa Catarina",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2020-08-31 09:07:54-03","INPA","INPA","132282","S","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, MEG","Hatschbach, GG","23362","1970","01","18","Brasil","Guaratuba","Divisa","-48.5746994018555","-25.8827991485596",NA,NA,"200","200","INPA0132282","INPA0132282 INPA0132282_e","Paraná","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,"41937","auto",NA,NA,"1984",NA,NA,NA,NA
"88","2021-01-26 13:56:44-03","IMA","MAC","23575","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","M.L.Kawasaki","M.Kuhlmann","4224","1957","07","19","Brasil","Salesópolis","Salesópolis, Boracéa, Cabeceiras do Rio Guaratuba.","-46.416667","-23.8925","-46.416667","-23.8925",NA,NA,"MAC0023575","MAC0023575","São Paulo",NA,NA,NA,NA,"Frutos muito amargos.",NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","USw36278","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"Collector unknown","HBR 25003",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","2580328","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","9566","1960","3","17","Brazil","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,"10",NA,"US01892016","US01892016_01 US01892016_02","Santa Catarina",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"16515","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","2570623","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","9404","1959","12","11","Brazil","Sombrio","Sanga da Areia","-49.61669921875","-29.113899230957",NA,NA,"10",NA,"US01892014","US01892014_01 US01892014_02","Santa Catarina",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"16515","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","3034562","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"G. Hatschbach","23362","1970","1","18","Brazil","Guaratuba","Divisa. Encosta de morro","-48.5746994018555","-25.8827991485596",NA,NA,"200",NA,"US01892018","US01892018_01 US01892018_02","Paraná",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"41937","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","2580310","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","9395","1959","12","11","Brazil","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,"10",NA,"US01892015","US01892015_01 US01892015_02","Santa Catarina",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"16515","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","2580309","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","9611","1960","4","22","Brazil","Blumenau","Mata da Companhia Hering, Bom Retiro, Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"US01892017","US01892017_01 US01892017_02","Santa Catarina",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"34291","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2281964","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","3061","1956","11","6","Brazil","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"300",NA,"US01892013","US01892013_01 US01892013_02","Santa Catarina",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"31105","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2141564","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","412","1953","3","12","Brazil","Palhoça","Campo do Massiambú","-48.6678009033203","-27.645299911499",NA,NA,"5",NA,"US01892022","US01892022_01 US01892022_02","Santa Catarina",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"31105","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","2220210","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","1753","1954","3","18","Brazil","Nova Canaã","Morro da Fazenda","-40.1425018310547","-14.7941999435425",NA,NA,"150",NA,"US01892020","US01892020_01 US01892020_02","Bahia",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"27564","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","2321248","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. M. Klein","5908","1957","12","22","Brazil","San Francisco do Sul","Garuva, Montecrista.",NA,NA,NA,NA,"250","250","US00117747","US00117747_01","Santa Catarina",NA,"Myrtales","South America",NA,NA,"Isotype",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","2742883","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"G. Hatschbach","15605","1966","1","2","Brazil","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"US01892012","US01892012_01 US01892012_02","Paraná",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"24916","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","2220209","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","1735","1954","3","4","Brazil","Nova Canaã","Morro da Fazenda","-40.1425018310547","-14.7941999435425",NA,NA,"350",NA,"US01892021","US01892021_01 US01892021_02","Bahia",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"27564","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"101","2020-09-12 05:00:02-03","US","US","2321100","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand",NA,"R. Reitz & R. Klein","1893","1954","6","21","Brazil","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"15",NA,"US01892019","US01892019_01 US01892019_02","Santa Catarina",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"27253","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"102","2019-12-09 17:30:24-03","UFPR","EFC","4104","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M.","Longhi, S.J.","1582","1993","04","22","Brasil","Paranaguá","Floresta do Palmito","-48.5558","-25.5917","-48.5558","-25.5917","20","20","EFC004104",NA,"Paraná",NA,NA,NA,NA,"Árvore, frutos verdes.",NA,NA,NA,NA,NA,"1997","09","12",NA,NA
"103","2019-12-09 17:30:24-03","UFPR","EFC","8058","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M.","Galvão, F.","77","1998","05","21","Brasil","Guaratuba","Lagoa do Parado","-48.7209","-25.7532","-48.7209","-25.7532","3","3","EFC008058",NA,"Paraná",NA,NA,NA,NA,"Árvore na margem do rio Cubatão. Frutos.",NA,NA,NA,NA,NA,"2015","05","08",NA,NA
"104","2019-12-09 17:30:24-03","UFPR","EFC","9088","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Silva, S.M.","Svolenski, A.C.","526","1997","05","26","Brasil","Matinhos","Fazenda Empreendimentos Guaraguaçu Ltda.","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"EFC009088",NA,"Paraná",NA,NA,NA,NA,"Árvore 7m, frutos verde-amarelados, contrastantes com a folhagem escura.",NA,"15275","auto",NA,NA,"1997","10","25",NA,NA
