"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount"
"50","2021-03-21 19:36:25-03","UFC","EAC","59126","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, M.L.; alunos de Botânica","23540","2015","06","12","Southern America","Brasil","Chapada Diamantina, caminho para o rio Verde.",NA,NA,"Liana. Folhas coriáceas, discolores. Frutos imaturos.; Mata.","EAC0059126","Bahia","Dicotyledon",NA,"A.DC.","EAC0059126","Brandão, E.K.S.","-42.466667","-11.835556","863","863","Ipupiara","2016",NA,NA,"09","-42.466667","-11.835556",NA,"19",NA,NA
"51","2021-03-21 19:36:25-03","UFC","EAC","18186","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Figueiredo, M.A.","s.n.","1991","07","19","Southern America","Brasil","Sa. São José",NA,NA,"Escandente.; Mata redonda","EAC0018186","Rio Grande do Norte","Dicotyledon",NA,"A.DC.","EAC0018186","Brandão, E.K.S.","-38.4435997009277","-6.25971984863281",NA,NA,"Coronel João Pessoa","2016","11396","auto","09",NA,NA,NA,"19",NA,NA
"52","2020-12-21 16:31:49-03","MBM","MBM","404915","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Uller, H.F.; Terra, G.; Terra, G.","532","2013","10","30","Southern America","Brazil","Ilha do Cabo Frio, Conglomerado 358-3-4-Ex-1",NA,NA,"Arbusto.; Floresta Estacional Seca.","MBM404915","Rio de Janeiro",NA,NA,"A. DC.","MBM404915","Kutschenko, D.C.","-41.985","-22.995",NA,NA,"Arraial do Cabo","2015",NA,NA,"07","-41.985","-22.995",NA,"27",NA,NA
"53","2020-12-21 16:31:49-03","MBM","MBM","93945","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Hatschbach, G.","47809","1984","04","11","Southern America","Brazil","Rod. BR-418, km 112",NA,NA,NA,"MBM093945","Minas Gerais",NA,NA,"A. DC.","MBM093945","Smith, S.F.","-40.7663993835449","-17.7031002044678",NA,NA,"Carlos Chagas",NA,"46387","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:31:49-03","MBM","MBM","25960","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Hatschbach, G.","30032",NA,NA,NA,"Southern America","Brazil","Rio do Cipó",NA,NA,NA,"MBM025960","Minas Gerais",NA,NA,"A. DC.","MBM025960","Krukoff, B.A.","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"55","2013-12-11 17:21:02-02","MNHN","RECOLNAT_MNHN_P","P00641263","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","province de Goyaz","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00641263' target='other'> <mi>dwc_moreinfo</mi></a>","P00641263",NA,NA,NA,"A.DC.","P00641263_01","Krukoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3890",NA
"56","2013-09-04 16:57:56-03","MNHN","RECOLNAT_MNHN_P","P00641264","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri","isotype","Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","province de Goyaz","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00641264' target='other'> <mi>dwc_moreinfo</mi></a>","P00641264",NA,NA,NA,"A.DC.","P00641264_01","Krukoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3890",NA
"57","2014-03-06 15:54:12-03","MNHN","RECOLNAT_MNHN_P","P00641265","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri","isotype","Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","province de Goyaz","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00641265' target='other'> <mi>dwc_moreinfo</mi></a>","P00641265",NA,NA,NA,"A.DC.","P00641265_01","Krukoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3890",NA
"58","2013-12-11 17:21:02-02","MNHN","RECOLNAT_MNHN_P","P00641266","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,"1891","1","19",NA,"Brésil","Alto Macahé (Rio Janeiro)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00641266' target='other'> <mi>dwc_moreinfo</mi></a>","P00641266",NA,NA,NA,"A.DC.","P00641266_01","Krukoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18370",NA
"59","2013-09-04 16:31:51-03","MNHN","RECOLNAT_MNHN_P","P00641267","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,"1891","1","19",NA,"Brésil","Alto Macahé (Rio Janeiro)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00641267' target='other'> <mi>dwc_moreinfo</mi></a>","P00641267",NA,NA,NA,"A.DC.","P00641267_01","Krukoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18370",NA
"60","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253883","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Regnell, A.",NA,NA,NA,NA,NA,"Brasil","Brésil","hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253883' target='other'> <mi>dwc_moreinfo</mi></a>","P04253883",NA,NA,NA,"A.DC.","P04253883_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180 181",NA
"61","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253884","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Regnell, A.F.",NA,"1857","3","1",NA,"Brasil",NA,"hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 III/181 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253884' target='other'> <mi>dwc_moreinfo</mi></a>","P04253884","São Paulo",NA,NA,"A.DC.","P04253884_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 180",NA
"62","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253888","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253888' target='other'> <mi>dwc_moreinfo</mi></a>","P04253888",NA,NA,NA,"A.DC.","P04253888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"841",NA
"63","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253882","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.|Saldanha",NA,"1878","10","13",NA,"Brasil","Brésil. Rio Janeiro. Prés du Rio Douro, a la bords du Tingua","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253882' target='other'> <mi>dwc_moreinfo</mi></a>","P04253882","Rio de Janeiro",NA,NA,"A.DC.","P04253882_01",NA,"-43.451099395752","-22.7591991424561",NA,NA,"Nova Iguaçu",NA,"25743","auto",NA,NA,NA,NA,NA,"9513",NA
"64","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253886","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,"1880","12","18",NA,"Brasil","Brésil (Rio Janeiro) Rio d´ Ouro","hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253886' target='other'> <mi>dwc_moreinfo</mi></a>","P04253886","Rio de Janeiro",NA,NA,"A.DC.","P04253886_01",NA,"-43.451099395752","-22.7591991424561",NA,NA,"Nova Iguaçu",NA,"25743","auto",NA,NA,NA,NA,NA,"12961",NA
"65","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253891","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,"1873","10","8",NA,"Brasil","Brésil (Rio-Janeiro) Serra de Jacarepagua au Morro da Tijuca","hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253891' target='other'> <mi>dwc_moreinfo</mi></a>","P04253891","Rio de Janeiro",NA,NA,"A.DC.","P04253891_01",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,"6817",NA
"66","2015-09-04 13:49:04-03","MNHN","RECOLNAT_MNHN_P","P04253880","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.|Saldanha, J.",NA,"1878","10","3",NA,"Brasil","Chemin du Macaco a la Tijuca","hb",NA,"Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253880' target='other'> <mi>dwc_moreinfo</mi></a>","P04253880","Rio de Janeiro",NA,NA,"A.DC.","P04253880_01",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,"9519",NA
"67","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253885","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,"1878","10","3",NA,"Brasil","Chemin du Macaco à la Tijuca","hb",NA,"Reçu le 28 avril 1879 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253885' target='other'> <mi>dwc_moreinfo</mi></a>","P04253885","Rio de Janeiro",NA,NA,"A.DC.","P04253885_01",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,"9519",NA
"68","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253881","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,"1878","9","10",NA,"Brasil","Corcovado","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253881' target='other'> <mi>dwc_moreinfo</mi></a>","P04253881","Rio de Janeiro",NA,NA,"A.DC.","P04253881_01",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,"9518",NA
"69","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253889","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,"1878","9","10",NA,"Brasil","Corcovado","hb",NA,"Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253889' target='other'> <mi>dwc_moreinfo</mi></a>","P04253889","Rio de Janeiro",NA,NA,"A.DC.","P04253889_01",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"70","2015-09-04 13:49:34-03","MNHN","RECOLNAT_MNHN_P","P04253890","PreservedSpecimen",NA,"Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.",NA,"1873","10","8",NA,"Brasil","Serra de Jacarepagua au Morro du Tijuca","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04253890' target='other'> <mi>dwc_moreinfo</mi></a>","P04253890","Rio de Janeiro",NA,NA,"A.DC.","P04253890_01",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,"6817",NA
"71","2020-10-01 14:20:56-03","JBB","HEPH","22064","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Jesus, FPR de","288","2005","08","23","Southern America","Brasil","Próximo do Hospital de Base",NA,NA,NA,NA,"Distrito Federal","Dicotyledon","Gentianales","A.DC.",NA,"Chacon, RG","-47.9296989440918","-15.7797002792358",NA,NA,"Brasília","2006","70570","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-10-01 14:20:56-03","JBB","HEPH","5131","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Heringer, EP","11945","1970","11","18","Southern America","Brasil",NA,NA,NA,NA,NA,"Goiás","Dicotyledon","Gentianales","A.DC.",NA,"Smith, SF","-47.9502983093262","-16.2525005340576",NA,NA,"Luziânia","1970","83221","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:37:13-03","UFMG","BHCB","1030","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,NA,"s.n.","1957","08","15","Southern America","Brasil","Rio Cipó.",NA,NA,"Liana de porte elevado;D.C.Fappi redeterminol a espécie c/ S.spartioides em 23/01/86",NA,"Minas Gerais","Dicotyledon",NA,"A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-03-11 09:01:09-03","URCA","HCDAL","9074","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Melo, E.; Silva, B.M.; Anunciação, M.; Souza, E.B.; Marreira, E.M.","9695","2011","05","22",NA,"Brasil","Estrada da Velha Minguiriba",NA,NA,"Arbusto ca. 1,5 m de altura; folhas coriáceas; flores verde-amareladas. (PPBIO 558317/2009).; Cerradão.",NA,"Ceará",NA,NA,"A.DC.",NA,"Brandão, E.K.S.","-40.071297","-7.49105","919","919","Crato","2016",NA,NA,"06","-40.071297","-7.49105",NA,NA,NA,NA
"75","2014-08-23 05:36:00-03","MO","MOBOT","100254287","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24182","1969","3","10","South America","Brazil","Gallery. Steep rocky slopes with brejo and gallery woods below, ca. 8 km south of Cavalcante.",NA,NA,NA,NA,"Goiás",NA,NA,"A. DC.",NA,"B.A. Krukoff",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"76","2010-02-22 13:25:00-03","MO","MOBOT","100254289","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"William R. Anderson","Anderson 6601","1973","3","7","South America","Brazil","Ca. 3 km E of Alto Paraíso on road to Nova Roma.",NA,NA,NA,NA,"Goiás",NA,NA,"A. DC.",NA,"B.A. Krukoff",NA,NA,"1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"77","2011-02-10 10:23:00-02","MO","MOBOT","2453177","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"George Gardner","Gardner 3890","1836",NA,NA,"South America","Brazil","Piauhy",NA,NA,NA,NA,"Goiás",NA,NA,"A. DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-02-18 15:11:00-02","MO","MOBOT","3403328","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Apparicio P. Duarte","Duarte 130653",NA,NA,NA,"South America","Brazil","Entre Joao Pinheiro e tres marias. Fragmento.",NA,NA,NA,NA,"Minas Gerais",NA,NA,"A. DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","3403754","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Gert G. Hatschbach","Hatschbach 30032","1972",NA,NA,"South America","Brazil","Rio do CIpo Mun. Jaboticatuba.",NA,NA,NA,NA,"Minas Gerais",NA,NA,"A. DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2013-02-13 05:33:00-02","MO","MOBOT","938889","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Antony Jardim|Mario Saldias P.|René Guillén V.|Ramos|Jensen|Surubí","Jardim 454","1994","3","23","South America","Bolivia","Parque Nacional Noel Kempff Mercado. Cerro Pelao. Bosque seco con Talisia, Anadenanthera, Enterolobium, Amburana, Hymenaea, Dilodendron, Rhamnidium, Casearia, Astronium, Spondias, Luehea, Sterculia, Chorisia, Combretum, Metrodorea, Sebastiana, Aspidosperma. Substrato poco suelo sobre roca granitica.",NA,NA,NA,NA,"Santa Cruz",NA,NA,"A. DC.",NA,"A.E. Brant (MO)","-61.49805","-14.53972","300.00000000",NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-08-31 08:56:03-03","INPA","INPA","11764","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, TN","626","1957","09","14","Southern America","Brasil","Campina do Palha, Serra do Araripe.",NA,NA,NA,"INPA0011764","Ceará","Dicotyledon Asterids","Gentianales","A.DC.","INPA0011764 INPA0011764_e INPA0011764_e1","Krukoff, BA","-48.1417","-0.858333",NA,NA,NA,"1968",NA,NA,NA,"-48.1417","-0.858333",NA,NA,NA,NA
"82","2018-10-09 16:31:36-03","UFLA","ESAL","12889","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Mello J. M.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Parque Ecologico Quedas do Rio Bonito",NA,NA,"árvore; 7,0; ;; floresta",NA,"Minas Gerais",NA,NA,"A.DC.",NA,NA,"-44.999444","-21.245278",NA,NA,"Lavras",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA
"83","2018-10-09 16:31:36-03","UFLA","ESAL","17491","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Souza, JS","s.n.",NA,NA,NA,NA,"Brasil","Mata do Capivari",NA,NA,"árvore; ; ;; floresta",NA,"Minas Gerais",NA,NA,"A.DC.",NA,"Ary T.O.Filho","-44.999444","-21.245278",NA,NA,"Lavras",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA
"84","2017-11-24 14:11:13-02","UFLA","ESAL","15298","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Rodrigues, VEG","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"arbusto; 1,50; ;; campo rupestre",NA,"Minas Gerais",NA,NA,"A.DC.",NA,"J. Y. Tamashiro","-44.9171981811523","-21.4011001586914",NA,NA,"Ingaí",NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA
"85","2017-11-24 14:11:13-02","UFLA","ESAL","15296","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Rodrigues, VEG","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"arbusto; 2,0; ;",NA,"Minas Gerais",NA,NA,"A.DC.",NA,"J. Y. Tamashiro (UNICAMP)","-44.6577987670898","-21.2980995178223",NA,NA,"Itutinga",NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA
"86","2017-11-24 14:11:13-02","UFLA","ESAL","15297","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Rodrigues, VEG","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"arbusto; 1,50; ;; campo rupestre",NA,"Minas Gerais",NA,NA,"A.DC.",NA,"J. Y. Tamashiro (UNICAMP)","-44.9171981811523","-21.4011001586914",NA,NA,"Ingaí",NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-12-19 11:19:23-03","UFG","UFG","42971","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Jesus, F.P.F.","288","2005","08","23",NA,"Brasil",NA,NA,NA,NA,"UFG0042971","Distrito Federal",NA,NA,"A. DC.","UFG0042971","Chacon, R.G.","-47.9296989440918","-15.7797002792358",NA,NA,"Brasília","2006","70570","auto","06",NA,NA,NA,"01",NA,NA
"88","2021-03-01 11:48:34-03","UFPE","UFP","76092","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Delgado-Junior, GC; Santos, SO","413","2012","08","09",NA,"Brasil",NA,NA,NA,"Trepadeira lenhosa com gavinhas. Flores secas.","UFP076092","Pernambuco",NA,NA,"A.DC.",NA,"Delgado-Júnior, GC","-37.1557998657227","-8.62306022644043",NA,NA,"Buíque","2013","38964","auto","08",NA,NA,NA,"29",NA,NA
"89","2020-09-12 05:00:02-03","US","US","209941","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"A. Regnell","180/187","1861",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,"US03161181","São Paulo",NA,"Gentianales","A. DC.","US03161181_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","3448532","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"G. Hatschbach","47809","1984","4","11","South America - Neotropics","Brazil","Rod. BR-418, km 112 (Mun. Carlos Chagas).",NA,NA,NA,"US03161171","Minas Gerais",NA,"Gentianales","A. DC.","US03161171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","200867","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"A. Regnell","187","1857","3",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,"US03161182","São Paulo",NA,"Gentianales","A. DC.","US03161182_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","2861996","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"H. S. Irwin, R. Souza, J. W. Grear & R. Reis dos Santos","17415","1966","6","18","South America - Neotropics","Brazil","Planalto do Brasil. Drainage of the upper Rio Araguaia. Ca. 96 km. S. of Xavantina.",NA,NA,NA,"US03161176","Mato Grosso",NA,"Gentianales","A. DC.","US03161176_01",NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","2931615","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"G. Hatschbach","30032","1972","8","7","South America - Neotropics","Brazil","Rio do Cipó (mun. Jaboticatuba).",NA,NA,NA,"US03161173","Minas Gerais",NA,"Gentianales","A. DC.","US03161173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","200868","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"A. Regnell","180",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,"US03161184","São Paulo",NA,"Gentianales","A. DC.","US03161184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US","2895873","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"R. L. Fróes","20192","1942","8","8","South America - Neotropics","Brazil","Entre Ibiquara e Mucugê. Próximo aos campos gerais da Serra Sincorá.",NA,NA,NA,"US03161180","Bahia",NA,"Gentianales","A. DC.","US03161180_01",NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US","2343755","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"T. Guedes","626","1957","9","14","South America - Neotropics","Brazil","Serra do Araripe.",NA,NA,NA,"US03161178","Ceará",NA,"Gentianales","A. DC.","US03161178_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"97","2020-09-12 05:00:02-03","US","US","2459009","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"G. Eiten & L. T. Eiten","4264","1962","4","11","South America - Neotropics","Brazil","Município de Lorêto: Ilha de Balsas region, between the Rios Balsas and Parnaíba. About 4-15 km south of Lorêto. On tops of morros and on cliffs along the Rio Parnaíba.",NA,NA,NA,"US03161177","Maranhão",NA,"Gentianales","A. DC.","US03161177_01",NA,"-45.092","-7.175",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","2582400A","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","24182","1969","3","10","South America - Neotropics","Brazil","Planalto do Brasil. Chapada dos Veadeiros. Ca. 8 km south of Cavalcante.",NA,NA,NA,"US03161175","Goiás",NA,"Gentianales","A. DC.","US03161175_01",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"99","2020-09-12 05:00:02-03","US","US","61635","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,"US00830245","Rio de Janeiro",NA,"Gentianales","A. DC.","US00830245_01 US00830245_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"100","2020-09-12 05:00:02-03","US","US","3674027","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"G. Hatschbach, M. M. Hatschbach & O. S. Ribas","77559","2004","6","8","South America - Neotropics","Brazil","Serra do Cabral, Morro da Torre (Mun. Joaquim Felício).",NA,NA,NA,"US03161170","Minas Gerais",NA,"Gentianales","A. DC.","US03161170_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
