"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","previousCatalogNumber","typeStatus","sex"
"11","2020-12-21 16:38:30-03","MBM","MBM","49601","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) ex Rchb.","Pabst, G.","Hatschbach, G.","15554","1966","12","27","Southern America","Brazil","Paraná","Sítio do Belizário",NA,NA,"MBM049601",NA,NA,NA,NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:38:30-03","MBM","MBM","7771","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) ex Rchb.","Pabst, G.","Hatschbach, G.","17878","1967","11","16","Southern America","Brazil","Paraná","Sítio do Belizário",NA,"Epífita, flor esverdeada, mata pluvial, encosta de morro. Unicata","MBM007771","MBM007771","1968","09","26","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,NA,"1100","1100",NA,NA,NA,NA
"13","2015-09-16 12:17:31-03","MNHN","RECOLNAT_MNHN_P","P00456659","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch ex Rchb.f.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00456659' target='other'> <mi>dwc_moreinfo</mi></a>","P00456659","P00456659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12211",NA,NA,NA
"14","2015-09-16 12:17:41-03","MNHN","RECOLNAT_MNHN_P","P00456660","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch ex Rchb.f.","Cogniaux","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Brésil : Prov. de St Paul","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00456660' target='other'> <mi>dwc_moreinfo</mi></a>","P00456660","P00456660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1223",NA,NA,NA
"15","2021-03-15 18:29:06-03","USP","SPF","222824","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","Silva-Luz, CL","117","2010","11","30",NA,"Brasil","São Paulo","Parque Estadual da Cantareira, Núcleo Águas Claras. Av. Senador José Emírio de Marais. Divisa dos municípios de São Paulo e Mairiporã. Trilha Sede-Samambaia-açu, picada à esquerda, na descida.",NA,"Epífita. Folhas verdes discolores. Eixo da inflorescência esverdeado, perianto esverdeado e labelo verde-amarelado.; Floresta ombrófila densa antropizada, com muitos pinheiros.","SPF00222824",NA,"2017",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-08-23 10:23:05-03","NHMLondon","NHM-LONDON-BOT","BM000533847","S","Plantae",NA,"Asparagales","Orchidaceae","Gomesa","brasiliensis","Gomesa brasiliensis","(Rolfe) M.W.Chase & N.H.Williams","Thiago Erir Cadete Meneguzzo; Jardim Botanico do Rio de Janeiro; b.1987; Meneguzzo","George Gardner; b.1812; d.1849; Gardner","654","1837","02",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"Habitat: On trees",NA,NA,"2014",NA,NA,NA,"-42.989594","-22.510275","-42.989594","-22.510275",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4651162",NA,NA
"17","2020-08-20 14:54:45-03","UFSC","FLOR","2484","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Klotzsch ex Rchb.f.","Pabst, G.","Klein, R.M.; Bresolin, A.","8068","1968","12","19",NA,"Brasil","Santa Catarina","Morro do Rio Vermelho, Ilha de Santa Catarina.",NA,"flor creme. Exemplar único.","FLOR0002484",NA,"1969","06","02","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto",NA,NA,"300","300",NA,NA,NA,NA
"18","2020-08-20 14:54:45-03","UFSC","FLOR","3863","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Klotzsch ex Rchb.f.","Pabst, G.","Klein, R.M.; Bresolin, A.","8068","1968","12","19",NA,"Brasil","Santa Catarina","morro do Rio Vermellho, Ilha de Santa Catarina.",NA,NA,"FLOR0003863",NA,"1976","01","15","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-04 15:42:05-03","IF","SPSF","26310","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Gomesa","alpina","Gomesa alpina","Hoehne & Schltr.","F. de Barros","J.R.Guillaumon",NA,"2000","01","18","América do Sul","Brasil","SP","P.E.Cantareira",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha do morro do pavao, sub bosque&nf;;",NA,NA,"2012","05","29","Guarulhos","-46.5299987792969","-23.4599990844727",NA,NA,"26398","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-04 15:42:05-03","IF","SPSF","37636","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Kl. & Rchb.f.","F. de Barros","F. A. R. D. P. Arzolla & C. de Moura & J.A.Pastore & G.C.R.de Paula","1229","2007","12","13","América do Sul","Brasil","SP","Parque Estadual da Cantareira, Núcleo Cabuçú",NA,"COLETA: Orquidea branca, flores esverdeadas; GEOGRAFIA: trilha da Cachoeira;",NA,NA,"2009","04","27","Guarulhos","-46.532778","-23.395833",NA,NA,NA,NA,"Liliopsida",NA,"750","750",NA,NA,NA,NA
"21","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cochlioda","brasiliensis","Cochlioda brasiliensis","Rolfe",NA,"Binot, P","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:11:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cochlioda","brasiliensis","Cochlioda brasiliensis","Rolfe",NA,"Binot, P","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Mendonça, FR de","823",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","ad Alto Macahé",NA,"Floret Februario - Aprili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Glaziou, AFM","12211?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Mendonça, FR de","823?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","ad Alto Macahé",NA,"Floret Februario - Aprili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Gardner, G","654",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in ramis arborum ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Glaziou, AFM","12211",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Gardner, G","654?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in ramis arborum ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Moura, JT de","21",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in ,,capoeiras prope Theresopolis",NA,NA,NA,NA,NA,NA,NA,"Teresópolis","-42.9656","-22.4122",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Schenck, H","2638",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in ,,capoeiras prope Theresopolis",NA,NA,NA,NA,NA,NA,NA,"Teresópolis","-42.9656","-22.4122",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Schenck, H","2638",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in ,,capoeiras prope Theresopolis",NA,NA,NA,NA,NA,NA,NA,"Teresópolis","-42.9656","-22.4122",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","(Lindl.) Rchb.f.",NA,"Moura, JT de","21?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in ,,capoeiras prope Theresopolis",NA,NA,NA,NA,NA,NA,NA,"Teresópolis","-42.9656","-22.4122",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-22 10:13:28-03","IBt","SP","382213","S","Plantae",NA,NA,"Orchidaceae","Binotia","messmeriana","Binotia messmeriana","Campacci","Campacci, MA","Messmer, A; Messmer, R","s.n.","2003","10",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"Epífita cespitosa, pseudo-bulbos bifoliados, folhas herbáceas, verde-claras. Escapo filiforme, flores ressupinadas, inodoras. Sépalas e pétalas ocre, labelo trilobado, abruptamente reflexo, branco com ápice púrpura, calosidade em forma","SP001946","SP001946","2005",NA,NA,"Parati","-44.7131004333496","-23.2178001403809",NA,NA,"34470","auto",NA,NA,"1500","1500",NA,NA,"Holotype",NA
"34","2019-11-21 10:13:20-03","IBt","SP","452846","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Barberena, FFVA","179","2009","06","19",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, BR 485, trecho Cachoeira Poranga - Maromba",NA,NA,"SP033174","SP033174","2017","01",NA,"Itatiaia","-44.368","-22.26143","-44.368","-22.26143",NA,NA,NA,NA,"1073","1073",NA,NA,NA,NA
"35","2019-11-21 10:13:20-03","IBt","SP","372054","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Amorim, AM; Jardim, JG; Juchum, FS","3612","2001","01","08",NA,"Brasil","Bahia","Estrada São José-Una, 1 km a partir da BR 101. Coletas a 3 km a partir da estrada do ramal, em acesso a Pedra Branca",NA,NA,"SP033175","SP033175","2017","01",NA,"São José da Vitória","-39.319722","-15.096389","-39.319722","-15.096389",NA,NA,NA,NA,"500","700",NA,NA,NA,NA
"36","2019-11-21 10:13:20-03","IBt","SP","447431","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Fontana, AP; Mota, RC; Assis, EP","2534","2006","11","22",NA,"Brasil","Bahia","Lombardia, Fazenda Lombardia.",NA,NA,"SP033176","SP033176","2017","01",NA,"Itapebi","-39.538056","-15.858056","-39.538056","-15.858056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:13:20-03","IBt","SP","47996","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Kuhlmann, M","204","1942","12","19",NA,"Brasil","São Paulo","Monte Alegre, Fazenda Ponte Alta",NA,NA,"SP033169","SP033169","2017","01",NA,"Amparo","-46.7599983215332","-22.7000007629395",NA,NA,"18036","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 10:13:20-03","IBt","SP","216168","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Melo, MMRF; Romaniuc Neto, S; Toledo, CB","622","1985","12","11",NA,"Brasil","São Paulo","Ilha do Cardoso, Ipanema, Morro do Barro",NA,NA,"SP033178","SP033178","2017","01",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:13:20-03","IBt","SP","270113","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Nicolau, SA; Guedes Sousa, H; Tomasulo, PLB","711","1993","12","02",NA,"Brasil","São Paulo","Fazenda São Sebastião do Ribeirão Grande, talhão 4 beira de curso d'água.",NA,NA,"SP033170","SP033170","2017","01",NA,"Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:13:20-03","IBt","SP","294070","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Nicolau, SA; Yamamoto, M; Espírito Santo, CE","749","1994","02","20",NA,"Brasil","São Paulo","Fazenda São Sebastião do Ribeirão Grande, talhão 4, curso d'água.",NA,NA,"SP033171","SP033171","2017","01",NA,"Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:13:20-03","IBt","SP","294124","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Nicolau, SA; Mana de Deus, JR; Kakuta, FY","795","1994","02","26",NA,"Brasil","São Paulo","Fazenda São Sebastião do Ribeirão Grande, trilha da cachoeira.",NA,NA,"SP033168","SP033168","2017","01",NA,"Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:13:20-03","IBt","SP","65476","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Handro, O","421","1954","12",NA,NA,"Brasil","São Paulo","Jardim Botânico",NA,NA,"SP033177","SP033177","2017","01",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:13:20-03","IBt","SP","180422","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Melo, MMRF","157","1979","11","21",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga",NA,NA,"SP033172","SP033172","2017","01",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:13:20-03","IBt","SP","174582","S","Plantae",NA,NA,"Orchidaceae","Gomesa","laxiflora","Gomesa laxiflora","Klotzsch & Rchb.f.","Meneguzzo, TEC","Jung, SL","376","1980","12","09",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga",NA,NA,"SP033173","SP033173","2017","01",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:13:48-03","IBt","SP","114344","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","laxiflora","Rodriguezia laxiflora","Lindl.","Meneguzzo, TEC","Gardner","654",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"SP003569","SP003569","2017","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA
"46","2019-11-21 10:13:54-03","IBt","SP","29637","S","Plantae",NA,NA,"Orchidaceae","Theodorea","doeringii","Theodorea doeringii","Hoehne","Meneguzzo, TEC","Doering, R","s.n.","1937","06","12",NA,"Brasil","São Paulo",NA,NA,NA,"SP003568","SP003568","2017","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA
"47","2013-08-12 13:31:52-03","GH","HU-HERB","GH 00103819","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Rodriguezia","laxiflora","Rodriguezia laxiflora","Lindley",NA,"George Gardner","654",NA,NA,NA,"South America","Brazil",NA,"Organ Mountains","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"654",NA,"Type","undetermined"
