"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"93","2020-10-14 10:03:51-03","FURB","FURB","32550","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Verdi, M.; Martins, E.M. & Veiga, O.N.","5577","2010","08","27",NA,"Brasil","Paraná","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9666667","-25.8688889","954",NA,NA,"FURB12424","FURB12424","954","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-48.9666667","-25.8688889",NA,NA,NA
"94","2020-10-14 10:03:51-03","FURB","FURB","35974","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Oliveira, C.P.L.","3129","2011","04","26",NA,"Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1516667","-26.3025","624",NA,NA,"FURB12423","FURB12423","624","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.1516667","-26.3025000",NA,NA,NA
"95","2019-11-08 08:54:09-03","FURB","FURB","35975","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Oliveira, C.P.L.","3130","2011","04","26",NA,"Brasil","Santa Catarina","Joinville",NA,"-49.1544444","-26.3","644",NA,NA,"FURB12422","FURB12422","644","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.1544444","-26.3000000",NA,NA,NA
"96","2020-10-14 10:03:51-03","FURB","FURB","4227","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Gonzatti, F.; Demeda, C.; Gaio, J. & Link, O.","2148","2015","09","13",NA,"Brasil","Rio Grande do Sul","Osório","Próximo ao loteamento Palmital.","-50.1297223","-29.8241667","15",NA,NA,"FURB47432","FURB47432","15","Gonzatti, F",NA,NA,"2015","11",NA,NA,"-50.1297223","-29.8241667",NA,NA,NA
"97","2020-10-14 10:03:51-03","FURB","FURB","50918","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Caglioni, E.; Lazzaris, J.","489","2014","10","28",NA,"Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.9308334","-26.7997222","810",NA,NA,"FURB50918","FURB50918","810","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-48.9308334","-26.7997222",NA,NA,NA
"98","2019-11-08 08:54:09-03","FURB","FURB","59959","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Funez, L.A.; Zermiani, A.E.","7701","2018","04","23",NA,"Brasil","Santa Catarina","Rio dos Cedros","Vale dos Ventos.","-49.3055556","-26.5916666","740",NA,NA,"FURB59959","FURB59959","740","Funez, L.A.",NA,NA,"2018","04","23",NA,"-49.3055556","-26.5916666",NA,NA,NA
"99","2020-10-14 10:03:51-03","FURB","FURB","60520","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3298","2018","08","16",NA,"Brasil","Santa Catarina","São Bonifácio",NA,"-48.8719445","-27.8983333",NA,NA,NA,"FURB60520","FURB60520",NA,"Kassner-Filho, A.",NA,NA,"2018","08","16",NA,"-48.8719445","-27.8983333",NA,NA,NA
"100","2020-10-14 10:03:51-03","FURB","FURB","65150","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Gasper, A.L. de; Bones, F.L.V.; Montibeler, M","3751","2019","10","14",NA,"Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio. Trilha para o topo do morro.","-49.4019444","-26.8772223","827",NA,"Disciplina de Biogeografia Habitat: Beira de trilha Habito: Epífita","FURB65150","FURB65150","827","Gasper, A.L. de",NA,NA,"2019","10","18",NA,"-49.4019444","-26.8772223",NA,NA,NA
"101","2020-10-14 10:03:51-03","FURB","FURB","7491","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Ceolin, L.M.",NA,"2008","03","07",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667",NA,NA,"Mono.","FURB12439","FURB12439",NA,"Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.0877777","-27.0566667",NA,NA,NA
"102","2021-03-16 17:56:29-03","UCS","HUCS","41794","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Gonzatti, F.","788","2013","07","16",NA,"Brasil","Rio Grande do Sul","Tapes","Estrada Tapes-Barra do Ribeiro","-51.42","-30.63175","21",NA,"Epífita. Duplicata ICN.; Em interior de mata de Eucalyptus sp., sobre Butia sp.","HUCS002654","HUCS002654 HUCS002654_01","21","Machado, L.",NA,NA,"2013","07",NA,NA,"-51.42","-30.63175",NA,NA,NA
"103","2021-03-16 17:56:29-03","UCS","HUCS","44305","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Gonzatti, F.","2148","2015","09","13",NA,"Brasil","Rio Grande do Sul","Osório","Próximo ao loteamento Palmital","-50.129667","-29.82425","15",NA,"Epífito pendente com sinângios carnosos; Em caule de Butia - butiazal.","HUCS002659","HUCS002659 HUCS002659_01","15","Gonzatti, F.",NA,NA,"2015","11",NA,NA,"-50.129667","-29.82425",NA,NA,NA
"104","2021-03-16 17:56:29-03","UCS","HUCS","51465","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Gonzatti, F.","2864","2016","11","13",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.957639","-25.189167","870",NA,"Epífita em cáudice de Cyathea. Em formação de cistáceas, ao lado esquerdo do acesso ao alojamento. À sombra.","HUCS007480",NA,"870","Gonzatti, F.",NA,NA,"2021","01",NA,NA,"-49.957639","-25.189167",NA,NA,NA
"105","2021-03-16 17:56:29-03","UCS","HUCS","42016","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Cadorin, T.J.","2265","2010","05","10",NA,"Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo","-49.202256","-26.365003","417",NA,"FURB:25537; Ecótono FOD, estádio avaçando sucessão","HUCS002655","HUCS002655","417","Cadorin, T.J.",NA,NA,"2010","05","10",NA,"-49.202256","-26.365003",NA,NA,NA
"106","2021-03-16 17:56:29-03","UCS","HUCS","29011","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","79550","2006","02","10",NA,"Brasil","Paraná","Antonina","Bairro Alto","-48.7118988037109","-25.4286003112793",NA,NA,"Epífita. Floresta da margem do rio.","HUCS002666","HUCS002666",NA,"Hatschbach, G.","38300","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-16 17:56:29-03","UCS","HUCS","41880","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Mancinelli, W.S.","350","2005","10","06",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres","-48.8456001281738","-26.3043994903564","900",NA,"Joinvilea 14459; Epífita, Floresta Ombrófila Densa Montana","HUCS002660","HUCS002660","900","Labiak, P.","37150","auto","2005","10","24",NA,NA,NA,NA,NA,NA
"108","2021-03-16 17:56:29-03","UCS","HUCS","4252","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","24750","1970","09","14",NA,"Brasil","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076",NA,NA,"epífita - mata pluvial","HUCS002665","HUCS002665",NA,"Sehnem, A.","37295","auto","1971","01","08",NA,NA,NA,NA,NA,NA
"109","2019-08-16 08:40:23-03","UTFPR","HCF","17903","S","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl.","V. Daniel","142","2013","08","20",NA,"Brasil","PR","Guaratuba","APA de Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"FOM/FOD. Epífita em arbórea de grande porte. Área próxima ao Morro dos Perdidos. 703255/7138422. Resgate de Flora LT 230 Kv Joinville Norte-Curitiba C2.",NA,NA,NA,"V. Daniel","41937","auto","2013","11","08",NA,NA,NA,NA,NA,NA
"110","2019-08-16 08:40:23-03","UTFPR","HCF","13424","S","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl.","R.R. Völtz","266","2013","10","19",NA,"Brasil","PR","Morretes","Serra da Graciosa","-48.834400177002","-25.476900100708",NA,NA,"erva epífita, pendente; sinângio em forma de espiga, variando a cor de verde a amarelado, rara.",NA,NA,NA,"R.R. Völtz","30514","auto","2013","10","19",NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:38:10-03","MBM","MBM","58476","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","austrobrasiliensis","Cheiroglossa austrobrasiliensis","Brade","Hatschbach, G.","40331","1977","10","05","Southern America","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM058476","MBM058476",NA,"Sehnem, A.","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:38:10-03","MBM","MBM","25763","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","austrobrasiliensis","Cheiroglossa austrobrasiliensis","Brade","Hatschbach, G.","32272","1973","08","08","Southern America","Brazil","Paraná","Antonina","Cacatu","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM025763","MBM025763",NA,"Sehnem, A.","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:38:10-03","MBM","MBM","120312","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","austrobrasiliensis","Cheiroglossa austrobrasiliensis","Brade","Kuniyoshi, Y.S.; et al.; et al.","4840","1984","12","12","Southern America","Brazil","Paraná","Guaraqueçaba","Rod. BR-116, Posto Palhoça","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM120312","MBM120312",NA,"Hatschbach, G.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:38:10-03","MBM","MBM","395219","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Engels, M.E.; Ferneda Rocha, L.C.; Bolson, M.; Ferneda Rocha, L.C.; Bolson, M.","1041","2013","06","29","Southern America","Brazil","Paraná","Guaratuba","Morro dos Perdidos, Trilha da cachoeira","-48.5746994018555","-25.8827991485596",NA,NA,"Epífita. Pecíolo castanho avermelhado. Limbo verde.","MBM395219",NA,NA,"Motta, J.T.","41937","auto","2020","02","11",NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:38:10-03","MBM","MBM","396819","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Engels, M.E.; Ferneda Rocha, L.C.; Hekavey, C.; Ferneda Rocha, L.C.; Hekavey, C.","703","2013","04","21","Southern America","Brazil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,"Epífita. Pecíolo castanho roseado. Limbo verde. Estrutura reprodutiva verde, castanha quando senil.","MBM396819","MBM396819",NA,"Engels, M.E.","45291","auto","2013","04","22",NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:38:10-03","MBM","MBM","388375","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Pereira, J.B.S.","842","2008","11","30","Southern America","Brazil","Paraná","Campina Grande do Sul","Parque Estadual Pico do Paraná, trilha na cela","-48.833333","-25.25","1600",NA,"Terrícola.; Próximo à córrego.","MBM388375","MBM388375","1600","Pereira, J.B.S.",NA,NA,NA,NA,NA,NA,"-48.833333","-25.25",NA,NA,NA
"117","2020-12-21 16:38:10-03","MBM","MBM","397358","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Daniel, V.; Roher, D.; Augusto-Silva, M.; Roher, D.; Augusto-Silva, M.","147","2013","04","16","Southern America","Brazil","Paraná","Tijucas do Sul","APA de Guaratuba, Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.008467","-25.840203",NA,NA,"Epífita.; Floresta Ombrófila Mista.","MBM397358","MBM397358",NA,"Daniel, V.",NA,NA,NA,NA,NA,NA,"-49.008467","-25.840203",NA,NA,NA
"118","2020-12-21 16:38:10-03","MBM","MBM","397364","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Daniel, V.; Roher, D.; Roher, D.","132","2013","04","09","Southern America","Brazil","Santa Catarina","Garuva",NA,"-48.900417","-26.101111",NA,NA,"Épifita em árvore de aprox. 10m de altura.; Floresta Ombrófila Densa.","MBM397364","MBM397364",NA,"Ariati, V.",NA,NA,NA,NA,NA,NA,"-48.900417","-26.101111",NA,NA,NA
"119","2020-12-21 16:38:10-03","MBM","MBM","407848","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Gonzatti, F.; Demeda, C.; Gaio, J.; Link, O.; Demeda, C.; Gaio, J.; Link, O.","2148","2015","09","13","Southern America","Brazil","Rio Grande do Sul","Osório","Próximo ao loteamento Palmital","-50.129722","-29.824167","15",NA,"Epífito pendente com sinângios carnosos.; em caule de Butiá - butiazal.","MBM407848","MBM407848","15","Gonzatti, F.",NA,NA,"2015","11",NA,NA,"-50.129722","-29.824167",NA,NA,NA
"120","2020-12-21 16:38:10-03","MBM","MBM","409100","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Barboza, E.; Silva, J.M.; Brotto, M.L.; Silva, J.M.; Brotto, M.L.","4603","2017","04","19","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, morro da caverna","-48.719722","-24.8525","900",NA,"Erva epífita.; Floresta Ombrófila Densa Montana.","MBM409100","MBM409100","900","Barboza, E.",NA,NA,"2017","05","25",NA,"-48.719722","-24.8525",NA,NA,NA
"121","2020-12-21 16:38:10-03","MBM","MBM","413859","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Brotto, M.L.; Barboza, E.; Völtz, R.R.; Barboza, E.; Völtz, R.R.","2695","2018","07","24","Southern America","Brazil","Santa Catarina","Joinville","trilha para a cachoeira do Cubatão","-49.105556","-26.194444","770",NA,"Erva epífita.; Floresta Ombrófila Densa Montana.","MBM413859","MBM413859","770","Lozano, E.D.",NA,NA,"2018","08","07",NA,"-49.105556","-26.194444",NA,NA,NA
"122","2020-12-21 16:38:10-03","MBM","MBM","396124","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Engels, M.E.; Lozano, E.D.; Canestraro, B.K.; Bonaldi, R.; Kersten, R.; Machnick; Lozano, E.D.; Canestraro, B.K.; Bonaldi, R.; Kersten, R.; Machnicki, M.","2363","2014","02","01","Southern America","Brazil","Paraná","Paranaguá","Parque Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,"Epífita.; Floresta Ombrófila Densa. Restinga arbórea.","MBM396124","MBM396124",NA,"Engels, M.E.","24916","auto","2014","02","01",NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:38:10-03","MBM","MBM","395373","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Engels, M.E.; Bonaldi, R.A.; Bonaldi, R.A.","1208","2013","07","11","Southern America","Brazil","Paraná","Paranaguá","Quintilha","-48.5092010498047","-25.5200004577637",NA,NA,"Epífita. Caule com escamas castanhas paleáceas. Folha com pecíolo castanho e limbo verde. Sinangio verde.","MBM395373","MBM395373",NA,"Engels, M.E.","24916","auto","2013","07","11",NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:38:10-03","MBM","MBM","406892","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Ariati, V.; Augusto-Silva, M.; Augusto-Silva, M.","919","2013","02","04","Southern America","Brazil","Paraná","Rio Branco do Sul","Próximo à pousada Ribeirão das Flores","-49.3142013549805","-25.1900005340576",NA,NA,"Epífita.; Ecótono Floresta Ombrófila Mista/Floresta Ombrófila Densa/Floresta Estacional Semidecidual.","MBM406892","MBM406892",NA,"Cordeiro, J.","37352","auto","2016","11","16",NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:38:10-03","MBM","MBM","280981","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Borgo, M.; et al.; et al.","2143","2003","01","08","Southern America","Brazil","Paraná","Antonina","Trilha para o Rio do Turvo, Reserva Natural Cachoeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM280981","MBM280981",NA,"Borgo, M.","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:38:10-03","MBM","MBM","9127","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","20303","1968","11","12","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM009127","MBM009127",NA,"Sehnem, A.","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:38:10-03","MBM","MBM","348678","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Cordeiro, J.; Santos, S.A.; Santos, S.A.","2942","2008","06","20","Southern America","Brazil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,NA,"Sobre tronco de Ocotea puberula. No caminho da mata","MBM348678","MBM348678",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:38:10-03","MBM","MBM","32801","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","35775","1975","01","21","Southern America","Brazil","Paraná","Quatro Barras","RioTaquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM032801","MBM032801",NA,"Sehnem, A.","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:38:10-03","MBM","MBM","168573","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Silva, J.M.; Barboza, E.; Barboza, E.","1350","1994","03","15","Southern America","Brazil","Santa Catarina","Garuva","Rio das Orquídeas","-48.8549995422363","-26.0266990661621",NA,NA,NA,"MBM168573","MBM168573",NA,"Smith, A.R.","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:38:10-03","MBM","MBM","187679","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Labiak, P.","239","1994","11","12","Southern America","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,"MBM187679","MBM187679",NA,"Labiak, P.","18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:38:10-03","MBM","MBM","385281","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Engels, M.E.","1547","2013","09","07",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944","800",NA,"Epífita. Caule com escamas castanhas. Folha com pecíolo castanho, limbo verde.; Floresta Ombrófila Densa.","MBM385281","MBM385281","800","Engels, M.E.",NA,NA,"2013","10","02",NA,"-48.943056","-25.881944",NA,NA,NA
"132","2020-12-21 16:38:10-03","MBM","MBM","385293","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Engels, M.E.","1556","2013","09","07",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944","800",NA,"Epífita pendente. Caule com escamas castanhas. Folhas com pecíolo castanho. Limbo verde, simangios verdes.; Floresta Ombrófila Densa.","MBM385293","MBM385293","800","Engels, M.E.",NA,NA,"2013","10","02",NA,"-48.943056","-25.881944",NA,NA,NA
"133","2020-12-21 16:38:10-03","MBM","MBM","397353","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Daniel, V.; Nardin, E.C.; Nardin, E.C.","142","2013","08","20","Southern America","Brazil","Paraná","Guaratuba","APA de Guaratuba, Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.971717","-25.858453",NA,NA,"Epifita em arbórea de grande porte.; Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa. Área próximo ao Morro dos Perdidos.","MBM397353","MBM397353",NA,"Daniel, V.",NA,NA,"2013","11","08",NA,"-48.971717","-25.858453",NA,NA,NA
"134","2020-12-21 16:38:10-03","MBM","MBM","410284","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Cadorin, T.J.; Clemes, S.M.; Oliveira, C.; Clemes, S.M.; Oliveira, C.","786","2009","11","21","Southern America","Brazil","Santa Catarina","São Bento do Sul","Braço Esquerdo","-49.235556","-26.365","417",NA,"Epífita, acima de 4m; Floresta Ombrófila Densa; estágio avançado; interior do fragmento","MBM410284","MBM410284","417",NA,NA,NA,NA,NA,NA,NA,"-49.235556","-26.365",NA,NA,NA
"135","2020-12-21 16:38:10-03","MBM","MBM","333062","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Matos, F.B.; et al.; et al.","1245","2006","09","08","Southern America","Brazil","Paraná","Antonina","reserva Natural Rio Cachoeira (SPVS). Trilha do Gervásio.","-48.7118988037109","-25.4286003112793","100",NA,"Epífita crescendo sofre formigueiro, a 2m do solo, no interior de mata relativamente alterada. Frondes pendentes. rara na área estudada. Floresta Ombrófila Densa","MBM333062","MBM333062","100","Matos, F.B.","38300","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:38:10-03","MBM","MBM","27868","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","32699","1973","10","17","Southern America","Brazil","Paraná","Guarapuava","Guará","-51.4580993652344","-25.395299911499",NA,NA,NA,"MBM027868","MBM027868",NA,"Sehnem, A.","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:38:10-03","MBM","MBM","13597","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","23344","1970","01","15","Southern America","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM013597","MBM013597",NA,"Sehnem, A.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:38:10-03","MBM","MBM","15231","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","24750","1970","09","24","Southern America","Brazil","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM015231","MBM015231",NA,"Sehnem, A.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:38:10-03","MBM","MBM","11137","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","21373","1969","04","23","Southern America","Brazil","Paraná","Paranaguá","Baía de Paranaguá, Piaçaguera","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM011137","MBM011137",NA,"Sehnem, A.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:38:10-03","MBM","MBM","18819","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","1399","1949","09","04","Southern America","Brazil","Paraná","Piraquara","Pinhal","-49.0633010864258","-25.4416999816895",NA,NA,NA,"MBM018819","MBM018819",NA,"Sehnem, A.","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:38:10-03","MBM","MBM","95735","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Klein, R.M.; Bresolin, A.; Bresolin, A.","10945","1973","03","27","Southern America","Brazil","Santa Catarina","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,NA,"MBM095735","MBM095735",NA,"Sehnem, A.","29971","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-01 15:33:14-03","PUC-RIO","FCAB","0435","PreservedSpecimen","Plantae",NA,"Pteridophyta","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","P.E. Leite S.J.","s.n.","1945","12",NA,NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.59","-22.73",NA,NA,"Material estéril. Chamado de Cheiroglossa autrobrasiliense Brade por André Santos, 26/01/1987.&nf;Ophioglossum palmatum é sinônimo.; Epífita.","FCAB000435",NA,NA,"J. Condack",NA,NA,"2016","01","27",NA,"-45.59","-22.73",NA,NA,NA
