"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount"
"52","2015-09-04 06:11:55-03","MNHN","RECOLNAT_MNHN_P","P00455323","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Hassler, E.",NA,NA,"10",NA,NA,"Paraguay",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455323' target='other'> <mi>dwc_moreinfo</mi></a>","P00455323","P00455323_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1216",NA,NA
"53","2015-09-28 02:29:43-03","MNHN","RECOLNAT_MNHN_P","P00455364","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Sellow",NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455364' target='other'> <mi>dwc_moreinfo</mi></a>","P00455364","P00455364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4478","isotype",NA
"54","2015-09-28 02:30:05-03","MNHN","RECOLNAT_MNHN_P","P00455365","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Sellow",NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455365' target='other'> <mi>dwc_moreinfo</mi></a>","P00455365","P00455365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4478","isotype",NA
"55","2015-09-04 06:12:15-03","MNHN","RECOLNAT_MNHN_P","P00455368","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Cabrera","Linden, J.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455368' target='other'> <mi>dwc_moreinfo</mi></a>","P00455368","P00455368_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-09-04 06:12:15-03","MNHN","RECOLNAT_MNHN_P","P00455369","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Cabrera","Glaziou, A.|Alfredo, J.",NA,"1886","2","28",NA,"Brésil",NA,NA,NA,NA,NA,"hb","Herbier A. Glaziou donné par Mme Simard en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455369' target='other'> <mi>dwc_moreinfo</mi></a>","P00455369","P00455369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16175",NA,NA
"57","2015-09-28 02:30:26-03","MNHN","RECOLNAT_MNHN_P","P00455370","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Glaziou","Glaziou, A.",NA,"1886","2","25",NA,"Brésil",NA,NA,NA,NA,NA,"hb","Une étiq. de E. Ule (n°1819) en mélange <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455370' target='other'> <mi>dwc_moreinfo</mi></a>","P00455370","P00455370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16175 a",NA,NA
"58","2015-09-28 02:30:44-03","MNHN","RECOLNAT_MNHN_P","P00455371","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Cabrera","Isabelle, A.",NA,"1835",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455371' target='other'> <mi>dwc_moreinfo</mi></a>","P00455371","P00455371_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-04 06:12:15-03","MNHN","RECOLNAT_MNHN_P","P00455372","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Cabrera","Isabelle, A.",NA,"1835",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455372' target='other'> <mi>dwc_moreinfo</mi></a>","P00455372","P00455372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-04 06:12:15-03","MNHN","RECOLNAT_MNHN_P","P00455373","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Cabrera","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455373' target='other'> <mi>dwc_moreinfo</mi></a>","P00455373","P00455373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2742",NA,NA
"61","2015-09-04 06:12:15-03","MNHN","RECOLNAT_MNHN_P","P00455374","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Cabrera","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455374' target='other'> <mi>dwc_moreinfo</mi></a>","P00455374","P00455374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2742",NA,NA
"62","2015-09-04 19:05:45-03","MNHN","RECOLNAT_MNHN_P","P00455376","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Smith, L.B.|Klein, R.",NA,"1957","2","18",NA,"Brazil",NA,NA,NA,NA,NA,"hb","Prélèvement de feuille réalisé pour E. Pasini & M. R. Ritter, Univ. Fed. do Rio Grande del Sul (ICN), Porto Alegre, Brésil, sept 2012. D emande colhelper n° 14801 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455376' target='other'> <mi>dwc_moreinfo</mi></a>","P00455376","P00455376_01","1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11409",NA,NA
"63","2020-12-11 11:33:36-03","UFMG","BHCB","108112","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Hatschbach, G; Ribas, OS","79900","2007","02","09","Southern America","Brasil","Santa Catarina","Urubici","Morro da Cruz.","-49.5917015075684","-28.0149993896484",NA,"Campo limpo; solo rochoso. Capítulo amarelo.",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:18:10-03","UFPR","UPCB","20467","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Guimarães, O.A.","Almeida, A.",NA,"1990","08","29",NA,"Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,"Erva, capítulo amarelo. Coletada na propriedade de Altevir Almeida. Floresce no final do inverno..",NA,NA,NA,NA,"46666","auto",NA,NA,"1989","08","31",NA,NA,NA,NA,NA
"65","2012-09-10 13:09:00-03","MO","MOBOT","100519662","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","J. Pruski (MO)","Taciana B. Cavalcanti|et al.","Cavalcanti 3714","2005","11","28","South America","Brazil",NA,NA,"General Carneiro-Pr. Trevo da BR - 153 - Pato Branco.","-51.4788889","-26.6083333",NA,NA,NA,NA,"1360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2015-01-26 14:26:00-02","MO","MOBOT","100773046","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","J. Pruski (MO)","M. Rossato|Ronaldo Wasum","Rossato 43","1999","2","25","South America","Brazil","Rio Grande do Sul","Jaquirana","Fazenda Rodeio Velho.","-50.4388889","-28.8875",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2015-01-26 14:27:00-02","MO","MOBOT","100773048","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","J. Pruski (MO)","Troels M. Pedersen","Pedersen 13729","1984","3","1","South America","Brazil","Santa Catarina",NA,"Agua Doce: road (BR-153) from Concordia to União da Victoria, some 8 km S of the border of the State of Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"68","2015-01-26 14:28:00-02","MO","MOBOT","100773049","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","J. Pruski (MO)","Per Dusén","Dusén 17814","1916","2","27","South America","Brazil","Santa Catarina",NA,"Rio Capinal (Statisviae ferreae) in campo.",NA,NA,NA,NA,NA,NA,"580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"69","2008-05-27 22:02:00-03","MO","MOBOT","1807354","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","John Pruski & Gisela Sancho, III-","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11149A","1976","3","11","South America","Brazil","Santa Catarina",NA,"17 km NE of the Santa Catarina-Rio Grande do Sul border as measured from the intersection of the Rio Pelotas and Highway BR-116. Low hills with treeless grassland along stream.",NA,NA,NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1156",NA,NA
"70","2010-12-01 18:09:00-02","MO","MOBOT","2192897","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Victor Maruñak","Maruñak 116",NA,NA,NA,"South America","Argentina","Misiones","General Manuel Belgrano","5 km al Sur de Bernardo de Irigoyen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2009-07-09 17:05:00-03","MO","MOBOT","2452373","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Gert G. Hatschbach","Hatschbach 21010",NA,NA,NA,"South America","Brazil","Paraná",NA,"Guarapuava. Fazenda Campo Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-03-29 10:41:16-03","UFSM","HDCF","5684","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Lessing","Deble, L. P.","Deble, L. P.",NA,"2004","02","20",NA,"?",NA,NA,NA,NA,NA,NA,"Flores do raio vermelhas, incana-tomentosas no verso, erva em campo",NA,NA,NA,NA,NA,NA,NA,NA,"2004","12",NA,NA,NA,NA,NA,NA
"73","2020-10-20 15:00:15-03","FUVATES","HVAT","1502","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","A. Jasper","I. Siqueira","s.n.","2005","04","01",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","São Marcos.","-51.179444","-29.168056",NA,NA,"HVAT00001502",NA,NA,NA,NA,NA,NA,NA,"2005","04","01","51º10'46''W","29º10'5''S",NA,NA,NA
"74","2021-01-26 14:12:28-03","CPACT","ECT","5966","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","G.Heiden","G.Heiden; V.R.Bueno | F.Fernandes | I.E.Hedlund | J.Kilipper | M.Ritter | R.Rolim","2461","2019","01","22",NA,"Brasil","Rio Grande do Sul","Viamão","FEPAGRO - Centro de Pesquisa de Viamão. Vila Elsa, Estrada Capitão Gentil Machado de Godoy, 3825. Campos de clima temperado (pampas), campo nativo em área sujeita a roçadas e queimadas.","-51.023611","-30.044167",NA,NA,"ECT0005966","ECT0005966_01 ECT0005966_02","61","61",NA,NA,NA,NA,"2019","01","22","51º1'25''W","30º2'39''S",NA,NA,NA
"75","2020-09-12 05:00:02-03","US","US","1473697","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","foliosa","Trichocline foliosa","Hook. & Arn.",NA,"P. K. Dusén","17814","1916","2","27","South America","Brazil","Paraná",NA,"Rio Capinzal, in campo frulicasa graminoso [interpreted]",NA,NA,NA,NA,"US01617978","US01617978_01","580",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"76","2020-09-12 05:00:02-03","US","US","1281034","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","foliosa","Trichocline foliosa","Hook. & Arn.",NA,"P. K. Dusén","17814","1916","2","27","South America","Brazil","Paraná",NA,"Rio Capinzal (statio viae ferreal) in campo catbarinensi frulicasa graminoso [interpreted]",NA,NA,NA,NA,"US01617979","US01617979_01","580",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"77","2020-09-12 05:00:02-03","US","US","2280972","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"L. Smith & R. M. Klein","11409","1957","2","18","South America","Brazil","Santa Catarina",NA,"Mun. Joaçaba: Campo, campos of Palmas, 62 km west of Caçador",NA,NA,NA,NA,"US01618010","US01618010_01","1000","1200",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"78","2020-09-12 05:00:02-03","US","US","2937370","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"R. Kummrow & J. G. Stutts","1794","1982","2","22","South America","Brazil","Paraná",NA,"Guarapuava, 28 km O",NA,NA,NA,NA,"US01618012","US01618012_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"79","2020-09-12 05:00:02-03","US","US","3379290","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"M. Rossato & R. Wasum","43","1999","2","25","South America","Brazil","Rio Grande do Sul",NA,"RS - mun. de Jaquirana - Fazenda Rodeio Velho","-50.4388","-28.8876",NA,NA,"US01618015","US01618015_01","1000",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","2251081","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"L. Smith & R. M. Klein","11562","1957","2","20","South America","Brazil","Santa Catarina",NA,"Mun. Chapecó: Campo, bog, and pinheiral, Fazenda Campo São Vicente 24 km west of Campo Erê",NA,NA,NA,NA,"US01618017","US01618017_01","900","1000",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","2841340","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"R. Reitz","4194","1963","2","3","South America","Brazil","Santa Catarina",NA,"Passo do Socorro, Lajes",NA,NA,NA,NA,"US01618011","US01618011_01","900",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","1933143","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"J. R. Swallen","8891","1946","3","20","South America","Brazil","Paraná",NA,"Campo near banhado, Fazenda Capao Redondo, Guarapuava",NA,NA,NA,NA,"US01618016","US01618016_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"83","2020-09-12 05:00:02-03","US","US","2251066","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"L. Smith & R. M. Klein","11238","1957","2","11","South America","Brazil","Santa Catarina",NA,"Mun. Lajes: Bog, campo, and pinheiral, 2 km east of Indios",NA,NA,NA,NA,"US01618014","US01618014_01","800","900",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"84","2020-09-12 05:00:02-03","US","US","3671721","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"J. M. Silva, J. Cordeiro & C. Poliquesi","7415","2008","11","20","South America","Brazil","Rio Grande do Sul",NA,"São Francisco de Paula, arredores",NA,NA,NA,NA,"US01618013","US01618013_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"85","2020-09-02 16:21:40-03","Cenargen","CEN","62001","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","J. B. Bringel","Taciana Barbosa Cavalcanti","3714","2005","11","28",NA,"Brasil","PR","GENERAL CARNEIRO","Trevo da BR-153 - Pato Branco.","-51.478888","-26.608333","Exsicatas","Face abaxial da lígulas vináceas. Estames amarelo. Face abaxial das folhas, glauca. Brácteas externas verdes, brácteas internas vináceas.","CEN00062001","CEN00062001","1360","1360",NA,NA,NA,NA,"2007","11",NA,"-51.478888","-26.608333",NA,NA,"4"
"86","2021-03-15 18:25:35-03","USP","SPF","208202","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Heiden, G","Heiden, G; Silva, JM; Vaz, JM","1577","2011","02","08",NA,"Brasil","Paraná","Palmas","Horizonte, Divisa PR/SC, Campos de Água Doce e Palmas, BR 280, próximo às turbinas da Central de Energia Eólica de Palmas.","-51.671944","-26.565",NA,"Erva rosetada. Folhas verdes. Brácteas involucrais verdes, ápice e margens castanhos. Flores do raio vermelho-vivo. Flores do disco cor-de-laranja.","SPF00208202",NA,"1303","1303",NA,NA,NA,NA,"2011","02","08","-51.671944","-26.565",NA,NA,NA
"87","2019-10-07 09:12:02-03","UEFS","HUEFS","177269","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Lima, L.C.P.","558","2009","03","05",NA,"Brasil","Rio Grande do Sul","Itaara","Reserva do Ibicuí-Mirim, após o Passo da Rede.",NA,"-29.539167",NA,NA,"HUEFS0177269",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,"53W47'98''","29S32'21''",NA,NA,NA
"88","2019-09-04 18:46:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"89","2020-11-12 16:58:29-03","UEL","FUEL","52486","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Gaio, J","Gaio, J; Grizzon, M; Keil, R","300","2013","01","05",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Distrito de Criúva, propriedade da família Hoffmann","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"780","780","49662","auto",NA,NA,"2013","04","05",NA,NA,NA,NA,NA
"90","2019-05-06 11:54:11-03","UFU","HUFU","25202","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Zaidini, E.M.","Vidal, J.","651","1978","01",NA,NA,"Brasil","Santa Catarina",NA,"Passo José Inácio, A margem esquerda do rio Mampetuba.",NA,NA,NA,NA,"HUFU00055964","HUFU00055964",NA,NA,NA,NA,NA,NA,"1978","01",NA,NA,NA,NA,NA,NA
"91","2020-08-20 14:55:22-03","UFSC","FLOR","50456","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Campestrini, S.","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","318","2013","01","20",NA,"Brasil","Paraná","Palmas","Refúgio de Vida Silvestre (REVIS) dos Campos de Palmas.","-51.641111","-26.520833",NA,"Campo natural seco e pedregoso. Erva com flores liguladas vermelhas e flores do disco brancas.","FLOR0050456","FLOR0050456_v01 FLOR0050456_v02 FLOR0050456_v03 FLOR0050456_v04","1250","1250",NA,NA,NA,NA,"2013","06","05","51º38'28''W","26º31'15''S",NA,NA,NA
"92","2020-08-20 20:38:17-03","UFSC","FLOR","58181","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Santos, E.D.","Santos, E.D.; Trevisan, R. & Campestrini, S.","94","2013","03","03",NA,"Brasil","Santa Catarina","Lages","UAP16/UAL2.","-50.51","-28.18",NA,"flor vermelha","FLOR0058181",NA,"995","995",NA,NA,NA,NA,"2013",NA,NA,"50º30'36''W","28º10'48''S",NA,NA,NA
"93","2020-08-20 20:38:17-03","UFSC","FLOR","29085","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Hatschbach, G.","Barbosa, E.; Hatschbach, G. & Ribas, O.S.","109","1998","01","22",NA,"Brasil","Paraná","Guarapuava","Rodovia BR-277, 3 km O de Guarapuava.","-51.4580993652344","-25.395299911499",NA,"flor lígulas vermelho-zarcão","FLOR0029085",NA,NA,NA,"53832","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"94","2020-08-20 14:55:22-03","UFSC","FLOR","37070","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Zanin, A.; Santos, B.H.","1515","2008","04","06",NA,"Brasil","Santa Catarina","Água Doce","Fazenda Santa Belém.","-51.5560989379883","-26.9978008270264",NA,NA,"FLOR0037070",NA,NA,NA,"52743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-08-20 14:55:22-03","UFSC","FLOR","5207","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Reitz, R.","4194","1963","02","03",NA,"Brasil","Santa Catarina","Lages","Passo do Socorro.","-50.326099395752","-27.8160991668701",NA,"erva, flor vermelha, 0,2 a 0,4m altura. Foto em preto","FLOR0005207",NA,"900","900","70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-04 15:42:41-03","IF","SPSF","08434","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichocline","macrocephalla","Trichocline macrocephalla","Less.","M.Monge","J.P.M. Carvalho",NA,"1984","03","09","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"COLETA: XLS: SPSFAntigo&nf;Herbácea entouceirada; flores amarelas.; GEOGRAFIA: Região de São José dos Alpes;",NA,NA,NA,NA,"21048","auto","Magnoliopsida",NA,"2011","01","28",NA,NA,NA,NA,NA
"97","2021-03-04 15:42:41-03","IF","SPSF","11490","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichocline","macrocephalla","Trichocline macrocephalla","Less.","M.Monge","M.J.Robim","466","1987","09","01","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: gazania-do-campo&nf;Planta entouceirada, bracteas e flores amarelas.; GEOGRAFIA: Mirante da Pedra do Baú.;",NA,NA,NA,NA,"21048","auto","Magnoliopsida",NA,"2011","01","28",NA,NA,NA,NA,NA
"98","2021-03-04 15:42:41-03","IF","SPSF","13044","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichocline","macrocephalla","Trichocline macrocephalla","Less.","M.Monge","M.J.Robim","628","1989","04","20","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"21048","auto","Magnoliopsida",NA,"2011","01","28",NA,NA,NA,NA,NA
"99","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","foliosa","Trichocline foliosa","Hook. & Arn.",NA,"Isabelle, A","s.n.",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","foliosa","Trichocline foliosa","Hook. & Arn.",NA,"Isabelle, A","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in prov. Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","foliosa","Trichocline foliosa","Hook. & Arn.",NA,"Isabelle, A","s.n.",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul",NA,"Habitat in prov. Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia austro-orientali, loco speciali mihi ignoto.",NA,NA,NA,NA,NA,"P06P3N0100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia austro-orientali, loco speciali mihi ignoto",NA,NA,NA,NA,NA,"P06P3N0100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia austro-orientali, loco speciali mihi ignoto",NA,NA,NA,NA,NA,"P06P3N0100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
