"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","previousCatalogNumber","sex"
"85","2020-02-08 08:47:37-03","NBC","NL-BOTANY","L.3003865","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003865","NL-L3003865",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"86","2020-02-08 08:47:37-03","NBC","NL-BOTANY","L.3958389","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Robinson HE","Burchell WJ",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3958389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3958389","NL-L3958389",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"87","2020-02-08 08:47:37-03","NBC","NL-BOTANY","L.3003864","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia, prope u. Rio Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003864","NL-L3003864",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"88","2020-02-08 08:47:37-03","NBC","NL-BOTANY","L.3003859","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Vincent D",NA,"1919","11","01","Southern America","Brazil",NA,NA,"Brésil: Minas - Geraes - coteaux sus Sta Barbare.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003859","NL-L3003859",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"89","2020-02-08 08:47:37-03","NBC","NL-BOTANY","L.3003860","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Unreadable",NA,"1921","11","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003860","NL-L3003860",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"90","2020-02-08 08:47:37-03","NBC","NL-BOTANY","L.3003861","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Du de Lapanema, Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003861","NL-L3003861",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"91","2020-02-08 08:47:37-03","NBC","NL-BOTANY","L.3003862","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"in sylvis caedonis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003862","NL-L3003862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"92","2020-02-08 08:47:37-03","NBC","NL-BOTANY","L.3003863","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"in sylvis caedonis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003863","NL-L3003863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"93","2020-02-08 08:47:37-03","NBC","NL-BOTANY","U.1098785","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Hind DJN","Harley RM; Nic Lughadha EM; Queiroz RF",NA,"1991","12","28","Southern America","Brazil","Bahia",NA,NA,"-41.866667","-13.266667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1098785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1098785","NL-U1098785",NA,NA,"1993","09","-41.866667","-13.266667","01",NA,NA,"Magnoliopsidae","U 0099020",NA,NA,NA,NA,NA
"94","2020-11-04 11:00:56-03","ESALQ","ESA","52187","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Hind, D.J.N.","Harley, R.M. et al.","53412.0","1999","01","08",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,"ESA052187","ESA052187",NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA
"95","2020-11-04 11:00:56-03","ESALQ","ESA","88018","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Robinson, H.","Hatschbach, G. et al.","75631.0","2003","06","23",NA,"Brasil","Bahia","Conde",NA,"-37.6105995178223","-11.8135995864868",NA,NA,"ESA088018","ESA088018",NA,NA,"2003","01",NA,NA,"01","31737","auto",NA,NA,NA,NA,NA,NA,NA
"96","2020-11-04 11:00:56-03","ESALQ","ESA","92208","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng",NA,"Giulietti, A.M. ; Andrade, M.J.G.","2277.0","2002","11","10",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,"ESA092208","ESA092208",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 11:00:56-03","ESALQ","ESA","90871","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis",NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Tsuji, R.","5249.0","2005","02","01",NA,"Brasil","Bahia","Rio de Contas","Trilha da Estrada Real","-41.8114013671875","-13.5789003372192",NA,"Arbusto, ca. 3m alt. Inflorescências passadas creme","ESA090871","ESA090871",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA
"98","2021-01-14 15:24:07-03","MN","R","151141","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Glaziou, A.F.M.; Saldanha da Gama, J.",NA,"1878","08","12",NA,"Brasil",NA,NA,"Rio Douro",NA,NA,NA,"Herb. J. de Saldanha 5015","R000151141","R000151141_001 R000151141_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-01-14 15:24:07-03","MN","R","15279","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Glaziou, A.F.M.","552","1864","12","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,"Plantas do Brasil Central","R000015279","R000015279_001",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"100","2014-10-27 19:15:11-02","UNICAP","HUCPE","203","S","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Ramalho, F. .B.","205","1973","05","15",NA,"Brasil","Bahia","Morro do Chapéu","Fazenda Cachoeira.","-41.166122","-11.532525",NA,"Árvore com mais ou menos 5m de altura. Flores lilazes, perfume levemente agrádavel. Madeira mole.",NA,NA,NA,NA,NA,NA,"-41.166122","-11.532525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-02-15 11:33:43-02","IPA","IPA","45560","S","Plantae","Plantae",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Semir, J.","Andrade-Lima","8814","1980","01","26","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,NA,"IPA0045560",NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-02-15 11:33:43-02","IPA","IPA","76940","S","Plantae","Plantae",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Rizzini, C.T.","Ramalho, F.B.","205","1973","05","15","Southern America","Brasil","Bahia",NA,"Morro do Chapéu.",NA,NA,NA,"Árvore ca. 5 m de altura; flores lilases; perfume leve e agradável.","IPA0076940","IPA0076940",NA,NA,"1974","01",NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-12-20 11:24:21-03","IPA","IPA","82029","S","Plantae","Plantae",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Rita Pereira","Rosa, K.M.","135","2018","05","23","Southern America","Brasil","Bahia","Simões Filho","Fazenda Santo Antonio","-38.4039001464844","-12.7843999862671",NA,"Liana; inflorescência creme. Pouco frequente em trilhas.","IPA0082029",NA,NA,NA,"2019","11",NA,NA,NA,"14004","auto",NA,NA,NA,NA,NA,NA,NA
"104","2019-02-15 11:33:43-02","IPA","IPA","16123","S","Plantae","Plantae",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Barroso, G.M.","Andrade-Lima","4934","1967","02","10","Southern America","Brasil","Pernambuco","Bonito","Borda da mata, 1 Km além da divisa com Camocim de São Félix.","-35.7285995483398","-8.47027969360352",NA,"Arbusto escand. s/peq. árvore. flores alvacentas.","IPA0016123","IPA0016123",NA,NA,"1967","02",NA,NA,NA,"20932","auto",NA,NA,NA,NA,NA,NA,NA
"105","2019-02-15 11:33:43-02","IPA","IPA","20916","S","Plantae","Plantae",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Semir, J.","Andrade-Lima","70-5685","1970","01","29","Southern America","Brasil","Pernambuco","Bonito","Borda de mata secundaria na estrada para Camocim.","-35.7285995483398","-8.47027969360352",NA,"Subarbusto escandente.","IPA0020916",NA,NA,NA,"1997",NA,NA,NA,NA,"20932","auto",NA,NA,NA,NA,NA,NA,NA
"106","2019-03-22 12:20:16-03","IPA","IPA","75254","S","Plantae","Plantae",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Rita Pereira","Teixeira, G.","2607","1965","02","17","Southern America","Brasil","Pernambuco","Vicência","Asseiro da mata do Engenho Canavieiras, rumo de Teitanduba.","-35.3266983032227","-7.65693998336792",NA,"Sub-arbusto com flores alvas e perfumadas. Odor semelhante ao da erva cidreira.","IPA0075254",NA,NA,NA,"2009","11",NA,NA,"03","21084","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-02-15 11:34:41-02","IPA","IPA","26509","S","Plantae","Plantae",NA,"Asteraceae","Vanillosmopsis","brasiliensis","Vanillosmopsis brasiliensis","(Gardner) Sch. Bip.","Robinson, H.","Almeida, J.; Santos, T.S. dos; Santos, T.S. dos","84","1968","09","23","Southern America","Brasil","Bahia",NA,"Saída de Eunápolis a Porto Seguro. Mata costeira.",NA,NA,NA,"Árvore 4m de altura. Flores em capítulos cremes.","IPA0026509",NA,NA,NA,"1979","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-02-15 11:34:41-02","IPA","IPA","75110","S","Plantae","Plantae",NA,"Asteraceae","Vanillosmopsis","brasiliensis","Vanillosmopsis brasiliensis","(Gardner) Sch. Bip.",NA,"Ramalho, F.B.","149","1972","09","05","Southern America","Brasil","Bahia","Delfino","Fazenda Craíba.",NA,NA,NA,"Árvore, ca. 4m de altura. Flores lilases, perfumadas.","IPA0075110","IPA0075110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-08-27 13:26:50-03","IAP","PACA-AGP","30584","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","W. Rau","E. Leite",NA,"1940","01",NA,NA,"Brasil","BA",NA,"Colegio Vieira",NA,NA,NA,"Fenofase: flor","PACA030584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"110","2020-12-20 21:15:38-03","UFV","VIC","028409","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"França, F.","3025","1999","06","20",NA,"Brasil","Minas Gerais","Entre Rios","BA 093,ca de 21 km da linha verde Mata ombrofila antropizada.",NA,NA,NA,"Liana de folha menbranacea concolor,corola e estiletes brancos.","VIC028409","VIC028409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-20 21:15:38-03","UFV","VIC","28408","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Melo, E. de; et al.","3185","1999","11","18",NA,"Brasil","Bahia","Morro do Chapéu","Morro do Chapéu, Entre 25 e 26 Km de Morro do Chapéu. Estrada vicinal próximo à estrada do feijão, próximo ao Ventura. Caatinga.","-40.961667","-11.651944",NA,"Arbusto, c.a. de 3,0 metros de altura. Folhas discolores. Capítulos com flores umaturas lilases no centro. Flores da periferia esbranquiçadas; estigmas esbranquiçados.","VIC028408","VIC028408",NA,NA,NA,NA,"-40.961667","-11.651944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-20 21:15:38-03","UFV","VIC","40699","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Prof. Jaíba","259","1996","11","22",NA,"Brasil","Minas Gerais",NA,"Mocambinho",NA,NA,NA,"Arbusto de 2 metros de altura, flores verdes.","VIC040699","VIC040699 VIC040699_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:41:25-03","UFMS","CGMS","45216","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","brasiliensis","Eremanthus brasiliensis","(Gardner) MacLeish",NA,"J. B. Pereira","4","2013","08","15",NA,"Brasil","Mato Grosso","Campo Grande","Área em recuperação entorno da colmeia no Instituto São Vicente.","-54.61","-20.3880555",NA,"Inflorescência branca. Habitat: Cerrado. Cerrado stricto sensu . Solo arenoso. Relevo Plano. Comum. Habito: Arbusto. 2 metros de altura.","CGMS1075183",NA,"626","626","2020",NA,"-54,61","-20,3880555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-27 13:46:09-03","UFS","ASE","11136","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Matos, IS","Matos, IS; Landim, M; Santos, E","2","2008","05","19","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa","-37.310278","-10.998333",NA,"Árvore com cerca de 3 m; Inflorescências amarelas.; Árvore com cerca de 3 m; Inflorescências amarelas.; Borda da mata.","ASE0021480","ASE0021480",NA,NA,NA,NA,"-37.310278","-10.998333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-27 13:46:09-03","UFS","ASE","16554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Carregosa, T","Carregosa, T; Siqueira, NO; Silva, AS","54","2010","04","10","Southern America","Brasil","Sergipe","Simão Dias","Fazenda Mercador, Borda da Mata","-37.811111","-10.738333",NA,"Arbusto.; Arbusto.; Caatinga","ASE0023162","ASE0023162",NA,NA,"2010","06","-37.811111","-10.738333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-27 13:46:09-03","UFS","ASE","1976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Teles, AM","Silva, GN","38","1981","12","18","Southern America","Brasil","Sergipe","Salgado","Sítio Gameleiro","-37.474722","-11.031944",NA,"trepadeira. folhas simples e alternas, flores alvas em capítulos.; trepadeira. folhas simples e alternas, flores alvas em capítulos.; Capoeira de mata subperenefolia","ASE0013926","ASE0013926",NA,NA,"2004","07","-37.474722","-11.031944","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-27 13:46:09-03","UFS","ASE","21637","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Freire, GS","Calazans, C; Oliveira, A; Tavares, M; Santana, R; Almeida, E","307","2009","12","16","Southern America","Brasil","Sergipe","Estância","Povoado Riachão, Nascente 7.","-37.458333","-11.140833",NA,NA,"ASE0027966","ASE0027966",NA,NA,"2018","01","-37.458333","-11.140833","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-27 13:46:09-03","UFS","ASE","2198","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Teles, AM","Carneiro, EM","338","1982","03","25","Southern America","Brasil","Sergipe","São Cristóvão","descida a esquerda do Cristo Redentor","-37.206389","-11.014722",NA,"trepadeira. flores alvas, folhas simples e alternas. frequente; trepadeira. flores alvas, folhas simples e alternas. frequente; Cerrado (solo argiloso)","ASE0014097","ASE0014097",NA,NA,"2004","07","-37.206389","-11.014722","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-27 13:46:09-03","UFS","ASE","27833","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Gomes, LA","Gomes, LA; Freire, GS; Rocha, LP; Santos, E","1080","2013","05","22","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto, Borda de mata. Solo Areno-argiloso.","-37.432194","-11.365472",NA,"Arbusto, 3m. Flores alvas.; Mata Atlântica","ASE0032032","ASE0032032",NA,NA,"2013","06","-37.432194","-11.365472","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-27 13:46:09-03","UFS","ASE","28428","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Santos, JPS","Silva, TR; Santos, JPS","136","2013","05","24","Southern America","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.143611","-10.843056",NA,"Arbusto, 3 m. Inflorescencia rosa.; Mata Atlântica.","ASE0032484","ASE0032484",NA,NA,"2013","06","-37.143611","-10.843056","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-27 13:46:09-03","UFS","ASE","3217","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Teles, AM","Carneiro, EM","722","1983","05","18","Southern America","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167",NA,"arbusto. com flores alvas, folhas simples e opostas.; arbusto. com flores alvas, folhas simples e opostas.; Restinga","ASE0014842","ASE0014842",NA,NA,"2004","07","-37.054167","-10.789167","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-27 13:46:09-03","UFS","ASE","36614","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Santos Neto, AM","Santos Neto, AM; Souza, JO; Nunes, SS; Felix, GJ","51","2015","12","21","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","PA Celso Furtado, Área de reserva legal do assentamento Celso Furtado.","-10.5259","-37.031",NA,"Arbusto, 1 metro de altura.; Mata Atlântica","ASE0037097","ASE0037097","55","55","2016","01","-10.5259","-37.031","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-27 13:46:09-03","UFS","ASE","359","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Andrade-Lima, D de","Barreto, ACC","ASE359","1975","09","24","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","a margem da rodovia SE-102","-37.448333","-11.350833",NA,"erbusto. mais ou menos sarmentoso, folhas alternas.; erbusto. mais ou menos sarmentoso, folhas alternas.; Campo","ASE0012776","ASE0012776",NA,NA,"1977","01","-37.448333","-11.350833","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-27 13:46:09-03","UFS","ASE","6070","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Teles, AM","Landim, M","331","1995","04","19","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528",NA,"arbusto escandente. presença de capítulos com aquênios imaturos.; arbusto escandente. presença de capítulos com aquênios imaturos.; Mata","ASE0016580","ASE0016580",NA,NA,"2004","07","-37.425861","-11.385528","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-27 13:46:09-03","UFS","ASE","6102","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Teles, AM","Landim, M","364","1995","05","15","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528",NA,"arbusto escandente. presença de ramos com inflorescência com botões florais e outros com aquênios maduros.; arbusto escandente. presença de ramos com inflorescência com botões florais e outros com aquênios maduros.; Mata","ASE0016610","ASE0016610",NA,NA,"2004","07","-37.425861","-11.385528","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-27 13:46:09-03","UFS","ASE","6670","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Teles, AM","Landim, M; V.M.Schettino","921","1996","05","24","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528",NA,"arvoreta. 2. m. frutos iamturos.; arvoreta. 2. m. frutos iamturos.; Mata (área em regeneração, próx. à borda)","ASE0017043","ASE0017043",NA,NA,"2004","07","-37.425861","-11.385528","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-27 13:46:09-03","UFS","ASE","32863","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Andrade, RS","Andrade, RS; Landim, MF; Malaquias, EC; Nunes, SS; Pereira, BV; Souza, JO","41","2014","11","25","Southern America","Brasil","Sergipe","Indiaroba","P.A. SEPÉ-TIARAJU II","-37.344713","-11.304369",NA,"Arvoreta. Ca. 2m. Flores brancas.; Mata Atlântica.","ASE0004714","ASE0004714",NA,NA,"2015","05","-37.344713","-11.304369","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-27 13:46:09-03","UFS","ASE","7991","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Teles, AM","Landim, M; Moura, D; Cruz, A; C.Amaral","1455","1998","06","19","Southern America","Brasil","Sergipe","São Cristóvão","Rio Feijão","-37.206389","-11.014722",NA,"trepadeira. flor de pétalas brancas, botões verdes.; trepadeira. flor de pétalas brancas, botões verdes.; Mata ciliar","ASE0017889","ASE0017889",NA,NA,"2006","06","-37.206389","-11.014722","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-27 13:46:09-03","UFS","ASE","9344","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Ribeiro, LV; Santos, E","100","2006","04","27","Southern America","Brasil","Sergipe","São Cristóvão","rod. João Bebe Agua","-37.206389","-11.014722",NA,"arvore. 2.5. m. folhas alternas, infrutescencia dispersa pelo vento.; arvore. 2.5. m. folhas alternas, infrutescencia dispersa pelo vento.; Borda da Mata","ASE0018624","ASE0018624",NA,NA,NA,NA,"-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-27 13:46:09-03","UFS","ASE","38132","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Santos, E; Andrade, RS","215","2015","03","31","Southern America","Brasil","Sergipe","São Cristóvão","Rodovia João Bebe Água","-37.953039","-11.858586",NA,"Arvoreta. Ca. de 1,30 m. Flor bege.; Mata Atlântica","ASE0039339",NA,NA,NA,NA,NA,"-37.953039","-11.858586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-27 13:46:09-03","UFS","ASE","38672","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Rodriguez-Oubiña, J","Bautista, HP","2431","1998","08","20","Southern America","Brasil","Bahia","Campo Formoso","Morro do Cruzeiro II, FERBASA","-40.1943","-10.3145",NA,"Àrvore 2,5 m. Folhas papiràceas, tomentosas, filárias verdes, papus creme. Frequente. Solo argiloso-arenoso, pedregoso, quartzitos com fluxo vulcânico cromo;; Cerrado/Caatinga/Floresta Estacional;","ASE0040002",NA,"450","450","1998","08","-40.1943","-10.3145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-27 13:46:09-03","UFS","ASE","33265","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Andrade, RS","Gomes, C","ASE33265","2007","02","28","Southern America","Brasil","Sergipe","Indiaroba","P.A. SEPÉ-TIARAJU II","-37.344713","-11.304369",NA,"Mata Atlântica.","ASE0005371","ASE0005371",NA,NA,"2015","05","-37.344713","-11.304369","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
