"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","decimalLongitude","decimalLatitude","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","sex"
"22","2019-11-21 14:32:04-03","UFJF","CESJ","8972","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"L. Krieger","CESJ8972","América do Sul","Brasil",NA,NA,"Cipó robusto, flores brancas, perto de cachoeira.","CESJ008972","CESJ008972","G.M.Barroso","1970","07","25","Minas Gerais",NA,NA,"Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:32:04-03","UFJF","CESJ","36733A","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"W. Hoehne","6037","América do Sul","Brasil","Parque do Estado",NA,"Planta escandente, de flores alvas, à beira de capoeirão, junto ao prédio novo.","CESJ36733A",NA,"L.C.Pereira","1965","07","26","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"2012","02",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:47-03","UNICAMP","UEC","103931","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Moraes, MD","54",NA,"Brazil","Planície litorânea de Picinguaba, trilha da casa da farinha.",NA,"Liana. Tubo da corola esverdeado, limbo creme.; Local encharcado. Levemente fragrante.","UEC128565","UEC128565","Moraes, MD","1995","06","27","São Paulo","-44.852789","-23.3525","Ubatuba","-44.852789","-23.3525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:47-03","UNICAMP","UEC","121311","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","124",NA,"Brazil","Parque Estadual da Serra do Mar, Núcleo Curucutu.",NA,"Liana, capítulos alvos.; Floresta ribeirinha ao longo do rio Mambu.","UEC128563","UEC128563",NA,"2001","04","13","São Paulo","-46.775417","-23.989083","São Paulo","-46.775417","-23.989083",NA,NA,NA,NA,NA,NA,NA,"750","750",NA,NA,NA
"26","2021-03-01 16:24:47-03","UNICAMP","UEC","121441","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Romão, GO; Herrerias, C; Pereira, M; Zevallos, P; Rodrigues, RR; Souza, VC; et al.","601",NA,"Brazil","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo.",NA,"Liana, capítulos creme.; Floresta ribeirinha altomontana com campo adjacente.","UEC128566","UEC128566","Oliveira, CT","2001","04","11","São Paulo","-46.733333","-23.983333","São Paulo","-46.733333","-23.983333","2015","05",NA,NA,NA,NA,NA,"800","800",NA,NA,NA
"27","2019-08-20 10:06:13-03","UNICAMP","UEC","136168","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Kinoshita, LS; Galvão, JC; Antunes, RM; Seco, RC; Arzolla, FARDP","217",NA,"Brazil","Parque Estadual Carlos Botelho, Mata Atlântica. Próximo à Trilha da Canela.",NA,"Liana. Flores creme.","UEC121940","UEC121940","Oliveira, CT","2004","10","13","São Paulo","-47.993333","-24.538889","São Miguel Arcanjo","-47.993333","-24.538889","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:24:47-03","UNICAMP","UEC","66886","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Mattos Silva, LA; Santos, TS; Brito, HS","1845",NA,"Brazil","Fazenda Guanabara (junto à fazenda Barra do Manguinho). Ramal com entrada no km 10 da rod. Ilhéus/Olivença, lado direito, 4 km a Oeste da rodovia.",NA,"Cipó. Flores esverdeadas.; Solo arenoso a sílico-argiloso. Mata estragada.","UEC128557","UEC128557","Oliveira, CT","1985","03","07","Bahia","-39.0494003295898","-14.7889003753662","Ilhéus",NA,NA,"2015","08",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-12-02 11:49:48-03","UNICAMP","UEC","89727","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Britez, RM; Souza, WS","24754",NA,"Brazil","Morro do Joaquim",NA,"Trepadeira de flores brancas, aromáticas, em florestra de encosta.","UEC162863","UEC162863",NA,"1986","07","26","Paraná","-48.5092010498047","-25.5200004577637","Paranaguá",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:24:47-03","UNICAMP","UEC","75788","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Britez, RM; Souza, WS","823",NA,"Brazil","Morro do Joaquim, Ilha do Mel.",NA,"Trepadeira de flores brancas, aromáticas.","UEC128567","UEC128567","Oliveira, CT","1986","07","26","Paraná","-48.5092010498047","-25.5200004577637","Paranaguá",NA,NA,"2015","05",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:24:47-03","UNICAMP","UEC","36171","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Leitão Filho, HF; Morellato-Fonzar, LPC; Rodrigues, RR","16191",NA,"Brazil","Serra do Japi, Mirante.",NA,"Trepadeira com capítulos de bracteas verdes e papus branco.","UEC128560","UEC128560","Lombardi, JA; Grombone-Guaratini, MT","1984","08",NA,"São Paulo","-46.8800010681152","-23.1800003051758","Jundiaí",NA,NA,"1987","04","24","17840","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:47-03","UNICAMP","UEC","77408","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Shirasuna, RT; et al.","41",NA,"Brazil","Estrada de manutenção da Petrobrás. Próximo ao rio Guanabara.",NA,"Planta escandente. Brácteas involucrais verdes.","UEC128562","UEC128562","Hind, DJN","1994","09","06","São Paulo","-45.8400001525879","-23.5300006866455","Salesópolis",NA,NA,"1997","10",NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:47-03","UNICAMP","UEC","91850","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Makino, H","63",NA,"Brazil","Reserva Biológica, Parque Estadual das Fontes do Ipiranga.",NA,"Trepadeira de flores brancas.","UEC128561","UEC128561","Hind, DJN","1977","07","11","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"1997","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:24:47-03","UNICAMP","UEC","91844","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Makino, H","82",NA,"Brazil","Reserva Biológica, Parque Estadual das Fontes do Ipiranga.",NA,"Trepadeira.","UEC128558","UEC128558","Oliveira, CT","1977","08","29","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"2015","05",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:47-03","UNICAMP","UEC","91849","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Melo, MMRF","948",NA,"Brazil","Reserva Biológica, Parque Estadual das Fontes do Ipiranga.",NA,"Trepadeira.","UEC128559","UEC128559","Oliveira, CT","1977","07","21","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"2015","08",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-05 16:45:15-03","UFOP","OUPR","12927","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"s.col.","s.n.",NA,"Brasil","Parque do Estado",NA,"Planta escandente. Florestas alvas. Beira de capoeirão, junto ao predio novo",NA,NA,"Forzza, R.C.",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"2010",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-04-27 16:08:53-03","UFES","VIES","21963","S","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","54",NA,"Brasil","Serra do Valentim.",NA,NA,"VIES021963","VIES021963","Tuler, A.C.","2011","08","13","Espírito Santo","-41.5358009338379","-20.3458003997803","Iúna",NA,NA,"2012","03",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-04-27 16:08:53-03","UFES","VIES","17789","S","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"Hoehne, W.","6037",NA,"Brasil","Parque do Estado.",NA,NA,"VIES017789","VIES017789","Oliveira, C.T.","1965","07","26","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"2013","11",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 09:29:32-03","UFRRJ","RBR","45983","S","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker",NA,"J.O. Mendonça-Junior","s/n",NA,"Brasil","Parque Estadual dos Três Picos. Solo raso com afloramento rochoso.",NA,NA,"RBR00045983",NA,"M. Gomes","2015","09","15","Rio de Janeiro","-42.749722","-22.32","Teresópolis","42º44'59''W","22º19'12''S","2018","03","28",NA,NA,NA,NA,"1665","1665",NA,NA,NA
"40","2020-12-21 16:16:42-03","MBM","MBM","392632","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch. Bip. ex Baker",NA,"Fraga, C.N.; Forzza, R.C.; Labiak, P.H.; Forzza, R.C.; Labiak, P.H.","2218","Southern America","Brazil","Parque Estadual do Forno Grande, trilha na mata para o Forninho",NA,"Trepadeira, flores de sépalas verdes e corola branca, estames acastanhados.; Floresta Ombrófila Densa Altomontana com inselbergues.","MBM392632","MBM392632","Oliveira, C.T.","2008","10","14","Espírito Santo","-41.083611","-20.516111","Castelo","-41.083611","-20.516111","2012","09",NA,NA,NA,NA,NA,"1100","1500",NA,NA,NA
"41","2020-12-21 16:16:42-03","MBM","MBM","256610","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch. Bip. ex Baker",NA,"Krieger, L.","8982","Southern America","Brazil","Santa Rita de Jacutinga",NA,NA,"MBM256610","MBM256610","Barroso, G.M.","1970","07","25","Minas Gerais","-44.0950012207031","-22.1494007110596","Santa Rita de Jacutinga",NA,NA,NA,NA,NA,"20148","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:16:42-03","MBM","MBM","38239","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch. Bip. ex Baker",NA,"Hatschbach, G.","14473","Southern America","Brazil","Rio Ipiranga",NA,NA,"MBM038239","MBM038239","Holmes, W.C.","1966","05","26","Paraná","-48.834400177002","-25.476900100708","Morretes",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:16:42-03","MBM","MBM","38236","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch. Bip. ex Baker",NA,"Hatschbach, G.","149","Southern America","Brazil","Banhado",NA,NA,"MBM038236","MBM038236","Holmes, W.C.","1945","05","09","Paraná","-49.0633010864258","-25.4416999816895","Piraquara",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:16:42-03","MBM","MBM","38210","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch. Bip. ex Baker",NA,"Hatschbach, G.","2242","Southern America","Brazil","Estrada da Graciosa, Alto da Serra",NA,NA,"MBM038210","MBM038210","Holmes, W.C.","1951","04","22","Paraná","-49.0633010864258","-25.4416999816895","Piraquara",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:16:42-03","MBM","MBM","38226","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch. Bip. ex Baker",NA,"Hatschbach, G.","1395","Southern America","Brazil","Rio do Corvo, Picada Mãe Catira",NA,NA,"MBM038226","MBM038226","Barroso, G.M.","1949","05","01","Paraná","-49.0633010864258","-25.4416999816895","Piraquara",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:42-03","MBM","MBM","17504","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch. Bip. ex Baker",NA,"Tessmann, G.","998","Southern America","Brazil","Ilha do Mel",NA,NA,"MBM017504","MBM017504 MBM017504_1","Holmes, W.C.","1953","04","28","Paraná","-48.5092010498047","-25.5200004577637","Paranaguá",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"47","2013-09-04 16:57:57-03","MNHN","RECOLNAT_MNHN_P","P00706860","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","riedeliana","Mikania riedeliana","in sched.",NA,"Salzmann, P.",NA,NA,"Brésil","Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706860' target='other'> <mi>dwc_moreinfo</mi></a>","P00706860","P00706860_01","Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2014-01-07 15:22:52-02","MNHN","RECOLNAT_MNHN_P","P00706873","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","riedeliana","Mikania riedeliana","in sched.",NA,"Salzmann, P.",NA,NA,"Brésil","Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706873' target='other'> <mi>dwc_moreinfo</mi></a>","P00706873","P00706873_01 P00706873_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
