"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"94","2020-12-21 16:44:58-03","MBM","MBM","44035","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Hatschbach, G.","Pabst, G.; Pereira, E.; Pereira, E.","3612",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM044035","MBM044035","Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:44:58-03","MBM","MBM","22977","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Hatschbach, G.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27925",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Guinda","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM022977","MBM022977","Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:44:58-03","MBM","MBM","114560","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Hatschbach, G.; et al.; et al.","51123",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Salto Cristal","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM114560","MBM114560","Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:44:58-03","MBM","MBM","263467","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Barreto, M.","Barreto, M.","10712",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó, km 121","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"MBM263467","MBM263467","Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:44:58-03","MBM","MBM","114548","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Hatschbach, G.; et al.; et al.","51008",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,"MBM114548","MBM114548","Presidente Kubitschek",NA,NA,"13347","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:44:58-03","MBM","MBM","263468","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Brade, A.C.","Barreto, M.; et al.; et al.","1140",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"MBM263468","MBM263468","Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:44:58-03","MBM","MBM","230229","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Cavalcanti, T.B.; et al.; et al.","9364",NA,NA,NA,"Southern America","Brazil","Minas Gerais","s","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM230229","MBM230229","Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:44:58-03","MBM","MBM","183283","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Souza, V.C.","3336",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM183283","MBM183283","Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:44:58-03","MBM","MBM","175904","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Stehmann, J.R.; et al.; et al.","18875",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM175904","MBM175904","Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2015-09-04 08:50:36-03","MNHN","RECOLNAT_MNHN_P","P03005742","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005742' target='other'> <mi>dwc_moreinfo</mi></a>","P03005742","P03005742_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2172",NA,NA,NA
"104","2015-09-04 08:50:36-03","MNHN","RECOLNAT_MNHN_P","P03005743","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005743' target='other'> <mi>dwc_moreinfo</mi></a>","P03005743","P03005743_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 845",NA,NA,NA
"105","2015-09-04 08:50:37-03","MNHN","RECOLNAT_MNHN_P","P03005746","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"[Vauthier]",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005746' target='other'> <mi>dwc_moreinfo</mi></a>","P03005746","P03005746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-09-04 08:50:37-03","MNHN","RECOLNAT_MNHN_P","P03005747","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005747' target='other'> <mi>dwc_moreinfo</mi></a>","P03005747","P03005747_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19738",NA,NA,NA
"107","2015-09-04 08:50:58-03","MNHN","RECOLNAT_MNHN_P","P03005748","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005748' target='other'> <mi>dwc_moreinfo</mi></a>","P03005748","P03005748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19738",NA,NA,NA
"108","2015-09-04 08:50:36-03","MNHN","RECOLNAT_MNHN_P","P03005740","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Serra da Lavra prov. de Minan.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005740' target='other'> <mi>dwc_moreinfo</mi></a>","P03005740","P03005740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I 374",NA,NA,NA
"109","2015-09-04 08:50:36-03","MNHN","RECOLNAT_MNHN_P","P03005741","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005741' target='other'> <mi>dwc_moreinfo</mi></a>","P03005741","P03005741_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 845",NA,NA,NA
"110","2015-09-04 08:50:58-03","MNHN","RECOLNAT_MNHN_P","P03005749","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005749' target='other'> <mi>dwc_moreinfo</mi></a>","P03005749","P03005749_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19738",NA,NA,NA
"111","2015-09-04 08:50:36-03","MNHN","RECOLNAT_MNHN_P","P03005739","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Vauthier",NA,"1833","1","1",NA,"Brasil","Minas Gerais",NA,"-44.3616981506348","-15.4881000518799",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005739' target='other'> <mi>dwc_moreinfo</mi></a>","P03005739","P03005739_01","Januária",NA,NA,"148972","auto",NA,NA,NA,NA,"523",NA,NA,NA
"112","2020-12-11 11:39:52-03","UFMG","BHCB","144536","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Rodrigues, LC","117","2001","02","23","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Alto do Palácio","-43.516667","-19.25","1400","1400",NA,"arbusto em área de afloramento e campo, flor rosa clara",NA,NA,"Morro do Pilar",NA,NA,NA,NA,NA,"-43.516667","-19.25",NA,NA,NA,NA,NA
"113","2020-12-11 11:39:52-03","UFMG","BHCB","162792","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Romão, GO; Latvis, M; Gissi, D","2555","2010","04","08","Southern America","Brasil","Minas Gerais","Pico do Itambé., campo rupestre, entre rochas","-43.348333","-18.395833",NA,NA,NA,"Subarbusto, 10-20cm, cálice verde, corola rosada com centro alvescente, com duas linhas amareladas internamente, estames brancos, frutos castanho-escuros; Subarbusto, 10-20cm, cálice verde, corola rosada com centro alvescente, com dua","BHCB006277",NA,"Santo Antônio do Itambé","2012","04",NA,NA,NA,"-43.348333","-18.395833",NA,NA,NA,NA,NA
"114","2020-12-11 11:39:52-03","UFMG","BHCB","65504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Barreto, HLM","6585",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conceição",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:39:52-03","UFMG","BHCB","65502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Magalhães, GM","2424",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,"Caeté",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-11 11:39:52-03","UFMG","BHCB","65506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Barreto, HLM","10712",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-11 11:39:52-03","UFMG","BHCB","65496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Barreto, HLM","1140",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-11 11:39:52-03","UFMG","BHCB","65499","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Barreto, HLM","9399",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-11 11:39:52-03","UFMG","BHCB","65500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Barreto, HLM","6579",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-11 11:39:52-03","UFMG","BHCB","65503","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Magalhães, GM","1893",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-11 11:39:52-03","UFMG","BHCB","18875","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Stehmann, JR; et al.","s.n.","1990","10","20","Southern America","Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-11 11:39:52-03","UFMG","BHCB","16853","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Gonzaga, MA","s.n.","1989","11","18","Southern America","Brasil","Minas Gerais","Serra do Cipó. Fazenda Palácio","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-02-11 17:21:44-03","UFPR","UPCB","19390","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","Hatschbach, G.","51008","1987","03","17",NA,"Brasil","Minas Gerais","BR 259, km 433",NA,NA,NA,NA,NA,"Erva, flor rosada. Campo rupestre, solo arenoso..",NA,NA,"Presidente Kubitchek","1994","10",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"124","2021-02-11 17:21:44-03","UFPR","UPCB","16583","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","Hatschbach, G.","51123","1987","03","19",NA,"Brasil","Minas Gerais","Salto Cristal","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Ereta, flor rosada. Campo rupestre, solo pedregoso..",NA,NA,"Diamantina","1994","10","101169","auto","17",NA,NA,NA,NA,NA,NA,NA
"125","2009-10-21 07:13:00-02","MO","MOBOT","3001729","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Kerry Barringer","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35424","1972","2","4","South America","Brazil","Minas Gerais","Serra do Espinhaço. Ca. 8km N of Gouveia on road to Diamantina. Rocky (sandstone) cerrado and open rocky hillsides with white sandy soil, sloping down to grassy brejo, creek, and adjacent gallery forest.",NA,NA,"1220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2008-05-27 22:02:00-03","MO","MOBOT","3001741","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Kerry Barringer","Barreto","Barreto 1140","1935",NA,NA,"South America","Brazil","Minas Gerais","Serra do Cipó, km. 140.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-08-31 08:59:20-03","INPA","INPA","152592","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC de","Hatschbach, GG","51008","1987","03","17","Southern America","Brasil","Minas Gerais","Rod. BR-259, km 433. Campo rupestre, solo arenoso.",NA,NA,NA,NA,NA,NA,"INPA0152592","INPA0152592 INPA0152592_e INPA0152592_e1","Presidente Kubitchek","2002","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-12-19 11:20:27-03","UFG","UFG","49918","S","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","D#?#Arcy, William Gerald","Fernandes, M.S.","Munhoz, C.B.R.; Emmert, P. & Mello, T.R.B.","7124","2010","03","31",NA,"Brasil","Minas Gerais",NA,"-43.792222","-17.903611","1268","1268",NA,NA,"UFG0049918",NA,"Diamantina","2010","01",NA,NA,"01","-43.792222","-17.903611",NA,NA,NA,NA,NA
"129","2019-06-10 10:11:22-03","FZB-BH","BHZB","8960","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla",NA,"confirmada por Scatigna, A.V.","Ordones, J. et al.","1960","2012","04","19",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.714444","-19.035278","1418","1418",NA,"Ponto 96 635297 7894786 1418m",NA,NA,"Santana do Riacho",NA,NA,NA,NA,NA,"43W 42' 52","19S 02' 07",NA,NA,NA,NA,NA
"130","2019-06-10 10:11:22-03","FZB-BH","BHZB","10096","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla",NA,"confirmada por Scatigna, A.V","Ordones, J. et al.","2099","2013","01","29",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.72","-19.025833","1223","1223",NA,"Ponto 97 634720 7895813 1223 m, unicata",NA,NA,"Santana do Riacho","2014","09",NA,NA,NA,"43W 43' 12","19S 01' 33",NA,NA,NA,NA,NA
"131","2019-06-10 10:11:22-03","FZB-BH","BHZB","8963","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla",NA,"confirmada por Scatigna, A.V.","Ordones, J. et al.","1871","2012","04","18",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,NA,NA,"s/ponto ,Doação de duplicata para Herbário UEC em setembro de 2014.",NA,NA,"Santana do Riacho","2014","09","26557","auto","19",NA,NA,NA,NA,NA,NA,NA
"132","2020-09-02 16:35:27-03","Cenargen","CEN","91992","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D#?#Arcy","V. C. Souza","Renato de Mello-Silva","3417","2011","04","15",NA,"Brasil","MG","Estrada para São Gonçalo do Rio das Pedras, ca. 6,5km além da ponte sobre o Ribeirão do Inferno.","-43.551388","-18.348055","1190","1190","Exsicatas","Subarbusto com sistema subterrâneo, no solo areno-pedregoso. Folhas verde claro, opacas. Cálice verde, corola lilás muito claro com duas faixas estreitas, longitudinais, amarelo claro, na porção abaxial do tubo, mais intensas no interior do tubo. Estames e estilete creme. Doação Universidade de São Paulo - Herbário SPF.","CEN00091992","CEN00091992","DIAMANTINA","2012","04",NA,NA,NA,"-43.551388","-18.348055",NA,NA,"1",NA,NA
"133","2019-11-13 11:27:45-03","USP","SPF","124303","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Harley, RM","24936","1988","10","13",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.25","-17.883333","1100","1200",NA,NA,"SPF00124303","SPF00124303","Buenópolis",NA,NA,NA,NA,NA,"-44.25","-17.883333",NA,NA,NA,NA,NA
"134","2019-11-13 11:27:45-03","USP","SPF","175836","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Mello-Silva, R","2899","2006","04","22",NA,"Brasil","Minas Gerais","Serra do Cipó, Lapinha.","-43.673056","-19.100278","1483","1483",NA,NA,"SPF00175836","SPF00175836","Santana do Riacho","2012","04",NA,NA,NA,"-43.673056","-19.100278",NA,NA,NA,NA,NA
"135","2019-11-13 11:27:45-03","USP","SPF","201759","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Mello-Silva, R","3417","2011","04","15",NA,"Brasil","Minas Gerais",NA,"-43.551528","-18.34825","1190","1190",NA,NA,"SPF00201759","SPF00201759","Diamantina","2012","04",NA,NA,NA,"-43.551528","-18.34825",NA,NA,NA,NA,NA
"136","2021-03-15 18:29:06-03","USP","SPF","209261","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Antar, GM","Antar, GM; Loeuille, B; Gonella, PM","315","2013","11","09",NA,"Brasil","Minas Gerais","Serra do Cipó, Campo próximo a afloramento rochoso conhecido como Vellozieto, acesso por trilha que parte da estátua do Juquinha.","-43.555","-19.251667","1200","1200",NA,"Subarbusto ca. 35 cm alt. Cálice vináceo. Corola lilás com máculas vináceas na fauce.; Campo úmido. Solo organo-argiloso úmido.","SPF00209261","SPF00209261","Santana do Riacho","2013","12",NA,NA,NA,"-43.555","-19.251667",NA,NA,NA,NA,NA
"137","2021-03-15 18:29:06-03","USP","SPF","210789","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Zappi, DC; Hudson, A","Milliken, W","4289","2011","03","19",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada da Captação da Faz Toucan Cipó","-43.756204","-19.003898","992","992",NA,"Erva 20 cm, flores rosa, externamente vilosas; campo pedregoso","SPF00210789","SPF00210789","Santana de Pirapama","2011","07",NA,NA,NA,"-43.756204","-19.003898",NA,NA,NA,NA,NA
"138","2021-03-15 18:29:06-03","USP","SPF","210791","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Zappi, DC","Zappi, DC","2528","2009","11","25",NA,"Brasil","Minas Gerais","Serra do Cipó, Capela de São José. Trilha da Senhorinha, caminho a Congonhas do Norte","-43.73844","-18.960174",NA,NA,NA,"Ervas eretas, 20 cm alt., corola rosa-clara, fauce com manchas mais escuras.; Campo limpo.","SPF00210791","SPF00210791","Santana de Pirapama","2010","10",NA,NA,NA,"-43.73844","-18.960174",NA,NA,NA,NA,NA
"139","2021-03-15 18:29:06-03","USP","SPF","210793","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Zappi, DC","Zappi, DC","2803","2010","03","11",NA,"Brasil","Minas Gerais","Serra do Cipó, Trilha do João Carrinho, ao sul do Rio das Pedras.","-43.730872","-19.047261","1143","1143",NA,"Subarbusto 40 cm alt., corola alva com tricomas rosadas, ápice dos lobos rosados.; Campo rupestre com Vellozia, em solo arenoso com cascalho branco.","SPF00210793","SPF00210793","Santana do Riacho","2010","10",NA,NA,NA,"-43.730872","-19.047261",NA,NA,NA,NA,NA
"140","2021-03-15 18:29:06-03","USP","SPF","211856","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Antar, GM","Pace, MR; Alcantara, SF; Mittelstaedt, CA","327","2013","03","20",NA,"Brasil","Minas Gerais","Estrada para São João da Chapada.","-43.897583","-18.156833","1127","1127",NA,"Erva, flores roxas, sem perfume.","SPF00211856","SPF00211856","Diamantina","2015","11",NA,NA,NA,"-43.897583","-18.156833",NA,NA,NA,NA,NA
"141","2021-03-15 18:29:06-03","USP","SPF","223878","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Antar, GM","Santos, MF","729","2011","10","23",NA,"Brasil","Minas Gerais","Distrito de Santana do Rio Preto (Cabeça de Boi). Estrada da Cabeça de Boi para Itambé do Mato Dentro.","-43.360806","-19.414056",NA,NA,NA,"Subarbusto, 50 cm alt. Ramo imaturo verde, pecíolo verde-vináceo. Cálice verde, lobos mais escuros; corola rosa-clara, guia de néctar com duas faixas amarelas e manchas rosa-escuro; filete e estilete alvo-róseos.; Campo rupestre, sol","SPF00223878","SPF00223878","Itambé do Mato Dentro","2016","08",NA,NA,NA,"-43.360806","-19.414056",NA,NA,NA,NA,NA
"142","2019-11-13 11:27:45-03","USP","SPF","23418","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Furlan, A","CFCR3211","1982","04","09",NA,"Brasil","Minas Gerais",NA,"-43.9","-18.6",NA,NA,NA,NA,"SPF00023418","SPF00023418","Gouveia","1988","06",NA,NA,NA,"-43.9","-18.6",NA,NA,NA,NA,NA
