"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"46","2008-05-27 22:02:00-03","MO","MOBOT","1392593","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|J. Godoy","Zardini 50451","1999","2","15","South America","Paraguay","Alto Paraguay","Parque Nacional Defensores del Chaco: Madrejón Area. Dry forest and swamps; sandy soil.",NA,NA,NA,NA,NA,NA,"-59.79027","-20.45888",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171","4",NA,NA
"47","2011-06-09 17:35:00-03","MO","MOBOT","886786","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|Tulio Tillería","Zardini 39193","1994","5","24","South America","Paraguay","Boquerón","Boquerón (ex Nueva Asunción). Parque Nacional Teniente Agripino Enciso Western Area around Picada 104, Km 694. Dry forest.","250.00000000",NA,NA,NA,NA,NA,"-61.73333","-21.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"941","4",NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","703245","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|Leongino Guerrero","Zardini 37999","1994","1","20","South America","Paraguay","Boquerón","(ex Nueva Asunción) Between La Patria and Fortin Teniente E. Ochoa, 20 km from La Patria. Dry forest.",NA,NA,NA,NA,NA,NA,"-61.2","-21.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"869","4",NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","987016","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|Leongino Guerrero","Zardini 42460","1995","1","27","South America","Paraguay","Boquerón","(ex Nueva Asunción Department). Between Parque Nacional Teniente Agripino Enciso and Nueva Asunción. Dry forest - dunes.","270.00000000",NA,NA,NA,NA,NA,"-61.81305","-20.95277",NA,NA,NA,NA,NA,NA,NA,NA,NA,"996","4",NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","998829","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|A. Acosta","Zardini 42350","1995","1","27","South America","Paraguay","Boquerón","(ex Nueva Asunción Department). Between Parque Nacional Teniente Agripino Enciso and Nueva Asunción. Dunes.",NA,NA,NA,NA,NA,NA,"-61.84888","-20.88972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"994","4",NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","703261","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|Leongino Guerrero","Zardini 38103","1994","1","21","South America","Paraguay","Boquerón","(ex Nueva Asunción) Fortin Teniente E. Ochoa. Forest along creek.",NA,NA,NA,NA,NA,NA,"-60.9","-21.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"872","4",NA,NA
"52","2012-01-18 09:41:00-02","MO","MOBOT","100227214","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","M. Peña-Chocarro|J. de Egea Juvinel|R. Elsam","Peña-Chocarro 2538","2007","2","23","South America","Paraguay","Boquerón","P.N. Teniente Enciso.",NA,NA,NA,NA,NA,NA,"-61.8402777","-20.9075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","1315792","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|N. Duarte","Zardini 49611","1998","12","12","South America","Paraguay","Boquerón","Proposed National Park Medanos del Chaco. Ephemerals on dunes.","300.00000000",NA,NA,NA,NA,NA,"-61.96027","-20.68416",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1161","4",NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","1315791","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|N. Duarte","Zardini 49610","1998","12","12","South America","Paraguay","Boquerón","Proposed National Park Medanos del Chaco. Ephemerals on dunes.","300.00000000",NA,NA,NA,NA,NA,"-61.96027","-20.68416",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1161","4",NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","1316600","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|N. Duarte","Zardini 49849","1998","12","13","South America","Paraguay","Boquerón","Proposed National Park Medanos del Chaco. Ephemerals on dunes and sandy soil.",NA,NA,NA,NA,NA,NA,"-61.84277","-20.90222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1162","4",NA,NA
"56","2012-09-28 16:17:00-03","MO","MOBOT","3080495","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C. Berg","Aurelio Schinini|Ramón A. Palacios","Schinini Cacace 25561","1987","12","11","South America","Paraguay","Boquerón","Tte. Ochoa. Flora del Chaco Paraguayo.",NA,NA,NA,NA,NA,NA,"-60.9166667","-21.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"57","2012-01-18 09:42:00-02","MO","MOBOT","986262","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","T.L. Gragson","Gragson 196","1993","8","17","South America","Paraguay","Chaco","Chaco Boreal. Misión Santa Rosa. Manxuj Ethnobotanical Study. Growing on edge of kiai'.",NA,NA,NA,NA,NA,NA,"-61.6833333","-21.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"58","2011-10-05 04:59:00-03","MO","MOBOT","100143723","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee (NY)","C.A. Pendry|Richard T. Pennington","Pendry 683","1999","3","30","South America","Bolivia","Santa Cruz","On road from Samaipata to Comarapa, just past the road to Pampa Grande.","1300.00000000",NA,NA,NA,NA,"Florida","-64.1266667","-18.0886111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"59","2014-05-29 20:03:00-03","MO","MOBOT","100345323","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","G. A. Parada (USZ), 2014","G.A. Parada|V.D. Rojas|M. Betancur|M. Huanca","Parada-Gutierrez 2737","2011","1","17","South America","Bolivia","Santa Cruz","Frente a la capilla de Chañara, suelo pedregoso.","1423.00000000",NA,NA,NA,NA,"Vallegrande","-64.4094444","-18.2147222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-3","1",NA,NA
"60","2014-06-10 13:04:00-03","MO","MOBOT","100345972","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","G. A. Parada (USZ), 2014","G.A. Parada|V.D. Rojas|M. Betancur|M. Huanca","Parada-Gutierrez 2844","2011","1","20","South America","Bolivia","Santa Cruz","A 100 m del Puente Santa Rosa (Río Grande).","933.00000000",NA,NA,NA,NA,"Vallegrande","-64.3147222","-18.7230556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-10","1",NA,NA
"61","2014-07-17 07:14:00-03","MO","MOBOT","100569453","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","G. A. Parada (USZ), 2014","G.A. Parada|Y. Inturias|M.T. Martinez","Parada-Gutierrez 5443","2013","2","4","South America","Bolivia","Santa Cruz","Suelo negruzco, algunos árboles aislados.","1066.00000000",NA,NA,NA,NA,"Vallegrande","-64.2922222","-18.5255556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-23","1",NA,NA
"62","2012-01-23 15:54:00-02","MO","MOBOT","1321269","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","Lupita Sánchez A.","Sánchez Acebo 35","1995",NA,NA,"South America","Bolivia","Santa Cruz","Estancia Acapulco a 80 Km al SE de Boyuibe, bosque seco caducifolio con dosel bajo. f","300.00000000",NA,NA,NA,NA,"Cordillera","-63.25","-20.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"63","2013-03-09 05:41:00-03","MO","MOBOT","1322659","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","G. Navarro","G. Navarro","Navarro Sánchez 255","1991","3",NA,"South America","Bolivia","Santa Cruz","Cachari. 5 km al sur de Cachari. Bosque chaqueño.","320.00000000",NA,NA,NA,NA,"Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-06-21 11:38:00-03","MO","MOBOT","1395996","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","G. Navarro","C. Antezana Valera","Antezana Valera 1001","1999","2","14","South America","Bolivia","Cochabamba","A 8 km de Pena Colorada hacia Pasorapa. Glacis de arenas rojizas. Bosque de Neocardenasia y Schinopsis haenkeana intervenido.","1820.00000000",NA,NA,NA,NA,"Campero","-64.92","-18.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","1520924","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee","Nee 47779","1998","1","3","South America","Bolivia","Santa Cruz","km by air SSW of Mairana, Quebrada Los Cántaros, a dry wash through genty sloping valley of Mairana. Remnant dry forest of Schinopsis haenkeana, Prosopis alba.","1350.00000000",NA,NA,NA,NA,"Florida","-63.96666","-18.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","1521524","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Nee, 1995/C. Berg","Michael H. Nee","Nee 44708",NA,NA,NA,"South America","Bolivia","Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","1240.00000000",NA,NA,NA,NA,NA,"-63.95","-18.10833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2011-05-01 07:53:00-03","MO","MOBOT","1521732","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee|Israel G. Vargas C.","Nee 44720","1994","1","28","South America","Bolivia","Santa Cruz","1 km. NW of Pampa Grande on dirt road to the main highway from Samaipata to Comarapa. Roadside arid scrub with cultivated fields.","1300.00000000",NA,NA,NA,NA,"Florida","-64.11666","-18.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-09-01 18:51:00-03","MO","MOBOT","1522004","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee|Israel G. Vargas C.","Nee 44736","1994","1","29","South America","Bolivia","Santa Cruz","Steep slopes of valley of the río Grande, on road from Pucará to the new bridge over the río Grande, 7 km. (by winding road) NW of Puente Santa Rosa. Scant arid vegetation.","1300.00000000",NA,NA,NA,NA,"Vallegrande","-64.28333","-18.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2009-09-01 18:51:00-03","MO","MOBOT","1522782","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee|Israel G. Vargas C.","Nee 44782","1994","1","30","South America","Bolivia","Santa Cruz","7 km. (by air), 10.2 km ( by road) NNW of Mataral on road to San Juan del Potrero. Arid valey bottom of río San Juan, with Prosopis kuntzei, P. alba, Iodina rhombifolia, Capparis atamisquea, C. speciosa, Cereus comarapanus, Opuntia salmiana.","1475.00000000",NA,NA,NA,NA,"Florida","-64.24027","-18.04583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","1531936","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee, 1995/C.Berg","Michael H. Nee","Nee 40286",NA,NA,NA,"South America","Bolivia","Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","1400.00000000",NA,NA,NA,NA,NA,"-63.95","-18.10833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1533030","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee","Nee 50564","1999","11","24","South America","Bolivia","Santa Cruz","Prov. Caballero, 1 km S of Monte Grande, arid slopes with thorn scrub of Browningia caineana, Neoraimondia herzogiana, Lourtella, Capparis retusa, C. atamisquea, Pereskia diazromeroana.","1550.00000000",NA,NA,NA,NA,NA,"-64.61666","-18.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1534935","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee","Nee 47626","1997","12","30","South America","Bolivia","Santa Cruz","1.5 km south of La Tuna, on road from Mairana to Postrervalle, 6 km by air SSE of Mairana. Bottom of Mairana valley. Grazed remnants of dry woodland, mostly in cultivated fields of corn, bean, watermelon, etc. Red clay.","1375.00000000",NA,NA,NA,NA,"Florida","-63.95","-18.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1535949","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee","Nee 47682","1997","12","31","South America","Bolivia","Santa Cruz","Northern outskirts of Mairana. Flat agricultural area and remnant and highly grazed and disturbed shrubland with Acacia aroma.","1325.00000000",NA,NA,NA,NA,"Florida","-63.96666","-18.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1537172","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee","Nee 51160","2000","11","5","South America","Bolivia","Santa Cruz","7 km S of Salinas on highway from Camiri to Cuevo. Grazed chaco forest on slopes of small hills. Caesalpinia paraguariensis, Jatropha spp., Capparis speciosa.","920.00000000",NA,NA,NA,NA,"Cordillera","-63.45","-20.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2012-01-23 11:47:00-02","MO","MOBOT","1563485","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO) (TYPE)","Hugh A. Weddell","Weddell 3610","1845","11",NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype",NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1597524","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.",NA,"Yaneth Roca|Agreda|B. Taborga|V. Pessoa","Roca de Saldias 1414","2001","12","5","South America","Bolivia","Santa Cruz","Progresiva del Entre San Juan y el Campamento Don Mario. DDV 176+050. Sotobosque chiquitano con arboles de mas o menos 15 metros de alto, suelo arenoso arcilloso. Especies abundantes soto, peroto, callophyllum.","406.00000000",NA,NA,NA,NA,"Chiquitos","-59.65722","-17.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2010-02-28 06:14:00-03","MO","MOBOT","2248303","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Tolaba, J. A.","Julio A. Tolaba","Tolaba 2159","1999","10","12","South America","Argentina","Salta","Camino a Acambuco; 3-5 km al W de Fátima y de Ruta nacional 34, a mitad de camino entre Tartagal y Aguaray","500.00000000","550.00000000",NA,NA,NA,"Grl. José de San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-11-09 18:57:00-02","MO","MOBOT","2289208","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Berg, C. C.","Angel L. Cabrera|et al.","Cabrera 27532","1976","1","23","South America","Argentina","Jujuy","San Lucas",NA,NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2010-04-24 08:31:00-03","MO","MOBOT","2344585","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Cialdella, A. M.","Osvaldo Morrone|Norma B. Deginani|Sandra S. Aliscioni","Morrone 4145","2001","11","26","South America","Argentina","Salta","45 km de campamento Vespucio camino a El Chorrito, Sa. de Tartagal",NA,NA,NA,NA,NA,"Grl. José de San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2011-05-03 17:48:00-03","MO","MOBOT","2344637","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Franceschini, M. C., //","M.C. Franceschini|Sara G. Tressens","Franceschini 4","1997","3","6","South America","Argentina","Corrientes","Ruta 12, 1 Km S de Ayo. Riachuelo",NA,NA,NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-01-10 04:34:00-03","MO","MOBOT","2427361","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Dottori, N. M.","Renée H. Fortunato|Melissa A. Luckow|Robert Neumann|Ricardo Micheli","Fortunato 7589","2002","3","5","South America","Argentina","Salta","2 Km al O del río Itiyuro, por Ruta provincial nº 54, borde del río",NA,NA,NA,NA,NA,"Grl. José de San Martín","-63.63333","-22.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-10-14 20:42:00-03","MO","MOBOT","2490946","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg","Fátima Mereles|Rosa Degen","Mereles H. 5674","1994","5","23","South America","Paraguay","Boquerón","13 Km. E de la Misión S/ línea 10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2010-01-29 20:51:00-02","MO","MOBOT","2518934","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.",NA,"W.G. Herter","Herter 10348",NA,NA,NA,"South America","Uruguay","Maldonado","Piriápolis",NA,NA,NA,NA,NA,NA,"-55.283","-34.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-11-19 21:00:00-02","MO","MOBOT","3077298","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C. Berg","Lázaro J. Novara","Novara 3043","1983","1","20","South America","Argentina","Salta","Finca Ampascachi, 3 m alt este del pueblo homónimo.",NA,NA,NA,NA,NA,"La Viña",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2012-01-18 09:42:00-02","MO","MOBOT","3077757","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","M.R. Malvarez","Malvarez 572","1947","1","13","South America","Argentina","Salta","General Pizarro.",NA,NA,NA,NA,NA,"Anta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"86","2009-10-14 20:42:00-03","MO","MOBOT","3078977","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg","Fátima Mereles|Rosa Degen","Mereles H. 5100","1993","5","6","South America","Paraguay","Boquerón","Parque Nacional Tte. Enciso. En el bosque xerófito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2012-01-19 16:08:00-02","MO","MOBOT","3078996","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","C. Gaudichaud-Beaupré","Gaudichaud-Beaupré 1732",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"88","2014-10-05 18:51:00-03","MO","MOBOT","3079244","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","A. Brizuela","Brizuela 359","1946","7","7","South America","Argentina","Catamarca","El Quebracho",NA,NA,NA,NA,NA,"La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"89","2014-02-14 10:13:00-02","MO","MOBOT","3079547","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","M. Atahuachi B.","Atahuachi Burgos 116","1992","12","3","South America","Bolivia",NA,"Carretera Aiquile-Puente Arce, a 46 km de Aiquile. Provincia Campero. Bosque de Neocardenasia, Cleistocactus, Jatropha, Acacia.","1640.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"90","2012-01-18 10:40:00-02","MO","MOBOT","3079788","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","E. Saravia","Saravia Miranda 372","1992","12","3","South America","Bolivia","Cochabamba","De Zamora a Puente Arce. Laderas de vegetacion xerofitica, suelo pedregoso en valle interandino.","1640.00000000",NA,NA,NA,NA,"Campero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"91","2010-04-02 20:17:00-03","MO","MOBOT","3080193","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C. Berg","Aurelio Schinini|Eugenia Bordas","Schinini Cacace 18026","1979","10","3","South America","Paraguay","Chaco","Cerro León, Selva de inundación.",NA,NA,NA,NA,NA,NA,"-60.25","-20.43333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","3080279","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlbert & C.C. Berg","Lázaro J. Novara","Novara 3042","1983","1","20","South America","Argentina","Salta","Finca Ampascachi, 3 km al este del pueblo homónimo.",NA,NA,NA,NA,NA,"La Viña",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2013-08-23 04:12:00-03","MO","MOBOT","3080456","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C. Berg","Pastor Arenas Rodríguez","Arenas Rodríguez 2082","1982","2","13","South America","Argentina","Salta","Dto. Rivadavia. Misión La Paz.",NA,NA,NA,NA,NA,NA,"-62.36666","-22.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2009-11-19 21:01:00-02","MO","MOBOT","3080537","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C. Berg","Lázaro J. Novara","Novara 3824","1983","11","8","South America","Argentina","Salta","Doto. Capital. Ruta 34, frente al cañavarel Ingenio San Isidro, 3 km al sur del cruce Ruta 51.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2010-06-18 17:14:00-03","MO","MOBOT","3080723","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C. Berg","Arturo E. Burkart|Nélida S. Troncoso","Burkart 12020","1940","3","7","South America","Argentina","Jujuy","Sierra de Zapla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2013-12-03 11:13:00-02","MO","MOBOT","3081058","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C Berg","M.J. Luna","Luna 20","1947","1","3","South America","Argentina","Tucumán","Santiago del Estero. Dep. Pellegrini.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"97","2012-04-12 13:16:00-03","MO","MOBOT","3081544","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C. Berg","Lidia Pérez de Molas|Victor Vera","Pérez de Molas 1328","1986","10","20","South America","Paraguay","Boquerón","Aprox. 20 km. al norte de la base aéres de Pratts Gill. Bosque de hasta 14 m. alt. dominancia de Aspidos perma quebracho-blanco, Ruprechtia triflora Cercidium sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
