"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","484590","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","L. Riedel","885","1827","03","01","South America","Brazil","Mato Grosso","Cuiabá","Locis siccis petrosis pr. Cujabá","-56.0967","-15.5961","sheet","Com. ex Hb. Horti Imp. Petropol. 1864 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484590","NY00484590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","571974","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","H. S. Irwin","21492","1968","03","19","South America","Brazil","Tocantins","Guaraí","10 km S of Guará, Goiás","-48.52","-8.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571974","NY00571974_01","R. Simão-Bianchini","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","571973","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","H. S. Irwin","31522","1971","03","04","South America","Brazil","Bahia","Barreiras","5 km NW of Barreiras","-44.99","-12.1531","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571973","NY00571973_01","R. Simão-Bianchini","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1013673","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","E. H. G. Ule","8273","1909","09",NA,"South America","Brazil",NA,NA,"Rio Branco. (Surumu). Bl Weiss [Illegible] dos Surumu der Serra do Mel.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101435' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013673","NY01013673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","484594","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","M. Weddell","465","1843",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484594","NY00484594_01","S. J. van Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00749154","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","H. S. Irwin","26609","1970","02","25","South America","Brazil","Distrito Federal","Brasília","Ca. 15 km E. of Lago Paranoá, DF-6","-47.6874","-15.73555","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=888851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749154","NY00749154_01","R. Simão-Bianchini","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1013676","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","T. C. Plowman","8410","1980","02","04","South America","Brazil","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Féinho.","-48.6008","-8.5006","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101460' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013676","NY01013676_01","D. F. Austin","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","484593","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","J. C. de Moraes Vasconcelos","2124","1959","05","25","South America","Brazil","Paraíba",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484593","NY00484593_01","L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1013670","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","P. Clausen","s.n.","1844",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101426' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013670","NY01013670_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","484595","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","R. M. Harley","16295","1974","02","24","South America","Brazil","Bahia",NA,"4 km north of Senhor do Bonfim","-40.18","-10.45","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484595","NY00484595_01","B. Verdcourt","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1013677","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","G. Eiten","3819","1962","03","25","South America","Brazil","Maranhão","Lorêto","Ilha de Balsas region, between the Rio Balsas and Parnaíba. About 40 km south of Loreto. Near place called Picada, about 450 m S of the creek, Riacho da Picada.","-45.12","-7.43","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101462' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013677","NY01013677_01","L. B. Smith; D. H. Nicolson","250","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1013669","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","W. J. Burchell","8662-2",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101424' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013669","NY01013669_01","S. J. van Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","319013","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes gracillimus","Meisn.","R. Schomburgk","741","1842","09",NA,"South America","Guyana",NA,NA,"Savanne, British Guiana",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00319013","NY00319013_01",NA,NA,NA,"gracillimus","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01922654","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","R. Spruce","162","1849","11",NA,"South America","Brazil","Pará",NA,"In vicinibus Santarem","-54.740486","-2.449614","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2150029' target='other'> <mi>dwc_moreinfo</mi></a>","NY01922654","NY01922654_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1014450","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes abbreviatus","Meisn.","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Lagoa Santa","Circa Lagoa Santa.","-43.8894","-19.6272","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120637' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014450","NY01014450_01",NA,NA,NA,"abbreviatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1013674","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","H. S. Irwin","21623","1968","03","22","South America","Brazil","Goiás","Alto Paraíso de Goiás","Ca. 27 km S. of Paraíso","-47.53","-14.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101452' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013674","NY01013674_01","D. F. Austin","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1013667","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","W. J. Burchell","8668",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101421' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013667","NY01013667_01","S. J. van Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1013679","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","G. Eiten","4008","1962","04","05","South America","Brazil","Maranhão","Lorêto","Ilha de Balsas region, between the Rio Balsas and Parnaíba. About 35 km south of Loreto. Next to house at Veados. (About 11 km W of main house of Faz. Morros.)","-45.1411018371582","-7.08444023132324","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101465' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013679","NY01013679_01","L. B. Smith; D. H. Nicolson","250","300",NA,NA,"79629","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02707132","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","D. C. Zappi","3108","2011","03","04","South America","Brazil","Mato Grosso","São José do Xingu","Parque Estadual do Xingu, limite norte do parque.","-52.606389","-9.690278","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990381' target='other'> <mi>dwc_moreinfo</mi></a>","NY02707132","NY02707132_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1013675","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","D. Philcox","4730","1968","04","05","South America","Brazil","Mato Grosso","Xavantina","S. Xavantina.","-52.23","-14.63","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101457' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013675","NY01013675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1013678","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","G. Eiten","3967","1962","04","03","South America","Brazil","Maranhão","Lorêto","Ilha de Balsas region, between the Rio Balsas and Parnaíba. 100 m NE of main house of Fazenda Morros, about 35 km south of Loreto.","-45.07","-7.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101464' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013678","NY01013678_01","L. B. Smith; D. H. Nicolson","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","485374","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","G. G. Hatschbach","13319","1965","12","11","South America","Brazil","Paraná","Guairá","7 Quedas","-54.2556","-24.08","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485374","NY00485374_01","P. P. A. Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-28 12:48:00-03","NY","NYBG","484592","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes",NA,"A. F. M. Glaziou","5948","1872","08","07","South America","Brazil","Rio de Janeiro",NA,"Fosteresse du pic da Santa Cruz",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484592","NY00484592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","484596","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","S. A. Mori","10014","1978","04",NA,"South America","Brazil","Bahia","Maracás","Rod. BA 026, a 6 km a SW de Maracás. Folha SD-24 (14-40a)","-40.4306","-13.4411","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484596","NY00484596_01","D. F. Austin","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1013668","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","W. J. Burchell","8662-2",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101423' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013668","NY01013668_01","S. J. van Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1013671","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","A. F. C. P. Saint-Hilaire","B11541","1816",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101427' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013671","NY01013671_01","S. J. van Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-27 16:45:00-03","NY","NYBG","486269","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes",NA,"J.-J. de Granville","9538","1987","08","23","South America","French Guiana",NA,NA,"Camp n. 1 Ouman fou Langa Soula - Bassin du Haut-Marouini 2 km en aval","-54","2.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486269",NA,"D. F. Austin","145","145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 05:11:00-03","NY","NYBG","1013672","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes",NA,"G. H. H. Tate","126","1927","09","30","South America",NA,NA,NA,"Northern Guiana and Northern Brazil. Limao.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101429' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013672","NY01013672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 02:35:00-03","NY","NYBG","486268","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes",NA,"J. E. Madsen","63284","1987","05","06","South America","Ecuador","Guayas",NA,"Isla Punà. Pampa Corallito, close to Zapote","-79.93","-2.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 04:09:00-03","NY","NYBG","486267","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes",NA,"T. M. Pedersen","9364","1969","11","23","South America","Paraguay","San Pedro",NA,"Distr. Lima, Estancia Carumbe",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486267",NA,"C. Hansen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","484591","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","L. Riedel","809","1827","02","01","South America","Brazil","Mato Grosso","Cuiabá","Pr. Cujabá","-56.043867","-15.612756","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484591","NY00484591_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1014450","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes abbreviatus","Meisn.","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Lagoa Santa","Circa Lagoa Santa.","-43.8894","-19.6272","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120637' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014450","NY01014450_01",NA,NA,NA,"abbreviatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","319013","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes gracillimus","Meisn.","R. Schomburgk","741","1842","09",NA,"South America","Guyana",NA,NA,"Savanne, British Guiana",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00319013","NY00319013_01",NA,NA,NA,"gracillimus","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","319037","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","nanus","Evolvulus nanus","Meisn.","F. Sellow",NA,"1815",NA,NA,"South America","Brazil","Bahia",NA,"Inter Campos et Vittoria",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00319037","NY00319037_01",NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:29:54-03","UFRJ","RFA","21753","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","A.S. Zonaha; G.L. da Silva","4","1986","05","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cidade Universitária. Ilha do Catalão","-43.2075004577637","-22.9027996063232",NA,"Erva pilosa ca. 20 cm de altura. Flores roxas com soldadura das pétalas em tons mais claros Habitat: Rochoso","RFA17974",NA,"R. Simão Bianchini",NA,NA,NA,NA,"57442","auto","2010","10","29",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-09-10 21:42:40-03","UNEMAT","TANG","4631","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Engels, ME; Thomé, RS; Silva, LS","5591","2017","06","02",NA,"Brasil","Mato Grosso","Itaúba","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado.","-55.4323","-11.023778",NA,NA,"TANG000004631",NA,"Engels, ME","288","288",NA,NA,NA,NA,"2017","06","27","-55.4323","-11.023778",NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:37:30-03","EAO","IAN","111277","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Oliveira, E","1434","1961","03","16","Southern America","Brasil","Goiás",NA,"Rio Corda, afluente do Araguaia, região de Xambioá.",NA,NA,NA,NA,"IAN111277",NA,"Simão, R",NA,NA,NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:37:30-03","EAO","IAN","111335","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Oliveira, E","1493","1961","03","24","Southern America","Brasil","Goiás",NA,"Rio Corda, afluente do Araguaia, região de Xambioá.",NA,NA,NA,NA,"IAN111335",NA,"Silva, NT da",NA,NA,NA,NA,NA,NA,"1963","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:37:30-03","EAO","IAN","142592","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pinheiro, GS; Carvalho, JFV","66","1974","04","04","Southern America","Brasil","Pará",NA,"Estreito-Marabá, km 1.",NA,NA,NA,NA,"IAN142592",NA,"Rosa, NA",NA,NA,NA,NA,NA,NA,"1975","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:37:30-03","EAO","IAN","142611","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pinheiro, GS; Carvalho, JFV","85","1974","04","04","Southern America","Brasil","Pará",NA,"Estreito-Marabá, km 1.",NA,NA,NA,NA,"IAN142611",NA,"Rosa, NA",NA,NA,NA,NA,NA,NA,"1975","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:37:30-03","EAO","IAN","142631","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pinheiro, GS; Carvalho, JFV","105","1974","04","05","Southern America","Brasil","Pará",NA,"Estreito-Marabá, km 1.",NA,NA,NA,NA,"IAN142631",NA,"Rosa, NA",NA,NA,NA,NA,NA,NA,"1975","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:37:30-03","EAO","IAN","142886","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pinheiro, GS; Carvalho, JFV","360","1974","04","07","Southern America","Brasil","Pará",NA,"Estreito-marabá, km 2.",NA,NA,NA,NA,"IAN142886",NA,"Rosa, NA",NA,NA,NA,NA,NA,NA,"1974","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:37:30-03","EAO","IAN","14922","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Oliveira, JE de","s.n.","1940","03","05","Southern America","Brasil","Minas Gerais",NA,"canga, Serra do Rola Moça, divisas do municípios de Betim e Brumadinho, muito frequente.",NA,NA,NA,NA,"IAN014922","IAN014922 IAN014922_e","Barreto, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:37:30-03","EAO","IAN","156208","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Coradin, L; Cordeiro, MR","568","1977","10","10","Southern America","Brasil","Roraima",NA,"Cauamé region along Boa Vista-BV 8 road (BR 174), km 4.","-59.254167","0.737222",NA,NA,"IAN156208",NA,"Austin, DF","110","110",NA,NA,NA,NA,"1978","02",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:37:30-03","EAO","IAN","156655","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Rodrigues, IA; Dantas, M","512","1980","04","25","Southern America","Brasil","Roraima",NA,"Br 401 Boa Vista, na margem da estrada km 81.&nf;Latossolo Amarelo Distrófico Textura Média.","-59.254167","0.737222",NA,NA,"IAN156655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:37:30-03","EAO","IAN","84038","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Black, GA; Pires, JM","16642","1954","07","08","Southern America","Brasil","Maranhão",NA,"Itapicurí; campo alto.",NA,NA,NA,NA,"IAN084038",NA,"Simão, R",NA,NA,NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:37:30-03","EAO","IAN","96524","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Black, GA","20164","1957","07","15","Southern America","Brasil","Pará",NA,"Rio maicurú; localidade Cateia; várzea alta.",NA,NA,NA,NA,"IAN096524",NA,"Simão, R",NA,NA,NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
