"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","order","year","month","day","class","scientificNameAuthorship","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","recordedBy","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","previousCatalogNumber"
"14","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4184","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","06","27","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4367","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","3852","S","Plantae","Orchidadeceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2016","08","22","1","254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4181","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","06","27","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4242","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","11","29","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4267","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","12","13","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4373","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","3851","S","Plantae","Orchidadeceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2016","08","22","1","254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4372","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4368","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4185","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","06","27","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4502","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2018","12","07","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4359","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4183","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","06","27","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","3855","S","Plantae","Orchidadeceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2016","08","22",NA,"254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4380","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4417","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2018","08","21","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4424","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2018","08","31","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","3853","S","Plantae","Orchidadeceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2016","08","22","1","254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4358","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4365","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4179","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","06","27","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4268","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","12","13","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4361","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4370","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","3854","S","Plantae","Orchidadeceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2016","08","22","1","254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4391","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2018","08","13","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4265","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2018","01","04","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4377","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4180","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","06","27","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-06-10 10:10:29-03","FZB-BH","CVJBFZB","4052","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","03","27","1","254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4364","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4269","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","12","13","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-06-10 10:10:29-03","FZB-BH","CVJBFZB","3782","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2016","06","15","1","254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4222","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","11","14","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4376","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4266","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","12","13","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4188","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","09","29","3","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4223","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","11","14","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4369","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4220","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","11","14","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4392","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2018","08","13","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4362","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4221","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2017","11","14","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","3857","S","Plantae","Orchidadeceae","Cattleya","walkeriana","Cattleya walkeriana","Carlos Alberto Ferreira Júnior","2016","08","22","1","254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2054","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana",NA,NA,NA,NA,NA,"254","Magnoliophyta","Asparagales",NA,NA,NA,"Equisetopsida","Gardner.","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2140","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana",NA,NA,NA,NA,"1","254","Magnoliophyta","Asparagales",NA,NA,NA,"Equisetopsida","Gardner.","Brasil","Minas Gerais","Pitangui","Rio Pitangui","-44.8903007507324","-19.6828002929688","28574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2007","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana",NA,NA,NA,NA,NA,"254","Magnoliophyta","Asparagales",NA,NA,NA,"Equisetopsida","Gardner.","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3379","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana",NA,NA,NA,NA,"1","254","Magnoliophyta","Asparagales",NA,NA,NA,"Equisetopsida","Gardner.","Brasil","MG","Belo Horizonte","região metropolitana de Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4236","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana alba","Carlos Alberto Ferreira Júnior","2017","11","29","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4398","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana alba mariana x suave dick","Carlos Alberto Ferreira Júnior","2018","08","13","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alba mariana x suave dick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4378","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana d. terezinha x tokyo","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d. terezinha x tokyo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-06-10 10:10:29-03","FZB-BH","CVJBFZB","4097","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana edward x marimbondo","Carlos Alberto Ferreira Júnior","2017","05","15","1","254","Magnoliophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edward x marimbondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3766","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana forma semi-alba equilab x tokio","Carlos Alberto Ferreira Júnior","2016","06",NA,NA,"254","Magnoliophyta","Asparagales",NA,NA,NA,"Equisetopsida","Gardner.",NA,NA,NA,NA,NA,NA,NA,NA,"forma semi-alba equilab x tokio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4371","S","Plantae","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana fraternidade x rio claro","Carlos Alberto Ferreira Júnior",NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fraternidade x rio claro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
