"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"46","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.1060362","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lindeman JC; Stoffers AL; et al.",NA,"1975","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060362","NL-L1060362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw21786",NA,NA,NA,NA
"47","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.1060363","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lindeman JC; Stoffers AL",NA,"1975","09","23","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060363","NL-L1060363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw21784",NA,NA,NA,NA
"48","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.2251523","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Schultes RE","Unknown",NA,"1917","09","11","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2251523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2251523","NL-L2251523",NA,NA,NA,"1961",NA,NA,"09",NA,NA,NA,"Magnoliopsidae","L 0157966 | 936132404","01",NA,NA,NA
"49","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.2251524","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Leitão Jr HF; HF; Yamamoto K; Toledo DV; Vannucci AL",NA,"1979","05","18","Southern America","Brazil",NA,"S.P., mun. Santa Rita do Passa Quatro, em frente ao Parque Estadual de Vassununga",NA,NA,NA,"No canteiro central do rodovia<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2251524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2251524","NL-L2251524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0157967 | 979293564",NA,NA,NA,NA
"50","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.3784559","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Sabatier D; Pérez D; Pelissier R",NA,"2003","02","10","Southern America","French Guiana",NA,"Guyane Francaise. Foret domaniale de Crique Plomb.","-52.916667","5.05",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3784559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3784559","NL-L3784559",NA,NA,NA,NA,"-52.916667","5.05",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"51","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.3784573","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Molino J-F; Prévost M-F; Sabatier D",NA,"2002","10","12","Southern America","French Guiana",NA,"Montagnes Plomb. Nord-Est du sommet principal, a mi-pente.","-52.933333","4.994444",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3784573 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3784573","NL-L3784573",NA,NA,NA,NA,"-52.933333","4.994444",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"52","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.3784806","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Bordenave BG; Troon F van; Troon I van; James J",NA,"2006","04","10","Southern America","Surinam",NA,"Suriname, Mts Bakhuis, concession BMS; Zone 2, nord.","-56.766667","4.55",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3784806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3784806","NL-L3784806",NA,NA,NA,NA,"-56.766667","4.55",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"53","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0002004","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,NA,NA,"1920","06","06","Southern America","Surinam","Brokopondo","Boschreserve (Forest Reserve) Brownsberg",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002004","NL-U0002004","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","4948 A",NA,NA,NA,NA
"54","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0002005","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,NA,NA,"1919","02","24","Southern America","Surinam","Brokopondo","Boschreserve (Forest Reserve) Brownsberg",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002005","NL-U0002005","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","4949 A",NA,NA,NA,NA
"55","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0002006","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Zaandam CJ",NA,"1924","10","31","Southern America","Surinam","Brokopondo","Boschreserve (Forest Reserve) Brownsberg",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002006 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002006","NL-U0002006","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","4946 A",NA,NA,NA,NA
"56","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0002007","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Zaandam CJ",NA,"1924","10","31","Southern America","Surinam","Brokopondo","Boschreserve (Forest Reserve) Brownsberg",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002007 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002007","NL-U0002007","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","4947 A",NA,NA,NA,NA
"57","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0022269","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Clarke HD",NA,"1995","10","07","Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200022269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0022269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"58","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0052196","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lanjouw J; Lindeman JC",NA,"1949","03","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200052196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0052196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 1838",NA,NA,NA,NA
"59","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0075424","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lindeman JC; Stoffers AL; et al.",NA,"1975","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw21786",NA,NA,NA,NA
"60","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0075425","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Peru","Loreto",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw18004",NA,NA,NA,NA
"61","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0075426","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lindeman JC; Stoffers AL",NA,"1975","09","23","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw21784",NA,NA,NA,NA
"62","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0075432","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lanjouw J; Lindeman JC",NA,"1949","03","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1838",NA,NA,NA,NA
"63","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269692","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Ellenberg H",NA,"1957","09","11","Southern America","Peru","Loreto","Regenwoud in Amazone bebbe van O. Peru. Quistacocha bij Iquitos.",NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269692","NL-U1269692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"64","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269772","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Andel TR van","Andel TR van; Behari-Ramdas J; Ramharakh S; Wewe K; Troon F van",NA,"2003","11","20","Southern America","Surinam","Brokopondo","Brownsberg plateau, visitors centre, camp Baboen","-55.166667","4.933333",NA,"Secondary forest on Brownsberg plateau<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269772","NL-U1269772",NA,NA,NA,"2004","-55.166667","4.933333","09",NA,NA,NA,"Magnoliopsidae","U 0109223","17",NA,NA,NA
"65","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269773","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Andel TR van","Andel TR van; Behari-Ramdas J; Ramharakh S; Wewe K",NA,"2003","11","20","Southern America","Surinam","Brokopondo","Brownsberg plateau, Mazaroni road km 0.4",NA,NA,NA,"Open primary forest on Brownsberg plateau<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269773","NL-U1269773",NA,NA,NA,"2004",NA,NA,"09",NA,NA,NA,"Magnoliopsidae","U 0109222","17",NA,NA,NA
"66","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269774","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Andel TR van","Andel TR van; Behari-Ramdas J; Ramharakh S; Troon F van; Vreedzaam A",NA,"2003","11","26","Southern America","Surinam","Brokopondo","AKP road, km 4",NA,NA,NA,"Open primary forest on laterite soil<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269774","NL-U1269774",NA,NA,NA,"2004",NA,NA,"09",NA,NA,NA,"Magnoliopsidae","U 0109225","17",NA,NA,NA
"67","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269775","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Andel TR van","Andel TR van; Behari-Ramdas J; Ramharakh S; Troon F van; Vreedzaam A",NA,"2003","11","26","Southern America","Surinam","Brokopondo","AKP road, km 4",NA,NA,NA,"Open primary forest on laterite soil<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269775","NL-U1269775",NA,NA,NA,"2004",NA,NA,"09",NA,NA,NA,"Magnoliopsidae","U 0109226","17",NA,NA,NA
"68","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269776","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Andel TR van","Andel TR van; Behari-Ramdas J; Ramharakh S; Satyawan D; Steege H ter",NA,"2003","11","18","Southern America","Surinam","Brokopondo","''Orchid Garden'', 300 m inland of trail to Witi Creek, at 3.2 km.",NA,NA,NA,"very low Myrtaceae forest on rocky soil, with many lianas and epiphytes growing on the ground.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269776 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269776","NL-U1269776",NA,NA,NA,"2004",NA,NA,"09",NA,NA,NA,"Magnoliopsidae","U 0109224","17",NA,NA,NA
"69","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269779","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Evans RJ; Koemar S; Raghoenandan UPD",NA,"1997","03","19","Southern America","Surinam","Sipaliwini",NA,"-56.880556","4.758333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269779","NL-U1269779",NA,NA,NA,NA,"-56.880556","4.758333",NA,NA,NA,NA,"Magnoliopsidae","U 0225549",NA,NA,NA,NA
"70","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269780","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Evans RJ; Koemar S; Raghoenandan UPD",NA,"1997","03","19","Southern America","Surinam","Sipaliwini",NA,"-56.880556","4.758333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269780","NL-U1269780",NA,NA,NA,NA,"-56.880556","4.758333",NA,NA,NA,NA,"Magnoliopsidae","U 0225548",NA,NA,NA,NA
"71","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269797","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lindeman JC; Stoffers AL",NA,"1975","09","23","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269797","NL-U1269797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0020228",NA,NA,NA,NA
"72","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269806","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Clarke HD",NA,"1995","10","07","Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269806","NL-U1269806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022268",NA,NA,NA,NA
"73","2020-11-04 11:07:56-03","ESALQ","ESA","103985","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata",NA,"Durigan, G. & Franco, G.A.D.C.","Gorenstein, M.R.","17073.0","2005","06","15",NA,"Brasil","São Paulo",NA,"-49.5499992370605","-22.2900009155273",NA,NA,"ESA103985",NA,NA,NA,NA,NA,NA,NA,NA,"Gália","23314","auto",NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:07:56-03","ESALQ","ESA","6883","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","Müll. Arg.","Rodrigues, R.R.","Rodrigues, R.R.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,"-48.8199996948242","-21.75",NA,NA,"ESA006883",NA,NA,NA,NA,NA,NA,NA,NA,"Ibitinga","25783","auto",NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:07:56-03","ESALQ","ESA","30635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata",NA,NA,"Rozza, A.F.","215.0","1995","09","20",NA,"Brasil","São Paulo",NA,"-48.3600006103516","-21.6000003814697",NA,NA,"ESA030635",NA,NA,NA,NA,NA,NA,NA,NA,"Matão","26922","auto",NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:07:56-03","ESALQ","ESA","88944","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","Müll.Arg.","Viani, R.A.G.","Viani, R.A.G. et al.","320.0","2002","09","05",NA,"Brasil","São Paulo",NA,"-47.9900016784668","-21.1299991607666",NA,NA,"ESA088944",NA,NA,NA,NA,NA,NA,NA,NA,"Sertãozinho","19376","auto",NA,NA,NA,NA,NA,NA
"77","2020-11-04 11:07:56-03","ESALQ","ESA","88947","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","Müll.Arg.","Viani, R.A.G.","Viani, R.A.G. et al.","319.0","2002","09","05",NA,"Brasil","São Paulo",NA,"-47.9900016784668","-21.1299991607666",NA,NA,"ESA088947",NA,NA,NA,NA,NA,NA,NA,NA,"Sertãozinho","19376","auto",NA,NA,NA,NA,NA,NA
"78","2020-11-04 11:07:56-03","ESALQ","ESA","79532","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata",NA,NA,"Farah, F.T.","1870.0","2000","01","01",NA,"Brasil","São Paulo","Faz. Vale do Rosário","-47.8800010681152","-20.7199993133545",NA,NA,"ESA079532",NA,NA,NA,NA,NA,NA,NA,NA,"Orlândia","16147","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-20 21:17:01-03","UFV","VIC","17960","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","Müll. Arg.",NA,"Luiza, A.","s.n.","1995","08","14",NA,"Brasil","Bahia","FLONA Rio Preto",NA,NA,NA,"Altura de 14 metros. P4 nº 34.","VIC017960","VIC017960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-20 21:17:01-03","UFV","VIC","18120","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","Müll. Arg.",NA,"Luiza, A.","s.n.","1995","08","15",NA,"Brasil","Bahia","FLONA Rio Preto",NA,NA,NA,"Altura de 12 metros, P5 nº 131.","VIC018120","VIC018120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-20 10:11:34-03","UNICAMP","UEC","112117","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Sousa, PJS","Kuhlmann, M; Jimbo, S","312","1959","09","28",NA,"Brazil","Pará","Belém-Brasília km 96",NA,NA,NA,"flor, Árvore de cerca 30 m de altura","UEC038144","UEC038144",NA,NA,NA,"2011",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:29:41-03","UNICAMP","UEC","202999","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Scatigna, AV","Scatigna, AV; Tamashiro, JY","1002","2015","07","24",NA,"Brazil","São Paulo","Departamento de Biologia Vegetal. IB, Unicamp. Árvore caiu.","-47.060001373291","-22.8999996185303",NA,"Árvore, ca. 10m. Cálice erverdeado; gineceu verde; anteras brancas a amarelas; látex branco.","UEC190287","UEC190287",NA,NA,NA,"2015",NA,NA,"07","Campinas","23900","auto",NA,NA,"24",NA,NA,NA
"83","2019-08-20 10:11:34-03","UNICAMP","UEC","26240","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Sousa, PJS","Leitão Filho, HF; Semir, J; Stubblebine, WH","12477","1981","04","13",NA,"Brazil","São Paulo","nativo no Pq, dp Posto do Bosque, rod,","-48.3199996948242","-21.25",NA,"ori, Árvore até 20 mts, frutos verdes. Nome vulga: mamona de árvore","UEC038141","UEC038141",NA,NA,NA,"2011",NA,NA,"06","Jaboticabal","22420","auto",NA,NA,NA,NA,NA,NA
"84","2019-08-20 10:11:34-03","UNICAMP","UEC","4885","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Sousa, PJS","Leitão Filho, HF; Yamamoto, K; Toledo, DV; Vanucci, AL","10105","1979","05","18",NA,"Brazil","São Paulo","em frente ao Parque Estadual de Vassunun","-47.4700012207031","-21.7099990844727",NA,"flor, Árvore de até 10 m, flores creme, fruto cápsula deiscente, nativa.","UEC038143","UEC038143",NA,NA,NA,"2011",NA,NA,"06","Santa Rita do Passa Quatro","24893","auto",NA,NA,NA,NA,NA,NA
"85","2019-02-23 11:30:12-03","UNEMAT","HERBAM","10118","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Gvasconcelos","Soares-Lopes, C.R.A.; Silva, M.A.; Lima, W.M. & Benetti, E.","CD 1678076","2014","09","16",NA,"Brasil","Mato Grosso","PCH Cabeça-de-boi, margem esquerda, B1, Terra firme","-8855.25","501.925",NA,NA,"HERBAM010118",NA,NA,"282","282",NA,"-8855.25","501.925",NA,"Alta Floresta",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","377","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","Muell. Arg.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000377",NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2013-04-01 09:18:31-03","IPT","BCTW","19509","S","Plantae","Magnoliophyta",NA,NA,"Micrandra","elata","Micrandra elata","Müller Argoviensis",NA,"Lorenzi, H.",NA,"1993","10","15",NA,"Brasil","São Paulo",NA,"-49.55","-22.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gália","23314","auto","Magnoliopsida",NA,NA,NA,NA,NA
"88","2020-12-21 16:24:42-03","MBM","MBM","89595","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","santanderensis","Micrandra santanderensis","Croizat","Huft, M.J.","Liesner, R.; et al.; et al.","13192","1982","03","26","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,"MBM089595","MBM089595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2016-03-09 18:11:31-03","MNHN","RECOLNAT_MNHN_P","P04830067","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Loefgren",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04830067' target='other'> <mi>dwc_moreinfo</mi></a>","P04830067","P04830067_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"920",NA,NA
"90","2015-09-25 20:45:13-03","MNHN","RECOLNAT_MNHN_P","P00640265","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"São Paulo. Mogy das Cruzes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640265' target='other'> <mi>dwc_moreinfo</mi></a>","P00640265","P00640265_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18470 a",NA,NA
"91","2015-09-25 13:11:18-03","MNHN","RECOLNAT_MNHN_P","P00640266","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"São Paulo. Mogy das Cruzes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640266' target='other'> <mi>dwc_moreinfo</mi></a>","P00640266","P00640266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18470 a",NA,NA
