"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"49","2019-11-27 13:51:18-03","UFS","ASE","39223","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Silva, FO; Fabricante, JR","120","2017","07","24","Southern America","Brasil","PARNA Serra de Itabaiana, Ambiente em fase inicial de SE, solo areno e úmido, relevo acidenado, alta luminosidade",NA,NA,"Holoepífita facultativa - aprox. 25 cm de altura. Flor alva apresentam odor, apresenta botão floral. Folhas invaginantes de coloração verde nas duas faces. Haste de coloração amarronzada de textura lisa.; Mata Atlântica","ASE0040697",NA,"Silva, FO","Sergipe","Areia Branca","-37.2133","-10.4447",NA,"2017","-37.2133","-10.4447","08","10",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:51:18-03","UFS","ASE","8091","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Landim, M","1396","1998","01",NA,"Southern America","Brasil","Parque Nacional da Serra de Itabaiana",NA,NA,"Epífita. Orquídea epífita. Frutos imaturos verdes.; Epífita. Orquídea epífita. Frutos imaturos verdes.; Borda da área da mata no topo da Serra","ASE0011917","ASE0011917","Pinheiro, I","Sergipe","Itabaiana","-37.253","-10.4107",NA,"2012","-37.253","-10.4107","06","01",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:00:42-03","UNICAMP","UEC","85114","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Leitão Filho, HF; Bortolotto, IM; Rodrigues, RR; Borba, EL; Faivre, CH; Cardamone, RB","34337","1996","01","31",NA,"Brazil","Laranjeiras, Planície de Mata Atlântica.",NA,NA,"Presença de frutos verdes. Epífita a 3 m de altura.","UEC064148","UEC064148","Pessoa, E","São Paulo","Ubatuba","-44.681389","-23.328889",NA,"2013","-44.681389","-23.328889","08","23",NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:00:42-03","UNICAMP","UEC","86708","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Leitão Filho, HF; et al.; Rezende, RR","33229","1995","02","11",NA,"Brazil",NA,NA,NA,"Epífita, sépalas com face abaxial castanho-avermelhada e face adaxial amarela, pétalas amarelos-esverdeadas, labelo e coluna brancos.","UEC064147","UEC064147","Pessoa, E","São Paulo","IIha Comprida","-47.916389","-25.020278",NA,"2013","-47.916389","-25.020278","08","22",NA,NA,NA,NA,NA,NA,NA
"53","2019-08-20 10:00:42-03","UNICAMP","UEC","121435","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Duarte, AR; Bernhardt, R","266","2001","04","18",NA,"Brazil","Loteamento Maramba II, 6 km de Itanhaém em direção a Peruíbe. Floresta de restinga paludosa com predomínio de guanandi (Calophyllum brasiliense Cambess) em alguns trechos.","5",NA,"Epífita, flores castanho-esverdeadas.","UEC064144","UEC064144","Pessoa, E","São Paulo","Itanhaém","-46.922306","-24.230861","10","2013","-46.922306","-24.230861","08","23",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:20:10-03","UNICAMP","UEC","160548","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Romero, R; Nakajima, JN","709","1994","02","24",NA,"Brazil","PARNA da Serra da Canastra, Córrego do Peixe.",NA,NA,"Terrestre, ca. 0,3m. Cálice e Corola externamente avermelhadas, internamente cremes. Labelo branco.; Campo rupestre.","UEC017184","UEC017184","Pessoa, E","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,"2013",NA,NA,"08","23","57119","auto",NA,NA,NA,NA,NA
"55","2019-08-20 10:00:42-03","UNICAMP","UEC","140021","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Breier, TB; Singer, RB","969","2003","05","06",NA,"Brazil","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.",NA,NA,NA,"UEC064139","UEC064139","Pessoa, E","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,"2013",NA,NA,"08","22","37574","auto",NA,NA,NA,NA,NA
"56","2020-11-23 12:17:42-03","UFOP","OUPR","35232","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pedrosa, L.G.","2650","2020","02","17",NA,"Brasil","Parque Estadual do Itacolomi",NA,NA,"Erva, epífita e saxícola. Sépalas verdes acastanhadas, labelo branco. Campo rupestre.",NA,NA,"Fraga, C.N.","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"2020",NA,NA,"02","18","44599","auto",NA,NA,NA,NA,NA
"57","2019-03-16 13:31:12-03","UNEMAT","HERBAM","7334","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Soares, C.R.A.; Petin-Benelli, A. & Rodrigues, C.","Triag. 334865","2011","12","13",NA,"Brasil","Terra Firme.","199",NA,NA,"HERBAM007334",NA,"Petini-Benelli, A","Pará","Jacareacanga","-56.748056","-9.295278","199","2011","-56.748056","-9.295278","12","13",NA,NA,NA,NA,NA,NA,NA
"58","2019-03-16 13:31:12-03","UNEMAT","HERBAM","7287","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Soares, C.R.A.; Petini-Benelli, A. & Rodrigues, C.","Triag. 234818","2011","12","05",NA,"Brasil","Terra Firme.","187",NA,NA,"HERBAM007287",NA,"Petini-Benelli, A","Pará","Jacareacanga","-56.775833","-9.35","187","2011","-56.775833","-9.35","12","05",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-21 19:40:17-03","UFC","EAC","16985","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Lima-Verde, L.W.","56","1990","01","26","Southern America","Brasil","Sítio Olho d'Água dos Tangarás","800",NA,"Epífita; flor verde-esbranquiçada; fruto verde.; Mata higrófila de altitude.","EAC0016985","EAC0016985","Pessoa, E.","Ceará","Pacoti","-38.9233016967773","-4.22499990463257","800","2013",NA,NA,"04",NA,"9622","auto",NA,NA,NA,NA,NA
"60","2021-01-15 17:53:18-03","UFMG","BHCB","119624","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Batista, JAN; Mota, RC da; Faria, MWF de; El Bizri, HR","1946","2007","02","15","Southern America","Brasil","Cerca de 16 km NO de Diamantina na estrada para Mendanha.","1340",NA,"Erva epífita, em mata com campo rupestre circundante.",NA,NA,NA,"Minas Gerais","Diamantina","-43.557611","-18.179806","1340",NA,"-43.557611","-18.179806",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:44:28-03","UFMG","BHCB","134704","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Carvalho, BM de; Carvalho, IR; Oliveira, AC","30","2009","02","24","Southern America","Brasil","Parque Estadual Serra da Boa Esperança, Próximo curso d'agua Cachoeira do Inferno","830",NA,"Erva rupícola, em borda de cachoeira. Flores verde pálidas.",NA,NA,NA,"Minas Gerais","Ilicínea","-45.704639","-20.897333","830",NA,"-45.704639","-20.897333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:44:28-03","UFMG","BHCB","186625","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Gontijo, FD; Tameirão Neto, E","976","2016","03","15","Southern America","Brasil",NA,"851",NA,"Floresta Semidecidual","BHCB186625",NA,NA,"Minas Gerais","Mariana","-43.436667","-20.174722","851","2017","-43.436667","-20.174722","08","08",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:44:28-03","UFMG","BHCB","92465","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Mota, RC da; et al.","2586","2003","07","01","Southern America","Brasil","Parque Natural Municipal do Ribeirão do Campo",NA,NA,"Planta coletada em mata ciliar; erva rupestre; frutos imaturos verdes.",NA,NA,NA,"Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA
"64","2020-12-11 11:44:28-03","UFMG","BHCB","53314","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Mota, RC da","159","2000","02","16","Southern America","Brasil","P.N. da Serra da Canastra",NA,NA,"Coletada em borda de mata. Labelo e coluna brancos; sépalas e demais pétalas verde-claras.",NA,NA,NA,"Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,"2018",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"65","2020-12-11 11:44:28-03","UFMG","BHCB","99693","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Mota, RC da","3027","2006","04","15","Southern America","Brasil","Serra do Caraça",NA,NA,"erva epífita; sépalas e pétalas verde-claras, labelo branco-esverdeado; Planta coletada em mata ciliar","BHCB001354","BHCB001354",NA,"Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555",NA,"2006",NA,NA,"04",NA,"11966","auto",NA,NA,NA,NA,NA
"66","2020-02-24 14:35:00-03","MO","MOBOT","101181852","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil","Hab. à la Serra do Mar, près Rodeio. Fleurit en Juin",NA,NA,NA,NA,NA,"fide Hágsater","Rio de Janeiro","Engenheiro Paulo de Frontin","-43.6782989501953","-22.5496997833252",NA,NA,NA,NA,NA,NA,"14263","auto",NA,NA,"Holotype","1",NA
"67","2013-03-13 12:11:00-03","MO","MOBOT","100576692","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Roberto Vásquez","Vásquez C. 1333","1991","1","22","South America","Bolivia","El Sillar, Km 92, entre Cochabamba y Villa Tunari","1750.00000000",NA,NA,NA,NA,NA,"Cochabamba","Chapare","-65.7333333","-17.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2013-03-13 12:11:00-03","MO","MOBOT","100576696","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Roberto Vásquez|Carl A. Luer|Jane Luer|et al.","Vásquez C. 1088","1988","1","15","South America","Bolivia","Bella Vista, entre Caranavi y Alto Beni","1500.00000000",NA,NA,NA,NA,NA,"La Paz","Caranavi","-67.45","-15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2013-03-13 12:15:00-03","MO","MOBOT","100576700","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Roberto Vásquez|Carl A. Luer|Jane Luer|L.R. Moreno","Vásquez C. 1528","1991","8","27","South America","Bolivia","Bella Vista, entre Caranavi y Alto Beni","1500.00000000",NA,NA,NA,NA,NA,"La Paz","Caranavi","-67.45","-15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2013-10-03 05:31:00-03","MO","MOBOT","100576702","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","R. Müller|Schürkes, I.|Juan Carlos Montero Castro","Müller 49","2001","1","11","South America","Bolivia","Liguata","1600.00000000",NA,NA,NA,NA,NA,"La Paz","Larecaja","-68.2833333","-15.6166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2013-10-03 05:31:00-03","MO","MOBOT","100576704","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","R. Müller|Schürkes, I.|Juan Carlos Montero Castro","Müller 180","2002","1","13","South America","Bolivia","Cusi-Lambramani","1650.00000000",NA,NA,NA,NA,NA,"La Paz","Larecaja","-68.3","-15.6166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2013-03-13 12:24:00-03","MO","MOBOT","100576705","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Roberto Vásquez","Vásquez C. 1637","1992","6","15","South America","Bolivia","Al oeste de Yapacaní",NA,NA,NA,NA,NA,NA,"Santa Cruz","Ichilo","-60.8333333","-17.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2011-02-24 12:12:00-03","MO","MOBOT","2821562","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Stephen S. Tillett|Carolyn L. Tillett|Rufus Boyan","Tillett 45263","1960","8","22","South America","Guyana","Forest bordering Haieka Savannah, E side Haieka River, 2 miles E of Chinowieng Ayanganna Plateau Village.","740.00000000",NA,NA,NA,NA,"Eric A. Christenson, Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2010-01-01 17:57:00-02","MO","MOBOT","2821657","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Bassett Maguire|Celia K. Maguire|G. Wilson-Browne","Maguire 45994","1961","8","29","South America","Guyana","Kopinang Savanna, Kopinang Falls.","822.96000000",NA,NA,NA,NA,"Eric A. Christenson, Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","2821745","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Julian A. Steyermark|Gerrit Davidse","Steyermark 116585","1978","3","21","South America","Venezuela","Cerros del Bachiller, western sector: virgin evergreen forest, between base and summit, above Quebrada Bachiller, south of Caño Rico and Bachiller. 11 kms (by air) SSE of El Guapo.","600.00000000",NA,NA,NA,NA,"Eric A. Christenson, Aug","Miranda",NA,NA,NA,"690.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","2821812","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Alwyn H. Gentry","Gentry 1057","1974","3","17","South America","Venezuela","Near camp at Km 118 S of El Dorado, forest.","1080.00000000",NA,NA,NA,NA,"Eric A. Christenson, Aug","Bolívar",NA,"-61.63333","6.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-11-26 18:20:00-02","MO","MOBOT","2821844","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Julian A. Steyermark|G.C.K. Dunsterville|E. Dunsterville","Steyermark 113436","1977","1","22","South America","Venezuela","Cumbre de Cerro Guaiquinima, Salto Szczerbanari y alrededores del Río Szczerbanari (Río Carapo), parte central del cerro.","750.00000000",NA,NA,NA,NA,"Eric A. Christenson, Aug","Bolívar",NA,"-63.68555","5.73444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-11-13 09:06:00-02","MO","MOBOT","2821903","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","William J. Hahn|Emmet J. Judziewicz|Doorjoohan Gopaul","Hahn 4411","1988","4","9","South America","Guyana","Potaro-Siparuni Region: Camp and lower slopes of Mount Kopinang. Mixed forest to 30 m tall.","750.00000000",NA,NA,NA,NA,"Eric A. Christenson, Aug",NA,NA,"-59.91666","5","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","634418","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Calaway H. Dodson|Alvin Embree","Dodson 16104","1985","7","26","South America","Ecuador",NA,"2200.00000000",NA,NA,NA,NA,NA,"Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","635393","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 3770","1973","4","18","South America","Ecuador","Road Loja-Zamora, km 37.","1750.00000000",NA,NA,NA,NA,"C.H. Dodson (MO)","Zamora-Chinchipe",NA,"-79.06666","-3.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2011-06-08 17:18:00-03","MO","MOBOT","636728","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","L.B. Holm-Nielsen|et al.","Holm-Nielsen 4033","1973","4","21","South America","Ecuador","Road Loja - Zamora, km 39. Rocky area with steep scrub covered slopes.","1600.00000000",NA,NA,NA,NA,"C.H. Dodson (MO)","Zamora-Chinchipe",NA,"-79.06666","-3.98333","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","653592","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Bruce MacBryde","MacBryde 638","1971","7","22","South America","Ecuador",NA,"1620.00000000",NA,NA,NA,NA,NA,"Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","654776","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","D. D'Alessandro","D'Alessandro 451",NA,NA,NA,"South America","Ecuador","Loja-Zamora.","1950.00000000",NA,NA,NA,NA,NA,"Zamora-Chinchipe",NA,"-78.98333","-4.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2011-06-09 16:42:00-03","MO","MOBOT","656358","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Carl A. Luer|et al.","Luer 7008","1982","2","23","South America","Ecuador","Quito-Baeza. Km 99.","1900.00000000",NA,NA,NA,NA,NA,"Napo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","660225","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Alexander Hirtz","Hirtz 949","1983","4",NA,"South America","Ecuador",NA,"1000.00000000",NA,NA,NA,NA,NA,"Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","666860","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Ronald L. Liesner|Bruce K. Holst","Liesner 20189","1986","4","22","South America","Venezuela","Piar, Río Aparamán, affluent of Río Acanán near Yuray-merü rapids. 1.5 km S of SW corner of Amaruay-tepui. Elev. 500 m. 5º54'N, 62º15'W.","500.00000000",NA,NA,NA,NA,"G.Carnevali (MO)","Bolívar",NA,"-62.25","5.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","86-5"
"87","2008-05-27 22:02:00-03","MO","MOBOT","667069","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Ronald L. Liesner|Bruce K. Holst","Liesner 20434","1986","4","28","South America","Venezuela","Piar, Amaruay-tepui. South side, near and along wall and up ridge to SE corner of west half of tepui. 1 to 1.5 km E of the SW corner of tepui. Forest 5 to 25 m tall, open areas, and wall. Alt. 700 to 910 m.","700.00000000",NA,NA,NA,NA,"G.Carnevali & I.Ramirez (FVG 2003)","Bolívar",NA,"-62.26666","5.91666","910.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","86-11"
"88","2008-05-27 22:02:00-03","MO","MOBOT","668830","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Alwyn H. Gentry|Gilberto N. Morillo|Beatriz de Morillo","Gentry 10513","1974","3","16","South America","Venezuela","2-10 km from El Dorado-Santa Elena Road on road to Kavanayen, Gran Sabana.","1200.00000000",NA,NA,NA,NA,"G.Carnevali & I.Ramirez (FVG 2003)","Bolívar",NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3451"
"89","2008-05-27 22:02:00-03","MO","MOBOT","670245","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Calaway H. Dodson|L.B. Thien","Dodson 2350","1963","3","6","South America","Ecuador",NA,"1200.00000000",NA,NA,NA,NA,NA,"Tungurahua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","671071","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Ronald L. Liesner","Liesner 23781","1988","4","25","South America","Venezuela","Gran Sabana; ca 10 km Sw of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa). Along small, intermittent stream in 25 m tall forest. Small pools of water present at end of dry season.","900.00000000",NA,NA,NA,NA,"G.Carnevali (MO)","Bolívar",NA,"-61.05","5.31666","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","88-20"
"91","2008-05-27 22:02:00-03","MO","MOBOT","672043","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Ronald L. Liesner","Liesner 23570","1988","4","21","South America","Venezuela","Gran Sabana; ca 10 km SW of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa).","900.00000000",NA,NA,NA,NA,"G.Carnevali & I.Ramirez (FVG 2003)","Bolívar",NA,"-61.05","5.31666","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","88-13"
"92","2008-05-27 22:02:00-03","MO","MOBOT","674186","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Ronald L. Liesner|Franciso Delascio C.","Liesner 22017","1987","10","16","South America","Venezuela","RIO NEGRO: Cerro Aracamuni, summit. Popa camp. Savanna with small to large patches of forest and stream.","1550.00000000",NA,NA,NA,NA,"Germán Carnevali","Amazonas",NA,"-65.78333","1.43333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","87-37"
"93","2013-10-05 06:32:00-03","MO","MOBOT","677069","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","H. van der Werff|Ángel C. González","van der Werff 5085","1983","7","8","South America","Venezuela","Distr. Uribante. In forest along road from La Siberia to entrance to Las Cuevas Represa - evergreen forest, with much bamboo and Scleria secans. Elev. 1100 m. Also in roadside.","1100.00000000",NA,NA,NA,NA,"Eric A. Christenson, Aug","Táchira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","83-11"
"94","2008-05-27 22:02:00-03","MO","MOBOT","678949","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Ronald L. Liesner|Germán Carnevali","Liesner 22572","1987","10","28","South America","Venezuela","RIO NEGRO: Cerro Aracamuni, summit. Proa camp. Medium height, semi-open forest.","1400.00000000",NA,NA,NA,NA,"G.Carnevali & I.Ramirez (FVG 2003)","Amazonas",NA,"-65.81666","1.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","87-50"
"95","2020-03-20 07:56:00-03","MO","MOBOT","101187966","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","prancei","Epidendrum prancei","Hágsater & L. Sánchez","Ghillean T. Prance|David G. Campbell|J.C. Ongley|José F. Ramos|O.P. Monteiro","Prance 20769","1974","3","20","South America","Brazil","Manaus–Porto Velho Highway, km 230",NA,NA,NA,NA,NA,"fide Hágsater","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"96","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","22183","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb. Rodr.","Eric de Camargo Smidt",NA,NA,NA,NA,"América do Sul","Brasil","Ilha Anchieta",NA,NA,"Restinga;",NA,NA,"Eric de Camargo Smidt","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto","Liliopsida",NA,NA,NA,NA
"97","2020-08-31 09:19:31-03","INPA","INPA","274408","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pessoa, EM","1132","2013","05","09","Southern America","Brasil","Campus da UNIFAP",NA,NA,NA,"INPA0274408",NA,"Pessoa, EM","Amapá","Macapá","-51.117778","0.618519",NA,"2013","-51.117778","0.618519","05",NA,NA,NA,NA,NA,NA,NA,NA
