"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","eventTime","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"52","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951601","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Miers",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951601' target='other'> <mi>dwc_moreinfo</mi></a>","P03951601","P03951601_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3715",NA
"53","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951602","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951602' target='other'> <mi>dwc_moreinfo</mi></a>","P03951602","P03951602_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951604","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Glaziou, A.",NA,"1869","7","2",NA,"Brasil","Minas Gerais",NA,"Brésil (Minas) F. de Sta. Anna.",NA,NA,"hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951604' target='other'> <mi>dwc_moreinfo</mi></a>","P03951604","P03951604_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3637",NA
"55","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951606","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Blanchet",NA,"1845","1","1",NA,"Brasil","Bahia",NA,"Moritiba",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951606' target='other'> <mi>dwc_moreinfo</mi></a>","P03951606","P03951606_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3704",NA
"56","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951593","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Bois de Copa Cabana","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951593' target='other'> <mi>dwc_moreinfo</mi></a>","P03951593","P03951593_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"57","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951607","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Glaziou",NA,"1878","10","8",NA,"Brasil","Rio de Janeiro","Niterói","Jurujuba","-43.1035995483398","-22.88330078125","hb","Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951607' target='other'> <mi>dwc_moreinfo</mi></a>","P03951607","P03951607_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"14785","auto",NA,NA,NA,NA,NA,"8222",NA
"58","2020-10-01 14:16:20-03","JBB","HEPH","10296","S","Plantae","Dicotyledon","Ericales","Primulaceae","Clavija","spinosa","Clavija spinosa","Bucci, FFB","Ramos, AE","895","1994","09","05","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado Alto do Córrego Água Branca do Lajeado","-47.85","-15.866667",NA,NA,NA,NA,"(Vell.) Mez","1994",NA,NA,NA,NA,NA,NA,NA,NA,"1020","1020","-47.85","-15.866667",NA,NA
"59","2020-10-01 14:16:20-03","JBB","HEPH","9259","S","Plantae","Dicotyledon","Ericales","Primulaceae","Clavija","spinosa","Clavija spinosa","Bucci, FFB","Ramos, AE","639","1994","04","13","Southern America","Brasil","Tocantins","Palmas","Próximo ao Córrego Taquarussu Grande","-48.216667","-10.283333",NA,NA,NA,NA,"(Vell.) Mez","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.216667","-10.283333",NA,NA
"60","2020-12-11 11:40:27-03","UFMG","BHCB","78200","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5219","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Barra de Jatiboca, Fazenda do Stuhr","-40.875301361084","-19.8738994598389",NA,"Mata pluvial, vale entre morros. Arbusto, ca. 1.2 m, folhas cartáceas, frutos imaturos verdes",NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,"23320","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:40:27-03","UFMG","BHCB","7301","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Andrade, PM de; et al.","681","1985","09","04","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,"Mata atlântica secundária;arbusto;flores alaranjadas masculinas;femininas idem-PM749",NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:21:55-03","UFPR","UPCB","70717","PreservedSpecimen","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"Leoni, B.S.","7655","2010","05",NA,NA,"Brasil","Rio de Janeiro","Natividade","RPPN. Vegetação alterada.","-41.9733009338379","-21.042200088501",NA,"Subarbustiva, ereta, lenhosa, ca. 80cm a 1,5m de altura; frutos maduros de cor amarela..",NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA
"63","2013-08-23 04:12:00-03","MO","MOBOT","3355359","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Bertil Stahl","Dimitri Sucre","Sucre 5120","1969",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Itaipu, formacao arbustiva semixerofita em morro de solo argiloso com aflormaneto de granito.",NA,NA,NA,NA,NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-01-14 08:19:00-02","MO","MOBOT","3355479","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Gunnar harling","Anonymous","Anonymous s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","2011-03-22 12:00:00-03","MO","MOBOT","3356433","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Ronald Liesner","Ludwig Riedel","Riedel 880","1824",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","35245",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","L. Kollmann/15-12-2007","L. Kollmann; M. Simonelli, L. Magnago e V. Mansano","10169","2007","12","15",NA,"Brasil","Espírito Santo","Pinheiros",NA,"-40.2132987976074","-18.3703002929688",NA,"Arbusto 3m na sombra .","MBML035245",NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,"28525","auto",NA,"130","130",NA,NA,NA,NA
"67","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","35790",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","L. Kollmann/29-01-2008","L. Kollmann; L. Magnago","10507","2008","01","29",NA,"Brasil","Espírito Santo","Pinheiros",NA,"-40.2132987976074","-18.3703002929688",NA,"Arbusto 2m na sombra, frutos amarelos.","MBML035790",NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,"28525","auto",NA,"130","130",NA,NA,NA,NA
"68","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","410",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"B. Weinberg","333","1980","09","30",NA,"Brasil","Espírito Santo","Guarapari","Setiba I","-40.426389","-20.626944",NA,"Psamófita, umbrófila, + ou - 60cm de altura, flores alaranjadas.","MBML000410",NA,"(Vell.) Mez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W25'35","20S37'37",NA,NA
"69","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","454",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"B. Weinberg","328","1984","09","30",NA,"Brasil","Espírito Santo","Guarapari","Setiba I","-40.426389","-20.626944",NA,"Psamófita, heliófila, flores alaranjadas, na natureza à sombra de outras plantas.","MBML000454",NA,"(Vell.) Mez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W25'35","20S37'37",NA,NA
"70","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","455",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"B. Weinberg","358","1984","09","30",NA,"Brasil","Espírito Santo","Guarapari","Setiba I","-40.426389","-20.626944",NA,"com + ou - 80 cm de altura, psamófita, umbrófila, flores alaranjadas.","MBML000455",NA,"(Vell.) Mez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W25'35","20S37'37",NA,NA
"71","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","45724",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"A. M. Assis; A. M. Vago & J. Santos","3235","2012","07","01",NA,"Brasil","Espírito Santo","Cariacica","PNM Monte Mochuara - trilha na vertente para Sertão Velho - vegetação preservada","-40.442194","-20.297861",NA,"Subarbusto 1m; frutos laranjas. Floresta em estagio avançado de regeneraçao","MBML045724",NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"350","350","40W26'31,9","20S17'52,3",NA,NA
"72","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","5057",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"B. Weinberg; et al","714","1984","10","12",NA,"Brasil","Espírito Santo","Vitória","Camburi","-40.282778","-20.275833",NA,NA,"MBML005057",NA,"(Vell.) Mez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W16'58","20S16'33",NA,NA
"73","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","5092",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"B. Weinberg; et al","713","1984","10","12",NA,"Brasil","Espírito Santo","Vitória","Camburi","-40.282778","-20.275833",NA,"Ornamental.","MBML005092",NA,"(Vell.) Mez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W16'58","20S16'33",NA,NA
"74","2020-07-10 09:49:33-03","MBML","MBML-HERBARIO","41757",NA,"Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"A. M. Assis","1893","2008","12","04",NA,"Brasil","Espírito Santo","Colatina","Prop. Manoel (Neco) Zani - Cascatinha do Pancas","-40.203944","-19.403444",NA,"Planta 2 m. Frutos verdes. Floresta Estacional Semidecidual - estagio avançado de regeneração.","MBML041757",NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W12'14,2","19S24'12,4",NA,NA
"75","2020-07-15 14:43:35-03","UNESP-RC","HRCB","65022","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Grupo Verde",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha dos Três Picos.","-44.606444","-22.431667",NA,NA,NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"044°36'23.2W","22°25'54,0S",NA,NA
"76","2021-03-25 12:04:04-03","UENF","HUENF","5359","PreservedSpecimen","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","Braga, J.M.A.","Mauad, L.P.; Souza, T.P. , Areias, I.O.R.","77","2009","12","01",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro Itaoca","-41.448056","-21.797222",NA,"Arbusto, fruto cor verde, susbtrato com muita serrapilheira e local cm muitas lagartas","HUENF00005362",NA,NA,"2010","05",NA,"05",NA,NA,NA,NA,NA,"201","201","41º26'53''W","21º47'50''S",NA,NA
"77","2021-03-25 12:04:04-03","UENF","HUENF","5360","PreservedSpecimen","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","Braga, J.M.A.","Mauad, L.P.; Souza, T.P. , Areias, I.O.R.","78","2009","12","01",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro Itaoca","-41.448056","-21.797222",NA,"Arbusto, substrato com muita serrapilheira e local com muitas lagartas","HUENF00005363",NA,NA,"2010","05",NA,"05",NA,NA,NA,NA,NA,"201","201","41º26'53''W","21º47'50''S",NA,NA
"78","2021-03-25 12:04:04-03","UENF","HUENF","148","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Braga, J.M.A.","Mauad, L.P.; Souza, T.P.","77","2009","12","01",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro do Itaoca.","-41.448056","-21.797222",NA,"Arbusto, fruto cor verde, susbtrato com muita serrapilheira e local cm muitas lagartas","CARP00010633",NA,"(Vell.) Mez","2010","05",NA,"05",NA,NA,NA,NA,NA,"201","201","41º26'53''W","21º47'50''S",NA,NA
"79","2020-09-12 05:00:02-03","US","US","2710672","PreservedSpecimen","Plantae",NA,"Primulales","Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"T. C. Plowman & D. Sucre","2820/5120","1969","5","27","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Itaipu: cerro cerca a la playa de Itaipu.",NA,NA,NA,NA,"US03108086","US03108086_01","(Vell.) Mez",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","483553","PreservedSpecimen","Plantae",NA,"Primulales","Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"A. F. M. Glaziou","5929",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Brésil. Rio Janeiro.",NA,NA,NA,NA,"US03108087","US03108087_01","(Vell.) Mez",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"81","2019-11-13 11:29:27-03","USP","SPF","202546","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Pirani, JR","Pirani, JR","6221","2011","01","24",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional de Pacotuba","-41.293167","-20.738639",NA,NA,"SPF00202546",NA,"(Vell.) Mez","2011",NA,NA,NA,NA,NA,NA,NA,NA,"97","97","-41.293167","-20.738639",NA,NA
"82","2019-11-13 11:29:27-03","USP","SPF","204754","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Goldenberg, R","Fontana, AP","5226","2008","05","09",NA,"Brasil","Espírito Santo","Nova Venécia",NA,"-40.433333","-18.75",NA,NA,"SPF00204754",NA,"(Vell.) Mez","2009",NA,NA,NA,NA,NA,NA,NA,NA,"187","187","-40.433333","-18.75",NA,NA
"83","2021-03-15 18:29:34-03","USP","SPF","219547","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Antar, GM","El Ottra, JHL","86","2010","10","09",NA,"Brasil","Rio de Janeiro","Niterói","Parque Estadual da Serra da Tiririca, Trilha para o Alto Mourão.","-43.022444","-22.970306",NA,"Arbusto ca. 1,5 m. Folhas discolores. Botões de cor laranja.; Mata Atlântica de encosta.","SPF00219547",NA,"(Vell.) Mez","2016","04",NA,NA,NA,NA,NA,NA,NA,"303","303","-43.022444","-22.970306",NA,NA
"84","2019-10-07 09:12:47-03","UEFS","HUEFS","149342","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Clavija","spinosa","Clavija spinosa","M.Groppo","Cardoso, D.","2432","2009","03","28",NA,"Brasil","Minas Gerais","Salto da Divisa","7 Km E de Salta da Divisa na estrada em direção a BR-101, dobra ao sul entrando na Fazenda Ensoado e segue até um remanescente de mata antes do mata-burro.","-39.527778","-15.872222",NA,"Floresta semidecídua.","HUEFS0149342","HUEFS0149342","(Vell.) Mez","2013","05","Asteranae",NA,NA,NA,NA,NA,NA,"179","179","39W31'40''","15S52'20''",NA,NA
"85","2019-10-07 09:12:47-03","UEFS","HUEFS","176600","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Fontana, A.P.","5226","2008","05","09",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo, Santuário Mãe Peregrina.","-40.433333","-18.75",NA,"Floresta Estacional Semidecidual.","HUEFS0176600","HUEFS0176600","(Vell.) Mez",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,"187","187","40W26'0''","18S45'0''",NA,NA
"86","2019-09-04 18:19:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Theophrastaceae","Clavija","schwackeana","Clavija schwackeana",NA,"C. A. W. Schwacke","14861",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2018-04-04 16:25:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","RRC ID Flag","T. Plowman","2820",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2820",NA
"88","2020-07-23 12:23:47-03","CEPLAC","CEPEC","29146","PreservedSpecimen","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","B. Stahl","D. Sucre","1471","1991","02","02",NA,"Brasil","Espírito Santo","VITÓRIA","Morro do Vigia.","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1989","15291","auto",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 15:08:26-03","UnB","UB","157711","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Belém, RP; Magalhães, M","933","1965","04","25","Southern America","Brasil","Bahia","Ubaitaba","Rodovia Ubaitaba-Lages, 8km de Ubaitaba.","-39.323299407959","-14.3125",NA,"Planta de 1m; flores amarelo-claro; estames esbranquiçados.; Mata virgem e pedregosa.",NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,"27575","auto",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-05 18:39:19-03","UFMT","UFMT","10291","S","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","Rizzini, C.M.","Rizzini, C.M.; et al.","73","1982","10","16",NA,"Brasil","Rio de Janeiro","Bom Jesus de Itabapoana","Fazenda São Jorge.",NA,NA,NA,"Subarbusto (+/- 1,5m de altura), flores e frutos amarelos.; Mata leste.",NA,NA,"(Vell.) Mez","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2014-09-23 10:59:19-03","G","G","G00357510","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Ståhl, B.","Riedel, L. & B. Luschnath","880",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00357510",NA,"(Vell.) Mez","1988","01",NA,"01","ISOLECTOTYPUS of Clavija riedeliana Regel",NA,NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,NA
