"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","previousCatalogNumber"
"19","2020-12-11 11:33:16-03","UFMG","BHCB","18181","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Inácia, A","s.n.","1990","Southern America","Brasil","Serra do Cipó.",NA,"Subarbusto. Folha revestida de pelos; Campo rupestre","BHCB019964",NA,"05","19","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:33:16-03","UFMG","BHCB","54615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Barreto, HLM","3976","1933","Southern America","Brasil","Serra do Cipó. Palácio, Km 128",NA,"Frequência regular. Arbusto, 0,5m; Campo","BHCB017174",NA,"08","06","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA
"21","2009-12-04 16:33:00-02","MO","MOBOT","3350937","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Gert G. Hatschbach|V. Nicolack","Hatschbach 53021","1989","South America","Brazil","Estribo Bandirinha (mun. Diamantina).",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"H. E. Robinson",NA,NA,NA,NA,NA,"1350.00000000",NA,NA,NA,NA
"22","2019-06-10 10:10:19-03","FZB-BH","BHZB","8673","S","Plantae",NA,NA,"Asteraceae","Mikania Cf.","itambana","Mikania Cf. itambana",NA,NA,"Andrade, I.R. et al.","439","2012",NA,"Brasil","RPPN Brumas do Espinhaço e Ermo dos Gerais, Pico Ermo Açu",NA,"Ponto 105 635291 7894912 1478m. Duplicata doada para SPF.e HUFU Mikania reticulata Gardner ,segundo Jimi Nakjima em 02/2013",NA,NA,"05","16","MG","Santana do Riacho","-43.714444","-19.034167",NA,NA,"C.T. Oliveira","2013","05",NA,"43W 42' 52","19S 02' 03","1478","1478",NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","3398475","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"M. B. Foster & M. Barreto","10889","1940","South America - Neotropics","Brazil","Campo com casalho, Serra do Cipó K. 145 - estrada de Conceição, Muncipio Jaboticatubas",NA,NA,"US01673540","US01673540_01","7","12","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"24","2020-09-12 05:00:02-03","US","US","3128503","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"G. Hatschbach & V. Nicolack","53021","1989","South America - Neotropics","Brazil","Estribo bandeirinha (mun. Diamantina)",NA,NA,"US01673541","US01673541_01","5","21","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1350",NA,"Dicotyledonae","1",NA
"25","2021-03-15 18:25:32-03","USP","SPF","218132","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Pena, MA","392","2007",NA,"Brasil","Serra do Cipó, Km 113 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à Pedra do Elefante.",NA,"Arbusto. Ramos pilosos, os mais novos ferrugíneos. Flores brancas.","SPF00218132",NA,"07","08","Minas Gerais","Santana do Riacho","-43.560833","-19.456389",NA,NA,"Pena, MA","2009",NA,NA,"-43.560833","-19.456389","1226","1226",NA,NA,NA
"26","2019-11-13 11:16:27-03","USP","SPF","217082","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Silva, AP","419","2012",NA,"Brasil",NA,NA,NA,"SPF00217082",NA,"04","17","Minas Gerais","Buenópolis","-43.811667","-17.91",NA,NA,"Anônimo",NA,NA,NA,"-43.811667","-17.91","1289","1289",NA,NA,NA
"27","2021-03-15 18:25:32-03","USP","SPF","218101","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Pena, MA","272","2007",NA,"Brasil","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.",NA,"Ca. 80 cm alt. Capítulos alvos.","SPF00218101",NA,"05","31","Minas Gerais","Santana do Riacho","-43.587778","-19.289444",NA,NA,"Pena, MA","2009",NA,NA,"-43.587778","-19.289444","1206","1206",NA,NA,NA
"28","2021-03-15 18:25:32-03","USP","SPF","218107","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Pena, MA","215","2007",NA,"Brasil","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.",NA,"Folhas tricomatosas, capítulos alvos.","SPF00218107",NA,"05","29","Minas Gerais","Santana do Riacho","-43.550556","-19.261389",NA,NA,"Pena, MA","2009",NA,NA,"-43.550556","-19.261389","1326","1326",NA,NA,NA
"29","2021-03-15 18:25:32-03","USP","SPF","218115","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Pena, MA","112","2007",NA,"Brasil","Serra do Cipó, Km 118 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à estátua do Juquinha.",NA,"Erva ereta ca. 1,5 m alt. Folhas discolores, pilosas. Pétalas brancas, sépalas verdes.","SPF00218115",NA,"05","29","Minas Gerais","Santana do Riacho","-43.551944","-19.261111",NA,NA,"Pena, MA","2009",NA,NA,"-43.551944","-19.261111","1370","1370",NA,NA,NA
"30","2021-03-15 18:25:32-03","USP","SPF","218117","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Pena, MA","186","2007",NA,"Brasil","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, lado direito, sentido Morro do Pilar.",NA,"Subarbusto, folhas discolores. Capítulos branco pálido.","SPF00218117",NA,"05","30","Minas Gerais","Morro do Pilar","-43.511667","-19.247222",NA,NA,"Pena, MA","2009",NA,NA,"-43.511667","-19.247222","1280","1280",NA,NA,NA
"31","2021-03-15 18:25:32-03","USP","SPF","218138","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Pena, MA","450","2007",NA,"Brasil","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.",NA,"Erva ereta. Ramo ferrugíneo. Brácteas verdes. Flores tubulosas brancas.","SPF00218138",NA,"07","08","Minas Gerais","Santana do Riacho","-43.588333","-19.284444",NA,NA,"Pena, MA","2009",NA,NA,"-43.588333","-19.284444","1260","1260",NA,NA,NA
"32","2021-03-15 18:25:32-03","USP","SPF","218688","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Pena, MA","414","2007",NA,"Brasil","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.",NA,"Arbusto. Ramos novos ferrugíneos. Cálice verde-ferrugíneo. Papus branca.","SPF00218688",NA,"07","08","Minas Gerais","Santana do Riacho","-43.550556","-19.261389",NA,NA,"Oliveira, CT","2016","01",NA,"-43.550556","-19.261389","1326","1326",NA,NA,NA
"33","2019-11-13 11:16:27-03","USP","SPF","217070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Andrade, IR","439","2012",NA,"Brasil",NA,NA,NA,"SPF00217070",NA,"05","16","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto","Oliveira, CT","2013","04",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-07 09:11:43-03","UEFS","HUEFS","192839","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Quaresma, A.S.","172","2011",NA,"Brasil","Parque Estadual do Rio Preto. Trilha para a Vargem Estrela, acima da casa de hóspede.",NA,"Campo rupestre.","HUEFS0192839","HUEFS0192839","06","24","Minas Gerais","São Gonçalo do Rio Preto","-43.364722","-18.105833",NA,NA,NA,NA,NA,NA,"43W21'53''","18S6'21''","1114","1114","Asteranae",NA,NA
"35","2019-10-07 09:11:43-03","UEFS","HUEFS","193086","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Quaresma, A.S.","419","2012",NA,"Brasil","Parna Sempre Vivas. Estrada do acampamento para Curimataí.",NA,"Campo rupestre.","HUEFS0193086","HUEFS0193086","04","17","Minas Gerais","Buenópolis","-43.811667","-17.91",NA,NA,"C.T.Oliveira","2015",NA,NA,"43W48'42''","17S54'36''","1289","1289","Asteranae",NA,NA
"36","2019-10-07 09:11:43-03","UEFS","HUEFS","192962","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Quaresma, A.S.","295","2011",NA,"Brasil","Parna Sempre Vivas",NA,"Cerrado. Solo encharcado.","HUEFS0192962","HUEFS0192962","12","16","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA,NA,NA,"1249","1249","Asteranae",NA,NA
"37","2016-08-23 10:58:53-03","NHMLondon","NHM-LONDON-BOT","BM001009379","S","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner","Isotype","George Gardner; b.1812; d.1849; Gardner","4869","1840",NA,"Brasil",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/0a5ab9225c1bdabfadfdec9de1f6c094b438ca93/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"08",NA,"Minas Gerais",NA,"-44.096503","-19.690239",NA,NA,"Walter C. Holmes; b.1944; W.C.Holmes","1982",NA,NA,"-44.096503","-19.690239",NA,NA,NA,NA,"NHMUK:ecatalogue:608427"
"38","2019-05-06 11:53:45-03","UFU","HUFU","69618","S","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Contro, F.L.; Marques, D.","34","2014",NA,"Brasil","Serra do Cipó, Estrada para Conceição do Mato Dentro, aproximadamente Km 120, trilha ao lado direito da rodovia.",NA,"Arvoreta, 1 m alt. Brácteas involucrais verdes, pápus alvo.; Campo rupestre.","HUFU00070648","HUFU00070648","12","18","Minas Gerais","Santana do Riacho","-43.519167","-19.256944",NA,NA,"Contro, F.L.","2015","07",NA,"-43.519167","-19.256944",NA,NA,NA,NA,NA
"39","2019-05-06 11:53:45-03","UFU","HUFU","70701","S","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","87","2015",NA,"Brasil","Serra do cipó, Estrada para Conceicao do Mato Dentro, aprox. Km 123.",NA,"Arbusto, 1m altura. Bracteas involucrais verdes, corola e ramos do estilete brancos.; Campo rupestre.","HUFU00070501",NA,"06","30","Minas Gerais",NA,"-43.501944","-19.223889",NA,NA,NA,"2015","11",NA,"-43.501944","-19.223889","1342","1342",NA,NA,NA
"40","2019-05-06 11:53:45-03","UFU","HUFU","70715","S","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","101","2015",NA,"Brasil","Serra do cipó, Estrada para Conceicao do Mato Dentro, proximo ao trevo para Morro do Pilar.",NA,"Arbusto, 0,7m altura. Bracteas invoucrais verdes com apice avermelhado, corola e ramos do estilete brancos.; Campo rupestre e campo limpo umido.","HUFU00070647","HUFU00070647","07","01","Minas Gerais",NA,"-43.505556","-19.226111",NA,NA,"Contro, F.L.","2015","08",NA,"-43.505556","-19.226111","1354","1354",NA,NA,NA
"41","2019-05-06 11:53:45-03","UFU","HUFU","70768","S","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","154","2015",NA,"Brasil","Serra do cipó, RPPN Brumas do Espinhaco, estrada para a sede a aprox. 400m da porteira.",NA,"Arbusto, 1m altura. Bracteas involucrais verdes, corola e ramos do estilete brancos.; Campo rupestre.","HUFU00070649","HUFU00070649","07","03","Minas Gerais",NA,"-43.706944","-19.064722",NA,NA,"Contro, F.L.","2015","09",NA,"-43.706944","-19.064722","1174","1174",NA,NA,NA
"42","2019-05-06 11:53:45-03","UFU","HUFU","56632","S","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Souza, V.C.; Capellari-Júnior, L.; Souza, J.P. & Scalon, V.R.","11727","1996",NA,"Brasil","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro, próximo a bifurcação para Morro do Pilar.",NA,"Subarbusto, ca. 0,4 m. Capítulos alvos.; Campo rupestre.","HUFU00070646","HUFU00070646","07","05","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto","Contro, F.L.","2015","10",NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","itambana","Mikania itambana","Gardner",NA,"Gardner, G","4869",NA,"Southern America","Brazil","Habitat prov. Minas Geraes in campis ad Itambe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:36:40-03","UFRGS","ICN","165679","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","itambana","Mikania itambana","Garner",NA,"Hatschbach, G; et al.","73610","2002","América do Sul","Brasil","Serra do Cabral entre rios Embalassaia e o Rio Preto",NA,"doação MBM; ereta, 1,5m; solo arenoso, campo rupestre",NA,NA,"08","18","MG","Joaquim Felício","-44.1721992492676","-17.7574996948242","37503","auto","Holmes, WC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
