"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","preparationType","previousCatalogNumber","barcode","order","minimumElevationInMeters","imagecode","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","infraspecificEpithet"
"129","2021-03-15 16:37:00-03","NY","NYBG","3823480","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. Sagástegui A.","Peru","Cajamarca","Contumazá","Pampa de La Sal",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103543' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10743","1983","06","27","South America","sheet",NA,"NY03823480","Polypodiales","3500","NY03823480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","3823559","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"I. Jiménez-Pérez","Bolivia","Cochabamba","Ayopaya","Comunidad Pampa Grande, sendero a Incacasani Grande","-66.47","-16.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103622' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1686","2002","09","18","South America","sheet",NA,"NY03823559","Polypodiales","3200","NY03823559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-15 16:37:00-03","NY","NYBG","3823560","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"R. Núñez C.","Bolivia","Santa Cruz","Manuel María Caballero","Bosque Yungueño. 1.5 km al SE de la comunidad de Siberia","-64.7333","-17.8367",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103623' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"23","2002","11","29","South America","sheet",NA,"NY03823560","Polypodiales","2970","NY03823560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 16:37:00-03","NY","NYBG","3823569","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"R. Núñez C.","Bolivia","Santa Cruz","Manuel María Caballero","Bosque Yungueño","-64.7014","-17.8369",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103632' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"596","2004","03","26","South America","sheet",NA,"NY03823569","Polypodiales","2461","NY03823569_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 16:37:00-03","NY","NYBG","02696868","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","obliquatum","Elaphoglossum obliquatum","Christ",NA,NA,NA,NA,"F. B. Matos","Brazil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pico da Pedra Branca.","-46.3714","-21.9733",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2974391' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2231","2013","02","13","South America","sheet",NA,"NY02696868","Polypodiales","1575","NY02696868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 16:37:00-03","NY","NYBG","3825094","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore",NA,NA,NA,NA,"H. H. Smith","Colombia",NA,NA,"Santa Marta. Sierra de Onaca.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4107665' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2464","1898","08","26","South America","sheet",NA,"NY03825094","Polypodiales","1981","NY03825094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2016-09-29 23:46:00-03","NY","NYBG","871502","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum",NA,"A. Vasco",NA,NA,NA,"A. Vasco | T. Morales | J. Mostacero","Venezuela","Aragua",NA,"Carretera Los Anaucos/Costa de Maya- Colonia Tovar. Monumento Natural Pico Codazzi.","-67.34053","10.39381",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177990' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"849","2008","06","09","South America","sheet",NA,"NY00871502","Polypodiales","2189","NY00871502_01","2189",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","03825089","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore",NA,NA,NA,NA,"O. G. Martínez","Argentina","Jujuy","Ledesma","Dpto. Ledesma. Pque. Nac. Calilegua.","-64.89","-23.68",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4107660' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1978","2010","08","24","South America","sheet",NA,"NY03825089","Polypodiales","1602","NY03825089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-15 16:37:00-03","NY","NYBG","3825093","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore",NA,NA,NA,NA,"H. H. Smith","Colombia",NA,NA,"Santa Marta. Sierra de Onaca.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4107664' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2464","1898","08","26","South America","sheet",NA,"NY03825093","Polypodiales","1981","NY03825093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","02597119","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore",NA,NA,NA,NA,"M. Wacket","Brazil","São Paulo",NA,"Rio Grande.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870701' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"146","1905","05",NA,"South America","sheet",NA,"NY02597119","Polypodiales",NA,"NY02597119_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2016-09-29 19:01:00-03","NY","NYBG","809734","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum",NA,NA,NA,NA,NA,"C. Spannagel","Brazil","Santa Catarina","Lages","Lages","-50.3258","-27.8161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808987' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"92","1905","05",NA,"South America","sheet",NA,"NY00809734","Polypodiales",NA,"NY00809734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","809735","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore",NA,NA,NA,NA,"M. L. Grant","Colombia","Cauca",NA,"Five kilometers east of Timbío, Station 101",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808988' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10656","1944","12","29","South America","sheet",NA,"NY00809735","Polypodiales","2050","NY00809735_01","2050",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 16:37:00-03","NY","NYBG","809732","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore","A. C. Brade",NA,NA,NA,"A. C. Brade","Brazil","Rio de Janeiro",NA,"Flora da Serra dos Orgaos, Rio Paquequer",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808985' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"16473","1940","07","17","South America","sheet",NA,"NY00809732","Polypodiales","1000","NY00809732_01","1000",NA,NA,NA,NA,NA,NA,NA,NA
"142","2016-09-29 19:01:00-03","NY","NYBG","809730","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum",NA,NA,NA,NA,NA,"C. Spannagel","Brazil","Santa Catarina","Lages","Lages","-50.3258","-27.8161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808982' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"87","1905",NA,NA,"South America","sheet",NA,"NY00809730","Polypodiales",NA,"NY00809730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-15 16:37:00-03","NY","NYBG","02597118","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore",NA,NA,NA,NA,"A. Salino","Brazil","Minas Gerais","Diamantina","Gruta do Salitre.","-43.6003","-18.2494",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870700' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1572","1992","12","09","South America","sheet",NA,"NY02597118","Polypodiales",NA,"NY02597118_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","3825090","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore",NA,NA,NA,NA,"Collector unknown","Colombia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4107661' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"B.T.1219",NA,NA,NA,"South America","sheet",NA,"NY03825090","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","809731","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore","A. C. Brade",NA,NA,NA,"A. C. Brade","Brazil","Rio de Janeiro","Itatiaia","Pedra do Echo","-44.5631","-22.4961",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808984' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"15530","1937","03",NA,"South America","sheet",NA,"NY00809731","Polypodiales","2400","NY00809731_01","2400",NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","809733","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch ex Kuhn) T.Moore",NA,NA,NA,NA,"J. E. Leite","Brazil","Rio Grande do Sul",NA,"São Salvador",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808986' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1938","1943","01",NA,"South America","sheet",NA,"NY00809733","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2016-09-29 23:45:00-03","NY","NYBG","871532","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum",NA,"A. Vasco",NA,NA,NA,"A. Vasco | A. Fernandez | F. A. Michelangeli | J. Mostacero","Venezuela","Mérida",NA,"Carretera Bailadores-La Grita, via Páramo La Negra, Km 14. Subpáramo, colecciones a borde de carretera","-71.8744","8.2253",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1163388' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"803","2008","05","29","South America","sheet",NA,"NY00871532","Polypodiales","2595","NY00871532_01","2595",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-13 09:19:33-03","UFRJ","RFA","43041","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore","A.C.R. Cruz","2018","09","25","A.C.R. Cruz; L.A.Q. Ferreira","Brasil","Rio de Janeiro","Itatiaia","Base das Prateleiras, entre a Pedra da Maçã e Pedra da Tartaruga. Campo de altitude, próximo a Pedra da Maçã. Parque Nacional do Itatiaia","-44.668056","-22.399167",NA,NA,"Habitat: A sombra da Pedra da Maçã. Habito: Rupícola",NA,"s.n.","2018","09","21",NA,NA,NA,"RFA42839",NA,"2427",NA,"2427","44º40'5''W","22º23'57''S",NA,NA,NA,NA,NA,NA
"149","2021-04-08 20:48:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05341","S","Plantae","Tracheophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) Moore","Silvestre, L.S.",NA,NA,NA,"Máximo F. Morel","Brasil","Rio de Janeiro","Parna Itatiaia","estrada para A. Negras",NA,NA,NA,NA,"GEOGRAFIA: entre rochas;",NA,"120","1990","02","11","América do Sul",NA,NA,NA,"Polypodiales",NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA
"150","2021-04-08 20:48:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03504","S","Plantae","Tracheophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) Moore","P.G. Windisch",NA,NA,NA,"B. Ollgaard et Windisch","Brasil","Rio de Janeiro","Itatiaia","parque nacional","-44.5633010864258","-22.4960994720459","19648",NA,"GEOGRAFIA: parque nacional do Itatiaia;","auto","048","1970","02","05","América do Sul",NA,NA,NA,"Polypodiales",NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA
"151","2019-12-04 15:26:12-03","PUCPR","HUCP","18413","S","Plantae","Monilofita","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch. ex Kuhn) T. Moore","Kersten, RA","2007","10","30","Kersten, RA","Brasil","Paraná","Morretes","Serra da Graciosa","-48.834400177002","-25.476900100708","30514",NA,NA,"auto","1186","2007","07","10",NA,NA,NA,"HUCP00000630",NA,NA,"HUCP00000630",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-12-04 15:26:12-03","PUCPR","HUCP","21470","S","Plantae","Monilofita","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch. ex Kuhn) T. Moore","Michelon, C","2010","08","02","Miyaburnro, A; Salvati, R","Brasil","Paraná","Morretes","Serra do Mar","-48.834400177002","-25.476900100708","30514",NA,NA,"auto","038/038","2009","12","14",NA,NA,NA,"HUCP00000709",NA,NA,"HUCP00000709",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-12-04 15:26:12-03","PUCPR","HUCP","20903","S","Plantae","Monilofita","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch. ex Kuhn) T. Moore","Michelon, C","2009","11","09","Michelon, C; Selusniaki, M; Kersten, RA","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895","12577",NA,"Local com alta incidência de luz.","auto","621","2009","11","06",NA,NA,NA,"HUCP00000492",NA,NA,"HUCP00000492",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-12-04 15:26:12-03","PUCPR","HUCP","20859","S","Plantae","Monilofita","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Klotzsch. ex Kuhn) T. Moore","Michelon, C","2009","10","20","Michelon, C","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895","12577",NA,"Abundante ao longo da trilha.","auto","358","2008","11","22",NA,NA,NA,"HUCP00000488",NA,"1150","HUCP00000488","1150",NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-10-09 11:25:56-03","UFBA","ALCB","97222","PreservedSpecimen","Plantae","Fern","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore","Matos, FB","2010","05",NA,"Silva, JM; Cordeiro, J","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada para o Pico das Agulhas Negras","-44.5633010864258","-22.4960994720459","19648",NA,"sobre barrancos.","auto","7532","2010","03","13","Southern America",NA,NA,"ALCB001670",NA,NA,"ALCB001670",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-10-09 11:25:56-03","UFBA","ALCB","97223","PreservedSpecimen","Plantae","Fern","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore","Matos, FB","2010","05",NA,"Silva, JM; Cordeiro, J","Brasil","Minas Gerais","Alto Caparaó","Parque nacional do Caparaó, Trilha de Tronqueira ao Pico da bandeira.","-41.8683013916016","-20.4333000183105","21645",NA,"sobre paredões rochosos.","auto","7442","2010","03","09","Southern America",NA,NA,"ALCB001671",NA,NA,"ALCB001671",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544323","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fee.) T.Moore",NA,NA,NA,NA,"Sleumer HO","Argentina",NA,NA,"Catumarca, Dep. Andagalá, Cumbus del Jucnlo, Quedradites.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544323 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1952","02","08","Southern America",NA,NA,"NL-L3544323","Polypodiales",NA,"NL-L3544323",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"158","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544324","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fee.) T.Moore",NA,NA,NA,NA,"Hatschbach GG","Brazil",NA,NA,"Pico Caratuva (Mun. Camp. Gde. Sul) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1968","02","08","Southern America",NA,NA,"NL-L3544324","Polypodiales",NA,"NL-L3544324",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"159","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544326","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fee.) T.Moore",NA,NA,NA,NA,"Fiebrig K","Bolivia",NA,NA,"Pinos bei Tarija.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544326 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1904","03","10","Southern America",NA,NA,"NL-L3544326","Polypodiales",NA,"NL-L3544326",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"160","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021219","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fee.) T.Moore",NA,NA,NA,NA,"Fiebrig K","Bolivia",NA,NA,"Austro-bolivienses, Pinos bei Tarija.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021219 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1904","03","10","Southern America",NA,NA,"NL-U1021219","Polypodiales",NA,"NL-U1021219",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"161","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021415","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fee.) T.Moore",NA,NA,NA,NA,"Camerik AM","Brazil",NA,NA,"Est. R.J. Etatiaia, Prateleires.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1975","04","12","Southern America",NA,NA,"NL-U1021415","Polypodiales",NA,"NL-U1021415",NA,NA,NA,"Pteropsida","U 0237673",NA,NA,NA,NA
"162","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021547","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fee.) T.Moore",NA,NA,NA,NA,"Windisch PG","Brazil",NA,NA,"Rio de Janeiro, Parque Nacional do Itatiaia, Itatiaia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021547 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1970","02","05","Southern America",NA,NA,"NL-U1021547","Polypodiales",NA,"NL-U1021547",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"163","2020-11-04 11:21:13-03","ESALQ","ESA","36049","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum",NA,"Dittrich, V.A.O.",NA,NA,NA,"Salino, A.","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","38855",NA,NA,"auto","2941.0","1996","12","17",NA,NA,NA,"ESA036049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-11-04 10:55:25-03","ESALQ","ESA","140664","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum",NA,"Gissi, D.S.","2017","03","12","Gibau, A.; Gissi, D.S.; Orlandini, P.","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela -","-44.7131004333496","-23.2178001403809","34470",NA,"Erva terrestre, caule longo reptante.","auto","299.0","2017","03","12",NA,NA,NA,"ESA140664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-11-04 11:21:13-03","ESALQ","ESA","55096","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","sellowianum","Elaphoglossum sellowianum","(Kaulf.) C. Chr.","Salino, A.","2007","04","08","Salino, A.","Brasil","Santa Catarina","Urupema","Fazenda Farofa. Trilha para a fazenda do Mário.","-49.8731002807617","-27.9528007507324","23096",NA,"Epífita em tronco caído na trilha. Interior de Mata.","auto","12027.0","2007","04","08",NA,NA,NA,"ESA055096",NA,"1542",NA,"1542",NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-01-14 15:27:51-03","MN","R","1620","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore","Brade, A.C.",NA,NA,NA,"Kurtz, F.","Argentina","Córdoba","Sierra Achala",NA,NA,NA,NA,NA,NA,NA,"8350","1895","01","06",NA,NA,NA,"R010056079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-01-15 14:41:37-03","MN","R","210456","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore","Kieling-Rubio, M.A.","2011","09","05","Vidal, J.","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"II - 5584","1952",NA,NA,NA,NA,NA,"R010056085",NA,"1850",NA,"1850",NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-01-14 15:27:51-03","MN","R","21936","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore","Brade, A.C.","1960",NA,NA,"Brade, A.C.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"10089","1930","06","21",NA,NA,NA,"R010055466,R010055461",NA,"2300",NA,"2300",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-01-14 15:27:51-03","MN","R","21937","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore","Brade, A.C.",NA,NA,NA,"Brade, A.C.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"10112","1930","06","21",NA,NA,NA,"R010055463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-01-14 15:27:51-03","MN","R","22900","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore",NA,NA,NA,NA,"Sunckel, H.","Chile","Valdívia","Corral",NA,NA,NA,NA,NA,NA,NA,"145 4","1930","02","08",NA,NA,NA,"R010055325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-01-14 15:27:51-03","MN","R","86259","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore","Novelino, R.F.","1991","04","22","Schwacke, C.A.W.","Brasil","Minas Gerais",NA,"Espera Feliz",NA,NA,NA,NA,NA,NA,NA,"1890","11","08",NA,NA,NA,"R010055429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-01-14 15:27:51-03","MN","R","86311","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore","Kieling-Rubio, M.A.","2012",NA,NA,"Rodriguez","Argentina","Tucumán",NA,NA,NA,NA,NA,NA,NA,NA,"488","1912","04","14",NA,NA,NA,"R010055318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-01-14 15:27:51-03","MN","R","21240","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore","Novelino, R.F.",NA,NA,NA,"Damazio, L.B.","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto","646",NA,NA,NA,NA,NA,NA,"R010055428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-01-14 15:27:51-03","MN","R","177616","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T. Moore","Sylvestre, L.","1989","01",NA,"Sylvestre, L.; Silva, A.F.R.","Brasil","Rio de Janeiro","Resende",NA,"-44.4467010498047","-22.468900680542","36089",NA,NA,"auto","133","1987","01","24",NA,NA,NA,"R010055431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
