"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","01874486","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","M. Reginato","1444","South America","Brazil","P.N. do Itatiaia, Parte Baixa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085255' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874486","NY01874486_01","M. Reginato","2013","02","09","Rio de Janeiro","Itatiaia","-44.606553","-22.457042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00909052","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","L. O. Williams","7014","South America","Brazil","Mata da Mai d'Agua, near Serro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985073' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909052","NY00909052_01",NA,"1945","05","04","Minas Gerais","Serro","-43.3792","-18.6047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01874618","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","C. Kameyama","31","South America","Brazil","Corrego do Aguapé. Chácara do Amolar, ca. 1,0 km de Serro. Mata perterbada.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531192' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874618","NY01874618_01","M. Reginato","1993","03","18","Minas Gerais","Serro","-43.3793983459473","-18.604700088501",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","520847","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","J. P. P. Carauta","531","South America","Brazil","Lago Azul; Comum nas imediaçoes do Lago Azul","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520847","NY00520847_01","M. Reginato","1968","01","01","Rio de Janeiro","Itatiaia","-44.612252","-22.447817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02104543","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","P. C. Porto","2689","South America","Brazil","Serra do Itatiaia, caminho Donati","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2569037' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104543","NY02104543_01","M. Reginato","1935","01","22","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02012828","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","M. Reginato","1334","South America","Brazil","P.N. do Itatiaia. Ultimo Adeus e trilha do Véu de Noiva.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500315' target='other'> <mi>dwc_moreinfo</mi></a>","NY02012828","NY02012828_01",NA,"2012","02","15","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02499171","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","M. Reginato","1334","South America","Brazil","P.N. do Itatiaia. Ultimo Adeus e trilha do Véu de Noiva.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085145' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499171","NY02499171_01","M. Reginato","2012","02","15","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02499172","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","M. Reginato","1335","South America","Brazil","P.N. do Itatiaia. Ultimo Adeus e trilha do Véu de Noiva.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085146' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499172","NY02499172_01","M. Reginato","2012","02","15","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02104544","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","J. J. Sampaio","1051","South America","Brazil","Lote 60","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2569042' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104544","NY02104544_01","M. Reginato","1942","12","19","Rio de Janeiro","Itatiaia","-44.65833","-22.358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:23-03","UFRJ","RFA","6672","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Mendes Magalhães","6153",NA,"Brasil","1 km antes do Morro do Pilar de S - N",NA,"Arbusto de 1 a 2 m de altura, flores alvas; grupos esparsos","RFA26513",NA,"J.J.Wurdack","1951","04","05","Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,"60318","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:44:24-03","EAO","IAN","6280","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Martins-da-Silva, RCV","s.n.","Southern America","Brasil",NA,NA,NA,"IAN006280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:03:01-03","NBC","NL-BOTANY","U.1394608","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Mexia YEJ",NA,"Southern America","Brazil","State of Minas Geraes, Viçosa. Fazenda de Dr. Christioma: Chácara.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394608","NL-U1394608",NA,"1930","12","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:31:36-03","MN","R","9425","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Glaziou, A.F.M.; Netto, L.S.M.; Rangel, E.S.; Fortunato, R.H. & Schwacke, C.A.W.","2135 a",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009425","R000009425_001",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-02 02:01:00-03","UFPI","TEPB","1716","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","FREIRE, F. M. T.",NA,NA,"Brasil","Estação Ecologica Uruçuí - Una",NA,"Subarbusto Ambiente: Cerrado",NA,NA,"FREIRE, F. M. T.","1981","05","22","Piauí","Ribeiro Gonçalves","-45.2421989440918","-7.55833005905151",NA,NA,"121004","auto","1981",NA,"05","20",NA,NA,NA,NA,NA,NA
"25","2021-03-12 01:35:38-03","UFPI","TEPB","8381","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata",NA,"Alunos de Pós-Graduação da UNICAMP.",NA,NA,"Brasil","Estação Experimental de Itirapina",NA,"Arbusto Ambiente: Cerrado",NA,NA,NA,"1983","01","19","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:45:38-02","IPA","IPA","24254","S","Plantae","Plantae",NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Pinheiro, R.S.","2215","Southern America","Brasil","km 15 da rodovia Barra do Choça para Caatiba, capoeira.",NA,"Arbusto de 2m de altura; flor branca, estames rosas.","IPA0024254",NA,"Wurdack, J.J.","1973","07","29","Bahia",NA,NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-20 21:18:20-03","UFV","VIC","10488","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Silva, A.F.; Capellari, J.r. .L.","345",NA,"Brasil","Flora da Reserva Florestal da Boa Vista",NA,NA,"VIC010488","VIC010488",NA,NA,NA,NA,"São Paulo","São José dos Campos","-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA
"28","2020-12-20 21:18:20-03","UFV","VIC","29592","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Cota, A.P.","s.n.",NA,"Brasil",NA,NA,NA,"VIC029592",NA,NA,"2000","02","06","Minas Gerais","Matias Barbosa","-43.3194007873535","-21.8691997528076",NA,NA,"10884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:18:20-03","UFV","VIC","3150","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Mexia, Y.","5465",NA,"Brasil","Fazenda Criciúma",NA,NA,"VIC003150",NA,NA,"1930","12","30","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:34:15-03","UNICAMP","UEC","72838","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","A.DC.","Godoy, SAP; Agostinho, V; Hoch, AM","389",NA,"Brazil","Jd. Novo Parelheiros, s#?#tio do Sr. José Guilguer Reimberg (José Toco), à direita na entrada Eng° Marsilac, após o entroncamento com a Estrada da Colônia.",NA,"Subarbusto ca 0,50m. alt. Tricomas rosa nos ramos e folhas. Flores alvas e anteras sulferino.; Borda de mata.","UEC022510","UEC022510","Goldenberg, R","1995","02","15","São Paulo","Parelheiros","-46.735","-23.835556",NA,NA,NA,NA,"1996",NA,"04",NA,"-46.735","-23.835556",NA,NA,NA,NA
"31","2021-03-01 16:34:20-03","UNICAMP","UEC","54401","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","A.DC.","Silva, AF; Capellari Jr, L","1345",NA,"Brazil","Flora da Reserva Ambiental da Boa Vista",NA,"Arvoreta de 2m; flores brancas de anteras róseo-vinosas; Mata de reserva","UEC044775","UEC044775","Souza, MLDR; Baumgratz, JFA","1986","01","09","São Paulo","São José dos Campos","-45.9375","-23.075",NA,NA,NA,NA,"2005",NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA
"32","2014-10-14 15:56:52-03","BS","M","M-0165471","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Martius, C.F.P. von",NA,NA,"Brasil","Habitat in sylvis altis quae tegunt montium tractum inter S. Cruz et Lorenam euntibus a Rio ad S. Pauli Civ. superandum; Provinciae Sebastianoplitanae, nec non in sylvis S. Pauli et Minar. G. aust.",NA,NA,"M0165471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"TYPE",NA,NA,NA
"33","2014-10-14 15:56:52-03","BS","M","M-0165488","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Martius, C.F.P. von",NA,NA,"Brasil","Habitat in sylvulis depressis locorum prope S. Joao d'El Rey etc.; Provincia Minarum General.",NA,NA,"M0165488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"HOLOTYPE",NA,NA,NA
"34","2015-09-04 20:51:36-03","MNHN","RECOLNAT_MNHN_P","P00117283","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Gaudichaud, C.",NA,NA,"Brésil","St. Paul","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117283' target='other'> <mi>dwc_moreinfo</mi></a>","P00117283","P00117283_01","Wurdack","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"794",NA,NA
"35","2015-09-04 06:12:05-03","MNHN","RECOLNAT_MNHN_P","P00117284","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Sello, F.",NA,NA,"Brésil","Brasilia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117284' target='other'> <mi>dwc_moreinfo</mi></a>","P00117284","P00117284_01","Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 06:12:05-03","MNHN","RECOLNAT_MNHN_P","P00117285","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Sello, F.",NA,NA,"Brésil","Brasilia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117285' target='other'> <mi>dwc_moreinfo</mi></a>","P00117285","P00117285_01","Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-04 20:57:08-03","MNHN","RECOLNAT_MNHN_P","P05261451","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Riedel",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261451' target='other'> <mi>dwc_moreinfo</mi></a>","P05261451","P05261451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-04 20:57:08-03","MNHN","RECOLNAT_MNHN_P","P05261452","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Riedel",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261452' target='other'> <mi>dwc_moreinfo</mi></a>","P05261452","P05261452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 20:57:08-03","MNHN","RECOLNAT_MNHN_P","P05261453","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Mexia, Y.",NA,NA,"Brasil","Viçosa. Fazenda de Dr. Christioma; Chácara; second growth woods.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261453' target='other'> <mi>dwc_moreinfo</mi></a>","P05261453","P05261453_01",NA,"1930","12","30","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5465",NA,NA
"40","2015-09-04 20:57:08-03","MNHN","RECOLNAT_MNHN_P","P05261454","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","involucrata","Leandra involucrata","DC.","Riedel",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261454' target='other'> <mi>dwc_moreinfo</mi></a>","P05261454","P05261454_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-07-27 15:42:04-03","MNHN","RECOLNAT_MNHN_P","P00115648","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro: Barra do Pirahy","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115648' target='other'> <mi>dwc_moreinfo</mi></a>","P00115648","P00115648_01","Wurdack","1866","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2135 a",NA,NA
"42","2015-09-04 22:21:55-03","MNHN","RECOLNAT_MNHN_P","P05210180","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Saint-Hilaire",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05210180' target='other'> <mi>dwc_moreinfo</mi></a>","P05210180","P05210180_01",NA,"1816","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"374",NA,NA
"43","2015-09-04 22:21:55-03","MNHN","RECOLNAT_MNHN_P","P05210181","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Saint-Hilaire",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05210181' target='other'> <mi>dwc_moreinfo</mi></a>","P05210181","P05210181_01",NA,"1816","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-04 22:21:59-03","MNHN","RECOLNAT_MNHN_P","P05210182","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Saint-Hilaire, A.",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05210182' target='other'> <mi>dwc_moreinfo</mi></a>","P05210182","P05210182_01",NA,"1816","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-04 22:21:59-03","MNHN","RECOLNAT_MNHN_P","P05210183","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Saint-Hilaire",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05210183' target='other'> <mi>dwc_moreinfo</mi></a>","P05210183","P05210183_01",NA,"1816","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:38:15-03","UFMG","BHCB","46509","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:38:15-03","UFMG","BHCB","67931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Barreto, HLM","6697","Southern America","Brasil","Serra do Caraça",NA,"Mata; Muito frequente; Arbusto 3m",NA,NA,NA,"1933","04","13","Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:38:15-03","UFMG","BHCB","66905","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Mota, RC da","707","Southern America","Brasil","Serra do Caraça.",NA,"Planta coletada em mata semidecídua; arbusto; flores vermelhas.",NA,NA,NA,"2000","04","01","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:38:15-03","UFMG","BHCB","67339","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","Mota, RC da","1141","Southern America","Brasil","Serra do Caraça.",NA,"Planta coletada em mata semidecídua; arbusto; pétalas brancas, estames avermelhados.",NA,NA,NA,"2000","12","16","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
